in_deg_centrality,[1. 0. 8.]
53,"[0.899, 0.892, 0.75, 0.646, 0.125, 0.174, 0.85, 0.311, 0.879, 0.888]"
54,"[0.907, 0.895, 0.586, 0.434, 0.094, 0.102, 0.858, 0.485, 0.887, 0.887]"
55,"[0.906, 0.897, 0.732, 0.621, 0.168, 0.235, 0.847, 0.392, 0.88, 0.891]"
56,"[0.906, 0.894, 0.491, 0.574, 0.094, 0.1, 0.833, 0.464, 0.887, 0.891]"
57,"[0.899, 0.9, 0.755, 0.63, 0.103, 0.108, 0.859, 0.589, 0.877, 0.893]"
58,"[0.908, 0.901, 0.649, 0.57, 0.193, 0.209, 0.855, 0.479, 0.882, 0.899]"
59,"[0.904, 0.901, 0.612, 0.624, 0.125, 0.133, 0.866, 0.527, 0.886, 0.889]"
60,"[0.91, 0.897, 0.564, 0.636, 0.094, 0.097, 0.866, 0.347, 0.882, 0.886]"
61,"[0.904, 0.898, 0.724, 0.609, 0.11, 0.162, 0.858, 0.506, 0.882, 0.902]"
62,"[0.906, 0.897, 0.763, 0.565, 0.094, 0.103, 0.863, 0.519, 0.88, 0.895]"
63,"[0.896, 0.905, 0.663, 0.527, 0.11, 0.102, 0.851, 0.301, 0.883, 0.899]"
64,"[0.91, 0.903, 0.682, 0.683, 0.084, 0.102, 0.862, 0.5, 0.887, 0.898]"
65,"[0.899, 0.902, 0.647, 0.645, 0.19, 0.2, 0.852, 0.44, 0.886, 0.901]"
66,"[0.909, 0.9, 0.665, 0.61, 0.089, 0.114, 0.851, 0.36, 0.886, 0.904]"
67,"[0.91, 0.903, 0.723, 0.632, 0.113, 0.103, 0.853, 0.462, 0.89, 0.905]"
68,"[0.912, 0.906, 0.618, 0.505, 0.112, 0.123, 0.852, 0.463, 0.892, 0.9]"
69,"[0.911, 0.9, 0.706, 0.648, 0.11, 0.103, 0.864, 0.496, 0.891, 0.898]"
70,"[0.912, 0.902, 0.56, 0.394, 0.094, 0.102, 0.881, 0.501, 0.887, 0.892]"
71,"[0.907, 0.903, 0.693, 0.714, 0.11, 0.086, 0.853, 0.465, 0.887, 0.895]"
72,"[0.907, 0.903, 0.631, 0.615, 0.082, 0.102, 0.86, 0.4, 0.889, 0.908]"
73,"[0.908, 0.903, 0.74, 0.58, 0.11, 0.103, 0.841, 0.567, 0.887, 0.902]"
74,"[0.911, 0.906, 0.636, 0.59, 0.109, 0.098, 0.854, 0.246, 0.885, 0.904]"
75,"[0.903, 0.907, 0.577, 0.513, 0.11, 0.103, 0.865, 0.268, 0.897, 0.908]"
76,"[0.908, 0.905, 0.594, 0.537, 0.052, 0.216, 0.845, 0.184, 0.894, 0.901]"
77,"[0.906, 0.907, 0.637, 0.393, 0.11, 0.103, 0.848, 0.381, 0.889, 0.906]"
78,"[0.907, 0.901, 0.479, 0.247, 0.094, 0.101, 0.863, 0.242, 0.895, 0.899]"
79,"[0.91, 0.907, 0.738, 0.641, 0.11, 0.103, 0.848, 0.417, 0.894, 0.909]"
80,"[0.91, 0.903, 0.615, 0.463, 0.112, 0.108, 0.842, 0.158, 0.901, 0.891]"
81,"[0.909, 0.91, 0.697, 0.603, 0.11, 0.104, 0.852, 0.313, 0.887, 0.905]"
82,"[0.913, 0.908, 0.644, 0.585, 0.094, 0.104, 0.864, 0.402, 0.899, 0.895]"
83,"[0.915, 0.909, 0.696, 0.6, 0.158, 0.103, 0.855, 0.414, 0.894, 0.905]"
84,"[0.908, 0.905, 0.563, 0.555, 0.094, 0.102, 0.873, 0.338, 0.894, 0.908]"
85,"[0.909, 0.908, 0.607, 0.584, 0.175, 0.104, 0.844, 0.296, 0.892, 0.907]"
86,"[0.907, 0.909, 0.56, 0.566, 0.099, 0.102, 0.867, 0.296, 0.898, 0.905]"
87,"[0.91, 0.909, 0.638, 0.47, 0.094, 0.107, 0.87, 0.325, 0.891, 0.91]"
88,"[0.912, 0.907, 0.603, 0.537, 0.196, 0.214, 0.86, 0.354, 0.895, 0.903]"
89,"[0.911, 0.909, 0.618, 0.389, 0.094, 0.118, 0.85, 0.336, 0.898, 0.901]"
90,"[0.909, 0.91, 0.673, 0.666, 0.103, 0.108, 0.826, 0.489, 0.897, 0.9]"
91,"[0.912, 0.911, 0.652, 0.647, 0.151, 0.095, 0.863, 0.21, 0.9, 0.904]"
92,"[0.912, 0.909, 0.438, 0.54, 0.094, 0.108, 0.848, 0.372, 0.893, 0.909]"
93,"[0.911, 0.907, 0.68, 0.572, 0.089, 0.11, 0.843, 0.19, 0.896, 0.907]"
94,"[0.911, 0.906, 0.555, 0.572, 0.218, 0.138, 0.881, 0.357, 0.894, 0.912]"
95,"[0.908, 0.907, 0.671, 0.501, 0.094, 0.171, 0.864, 0.396, 0.886, 0.912]"
96,"[0.908, 0.906, 0.561, 0.462, 0.111, 0.205, 0.847, 0.321, 0.892, 0.909]"
97,"[0.912, 0.91, 0.688, 0.511, 0.113, 0.095, 0.859, 0.301, 0.897, 0.906]"
98,"[0.909, 0.912, 0.536, 0.539, 0.083, 0.208, 0.85, 0.367, 0.9, 0.907]"
99,"[0.909, 0.907, 0.719, 0.697, 0.181, 0.102, 0.861, 0.336, 0.901, 0.904]"
betweeness_centrality,[8. 2. 9.]
0,"[0.659, 0.68, 0.6, 0.377, 0.435, 0.44, 0.73, 0.23, 0.728, 0.689]"
1,"[0.665, 0.705, 0.712, 0.565, 0.443, 0.261, 0.752, 0.627, 0.669, 0.721]"
2,"[0.716, 0.746, 0.581, 0.515, 0.314, 0.224, 0.725, 0.304, 0.756, 0.749]"
3,"[0.739, 0.765, 0.713, 0.756, 0.283, 0.102, 0.752, 0.66, 0.768, 0.746]"
4,"[0.757, 0.783, 0.675, 0.671, 0.169, 0.195, 0.739, 0.403, 0.773, 0.752]"
5,"[0.763, 0.801, 0.708, 0.627, 0.103, 0.23, 0.75, 0.505, 0.792, 0.775]"
6,"[0.797, 0.811, 0.629, 0.63, 0.109, 0.208, 0.841, 0.457, 0.801, 0.788]"
7,"[0.805, 0.82, 0.685, 0.796, 0.179, 0.123, 0.804, 0.668, 0.821, 0.818]"
8,"[0.835, 0.84, 0.629, 0.412, 0.094, 0.201, 0.835, 0.369, 0.833, 0.813]"
9,"[0.842, 0.83, 0.744, 0.711, 0.094, 0.254, 0.84, 0.585, 0.834, 0.828]"
10,"[0.855, 0.852, 0.421, 0.391, 0.101, 0.102, 0.853, 0.415, 0.843, 0.843]"
11,"[0.842, 0.853, 0.783, 0.663, 0.094, 0.107, 0.827, 0.399, 0.842, 0.836]"
12,"[0.871, 0.863, 0.542, 0.576, 0.094, 0.12, 0.847, 0.334, 0.865, 0.84]"
13,"[0.868, 0.865, 0.727, 0.682, 0.104, 0.123, 0.844, 0.452, 0.853, 0.857]"
14,"[0.871, 0.867, 0.522, 0.432, 0.104, 0.12, 0.829, 0.251, 0.865, 0.859]"
15,"[0.872, 0.87, 0.729, 0.704, 0.139, 0.209, 0.856, 0.597, 0.863, 0.852]"
16,"[0.877, 0.876, 0.653, 0.542, 0.094, 0.102, 0.838, 0.285, 0.872, 0.865]"
17,"[0.876, 0.871, 0.671, 0.669, 0.185, 0.242, 0.836, 0.283, 0.863, 0.862]"
18,"[0.884, 0.879, 0.633, 0.692, 0.094, 0.102, 0.857, 0.216, 0.87, 0.861]"
19,"[0.879, 0.884, 0.673, 0.71, 0.134, 0.175, 0.864, 0.53, 0.87, 0.858]"
20,"[0.889, 0.885, 0.628, 0.626, 0.139, 0.102, 0.823, 0.352, 0.881, 0.872]"
21,"[0.881, 0.886, 0.764, 0.708, 0.11, 0.107, 0.851, 0.434, 0.883, 0.877]"
22,"[0.89, 0.895, 0.587, 0.566, 0.094, 0.102, 0.826, 0.228, 0.878, 0.88]"
23,"[0.888, 0.885, 0.759, 0.72, 0.104, 0.169, 0.856, 0.519, 0.88, 0.874]"
24,"[0.888, 0.894, 0.579, 0.42, 0.094, 0.102, 0.857, 0.156, 0.882, 0.866]"
25,"[0.881, 0.884, 0.097, 0.596, 0.104, 0.192, 0.849, 0.47, 0.705, 0.359]"
26,"[0.884, 0.878, 0.094, 0.46, 0.103, 0.09, 0.82, 0.331, 0.346, 0.174]"
27,"[0.888, 0.878, 0.086, 0.629, 0.109, 0.09, 0.825, 0.285, 0.629, 0.277]"
28,"[0.886, 0.876, 0.092, 0.459, 0.1, 0.31, 0.801, 0.1, 0.706, 0.392]"
29,"[0.882, 0.868, 0.109, 0.498, 0.094, 0.105, 0.823, 0.448, 0.78, 0.674]"
30,"[0.891, 0.875, 0.089, 0.436, 0.104, 0.207, 0.842, 0.193, 0.819, 0.722]"
31,"[0.889, 0.877, 0.098, 0.638, 0.094, 0.282, 0.832, 0.396, 0.817, 0.755]"
32,"[0.89, 0.879, 0.094, 0.388, 0.155, 0.107, 0.801, 0.353, 0.827, 0.792]"
33,"[0.892, 0.88, 0.077, 0.532, 0.103, 0.232, 0.803, 0.368, 0.834, 0.781]"
34,"[0.891, 0.888, 0.096, 0.53, 0.211, 0.201, 0.833, 0.229, 0.843, 0.808]"
35,"[0.892, 0.885, 0.099, 0.425, 0.101, 0.196, 0.84, 0.484, 0.84, 0.798]"
36,"[0.893, 0.885, 0.095, 0.561, 0.103, 0.226, 0.818, 0.351, 0.84, 0.82]"
37,"[0.896, 0.882, 0.123, 0.366, 0.103, 0.186, 0.828, 0.16, 0.849, 0.83]"
38,"[0.896, 0.89, 0.095, 0.604, 0.205, 0.25, 0.835, 0.325, 0.854, 0.826]"
39,"[0.896, 0.887, 0.096, 0.479, 0.094, 0.171, 0.818, 0.372, 0.855, 0.834]"
40,"[0.895, 0.896, 0.179, 0.484, 0.152, 0.244, 0.826, 0.242, 0.849, 0.828]"
41,"[0.9, 0.895, 0.104, 0.58, 0.171, 0.103, 0.847, 0.538, 0.866, 0.836]"
42,"[0.893, 0.897, 0.102, 0.604, 0.212, 0.103, 0.84, 0.418, 0.865, 0.839]"
43,"[0.901, 0.887, 0.3, 0.646, 0.11, 0.177, 0.81, 0.411, 0.876, 0.838]"
44,"[0.899, 0.898, 0.241, 0.671, 0.11, 0.113, 0.854, 0.238, 0.871, 0.837]"
45,"[0.897, 0.891, 0.094, 0.656, 0.112, 0.349, 0.834, 0.508, 0.872, 0.854]"
46,"[0.9, 0.901, 0.104, 0.6, 0.11, 0.103, 0.848, 0.409, 0.864, 0.842]"
47,"[0.9, 0.894, 0.18, 0.594, 0.103, 0.102, 0.818, 0.378, 0.874, 0.855]"
48,"[0.899, 0.901, 0.152, 0.56, 0.209, 0.196, 0.826, 0.357, 0.873, 0.853]"
49,"[0.895, 0.894, 0.275, 0.528, 0.103, 0.203, 0.849, 0.438, 0.887, 0.86]"
50,"[0.893, 0.899, 0.118, 0.424, 0.159, 0.203, 0.826, 0.26, 0.877, 0.851]"
51,"[0.894, 0.904, 0.158, 0.522, 0.112, 0.095, 0.837, 0.346, 0.88, 0.854]"
52,"[0.905, 0.901, 0.227, 0.52, 0.103, 0.202, 0.834, 0.526, 0.884, 0.849]"
53,"[0.898, 0.899, 0.21, 0.44, 0.112, 0.096, 0.841, 0.346, 0.887, 0.856]"
54,"[0.898, 0.901, 0.174, 0.514, 0.103, 0.108, 0.839, 0.363, 0.882, 0.854]"
55,"[0.902, 0.905, 0.192, 0.623, 0.094, 0.102, 0.839, 0.297, 0.892, 0.861]"
56,"[0.901, 0.9, 0.097, 0.386, 0.103, 0.108, 0.817, 0.159, 0.876, 0.851]"
57,"[0.901, 0.897, 0.139, 0.544, 0.103, 0.112, 0.825, 0.432, 0.89, 0.857]"
58,"[0.901, 0.903, 0.099, 0.524, 0.103, 0.108, 0.834, 0.199, 0.883, 0.861]"
59,"[0.897, 0.9, 0.118, 0.542, 0.111, 0.094, 0.862, 0.354, 0.892, 0.859]"
60,"[0.898, 0.904, 0.168, 0.572, 0.103, 0.108, 0.827, 0.172, 0.887, 0.861]"
61,"[0.903, 0.903, 0.136, 0.457, 0.104, 0.095, 0.84, 0.238, 0.893, 0.87]"
62,"[0.898, 0.904, 0.161, 0.586, 0.11, 0.108, 0.846, 0.441, 0.889, 0.869]"
63,"[0.903, 0.906, 0.136, 0.412, 0.105, 0.203, 0.835, 0.516, 0.894, 0.865]"
64,"[0.906, 0.905, 0.218, 0.428, 0.144, 0.113, 0.86, 0.269, 0.893, 0.863]"
65,"[0.904, 0.906, 0.234, 0.567, 0.094, 0.184, 0.844, 0.236, 0.895, 0.872]"
66,"[0.901, 0.907, 0.221, 0.494, 0.117, 0.147, 0.842, 0.386, 0.889, 0.877]"
67,"[0.901, 0.907, 0.191, 0.455, 0.11, 0.095, 0.829, 0.208, 0.894, 0.876]"
68,"[0.905, 0.906, 0.239, 0.573, 0.104, 0.247, 0.84, 0.357, 0.887, 0.864]"
69,"[0.902, 0.904, 0.131, 0.568, 0.204, 0.095, 0.839, 0.237, 0.898, 0.877]"
70,"[0.904, 0.906, 0.131, 0.475, 0.103, 0.143, 0.846, 0.441, 0.886, 0.863]"
71,"[0.904, 0.904, 0.116, 0.443, 0.173, 0.095, 0.835, 0.25, 0.894, 0.872]"
72,"[0.897, 0.905, 0.31, 0.602, 0.208, 0.199, 0.843, 0.17, 0.888, 0.873]"
73,"[0.902, 0.904, 0.153, 0.501, 0.11, 0.14, 0.84, 0.234, 0.897, 0.875]"
74,"[0.909, 0.904, 0.158, 0.456, 0.151, 0.209, 0.823, 0.145, 0.889, 0.868]"
75,"[0.902, 0.909, 0.235, 0.488, 0.096, 0.167, 0.848, 0.119, 0.895, 0.876]"
76,"[0.902, 0.908, 0.389, 0.663, 0.104, 0.108, 0.845, 0.403, 0.899, 0.868]"
77,"[0.906, 0.91, 0.195, 0.644, 0.104, 0.107, 0.839, 0.242, 0.891, 0.872]"
78,"[0.903, 0.91, 0.274, 0.54, 0.103, 0.24, 0.854, 0.293, 0.894, 0.876]"
79,"[0.906, 0.911, 0.264, 0.349, 0.104, 0.102, 0.848, 0.136, 0.897, 0.881]"
80,"[0.898, 0.905, 0.334, 0.443, 0.204, 0.095, 0.843, 0.389, 0.896, 0.871]"
81,"[0.908, 0.905, 0.298, 0.535, 0.094, 0.15, 0.85, 0.263, 0.898, 0.874]"
82,"[0.905, 0.91, 0.323, 0.421, 0.163, 0.095, 0.841, 0.277, 0.898, 0.873]"
83,"[0.902, 0.911, 0.257, 0.544, 0.094, 0.215, 0.848, 0.227, 0.902, 0.879]"
84,"[0.905, 0.911, 0.31, 0.537, 0.103, 0.213, 0.834, 0.414, 0.896, 0.883]"
85,"[0.91, 0.912, 0.324, 0.696, 0.185, 0.102, 0.85, 0.212, 0.903, 0.882]"
86,"[0.906, 0.913, 0.37, 0.485, 0.089, 0.131, 0.809, 0.22, 0.899, 0.883]"
87,"[0.917, 0.912, 0.249, 0.542, 0.1, 0.105, 0.856, 0.365, 0.904, 0.885]"
88,"[0.915, 0.917, 0.279, 0.45, 0.094, 0.207, 0.834, 0.262, 0.896, 0.882]"
89,"[0.907, 0.911, 0.331, 0.388, 0.138, 0.105, 0.847, 0.267, 0.899, 0.879]"
90,"[0.896, 0.913, 0.163, 0.565, 0.088, 0.096, 0.85, 0.177, 0.898, 0.883]"
91,"[0.912, 0.915, 0.336, 0.526, 0.1, 0.206, 0.851, 0.129, 0.898, 0.882]"
92,"[0.913, 0.915, 0.26, 0.418, 0.094, 0.148, 0.862, 0.257, 0.906, 0.872]"
93,"[0.908, 0.92, 0.185, 0.456, 0.137, 0.109, 0.859, 0.284, 0.905, 0.875]"
94,"[0.905, 0.913, 0.216, 0.49, 0.16, 0.095, 0.854, 0.305, 0.899, 0.885]"
95,"[0.908, 0.914, 0.325, 0.323, 0.104, 0.246, 0.851, 0.223, 0.905, 0.882]"
96,"[0.908, 0.911, 0.254, 0.41, 0.103, 0.165, 0.856, 0.31, 0.907, 0.888]"
97,"[0.908, 0.914, 0.261, 0.477, 0.104, 0.113, 0.853, 0.132, 0.899, 0.882]"
98,"[0.907, 0.913, 0.294, 0.396, 0.113, 0.176, 0.87, 0.288, 0.907, 0.888]"
99,"[0.91, 0.912, 0.268, 0.368, 0.139, 0.175, 0.854, 0.119, 0.905, 0.874]"
eigenvector_centrality,[1. 0. 8.]
0,"[0.731, 0.701, 0.701, 0.611, 0.465, 0.411, 0.751, 0.394, 0.735, 0.75]"
1,"[0.712, 0.699, 0.697, 0.677, 0.653, 0.503, 0.768, 0.62, 0.75, 0.704]"
2,"[0.736, 0.771, 0.61, 0.698, 0.11, 0.142, 0.752, 0.57, 0.764, 0.727]"
3,"[0.735, 0.787, 0.727, 0.726, 0.094, 0.102, 0.799, 0.588, 0.773, 0.769]"
4,"[0.78, 0.788, 0.747, 0.51, 0.134, 0.166, 0.806, 0.492, 0.778, 0.767]"
5,"[0.786, 0.817, 0.734, 0.619, 0.103, 0.102, 0.804, 0.647, 0.805, 0.785]"
6,"[0.817, 0.826, 0.637, 0.684, 0.109, 0.146, 0.804, 0.385, 0.809, 0.813]"
7,"[0.824, 0.837, 0.682, 0.669, 0.113, 0.13, 0.805, 0.467, 0.811, 0.834]"
8,"[0.834, 0.836, 0.591, 0.355, 0.094, 0.107, 0.812, 0.457, 0.83, 0.814]"
9,"[0.84, 0.851, 0.699, 0.617, 0.094, 0.108, 0.847, 0.615, 0.841, 0.837]"
10,"[0.84, 0.843, 0.541, 0.573, 0.094, 0.195, 0.815, 0.373, 0.844, 0.837]"
11,"[0.858, 0.851, 0.662, 0.655, 0.12, 0.26, 0.818, 0.416, 0.86, 0.84]"
12,"[0.86, 0.848, 0.626, 0.659, 0.094, 0.102, 0.846, 0.384, 0.842, 0.855]"
13,"[0.865, 0.861, 0.682, 0.683, 0.094, 0.084, 0.838, 0.403, 0.854, 0.854]"
14,"[0.873, 0.866, 0.605, 0.72, 0.094, 0.102, 0.843, 0.405, 0.874, 0.851]"
15,"[0.877, 0.877, 0.693, 0.609, 0.1, 0.111, 0.847, 0.405, 0.86, 0.855]"
16,"[0.88, 0.875, 0.707, 0.688, 0.094, 0.102, 0.833, 0.287, 0.865, 0.858]"
17,"[0.872, 0.873, 0.669, 0.661, 0.244, 0.097, 0.835, 0.471, 0.873, 0.865]"
18,"[0.889, 0.874, 0.607, 0.699, 0.094, 0.102, 0.853, 0.289, 0.873, 0.873]"
19,"[0.886, 0.878, 0.711, 0.601, 0.094, 0.103, 0.864, 0.448, 0.871, 0.869]"
20,"[0.891, 0.884, 0.668, 0.742, 0.094, 0.102, 0.853, 0.359, 0.875, 0.875]"
21,"[0.881, 0.883, 0.64, 0.713, 0.094, 0.146, 0.858, 0.404, 0.861, 0.878]"
22,"[0.898, 0.881, 0.693, 0.539, 0.094, 0.102, 0.867, 0.177, 0.886, 0.877]"
23,"[0.89, 0.881, 0.675, 0.657, 0.103, 0.095, 0.862, 0.493, 0.88, 0.872]"
24,"[0.894, 0.884, 0.655, 0.632, 0.081, 0.102, 0.867, 0.163, 0.876, 0.879]"
25,"[0.77, 0.777, 0.716, 0.734, 0.213, 0.139, 0.86, 0.512, 0.647, 0.872]"
26,"[0.774, 0.802, 0.444, 0.621, 0.111, 0.102, 0.865, 0.204, 0.676, 0.869]"
27,"[0.822, 0.823, 0.668, 0.679, 0.094, 0.115, 0.849, 0.534, 0.753, 0.873]"
28,"[0.84, 0.846, 0.642, 0.471, 0.106, 0.102, 0.838, 0.321, 0.816, 0.865]"
29,"[0.862, 0.863, 0.716, 0.704, 0.094, 0.234, 0.843, 0.366, 0.816, 0.874]"
30,"[0.87, 0.864, 0.662, 0.584, 0.094, 0.102, 0.854, 0.356, 0.836, 0.871]"
31,"[0.881, 0.876, 0.739, 0.612, 0.274, 0.134, 0.854, 0.672, 0.835, 0.881]"
32,"[0.873, 0.878, 0.598, 0.609, 0.094, 0.102, 0.868, 0.406, 0.858, 0.881]"
33,"[0.883, 0.877, 0.741, 0.663, 0.181, 0.193, 0.84, 0.481, 0.846, 0.886]"
34,"[0.881, 0.882, 0.63, 0.659, 0.084, 0.102, 0.875, 0.193, 0.861, 0.885]"
35,"[0.893, 0.881, 0.715, 0.675, 0.253, 0.33, 0.844, 0.542, 0.863, 0.887]"
36,"[0.896, 0.881, 0.58, 0.493, 0.094, 0.102, 0.848, 0.518, 0.871, 0.885]"
37,"[0.899, 0.883, 0.725, 0.671, 0.173, 0.086, 0.848, 0.521, 0.872, 0.885]"
38,"[0.898, 0.886, 0.617, 0.479, 0.094, 0.09, 0.847, 0.444, 0.872, 0.883]"
39,"[0.894, 0.888, 0.687, 0.707, 0.178, 0.249, 0.865, 0.461, 0.87, 0.886]"
40,"[0.899, 0.889, 0.61, 0.545, 0.094, 0.102, 0.829, 0.288, 0.881, 0.879]"
41,"[0.893, 0.893, 0.674, 0.555, 0.094, 0.196, 0.858, 0.461, 0.885, 0.88]"
42,"[0.903, 0.889, 0.614, 0.618, 0.094, 0.102, 0.851, 0.423, 0.882, 0.887]"
43,"[0.902, 0.891, 0.703, 0.66, 0.227, 0.283, 0.873, 0.516, 0.883, 0.892]"
44,"[0.906, 0.891, 0.546, 0.628, 0.094, 0.102, 0.863, 0.251, 0.882, 0.898]"
45,"[0.9, 0.892, 0.709, 0.745, 0.103, 0.232, 0.866, 0.372, 0.879, 0.894]"
46,"[0.903, 0.895, 0.655, 0.585, 0.094, 0.102, 0.868, 0.499, 0.89, 0.896]"
47,"[0.904, 0.897, 0.728, 0.616, 0.098, 0.083, 0.852, 0.344, 0.892, 0.901]"
48,"[0.904, 0.891, 0.636, 0.597, 0.094, 0.102, 0.866, 0.276, 0.887, 0.9]"
49,"[0.903, 0.893, 0.654, 0.643, 0.094, 0.136, 0.859, 0.479, 0.88, 0.902]"
50,"[0.904, 0.896, 0.569, 0.562, 0.094, 0.102, 0.87, 0.453, 0.89, 0.898]"
51,"[0.903, 0.897, 0.699, 0.677, 0.103, 0.262, 0.857, 0.28, 0.889, 0.894]"
52,"[0.906, 0.896, 0.63, 0.456, 0.094, 0.102, 0.876, 0.43, 0.893, 0.894]"
53,"[0.901, 0.896, 0.563, 0.587, 0.104, 0.135, 0.872, 0.466, 0.887, 0.901]"
54,"[0.902, 0.898, 0.64, 0.556, 0.177, 0.102, 0.867, 0.186, 0.889, 0.9]"
55,"[0.901, 0.899, 0.634, 0.625, 0.104, 0.205, 0.814, 0.521, 0.89, 0.9]"
56,"[0.905, 0.902, 0.617, 0.568, 0.094, 0.102, 0.871, 0.312, 0.895, 0.904]"
57,"[0.903, 0.898, 0.711, 0.47, 0.104, 0.164, 0.857, 0.272, 0.885, 0.904]"
58,"[0.899, 0.897, 0.674, 0.569, 0.164, 0.102, 0.846, 0.429, 0.9, 0.907]"
59,"[0.903, 0.899, 0.632, 0.633, 0.11, 0.102, 0.848, 0.321, 0.888, 0.906]"
60,"[0.906, 0.901, 0.697, 0.532, 0.094, 0.102, 0.853, 0.371, 0.893, 0.906]"
61,"[0.906, 0.906, 0.729, 0.518, 0.079, 0.304, 0.829, 0.407, 0.892, 0.907]"
62,"[0.905, 0.904, 0.658, 0.542, 0.12, 0.102, 0.861, 0.39, 0.897, 0.907]"
63,"[0.904, 0.904, 0.634, 0.633, 0.106, 0.143, 0.847, 0.394, 0.893, 0.899]"
64,"[0.904, 0.903, 0.503, 0.376, 0.094, 0.095, 0.863, 0.376, 0.893, 0.907]"
65,"[0.906, 0.905, 0.707, 0.553, 0.139, 0.102, 0.852, 0.489, 0.892, 0.905]"
66,"[0.907, 0.9, 0.61, 0.513, 0.094, 0.102, 0.855, 0.294, 0.897, 0.904]"
67,"[0.908, 0.905, 0.67, 0.629, 0.124, 0.09, 0.842, 0.302, 0.894, 0.909]"
68,"[0.902, 0.9, 0.546, 0.594, 0.083, 0.102, 0.87, 0.359, 0.893, 0.902]"
69,"[0.908, 0.903, 0.62, 0.453, 0.11, 0.131, 0.861, 0.294, 0.891, 0.915]"
70,"[0.911, 0.906, 0.551, 0.426, 0.094, 0.102, 0.867, 0.177, 0.9, 0.909]"
71,"[0.909, 0.904, 0.669, 0.597, 0.11, 0.208, 0.82, 0.557, 0.892, 0.914]"
72,"[0.907, 0.904, 0.492, 0.45, 0.094, 0.102, 0.862, 0.204, 0.9, 0.909]"
73,"[0.906, 0.903, 0.626, 0.438, 0.104, 0.24, 0.842, 0.39, 0.896, 0.901]"
74,"[0.909, 0.909, 0.563, 0.334, 0.094, 0.102, 0.853, 0.214, 0.898, 0.912]"
75,"[0.906, 0.902, 0.682, 0.561, 0.269, 0.222, 0.839, 0.417, 0.897, 0.903]"
76,"[0.909, 0.905, 0.565, 0.455, 0.102, 0.102, 0.844, 0.338, 0.904, 0.91]"
77,"[0.906, 0.898, 0.681, 0.514, 0.155, 0.148, 0.851, 0.338, 0.899, 0.905]"
78,"[0.906, 0.903, 0.594, 0.502, 0.095, 0.115, 0.837, 0.28, 0.896, 0.915]"
79,"[0.904, 0.908, 0.624, 0.531, 0.094, 0.149, 0.85, 0.352, 0.899, 0.912]"
80,"[0.908, 0.906, 0.64, 0.562, 0.094, 0.102, 0.854, 0.277, 0.902, 0.913]"
81,"[0.908, 0.906, 0.557, 0.385, 0.222, 0.115, 0.843, 0.297, 0.898, 0.916]"
82,"[0.912, 0.906, 0.589, 0.529, 0.094, 0.145, 0.859, 0.176, 0.904, 0.917]"
83,"[0.906, 0.907, 0.676, 0.432, 0.094, 0.102, 0.834, 0.473, 0.906, 0.909]"
84,"[0.909, 0.907, 0.599, 0.404, 0.094, 0.102, 0.832, 0.255, 0.903, 0.913]"
85,"[0.909, 0.905, 0.516, 0.505, 0.094, 0.121, 0.864, 0.308, 0.902, 0.91]"
86,"[0.903, 0.904, 0.511, 0.384, 0.094, 0.102, 0.859, 0.306, 0.899, 0.917]"
87,"[0.906, 0.903, 0.642, 0.465, 0.094, 0.131, 0.826, 0.244, 0.898, 0.908]"
88,"[0.905, 0.906, 0.545, 0.413, 0.094, 0.102, 0.873, 0.273, 0.901, 0.917]"
89,"[0.907, 0.908, 0.616, 0.598, 0.145, 0.229, 0.84, 0.407, 0.896, 0.91]"
90,"[0.909, 0.908, 0.417, 0.294, 0.094, 0.102, 0.85, 0.233, 0.899, 0.914]"
91,"[0.909, 0.908, 0.674, 0.596, 0.207, 0.105, 0.871, 0.478, 0.905, 0.912]"
92,"[0.908, 0.907, 0.467, 0.379, 0.094, 0.102, 0.869, 0.279, 0.902, 0.917]"
93,"[0.911, 0.905, 0.633, 0.439, 0.123, 0.117, 0.865, 0.334, 0.906, 0.916]"
94,"[0.914, 0.903, 0.468, 0.339, 0.094, 0.102, 0.88, 0.303, 0.9, 0.91]"
95,"[0.907, 0.906, 0.495, 0.423, 0.11, 0.109, 0.855, 0.378, 0.9, 0.911]"
96,"[0.914, 0.908, 0.455, 0.367, 0.094, 0.162, 0.858, 0.297, 0.904, 0.916]"
97,"[0.907, 0.911, 0.638, 0.465, 0.173, 0.209, 0.846, 0.361, 0.896, 0.917]"
98,"[0.911, 0.909, 0.492, 0.368, 0.094, 0.102, 0.843, 0.295, 0.907, 0.916]"
99,"[0.909, 0.911, 0.563, 0.38, 0.104, 0.209, 0.843, 0.385, 0.906, 0.914]"
