in_deg_centrality,[1. 0. 8.]
76,"[0.908, 0.9, 0.671, 0.613, 0.094, 0.116, 0.86, 0.287, 0.896, 0.908]"
77,"[0.907, 0.898, 0.421, 0.308, 0.094, 0.102, 0.84, 0.21, 0.896, 0.909]"
78,"[0.915, 0.902, 0.686, 0.587, 0.094, 0.102, 0.845, 0.38, 0.892, 0.913]"
79,"[0.908, 0.896, 0.545, 0.351, 0.094, 0.102, 0.834, 0.282, 0.894, 0.904]"
80,"[0.914, 0.898, 0.684, 0.495, 0.094, 0.102, 0.863, 0.389, 0.892, 0.913]"
81,"[0.907, 0.902, 0.505, 0.436, 0.094, 0.102, 0.86, 0.358, 0.895, 0.917]"
82,"[0.912, 0.906, 0.591, 0.522, 0.094, 0.102, 0.85, 0.438, 0.895, 0.912]"
83,"[0.909, 0.902, 0.491, 0.438, 0.094, 0.102, 0.855, 0.269, 0.897, 0.904]"
84,"[0.908, 0.903, 0.667, 0.63, 0.094, 0.108, 0.857, 0.572, 0.893, 0.916]"
85,"[0.909, 0.901, 0.459, 0.399, 0.094, 0.102, 0.864, 0.309, 0.9, 0.909]"
86,"[0.914, 0.903, 0.686, 0.621, 0.094, 0.102, 0.847, 0.232, 0.903, 0.91]"
87,"[0.909, 0.903, 0.537, 0.397, 0.094, 0.102, 0.859, 0.283, 0.904, 0.914]"
88,"[0.913, 0.908, 0.651, 0.621, 0.094, 0.095, 0.869, 0.417, 0.898, 0.914]"
89,"[0.91, 0.906, 0.495, 0.453, 0.094, 0.102, 0.862, 0.371, 0.903, 0.915]"
90,"[0.912, 0.906, 0.692, 0.63, 0.136, 0.109, 0.861, 0.387, 0.897, 0.913]"
91,"[0.908, 0.903, 0.372, 0.308, 0.103, 0.102, 0.863, 0.204, 0.902, 0.907]"
92,"[0.911, 0.908, 0.68, 0.674, 0.201, 0.287, 0.84, 0.44, 0.898, 0.917]"
93,"[0.908, 0.907, 0.51, 0.471, 0.094, 0.091, 0.891, 0.21, 0.904, 0.904]"
94,"[0.911, 0.903, 0.696, 0.596, 0.103, 0.086, 0.858, 0.51, 0.896, 0.907]"
95,"[0.91, 0.907, 0.462, 0.368, 0.094, 0.102, 0.861, 0.273, 0.901, 0.906]"
96,"[0.911, 0.91, 0.616, 0.713, 0.11, 0.087, 0.851, 0.384, 0.899, 0.912]"
97,"[0.912, 0.906, 0.523, 0.348, 0.094, 0.102, 0.877, 0.164, 0.903, 0.913]"
98,"[0.913, 0.906, 0.691, 0.558, 0.11, 0.107, 0.866, 0.241, 0.899, 0.911]"
99,"[0.911, 0.909, 0.556, 0.432, 0.094, 0.102, 0.838, 0.269, 0.902, 0.914]"
out_deg_centrality,[8. 9. 7.]
0,"[0.733, 0.673, 0.689, 0.458, 0.323, 0.465, 0.72, 0.257, 0.728, 0.717]"
1,"[0.725, 0.736, 0.688, 0.711, 0.393, 0.54, 0.714, 0.667, 0.722, 0.745]"
2,"[0.742, 0.764, 0.654, 0.634, 0.198, 0.27, 0.727, 0.514, 0.745, 0.746]"
3,"[0.729, 0.78, 0.787, 0.754, 0.142, 0.208, 0.755, 0.563, 0.779, 0.733]"
4,"[0.775, 0.791, 0.647, 0.61, 0.276, 0.173, 0.773, 0.544, 0.789, 0.771]"
5,"[0.759, 0.794, 0.8, 0.808, 0.103, 0.108, 0.807, 0.609, 0.792, 0.795]"
6,"[0.814, 0.81, 0.51, 0.422, 0.197, 0.111, 0.79, 0.388, 0.817, 0.808]"
7,"[0.802, 0.817, 0.742, 0.663, 0.11, 0.199, 0.797, 0.588, 0.82, 0.806]"
8,"[0.84, 0.829, 0.698, 0.488, 0.097, 0.204, 0.824, 0.501, 0.828, 0.826]"
9,"[0.835, 0.844, 0.703, 0.775, 0.103, 0.212, 0.827, 0.508, 0.832, 0.821]"
10,"[0.841, 0.852, 0.661, 0.663, 0.103, 0.216, 0.831, 0.568, 0.84, 0.839]"
11,"[0.851, 0.85, 0.761, 0.701, 0.11, 0.105, 0.82, 0.449, 0.833, 0.851]"
12,"[0.862, 0.86, 0.738, 0.745, 0.119, 0.244, 0.817, 0.375, 0.855, 0.855]"
13,"[0.865, 0.857, 0.646, 0.609, 0.104, 0.069, 0.844, 0.355, 0.856, 0.849]"
14,"[0.876, 0.866, 0.656, 0.666, 0.103, 0.229, 0.854, 0.462, 0.851, 0.849]"
15,"[0.875, 0.866, 0.622, 0.726, 0.206, 0.124, 0.848, 0.389, 0.857, 0.857]"
16,"[0.874, 0.873, 0.743, 0.699, 0.12, 0.197, 0.855, 0.436, 0.866, 0.852]"
17,"[0.881, 0.87, 0.757, 0.563, 0.114, 0.108, 0.853, 0.424, 0.861, 0.866]"
18,"[0.884, 0.874, 0.703, 0.669, 0.103, 0.166, 0.865, 0.346, 0.868, 0.865]"
19,"[0.88, 0.871, 0.701, 0.722, 0.216, 0.108, 0.865, 0.672, 0.879, 0.869]"
20,"[0.886, 0.874, 0.641, 0.692, 0.103, 0.265, 0.839, 0.387, 0.878, 0.87]"
21,"[0.89, 0.878, 0.697, 0.654, 0.163, 0.086, 0.866, 0.344, 0.877, 0.864]"
22,"[0.893, 0.879, 0.593, 0.659, 0.103, 0.268, 0.857, 0.509, 0.878, 0.87]"
23,"[0.893, 0.883, 0.754, 0.712, 0.094, 0.169, 0.876, 0.457, 0.881, 0.873]"
24,"[0.891, 0.884, 0.71, 0.598, 0.122, 0.276, 0.835, 0.492, 0.884, 0.88]"
25,"[0.892, 0.882, 0.754, 0.75, 0.094, 0.086, 0.866, 0.088, 0.708, 0.534]"
26,"[0.884, 0.864, 0.435, 0.308, 0.107, 0.142, 0.803, 0.092, 0.42, 0.334]"
27,"[0.882, 0.872, 0.68, 0.58, 0.103, 0.109, 0.811, 0.159, 0.729, 0.339]"
28,"[0.88, 0.876, 0.569, 0.43, 0.103, 0.175, 0.848, 0.094, 0.784, 0.577]"
29,"[0.887, 0.877, 0.646, 0.432, 0.103, 0.108, 0.825, 0.012, 0.806, 0.705]"
30,"[0.89, 0.878, 0.597, 0.629, 0.095, 0.213, 0.832, 0.091, 0.806, 0.73]"
31,"[0.893, 0.878, 0.613, 0.621, 0.103, 0.108, 0.824, 0.009, 0.826, 0.739]"
32,"[0.891, 0.874, 0.566, 0.542, 0.214, 0.204, 0.862, 0.094, 0.827, 0.777]"
33,"[0.891, 0.88, 0.659, 0.585, 0.103, 0.108, 0.819, 0.094, 0.832, 0.759]"
34,"[0.894, 0.88, 0.596, 0.587, 0.207, 0.13, 0.84, 0.094, 0.836, 0.77]"
35,"[0.891, 0.881, 0.623, 0.587, 0.103, 0.108, 0.856, 0.064, 0.833, 0.781]"
36,"[0.896, 0.886, 0.519, 0.505, 0.183, 0.105, 0.86, 0.094, 0.833, 0.792]"
37,"[0.892, 0.887, 0.75, 0.623, 0.103, 0.108, 0.863, 0.086, 0.849, 0.791]"
38,"[0.895, 0.886, 0.543, 0.451, 0.103, 0.207, 0.849, 0.109, 0.839, 0.815]"
39,"[0.897, 0.884, 0.724, 0.548, 0.103, 0.108, 0.834, 0.133, 0.853, 0.785]"
40,"[0.9, 0.888, 0.537, 0.557, 0.103, 0.171, 0.824, 0.094, 0.844, 0.795]"
41,"[0.889, 0.885, 0.671, 0.74, 0.103, 0.108, 0.839, 0.173, 0.857, 0.797]"
42,"[0.899, 0.891, 0.52, 0.492, 0.103, 0.108, 0.845, 0.094, 0.841, 0.799]"
43,"[0.902, 0.883, 0.684, 0.707, 0.103, 0.108, 0.855, 0.179, 0.857, 0.791]"
44,"[0.9, 0.89, 0.499, 0.375, 0.103, 0.114, 0.848, 0.11, 0.844, 0.816]"
45,"[0.899, 0.893, 0.701, 0.706, 0.103, 0.108, 0.847, 0.17, 0.859, 0.797]"
46,"[0.904, 0.894, 0.441, 0.424, 0.103, 0.108, 0.843, 0.1, 0.857, 0.824]"
47,"[0.903, 0.896, 0.72, 0.663, 0.103, 0.108, 0.861, 0.094, 0.863, 0.81]"
48,"[0.899, 0.897, 0.565, 0.47, 0.103, 0.108, 0.855, 0.094, 0.856, 0.828]"
49,"[0.899, 0.899, 0.671, 0.621, 0.103, 0.193, 0.866, 0.162, 0.863, 0.801]"
50,"[0.903, 0.9, 0.554, 0.347, 0.103, 0.108, 0.838, 0.139, 0.862, 0.83]"
51,"[0.9, 0.9, 0.695, 0.629, 0.103, 0.095, 0.839, 0.159, 0.859, 0.798]"
52,"[0.906, 0.894, 0.55, 0.551, 0.103, 0.108, 0.839, 0.11, 0.867, 0.831]"
53,"[0.904, 0.902, 0.71, 0.644, 0.206, 0.095, 0.84, 0.108, 0.874, 0.8]"
54,"[0.906, 0.899, 0.462, 0.503, 0.103, 0.108, 0.845, 0.108, 0.867, 0.834]"
55,"[0.908, 0.899, 0.654, 0.745, 0.183, 0.095, 0.858, 0.098, 0.868, 0.825]"
56,"[0.908, 0.902, 0.565, 0.533, 0.103, 0.118, 0.857, 0.124, 0.866, 0.837]"
57,"[0.903, 0.9, 0.707, 0.695, 0.235, 0.095, 0.845, 0.089, 0.876, 0.812]"
58,"[0.909, 0.904, 0.637, 0.51, 0.094, 0.111, 0.867, 0.115, 0.87, 0.837]"
59,"[0.904, 0.895, 0.638, 0.67, 0.103, 0.161, 0.838, 0.089, 0.876, 0.829]"
60,"[0.907, 0.903, 0.699, 0.589, 0.103, 0.172, 0.858, 0.125, 0.886, 0.845]"
61,"[0.904, 0.9, 0.599, 0.678, 0.093, 0.095, 0.854, 0.187, 0.867, 0.832]"
62,"[0.91, 0.905, 0.623, 0.495, 0.103, 0.108, 0.852, 0.239, 0.886, 0.842]"
63,"[0.909, 0.906, 0.684, 0.619, 0.103, 0.19, 0.858, 0.154, 0.878, 0.834]"
64,"[0.91, 0.903, 0.633, 0.48, 0.103, 0.12, 0.85, 0.171, 0.866, 0.834]"
65,"[0.91, 0.903, 0.647, 0.491, 0.103, 0.095, 0.857, 0.165, 0.878, 0.836]"
66,"[0.908, 0.907, 0.517, 0.452, 0.103, 0.108, 0.847, 0.24, 0.876, 0.84]"
67,"[0.91, 0.9, 0.697, 0.617, 0.103, 0.108, 0.868, 0.094, 0.883, 0.832]"
68,"[0.915, 0.903, 0.562, 0.276, 0.103, 0.108, 0.863, 0.098, 0.884, 0.842]"
69,"[0.912, 0.906, 0.753, 0.557, 0.089, 0.095, 0.85, 0.089, 0.887, 0.853]"
70,"[0.907, 0.909, 0.551, 0.469, 0.103, 0.108, 0.872, 0.098, 0.889, 0.861]"
71,"[0.911, 0.904, 0.56, 0.706, 0.103, 0.196, 0.843, 0.229, 0.887, 0.848]"
72,"[0.909, 0.903, 0.552, 0.491, 0.103, 0.108, 0.856, 0.261, 0.88, 0.844]"
73,"[0.915, 0.907, 0.693, 0.547, 0.103, 0.095, 0.851, 0.089, 0.886, 0.844]"
74,"[0.911, 0.907, 0.633, 0.551, 0.103, 0.108, 0.856, 0.098, 0.884, 0.853]"
75,"[0.911, 0.904, 0.577, 0.561, 0.129, 0.095, 0.862, 0.161, 0.882, 0.856]"
76,"[0.913, 0.901, 0.581, 0.607, 0.103, 0.191, 0.855, 0.128, 0.885, 0.851]"
77,"[0.91, 0.904, 0.611, 0.694, 0.103, 0.108, 0.845, 0.126, 0.889, 0.855]"
78,"[0.905, 0.901, 0.58, 0.567, 0.103, 0.109, 0.845, 0.098, 0.892, 0.846]"
79,"[0.912, 0.906, 0.642, 0.511, 0.103, 0.093, 0.861, 0.177, 0.892, 0.863]"
80,"[0.908, 0.904, 0.643, 0.55, 0.103, 0.108, 0.861, 0.1, 0.893, 0.863]"
81,"[0.913, 0.908, 0.609, 0.567, 0.103, 0.095, 0.857, 0.101, 0.892, 0.856]"
82,"[0.909, 0.905, 0.569, 0.584, 0.103, 0.108, 0.858, 0.099, 0.894, 0.87]"
83,"[0.913, 0.904, 0.7, 0.596, 0.102, 0.181, 0.864, 0.089, 0.894, 0.858]"
84,"[0.908, 0.9, 0.617, 0.627, 0.103, 0.108, 0.864, 0.098, 0.896, 0.863]"
85,"[0.913, 0.912, 0.714, 0.566, 0.103, 0.095, 0.861, 0.3, 0.892, 0.867]"
86,"[0.911, 0.904, 0.611, 0.472, 0.103, 0.108, 0.868, 0.172, 0.886, 0.87]"
87,"[0.912, 0.905, 0.536, 0.553, 0.103, 0.095, 0.859, 0.099, 0.89, 0.858]"
88,"[0.904, 0.906, 0.663, 0.614, 0.103, 0.108, 0.851, 0.099, 0.895, 0.858]"
89,"[0.912, 0.907, 0.642, 0.657, 0.158, 0.095, 0.879, 0.098, 0.895, 0.874]"
90,"[0.91, 0.902, 0.613, 0.579, 0.103, 0.108, 0.867, 0.151, 0.895, 0.87]"
91,"[0.909, 0.904, 0.701, 0.697, 0.103, 0.108, 0.846, 0.186, 0.903, 0.875]"
92,"[0.912, 0.909, 0.635, 0.39, 0.103, 0.109, 0.864, 0.185, 0.893, 0.864]"
93,"[0.912, 0.904, 0.559, 0.563, 0.103, 0.095, 0.878, 0.098, 0.894, 0.873]"
94,"[0.906, 0.907, 0.626, 0.626, 0.18, 0.108, 0.86, 0.195, 0.893, 0.848]"
95,"[0.913, 0.911, 0.657, 0.42, 0.103, 0.095, 0.867, 0.098, 0.892, 0.875]"
96,"[0.908, 0.9, 0.562, 0.597, 0.103, 0.189, 0.879, 0.264, 0.899, 0.863]"
97,"[0.915, 0.91, 0.719, 0.408, 0.094, 0.095, 0.872, 0.098, 0.892, 0.87]"
98,"[0.91, 0.91, 0.601, 0.552, 0.094, 0.239, 0.867, 0.162, 0.902, 0.869]"
99,"[0.915, 0.908, 0.713, 0.547, 0.216, 0.107, 0.86, 0.098, 0.899, 0.877]"
closeness_centrality,[1. 0. 8.]
0,"[0.699, 0.727, 0.63, 0.675, 0.429, 0.462, 0.726, 0.424, 0.728, 0.686]"
1,"[0.697, 0.712, 0.683, 0.724, 0.45, 0.308, 0.714, 0.513, 0.709, 0.72]"
2,"[0.736, 0.775, 0.688, 0.699, 0.101, 0.122, 0.768, 0.577, 0.749, 0.75]"
3,"[0.764, 0.783, 0.718, 0.719, 0.094, 0.102, 0.735, 0.638, 0.761, 0.77]"
4,"[0.774, 0.802, 0.583, 0.573, 0.106, 0.102, 0.804, 0.619, 0.791, 0.766]"
5,"[0.773, 0.809, 0.746, 0.615, 0.099, 0.172, 0.807, 0.626, 0.792, 0.8]"
6,"[0.798, 0.83, 0.683, 0.629, 0.109, 0.15, 0.831, 0.454, 0.823, 0.809]"
7,"[0.799, 0.83, 0.703, 0.65, 0.121, 0.109, 0.809, 0.407, 0.809, 0.827]"
8,"[0.83, 0.849, 0.703, 0.517, 0.194, 0.196, 0.802, 0.534, 0.828, 0.823]"
9,"[0.838, 0.849, 0.776, 0.748, 0.158, 0.102, 0.837, 0.434, 0.836, 0.831]"
10,"[0.842, 0.856, 0.721, 0.592, 0.11, 0.186, 0.833, 0.441, 0.853, 0.844]"
11,"[0.858, 0.857, 0.761, 0.689, 0.093, 0.246, 0.824, 0.558, 0.857, 0.84]"
12,"[0.861, 0.867, 0.68, 0.602, 0.209, 0.172, 0.834, 0.629, 0.856, 0.852]"
13,"[0.867, 0.871, 0.706, 0.721, 0.145, 0.149, 0.843, 0.472, 0.86, 0.849]"
14,"[0.875, 0.87, 0.71, 0.693, 0.103, 0.171, 0.862, 0.493, 0.872, 0.857]"
15,"[0.878, 0.871, 0.701, 0.727, 0.1, 0.155, 0.847, 0.538, 0.874, 0.851]"
16,"[0.88, 0.876, 0.604, 0.736, 0.112, 0.186, 0.813, 0.374, 0.877, 0.86]"
17,"[0.878, 0.871, 0.732, 0.776, 0.177, 0.102, 0.852, 0.414, 0.879, 0.858]"
18,"[0.884, 0.883, 0.704, 0.716, 0.095, 0.104, 0.859, 0.658, 0.874, 0.872]"
19,"[0.891, 0.883, 0.715, 0.705, 0.094, 0.147, 0.848, 0.421, 0.872, 0.863]"
20,"[0.893, 0.882, 0.69, 0.682, 0.094, 0.185, 0.859, 0.511, 0.879, 0.871]"
21,"[0.887, 0.875, 0.735, 0.75, 0.083, 0.086, 0.861, 0.616, 0.881, 0.873]"
22,"[0.89, 0.888, 0.587, 0.725, 0.095, 0.102, 0.857, 0.553, 0.884, 0.875]"
23,"[0.888, 0.887, 0.631, 0.525, 0.11, 0.049, 0.851, 0.534, 0.877, 0.87]"
24,"[0.893, 0.879, 0.642, 0.489, 0.094, 0.102, 0.863, 0.284, 0.882, 0.868]"
25,"[0.77, 0.775, 0.747, 0.705, 0.094, 0.164, 0.867, 0.562, 0.654, 0.874]"
26,"[0.783, 0.808, 0.445, 0.647, 0.096, 0.102, 0.843, 0.109, 0.408, 0.875]"
27,"[0.785, 0.802, 0.751, 0.692, 0.103, 0.086, 0.863, 0.346, 0.716, 0.858]"
28,"[0.812, 0.823, 0.486, 0.61, 0.103, 0.186, 0.826, 0.399, 0.773, 0.869]"
29,"[0.832, 0.833, 0.713, 0.667, 0.103, 0.203, 0.866, 0.447, 0.793, 0.867]"
30,"[0.841, 0.851, 0.542, 0.462, 0.103, 0.108, 0.836, 0.367, 0.807, 0.875]"
31,"[0.857, 0.86, 0.756, 0.699, 0.103, 0.252, 0.862, 0.726, 0.805, 0.872]"
32,"[0.865, 0.857, 0.609, 0.447, 0.027, 0.187, 0.856, 0.283, 0.832, 0.86]"
33,"[0.878, 0.871, 0.659, 0.686, 0.103, 0.201, 0.848, 0.467, 0.841, 0.87]"
34,"[0.88, 0.871, 0.575, 0.544, 0.094, 0.199, 0.842, 0.402, 0.839, 0.867]"
35,"[0.885, 0.877, 0.686, 0.65, 0.205, 0.108, 0.825, 0.593, 0.84, 0.877]"
36,"[0.887, 0.875, 0.6, 0.643, 0.094, 0.102, 0.842, 0.248, 0.855, 0.876]"
37,"[0.887, 0.883, 0.716, 0.55, 0.155, 0.086, 0.856, 0.354, 0.86, 0.874]"
38,"[0.888, 0.886, 0.579, 0.507, 0.094, 0.108, 0.862, 0.509, 0.866, 0.874]"
39,"[0.891, 0.883, 0.666, 0.632, 0.103, 0.108, 0.835, 0.432, 0.858, 0.863]"
40,"[0.89, 0.885, 0.586, 0.524, 0.21, 0.126, 0.846, 0.378, 0.865, 0.88]"
41,"[0.889, 0.886, 0.702, 0.574, 0.257, 0.107, 0.861, 0.553, 0.872, 0.882]"
42,"[0.894, 0.883, 0.511, 0.532, 0.129, 0.102, 0.866, 0.452, 0.868, 0.878]"
43,"[0.891, 0.891, 0.729, 0.667, 0.183, 0.103, 0.862, 0.542, 0.868, 0.881]"
44,"[0.893, 0.891, 0.701, 0.679, 0.085, 0.202, 0.852, 0.494, 0.877, 0.889]"
45,"[0.891, 0.891, 0.665, 0.565, 0.103, 0.086, 0.858, 0.466, 0.87, 0.889]"
46,"[0.898, 0.896, 0.665, 0.629, 0.162, 0.148, 0.851, 0.513, 0.877, 0.885]"
47,"[0.892, 0.897, 0.655, 0.561, 0.103, 0.175, 0.864, 0.536, 0.88, 0.886]"
48,"[0.901, 0.892, 0.661, 0.617, 0.094, 0.102, 0.843, 0.459, 0.87, 0.884]"
49,"[0.89, 0.892, 0.727, 0.58, 0.104, 0.199, 0.857, 0.558, 0.881, 0.898]"
50,"[0.903, 0.893, 0.649, 0.669, 0.145, 0.102, 0.854, 0.578, 0.881, 0.884]"
51,"[0.903, 0.898, 0.624, 0.649, 0.094, 0.162, 0.859, 0.331, 0.88, 0.899]"
52,"[0.905, 0.901, 0.513, 0.533, 0.094, 0.102, 0.856, 0.523, 0.879, 0.895]"
