betweeness_centrality,[2. 7.]
49,"[0.416, 0.362, 0.473, 0.49, 0.407, 0.4, 0.413, 0.405, 0.439, 0.429]"
50,"[0.459, 0.465, 0.412, 0.394, 0.438, 0.431, 0.567, 0.432, 0.334, 0.336]"
51,"[0.43, 0.402, 0.455, 0.457, 0.477, 0.431, 0.405, 0.419, 0.411, 0.391]"
52,"[0.449, 0.441, 0.454, 0.413, 0.476, 0.421, 0.56, 0.411, 0.357, 0.378]"
53,"[0.449, 0.432, 0.452, 0.442, 0.446, 0.495, 0.427, 0.442, 0.392, 0.359]"
54,"[0.487, 0.441, 0.48, 0.469, 0.382, 0.436, 0.506, 0.412, 0.435, 0.467]"
55,"[0.481, 0.503, 0.392, 0.444, 0.44, 0.512, 0.453, 0.41, 0.425, 0.355]"
56,"[0.459, 0.478, 0.503, 0.475, 0.359, 0.456, 0.513, 0.425, 0.496, 0.502]"
57,"[0.485, 0.524, 0.35, 0.469, 0.46, 0.521, 0.482, 0.356, 0.447, 0.394]"
58,"[0.427, 0.422, 0.492, 0.49, 0.397, 0.437, 0.444, 0.432, 0.5, 0.521]"
59,"[0.459, 0.505, 0.33, 0.44, 0.417, 0.508, 0.505, 0.34, 0.41, 0.394]"
60,"[0.403, 0.362, 0.461, 0.485, 0.348, 0.439, 0.428, 0.416, 0.493, 0.561]"
61,"[0.485, 0.45, 0.332, 0.42, 0.43, 0.446, 0.547, 0.338, 0.398, 0.438]"
62,"[0.436, 0.333, 0.437, 0.408, 0.342, 0.475, 0.434, 0.417, 0.435, 0.574]"
63,"[0.486, 0.437, 0.389, 0.407, 0.42, 0.493, 0.51, 0.36, 0.385, 0.456]"
64,"[0.482, 0.354, 0.391, 0.4, 0.344, 0.491, 0.516, 0.419, 0.39, 0.536]"
65,"[0.474, 0.423, 0.374, 0.402, 0.405, 0.461, 0.508, 0.378, 0.413, 0.455]"
66,"[0.505, 0.41, 0.382, 0.445, 0.365, 0.53, 0.543, 0.401, 0.363, 0.526]"
67,"[0.478, 0.414, 0.381, 0.396, 0.385, 0.44, 0.53, 0.416, 0.417, 0.474]"
68,"[0.505, 0.442, 0.386, 0.466, 0.383, 0.537, 0.524, 0.37, 0.348, 0.535]"
69,"[0.457, 0.413, 0.426, 0.378, 0.361, 0.427, 0.519, 0.432, 0.434, 0.489]"
70,"[0.489, 0.442, 0.368, 0.529, 0.403, 0.545, 0.505, 0.37, 0.349, 0.515]"
71,"[0.45, 0.399, 0.449, 0.378, 0.344, 0.424, 0.515, 0.447, 0.469, 0.502]"
72,"[0.481, 0.424, 0.366, 0.547, 0.43, 0.543, 0.499, 0.365, 0.349, 0.504]"
73,"[0.455, 0.396, 0.448, 0.362, 0.326, 0.404, 0.504, 0.448, 0.476, 0.471]"
74,"[0.473, 0.411, 0.359, 0.552, 0.434, 0.527, 0.475, 0.358, 0.335, 0.506]"
75,"[0.437, 0.386, 0.448, 0.346, 0.321, 0.396, 0.503, 0.447, 0.46, 0.454]"
76,"[0.471, 0.411, 0.353, 0.546, 0.443, 0.546, 0.476, 0.342, 0.323, 0.493]"
77,"[0.439, 0.37, 0.472, 0.352, 0.319, 0.372, 0.491, 0.415, 0.488, 0.477]"
78,"[0.468, 0.448, 0.349, 0.55, 0.444, 0.57, 0.505, 0.368, 0.331, 0.474]"
79,"[0.433, 0.372, 0.516, 0.346, 0.312, 0.356, 0.487, 0.409, 0.512, 0.486]"
80,"[0.475, 0.489, 0.33, 0.53, 0.475, 0.572, 0.537, 0.35, 0.315, 0.467]"
81,"[0.385, 0.338, 0.54, 0.323, 0.279, 0.349, 0.483, 0.438, 0.521, 0.484]"
82,"[0.535, 0.51, 0.271, 0.499, 0.506, 0.581, 0.539, 0.353, 0.316, 0.459]"
83,"[0.351, 0.311, 0.543, 0.332, 0.269, 0.328, 0.473, 0.449, 0.523, 0.487]"
84,"[0.515, 0.525, 0.258, 0.476, 0.482, 0.553, 0.525, 0.363, 0.294, 0.426]"
85,"[0.336, 0.303, 0.509, 0.331, 0.275, 0.306, 0.445, 0.417, 0.463, 0.518]"
86,"[0.48, 0.431, 0.256, 0.457, 0.442, 0.517, 0.494, 0.374, 0.257, 0.389]"
87,"[0.344, 0.293, 0.433, 0.349, 0.305, 0.3, 0.49, 0.436, 0.438, 0.57]"
88,"[0.472, 0.449, 0.258, 0.444, 0.449, 0.524, 0.492, 0.459, 0.254, 0.296]"
89,"[0.353, 0.299, 0.462, 0.478, 0.321, 0.281, 0.517, 0.393, 0.478, 0.566]"
90,"[0.478, 0.456, 0.276, 0.367, 0.454, 0.521, 0.463, 0.539, 0.249, 0.258]"
91,"[0.349, 0.293, 0.467, 0.537, 0.327, 0.273, 0.525, 0.326, 0.455, 0.543]"
92,"[0.485, 0.443, 0.287, 0.333, 0.44, 0.486, 0.447, 0.545, 0.259, 0.25]"
93,"[0.343, 0.29, 0.473, 0.515, 0.382, 0.265, 0.499, 0.293, 0.466, 0.546]"
94,"[0.461, 0.394, 0.297, 0.322, 0.439, 0.437, 0.43, 0.557, 0.266, 0.254]"
95,"[0.419, 0.335, 0.402, 0.496, 0.491, 0.268, 0.493, 0.258, 0.408, 0.492]"
96,"[0.389, 0.376, 0.326, 0.313, 0.36, 0.433, 0.354, 0.512, 0.293, 0.292]"
97,"[0.502, 0.336, 0.379, 0.457, 0.489, 0.286, 0.541, 0.221, 0.385, 0.439]"
98,"[0.344, 0.384, 0.297, 0.275, 0.346, 0.377, 0.327, 0.438, 0.267, 0.248]"
99,"[0.41, 0.33, 0.408, 0.432, 0.513, 0.304, 0.488, 0.202, 0.416, 0.461]"
