betweeness_centrality,[2.]
44,"[0.31, 0.307, 0.218, 0.225, 0.134, 0.089, 0.266, 0.104, 0.188, 0.143]"
45,"[0.104, 0.174, 0.279, 0.293, 0.227, 0.217, 0.127, 0.205, 0.127, 0.252]"
46,"[0.266, 0.3, 0.229, 0.198, 0.272, 0.187, 0.197, 0.194, 0.21, 0.17]"
47,"[0.16, 0.2, 0.287, 0.307, 0.21, 0.273, 0.182, 0.211, 0.216, 0.18]"
48,"[0.267, 0.272, 0.216, 0.169, 0.322, 0.19, 0.198, 0.136, 0.276, 0.183]"
49,"[0.167, 0.189, 0.31, 0.327, 0.187, 0.277, 0.186, 0.315, 0.144, 0.205]"
50,"[0.305, 0.354, 0.192, 0.206, 0.393, 0.231, 0.3, 0.191, 0.307, 0.164]"
51,"[0.166, 0.179, 0.346, 0.352, 0.199, 0.297, 0.188, 0.328, 0.27, 0.339]"
52,"[0.352, 0.393, 0.207, 0.227, 0.412, 0.209, 0.397, 0.179, 0.314, 0.183]"
53,"[0.168, 0.201, 0.394, 0.327, 0.204, 0.314, 0.196, 0.34, 0.381, 0.38]"
54,"[0.384, 0.378, 0.237, 0.315, 0.39, 0.21, 0.428, 0.169, 0.318, 0.187]"
55,"[0.157, 0.183, 0.41, 0.303, 0.214, 0.325, 0.188, 0.351, 0.378, 0.419]"
56,"[0.394, 0.351, 0.255, 0.341, 0.391, 0.293, 0.453, 0.199, 0.322, 0.176]"
57,"[0.162, 0.17, 0.395, 0.386, 0.223, 0.327, 0.187, 0.366, 0.333, 0.425]"
58,"[0.409, 0.352, 0.271, 0.345, 0.37, 0.334, 0.465, 0.226, 0.327, 0.182]"
59,"[0.182, 0.181, 0.385, 0.414, 0.241, 0.332, 0.203, 0.372, 0.328, 0.438]"
60,"[0.444, 0.349, 0.284, 0.325, 0.359, 0.344, 0.468, 0.229, 0.324, 0.204]"
61,"[0.207, 0.22, 0.372, 0.408, 0.246, 0.347, 0.228, 0.406, 0.338, 0.472]"
62,"[0.444, 0.371, 0.294, 0.371, 0.386, 0.376, 0.467, 0.277, 0.337, 0.221]"
63,"[0.224, 0.239, 0.415, 0.408, 0.25, 0.415, 0.241, 0.407, 0.406, 0.463]"
64,"[0.417, 0.401, 0.313, 0.42, 0.447, 0.407, 0.458, 0.345, 0.337, 0.225]"
65,"[0.247, 0.242, 0.511, 0.358, 0.276, 0.465, 0.271, 0.417, 0.408, 0.426]"
66,"[0.418, 0.393, 0.324, 0.359, 0.452, 0.386, 0.464, 0.409, 0.333, 0.245]"
67,"[0.291, 0.248, 0.521, 0.291, 0.31, 0.476, 0.325, 0.44, 0.313, 0.413]"
68,"[0.444, 0.338, 0.36, 0.332, 0.4, 0.371, 0.517, 0.408, 0.321, 0.253]"
69,"[0.315, 0.236, 0.478, 0.272, 0.326, 0.479, 0.436, 0.463, 0.306, 0.412]"
70,"[0.462, 0.352, 0.395, 0.36, 0.47, 0.395, 0.49, 0.411, 0.323, 0.266]"
71,"[0.359, 0.255, 0.473, 0.293, 0.385, 0.48, 0.36, 0.462, 0.334, 0.427]"
72,"[0.452, 0.428, 0.319, 0.349, 0.447, 0.396, 0.499, 0.388, 0.314, 0.307]"
73,"[0.383, 0.267, 0.452, 0.286, 0.397, 0.448, 0.377, 0.455, 0.417, 0.451]"
74,"[0.453, 0.45, 0.313, 0.409, 0.468, 0.371, 0.386, 0.378, 0.292, 0.391]"
75,"[0.371, 0.295, 0.442, 0.276, 0.469, 0.451, 0.448, 0.458, 0.403, 0.456]"
76,"[0.434, 0.448, 0.386, 0.408, 0.444, 0.409, 0.317, 0.424, 0.294, 0.441]"
77,"[0.399, 0.348, 0.449, 0.281, 0.517, 0.444, 0.445, 0.46, 0.396, 0.431]"
78,"[0.425, 0.431, 0.507, 0.412, 0.418, 0.479, 0.321, 0.449, 0.305, 0.436]"
79,"[0.4, 0.389, 0.426, 0.33, 0.473, 0.411, 0.358, 0.354, 0.353, 0.441]"
80,"[0.413, 0.412, 0.399, 0.323, 0.388, 0.457, 0.362, 0.391, 0.31, 0.4]"
81,"[0.395, 0.398, 0.364, 0.419, 0.379, 0.508, 0.3, 0.333, 0.287, 0.456]"
82,"[0.385, 0.391, 0.389, 0.34, 0.365, 0.36, 0.383, 0.314, 0.336, 0.394]"
83,"[0.401, 0.418, 0.333, 0.439, 0.357, 0.383, 0.328, 0.34, 0.273, 0.449]"
84,"[0.331, 0.398, 0.393, 0.381, 0.354, 0.315, 0.349, 0.309, 0.31, 0.441]"
85,"[0.393, 0.434, 0.307, 0.446, 0.349, 0.371, 0.344, 0.324, 0.285, 0.436]"
86,"[0.317, 0.414, 0.41, 0.47, 0.39, 0.371, 0.328, 0.315, 0.335, 0.42]"
87,"[0.419, 0.444, 0.312, 0.449, 0.382, 0.376, 0.404, 0.33, 0.301, 0.448]"
88,"[0.341, 0.432, 0.416, 0.465, 0.402, 0.417, 0.35, 0.324, 0.339, 0.46]"
89,"[0.461, 0.46, 0.328, 0.476, 0.396, 0.382, 0.426, 0.342, 0.328, 0.456]"
90,"[0.341, 0.426, 0.428, 0.493, 0.42, 0.386, 0.358, 0.365, 0.347, 0.474]"
91,"[0.468, 0.468, 0.382, 0.466, 0.4, 0.395, 0.44, 0.351, 0.373, 0.458]"
92,"[0.346, 0.4, 0.445, 0.417, 0.432, 0.388, 0.365, 0.378, 0.346, 0.451]"
93,"[0.467, 0.469, 0.388, 0.479, 0.41, 0.402, 0.437, 0.355, 0.381, 0.455]"
94,"[0.354, 0.395, 0.474, 0.413, 0.426, 0.382, 0.376, 0.379, 0.35, 0.485]"
95,"[0.458, 0.472, 0.391, 0.487, 0.436, 0.425, 0.42, 0.366, 0.381, 0.465]"
96,"[0.377, 0.393, 0.481, 0.459, 0.422, 0.376, 0.402, 0.375, 0.368, 0.444]"
97,"[0.432, 0.471, 0.391, 0.502, 0.453, 0.454, 0.409, 0.375, 0.389, 0.472]"
98,"[0.377, 0.381, 0.487, 0.427, 0.436, 0.397, 0.39, 0.372, 0.384, 0.41]"
99,"[0.427, 0.47, 0.387, 0.503, 0.463, 0.464, 0.409, 0.385, 0.377, 0.47]"
