eigenvector_centrality,[3]
0,"[0.095, 0.112, 0.094, 0.081, 0.204, 0.108, 0.093, 0.094, 0.109, 0.098]"
1,"[0.106, 0.155, 0.136, 0.133, 0.103, 0.114, 0.093, 0.094, 0.111, 0.098]"
2,"[0.099, 0.112, 0.094, 0.081, 0.103, 0.108, 0.095, 0.16, 0.103, 0.191]"
3,"[0.106, 0.087, 0.182, 0.155, 0.178, 0.122, 0.093, 0.116, 0.192, 0.199]"
4,"[0.133, 0.169, 0.193, 0.178, 0.213, 0.155, 0.271, 0.148, 0.123, 0.199]"
5,"[0.294, 0.17, 0.11, 0.191, 0.125, 0.199, 0.173, 0.295, 0.376, 0.406]"
6,"[0.238, 0.328, 0.277, 0.28, 0.245, 0.306, 0.383, 0.339, 0.324, 0.255]"
7,"[0.289, 0.259, 0.272, 0.218, 0.221, 0.232, 0.271, 0.245, 0.353, 0.442]"
8,"[0.345, 0.279, 0.287, 0.281, 0.339, 0.26, 0.338, 0.475, 0.244, 0.284]"
9,"[0.275, 0.183, 0.4, 0.138, 0.404, 0.174, 0.279, 0.358, 0.302, 0.28]"
10,"[0.334, 0.278, 0.239, 0.256, 0.249, 0.267, 0.274, 0.435, 0.175, 0.197]"
11,"[0.287, 0.134, 0.373, 0.124, 0.382, 0.112, 0.207, 0.285, 0.308, 0.285]"
12,"[0.264, 0.294, 0.263, 0.266, 0.274, 0.28, 0.286, 0.394, 0.206, 0.185]"
13,"[0.295, 0.137, 0.337, 0.154, 0.313, 0.114, 0.192, 0.292, 0.315, 0.295]"
14,"[0.232, 0.3, 0.276, 0.269, 0.282, 0.298, 0.299, 0.337, 0.252, 0.242]"
15,"[0.295, 0.169, 0.31, 0.168, 0.287, 0.156, 0.226, 0.295, 0.313, 0.308]"
16,"[0.231, 0.288, 0.276, 0.269, 0.282, 0.29, 0.3, 0.293, 0.265, 0.289]"
17,"[0.29, 0.173, 0.28, 0.185, 0.254, 0.163, 0.209, 0.295, 0.292, 0.345]"
18,"[0.241, 0.279, 0.272, 0.302, 0.285, 0.283, 0.296, 0.262, 0.283, 0.309]"
19,"[0.285, 0.154, 0.274, 0.228, 0.256, 0.175, 0.206, 0.291, 0.28, 0.365]"
20,"[0.254, 0.279, 0.267, 0.322, 0.28, 0.279, 0.29, 0.251, 0.254, 0.287]"
21,"[0.286, 0.177, 0.265, 0.245, 0.27, 0.202, 0.225, 0.292, 0.3, 0.384]"
22,"[0.273, 0.282, 0.259, 0.337, 0.28, 0.283, 0.288, 0.224, 0.248, 0.206]"
23,"[0.294, 0.194, 0.24, 0.253, 0.259, 0.231, 0.258, 0.307, 0.332, 0.371]"
24,"[0.28, 0.294, 0.284, 0.366, 0.29, 0.289, 0.297, 0.218, 0.267, 0.176]"
