eigenvector_centrality,[0]
0,"[0.08, 0.099, 0.112, 0.164, 0.1, 0.113, 0.109, 0.098, 0.098, 0.103]"
1,"[0.102, 0.109, 0.096, 0.139, 0.083, 0.122, 0.089, 0.104, 0.135, 0.14]"
2,"[0.08, 0.099, 0.096, 0.122, 0.1, 0.105, 0.089, 0.134, 0.114, 0.103]"
3,"[0.102, 0.109, 0.131, 0.107, 0.083, 0.086, 0.185, 0.113, 0.212, 0.144]"
4,"[0.081, 0.184, 0.154, 0.142, 0.1, 0.11, 0.089, 0.104, 0.113, 0.105]"
5,"[0.199, 0.172, 0.116, 0.097, 0.177, 0.145, 0.256, 0.132, 0.233, 0.141]"
6,"[0.201, 0.223, 0.191, 0.271, 0.245, 0.197, 0.146, 0.253, 0.159, 0.37]"
7,"[0.215, 0.35, 0.238, 0.191, 0.276, 0.249, 0.327, 0.216, 0.253, 0.207]"
8,"[0.255, 0.167, 0.209, 0.285, 0.224, 0.226, 0.203, 0.265, 0.274, 0.448]"
9,"[0.302, 0.23, 0.288, 0.271, 0.247, 0.267, 0.295, 0.285, 0.307, 0.194]"
10,"[0.252, 0.243, 0.265, 0.317, 0.306, 0.307, 0.279, 0.238, 0.287, 0.336]"
11,"[0.306, 0.196, 0.281, 0.274, 0.214, 0.23, 0.286, 0.294, 0.338, 0.179]"
12,"[0.25, 0.269, 0.255, 0.3, 0.3, 0.301, 0.269, 0.237, 0.308, 0.321]"
13,"[0.313, 0.191, 0.283, 0.281, 0.21, 0.223, 0.285, 0.291, 0.389, 0.171]"
14,"[0.25, 0.271, 0.22, 0.293, 0.297, 0.309, 0.285, 0.244, 0.347, 0.294]"
15,"[0.346, 0.192, 0.287, 0.296, 0.215, 0.226, 0.287, 0.328, 0.386, 0.171]"
16,"[0.262, 0.277, 0.238, 0.362, 0.321, 0.331, 0.33, 0.257, 0.367, 0.297]"
17,"[0.431, 0.208, 0.297, 0.324, 0.224, 0.239, 0.3, 0.374, 0.394, 0.189]"
18,"[0.272, 0.296, 0.334, 0.373, 0.343, 0.341, 0.424, 0.268, 0.372, 0.294]"
19,"[0.446, 0.28, 0.302, 0.325, 0.243, 0.259, 0.304, 0.443, 0.37, 0.214]"
20,"[0.275, 0.31, 0.364, 0.377, 0.401, 0.401, 0.445, 0.277, 0.347, 0.284]"
21,"[0.424, 0.323, 0.304, 0.312, 0.263, 0.285, 0.307, 0.431, 0.351, 0.282]"
22,"[0.281, 0.318, 0.33, 0.346, 0.406, 0.412, 0.405, 0.316, 0.233, 0.277]"
23,"[0.398, 0.338, 0.253, 0.243, 0.336, 0.337, 0.303, 0.409, 0.33, 0.303]"
24,"[0.282, 0.322, 0.295, 0.293, 0.362, 0.375, 0.365, 0.362, 0.246, 0.287]"
25,"[0.387, 0.351, 0.198, 0.234, 0.321, 0.326, 0.288, 0.367, 0.299, 0.318]"
26,"[0.55, 0.35, 0.302, 0.328, 0.383, 0.383, 0.408, 0.263, 0.23, 0.307]"
27,"[0.526, 0.368, 0.212, 0.266, 0.286, 0.247, 0.258, 0.36, 0.295, 0.351]"
28,"[0.428, 0.343, 0.272, 0.302, 0.364, 0.361, 0.371, 0.232, 0.216, 0.291]"
29,"[0.484, 0.344, 0.204, 0.311, 0.355, 0.315, 0.31, 0.346, 0.266, 0.355]"
30,"[0.364, 0.321, 0.294, 0.297, 0.357, 0.358, 0.389, 0.34, 0.279, 0.275]"
31,"[0.443, 0.344, 0.278, 0.393, 0.323, 0.311, 0.345, 0.342, 0.269, 0.312]"
32,"[0.473, 0.274, 0.31, 0.308, 0.34, 0.335, 0.363, 0.331, 0.378, 0.31]"
33,"[0.447, 0.349, 0.328, 0.395, 0.305, 0.324, 0.32, 0.34, 0.279, 0.273]"
34,"[0.386, 0.224, 0.313, 0.346, 0.296, 0.308, 0.282, 0.295, 0.338, 0.342]"
35,"[0.532, 0.32, 0.289, 0.306, 0.286, 0.298, 0.29, 0.242, 0.32, 0.266]"
36,"[0.472, 0.218, 0.28, 0.329, 0.244, 0.248, 0.271, 0.282, 0.284, 0.345]"
37,"[0.451, 0.322, 0.265, 0.28, 0.299, 0.305, 0.308, 0.234, 0.32, 0.273]"
38,"[0.387, 0.232, 0.227, 0.269, 0.251, 0.254, 0.281, 0.302, 0.295, 0.318]"
39,"[0.568, 0.286, 0.28, 0.294, 0.327, 0.342, 0.32, 0.242, 0.25, 0.284]"
40,"[0.463, 0.246, 0.226, 0.275, 0.259, 0.255, 0.289, 0.318, 0.309, 0.314]"
41,"[0.487, 0.296, 0.299, 0.303, 0.339, 0.342, 0.332, 0.245, 0.254, 0.288]"
42,"[0.416, 0.244, 0.23, 0.275, 0.264, 0.249, 0.288, 0.316, 0.319, 0.338]"
43,"[0.492, 0.303, 0.287, 0.303, 0.33, 0.333, 0.344, 0.25, 0.257, 0.292]"
44,"[0.397, 0.242, 0.224, 0.269, 0.263, 0.25, 0.288, 0.309, 0.317, 0.339]"
45,"[0.516, 0.296, 0.273, 0.301, 0.322, 0.316, 0.325, 0.251, 0.259, 0.289]"
46,"[0.389, 0.226, 0.223, 0.258, 0.258, 0.246, 0.278, 0.295, 0.31, 0.317]"
47,"[0.503, 0.285, 0.266, 0.281, 0.311, 0.3, 0.304, 0.23, 0.247, 0.276]"
48,"[0.368, 0.207, 0.212, 0.246, 0.238, 0.229, 0.267, 0.288, 0.283, 0.295]"
49,"[0.491, 0.278, 0.261, 0.277, 0.308, 0.294, 0.304, 0.221, 0.233, 0.264]"
50,"[0.344, 0.195, 0.209, 0.24, 0.228, 0.218, 0.259, 0.281, 0.286, 0.287]"
51,"[0.469, 0.272, 0.258, 0.268, 0.299, 0.291, 0.296, 0.205, 0.218, 0.255]"
