eigenvector_centrality,[0]
0,"[0.105, 0.115, 0.107, 0.106, 0.21, 0.102, 0.114, 0.094, 0.109, 0.136]"
1,"[0.088, 0.093, 0.083, 0.081, 0.197, 0.108, 0.095, 0.092, 0.1, 0.103]"
2,"[0.106, 0.085, 0.083, 0.09, 0.094, 0.102, 0.114, 0.094, 0.109, 0.13]"
3,"[0.12, 0.112, 0.094, 0.081, 0.198, 0.108, 0.095, 0.17, 0.108, 0.103]"
4,"[0.13, 0.16, 0.083, 0.2, 0.136, 0.102, 0.204, 0.099, 0.109, 0.11]"
5,"[0.191, 0.113, 0.173, 0.212, 0.235, 0.108, 0.253, 0.204, 0.107, 0.215]"
6,"[0.248, 0.184, 0.183, 0.194, 0.18, 0.117, 0.205, 0.219, 0.275, 0.293]"
7,"[0.191, 0.138, 0.183, 0.183, 0.157, 0.209, 0.186, 0.204, 0.206, 0.28]"
8,"[0.167, 0.19, 0.186, 0.194, 0.184, 0.214, 0.206, 0.12, 0.096, 0.275]"
9,"[0.197, 0.111, 0.109, 0.109, 0.101, 0.092, 0.102, 0.207, 0.206, 0.245]"
10,"[0.106, 0.193, 0.201, 0.208, 0.203, 0.224, 0.211, 0.102, 0.093, 0.343]"
11,"[0.25, 0.108, 0.109, 0.104, 0.094, 0.092, 0.107, 0.239, 0.214, 0.23]"
12,"[0.104, 0.21, 0.227, 0.247, 0.232, 0.234, 0.247, 0.101, 0.093, 0.388]"
13,"[0.237, 0.108, 0.108, 0.101, 0.094, 0.092, 0.106, 0.208, 0.185, 0.271]"
14,"[0.103, 0.18, 0.21, 0.212, 0.211, 0.203, 0.229, 0.102, 0.093, 0.331]"
15,"[0.215, 0.107, 0.111, 0.103, 0.094, 0.092, 0.105, 0.182, 0.178, 0.314]"
16,"[0.103, 0.175, 0.191, 0.2, 0.203, 0.193, 0.222, 0.102, 0.093, 0.31]"
17,"[0.209, 0.107, 0.111, 0.103, 0.095, 0.092, 0.106, 0.177, 0.178, 0.327]"
18,"[0.103, 0.176, 0.178, 0.203, 0.201, 0.192, 0.22, 0.102, 0.093, 0.299]"
19,"[0.213, 0.107, 0.11, 0.109, 0.095, 0.092, 0.121, 0.176, 0.185, 0.37]"
20,"[0.132, 0.186, 0.171, 0.2, 0.2, 0.193, 0.219, 0.157, 0.093, 0.302]"
21,"[0.215, 0.119, 0.218, 0.198, 0.124, 0.105, 0.199, 0.178, 0.189, 0.382]"
22,"[0.191, 0.188, 0.17, 0.197, 0.204, 0.194, 0.222, 0.227, 0.15, 0.303]"
23,"[0.215, 0.173, 0.307, 0.288, 0.197, 0.169, 0.299, 0.178, 0.19, 0.382]"
24,"[0.276, 0.188, 0.172, 0.194, 0.202, 0.195, 0.221, 0.298, 0.198, 0.301]"
25,"[0.398, 0.272, 0.339, 0.324, 0.299, 0.261, 0.36, 0.175, 0.185, 0.368]"
26,"[0.372, 0.215, 0.211, 0.237, 0.292, 0.226, 0.248, 0.258, 0.262, 0.358]"
27,"[0.41, 0.278, 0.299, 0.273, 0.31, 0.251, 0.334, 0.192, 0.197, 0.348]"
28,"[0.37, 0.246, 0.215, 0.253, 0.311, 0.249, 0.262, 0.209, 0.196, 0.32]"
29,"[0.411, 0.231, 0.31, 0.325, 0.366, 0.224, 0.336, 0.204, 0.199, 0.348]"
30,"[0.279, 0.259, 0.232, 0.248, 0.321, 0.275, 0.28, 0.303, 0.236, 0.336]"
31,"[0.463, 0.341, 0.291, 0.33, 0.3, 0.317, 0.338, 0.224, 0.204, 0.286]"
32,"[0.34, 0.25, 0.215, 0.221, 0.296, 0.27, 0.256, 0.293, 0.27, 0.272]"
33,"[0.443, 0.277, 0.264, 0.291, 0.3, 0.295, 0.311, 0.205, 0.177, 0.27]"
34,"[0.336, 0.215, 0.178, 0.178, 0.248, 0.229, 0.211, 0.294, 0.281, 0.259]"
35,"[0.456, 0.283, 0.231, 0.26, 0.272, 0.294, 0.288, 0.178, 0.164, 0.243]"
36,"[0.338, 0.195, 0.161, 0.163, 0.215, 0.203, 0.199, 0.247, 0.258, 0.2]"
37,"[0.446, 0.265, 0.202, 0.215, 0.261, 0.276, 0.244, 0.159, 0.168, 0.182]"
38,"[0.34, 0.194, 0.152, 0.154, 0.18, 0.195, 0.19, 0.217, 0.232, 0.184]"
39,"[0.459, 0.22, 0.152, 0.16, 0.224, 0.232, 0.197, 0.165, 0.182, 0.181]"
40,"[0.315, 0.195, 0.15, 0.145, 0.179, 0.194, 0.191, 0.151, 0.156, 0.175]"
41,"[0.515, 0.168, 0.135, 0.125, 0.167, 0.172, 0.165, 0.153, 0.179, 0.157]"
42,"[0.366, 0.188, 0.14, 0.137, 0.177, 0.186, 0.174, 0.126, 0.121, 0.15]"
43,"[0.472, 0.137, 0.103, 0.092, 0.143, 0.132, 0.119, 0.127, 0.145, 0.122]"
44,"[0.333, 0.156, 0.115, 0.104, 0.165, 0.161, 0.148, 0.099, 0.109, 0.111]"
45,"[0.463, 0.113, 0.094, 0.081, 0.122, 0.113, 0.097, 0.108, 0.122, 0.103]"
46,"[0.323, 0.135, 0.101, 0.088, 0.148, 0.139, 0.113, 0.094, 0.109, 0.102]"
47,"[0.469, 0.112, 0.094, 0.081, 0.105, 0.108, 0.095, 0.096, 0.111, 0.098]"
48,"[0.311, 0.118, 0.094, 0.083, 0.133, 0.121, 0.099, 0.094, 0.109, 0.098]"
49,"[0.455, 0.112, 0.094, 0.081, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
50,"[0.333, 0.114, 0.094, 0.081, 0.123, 0.118, 0.097, 0.094, 0.109, 0.098]"
51,"[0.443, 0.112, 0.094, 0.081, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
52,"[0.367, 0.112, 0.094, 0.081, 0.117, 0.111, 0.095, 0.094, 0.109, 0.098]"
53,"[0.434, 0.112, 0.094, 0.081, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
54,"[0.398, 0.112, 0.094, 0.081, 0.104, 0.108, 0.095, 0.094, 0.109, 0.098]"
55,"[0.426, 0.112, 0.094, 0.081, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
56,"[0.391, 0.112, 0.094, 0.081, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
57,"[0.451, 0.112, 0.094, 0.081, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
58,"[0.378, 0.112, 0.094, 0.081, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
59,"[0.511, 0.112, 0.094, 0.081, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
60,"[0.42, 0.112, 0.094, 0.081, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
61,"[0.446, 0.112, 0.094, 0.081, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
62,"[0.408, 0.112, 0.094, 0.081, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
63,"[0.431, 0.112, 0.094, 0.081, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
64,"[0.406, 0.112, 0.094, 0.081, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
65,"[0.419, 0.112, 0.094, 0.081, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
66,"[0.409, 0.112, 0.094, 0.081, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
67,"[0.428, 0.112, 0.094, 0.081, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
68,"[0.392, 0.112, 0.094, 0.081, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
69,"[0.45, 0.112, 0.094, 0.081, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
70,"[0.386, 0.112, 0.094, 0.081, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
71,"[0.393, 0.112, 0.094, 0.081, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
72,"[0.396, 0.112, 0.094, 0.081, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
73,"[0.37, 0.112, 0.094, 0.081, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
74,"[0.387, 0.112, 0.094, 0.081, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
75,"[0.369, 0.112, 0.094, 0.081, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
76,"[0.344, 0.112, 0.094, 0.081, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
77,"[0.37, 0.112, 0.094, 0.081, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
78,"[0.351, 0.112, 0.094, 0.081, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
79,"[0.379, 0.112, 0.094, 0.081, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
80,"[0.35, 0.112, 0.094, 0.081, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
81,"[0.399, 0.112, 0.094, 0.081, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
82,"[0.318, 0.112, 0.094, 0.081, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
83,"[0.427, 0.112, 0.094, 0.081, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
84,"[0.368, 0.112, 0.094, 0.081, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
85,"[0.473, 0.112, 0.094, 0.081, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
86,"[0.374, 0.112, 0.094, 0.081, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
87,"[0.472, 0.112, 0.094, 0.081, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
88,"[0.371, 0.112, 0.094, 0.081, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
89,"[0.472, 0.112, 0.094, 0.081, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
90,"[0.391, 0.112, 0.094, 0.081, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
91,"[0.382, 0.112, 0.094, 0.081, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
92,"[0.376, 0.112, 0.094, 0.081, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
93,"[0.362, 0.112, 0.094, 0.081, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
94,"[0.369, 0.112, 0.094, 0.081, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
95,"[0.3, 0.112, 0.094, 0.081, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
96,"[0.35, 0.112, 0.094, 0.081, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
97,"[0.299, 0.112, 0.094, 0.081, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
98,"[0.482, 0.112, 0.094, 0.081, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
99,"[0.413, 0.112, 0.094, 0.081, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
