eigenvector_centrality,[0]
0,"[0.105, 0.104, 0.104, 0.149, 0.179, 0.184, 0.102, 0.092, 0.106, 0.16]"
1,"[0.105, 0.177, 0.083, 0.09, 0.091, 0.115, 0.114, 0.097, 0.106, 0.102]"
2,"[0.132, 0.104, 0.124, 0.09, 0.091, 0.122, 0.145, 0.092, 0.106, 0.184]"
3,"[0.166, 0.171, 0.179, 0.09, 0.114, 0.162, 0.195, 0.168, 0.194, 0.201]"
4,"[0.192, 0.211, 0.184, 0.19, 0.183, 0.222, 0.214, 0.193, 0.198, 0.202]"
5,"[0.203, 0.223, 0.206, 0.198, 0.199, 0.241, 0.301, 0.193, 0.197, 0.231]"
6,"[0.26, 0.247, 0.191, 0.212, 0.182, 0.269, 0.296, 0.284, 0.3, 0.27]"
7,"[0.31, 0.407, 0.425, 0.388, 0.418, 0.4, 0.427, 0.295, 0.227, 0.472]"
8,"[0.45, 0.233, 0.264, 0.212, 0.234, 0.332, 0.307, 0.473, 0.485, 0.35]"
9,"[0.27, 0.407, 0.417, 0.395, 0.393, 0.431, 0.403, 0.264, 0.208, 0.395]"
10,"[0.389, 0.193, 0.245, 0.193, 0.17, 0.222, 0.256, 0.401, 0.357, 0.301]"
11,"[0.262, 0.364, 0.348, 0.356, 0.361, 0.367, 0.35, 0.273, 0.209, 0.383]"
12,"[0.369, 0.192, 0.235, 0.179, 0.154, 0.21, 0.217, 0.382, 0.368, 0.285]"
13,"[0.279, 0.365, 0.331, 0.351, 0.352, 0.318, 0.308, 0.293, 0.206, 0.405]"
14,"[0.362, 0.204, 0.253, 0.19, 0.177, 0.223, 0.22, 0.359, 0.387, 0.3]"
15,"[0.32, 0.364, 0.304, 0.343, 0.347, 0.302, 0.297, 0.308, 0.22, 0.383]"
16,"[0.345, 0.272, 0.259, 0.25, 0.217, 0.246, 0.243, 0.355, 0.406, 0.336]"
17,"[0.294, 0.358, 0.292, 0.318, 0.33, 0.31, 0.302, 0.292, 0.256, 0.379]"
18,"[0.33, 0.234, 0.233, 0.232, 0.25, 0.242, 0.237, 0.361, 0.387, 0.368]"
19,"[0.287, 0.364, 0.294, 0.306, 0.319, 0.321, 0.313, 0.293, 0.266, 0.383]"
20,"[0.336, 0.235, 0.215, 0.199, 0.223, 0.254, 0.244, 0.372, 0.4, 0.397]"
21,"[0.299, 0.367, 0.307, 0.293, 0.31, 0.338, 0.332, 0.309, 0.289, 0.408]"
22,"[0.348, 0.243, 0.221, 0.203, 0.216, 0.285, 0.272, 0.386, 0.414, 0.426]"
23,"[0.316, 0.366, 0.324, 0.295, 0.312, 0.362, 0.357, 0.331, 0.363, 0.472]"
24,"[0.358, 0.251, 0.26, 0.214, 0.233, 0.304, 0.293, 0.396, 0.436, 0.433]"
25,"[0.464, 0.382, 0.335, 0.303, 0.323, 0.38, 0.379, 0.355, 0.346, 0.415]"
26,"[0.404, 0.401, 0.496, 0.483, 0.471, 0.425, 0.434, 0.358, 0.388, 0.417]"
27,"[0.392, 0.419, 0.326, 0.366, 0.367, 0.395, 0.386, 0.478, 0.363, 0.391]"
28,"[0.43, 0.501, 0.436, 0.457, 0.461, 0.391, 0.398, 0.369, 0.46, 0.417]"
29,"[0.38, 0.414, 0.346, 0.441, 0.44, 0.421, 0.395, 0.423, 0.369, 0.401]"
30,"[0.451, 0.366, 0.405, 0.431, 0.43, 0.38, 0.38, 0.353, 0.471, 0.375]"
31,"[0.368, 0.388, 0.324, 0.427, 0.42, 0.399, 0.387, 0.349, 0.259, 0.369]"
32,"[0.486, 0.313, 0.291, 0.295, 0.31, 0.355, 0.378, 0.353, 0.423, 0.273]"
33,"[0.371, 0.316, 0.302, 0.419, 0.417, 0.322, 0.315, 0.235, 0.181, 0.292]"
34,"[0.505, 0.288, 0.182, 0.245, 0.247, 0.251, 0.242, 0.249, 0.362, 0.128]"
35,"[0.371, 0.262, 0.217, 0.342, 0.299, 0.189, 0.186, 0.156, 0.164, 0.239]"
36,"[0.508, 0.258, 0.14, 0.205, 0.204, 0.18, 0.173, 0.162, 0.241, 0.102]"
37,"[0.375, 0.203, 0.145, 0.307, 0.31, 0.106, 0.12, 0.133, 0.164, 0.178]"
38,"[0.507, 0.248, 0.124, 0.188, 0.192, 0.132, 0.14, 0.11, 0.191, 0.102]"
39,"[0.384, 0.157, 0.113, 0.264, 0.283, 0.092, 0.102, 0.125, 0.167, 0.17]"
40,"[0.491, 0.196, 0.121, 0.175, 0.184, 0.138, 0.143, 0.112, 0.177, 0.104]"
41,"[0.396, 0.153, 0.121, 0.237, 0.26, 0.092, 0.102, 0.124, 0.17, 0.165]"
42,"[0.444, 0.163, 0.115, 0.163, 0.176, 0.139, 0.148, 0.132, 0.177, 0.11]"
43,"[0.389, 0.157, 0.141, 0.249, 0.258, 0.096, 0.102, 0.117, 0.17, 0.158]"
44,"[0.442, 0.151, 0.114, 0.151, 0.167, 0.131, 0.138, 0.152, 0.196, 0.141]"
45,"[0.399, 0.219, 0.163, 0.247, 0.24, 0.133, 0.128, 0.125, 0.167, 0.144]"
46,"[0.437, 0.141, 0.115, 0.147, 0.15, 0.125, 0.133, 0.158, 0.236, 0.162]"
47,"[0.404, 0.23, 0.179, 0.237, 0.233, 0.16, 0.174, 0.124, 0.166, 0.148]"
48,"[0.44, 0.147, 0.116, 0.144, 0.148, 0.132, 0.139, 0.164, 0.241, 0.178]"
49,"[0.409, 0.212, 0.19, 0.217, 0.211, 0.167, 0.197, 0.123, 0.16, 0.158]"
50,"[0.455, 0.125, 0.11, 0.134, 0.14, 0.12, 0.133, 0.171, 0.216, 0.183]"
51,"[0.406, 0.199, 0.198, 0.217, 0.222, 0.175, 0.209, 0.117, 0.143, 0.151]"
52,"[0.483, 0.125, 0.104, 0.129, 0.136, 0.112, 0.127, 0.173, 0.198, 0.183]"
53,"[0.378, 0.204, 0.203, 0.218, 0.221, 0.19, 0.218, 0.107, 0.132, 0.137]"
54,"[0.533, 0.138, 0.106, 0.129, 0.139, 0.114, 0.126, 0.176, 0.191, 0.183]"
55,"[0.38, 0.177, 0.199, 0.214, 0.22, 0.183, 0.211, 0.102, 0.122, 0.125]"
56,"[0.522, 0.121, 0.1, 0.124, 0.128, 0.106, 0.119, 0.173, 0.171, 0.175]"
57,"[0.375, 0.184, 0.202, 0.209, 0.221, 0.187, 0.217, 0.098, 0.111, 0.118]"
58,"[0.52, 0.113, 0.095, 0.119, 0.125, 0.104, 0.114, 0.174, 0.171, 0.174]"
59,"[0.371, 0.187, 0.199, 0.207, 0.215, 0.187, 0.217, 0.098, 0.113, 0.115]"
60,"[0.483, 0.112, 0.094, 0.119, 0.124, 0.103, 0.112, 0.178, 0.169, 0.175]"
61,"[0.371, 0.191, 0.203, 0.203, 0.204, 0.183, 0.213, 0.101, 0.117, 0.126]"
62,"[0.468, 0.122, 0.097, 0.121, 0.126, 0.108, 0.117, 0.177, 0.175, 0.175]"
63,"[0.354, 0.194, 0.2, 0.202, 0.199, 0.183, 0.215, 0.109, 0.129, 0.143]"
64,"[0.393, 0.129, 0.106, 0.125, 0.133, 0.111, 0.123, 0.178, 0.176, 0.177]"
65,"[0.349, 0.208, 0.199, 0.199, 0.195, 0.186, 0.218, 0.122, 0.136, 0.149]"
66,"[0.3, 0.146, 0.12, 0.137, 0.148, 0.13, 0.135, 0.181, 0.178, 0.176]"
67,"[0.344, 0.219, 0.198, 0.206, 0.207, 0.189, 0.227, 0.132, 0.149, 0.16]"
68,"[0.289, 0.167, 0.136, 0.15, 0.17, 0.141, 0.153, 0.182, 0.177, 0.18]"
69,"[0.352, 0.235, 0.209, 0.221, 0.215, 0.198, 0.225, 0.143, 0.161, 0.165]"
70,"[0.201, 0.181, 0.155, 0.164, 0.177, 0.149, 0.168, 0.188, 0.183, 0.182]"
71,"[0.411, 0.239, 0.221, 0.217, 0.225, 0.199, 0.231, 0.148, 0.162, 0.167]"
72,"[0.195, 0.181, 0.166, 0.171, 0.184, 0.16, 0.178, 0.189, 0.181, 0.184]"
73,"[0.405, 0.241, 0.219, 0.23, 0.227, 0.202, 0.225, 0.15, 0.162, 0.165]"
74,"[0.191, 0.178, 0.162, 0.17, 0.184, 0.159, 0.178, 0.197, 0.188, 0.19]"
75,"[0.275, 0.241, 0.236, 0.229, 0.234, 0.21, 0.23, 0.15, 0.161, 0.165]"
76,"[0.19, 0.185, 0.162, 0.171, 0.184, 0.156, 0.176, 0.205, 0.198, 0.196]"
