eigenvector_centrality,[2]
0,"[0.08, 0.099, 0.112, 0.164, 0.1, 0.113, 0.109, 0.098, 0.098, 0.103]"
1,"[0.102, 0.109, 0.096, 0.139, 0.083, 0.122, 0.089, 0.104, 0.135, 0.14]"
2,"[0.08, 0.099, 0.096, 0.122, 0.1, 0.105, 0.089, 0.134, 0.114, 0.103]"
3,"[0.102, 0.109, 0.131, 0.107, 0.083, 0.086, 0.185, 0.113, 0.212, 0.144]"
4,"[0.081, 0.184, 0.154, 0.142, 0.1, 0.11, 0.089, 0.104, 0.113, 0.105]"
5,"[0.2, 0.172, 0.116, 0.097, 0.177, 0.145, 0.257, 0.132, 0.233, 0.141]"
6,"[0.201, 0.223, 0.192, 0.271, 0.245, 0.197, 0.146, 0.253, 0.159, 0.37]"
7,"[0.215, 0.35, 0.238, 0.191, 0.276, 0.249, 0.327, 0.216, 0.253, 0.207]"
8,"[0.255, 0.167, 0.209, 0.285, 0.224, 0.226, 0.203, 0.265, 0.274, 0.448]"
9,"[0.302, 0.23, 0.288, 0.271, 0.247, 0.267, 0.295, 0.285, 0.307, 0.194]"
10,"[0.252, 0.243, 0.265, 0.317, 0.306, 0.307, 0.279, 0.238, 0.287, 0.336]"
11,"[0.306, 0.196, 0.281, 0.274, 0.214, 0.23, 0.286, 0.294, 0.338, 0.179]"
12,"[0.25, 0.269, 0.255, 0.3, 0.3, 0.301, 0.269, 0.237, 0.308, 0.321]"
13,"[0.313, 0.191, 0.283, 0.281, 0.21, 0.223, 0.285, 0.291, 0.389, 0.171]"
14,"[0.25, 0.271, 0.22, 0.292, 0.298, 0.309, 0.286, 0.244, 0.347, 0.294]"
15,"[0.346, 0.192, 0.287, 0.296, 0.215, 0.226, 0.287, 0.328, 0.386, 0.171]"
16,"[0.262, 0.277, 0.238, 0.362, 0.321, 0.331, 0.33, 0.257, 0.367, 0.297]"
17,"[0.431, 0.208, 0.297, 0.324, 0.224, 0.239, 0.3, 0.373, 0.394, 0.189]"
18,"[0.272, 0.296, 0.334, 0.373, 0.343, 0.341, 0.425, 0.268, 0.37, 0.293]"
19,"[0.446, 0.281, 0.302, 0.325, 0.244, 0.259, 0.306, 0.444, 0.37, 0.214]"
20,"[0.275, 0.31, 0.365, 0.377, 0.401, 0.402, 0.445, 0.277, 0.346, 0.284]"
21,"[0.423, 0.324, 0.304, 0.313, 0.263, 0.285, 0.307, 0.431, 0.351, 0.282]"
22,"[0.281, 0.318, 0.329, 0.346, 0.406, 0.414, 0.406, 0.315, 0.234, 0.276]"
23,"[0.398, 0.338, 0.252, 0.243, 0.334, 0.336, 0.301, 0.409, 0.329, 0.303]"
24,"[0.282, 0.321, 0.295, 0.293, 0.362, 0.375, 0.365, 0.361, 0.247, 0.287]"
25,"[0.367, 0.351, 0.45, 0.234, 0.321, 0.327, 0.29, 0.367, 0.299, 0.317]"
26,"[0.282, 0.304, 0.478, 0.263, 0.345, 0.341, 0.315, 0.374, 0.208, 0.312]"
27,"[0.338, 0.343, 0.435, 0.274, 0.294, 0.252, 0.308, 0.295, 0.287, 0.33]"
28,"[0.307, 0.305, 0.419, 0.256, 0.33, 0.332, 0.307, 0.327, 0.246, 0.353]"
29,"[0.364, 0.326, 0.398, 0.257, 0.248, 0.224, 0.283, 0.376, 0.37, 0.337]"
30,"[0.278, 0.358, 0.417, 0.303, 0.418, 0.402, 0.353, 0.36, 0.313, 0.43]"
31,"[0.425, 0.348, 0.396, 0.278, 0.299, 0.285, 0.295, 0.439, 0.441, 0.298]"
32,"[0.262, 0.354, 0.411, 0.386, 0.43, 0.429, 0.402, 0.343, 0.296, 0.453]"
33,"[0.486, 0.339, 0.411, 0.258, 0.226, 0.226, 0.274, 0.373, 0.428, 0.234]"
34,"[0.218, 0.304, 0.408, 0.416, 0.405, 0.428, 0.419, 0.289, 0.207, 0.347]"
35,"[0.479, 0.272, 0.447, 0.184, 0.201, 0.195, 0.211, 0.376, 0.381, 0.211]"
36,"[0.191, 0.302, 0.411, 0.433, 0.41, 0.433, 0.435, 0.173, 0.176, 0.328]"
37,"[0.448, 0.202, 0.448, 0.112, 0.188, 0.18, 0.183, 0.283, 0.387, 0.17]"
38,"[0.184, 0.221, 0.453, 0.458, 0.387, 0.407, 0.419, 0.118, 0.133, 0.357]"
39,"[0.437, 0.159, 0.437, 0.099, 0.154, 0.154, 0.131, 0.202, 0.413, 0.145]"
40,"[0.16, 0.186, 0.518, 0.473, 0.277, 0.31, 0.301, 0.101, 0.12, 0.3]"
41,"[0.314, 0.14, 0.414, 0.103, 0.118, 0.115, 0.105, 0.179, 0.403, 0.124]"
42,"[0.133, 0.163, 0.563, 0.463, 0.218, 0.222, 0.215, 0.098, 0.114, 0.208]"
43,"[0.265, 0.103, 0.365, 0.13, 0.116, 0.11, 0.1, 0.169, 0.308, 0.117]"
44,"[0.129, 0.147, 0.566, 0.384, 0.18, 0.19, 0.193, 0.097, 0.114, 0.17]"
45,"[0.226, 0.098, 0.341, 0.155, 0.116, 0.111, 0.101, 0.166, 0.293, 0.115]"
46,"[0.143, 0.143, 0.562, 0.326, 0.173, 0.177, 0.186, 0.099, 0.114, 0.17]"
47,"[0.194, 0.097, 0.333, 0.151, 0.116, 0.113, 0.116, 0.161, 0.334, 0.112]"
48,"[0.156, 0.14, 0.538, 0.328, 0.17, 0.176, 0.189, 0.103, 0.114, 0.173]"
49,"[0.18, 0.097, 0.346, 0.134, 0.122, 0.118, 0.175, 0.16, 0.324, 0.11]"
50,"[0.158, 0.134, 0.53, 0.326, 0.175, 0.176, 0.182, 0.117, 0.114, 0.174]"
51,"[0.168, 0.099, 0.359, 0.109, 0.159, 0.158, 0.185, 0.163, 0.277, 0.104]"
