eigenvector_centrality,[0]
0,"[0.095, 0.086, 0.109, 0.093, 0.11, 0.103, 0.103, 0.085, 0.103, 0.12]"
1,"[0.094, 0.088, 0.108, 0.097, 0.11, 0.103, 0.093, 0.085, 0.103, 0.12]"
2,"[0.095, 0.086, 0.108, 0.097, 0.11, 0.103, 0.093, 0.085, 0.103, 0.12]"
3,"[0.138, 0.086, 0.108, 0.097, 0.11, 0.103, 0.093, 0.085, 0.103, 0.12]"
4,"[0.095, 0.274, 0.108, 0.178, 0.254, 0.268, 0.179, 0.085, 0.199, 0.164]"
5,"[0.218, 0.193, 0.144, 0.228, 0.238, 0.225, 0.203, 0.278, 0.318, 0.306]"
6,"[0.287, 0.223, 0.252, 0.205, 0.183, 0.314, 0.262, 0.269, 0.267, 0.296]"
7,"[0.325, 0.333, 0.296, 0.253, 0.192, 0.214, 0.339, 0.307, 0.373, 0.233]"
8,"[0.304, 0.138, 0.12, 0.106, 0.106, 0.264, 0.262, 0.337, 0.305, 0.323]"
9,"[0.18, 0.241, 0.236, 0.198, 0.19, 0.184, 0.167, 0.202, 0.252, 0.175]"
10,"[0.231, 0.104, 0.083, 0.091, 0.105, 0.194, 0.254, 0.311, 0.298, 0.357]"
11,"[0.213, 0.27, 0.283, 0.27, 0.253, 0.231, 0.255, 0.219, 0.33, 0.183]"
12,"[0.321, 0.105, 0.086, 0.093, 0.16, 0.217, 0.36, 0.332, 0.334, 0.431]"
13,"[0.209, 0.329, 0.404, 0.349, 0.345, 0.306, 0.429, 0.228, 0.327, 0.224]"
14,"[0.446, 0.142, 0.105, 0.126, 0.248, 0.27, 0.345, 0.44, 0.441, 0.399]"
15,"[0.219, 0.428, 0.434, 0.424, 0.423, 0.4, 0.468, 0.262, 0.293, 0.265]"
16,"[0.413, 0.16, 0.123, 0.15, 0.262, 0.297, 0.354, 0.433, 0.405, 0.387]"
17,"[0.275, 0.401, 0.411, 0.396, 0.383, 0.375, 0.412, 0.326, 0.252, 0.285]"
18,"[0.361, 0.175, 0.137, 0.159, 0.273, 0.311, 0.367, 0.4, 0.373, 0.411]"
19,"[0.34, 0.38, 0.399, 0.383, 0.364, 0.342, 0.39, 0.347, 0.241, 0.301]"
20,"[0.35, 0.199, 0.167, 0.185, 0.275, 0.317, 0.372, 0.382, 0.384, 0.419]"
21,"[0.369, 0.357, 0.391, 0.345, 0.34, 0.321, 0.378, 0.37, 0.258, 0.304]"
22,"[0.331, 0.268, 0.203, 0.247, 0.265, 0.306, 0.401, 0.359, 0.399, 0.439]"
23,"[0.389, 0.32, 0.377, 0.312, 0.32, 0.308, 0.378, 0.384, 0.276, 0.329]"
24,"[0.304, 0.336, 0.236, 0.321, 0.267, 0.292, 0.389, 0.333, 0.389, 0.409]"
25,"[0.408, 0.295, 0.365, 0.281, 0.308, 0.292, 0.364, 0.388, 0.291, 0.363]"
26,"[0.386, 0.489, 0.395, 0.454, 0.376, 0.377, 0.516, 0.297, 0.337, 0.381]"
27,"[0.412, 0.285, 0.401, 0.269, 0.354, 0.34, 0.476, 0.479, 0.411, 0.33]"
28,"[0.267, 0.474, 0.439, 0.453, 0.426, 0.432, 0.431, 0.379, 0.423, 0.39]"
29,"[0.448, 0.4, 0.452, 0.398, 0.436, 0.42, 0.383, 0.45, 0.423, 0.39]"
30,"[0.252, 0.374, 0.379, 0.381, 0.377, 0.406, 0.373, 0.401, 0.396, 0.368]"
31,"[0.454, 0.383, 0.319, 0.399, 0.405, 0.408, 0.381, 0.317, 0.333, 0.267]"
32,"[0.26, 0.288, 0.291, 0.29, 0.313, 0.348, 0.357, 0.387, 0.323, 0.201]"
33,"[0.458, 0.385, 0.329, 0.409, 0.389, 0.408, 0.372, 0.293, 0.282, 0.193]"
34,"[0.276, 0.282, 0.275, 0.287, 0.288, 0.321, 0.322, 0.409, 0.345, 0.213]"
35,"[0.456, 0.41, 0.46, 0.428, 0.406, 0.411, 0.34, 0.295, 0.28, 0.249]"
36,"[0.29, 0.284, 0.276, 0.295, 0.291, 0.32, 0.287, 0.423, 0.41, 0.241]"
37,"[0.46, 0.501, 0.486, 0.499, 0.438, 0.465, 0.315, 0.294, 0.281, 0.27]"
38,"[0.289, 0.285, 0.271, 0.297, 0.274, 0.31, 0.282, 0.462, 0.413, 0.328]"
39,"[0.483, 0.436, 0.445, 0.427, 0.401, 0.413, 0.321, 0.292, 0.28, 0.282]"
40,"[0.314, 0.283, 0.279, 0.3, 0.275, 0.316, 0.257, 0.35, 0.318, 0.287]"
41,"[0.478, 0.367, 0.389, 0.373, 0.383, 0.392, 0.311, 0.301, 0.289, 0.287]"
42,"[0.232, 0.282, 0.29, 0.304, 0.285, 0.32, 0.274, 0.322, 0.285, 0.27]"
43,"[0.474, 0.346, 0.365, 0.338, 0.386, 0.381, 0.312, 0.303, 0.294, 0.294]"
44,"[0.23, 0.286, 0.287, 0.311, 0.287, 0.32, 0.249, 0.302, 0.268, 0.275]"
45,"[0.417, 0.323, 0.346, 0.321, 0.363, 0.354, 0.359, 0.304, 0.299, 0.296]"
46,"[0.325, 0.287, 0.282, 0.312, 0.29, 0.327, 0.272, 0.28, 0.255, 0.262]"
47,"[0.301, 0.324, 0.342, 0.307, 0.355, 0.35, 0.33, 0.306, 0.3, 0.301]"
48,"[0.457, 0.285, 0.282, 0.308, 0.286, 0.326, 0.329, 0.322, 0.283, 0.282]"
49,"[0.331, 0.323, 0.332, 0.305, 0.354, 0.343, 0.297, 0.306, 0.302, 0.297]"
50,"[0.487, 0.288, 0.281, 0.312, 0.29, 0.325, 0.335, 0.321, 0.303, 0.319]"
51,"[0.35, 0.294, 0.331, 0.293, 0.339, 0.328, 0.301, 0.31, 0.306, 0.304]"
52,"[0.498, 0.291, 0.282, 0.315, 0.297, 0.32, 0.32, 0.309, 0.29, 0.273]"
53,"[0.344, 0.298, 0.334, 0.292, 0.341, 0.324, 0.321, 0.311, 0.304, 0.306]"
54,"[0.479, 0.293, 0.286, 0.317, 0.302, 0.324, 0.296, 0.317, 0.302, 0.3]"
55,"[0.293, 0.318, 0.351, 0.307, 0.357, 0.339, 0.348, 0.309, 0.306, 0.307]"
56,"[0.44, 0.293, 0.29, 0.321, 0.305, 0.328, 0.266, 0.329, 0.317, 0.324]"
57,"[0.277, 0.319, 0.351, 0.31, 0.357, 0.336, 0.38, 0.307, 0.305, 0.309]"
58,"[0.37, 0.291, 0.286, 0.321, 0.315, 0.332, 0.251, 0.327, 0.317, 0.352]"
59,"[0.385, 0.312, 0.354, 0.312, 0.346, 0.324, 0.471, 0.31, 0.305, 0.312]"
60,"[0.367, 0.288, 0.291, 0.317, 0.316, 0.341, 0.251, 0.342, 0.331, 0.358]"
61,"[0.392, 0.328, 0.359, 0.321, 0.356, 0.331, 0.503, 0.312, 0.306, 0.315]"
62,"[0.357, 0.29, 0.292, 0.31, 0.317, 0.34, 0.252, 0.355, 0.335, 0.343]"
63,"[0.387, 0.328, 0.367, 0.325, 0.364, 0.334, 0.52, 0.314, 0.313, 0.314]"
64,"[0.324, 0.297, 0.297, 0.314, 0.324, 0.347, 0.25, 0.368, 0.342, 0.334]"
65,"[0.378, 0.335, 0.376, 0.338, 0.372, 0.341, 0.496, 0.319, 0.317, 0.315]"
66,"[0.275, 0.309, 0.3, 0.323, 0.325, 0.344, 0.212, 0.372, 0.346, 0.3]"
