eigenvector_centrality,[0]
0,"[0.145, 0.109, 0.154, 0.097, 0.083, 0.106, 0.102, 0.104, 0.113, 0.102]"
1,"[0.08, 0.109, 0.116, 0.097, 0.083, 0.092, 0.109, 0.104, 0.113, 0.103]"
2,"[0.115, 0.109, 0.116, 0.097, 0.083, 0.086, 0.109, 0.104, 0.113, 0.103]"
3,"[0.08, 0.113, 0.116, 0.104, 0.083, 0.101, 0.119, 0.104, 0.113, 0.103]"
4,"[0.08, 0.109, 0.116, 0.097, 0.083, 0.086, 0.109, 0.111, 0.113, 0.115]"
5,"[0.08, 0.139, 0.154, 0.131, 0.11, 0.135, 0.115, 0.104, 0.164, 0.105]"
6,"[0.134, 0.181, 0.175, 0.12, 0.083, 0.086, 0.113, 0.191, 0.156, 0.152]"
7,"[0.143, 0.322, 0.213, 0.233, 0.248, 0.192, 0.312, 0.198, 0.228, 0.182]"
8,"[0.328, 0.187, 0.19, 0.172, 0.162, 0.182, 0.177, 0.371, 0.391, 0.312]"
9,"[0.173, 0.43, 0.402, 0.353, 0.448, 0.358, 0.392, 0.226, 0.241, 0.208]"
10,"[0.478, 0.217, 0.207, 0.192, 0.205, 0.211, 0.215, 0.404, 0.448, 0.485]"
11,"[0.213, 0.394, 0.4, 0.399, 0.4, 0.414, 0.445, 0.261, 0.293, 0.247]"
12,"[0.443, 0.261, 0.24, 0.242, 0.24, 0.254, 0.258, 0.408, 0.454, 0.454]"
13,"[0.24, 0.386, 0.399, 0.381, 0.405, 0.407, 0.415, 0.248, 0.305, 0.261]"
14,"[0.443, 0.284, 0.265, 0.275, 0.247, 0.272, 0.28, 0.411, 0.444, 0.463]"
15,"[0.253, 0.395, 0.402, 0.388, 0.41, 0.412, 0.424, 0.181, 0.273, 0.269]"
16,"[0.443, 0.242, 0.274, 0.274, 0.182, 0.217, 0.29, 0.409, 0.42, 0.455]"
17,"[0.248, 0.383, 0.396, 0.38, 0.404, 0.404, 0.417, 0.129, 0.229, 0.272]"
18,"[0.437, 0.137, 0.268, 0.195, 0.122, 0.161, 0.2, 0.4, 0.417, 0.45]"
19,"[0.188, 0.38, 0.38, 0.369, 0.407, 0.404, 0.401, 0.117, 0.22, 0.269]"
20,"[0.424, 0.125, 0.202, 0.166, 0.108, 0.126, 0.135, 0.403, 0.413, 0.434]"
21,"[0.14, 0.389, 0.38, 0.379, 0.41, 0.405, 0.402, 0.113, 0.215, 0.236]"
22,"[0.433, 0.136, 0.184, 0.16, 0.101, 0.112, 0.143, 0.409, 0.416, 0.448]"
23,"[0.128, 0.399, 0.396, 0.396, 0.423, 0.412, 0.416, 0.11, 0.195, 0.211]"
24,"[0.436, 0.163, 0.179, 0.179, 0.1, 0.107, 0.17, 0.412, 0.414, 0.449]"
25,"[0.415, 0.403, 0.407, 0.403, 0.428, 0.421, 0.429, 0.13, 0.176, 0.199]"
26,"[0.403, 0.298, 0.216, 0.264, 0.373, 0.298, 0.254, 0.408, 0.415, 0.453]"
27,"[0.349, 0.348, 0.395, 0.367, 0.431, 0.388, 0.398, 0.299, 0.262, 0.27]"
28,"[0.529, 0.32, 0.277, 0.284, 0.199, 0.324, 0.27, 0.354, 0.423, 0.404]"
29,"[0.387, 0.488, 0.475, 0.482, 0.404, 0.514, 0.499, 0.178, 0.282, 0.278]"
30,"[0.494, 0.164, 0.231, 0.212, 0.109, 0.137, 0.176, 0.321, 0.209, 0.418]"
31,"[0.456, 0.358, 0.331, 0.44, 0.305, 0.484, 0.442, 0.098, 0.122, 0.092]"
32,"[0.469, 0.099, 0.096, 0.121, 0.1, 0.105, 0.089, 0.363, 0.185, 0.419]"
33,"[0.472, 0.365, 0.38, 0.365, 0.354, 0.419, 0.399, 0.098, 0.098, 0.092]"
34,"[0.482, 0.099, 0.096, 0.121, 0.102, 0.106, 0.089, 0.347, 0.281, 0.356]"
35,"[0.486, 0.354, 0.366, 0.357, 0.345, 0.399, 0.385, 0.102, 0.102, 0.096]"
36,"[0.486, 0.107, 0.106, 0.122, 0.105, 0.112, 0.09, 0.332, 0.29, 0.356]"
37,"[0.523, 0.367, 0.372, 0.353, 0.341, 0.401, 0.382, 0.109, 0.118, 0.117]"
38,"[0.476, 0.102, 0.108, 0.125, 0.102, 0.113, 0.091, 0.291, 0.289, 0.333]"
39,"[0.542, 0.3, 0.286, 0.307, 0.232, 0.314, 0.295, 0.098, 0.099, 0.092]"
40,"[0.453, 0.099, 0.096, 0.121, 0.1, 0.105, 0.089, 0.151, 0.119, 0.313]"
