eigenvector_centrality,[31 30 29]
10,"[0.04153354632587859, 0.11182108626198083, 0.08945686900958466, 0.06070287539936102, 0.134185303514377, 0.04792332268370607, 0.06070287539936102, 0.09904153354632587, 0.12460063897763578, 0.05750798722044728, 0.0926517571884984, 0.08626198083067092, 0.06389776357827476, 0.09904153354632587, 0.10862619808306709, 0.03194888178913738, 0.060897435897435896, 0.016025641025641024, 0.019230769230769232, 0.11858974358974358, 0.019230769230769232, 0.10576923076923077, 0.11538461538461539, 0.003205128205128205, 0.028846153846153848, 0.10256410256410256, 0.10897435897435898, 0.016025641025641024, 0.0673076923076923, 0.003205128205128205, 0.016025641025641024, 0.08012820512820513]"
11,"[0.0926517571884984, 0.10543130990415335, 0.019169329073482427, 0.12140575079872204, 0.006389776357827476, 0.09904153354632587, 0.10223642172523961, 0.009584664536741214, 0.0, 0.08626198083067092, 0.09904153354632587, 0.04153354632587859, 0.10223642172523961, 0.003194888178913738, 0.12140575079872204, 0.10543130990415335, 0.0, 0.09294871794871795, 0.11858974358974358, 0.003205128205128205, 0.08974358974358974, 0.003205128205128205, 0.019230769230769232, 0.07051282051282051, 0.12179487179487179, 0.003205128205128205, 0.00641025641025641, 0.10576923076923077, 0.0, 0.08974358974358974, 0.07692307692307693, 0.0]"
12,"[0.08945686900958466, 0.10862619808306709, 0.10223642172523961, 0.0670926517571885, 0.134185303514377, 0.07987220447284345, 0.012779552715654952, 0.09584664536741214, 0.12460063897763578, 0.0926517571884984, 0.07028753993610223, 0.09904153354632587, 0.01597444089456869, 0.10223642172523961, 0.10543130990415335, 0.006389776357827476, 0.060897435897435896, 0.057692307692307696, 0.03205128205128205, 0.11538461538461539, 0.0, 0.10576923076923077, 0.11538461538461539, 0.003205128205128205, 0.019230769230769232, 0.10256410256410256, 0.10897435897435898, 0.003205128205128205, 0.07051282051282051, 0.038461538461538464, 0.019230769230769232, 0.08012820512820513]"
13,"[0.08945686900958466, 0.10223642172523961, 0.07987220447284345, 0.1182108626198083, 0.1182108626198083, 0.09904153354632587, 0.09584664536741214, 0.08945686900958466, 0.04792332268370607, 0.11501597444089456, 0.09584664536741214, 0.03194888178913738, 0.09584664536741214, 0.009584664536741214, 0.11501597444089456, 0.10543130990415335, 0.060897435897435896, 0.09294871794871795, 0.11858974358974358, 0.028846153846153848, 0.08974358974358974, 0.02564102564102564, 0.125, 0.07051282051282051, 0.12179487179487179, 0.003205128205128205, 0.07051282051282051, 0.10576923076923077, 0.09615384615384616, 0.08974358974358974, 0.07051282051282051, 0.009615384615384616]"
14,"[0.1182108626198083, 0.10862619808306709, 0.09904153354632587, 0.08306709265175719, 0.134185303514377, 0.012779552715654952, 0.1182108626198083, 0.09584664536741214, 0.12460063897763578, 0.03514376996805112, 0.10862619808306709, 0.09584664536741214, 0.019169329073482427, 0.09904153354632587, 0.10543130990415335, 0.04472843450479233, 0.060897435897435896, 0.03205128205128205, 0.07051282051282051, 0.11538461538461539, 0.09935897435897435, 0.10576923076923077, 0.11538461538461539, 0.060897435897435896, 0.09935897435897435, 0.10256410256410256, 0.10897435897435898, 0.016025641025641024, 0.0673076923076923, 0.003205128205128205, 0.09615384615384616, 0.08012820512820513]"
15,"[0.08945686900958466, 0.09904153354632587, 0.08626198083067092, 0.1182108626198083, 0.11501597444089456, 0.09904153354632587, 0.09584664536741214, 0.08945686900958466, 0.09584664536741214, 0.1182108626198083, 0.09584664536741214, 0.0926517571884984, 0.09904153354632587, 0.10223642172523961, 0.11501597444089456, 0.10543130990415335, 0.08333333333333333, 0.09294871794871795, 0.11858974358974358, 0.08653846153846154, 0.08974358974358974, 0.09935897435897435, 0.125, 0.07051282051282051, 0.12179487179487179, 0.038461538461538464, 0.09294871794871795, 0.10576923076923077, 0.08333333333333333, 0.08974358974358974, 0.07051282051282051, 0.09935897435897435]"
16,"[0.12140575079872204, 0.10862619808306709, 0.09904153354632587, 0.08306709265175719, 0.134185303514377, 0.09904153354632587, 0.1182108626198083, 0.09584664536741214, 0.12460063897763578, 0.07348242811501597, 0.10543130990415335, 0.09584664536741214, 0.08945686900958466, 0.09904153354632587, 0.10543130990415335, 0.07348242811501597, 0.060897435897435896, 0.11858974358974358, 0.07051282051282051, 0.11538461538461539, 0.09935897435897435, 0.10576923076923077, 0.11538461538461539, 0.08333333333333333, 0.11217948717948718, 0.10256410256410256, 0.10897435897435898, 0.08333333333333333, 0.0673076923076923, 0.10256410256410256, 0.09615384615384616, 0.08012820512820513]"
17,"[0.08945686900958466, 0.09904153354632587, 0.08626198083067092, 0.1182108626198083, 0.1182108626198083, 0.09904153354632587, 0.09584664536741214, 0.08945686900958466, 0.10862619808306709, 0.1182108626198083, 0.09584664536741214, 0.10543130990415335, 0.09904153354632587, 0.10223642172523961, 0.11501597444089456, 0.10543130990415335, 0.08333333333333333, 0.09294871794871795, 0.11858974358974358, 0.08653846153846154, 0.08974358974358974, 0.09935897435897435, 0.125, 0.07051282051282051, 0.12179487179487179, 0.11538461538461539, 0.09294871794871795, 0.10576923076923077, 0.09615384615384616, 0.08974358974358974, 0.07051282051282051, 0.09935897435897435]"
18,"[0.12140575079872204, 0.10862619808306709, 0.09904153354632587, 0.08306709265175719, 0.134185303514377, 0.09904153354632587, 0.1182108626198083, 0.09584664536741214, 0.12460063897763578, 0.12140575079872204, 0.10543130990415335, 0.09584664536741214, 0.08945686900958466, 0.09904153354632587, 0.10543130990415335, 0.07028753993610223, 0.060897435897435896, 0.11858974358974358, 0.07051282051282051, 0.11538461538461539, 0.09935897435897435, 0.10576923076923077, 0.11538461538461539, 0.08333333333333333, 0.11217948717948718, 0.10256410256410256, 0.10897435897435898, 0.08333333333333333, 0.0673076923076923, 0.10256410256410256, 0.09615384615384616, 0.08012820512820513]"
19,"[0.08945686900958466, 0.09584664536741214, 0.08626198083067092, 0.1182108626198083, 0.1182108626198083, 0.09904153354632587, 0.09584664536741214, 0.08945686900958466, 0.10862619808306709, 0.1182108626198083, 0.09584664536741214, 0.10543130990415335, 0.09904153354632587, 0.10223642172523961, 0.11501597444089456, 0.10543130990415335, 0.08333333333333333, 0.09294871794871795, 0.11858974358974358, 0.08653846153846154, 0.08974358974358974, 0.09935897435897435, 0.125, 0.07051282051282051, 0.12179487179487179, 0.11538461538461539, 0.09294871794871795, 0.10576923076923077, 0.09615384615384616, 0.08974358974358974, 0.07051282051282051, 0.09935897435897435]"
20,"[0.12140575079872204, 0.10862619808306709, 0.09904153354632587, 0.08306709265175719, 0.134185303514377, 0.09904153354632587, 0.1182108626198083, 0.09584664536741214, 0.12460063897763578, 0.12140575079872204, 0.10543130990415335, 0.09584664536741214, 0.08945686900958466, 0.09904153354632587, 0.10543130990415335, 0.07348242811501597, 0.060897435897435896, 0.11858974358974358, 0.07051282051282051, 0.11538461538461539, 0.09935897435897435, 0.10576923076923077, 0.11538461538461539, 0.08333333333333333, 0.11217948717948718, 0.10256410256410256, 0.10897435897435898, 0.08333333333333333, 0.0673076923076923, 0.10256410256410256, 0.09615384615384616, 0.08012820512820513]"
21,"[0.08945686900958466, 0.09904153354632587, 0.08626198083067092, 0.1182108626198083, 0.1182108626198083, 0.09904153354632587, 0.09584664536741214, 0.08945686900958466, 0.10862619808306709, 0.1182108626198083, 0.09584664536741214, 0.10543130990415335, 0.09904153354632587, 0.10223642172523961, 0.11501597444089456, 0.10543130990415335, 0.08333333333333333, 0.09294871794871795, 0.11858974358974358, 0.08653846153846154, 0.08974358974358974, 0.09935897435897435, 0.125, 0.07051282051282051, 0.12179487179487179, 0.11538461538461539, 0.09294871794871795, 0.10576923076923077, 0.09615384615384616, 0.08974358974358974, 0.07051282051282051, 0.09935897435897435]"
22,"[0.12140575079872204, 0.10862619808306709, 0.09904153354632587, 0.08306709265175719, 0.134185303514377, 0.09904153354632587, 0.1182108626198083, 0.09584664536741214, 0.12460063897763578, 0.12140575079872204, 0.10543130990415335, 0.09584664536741214, 0.08945686900958466, 0.09904153354632587, 0.10543130990415335, 0.07348242811501597, 0.060897435897435896, 0.11858974358974358, 0.07051282051282051, 0.11538461538461539, 0.09935897435897435, 0.10576923076923077, 0.11538461538461539, 0.08333333333333333, 0.11217948717948718, 0.10256410256410256, 0.10897435897435898, 0.08333333333333333, 0.0673076923076923, 0.10256410256410256, 0.09615384615384616, 0.08012820512820513]"
23,"[0.08945686900958466, 0.09904153354632587, 0.08626198083067092, 0.1182108626198083, 0.1182108626198083, 0.09904153354632587, 0.09584664536741214, 0.08945686900958466, 0.10862619808306709, 0.1182108626198083, 0.09584664536741214, 0.10543130990415335, 0.09904153354632587, 0.10223642172523961, 0.11501597444089456, 0.10543130990415335, 0.08333333333333333, 0.09294871794871795, 0.11858974358974358, 0.08653846153846154, 0.08974358974358974, 0.09935897435897435, 0.125, 0.07051282051282051, 0.12179487179487179, 0.11538461538461539, 0.09294871794871795, 0.10576923076923077, 0.09615384615384616, 0.08974358974358974, 0.07051282051282051, 0.09935897435897435]"
24,"[0.12140575079872204, 0.10862619808306709, 0.09904153354632587, 0.08306709265175719, 0.134185303514377, 0.09904153354632587, 0.1182108626198083, 0.09584664536741214, 0.12460063897763578, 0.12140575079872204, 0.10543130990415335, 0.09584664536741214, 0.08945686900958466, 0.09904153354632587, 0.10543130990415335, 0.07348242811501597, 0.060897435897435896, 0.11858974358974358, 0.07051282051282051, 0.11538461538461539, 0.09935897435897435, 0.10576923076923077, 0.11538461538461539, 0.08333333333333333, 0.11217948717948718, 0.10256410256410256, 0.10897435897435898, 0.08333333333333333, 0.0673076923076923, 0.10256410256410256, 0.09615384615384616, 0.08012820512820513]"
25,"[0.08945686900958466, 0.09904153354632587, 0.08626198083067092, 0.1182108626198083, 0.1182108626198083, 0.09904153354632587, 0.09584664536741214, 0.08945686900958466, 0.10862619808306709, 0.1182108626198083, 0.09584664536741214, 0.10543130990415335, 0.09904153354632587, 0.10223642172523961, 0.11501597444089456, 0.10543130990415335, 0.08333333333333333, 0.09294871794871795, 0.11858974358974358, 0.08653846153846154, 0.08974358974358974, 0.09935897435897435, 0.125, 0.07051282051282051, 0.12179487179487179, 0.11538461538461539, 0.09294871794871795, 0.10576923076923077, 0.09615384615384616, 0.05448717948717949, 0.08974358974358974, 0.09935897435897435]"
26,"[0.12140575079872204, 0.10862619808306709, 0.09904153354632587, 0.08306709265175719, 0.134185303514377, 0.09904153354632587, 0.1182108626198083, 0.09584664536741214, 0.12460063897763578, 0.12140575079872204, 0.10543130990415335, 0.09584664536741214, 0.08945686900958466, 0.09904153354632587, 0.10543130990415335, 0.07348242811501597, 0.060897435897435896, 0.11858974358974358, 0.07051282051282051, 0.11538461538461539, 0.09935897435897435, 0.10576923076923077, 0.11538461538461539, 0.08333333333333333, 0.11217948717948718, 0.10256410256410256, 0.10897435897435898, 0.08333333333333333, 0.14743589743589744, 0.07371794871794872, 0.09935897435897435, 0.21153846153846154]"
27,"[0.08945686900958466, 0.09904153354632587, 0.08626198083067092, 0.1182108626198083, 0.1182108626198083, 0.09904153354632587, 0.09584664536741214, 0.08945686900958466, 0.10862619808306709, 0.1182108626198083, 0.09584664536741214, 0.10543130990415335, 0.09904153354632587, 0.10223642172523961, 0.11501597444089456, 0.10543130990415335, 0.08333333333333333, 0.09294871794871795, 0.11858974358974358, 0.08653846153846154, 0.08974358974358974, 0.09615384615384616, 0.12179487179487179, 0.07051282051282051, 0.12179487179487179, 0.11538461538461539, 0.09294871794871795, 0.10576923076923077, 0.09615384615384616, 0.07051282051282051, 0.0673076923076923, 0.11858974358974358]"
28,"[0.12140575079872204, 0.10862619808306709, 0.09904153354632587, 0.08306709265175719, 0.134185303514377, 0.09904153354632587, 0.1182108626198083, 0.09584664536741214, 0.12460063897763578, 0.12140575079872204, 0.10543130990415335, 0.09584664536741214, 0.08306709265175719, 0.09904153354632587, 0.10543130990415335, 0.08626198083067092, 0.060897435897435896, 0.11858974358974358, 0.07051282051282051, 0.11538461538461539, 0.08653846153846154, 0.10576923076923077, 0.11538461538461539, 0.09294871794871795, 0.10897435897435898, 0.10256410256410256, 0.10897435897435898, 0.08974358974358974, 0.11538461538461539, 0.07051282051282051, 0.08333333333333333, 0.16987179487179488]"
29,"[0.08945686900958466, 0.09904153354632587, 0.08626198083067092, 0.1182108626198083, 0.1182108626198083, 0.09904153354632587, 0.09584664536741214, 0.09584664536741214, 0.11182108626198083, 0.1182108626198083, 0.09584664536741214, 0.10543130990415335, 0.09904153354632587, 0.10862619808306709, 0.07987220447284345, 0.10543130990415335, 0.08333333333333333, 0.09294871794871795, 0.11858974358974358, 0.08653846153846154, 0.08974358974358974, 0.10897435897435898, 0.08974358974358974, 0.07051282051282051, 0.12179487179487179, 0.11538461538461539, 0.09935897435897435, 0.10576923076923077, 0.09615384615384616, 0.07051282051282051, 0.09615384615384616, 0.12179487179487179]"
30,"[0.12140575079872204, 0.10862619808306709, 0.09904153354632587, 0.08945686900958466, 0.134185303514377, 0.0926517571884984, 0.07348242811501597, 0.09584664536741214, 0.12460063897763578, 0.0670926517571885, 0.10543130990415335, 0.09584664536741214, 0.12460063897763578, 0.09904153354632587, 0.10543130990415335, 0.10223642172523961, 0.060897435897435896, 0.08333333333333333, 0.11858974358974358, 0.11538461538461539, 0.05448717948717949, 0.10576923076923077, 0.11538461538461539, 0.1282051282051282, 0.08333333333333333, 0.10256410256410256, 0.10897435897435898, 0.09935897435897435, 0.09294871794871795, 0.0641025641025641, 0.022435897435897436, 0.11858974358974358]"
31,"[0.08945686900958466, 0.09584664536741214, 0.04153354632587859, 0.1182108626198083, 0.08626198083067092, 0.09904153354632587, 0.09584664536741214, 0.08306709265175719, 0.11182108626198083, 0.1182108626198083, 0.09584664536741214, 0.13099041533546327, 0.09904153354632587, 0.10862619808306709, 0.07987220447284345, 0.10543130990415335, 0.09935897435897435, 0.09294871794871795, 0.11858974358974358, 0.10897435897435898, 0.08974358974358974, 0.10897435897435898, 0.08974358974358974, 0.07051282051282051, 0.12179487179487179, 0.08012820512820513, 0.09935897435897435, 0.10576923076923077, 0.057692307692307696, 0.07051282051282051, 0.016025641025641024, 0.23397435897435898]"
32,"[0.12460063897763578, 0.10862619808306709, 0.09904153354632587, 0.1182108626198083, 0.134185303514377, 0.1182108626198083, 0.07348242811501597, 0.09584664536741214, 0.12460063897763578, 0.11182108626198083, 0.10543130990415335, 0.09584664536741214, 0.12460063897763578, 0.09904153354632587, 0.10543130990415335, 0.10223642172523961, 0.060897435897435896, 0.08974358974358974, 0.125, 0.11538461538461539, 0.05448717948717949, 0.10576923076923077, 0.11538461538461539, 0.1282051282051282, 0.08333333333333333, 0.10256410256410256, 0.10897435897435898, 0.09935897435897435, 0.07051282051282051, 0.035256410256410256, 0.05128205128205128, 0.13782051282051283]"
33,"[0.08945686900958466, 0.10862619808306709, 0.08626198083067092, 0.1182108626198083, 0.08626198083067092, 0.09904153354632587, 0.09584664536741214, 0.08306709265175719, 0.11182108626198083, 0.1182108626198083, 0.09584664536741214, 0.13099041533546327, 0.09904153354632587, 0.10862619808306709, 0.07987220447284345, 0.10543130990415335, 0.09935897435897435, 0.09294871794871795, 0.11858974358974358, 0.10897435897435898, 0.08974358974358974, 0.10256410256410256, 0.08974358974358974, 0.07051282051282051, 0.12179487179487179, 0.07692307692307693, 0.09935897435897435, 0.10576923076923077, 0.09935897435897435, 0.0673076923076923, 0.07051282051282051, 0.16346153846153846]"
34,"[0.12140575079872204, 0.10862619808306709, 0.09904153354632587, 0.10862619808306709, 0.134185303514377, 0.1182108626198083, 0.07348242811501597, 0.09584664536741214, 0.12460063897763578, 0.11182108626198083, 0.10543130990415335, 0.09584664536741214, 0.12140575079872204, 0.09904153354632587, 0.10543130990415335, 0.09584664536741214, 0.060897435897435896, 0.08974358974358974, 0.125, 0.11538461538461539, 0.05448717948717949, 0.10576923076923077, 0.11538461538461539, 0.09294871794871795, 0.08333333333333333, 0.10256410256410256, 0.10897435897435898, 0.08653846153846154, 0.08333333333333333, 0.028846153846153848, 0.01282051282051282, 0.15384615384615385]"
35,"[0.08945686900958466, 0.10862619808306709, 0.08626198083067092, 0.1182108626198083, 0.08626198083067092, 0.09904153354632587, 0.09584664536741214, 0.08306709265175719, 0.11182108626198083, 0.1182108626198083, 0.09584664536741214, 0.13099041533546327, 0.09904153354632587, 0.1182108626198083, 0.07987220447284345, 0.10543130990415335, 0.09935897435897435, 0.09294871794871795, 0.11858974358974358, 0.10897435897435898, 0.08974358974358974, 0.09615384615384616, 0.08974358974358974, 0.07051282051282051, 0.12179487179487179, 0.08653846153846154, 0.09935897435897435, 0.10576923076923077, 0.10256410256410256, 0.060897435897435896, 0.0, 0.1762820512820513]"
36,"[0.12140575079872204, 0.10862619808306709, 0.09904153354632587, 0.10862619808306709, 0.134185303514377, 0.11182108626198083, 0.07348242811501597, 0.09584664536741214, 0.12460063897763578, 0.11182108626198083, 0.10543130990415335, 0.09584664536741214, 0.11501597444089456, 0.09904153354632587, 0.10543130990415335, 0.06389776357827476, 0.060897435897435896, 0.08974358974358974, 0.125, 0.11538461538461539, 0.05448717948717949, 0.10576923076923077, 0.11538461538461539, 0.07051282051282051, 0.07051282051282051, 0.10256410256410256, 0.10897435897435898, 0.060897435897435896, 0.08333333333333333, 0.09615384615384616, 0.019230769230769232, 0.1891025641025641]"
37,"[0.08945686900958466, 0.10223642172523961, 0.08626198083067092, 0.1182108626198083, 0.07987220447284345, 0.09904153354632587, 0.09584664536741214, 0.08306709265175719, 0.10862619808306709, 0.1182108626198083, 0.09584664536741214, 0.13099041533546327, 0.09904153354632587, 0.12140575079872204, 0.07987220447284345, 0.10543130990415335, 0.09935897435897435, 0.09294871794871795, 0.11858974358974358, 0.10897435897435898, 0.08974358974358974, 0.1346153846153846, 0.08653846153846154, 0.07051282051282051, 0.12179487179487179, 0.11217948717948718, 0.08012820512820513, 0.10576923076923077, 0.09935897435897435, 0.0641025641025641, 0.09615384615384616, 0.2564102564102564]"
38,"[0.12140575079872204, 0.10862619808306709, 0.09904153354632587, 0.10543130990415335, 0.134185303514377, 0.10862619808306709, 0.07028753993610223, 0.09584664536741214, 0.12460063897763578, 0.10543130990415335, 0.10543130990415335, 0.09584664536741214, 0.10223642172523961, 0.09904153354632587, 0.10543130990415335, 0.054313099041533544, 0.060897435897435896, 0.07692307692307693, 0.125, 0.11538461538461539, 0.11858974358974358, 0.10576923076923077, 0.11538461538461539, 0.060897435897435896, 0.09615384615384616, 0.10256410256410256, 0.10897435897435898, 0.060897435897435896, 0.07692307692307693, 0.11217948717948718, 0.09615384615384616, 0.2532051282051282]"
39,"[0.08945686900958466, 0.10223642172523961, 0.08626198083067092, 0.1182108626198083, 0.08306709265175719, 0.09904153354632587, 0.09584664536741214, 0.08306709265175719, 0.10543130990415335, 0.1182108626198083, 0.09584664536741214, 0.13099041533546327, 0.09904153354632587, 0.08945686900958466, 0.09584664536741214, 0.10543130990415335, 0.09294871794871795, 0.09294871794871795, 0.11858974358974358, 0.10897435897435898, 0.08974358974358974, 0.11858974358974358, 0.10576923076923077, 0.07051282051282051, 0.12179487179487179, 0.10256410256410256, 0.10256410256410256, 0.10897435897435898, 0.10256410256410256, 0.08653846153846154, 0.09615384615384616, 0.36217948717948717]"
40,"[0.12140575079872204, 0.10862619808306709, 0.09904153354632587, 0.10862619808306709, 0.134185303514377, 0.12779552715654952, 0.08306709265175719, 0.09584664536741214, 0.12460063897763578, 0.12140575079872204, 0.11501597444089456, 0.09584664536741214, 0.09904153354632587, 0.09904153354632587, 0.10543130990415335, 0.10223642172523961, 0.060897435897435896, 0.08974358974358974, 0.1346153846153846, 0.11538461538461539, 0.11858974358974358, 0.10576923076923077, 0.11538461538461539, 0.08333333333333333, 0.10256410256410256, 0.10256410256410256, 0.10897435897435898, 0.08653846153846154, 0.07371794871794872, 0.11217948717948718, 0.09615384615384616, 0.34615384615384615]"
41,"[0.08945686900958466, 0.10223642172523961, 0.08626198083067092, 0.1182108626198083, 0.10223642172523961, 0.09904153354632587, 0.09584664536741214, 0.07987220447284345, 0.12140575079872204, 0.1182108626198083, 0.09584664536741214, 0.12779552715654952, 0.09904153354632587, 0.08945686900958466, 0.09584664536741214, 0.10862619808306709, 0.10897435897435898, 0.09294871794871795, 0.11858974358974358, 0.10897435897435898, 0.08974358974358974, 0.15384615384615385, 0.10576923076923077, 0.07371794871794872, 0.12179487179487179, 0.10576923076923077, 0.10256410256410256, 0.10897435897435898, 0.09935897435897435, 0.1282051282051282, 0.09615384615384616, 0.3717948717948718]"
42,"[0.134185303514377, 0.10862619808306709, 0.09904153354632587, 0.10543130990415335, 0.134185303514377, 0.12779552715654952, 0.09584664536741214, 0.09584664536741214, 0.12460063897763578, 0.11182108626198083, 0.0926517571884984, 0.09584664536741214, 0.09904153354632587, 0.09904153354632587, 0.10543130990415335, 0.12460063897763578, 0.060897435897435896, 0.09294871794871795, 0.11217948717948718, 0.11538461538461539, 0.11858974358974358, 0.10576923076923077, 0.11538461538461539, 0.10897435897435898, 0.10256410256410256, 0.10256410256410256, 0.10897435897435898, 0.15384615384615385, 0.0641025641025641, 0.16346153846153846, 0.09615384615384616, 0.40705128205128205]"
