eigenvector_centrality,[31 30 29]
10,"[0.054313099041533544, 0.09904153354632587, 0.07348242811501597, 0.07987220447284345, 0.09904153354632587, 0.08945686900958466, 0.13099041533546327, 0.11182108626198083, 0.08945686900958466, 0.009584664536741214, 0.051118210862619806, 0.019169329073482427, 0.08945686900958466, 0.054313099041533544, 0.10862619808306709, 0.07028753993610223, 0.12179487179487179, 0.07371794871794872, 0.10897435897435898, 0.07051282051282051, 0.12179487179487179, 0.08974358974358974, 0.11538461538461539, 0.10897435897435898, 0.13141025641025642, 0.0641025641025641, 0.08974358974358974, 0.028846153846153848, 0.01282051282051282, 0.08974358974358974, 0.05448717948717949, 0.10576923076923077]"
11,"[0.06389776357827476, 0.08306709265175719, 0.06389776357827476, 0.08945686900958466, 0.09584664536741214, 0.07028753993610223, 0.09904153354632587, 0.12140575079872204, 0.0926517571884984, 0.04792332268370607, 0.0926517571884984, 0.07348242811501597, 0.08945686900958466, 0.0926517571884984, 0.051118210862619806, 0.10862619808306709, 0.08333333333333333, 0.09935897435897435, 0.08333333333333333, 0.07371794871794872, 0.07371794871794872, 0.11538461538461539, 0.0641025641025641, 0.1346153846153846, 0.0641025641025641, 0.10576923076923077, 0.14743589743589744, 0.11538461538461539, 0.07692307692307693, 0.11217948717948718, 0.08974358974358974, 0.09935897435897435]"
12,"[0.08945686900958466, 0.10223642172523961, 0.0926517571884984, 0.13738019169329074, 0.09904153354632587, 0.09904153354632587, 0.13099041533546327, 0.11182108626198083, 0.08945686900958466, 0.09584664536741214, 0.08306709265175719, 0.11501597444089456, 0.06070287539936102, 0.10223642172523961, 0.10862619808306709, 0.09904153354632587, 0.11858974358974358, 0.08974358974358974, 0.08333333333333333, 0.07371794871794872, 0.12179487179487179, 0.08974358974358974, 0.11538461538461539, 0.10256410256410256, 0.13141025641025642, 0.05448717948717949, 0.0, 0.10256410256410256, 0.1282051282051282, 0.08974358974358974, 0.13141025641025642, 0.10576923076923077]"
13,"[0.10862619808306709, 0.08306709265175719, 0.054313099041533544, 0.08945686900958466, 0.09584664536741214, 0.08306709265175719, 0.09904153354632587, 0.12460063897763578, 0.10223642172523961, 0.0670926517571885, 0.0, 0.134185303514377, 0.08945686900958466, 0.0926517571884984, 0.07028753993610223, 0.10862619808306709, 0.08333333333333333, 0.09935897435897435, 0.08333333333333333, 0.09935897435897435, 0.11858974358974358, 0.11538461538461539, 0.0673076923076923, 0.1346153846153846, 0.0673076923076923, 0.10576923076923077, 0.14743589743589744, 0.057692307692307696, 0.07692307692307693, 0.10256410256410256, 0.08974358974358974, 0.09294871794871795]"
14,"[0.08945686900958466, 0.10543130990415335, 0.03514376996805112, 0.13738019169329074, 0.09904153354632587, 0.09904153354632587, 0.13099041533546327, 0.09584664536741214, 0.01597444089456869, 0.09584664536741214, 0.08306709265175719, 0.05750798722044728, 0.06070287539936102, 0.10223642172523961, 0.04153354632587859, 0.09904153354632587, 0.11858974358974358, 0.09615384615384616, 0.08333333333333333, 0.05128205128205128, 0.12179487179487179, 0.08974358974358974, 0.11538461538461539, 0.10256410256410256, 0.13141025641025642, 0.09294871794871795, 0.01282051282051282, 0.10256410256410256, 0.1282051282051282, 0.08974358974358974, 0.13141025641025642, 0.05128205128205128]"
15,"[0.06070287539936102, 0.08306709265175719, 0.054313099041533544, 0.009584664536741214, 0.09584664536741214, 0.0670926517571885, 0.03194888178913738, 0.12460063897763578, 0.10223642172523961, 0.04153354632587859, 0.012779552715654952, 0.134185303514377, 0.006389776357827476, 0.0926517571884984, 0.07028753993610223, 0.003194888178913738, 0.08333333333333333, 0.04487179487179487, 0.019230769230769232, 0.09935897435897435, 0.04487179487179487, 0.11538461538461539, 0.0673076923076923, 0.035256410256410256, 0.019230769230769232, 0.10576923076923077, 0.14743589743589744, 0.016025641025641024, 0.07692307692307693, 0.0641025641025641, 0.022435897435897436, 0.09294871794871795]"
16,"[0.08945686900958466, 0.019169329073482427, 0.006389776357827476, 0.13738019169329074, 0.003194888178913738, 0.09904153354632587, 0.13099041533546327, 0.009584664536741214, 0.0, 0.09584664536741214, 0.08306709265175719, 0.003194888178913738, 0.06070287539936102, 0.009584664536741214, 0.0, 0.09904153354632587, 0.009615384615384616, 0.09615384615384616, 0.08333333333333333, 0.0, 0.12179487179487179, 0.003205128205128205, 0.00641025641025641, 0.10256410256410256, 0.13141025641025642, 0.00641025641025641, 0.003205128205128205, 0.10256410256410256, 0.00641025641025641, 0.08974358974358974, 0.13141025641025642, 0.01282051282051282]"
17,"[0.054313099041533544, 0.08306709265175719, 0.054313099041533544, 0.09584664536741214, 0.09584664536741214, 0.03194888178913738, 0.04792332268370607, 0.12460063897763578, 0.10223642172523961, 0.08306709265175719, 0.0670926517571885, 0.134185303514377, 0.09584664536741214, 0.0926517571884984, 0.07028753993610223, 0.12140575079872204, 0.08333333333333333, 0.08333333333333333, 0.022435897435897436, 0.09935897435897435, 0.07371794871794872, 0.11538461538461539, 0.0673076923076923, 0.07371794871794872, 0.0, 0.10576923076923077, 0.14743589743589744, 0.022435897435897436, 0.07692307692307693, 0.016025641025641024, 0.05448717948717949, 0.09294871794871795]"
18,"[0.08945686900958466, 0.10862619808306709, 0.13738019169329074, 0.13738019169329074, 0.09904153354632587, 0.09904153354632587, 0.13099041533546327, 0.08306709265175719, 0.09904153354632587, 0.09584664536741214, 0.08306709265175719, 0.10543130990415335, 0.06070287539936102, 0.10223642172523961, 0.1182108626198083, 0.09904153354632587, 0.08012820512820513, 0.09615384615384616, 0.08333333333333333, 0.09935897435897435, 0.12179487179487179, 0.10576923076923077, 0.07051282051282051, 0.10256410256410256, 0.13141025641025642, 0.057692307692307696, 0.04807692307692308, 0.10256410256410256, 0.10897435897435898, 0.08974358974358974, 0.13141025641025642, 0.11858974358974358]"
19,"[0.09904153354632587, 0.08306709265175719, 0.054313099041533544, 0.10543130990415335, 0.09584664536741214, 0.09584664536741214, 0.06389776357827476, 0.12460063897763578, 0.10223642172523961, 0.08945686900958466, 0.0926517571884984, 0.134185303514377, 0.10223642172523961, 0.0926517571884984, 0.07028753993610223, 0.12140575079872204, 0.08333333333333333, 0.09935897435897435, 0.09615384615384616, 0.09935897435897435, 0.09935897435897435, 0.11538461538461539, 0.0673076923076923, 0.09294871794871795, 0.0673076923076923, 0.10576923076923077, 0.14743589743589744, 0.10256410256410256, 0.07692307692307693, 0.07051282051282051, 0.11538461538461539, 0.09294871794871795]"
20,"[0.08945686900958466, 0.10862619808306709, 0.14057507987220447, 0.13738019169329074, 0.09904153354632587, 0.09904153354632587, 0.13099041533546327, 0.08306709265175719, 0.09904153354632587, 0.09584664536741214, 0.08306709265175719, 0.12140575079872204, 0.06070287539936102, 0.10223642172523961, 0.1182108626198083, 0.09904153354632587, 0.08012820512820513, 0.09615384615384616, 0.08333333333333333, 0.10897435897435898, 0.12179487179487179, 0.10576923076923077, 0.08653846153846154, 0.10256410256410256, 0.13141025641025642, 0.07371794871794872, 0.0673076923076923, 0.10256410256410256, 0.11858974358974358, 0.08974358974358974, 0.13141025641025642, 0.11858974358974358]"
21,"[0.09904153354632587, 0.08306709265175719, 0.054313099041533544, 0.10543130990415335, 0.09584664536741214, 0.09584664536741214, 0.06389776357827476, 0.12140575079872204, 0.10223642172523961, 0.08945686900958466, 0.0926517571884984, 0.134185303514377, 0.10223642172523961, 0.09584664536741214, 0.07028753993610223, 0.12140575079872204, 0.08333333333333333, 0.09935897435897435, 0.10576923076923077, 0.09935897435897435, 0.10576923076923077, 0.10897435897435898, 0.0673076923076923, 0.08974358974358974, 0.08333333333333333, 0.10576923076923077, 0.14743589743589744, 0.10576923076923077, 0.07692307692307693, 0.07051282051282051, 0.12179487179487179, 0.08974358974358974]"
22,"[0.08945686900958466, 0.10862619808306709, 0.14057507987220447, 0.13738019169329074, 0.09904153354632587, 0.09904153354632587, 0.12779552715654952, 0.08306709265175719, 0.09904153354632587, 0.09584664536741214, 0.08306709265175719, 0.12140575079872204, 0.06389776357827476, 0.10223642172523961, 0.1182108626198083, 0.09904153354632587, 0.07692307692307693, 0.09935897435897435, 0.08333333333333333, 0.10897435897435898, 0.11858974358974358, 0.10576923076923077, 0.09615384615384616, 0.10256410256410256, 0.13141025641025642, 0.07371794871794872, 0.07692307692307693, 0.10576923076923077, 0.11858974358974358, 0.08653846153846154, 0.13141025641025642, 0.11858974358974358]"
23,"[0.09904153354632587, 0.08306709265175719, 0.05750798722044728, 0.10543130990415335, 0.09584664536741214, 0.09584664536741214, 0.06389776357827476, 0.11501597444089456, 0.10543130990415335, 0.08945686900958466, 0.0926517571884984, 0.13099041533546327, 0.10223642172523961, 0.0926517571884984, 0.07028753993610223, 0.12140575079872204, 0.08333333333333333, 0.09935897435897435, 0.10897435897435898, 0.09615384615384616, 0.10576923076923077, 0.08333333333333333, 0.0673076923076923, 0.08974358974358974, 0.08333333333333333, 0.10576923076923077, 0.14743589743589744, 0.10576923076923077, 0.07051282051282051, 0.07051282051282051, 0.12179487179487179, 0.08974358974358974]"
24,"[0.08626198083067092, 0.10862619808306709, 0.14057507987220447, 0.13738019169329074, 0.09904153354632587, 0.09904153354632587, 0.12779552715654952, 0.08306709265175719, 0.09904153354632587, 0.09584664536741214, 0.08306709265175719, 0.12140575079872204, 0.05750798722044728, 0.10223642172523961, 0.1182108626198083, 0.09904153354632587, 0.07692307692307693, 0.09615384615384616, 0.08333333333333333, 0.10897435897435898, 0.11538461538461539, 0.10576923076923077, 0.09615384615384616, 0.10256410256410256, 0.13141025641025642, 0.07371794871794872, 0.07371794871794872, 0.10576923076923077, 0.11858974358974358, 0.08012820512820513, 0.125, 0.11858974358974358]"
25,"[0.09904153354632587, 0.07987220447284345, 0.05750798722044728, 0.10543130990415335, 0.09584664536741214, 0.09584664536741214, 0.06389776357827476, 0.11501597444089456, 0.10543130990415335, 0.08945686900958466, 0.0926517571884984, 0.12460063897763578, 0.10223642172523961, 0.09584664536741214, 0.07028753993610223, 0.12140575079872204, 0.08333333333333333, 0.09935897435897435, 0.10576923076923077, 0.09615384615384616, 0.10576923076923077, 0.07051282051282051, 0.0673076923076923, 0.08974358974358974, 0.08333333333333333, 0.10576923076923077, 0.14743589743589744, 0.10576923076923077, 0.07051282051282051, 0.10897435897435898, 0.10256410256410256, 0.10576923076923077]"
26,"[0.08626198083067092, 0.10862619808306709, 0.14057507987220447, 0.134185303514377, 0.09904153354632587, 0.09584664536741214, 0.12779552715654952, 0.08306709265175719, 0.09904153354632587, 0.0926517571884984, 0.08626198083067092, 0.12140575079872204, 0.05750798722044728, 0.10543130990415335, 0.14057507987220447, 0.07028753993610223, 0.07692307692307693, 0.09615384615384616, 0.08333333333333333, 0.11217948717948718, 0.11217948717948718, 0.09294871794871795, 0.11858974358974358, 0.10897435897435898, 0.1282051282051282, 0.10576923076923077, 0.09935897435897435, 0.11538461538461539, 0.14102564102564102, 0.10897435897435898, 0.028846153846153848, 0.10576923076923077]"
27,"[0.09904153354632587, 0.07987220447284345, 0.05750798722044728, 0.10543130990415335, 0.08626198083067092, 0.09584664536741214, 0.06389776357827476, 0.08626198083067092, 0.10543130990415335, 0.08945686900958466, 0.08945686900958466, 0.10862619808306709, 0.10223642172523961, 0.10862619808306709, 0.0670926517571885, 0.12140575079872204, 0.08333333333333333, 0.09935897435897435, 0.10897435897435898, 0.08653846153846154, 0.09615384615384616, 0.09294871794871795, 0.0673076923076923, 0.09615384615384616, 0.07051282051282051, 0.11217948717948718, 0.12179487179487179, 0.10897435897435898, 0.08974358974358974, 0.09935897435897435, 0.08974358974358974, 0.10576923076923077]"
28,"[0.08626198083067092, 0.10862619808306709, 0.14057507987220447, 0.12460063897763578, 0.09904153354632587, 0.07987220447284345, 0.11501597444089456, 0.08306709265175719, 0.09904153354632587, 0.07987220447284345, 0.08626198083067092, 0.12140575079872204, 0.04472843450479233, 0.14057507987220447, 0.11501597444089456, 0.07028753993610223, 0.08012820512820513, 0.08333333333333333, 0.08012820512820513, 0.10897435897435898, 0.09294871794871795, 0.1346153846153846, 0.11538461538461539, 0.10897435897435898, 0.11538461538461539, 0.09935897435897435, 0.08653846153846154, 0.11858974358974358, 0.1282051282051282, 0.10256410256410256, 0.019230769230769232, 0.1282051282051282]"
29,"[0.09904153354632587, 0.07667731629392971, 0.05750798722044728, 0.10543130990415335, 0.07987220447284345, 0.08945686900958466, 0.06070287539936102, 0.10862619808306709, 0.10862619808306709, 0.08626198083067092, 0.09904153354632587, 0.07667731629392971, 0.12779552715654952, 0.10862619808306709, 0.10223642172523961, 0.1597444089456869, 0.08333333333333333, 0.09615384615384616, 0.10256410256410256, 0.057692307692307696, 0.15064102564102563, 0.09294871794871795, 0.07051282051282051, 0.1794871794871795, 0.11538461538461539, 0.12179487179487179, 0.08653846153846154, 0.08333333333333333, 0.09615384615384616, 0.10897435897435898, 0.08974358974358974, 0.10576923076923077]"
30,"[0.08306709265175719, 0.10862619808306709, 0.14376996805111822, 0.09904153354632587, 0.10223642172523961, 0.07667731629392971, 0.10543130990415335, 0.07987220447284345, 0.0926517571884984, 0.07667731629392971, 0.07028753993610223, 0.1182108626198083, 0.10862619808306709, 0.10223642172523961, 0.10862619808306709, 0.07028753993610223, 0.08653846153846154, 0.07051282051282051, 0.07371794871794872, 0.10256410256410256, 0.08974358974358974, 0.08974358974358974, 0.11538461538461539, 0.10897435897435898, 0.07051282051282051, 0.09294871794871795, 0.08653846153846154, 0.11858974358974358, 0.1282051282051282, 0.10897435897435898, 0.11858974358974358, 0.11538461538461539]"
31,"[0.09584664536741214, 0.06389776357827476, 0.05750798722044728, 0.10543130990415335, 0.08306709265175719, 0.11182108626198083, 0.09904153354632587, 0.10862619808306709, 0.10543130990415335, 0.09584664536741214, 0.10862619808306709, 0.07348242811501597, 0.08945686900958466, 0.10862619808306709, 0.07987220447284345, 0.1182108626198083, 0.07692307692307693, 0.13782051282051283, 0.10897435897435898, 0.08333333333333333, 0.12179487179487179, 0.09294871794871795, 0.057692307692307696, 0.14102564102564102, 0.10897435897435898, 0.12179487179487179, 0.10897435897435898, 0.057692307692307696, 0.08653846153846154, 0.10897435897435898, 0.11858974358974358, 0.10576923076923077]"
32,"[0.08306709265175719, 0.10543130990415335, 0.14376996805111822, 0.07028753993610223, 0.10862619808306709, 0.08306709265175719, 0.11182108626198083, 0.11501597444089456, 0.11182108626198083, 0.0926517571884984, 0.0670926517571885, 0.1597444089456869, 0.1182108626198083, 0.10223642172523961, 0.10862619808306709, 0.07028753993610223, 0.13782051282051283, 0.08012820512820513, 0.07371794871794872, 0.13141025641025642, 0.08333333333333333, 0.08974358974358974, 0.11538461538461539, 0.10897435897435898, 0.060897435897435896, 0.09294871794871795, 0.08653846153846154, 0.11858974358974358, 0.1282051282051282, 0.10897435897435898, 0.11858974358974358, 0.13782051282051283]"
33,"[0.09904153354632587, 0.07028753993610223, 0.05750798722044728, 0.09904153354632587, 0.08306709265175719, 0.09584664536741214, 0.10543130990415335, 0.10862619808306709, 0.10543130990415335, 0.09584664536741214, 0.09904153354632587, 0.07348242811501597, 0.08945686900958466, 0.10862619808306709, 0.05750798722044728, 0.10862619808306709, 0.08653846153846154, 0.12179487179487179, 0.08974358974358974, 0.08653846153846154, 0.11858974358974358, 0.0641025641025641, 0.08012820512820513, 0.1346153846153846, 0.10897435897435898, 0.12179487179487179, 0.10256410256410256, 0.057692307692307696, 0.08333333333333333, 0.10897435897435898, 0.11858974358974358, 0.16346153846153846]"
34,"[0.08626198083067092, 0.11182108626198083, 0.1501597444089457, 0.08626198083067092, 0.10223642172523961, 0.08626198083067092, 0.11501597444089456, 0.13738019169329074, 0.10543130990415335, 0.08945686900958466, 0.07667731629392971, 0.12140575079872204, 0.0926517571884984, 0.10223642172523961, 0.10862619808306709, 0.07028753993610223, 0.13782051282051283, 0.07371794871794872, 0.07692307692307693, 0.10576923076923077, 0.09615384615384616, 0.08974358974358974, 0.11538461538461539, 0.10897435897435898, 0.08653846153846154, 0.09294871794871795, 0.08653846153846154, 0.11858974358974358, 0.1282051282051282, 0.10897435897435898, 0.11858974358974358, 0.1987179487179487]"
35,"[0.134185303514377, 0.06070287539936102, 0.05750798722044728, 0.12779552715654952, 0.07987220447284345, 0.0926517571884984, 0.09904153354632587, 0.10543130990415335, 0.10543130990415335, 0.07348242811501597, 0.0926517571884984, 0.07348242811501597, 0.08945686900958466, 0.10543130990415335, 0.07987220447284345, 0.10862619808306709, 0.08653846153846154, 0.10256410256410256, 0.08974358974358974, 0.08653846153846154, 0.11858974358974358, 0.07051282051282051, 0.0673076923076923, 0.1346153846153846, 0.10897435897435898, 0.11858974358974358, 0.10256410256410256, 0.057692307692307696, 0.08012820512820513, 0.09935897435897435, 0.11858974358974358, 0.266025641025641]"
36,"[0.08306709265175719, 0.12460063897763578, 0.11182108626198083, 0.07987220447284345, 0.09904153354632587, 0.08626198083067092, 0.12779552715654952, 0.12140575079872204, 0.08626198083067092, 0.08306709265175719, 0.08306709265175719, 0.11501597444089456, 0.051118210862619806, 0.10223642172523961, 0.10862619808306709, 0.07028753993610223, 0.13782051282051283, 0.07692307692307693, 0.07371794871794872, 0.07371794871794872, 0.11538461538461539, 0.08974358974358974, 0.11538461538461539, 0.10897435897435898, 0.09294871794871795, 0.09294871794871795, 0.08653846153846154, 0.11858974358974358, 0.1282051282051282, 0.08974358974358974, 0.11858974358974358, 0.21474358974358973]"
37,"[0.12140575079872204, 0.0670926517571885, 0.05750798722044728, 0.10543130990415335, 0.09584664536741214, 0.08626198083067092, 0.09904153354632587, 0.10223642172523961, 0.10543130990415335, 0.0670926517571885, 0.0926517571884984, 0.07348242811501597, 0.08945686900958466, 0.0926517571884984, 0.06070287539936102, 0.11501597444089456, 0.08333333333333333, 0.09935897435897435, 0.08974358974358974, 0.07692307692307693, 0.11858974358974358, 0.057692307692307696, 0.05448717948717949, 0.1346153846153846, 0.10897435897435898, 0.10576923076923077, 0.09935897435897435, 0.057692307692307696, 0.09615384615384616, 0.09294871794871795, 0.11858974358974358, 0.3269230769230769]"
38,"[0.08626198083067092, 0.11182108626198083, 0.09904153354632587, 0.08945686900958466, 0.09904153354632587, 0.09584664536741214, 0.13099041533546327, 0.11182108626198083, 0.08626198083067092, 0.08945686900958466, 0.08306709265175719, 0.11501597444089456, 0.06070287539936102, 0.10223642172523961, 0.10862619808306709, 0.07028753993610223, 0.1346153846153846, 0.07692307692307693, 0.07371794871794872, 0.07371794871794872, 0.11217948717948718, 0.08974358974358974, 0.11538461538461539, 0.10897435897435898, 0.11217948717948718, 0.09294871794871795, 0.08653846153846154, 0.11858974358974358, 0.1282051282051282, 0.08974358974358974, 0.11858974358974358, 0.30448717948717946]"
39,"[0.1182108626198083, 0.07667731629392971, 0.05750798722044728, 0.0926517571884984, 0.09584664536741214, 0.08626198083067092, 0.09904153354632587, 0.07987220447284345, 0.10223642172523961, 0.0670926517571885, 0.0926517571884984, 0.08626198083067092, 0.08945686900958466, 0.0926517571884984, 0.07028753993610223, 0.1182108626198083, 0.08333333333333333, 0.09935897435897435, 0.08974358974358974, 0.07692307692307693, 0.11858974358974358, 0.05128205128205128, 0.0673076923076923, 0.1346153846153846, 0.10897435897435898, 0.11217948717948718, 0.14743589743589744, 0.057692307692307696, 0.09615384615384616, 0.08974358974358974, 0.11858974358974358, 0.3269230769230769]"
40,"[0.08945686900958466, 0.11182108626198083, 0.09904153354632587, 0.12779552715654952, 0.09904153354632587, 0.09904153354632587, 0.13099041533546327, 0.11182108626198083, 0.08945686900958466, 0.09584664536741214, 0.08306709265175719, 0.11501597444089456, 0.06070287539936102, 0.10223642172523961, 0.10862619808306709, 0.07028753993610223, 0.14102564102564102, 0.08653846153846154, 0.08333333333333333, 0.07371794871794872, 0.12179487179487179, 0.08974358974358974, 0.11538461538461539, 0.10897435897435898, 0.13141025641025642, 0.09294871794871795, 0.08653846153846154, 0.11858974358974358, 0.1282051282051282, 0.08974358974358974, 0.11858974358974358, 0.3525641025641026]"
41,"[0.12460063897763578, 0.08306709265175719, 0.05750798722044728, 0.0926517571884984, 0.09584664536741214, 0.0926517571884984, 0.09904153354632587, 0.10543130990415335, 0.10223642172523961, 0.07348242811501597, 0.0926517571884984, 0.10543130990415335, 0.08945686900958466, 0.0926517571884984, 0.07028753993610223, 0.11501597444089456, 0.08333333333333333, 0.10576923076923077, 0.08974358974358974, 0.060897435897435896, 0.12179487179487179, 0.11538461538461539, 0.07051282051282051, 0.13782051282051283, 0.10897435897435898, 0.10576923076923077, 0.13782051282051283, 0.057692307692307696, 0.07692307692307693, 0.08974358974358974, 0.11858974358974358, 0.2916666666666667]"
42,"[0.08945686900958466, 0.12460063897763578, 0.134185303514377, 0.13738019169329074, 0.12140575079872204, 0.09904153354632587, 0.13099041533546327, 0.11501597444089456, 0.10862619808306709, 0.09584664536741214, 0.08306709265175719, 0.11501597444089456, 0.06070287539936102, 0.10223642172523961, 0.10862619808306709, 0.0670926517571885, 0.14423076923076922, 0.09615384615384616, 0.08333333333333333, 0.07371794871794872, 0.12179487179487179, 0.08974358974358974, 0.11538461538461539, 0.10897435897435898, 0.13141025641025642, 0.09294871794871795, 0.08653846153846154, 0.11538461538461539, 0.041666666666666664, 0.08974358974358974, 0.11858974358974358, 0.3942307692307692]"
