eigenvector_centrality,[31 30 29]
0,"[0.08945686900958466, 0.10862619808306709, 0.054313099041533544, 0.13738019169329074, 0.07987220447284345, 0.09904153354632587, 0.07348242811501597, 0.07987220447284345, 0.07667731629392971, 0.11182108626198083, 0.10862619808306709, 0.07667731629392971, 0.06070287539936102, 0.09904153354632587, 0.07028753993610223, 0.09904153354632587, 0.13141025641025642, 0.10576923076923077, 0.1346153846153846, 0.07371794871794872, 0.05448717948717949, 0.11538461538461539, 0.09615384615384616, 0.09615384615384616, 0.1346153846153846, 0.10256410256410256, 0.11538461538461539, 0.09935897435897435, 0.07692307692307693, 0.11538461538461539, 0.09935897435897435, 0.125]"
1,"[0.07348242811501597, 0.08306709265175719, 0.07667731629392971, 0.10543130990415335, 0.1182108626198083, 0.0926517571884984, 0.13099041533546327, 0.12460063897763578, 0.07667731629392971, 0.10543130990415335, 0.04472843450479233, 0.13099041533546327, 0.06070287539936102, 0.0926517571884984, 0.07028753993610223, 0.09904153354632587, 0.08653846153846154, 0.11858974358974358, 0.08333333333333333, 0.11858974358974358, 0.11858974358974358, 0.08974358974358974, 0.057692307692307696, 0.09615384615384616, 0.10256410256410256, 0.08012820512820513, 0.09935897435897435, 0.12179487179487179, 0.07692307692307693, 0.12179487179487179, 0.13141025641025642, 0.09294871794871795]"
2,"[0.08626198083067092, 0.11182108626198083, 0.054313099041533544, 0.10862619808306709, 0.11501597444089456, 0.09904153354632587, 0.13099041533546327, 0.12460063897763578, 0.07667731629392971, 0.08945686900958466, 0.08306709265175719, 0.134185303514377, 0.06070287539936102, 0.0926517571884984, 0.07028753993610223, 0.09904153354632587, 0.13141025641025642, 0.019230769230769232, 0.1346153846153846, 0.09294871794871795, 0.0673076923076923, 0.11538461538461539, 0.08012820512820513, 0.09615384615384616, 0.08333333333333333, 0.10256410256410256, 0.05128205128205128, 0.09935897435897435, 0.07692307692307693, 0.08974358974358974, 0.13141025641025642, 0.125]"
3,"[0.019169329073482427, 0.08306709265175719, 0.07348242811501597, 0.13738019169329074, 0.09584664536741214, 0.0926517571884984, 0.13099041533546327, 0.12460063897763578, 0.07987220447284345, 0.025559105431309903, 0.08306709265175719, 0.10862619808306709, 0.06070287539936102, 0.0926517571884984, 0.07028753993610223, 0.09904153354632587, 0.009615384615384616, 0.11858974358974358, 0.08333333333333333, 0.11217948717948718, 0.11858974358974358, 0.07051282051282051, 0.07371794871794872, 0.09615384615384616, 0.10256410256410256, 0.08012820512820513, 0.14743589743589744, 0.09294871794871795, 0.07692307692307693, 0.12179487179487179, 0.13141025641025642, 0.09294871794871795]"
4,"[0.04153354632587859, 0.08306709265175719, 0.054313099041533544, 0.13738019169329074, 0.11501597444089456, 0.09904153354632587, 0.13099041533546327, 0.12460063897763578, 0.07667731629392971, 0.09584664536741214, 0.08306709265175719, 0.134185303514377, 0.06070287539936102, 0.0926517571884984, 0.07028753993610223, 0.09904153354632587, 0.13141025641025642, 0.038461538461538464, 0.07692307692307693, 0.09294871794871795, 0.028846153846153848, 0.11538461538461539, 0.08012820512820513, 0.09615384615384616, 0.038461538461538464, 0.10256410256410256, 0.04807692307692308, 0.09935897435897435, 0.07692307692307693, 0.08974358974358974, 0.13141025641025642, 0.09294871794871795]"
5,"[0.03194888178913738, 0.051118210862619806, 0.0, 0.13738019169329074, 0.03194888178913738, 0.0926517571884984, 0.13099041533546327, 0.12460063897763578, 0.04153354632587859, 0.09584664536741214, 0.08306709265175719, 0.07348242811501597, 0.01597444089456869, 0.0926517571884984, 0.07028753993610223, 0.09904153354632587, 0.016025641025641024, 0.11858974358974358, 0.08333333333333333, 0.03205128205128205, 0.11858974358974358, 0.0673076923076923, 0.0641025641025641, 0.09615384615384616, 0.10256410256410256, 0.05128205128205128, 0.04487179487179487, 0.0641025641025641, 0.060897435897435896, 0.07371794871794872, 0.13141025641025642, 0.09294871794871795]"
6,"[0.08306709265175719, 0.022364217252396165, 0.054313099041533544, 0.006389776357827476, 0.11501597444089456, 0.051118210862619806, 0.02875399361022364, 0.12460063897763578, 0.025559105431309903, 0.04472843450479233, 0.022364217252396165, 0.134185303514377, 0.019169329073482427, 0.019169329073482427, 0.07028753993610223, 0.09904153354632587, 0.13141025641025642, 0.035256410256410256, 0.016025641025641024, 0.08653846153846154, 0.009615384615384616, 0.11538461538461539, 0.041666666666666664, 0.09615384615384616, 0.057692307692307696, 0.022435897435897436, 0.125, 0.01282051282051282, 0.09935897435897435, 0.016025641025641024, 0.10256410256410256, 0.08333333333333333]"
7,"[0.07348242811501597, 0.03194888178913738, 0.02875399361022364, 0.13738019169329074, 0.03194888178913738, 0.0926517571884984, 0.13099041533546327, 0.12779552715654952, 0.03194888178913738, 0.01597444089456869, 0.08306709265175719, 0.12779552715654952, 0.09904153354632587, 0.03194888178913738, 0.025559105431309903, 0.09904153354632587, 0.060897435897435896, 0.00641025641025641, 0.019230769230769232, 0.038461538461538464, 0.10256410256410256, 0.035256410256410256, 0.038461538461538464, 0.01282051282051282, 0.10256410256410256, 0.038461538461538464, 0.038461538461538464, 0.03205128205128205, 0.02564102564102564, 0.11538461538461539, 0.11858974358974358, 0.028846153846153848]"
8,"[0.006389776357827476, 0.06389776357827476, 0.025559105431309903, 0.025559105431309903, 0.11501597444089456, 0.05750798722044728, 0.0670926517571885, 0.12460063897763578, 0.025559105431309903, 0.038338658146964855, 0.06070287539936102, 0.10862619808306709, 0.012779552715654952, 0.08626198083067092, 0.07028753993610223, 0.10543130990415335, 0.009615384615384616, 0.035256410256410256, 0.003205128205128205, 0.01282051282051282, 0.016025641025641024, 0.11538461538461539, 0.016025641025641024, 0.09615384615384616, 0.028846153846153848, 0.01282051282051282, 0.11538461538461539, 0.04487179487179487, 0.016025641025641024, 0.009615384615384616, 0.041666666666666664, 0.035256410256410256]"
9,"[0.08306709265175719, 0.02875399361022364, 0.08626198083067092, 0.06070287539936102, 0.054313099041533544, 0.06389776357827476, 0.01597444089456869, 0.12779552715654952, 0.02875399361022364, 0.003194888178913738, 0.038338658146964855, 0.03514376996805112, 0.07348242811501597, 0.08945686900958466, 0.10543130990415335, 0.03514376996805112, 0.009615384615384616, 0.08333333333333333, 0.04487179487179487, 0.028846153846153848, 0.08012820512820513, 0.0673076923076923, 0.08012820512820513, 0.00641025641025641, 0.009615384615384616, 0.07371794871794872, 0.00641025641025641, 0.04487179487179487, 0.0, 0.057692307692307696, 0.10897435897435898, 0.04487179487179487]"
10,"[0.10223642172523961, 0.08306709265175719, 0.054313099041533544, 0.07028753993610223, 0.04792332268370607, 0.09904153354632587, 0.10223642172523961, 0.01597444089456869, 0.003194888178913738, 0.08626198083067092, 0.11501597444089456, 0.05750798722044728, 0.06070287539936102, 0.003194888178913738, 0.07028753993610223, 0.09904153354632587, 0.003205128205128205, 0.00641025641025641, 0.08333333333333333, 0.09935897435897435, 0.041666666666666664, 0.11538461538461539, 0.0, 0.09615384615384616, 0.009615384615384616, 0.0, 0.14743589743589744, 0.09935897435897435, 0.0673076923076923, 0.08012820512820513, 0.11858974358974358, 0.0]"
11,"[0.006389776357827476, 0.10223642172523961, 0.08626198083067092, 0.08306709265175719, 0.07028753993610223, 0.09904153354632587, 0.025559105431309903, 0.08306709265175719, 0.022364217252396165, 0.012779552715654952, 0.012779552715654952, 0.13099041533546327, 0.006389776357827476, 0.038338658146964855, 0.054313099041533544, 0.009584664536741214, 0.10256410256410256, 0.003205128205128205, 0.060897435897435896, 0.08974358974358974, 0.0, 0.08653846153846154, 0.08012820512820513, 0.028846153846153848, 0.12179487179487179, 0.08012820512820513, 0.01282051282051282, 0.10256410256410256, 0.09294871794871795, 0.08974358974358974, 0.13141025641025642, 0.041666666666666664]"
12,"[0.10223642172523961, 0.0, 0.054313099041533544, 0.07028753993610223, 0.003194888178913738, 0.09904153354632587, 0.05750798722044728, 0.12460063897763578, 0.003194888178913738, 0.10862619808306709, 0.11501597444089456, 0.134185303514377, 0.038338658146964855, 0.003194888178913738, 0.006389776357827476, 0.10543130990415335, 0.041666666666666664, 0.09935897435897435, 0.08333333333333333, 0.003205128205128205, 0.07371794871794872, 0.003205128205128205, 0.0641025641025641, 0.09615384615384616, 0.003205128205128205, 0.10576923076923077, 0.00641025641025641, 0.09935897435897435, 0.009615384615384616, 0.028846153846153848, 0.11858974358974358, 0.09294871794871795]"
13,"[0.08945686900958466, 0.08945686900958466, 0.07667731629392971, 0.13738019169329074, 0.08306709265175719, 0.0, 0.13099041533546327, 0.12779552715654952, 0.03194888178913738, 0.11182108626198083, 0.08306709265175719, 0.04153354632587859, 0.022364217252396165, 0.10862619808306709, 0.10223642172523961, 0.09904153354632587, 0.022435897435897436, 0.00641025641025641, 0.08333333333333333, 0.08653846153846154, 0.0, 0.09615384615384616, 0.08012820512820513, 0.10256410256410256, 0.08333333333333333, 0.08012820512820513, 0.11217948717948718, 0.10256410256410256, 0.09935897435897435, 0.08974358974358974, 0.13141025641025642, 0.11858974358974358]"
14,"[0.07987220447284345, 0.08306709265175719, 0.054313099041533544, 0.08945686900958466, 0.0, 0.12140575079872204, 0.14696485623003194, 0.12460063897763578, 0.054313099041533544, 0.13738019169329074, 0.12140575079872204, 0.134185303514377, 0.11182108626198083, 0.003194888178913738, 0.07028753993610223, 0.06389776357827476, 0.041666666666666664, 0.15705128205128205, 0.09294871794871795, 0.09935897435897435, 0.11217948717948718, 0.11538461538461539, 0.0673076923076923, 0.08974358974358974, 0.03205128205128205, 0.08012820512820513, 0.14743589743589744, 0.11217948717948718, 0.0, 0.09615384615384616, 0.11858974358974358, 0.09294871794871795]"
15,"[0.10543130990415335, 0.11501597444089456, 0.07987220447284345, 0.13738019169329074, 0.08306709265175719, 0.09904153354632587, 0.13099041533546327, 0.0926517571884984, 0.10223642172523961, 0.07028753993610223, 0.08306709265175719, 0.10543130990415335, 0.06070287539936102, 0.14376996805111822, 0.14057507987220447, 0.09904153354632587, 0.08012820512820513, 0.060897435897435896, 0.08333333333333333, 0.09615384615384616, 0.0641025641025641, 0.10576923076923077, 0.14102564102564102, 0.10256410256410256, 0.13141025641025642, 0.125, 0.09935897435897435, 0.10256410256410256, 0.09294871794871795, 0.04807692307692308, 0.13141025641025642, 0.125]"
16,"[0.1182108626198083, 0.08306709265175719, 0.054313099041533544, 0.08306709265175719, 0.09584664536741214, 0.10543130990415335, 0.134185303514377, 0.12460063897763578, 0.10223642172523961, 0.134185303514377, 0.11182108626198083, 0.134185303514377, 0.09904153354632587, 0.07028753993610223, 0.07028753993610223, 0.08945686900958466, 0.08333333333333333, 0.16025641025641027, 0.08012820512820513, 0.09935897435897435, 0.09935897435897435, 0.10576923076923077, 0.0673076923076923, 0.09615384615384616, 0.11538461538461539, 0.10576923076923077, 0.14743589743589744, 0.10256410256410256, 0.07692307692307693, 0.10897435897435898, 0.10897435897435898, 0.08333333333333333]"
17,"[0.08945686900958466, 0.09584664536741214, 0.0926517571884984, 0.13738019169329074, 0.1182108626198083, 0.09904153354632587, 0.13099041533546327, 0.08945686900958466, 0.10543130990415335, 0.09584664536741214, 0.08306709265175719, 0.10543130990415335, 0.06070287539936102, 0.09904153354632587, 0.12779552715654952, 0.09904153354632587, 0.08653846153846154, 0.09615384615384616, 0.08333333333333333, 0.09935897435897435, 0.12179487179487179, 0.09935897435897435, 0.1282051282051282, 0.10256410256410256, 0.13141025641025642, 0.12179487179487179, 0.10256410256410256, 0.10256410256410256, 0.09294871794871795, 0.08974358974358974, 0.08012820512820513, 0.125]"
18,"[0.134185303514377, 0.08306709265175719, 0.054313099041533544, 0.08306709265175719, 0.09584664536741214, 0.09904153354632587, 0.1182108626198083, 0.12460063897763578, 0.10223642172523961, 0.12779552715654952, 0.11501597444089456, 0.134185303514377, 0.022364217252396165, 0.0926517571884984, 0.07028753993610223, 0.07667731629392971, 0.08333333333333333, 0.11538461538461539, 0.05448717948717949, 0.09935897435897435, 0.09935897435897435, 0.11538461538461539, 0.0673076923076923, 0.02564102564102564, 0.13141025641025642, 0.10576923076923077, 0.14743589743589744, 0.08012820512820513, 0.07692307692307693, 0.060897435897435896, 0.038461538461538464, 0.09294871794871795]"
19,"[0.08945686900958466, 0.09584664536741214, 0.01597444089456869, 0.13738019169329074, 0.13738019169329074, 0.09904153354632587, 0.13099041533546327, 0.08945686900958466, 0.10862619808306709, 0.09584664536741214, 0.08306709265175719, 0.09584664536741214, 0.06070287539936102, 0.04792332268370607, 0.009584664536741214, 0.09904153354632587, 0.08653846153846154, 0.09615384615384616, 0.08333333333333333, 0.016025641025641024, 0.12179487179487179, 0.10256410256410256, 0.02564102564102564, 0.10256410256410256, 0.13141025641025642, 0.10576923076923077, 0.08333333333333333, 0.10256410256410256, 0.04487179487179487, 0.08974358974358974, 0.13141025641025642, 0.10256410256410256]"
