eigenvector_centrality,[31 30 29]
20,"[0.09904153354632587, 0.08306709265175719, 0.054313099041533544, 0.10862619808306709, 0.09584664536741214, 0.12140575079872204, 0.12140575079872204, 0.12460063897763578, 0.10223642172523961, 0.07987220447284345, 0.0926517571884984, 0.134185303514377, 0.08945686900958466, 0.0926517571884984, 0.07028753993610223, 0.11501597444089456, 0.08333333333333333, 0.09935897435897435, 0.1346153846153846, 0.09935897435897435, 0.09935897435897435, 0.11538461538461539, 0.0673076923076923, 0.09615384615384616, 0.0673076923076923, 0.10576923076923077, 0.14743589743589744, 0.11538461538461539, 0.07692307692307693, 0.11217948717948718, 0.09615384615384616, 0.09294871794871795]"
21,"[0.08945686900958466, 0.09904153354632587, 0.11501597444089456, 0.13738019169329074, 0.08945686900958466, 0.09904153354632587, 0.13099041533546327, 0.09584664536741214, 0.09584664536741214, 0.09584664536741214, 0.08306709265175719, 0.07667731629392971, 0.06070287539936102, 0.08626198083067092, 0.10223642172523961, 0.09904153354632587, 0.08653846153846154, 0.09615384615384616, 0.08333333333333333, 0.11858974358974358, 0.12179487179487179, 0.0673076923076923, 0.10897435897435898, 0.10256410256410256, 0.13141025641025642, 0.11538461538461539, 0.08974358974358974, 0.10256410256410256, 0.11858974358974358, 0.08974358974358974, 0.13141025641025642, 0.08653846153846154]"
22,"[0.09904153354632587, 0.08306709265175719, 0.054313099041533544, 0.10862619808306709, 0.09584664536741214, 0.12140575079872204, 0.12140575079872204, 0.12460063897763578, 0.10223642172523961, 0.07987220447284345, 0.0926517571884984, 0.134185303514377, 0.08945686900958466, 0.0926517571884984, 0.07028753993610223, 0.11501597444089456, 0.08333333333333333, 0.09935897435897435, 0.1346153846153846, 0.09935897435897435, 0.09935897435897435, 0.11538461538461539, 0.0673076923076923, 0.09615384615384616, 0.0673076923076923, 0.10576923076923077, 0.14743589743589744, 0.11538461538461539, 0.07692307692307693, 0.11217948717948718, 0.09615384615384616, 0.09294871794871795]"
23,"[0.08945686900958466, 0.09904153354632587, 0.11501597444089456, 0.13738019169329074, 0.08945686900958466, 0.09904153354632587, 0.13099041533546327, 0.09584664536741214, 0.09584664536741214, 0.09584664536741214, 0.08306709265175719, 0.07667731629392971, 0.06070287539936102, 0.08626198083067092, 0.10223642172523961, 0.09904153354632587, 0.08653846153846154, 0.09615384615384616, 0.08333333333333333, 0.11858974358974358, 0.12179487179487179, 0.0673076923076923, 0.10897435897435898, 0.10256410256410256, 0.13141025641025642, 0.11538461538461539, 0.08974358974358974, 0.10256410256410256, 0.11858974358974358, 0.08974358974358974, 0.13141025641025642, 0.08653846153846154]"
24,"[0.09904153354632587, 0.08306709265175719, 0.054313099041533544, 0.10862619808306709, 0.09584664536741214, 0.12140575079872204, 0.12140575079872204, 0.12460063897763578, 0.10223642172523961, 0.07987220447284345, 0.0926517571884984, 0.134185303514377, 0.08945686900958466, 0.0926517571884984, 0.07028753993610223, 0.11501597444089456, 0.08333333333333333, 0.09935897435897435, 0.1346153846153846, 0.09935897435897435, 0.09935897435897435, 0.11538461538461539, 0.0673076923076923, 0.09615384615384616, 0.0673076923076923, 0.10576923076923077, 0.14743589743589744, 0.11538461538461539, 0.07692307692307693, 0.11217948717948718, 0.09615384615384616, 0.09294871794871795]"
25,"[0.08945686900958466, 0.09904153354632587, 0.11501597444089456, 0.13738019169329074, 0.08945686900958466, 0.09904153354632587, 0.13099041533546327, 0.09584664536741214, 0.09584664536741214, 0.09584664536741214, 0.08306709265175719, 0.07667731629392971, 0.06070287539936102, 0.08626198083067092, 0.10223642172523961, 0.09904153354632587, 0.08653846153846154, 0.09615384615384616, 0.08333333333333333, 0.11858974358974358, 0.12179487179487179, 0.0673076923076923, 0.10897435897435898, 0.10256410256410256, 0.13141025641025642, 0.11538461538461539, 0.08974358974358974, 0.10256410256410256, 0.11858974358974358, 0.10256410256410256, 0.08974358974358974, 0.09294871794871795]"
26,"[0.09904153354632587, 0.08306709265175719, 0.054313099041533544, 0.10862619808306709, 0.09584664536741214, 0.12140575079872204, 0.12140575079872204, 0.12460063897763578, 0.10223642172523961, 0.07987220447284345, 0.0926517571884984, 0.134185303514377, 0.08945686900958466, 0.0926517571884984, 0.07028753993610223, 0.11501597444089456, 0.08333333333333333, 0.10256410256410256, 0.1346153846153846, 0.09935897435897435, 0.10576923076923077, 0.11538461538461539, 0.0673076923076923, 0.09615384615384616, 0.0673076923076923, 0.10576923076923077, 0.14743589743589744, 0.11538461538461539, 0.07692307692307693, 0.08974358974358974, 0.13141025641025642, 0.09294871794871795]"
27,"[0.08945686900958466, 0.134185303514377, 0.17891373801916932, 0.13738019169329074, 0.13099041533546327, 0.09904153354632587, 0.13099041533546327, 0.12140575079872204, 0.14696485623003194, 0.09584664536741214, 0.08306709265175719, 0.10862619808306709, 0.06070287539936102, 0.134185303514377, 0.1182108626198083, 0.09904153354632587, 0.11217948717948718, 0.09615384615384616, 0.08333333333333333, 0.15384615384615385, 0.12179487179487179, 0.12179487179487179, 0.125, 0.10256410256410256, 0.13141025641025642, 0.1282051282051282, 0.11538461538461539, 0.10256410256410256, 0.17307692307692307, 0.14102564102564102, 0.07371794871794872, 0.09294871794871795]"
28,"[0.16932907348242812, 0.08306709265175719, 0.054313099041533544, 0.18210862619808307, 0.09584664536741214, 0.18849840255591055, 0.1757188498402556, 0.12460063897763578, 0.10223642172523961, 0.1597444089456869, 0.13099041533546327, 0.134185303514377, 0.16932907348242812, 0.0926517571884984, 0.07028753993610223, 0.11501597444089456, 0.08333333333333333, 0.1762820512820513, 0.20512820512820512, 0.09935897435897435, 0.1794871794871795, 0.11538461538461539, 0.0673076923076923, 0.09615384615384616, 0.11858974358974358, 0.10576923076923077, 0.14743589743589744, 0.11538461538461539, 0.07692307692307693, 0.08974358974358974, 0.13141025641025642, 0.08974358974358974]"
29,"[0.08945686900958466, 0.18849840255591055, 0.2364217252396166, 0.13738019169329074, 0.17252396166134185, 0.09904153354632587, 0.13099041533546327, 0.15654952076677317, 0.16932907348242812, 0.09584664536741214, 0.08306709265175719, 0.15335463258785942, 0.06070287539936102, 0.17252396166134185, 0.19169329073482427, 0.09904153354632587, 0.16025641025641027, 0.09615384615384616, 0.08333333333333333, 0.19230769230769232, 0.12179487179487179, 0.15064102564102563, 0.18269230769230768, 0.10256410256410256, 0.13141025641025642, 0.16025641025641027, 0.13141025641025642, 0.10256410256410256, 0.16346153846153846, 0.08974358974358974, 0.13141025641025642, 0.08974358974358974]"
30,"[0.17252396166134185, 0.08306709265175719, 0.054313099041533544, 0.19808306709265175, 0.09584664536741214, 0.16613418530351437, 0.16932907348242812, 0.12460063897763578, 0.10223642172523961, 0.134185303514377, 0.17252396166134185, 0.134185303514377, 0.15654952076677317, 0.0926517571884984, 0.07028753993610223, 0.11501597444089456, 0.08333333333333333, 0.15705128205128205, 0.21474358974358973, 0.09935897435897435, 0.14743589743589744, 0.11538461538461539, 0.0673076923076923, 0.09615384615384616, 0.12179487179487179, 0.10576923076923077, 0.14743589743589744, 0.11538461538461539, 0.07692307692307693, 0.08974358974358974, 0.17307692307692307, 0.08974358974358974]"
31,"[0.08945686900958466, 0.15654952076677317, 0.19808306709265175, 0.13738019169329074, 0.13099041533546327, 0.09904153354632587, 0.13099041533546327, 0.15335463258785942, 0.11501597444089456, 0.09584664536741214, 0.08306709265175719, 0.1501597444089457, 0.06070287539936102, 0.1757188498402556, 0.20447284345047922, 0.09904153354632587, 0.11538461538461539, 0.09615384615384616, 0.08333333333333333, 0.1858974358974359, 0.12179487179487179, 0.15064102564102563, 0.18269230769230768, 0.10256410256410256, 0.13141025641025642, 0.16666666666666666, 0.13782051282051283, 0.10256410256410256, 0.07692307692307693, 0.09615384615384616, 0.1891025641025641, 0.08974358974358974]"
32,"[0.11501597444089456, 0.08306709265175719, 0.054313099041533544, 0.2012779552715655, 0.09584664536741214, 0.14376996805111822, 0.14696485623003194, 0.12460063897763578, 0.10223642172523961, 0.12779552715654952, 0.1597444089456869, 0.134185303514377, 0.12779552715654952, 0.0926517571884984, 0.07028753993610223, 0.11501597444089456, 0.08333333333333333, 0.13141025641025642, 0.1794871794871795, 0.09935897435897435, 0.1282051282051282, 0.11538461538461539, 0.0673076923076923, 0.09615384615384616, 0.10256410256410256, 0.10576923076923077, 0.14743589743589744, 0.11538461538461539, 0.07692307692307693, 0.19230769230769232, 0.11217948717948718, 0.08974358974358974]"
33,"[0.08945686900958466, 0.12460063897763578, 0.17891373801916932, 0.13738019169329074, 0.10223642172523961, 0.09904153354632587, 0.13099041533546327, 0.15654952076677317, 0.09904153354632587, 0.09584664536741214, 0.08306709265175719, 0.16293929712460065, 0.06070287539936102, 0.1597444089456869, 0.20766773162939298, 0.09904153354632587, 0.08012820512820513, 0.09615384615384616, 0.08333333333333333, 0.20512820512820512, 0.12179487179487179, 0.14743589743589744, 0.1891025641025641, 0.10256410256410256, 0.13141025641025642, 0.15705128205128205, 0.1346153846153846, 0.10256410256410256, 0.07692307692307693, 0.23397435897435898, 0.20833333333333334, 0.08974358974358974]"
34,"[0.09904153354632587, 0.08306709265175719, 0.054313099041533544, 0.2012779552715655, 0.09584664536741214, 0.10862619808306709, 0.134185303514377, 0.12460063897763578, 0.10223642172523961, 0.10223642172523961, 0.14057507987220447, 0.134185303514377, 0.134185303514377, 0.0926517571884984, 0.07028753993610223, 0.11501597444089456, 0.08333333333333333, 0.11858974358974358, 0.14743589743589744, 0.09935897435897435, 0.14423076923076922, 0.11538461538461539, 0.0673076923076923, 0.09615384615384616, 0.10576923076923077, 0.10576923076923077, 0.14743589743589744, 0.11538461538461539, 0.07692307692307693, 0.36538461538461536, 0.22756410256410256, 0.08974358974358974]"
35,"[0.08945686900958466, 0.11182108626198083, 0.16293929712460065, 0.13738019169329074, 0.09904153354632587, 0.09904153354632587, 0.13099041533546327, 0.16293929712460065, 0.09904153354632587, 0.09584664536741214, 0.08306709265175719, 0.16932907348242812, 0.06070287539936102, 0.17891373801916932, 0.2012779552715655, 0.09904153354632587, 0.08012820512820513, 0.09615384615384616, 0.08333333333333333, 0.20192307692307693, 0.12179487179487179, 0.15705128205128205, 0.1858974358974359, 0.10256410256410256, 0.13141025641025642, 0.17307692307692307, 0.14423076923076922, 0.10256410256410256, 0.07692307692307693, 0.23076923076923078, 0.34935897435897434, 0.08974358974358974]"
36,"[0.09904153354632587, 0.08306709265175719, 0.054313099041533544, 0.16613418530351437, 0.09584664536741214, 0.1182108626198083, 0.1597444089456869, 0.12460063897763578, 0.10223642172523961, 0.10543130990415335, 0.16613418530351437, 0.134185303514377, 0.1757188498402556, 0.0926517571884984, 0.07028753993610223, 0.11501597444089456, 0.08333333333333333, 0.12179487179487179, 0.17307692307692307, 0.09935897435897435, 0.16987179487179488, 0.11538461538461539, 0.0673076923076923, 0.09615384615384616, 0.1282051282051282, 0.10576923076923077, 0.14743589743589744, 0.11538461538461539, 0.07692307692307693, 0.30128205128205127, 0.34935897435897434, 0.08974358974358974]"
37,"[0.08945686900958466, 0.11182108626198083, 0.16293929712460065, 0.13738019169329074, 0.10862619808306709, 0.09904153354632587, 0.13099041533546327, 0.18849840255591055, 0.10543130990415335, 0.09584664536741214, 0.08306709265175719, 0.19488817891373802, 0.06070287539936102, 0.19169329073482427, 0.16613418530351437, 0.09904153354632587, 0.08653846153846154, 0.09615384615384616, 0.08333333333333333, 0.21153846153846154, 0.12179487179487179, 0.1955128205128205, 0.1762820512820513, 0.10256410256410256, 0.13141025641025642, 0.21794871794871795, 0.15705128205128205, 0.10256410256410256, 0.07692307692307693, 0.2692307692307692, 0.5192307692307693, 0.08974358974358974]"
38,"[0.09904153354632587, 0.08306709265175719, 0.054313099041533544, 0.18849840255591055, 0.09584664536741214, 0.1853035143769968, 0.2108626198083067, 0.12460063897763578, 0.10223642172523961, 0.12140575079872204, 0.2268370607028754, 0.134185303514377, 0.21405750798722045, 0.0926517571884984, 0.07028753993610223, 0.1182108626198083, 0.08333333333333333, 0.15384615384615385, 0.26282051282051283, 0.09935897435897435, 0.1762820512820513, 0.11538461538461539, 0.0673076923076923, 0.16025641025641027, 0.19230769230769232, 0.10576923076923077, 0.14743589743589744, 0.07371794871794872, 0.07692307692307693, 0.34294871794871795, 0.375, 0.08974358974358974]"
39,"[0.08945686900958466, 0.14376996805111822, 0.2268370607028754, 0.13738019169329074, 0.23003194888178913, 0.09904153354632587, 0.13099041533546327, 0.19169329073482427, 0.14696485623003194, 0.09584664536741214, 0.08306709265175719, 0.15335463258785942, 0.06070287539936102, 0.18210862619808307, 0.10223642172523961, 0.09904153354632587, 0.11858974358974358, 0.09615384615384616, 0.08333333333333333, 0.21474358974358973, 0.12179487179487179, 0.20833333333333334, 0.16025641025641027, 0.10256410256410256, 0.13141025641025642, 0.23076923076923078, 0.10576923076923077, 0.10256410256410256, 0.07692307692307693, 0.3076923076923077, 0.5480769230769231, 0.08974358974358974]"
40,"[0.14376996805111822, 0.08306709265175719, 0.054313099041533544, 0.21725239616613418, 0.09584664536741214, 0.1597444089456869, 0.2108626198083067, 0.12460063897763578, 0.10223642172523961, 0.16613418530351437, 0.1853035143769968, 0.134185303514377, 0.17252396166134185, 0.0926517571884984, 0.07028753993610223, 0.10862619808306709, 0.08333333333333333, 0.11538461538461539, 0.23397435897435898, 0.09935897435897435, 0.22756410256410256, 0.11538461538461539, 0.0673076923076923, 0.1346153846153846, 0.24358974358974358, 0.10576923076923077, 0.14743589743589744, 0.057692307692307696, 0.07692307692307693, 0.3301282051282051, 0.358974358974359, 0.08974358974358974]"
41,"[0.08945686900958466, 0.12460063897763578, 0.15335463258785942, 0.13738019169329074, 0.1853035143769968, 0.09904153354632587, 0.13099041533546327, 0.18210862619808307, 0.16293929712460065, 0.09584664536741214, 0.08306709265175719, 0.1853035143769968, 0.06070287539936102, 0.19808306709265175, 0.14057507987220447, 0.09904153354632587, 0.11858974358974358, 0.09615384615384616, 0.08333333333333333, 0.22435897435897437, 0.12179487179487179, 0.1858974358974359, 0.11538461538461539, 0.10256410256410256, 0.13141025641025642, 0.20192307692307693, 0.08653846153846154, 0.10256410256410256, 0.07692307692307693, 0.40064102564102566, 0.5384615384615384, 0.08974358974358974]"
42,"[0.10543130990415335, 0.08306709265175719, 0.054313099041533544, 0.16613418530351437, 0.09584664536741214, 0.14376996805111822, 0.23961661341853036, 0.12460063897763578, 0.10223642172523961, 0.14057507987220447, 0.2012779552715655, 0.134185303514377, 0.16932907348242812, 0.0926517571884984, 0.07028753993610223, 0.10862619808306709, 0.08333333333333333, 0.14743589743589744, 0.21153846153846154, 0.09935897435897435, 0.1282051282051282, 0.11538461538461539, 0.0673076923076923, 0.1346153846153846, 0.11538461538461539, 0.10576923076923077, 0.14743589743589744, 0.057692307692307696, 0.07692307692307693, 0.3782051282051282, 0.36217948717948717, 0.08974358974358974]"
