eigenvector_centrality,[31 30 29]
10,"[0.0, 0.09904153354632587, 0.14057507987220447, 0.006389776357827476, 0.06389776357827476, 0.003194888178913738, 0.003194888178913738, 0.08945686900958466, 0.10862619808306709, 0.0, 0.006389776357827476, 0.10543130990415335, 0.003194888178913738, 0.10223642172523961, 0.11501597444089456, 0.07028753993610223, 0.0641025641025641, 0.0, 0.003205128205128205, 0.028846153846153848, 0.003205128205128205, 0.09935897435897435, 0.07051282051282051, 0.038461538461538464, 0.0, 0.11538461538461539, 0.09294871794871795, 0.00641025641025641, 0.09615384615384616, 0.0, 0.003205128205128205, 0.09935897435897435]"
11,"[0.05750798722044728, 0.006389776357827476, 0.0, 0.08306709265175719, 0.0, 0.09904153354632587, 0.022364217252396165, 0.03514376996805112, 0.006389776357827476, 0.12140575079872204, 0.10543130990415335, 0.009584664536741214, 0.08945686900958466, 0.003194888178913738, 0.006389776357827476, 0.07348242811501597, 0.003205128205128205, 0.11858974358974358, 0.01282051282051282, 0.10576923076923077, 0.09935897435897435, 0.01282051282051282, 0.016025641025641024, 0.08333333333333333, 0.11217948717948718, 0.003205128205128205, 0.00641025641025641, 0.08333333333333333, 0.0, 0.10256410256410256, 0.09615384615384616, 0.019230769230769232]"
12,"[0.003194888178913738, 0.08945686900958466, 0.06389776357827476, 0.04472843450479233, 0.1182108626198083, 0.022364217252396165, 0.01597444089456869, 0.08945686900958466, 0.10862619808306709, 0.038338658146964855, 0.08626198083067092, 0.10543130990415335, 0.012779552715654952, 0.10223642172523961, 0.11501597444089456, 0.10543130990415335, 0.08333333333333333, 0.08333333333333333, 0.035256410256410256, 0.08653846153846154, 0.01282051282051282, 0.09935897435897435, 0.125, 0.0673076923076923, 0.00641025641025641, 0.11538461538461539, 0.09294871794871795, 0.05128205128205128, 0.09615384615384616, 0.0, 0.038461538461538464, 0.09935897435897435]"
13,"[0.12140575079872204, 0.10862619808306709, 0.019169329073482427, 0.08306709265175719, 0.009584664536741214, 0.09904153354632587, 0.11182108626198083, 0.09584664536741214, 0.1182108626198083, 0.12140575079872204, 0.10543130990415335, 0.09584664536741214, 0.08945686900958466, 0.09904153354632587, 0.10543130990415335, 0.07348242811501597, 0.04487179487179487, 0.11858974358974358, 0.07051282051282051, 0.11538461538461539, 0.09935897435897435, 0.09615384615384616, 0.11538461538461539, 0.08333333333333333, 0.11217948717948718, 0.08653846153846154, 0.10897435897435898, 0.08333333333333333, 0.022435897435897436, 0.10256410256410256, 0.09615384615384616, 0.08012820512820513]"
14,"[0.08945686900958466, 0.09904153354632587, 0.08626198083067092, 0.1182108626198083, 0.1182108626198083, 0.09904153354632587, 0.09584664536741214, 0.08945686900958466, 0.10862619808306709, 0.1182108626198083, 0.09584664536741214, 0.10543130990415335, 0.09904153354632587, 0.10223642172523961, 0.11501597444089456, 0.10543130990415335, 0.08333333333333333, 0.09294871794871795, 0.11858974358974358, 0.08653846153846154, 0.08974358974358974, 0.09935897435897435, 0.125, 0.07051282051282051, 0.12179487179487179, 0.11538461538461539, 0.09294871794871795, 0.10576923076923077, 0.09615384615384616, 0.08974358974358974, 0.07051282051282051, 0.09935897435897435]"
15,"[0.12140575079872204, 0.10862619808306709, 0.09904153354632587, 0.08306709265175719, 0.134185303514377, 0.09904153354632587, 0.1182108626198083, 0.09584664536741214, 0.12460063897763578, 0.12140575079872204, 0.10543130990415335, 0.09584664536741214, 0.08945686900958466, 0.09904153354632587, 0.10543130990415335, 0.07348242811501597, 0.060897435897435896, 0.11858974358974358, 0.07051282051282051, 0.11538461538461539, 0.09935897435897435, 0.10576923076923077, 0.11538461538461539, 0.08333333333333333, 0.11217948717948718, 0.10256410256410256, 0.10897435897435898, 0.08333333333333333, 0.0673076923076923, 0.10256410256410256, 0.09615384615384616, 0.08012820512820513]"
16,"[0.08945686900958466, 0.09904153354632587, 0.08626198083067092, 0.1182108626198083, 0.1182108626198083, 0.09904153354632587, 0.09584664536741214, 0.08945686900958466, 0.10862619808306709, 0.1182108626198083, 0.09584664536741214, 0.10543130990415335, 0.09904153354632587, 0.10223642172523961, 0.11501597444089456, 0.10543130990415335, 0.08333333333333333, 0.09294871794871795, 0.11858974358974358, 0.08653846153846154, 0.08974358974358974, 0.09935897435897435, 0.125, 0.07051282051282051, 0.12179487179487179, 0.11538461538461539, 0.09294871794871795, 0.10576923076923077, 0.09615384615384616, 0.08974358974358974, 0.07051282051282051, 0.09935897435897435]"
17,"[0.12140575079872204, 0.10862619808306709, 0.09904153354632587, 0.08306709265175719, 0.134185303514377, 0.09904153354632587, 0.1182108626198083, 0.09584664536741214, 0.12460063897763578, 0.12140575079872204, 0.10543130990415335, 0.09584664536741214, 0.08945686900958466, 0.09904153354632587, 0.10543130990415335, 0.07348242811501597, 0.060897435897435896, 0.11858974358974358, 0.07051282051282051, 0.11538461538461539, 0.09935897435897435, 0.10576923076923077, 0.11538461538461539, 0.08333333333333333, 0.11217948717948718, 0.10256410256410256, 0.10897435897435898, 0.08333333333333333, 0.0673076923076923, 0.10256410256410256, 0.09615384615384616, 0.08012820512820513]"
18,"[0.08945686900958466, 0.09904153354632587, 0.08626198083067092, 0.1182108626198083, 0.1182108626198083, 0.09904153354632587, 0.09584664536741214, 0.08945686900958466, 0.10862619808306709, 0.1182108626198083, 0.09584664536741214, 0.10543130990415335, 0.09904153354632587, 0.10223642172523961, 0.11501597444089456, 0.10543130990415335, 0.08333333333333333, 0.09294871794871795, 0.11858974358974358, 0.08653846153846154, 0.08974358974358974, 0.09935897435897435, 0.125, 0.07051282051282051, 0.12179487179487179, 0.11538461538461539, 0.09294871794871795, 0.10576923076923077, 0.09615384615384616, 0.08974358974358974, 0.07051282051282051, 0.09935897435897435]"
19,"[0.12140575079872204, 0.10862619808306709, 0.09904153354632587, 0.08306709265175719, 0.134185303514377, 0.09904153354632587, 0.1182108626198083, 0.09584664536741214, 0.12460063897763578, 0.12140575079872204, 0.10543130990415335, 0.09584664536741214, 0.08945686900958466, 0.09904153354632587, 0.10543130990415335, 0.07348242811501597, 0.060897435897435896, 0.11858974358974358, 0.07051282051282051, 0.11538461538461539, 0.09935897435897435, 0.10576923076923077, 0.11538461538461539, 0.08333333333333333, 0.11217948717948718, 0.10256410256410256, 0.10897435897435898, 0.08333333333333333, 0.0673076923076923, 0.10256410256410256, 0.09615384615384616, 0.08012820512820513]"
20,"[0.08945686900958466, 0.09904153354632587, 0.08626198083067092, 0.1182108626198083, 0.1182108626198083, 0.09904153354632587, 0.09584664536741214, 0.08945686900958466, 0.10862619808306709, 0.1182108626198083, 0.09584664536741214, 0.10543130990415335, 0.09904153354632587, 0.10223642172523961, 0.11501597444089456, 0.10543130990415335, 0.08333333333333333, 0.09294871794871795, 0.11858974358974358, 0.08653846153846154, 0.08974358974358974, 0.09935897435897435, 0.125, 0.07051282051282051, 0.12179487179487179, 0.11538461538461539, 0.09294871794871795, 0.10576923076923077, 0.09615384615384616, 0.08974358974358974, 0.07051282051282051, 0.09935897435897435]"
21,"[0.12140575079872204, 0.10862619808306709, 0.09904153354632587, 0.08306709265175719, 0.134185303514377, 0.09904153354632587, 0.1182108626198083, 0.09584664536741214, 0.12460063897763578, 0.12140575079872204, 0.10543130990415335, 0.09584664536741214, 0.08945686900958466, 0.09904153354632587, 0.10543130990415335, 0.07348242811501597, 0.060897435897435896, 0.11858974358974358, 0.07051282051282051, 0.11538461538461539, 0.09935897435897435, 0.10576923076923077, 0.11538461538461539, 0.08333333333333333, 0.11217948717948718, 0.10256410256410256, 0.10897435897435898, 0.08333333333333333, 0.0673076923076923, 0.10256410256410256, 0.09615384615384616, 0.08012820512820513]"
22,"[0.08945686900958466, 0.09904153354632587, 0.08626198083067092, 0.1182108626198083, 0.1182108626198083, 0.09904153354632587, 0.09584664536741214, 0.08945686900958466, 0.10862619808306709, 0.1182108626198083, 0.09584664536741214, 0.10543130990415335, 0.09904153354632587, 0.10223642172523961, 0.11501597444089456, 0.10543130990415335, 0.08333333333333333, 0.09294871794871795, 0.11858974358974358, 0.08653846153846154, 0.08974358974358974, 0.09935897435897435, 0.125, 0.07051282051282051, 0.12179487179487179, 0.11538461538461539, 0.09294871794871795, 0.10576923076923077, 0.09615384615384616, 0.08974358974358974, 0.07051282051282051, 0.09935897435897435]"
23,"[0.12140575079872204, 0.10862619808306709, 0.09904153354632587, 0.08306709265175719, 0.134185303514377, 0.09904153354632587, 0.1182108626198083, 0.09584664536741214, 0.12460063897763578, 0.12140575079872204, 0.10543130990415335, 0.09584664536741214, 0.08945686900958466, 0.09904153354632587, 0.10543130990415335, 0.07348242811501597, 0.060897435897435896, 0.11858974358974358, 0.07051282051282051, 0.11538461538461539, 0.09935897435897435, 0.10576923076923077, 0.11538461538461539, 0.08333333333333333, 0.11217948717948718, 0.10256410256410256, 0.10897435897435898, 0.08333333333333333, 0.0673076923076923, 0.10256410256410256, 0.09615384615384616, 0.08012820512820513]"
24,"[0.08945686900958466, 0.09904153354632587, 0.08626198083067092, 0.1182108626198083, 0.1182108626198083, 0.09904153354632587, 0.09584664536741214, 0.08945686900958466, 0.10862619808306709, 0.1182108626198083, 0.09584664536741214, 0.10543130990415335, 0.09904153354632587, 0.10223642172523961, 0.11501597444089456, 0.10543130990415335, 0.08333333333333333, 0.09294871794871795, 0.11858974358974358, 0.08653846153846154, 0.08974358974358974, 0.09935897435897435, 0.125, 0.07051282051282051, 0.12179487179487179, 0.11538461538461539, 0.09294871794871795, 0.10576923076923077, 0.09615384615384616, 0.08974358974358974, 0.07051282051282051, 0.09935897435897435]"
25,"[0.12140575079872204, 0.10862619808306709, 0.09904153354632587, 0.08306709265175719, 0.134185303514377, 0.09904153354632587, 0.1182108626198083, 0.09584664536741214, 0.12460063897763578, 0.12140575079872204, 0.10543130990415335, 0.09584664536741214, 0.08945686900958466, 0.09904153354632587, 0.10543130990415335, 0.07348242811501597, 0.060897435897435896, 0.11858974358974358, 0.07051282051282051, 0.11538461538461539, 0.09935897435897435, 0.10576923076923077, 0.11538461538461539, 0.08333333333333333, 0.11217948717948718, 0.10256410256410256, 0.10897435897435898, 0.08333333333333333, 0.0673076923076923, 0.08974358974358974, 0.07051282051282051, 0.09935897435897435]"
26,"[0.08945686900958466, 0.09904153354632587, 0.08626198083067092, 0.1182108626198083, 0.1182108626198083, 0.09904153354632587, 0.09584664536741214, 0.08945686900958466, 0.10862619808306709, 0.1182108626198083, 0.09584664536741214, 0.10543130990415335, 0.09904153354632587, 0.10223642172523961, 0.11501597444089456, 0.10543130990415335, 0.08333333333333333, 0.09294871794871795, 0.11858974358974358, 0.08653846153846154, 0.08974358974358974, 0.09935897435897435, 0.125, 0.07051282051282051, 0.12179487179487179, 0.11538461538461539, 0.09294871794871795, 0.10576923076923077, 0.09935897435897435, 0.10256410256410256, 0.08333333333333333, 0.09935897435897435]"
27,"[0.12140575079872204, 0.10862619808306709, 0.09904153354632587, 0.08306709265175719, 0.134185303514377, 0.09904153354632587, 0.1182108626198083, 0.09584664536741214, 0.12460063897763578, 0.12140575079872204, 0.10543130990415335, 0.09584664536741214, 0.08945686900958466, 0.09904153354632587, 0.10543130990415335, 0.07348242811501597, 0.060897435897435896, 0.11858974358974358, 0.07051282051282051, 0.11538461538461539, 0.09935897435897435, 0.10576923076923077, 0.11538461538461539, 0.08333333333333333, 0.11217948717948718, 0.10256410256410256, 0.10897435897435898, 0.08333333333333333, 0.0673076923076923, 0.07051282051282051, 0.08974358974358974, 0.09615384615384616]"
28,"[0.08945686900958466, 0.09904153354632587, 0.08626198083067092, 0.1182108626198083, 0.1182108626198083, 0.09904153354632587, 0.09584664536741214, 0.08945686900958466, 0.10862619808306709, 0.1182108626198083, 0.09584664536741214, 0.10543130990415335, 0.09904153354632587, 0.09904153354632587, 0.11501597444089456, 0.10543130990415335, 0.08333333333333333, 0.09294871794871795, 0.11858974358974358, 0.08653846153846154, 0.08974358974358974, 0.09935897435897435, 0.125, 0.07051282051282051, 0.12179487179487179, 0.11538461538461539, 0.09294871794871795, 0.10576923076923077, 0.1282051282051282, 0.09615384615384616, 0.08974358974358974, 0.08012820512820513]"
29,"[0.12140575079872204, 0.10862619808306709, 0.09904153354632587, 0.08306709265175719, 0.134185303514377, 0.09904153354632587, 0.1182108626198083, 0.09584664536741214, 0.12460063897763578, 0.12140575079872204, 0.10543130990415335, 0.09584664536741214, 0.08945686900958466, 0.09904153354632587, 0.10543130990415335, 0.07348242811501597, 0.060897435897435896, 0.11858974358974358, 0.07051282051282051, 0.11538461538461539, 0.09935897435897435, 0.10576923076923077, 0.11538461538461539, 0.08333333333333333, 0.11217948717948718, 0.10256410256410256, 0.10897435897435898, 0.08333333333333333, 0.16987179487179488, 0.16025641025641027, 0.08974358974358974, 0.11858974358974358]"
30,"[0.08945686900958466, 0.09904153354632587, 0.08626198083067092, 0.1182108626198083, 0.1182108626198083, 0.09904153354632587, 0.09584664536741214, 0.08945686900958466, 0.10862619808306709, 0.1182108626198083, 0.09584664536741214, 0.10543130990415335, 0.09904153354632587, 0.04153354632587859, 0.03194888178913738, 0.10543130990415335, 0.08333333333333333, 0.09294871794871795, 0.11858974358974358, 0.08653846153846154, 0.08974358974358974, 0.08012820512820513, 0.060897435897435896, 0.07051282051282051, 0.12179487179487179, 0.07692307692307693, 0.04487179487179487, 0.10576923076923077, 0.1282051282051282, 0.08974358974358974, 0.10576923076923077, 0.10576923076923077]"
31,"[0.12140575079872204, 0.10862619808306709, 0.09904153354632587, 0.08306709265175719, 0.134185303514377, 0.09904153354632587, 0.1182108626198083, 0.09584664536741214, 0.12460063897763578, 0.12140575079872204, 0.10543130990415335, 0.09584664536741214, 0.08945686900958466, 0.09904153354632587, 0.10543130990415335, 0.07667731629392971, 0.060897435897435896, 0.11858974358974358, 0.07051282051282051, 0.11538461538461539, 0.09935897435897435, 0.10576923076923077, 0.11538461538461539, 0.08333333333333333, 0.11217948717948718, 0.10256410256410256, 0.10897435897435898, 0.08333333333333333, 0.1282051282051282, 0.16987179487179488, 0.18269230769230768, 0.10576923076923077]"
32,"[0.08945686900958466, 0.09904153354632587, 0.08626198083067092, 0.1182108626198083, 0.1182108626198083, 0.09904153354632587, 0.09584664536741214, 0.08945686900958466, 0.10862619808306709, 0.1182108626198083, 0.09584664536741214, 0.10543130990415335, 0.09904153354632587, 0.009584664536741214, 0.009584664536741214, 0.10543130990415335, 0.08333333333333333, 0.09294871794871795, 0.11858974358974358, 0.08653846153846154, 0.08974358974358974, 0.00641025641025641, 0.019230769230769232, 0.07051282051282051, 0.12179487179487179, 0.035256410256410256, 0.028846153846153848, 0.10576923076923077, 0.1282051282051282, 0.08974358974358974, 0.08974358974358974, 0.09935897435897435]"
33,"[0.12140575079872204, 0.10862619808306709, 0.09904153354632587, 0.08306709265175719, 0.134185303514377, 0.09904153354632587, 0.1182108626198083, 0.09584664536741214, 0.12460063897763578, 0.12140575079872204, 0.10543130990415335, 0.09584664536741214, 0.08945686900958466, 0.09904153354632587, 0.10543130990415335, 0.07348242811501597, 0.060897435897435896, 0.11858974358974358, 0.07051282051282051, 0.11538461538461539, 0.09935897435897435, 0.10576923076923077, 0.11538461538461539, 0.08333333333333333, 0.11217948717948718, 0.10256410256410256, 0.10897435897435898, 0.08333333333333333, 0.1282051282051282, 0.20833333333333334, 0.1346153846153846, 0.09935897435897435]"
34,"[0.08945686900958466, 0.09904153354632587, 0.08626198083067092, 0.1182108626198083, 0.1182108626198083, 0.09904153354632587, 0.09584664536741214, 0.08945686900958466, 0.10862619808306709, 0.1182108626198083, 0.09584664536741214, 0.10543130990415335, 0.09904153354632587, 0.10223642172523961, 0.025559105431309903, 0.10543130990415335, 0.08333333333333333, 0.09294871794871795, 0.11858974358974358, 0.08653846153846154, 0.08974358974358974, 0.07051282051282051, 0.009615384615384616, 0.07051282051282051, 0.12179487179487179, 0.028846153846153848, 0.01282051282051282, 0.10576923076923077, 0.1282051282051282, 0.19230769230769232, 0.08974358974358974, 0.09935897435897435]"
35,"[0.12140575079872204, 0.10862619808306709, 0.09904153354632587, 0.08306709265175719, 0.134185303514377, 0.09904153354632587, 0.1182108626198083, 0.09584664536741214, 0.12460063897763578, 0.12140575079872204, 0.10543130990415335, 0.09584664536741214, 0.08945686900958466, 0.09904153354632587, 0.10543130990415335, 0.07348242811501597, 0.060897435897435896, 0.11858974358974358, 0.07051282051282051, 0.11538461538461539, 0.09935897435897435, 0.10576923076923077, 0.11538461538461539, 0.08333333333333333, 0.11217948717948718, 0.10256410256410256, 0.10897435897435898, 0.08653846153846154, 0.1282051282051282, 0.10256410256410256, 0.15705128205128205, 0.09935897435897435]"
36,"[0.08945686900958466, 0.09904153354632587, 0.08626198083067092, 0.1182108626198083, 0.1182108626198083, 0.09904153354632587, 0.09584664536741214, 0.08945686900958466, 0.10862619808306709, 0.1182108626198083, 0.09584664536741214, 0.10543130990415335, 0.09904153354632587, 0.10223642172523961, 0.009584664536741214, 0.10543130990415335, 0.08333333333333333, 0.09294871794871795, 0.11858974358974358, 0.08653846153846154, 0.08974358974358974, 0.08974358974358974, 0.028846153846153848, 0.07051282051282051, 0.12179487179487179, 0.09294871794871795, 0.02564102564102564, 0.10576923076923077, 0.1282051282051282, 0.19230769230769232, 0.1987179487179487, 0.09935897435897435]"
37,"[0.12140575079872204, 0.10862619808306709, 0.09904153354632587, 0.08306709265175719, 0.134185303514377, 0.09904153354632587, 0.1182108626198083, 0.09584664536741214, 0.12460063897763578, 0.12140575079872204, 0.10543130990415335, 0.09584664536741214, 0.08945686900958466, 0.09904153354632587, 0.10543130990415335, 0.07028753993610223, 0.060897435897435896, 0.11858974358974358, 0.07051282051282051, 0.11538461538461539, 0.0673076923076923, 0.10576923076923077, 0.14423076923076922, 0.10897435897435898, 0.09294871794871795, 0.10256410256410256, 0.15705128205128205, 0.11858974358974358, 0.1282051282051282, 0.25, 0.11217948717948718, 0.09935897435897435]"
38,"[0.08945686900958466, 0.09904153354632587, 0.08626198083067092, 0.1182108626198083, 0.1182108626198083, 0.09904153354632587, 0.09584664536741214, 0.08945686900958466, 0.10862619808306709, 0.1757188498402556, 0.09584664536741214, 0.10223642172523961, 0.09904153354632587, 0.09904153354632587, 0.10223642172523961, 0.10543130990415335, 0.08333333333333333, 0.09294871794871795, 0.11858974358974358, 0.08653846153846154, 0.08974358974358974, 0.07371794871794872, 0.10576923076923077, 0.07051282051282051, 0.11217948717948718, 0.09294871794871795, 0.0673076923076923, 0.10576923076923077, 0.1282051282051282, 0.20833333333333334, 0.15705128205128205, 0.09935897435897435]"
39,"[0.12140575079872204, 0.10862619808306709, 0.09904153354632587, 0.08306709265175719, 0.134185303514377, 0.10862619808306709, 0.1182108626198083, 0.09584664536741214, 0.10862619808306709, 0.12460063897763578, 0.10543130990415335, 0.09584664536741214, 0.08945686900958466, 0.10223642172523961, 0.1182108626198083, 0.07028753993610223, 0.08333333333333333, 0.0673076923076923, 0.07051282051282051, 0.11538461538461539, 0.09615384615384616, 0.10576923076923077, 0.11538461538461539, 0.10897435897435898, 0.08012820512820513, 0.07371794871794872, 0.09294871794871795, 0.11858974358974358, 0.1282051282051282, 0.2403846153846154, 0.09935897435897435, 0.09935897435897435]"
40,"[0.08945686900958466, 0.10543130990415335, 0.08626198083067092, 0.1182108626198083, 0.12140575079872204, 0.134185303514377, 0.09584664536741214, 0.07028753993610223, 0.10862619808306709, 0.12140575079872204, 0.10543130990415335, 0.08626198083067092, 0.06070287539936102, 0.02875399361022364, 0.06389776357827476, 0.10543130990415335, 0.08333333333333333, 0.1987179487179487, 0.07051282051282051, 0.07371794871794872, 0.10576923076923077, 0.028846153846153848, 0.125, 0.07051282051282051, 0.003205128205128205, 0.016025641025641024, 0.09294871794871795, 0.11217948717948718, 0.1282051282051282, 0.22435897435897437, 0.1858974358974359, 0.09935897435897435]"
41,"[0.12140575079872204, 0.19488817891373802, 0.08626198083067092, 0.10862619808306709, 0.1182108626198083, 0.07667731629392971, 0.10223642172523961, 0.09584664536741214, 0.10862619808306709, 0.0926517571884984, 0.10862619808306709, 0.10543130990415335, 0.15654952076677317, 0.10223642172523961, 0.10862619808306709, 0.07028753993610223, 0.08333333333333333, 0.07692307692307693, 0.07051282051282051, 0.11538461538461539, 0.09935897435897435, 0.08974358974358974, 0.11538461538461539, 0.10897435897435898, 0.11217948717948718, 0.09294871794871795, 0.08653846153846154, 0.11858974358974358, 0.1282051282051282, 0.2980769230769231, 0.28205128205128205, 0.09935897435897435]"
42,"[0.12140575079872204, 0.07028753993610223, 0.09584664536741214, 0.08306709265175719, 0.08626198083067092, 0.09904153354632587, 0.1182108626198083, 0.10862619808306709, 0.12779552715654952, 0.12140575079872204, 0.10543130990415335, 0.07348242811501597, 0.025559105431309903, 0.05750798722044728, 0.07667731629392971, 0.07348242811501597, 0.08653846153846154, 0.11858974358974358, 0.07051282051282051, 0.08653846153846154, 0.01282051282051282, 0.057692307692307696, 0.125, 0.09615384615384616, 0.03205128205128205, 0.07051282051282051, 0.09935897435897435, 0.08333333333333333, 0.1282051282051282, 0.22756410256410256, 0.1858974358974359, 0.09935897435897435]"
