eigenvector_centrality,[31 30 29]
0,"[0.12140575079872204, 0.17891373801916932, 0.08626198083067092, 0.1182108626198083, 0.08626198083067092, 0.09904153354632587, 0.1182108626198083, 0.08306709265175719, 0.10223642172523961, 0.07987220447284345, 0.10543130990415335, 0.10543130990415335, 0.08945686900958466, 0.10223642172523961, 0.11501597444089456, 0.07348242811501597, 0.08333333333333333, 0.07692307692307693, 0.07051282051282051, 0.08653846153846154, 0.09935897435897435, 0.10897435897435898, 0.08974358974358974, 0.07051282051282051, 0.07051282051282051, 0.12179487179487179, 0.11858974358974358, 0.08333333333333333, 0.09615384615384616, 0.10256410256410256, 0.09615384615384616, 0.08974358974358974]"
1,"[0.12140575079872204, 0.07348242811501597, 0.09904153354632587, 0.07028753993610223, 0.1182108626198083, 0.1182108626198083, 0.07348242811501597, 0.12779552715654952, 0.10862619808306709, 0.09904153354632587, 0.13099041533546327, 0.10543130990415335, 0.08945686900958466, 0.10543130990415335, 0.11501597444089456, 0.07348242811501597, 0.08333333333333333, 0.07692307692307693, 0.10576923076923077, 0.08653846153846154, 0.04487179487179487, 0.09935897435897435, 0.125, 0.09615384615384616, 0.10256410256410256, 0.12179487179487179, 0.09294871794871795, 0.11858974358974358, 0.09615384615384616, 0.11538461538461539, 0.09615384615384616, 0.09935897435897435]"
2,"[0.0926517571884984, 0.10862619808306709, 0.08626198083067092, 0.08626198083067092, 0.08626198083067092, 0.09904153354632587, 0.1182108626198083, 0.08306709265175719, 0.10862619808306709, 0.09904153354632587, 0.10543130990415335, 0.07348242811501597, 0.08945686900958466, 0.10223642172523961, 0.11501597444089456, 0.07348242811501597, 0.08333333333333333, 0.07692307692307693, 0.10576923076923077, 0.08653846153846154, 0.09935897435897435, 0.10897435897435898, 0.08974358974358974, 0.08333333333333333, 0.11217948717948718, 0.12179487179487179, 0.08333333333333333, 0.08333333333333333, 0.09615384615384616, 0.10256410256410256, 0.09615384615384616, 0.09935897435897435]"
3,"[0.12140575079872204, 0.07348242811501597, 0.08626198083067092, 0.07028753993610223, 0.1182108626198083, 0.1182108626198083, 0.07348242811501597, 0.08945686900958466, 0.10862619808306709, 0.09904153354632587, 0.10543130990415335, 0.10543130990415335, 0.08945686900958466, 0.10223642172523961, 0.11501597444089456, 0.07348242811501597, 0.08333333333333333, 0.07692307692307693, 0.10576923076923077, 0.08653846153846154, 0.05448717948717949, 0.02564102564102564, 0.125, 0.09615384615384616, 0.10256410256410256, 0.12179487179487179, 0.09294871794871795, 0.11858974358974358, 0.09615384615384616, 0.10256410256410256, 0.09615384615384616, 0.09935897435897435]"
4,"[0.0926517571884984, 0.10862619808306709, 0.10223642172523961, 0.08626198083067092, 0.08626198083067092, 0.09904153354632587, 0.1182108626198083, 0.08306709265175719, 0.10862619808306709, 0.09904153354632587, 0.10543130990415335, 0.07348242811501597, 0.08945686900958466, 0.10223642172523961, 0.11501597444089456, 0.07348242811501597, 0.08333333333333333, 0.07692307692307693, 0.04807692307692308, 0.08653846153846154, 0.09935897435897435, 0.060897435897435896, 0.022435897435897436, 0.08333333333333333, 0.11217948717948718, 0.12179487179487179, 0.09294871794871795, 0.08333333333333333, 0.09615384615384616, 0.10256410256410256, 0.09615384615384616, 0.09935897435897435]"
5,"[0.12140575079872204, 0.07348242811501597, 0.09904153354632587, 0.10862619808306709, 0.1182108626198083, 0.1182108626198083, 0.07348242811501597, 0.08945686900958466, 0.10862619808306709, 0.10862619808306709, 0.10543130990415335, 0.10543130990415335, 0.08945686900958466, 0.10223642172523961, 0.11501597444089456, 0.07348242811501597, 0.08333333333333333, 0.10897435897435898, 0.08333333333333333, 0.08653846153846154, 0.05448717948717949, 0.09935897435897435, 0.125, 0.0673076923076923, 0.11217948717948718, 0.11538461538461539, 0.09294871794871795, 0.10256410256410256, 0.09615384615384616, 0.10256410256410256, 0.09615384615384616, 0.09935897435897435]"
6,"[0.0926517571884984, 0.10862619808306709, 0.08626198083067092, 0.08626198083067092, 0.08626198083067092, 0.09904153354632587, 0.1182108626198083, 0.08306709265175719, 0.10862619808306709, 0.12140575079872204, 0.10543130990415335, 0.10543130990415335, 0.08945686900958466, 0.10223642172523961, 0.11501597444089456, 0.07348242811501597, 0.09935897435897435, 0.07692307692307693, 0.0641025641025641, 0.09294871794871795, 0.09935897435897435, 0.10897435897435898, 0.125, 0.08333333333333333, 0.11217948717948718, 0.08974358974358974, 0.09294871794871795, 0.08333333333333333, 0.09615384615384616, 0.10256410256410256, 0.09615384615384616, 0.09935897435897435]"
7,"[0.12140575079872204, 0.09904153354632587, 0.08626198083067092, 0.10862619808306709, 0.1182108626198083, 0.1182108626198083, 0.07348242811501597, 0.08945686900958466, 0.10862619808306709, 0.12140575079872204, 0.10543130990415335, 0.10543130990415335, 0.08945686900958466, 0.10223642172523961, 0.11501597444089456, 0.07348242811501597, 0.08333333333333333, 0.08974358974358974, 0.125, 0.08653846153846154, 0.05448717948717949, 0.09935897435897435, 0.125, 0.1282051282051282, 0.10576923076923077, 0.11538461538461539, 0.09294871794871795, 0.08333333333333333, 0.09615384615384616, 0.09615384615384616, 0.09615384615384616, 0.09935897435897435]"
8,"[0.12140575079872204, 0.10862619808306709, 0.08626198083067092, 0.08306709265175719, 0.08626198083067092, 0.09904153354632587, 0.1182108626198083, 0.08306709265175719, 0.08945686900958466, 0.12140575079872204, 0.10543130990415335, 0.11501597444089456, 0.08945686900958466, 0.09584664536741214, 0.11501597444089456, 0.07348242811501597, 0.09935897435897435, 0.11858974358974358, 0.07051282051282051, 0.10897435897435898, 0.09935897435897435, 0.09935897435897435, 0.08974358974358974, 0.08333333333333333, 0.11217948717948718, 0.019230769230769232, 0.09294871794871795, 0.08333333333333333, 0.09294871794871795, 0.10256410256410256, 0.09615384615384616, 0.09935897435897435]"
9,"[0.12140575079872204, 0.09904153354632587, 0.08626198083067092, 0.10862619808306709, 0.1182108626198083, 0.1182108626198083, 0.07348242811501597, 0.08945686900958466, 0.10862619808306709, 0.12140575079872204, 0.009584664536741214, 0.10543130990415335, 0.04153354632587859, 0.10223642172523961, 0.11501597444089456, 0.003194888178913738, 0.08333333333333333, 0.08974358974358974, 0.08333333333333333, 0.08653846153846154, 0.05448717948717949, 0.09935897435897435, 0.125, 0.1282051282051282, 0.13141025641025642, 0.11538461538461539, 0.09294871794871795, 0.09935897435897435, 0.09615384615384616, 0.035256410256410256, 0.09615384615384616, 0.09935897435897435]"
