eigenvector_centrality,[31 30 29]
10,"[0.08945686900958466, 0.09904153354632587, 0.14057507987220447, 0.1182108626198083, 0.1182108626198083, 0.09904153354632587, 0.09584664536741214, 0.08306709265175719, 0.07987220447284345, 0.1182108626198083, 0.09584664536741214, 0.13099041533546327, 0.09904153354632587, 0.10223642172523961, 0.11501597444089456, 0.10543130990415335, 0.08012820512820513, 0.09294871794871795, 0.11858974358974358, 0.08653846153846154, 0.08974358974358974, 0.09294871794871795, 0.125, 0.07051282051282051, 0.12179487179487179, 0.07692307692307693, 0.09294871794871795, 0.10576923076923077, 0.11217948717948718, 0.08974358974358974, 0.07051282051282051, 0.08653846153846154]"
11,"[0.12140575079872204, 0.10862619808306709, 0.09904153354632587, 0.08306709265175719, 0.134185303514377, 0.09904153354632587, 0.1182108626198083, 0.09584664536741214, 0.12460063897763578, 0.12140575079872204, 0.10543130990415335, 0.09584664536741214, 0.08945686900958466, 0.09904153354632587, 0.10543130990415335, 0.08945686900958466, 0.060897435897435896, 0.11858974358974358, 0.07051282051282051, 0.11538461538461539, 0.09935897435897435, 0.10576923076923077, 0.11538461538461539, 0.08333333333333333, 0.11217948717948718, 0.10256410256410256, 0.10897435897435898, 0.08333333333333333, 0.0673076923076923, 0.10256410256410256, 0.04487179487179487, 0.08012820512820513]"
12,"[0.08945686900958466, 0.09904153354632587, 0.08626198083067092, 0.1182108626198083, 0.1182108626198083, 0.09904153354632587, 0.09584664536741214, 0.08945686900958466, 0.10862619808306709, 0.1182108626198083, 0.09584664536741214, 0.10862619808306709, 0.09904153354632587, 0.10223642172523961, 0.07348242811501597, 0.10543130990415335, 0.08333333333333333, 0.09294871794871795, 0.11858974358974358, 0.08653846153846154, 0.08974358974358974, 0.09935897435897435, 0.125, 0.07051282051282051, 0.12179487179487179, 0.11538461538461539, 0.09294871794871795, 0.10576923076923077, 0.09615384615384616, 0.08974358974358974, 0.07371794871794872, 0.09935897435897435]"
13,"[0.12140575079872204, 0.10862619808306709, 0.09904153354632587, 0.08306709265175719, 0.134185303514377, 0.09904153354632587, 0.1182108626198083, 0.09584664536741214, 0.12460063897763578, 0.12140575079872204, 0.10543130990415335, 0.09584664536741214, 0.08945686900958466, 0.09904153354632587, 0.10543130990415335, 0.06389776357827476, 0.060897435897435896, 0.11858974358974358, 0.07051282051282051, 0.11538461538461539, 0.09935897435897435, 0.10576923076923077, 0.11538461538461539, 0.08333333333333333, 0.11217948717948718, 0.10256410256410256, 0.10897435897435898, 0.08333333333333333, 0.0673076923076923, 0.10256410256410256, 0.09615384615384616, 0.09935897435897435]"
14,"[0.08945686900958466, 0.09904153354632587, 0.08626198083067092, 0.1182108626198083, 0.1182108626198083, 0.09904153354632587, 0.09584664536741214, 0.08945686900958466, 0.10862619808306709, 0.1182108626198083, 0.09584664536741214, 0.10543130990415335, 0.09904153354632587, 0.10223642172523961, 0.08626198083067092, 0.07667731629392971, 0.08333333333333333, 0.09294871794871795, 0.11858974358974358, 0.08653846153846154, 0.08974358974358974, 0.09935897435897435, 0.125, 0.07051282051282051, 0.12179487179487179, 0.11538461538461539, 0.09294871794871795, 0.10576923076923077, 0.09615384615384616, 0.0673076923076923, 0.09935897435897435, 0.10256410256410256]"
15,"[0.12140575079872204, 0.10862619808306709, 0.09904153354632587, 0.08306709265175719, 0.0926517571884984, 0.09904153354632587, 0.11182108626198083, 0.09584664536741214, 0.12460063897763578, 0.12140575079872204, 0.10543130990415335, 0.09584664536741214, 0.09904153354632587, 0.10223642172523961, 0.10543130990415335, 0.0670926517571885, 0.060897435897435896, 0.11858974358974358, 0.07051282051282051, 0.11538461538461539, 0.09935897435897435, 0.09935897435897435, 0.11538461538461539, 0.08333333333333333, 0.11217948717948718, 0.10256410256410256, 0.10897435897435898, 0.08012820512820513, 0.08653846153846154, 0.10256410256410256, 0.09615384615384616, 0.11858974358974358]"
16,"[0.08626198083067092, 0.10223642172523961, 0.08945686900958466, 0.08306709265175719, 0.12460063897763578, 0.08945686900958466, 0.06389776357827476, 0.07028753993610223, 0.10862619808306709, 0.08626198083067092, 0.09584664536741214, 0.12140575079872204, 0.09904153354632587, 0.09904153354632587, 0.06389776357827476, 0.12140575079872204, 0.08333333333333333, 0.09294871794871795, 0.11858974358974358, 0.09294871794871795, 0.08653846153846154, 0.09935897435897435, 0.125, 0.08974358974358974, 0.07051282051282051, 0.11858974358974358, 0.07051282051282051, 0.10576923076923077, 0.08333333333333333, 0.07051282051282051, 0.12179487179487179, 0.08653846153846154]"
17,"[0.11501597444089456, 0.10862619808306709, 0.14057507987220447, 0.07667731629392971, 0.09904153354632587, 0.10543130990415335, 0.08306709265175719, 0.08306709265175719, 0.09904153354632587, 0.12460063897763578, 0.08945686900958466, 0.10862619808306709, 0.0926517571884984, 0.10223642172523961, 0.1182108626198083, 0.054313099041533544, 0.07692307692307693, 0.125, 0.07051282051282051, 0.11538461538461539, 0.10256410256410256, 0.10576923076923077, 0.09615384615384616, 0.09615384615384616, 0.08974358974358974, 0.07371794871794872, 0.07692307692307693, 0.0673076923076923, 0.11858974358974358, 0.10256410256410256, 0.08333333333333333, 0.11858974358974358]"
18,"[0.09904153354632587, 0.08626198083067092, 0.07987220447284345, 0.10543130990415335, 0.10223642172523961, 0.09584664536741214, 0.06389776357827476, 0.07667731629392971, 0.11182108626198083, 0.08945686900958466, 0.0926517571884984, 0.09584664536741214, 0.10223642172523961, 0.07667731629392971, 0.05750798722044728, 0.12140575079872204, 0.08974358974358974, 0.09935897435897435, 0.10256410256410256, 0.08974358974358974, 0.10576923076923077, 0.10576923076923077, 0.12179487179487179, 0.08974358974358974, 0.08333333333333333, 0.10576923076923077, 0.0673076923076923, 0.10576923076923077, 0.08333333333333333, 0.07051282051282051, 0.12179487179487179, 0.08333333333333333]"
19,"[0.11501597444089456, 0.10862619808306709, 0.14057507987220447, 0.0926517571884984, 0.09904153354632587, 0.09904153354632587, 0.10862619808306709, 0.08306709265175719, 0.09904153354632587, 0.12779552715654952, 0.10543130990415335, 0.12140575079872204, 0.08945686900958466, 0.10223642172523961, 0.1182108626198083, 0.06070287539936102, 0.07692307692307693, 0.10897435897435898, 0.057692307692307696, 0.11217948717948718, 0.09935897435897435, 0.10576923076923077, 0.09615384615384616, 0.09294871794871795, 0.09935897435897435, 0.07371794871794872, 0.07692307692307693, 0.0673076923076923, 0.11858974358974358, 0.10897435897435898, 0.08653846153846154, 0.11858974358974358]"
20,"[0.09904153354632587, 0.10223642172523961, 0.09904153354632587, 0.10543130990415335, 0.1182108626198083, 0.09584664536741214, 0.06389776357827476, 0.08945686900958466, 0.10862619808306709, 0.08945686900958466, 0.0926517571884984, 0.11501597444089456, 0.10223642172523961, 0.09904153354632587, 0.09584664536741214, 0.12140575079872204, 0.09294871794871795, 0.09935897435897435, 0.10256410256410256, 0.08974358974358974, 0.10576923076923077, 0.10256410256410256, 0.11858974358974358, 0.08974358974358974, 0.08333333333333333, 0.11217948717948718, 0.07692307692307693, 0.10576923076923077, 0.09294871794871795, 0.07051282051282051, 0.12179487179487179, 0.10256410256410256]"
21,"[0.12140575079872204, 0.10862619808306709, 0.14057507987220447, 0.08306709265175719, 0.09904153354632587, 0.09904153354632587, 0.1182108626198083, 0.08306709265175719, 0.09904153354632587, 0.12140575079872204, 0.10543130990415335, 0.12140575079872204, 0.08945686900958466, 0.10223642172523961, 0.1182108626198083, 0.07348242811501597, 0.07692307692307693, 0.11858974358974358, 0.07051282051282051, 0.11217948717948718, 0.09935897435897435, 0.10576923076923077, 0.09615384615384616, 0.08333333333333333, 0.11217948717948718, 0.07371794871794872, 0.07692307692307693, 0.08012820512820513, 0.11858974358974358, 0.10256410256410256, 0.09935897435897435, 0.11858974358974358]"
22,"[0.09904153354632587, 0.09904153354632587, 0.08626198083067092, 0.10543130990415335, 0.1182108626198083, 0.09584664536741214, 0.06389776357827476, 0.08945686900958466, 0.10862619808306709, 0.08945686900958466, 0.0926517571884984, 0.10543130990415335, 0.10223642172523961, 0.10223642172523961, 0.11501597444089456, 0.12140575079872204, 0.08333333333333333, 0.09935897435897435, 0.10256410256410256, 0.08653846153846154, 0.10576923076923077, 0.09935897435897435, 0.125, 0.08974358974358974, 0.08333333333333333, 0.11538461538461539, 0.09294871794871795, 0.10576923076923077, 0.09615384615384616, 0.07051282051282051, 0.12179487179487179, 0.09935897435897435]"
23,"[0.12140575079872204, 0.10862619808306709, 0.14057507987220447, 0.08306709265175719, 0.09904153354632587, 0.09904153354632587, 0.1182108626198083, 0.08306709265175719, 0.09904153354632587, 0.12140575079872204, 0.10543130990415335, 0.12140575079872204, 0.08945686900958466, 0.10223642172523961, 0.1182108626198083, 0.07348242811501597, 0.07692307692307693, 0.11858974358974358, 0.07051282051282051, 0.11217948717948718, 0.09935897435897435, 0.10576923076923077, 0.09615384615384616, 0.08333333333333333, 0.11217948717948718, 0.07371794871794872, 0.07692307692307693, 0.08333333333333333, 0.11858974358974358, 0.10256410256410256, 0.09615384615384616, 0.11858974358974358]"
24,"[0.09904153354632587, 0.09904153354632587, 0.08626198083067092, 0.10543130990415335, 0.1182108626198083, 0.09584664536741214, 0.06389776357827476, 0.08945686900958466, 0.10862619808306709, 0.08945686900958466, 0.0926517571884984, 0.10543130990415335, 0.10223642172523961, 0.09904153354632587, 0.11501597444089456, 0.12140575079872204, 0.08333333333333333, 0.09935897435897435, 0.10256410256410256, 0.08653846153846154, 0.10576923076923077, 0.09935897435897435, 0.125, 0.08974358974358974, 0.08333333333333333, 0.11538461538461539, 0.09294871794871795, 0.10576923076923077, 0.09615384615384616, 0.07051282051282051, 0.12179487179487179, 0.09935897435897435]"
25,"[0.12140575079872204, 0.10862619808306709, 0.14057507987220447, 0.08306709265175719, 0.09904153354632587, 0.09904153354632587, 0.1182108626198083, 0.08306709265175719, 0.09904153354632587, 0.12140575079872204, 0.10543130990415335, 0.12140575079872204, 0.08945686900958466, 0.10223642172523961, 0.1182108626198083, 0.07348242811501597, 0.07692307692307693, 0.11858974358974358, 0.07051282051282051, 0.11217948717948718, 0.09935897435897435, 0.10576923076923077, 0.09615384615384616, 0.08333333333333333, 0.11217948717948718, 0.07371794871794872, 0.07692307692307693, 0.08333333333333333, 0.11858974358974358, 0.12179487179487179, 0.1282051282051282, 0.0673076923076923]"
26,"[0.09904153354632587, 0.09904153354632587, 0.08626198083067092, 0.10543130990415335, 0.1182108626198083, 0.09584664536741214, 0.06389776357827476, 0.08945686900958466, 0.10862619808306709, 0.08945686900958466, 0.0926517571884984, 0.10543130990415335, 0.10223642172523961, 0.09904153354632587, 0.11182108626198083, 0.12140575079872204, 0.08333333333333333, 0.09935897435897435, 0.10256410256410256, 0.08653846153846154, 0.10576923076923077, 0.09935897435897435, 0.12179487179487179, 0.08974358974358974, 0.08333333333333333, 0.11538461538461539, 0.09294871794871795, 0.10576923076923077, 0.10576923076923077, 0.19230769230769232, 0.15064102564102563, 0.08974358974358974]"
27,"[0.12140575079872204, 0.10862619808306709, 0.14057507987220447, 0.08306709265175719, 0.09904153354632587, 0.09904153354632587, 0.11182108626198083, 0.08306709265175719, 0.09904153354632587, 0.12140575079872204, 0.10543130990415335, 0.12140575079872204, 0.08945686900958466, 0.10223642172523961, 0.1182108626198083, 0.07348242811501597, 0.07692307692307693, 0.11858974358974358, 0.07051282051282051, 0.11217948717948718, 0.08653846153846154, 0.10576923076923077, 0.09615384615384616, 0.08012820512820513, 0.11217948717948718, 0.07371794871794872, 0.07692307692307693, 0.08333333333333333, 0.11858974358974358, 0.125, 0.10256410256410256, 0.08974358974358974]"
28,"[0.09904153354632587, 0.09904153354632587, 0.08626198083067092, 0.10543130990415335, 0.11501597444089456, 0.09584664536741214, 0.06389776357827476, 0.08945686900958466, 0.10862619808306709, 0.08945686900958466, 0.0926517571884984, 0.10543130990415335, 0.10223642172523961, 0.08626198083067092, 0.07028753993610223, 0.12140575079872204, 0.08333333333333333, 0.09935897435897435, 0.10256410256410256, 0.08653846153846154, 0.10576923076923077, 0.09615384615384616, 0.08012820512820513, 0.08974358974358974, 0.08333333333333333, 0.09294871794871795, 0.057692307692307696, 0.10576923076923077, 0.1282051282051282, 0.1858974358974359, 0.10576923076923077, 0.08974358974358974]"
29,"[0.12140575079872204, 0.10862619808306709, 0.14057507987220447, 0.08306709265175719, 0.09904153354632587, 0.0926517571884984, 0.07667731629392971, 0.08306709265175719, 0.09904153354632587, 0.12140575079872204, 0.10543130990415335, 0.12140575079872204, 0.0670926517571885, 0.10223642172523961, 0.1182108626198083, 0.07348242811501597, 0.07692307692307693, 0.10897435897435898, 0.057692307692307696, 0.11217948717948718, 0.0673076923076923, 0.10576923076923077, 0.09615384615384616, 0.08333333333333333, 0.07371794871794872, 0.07371794871794872, 0.07692307692307693, 0.08333333333333333, 0.11858974358974358, 0.1955128205128205, 0.1858974358974359, 0.08974358974358974]"
30,"[0.09904153354632587, 0.09584664536741214, 0.08626198083067092, 0.10543130990415335, 0.0926517571884984, 0.09584664536741214, 0.06389776357827476, 0.08945686900958466, 0.10862619808306709, 0.08945686900958466, 0.0926517571884984, 0.10543130990415335, 0.10223642172523961, 0.10223642172523961, 0.054313099041533544, 0.12140575079872204, 0.08012820512820513, 0.09935897435897435, 0.10256410256410256, 0.08653846153846154, 0.10576923076923077, 0.09935897435897435, 0.08012820512820513, 0.09294871794871795, 0.08333333333333333, 0.11538461538461539, 0.057692307692307696, 0.1282051282051282, 0.09615384615384616, 0.11217948717948718, 0.09615384615384616, 0.08974358974358974]"
31,"[0.11501597444089456, 0.10862619808306709, 0.14057507987220447, 0.08306709265175719, 0.09904153354632587, 0.09904153354632587, 0.0670926517571885, 0.08306709265175719, 0.09904153354632587, 0.12140575079872204, 0.08945686900958466, 0.12140575079872204, 0.08626198083067092, 0.10223642172523961, 0.1182108626198083, 0.07348242811501597, 0.07692307692307693, 0.11858974358974358, 0.05128205128205128, 0.11217948717948718, 0.08653846153846154, 0.10576923076923077, 0.09615384615384616, 0.08333333333333333, 0.09615384615384616, 0.07371794871794872, 0.07692307692307693, 0.08333333333333333, 0.11858974358974358, 0.20512820512820512, 0.16666666666666666, 0.08974358974358974]"
32,"[0.09904153354632587, 0.09584664536741214, 0.08626198083067092, 0.10543130990415335, 0.11501597444089456, 0.09584664536741214, 0.06389776357827476, 0.08945686900958466, 0.10862619808306709, 0.08945686900958466, 0.0926517571884984, 0.10543130990415335, 0.10223642172523961, 0.10223642172523961, 0.08306709265175719, 0.10543130990415335, 0.08012820512820513, 0.09935897435897435, 0.10256410256410256, 0.08653846153846154, 0.10576923076923077, 0.09935897435897435, 0.11858974358974358, 0.07051282051282051, 0.08333333333333333, 0.11538461538461539, 0.0673076923076923, 0.10576923076923077, 0.09615384615384616, 0.11217948717948718, 0.09615384615384616, 0.09935897435897435]"
33,"[0.1182108626198083, 0.10862619808306709, 0.14057507987220447, 0.08306709265175719, 0.09904153354632587, 0.09904153354632587, 0.08945686900958466, 0.08306709265175719, 0.09904153354632587, 0.12140575079872204, 0.08945686900958466, 0.12140575079872204, 0.08945686900958466, 0.10223642172523961, 0.1182108626198083, 0.07348242811501597, 0.07692307692307693, 0.11858974358974358, 0.057692307692307696, 0.11217948717948718, 0.09615384615384616, 0.10576923076923077, 0.09615384615384616, 0.08333333333333333, 0.09935897435897435, 0.07371794871794872, 0.07692307692307693, 0.08333333333333333, 0.22435897435897437, 0.1987179487179487, 0.16025641025641027, 0.09935897435897435]"
34,"[0.09904153354632587, 0.09584664536741214, 0.08626198083067092, 0.10543130990415335, 0.11501597444089456, 0.09584664536741214, 0.06389776357827476, 0.08945686900958466, 0.10862619808306709, 0.08945686900958466, 0.0926517571884984, 0.10543130990415335, 0.10223642172523961, 0.0926517571884984, 0.04792332268370607, 0.10543130990415335, 0.08012820512820513, 0.09935897435897435, 0.10256410256410256, 0.08653846153846154, 0.10576923076923077, 0.09935897435897435, 0.05448717948717949, 0.07051282051282051, 0.08333333333333333, 0.10897435897435898, 0.04487179487179487, 0.10576923076923077, 0.18269230769230768, 0.11217948717948718, 0.09615384615384616, 0.09935897435897435]"
35,"[0.11501597444089456, 0.10862619808306709, 0.14057507987220447, 0.08306709265175719, 0.09904153354632587, 0.09904153354632587, 0.07667731629392971, 0.08306709265175719, 0.09904153354632587, 0.12140575079872204, 0.0926517571884984, 0.12140575079872204, 0.0670926517571885, 0.1182108626198083, 0.10543130990415335, 0.07348242811501597, 0.07692307692307693, 0.11858974358974358, 0.05128205128205128, 0.11217948717948718, 0.08333333333333333, 0.10256410256410256, 0.11538461538461539, 0.08333333333333333, 0.0641025641025641, 0.10897435897435898, 0.11858974358974358, 0.08333333333333333, 0.14743589743589744, 0.1891025641025641, 0.12179487179487179, 0.09935897435897435]"
36,"[0.09904153354632587, 0.09584664536741214, 0.08626198083067092, 0.10543130990415335, 0.08626198083067092, 0.09584664536741214, 0.06389776357827476, 0.08945686900958466, 0.10223642172523961, 0.08945686900958466, 0.0926517571884984, 0.10543130990415335, 0.10862619808306709, 0.07348242811501597, 0.054313099041533544, 0.10543130990415335, 0.08012820512820513, 0.09935897435897435, 0.10256410256410256, 0.08653846153846154, 0.10256410256410256, 0.09294871794871795, 0.08653846153846154, 0.07051282051282051, 0.08333333333333333, 0.09615384615384616, 0.060897435897435896, 0.10576923076923077, 0.11858974358974358, 0.11217948717948718, 0.14102564102564102, 0.09935897435897435]"
37,"[0.11501597444089456, 0.10862619808306709, 0.14057507987220447, 0.08306709265175719, 0.09904153354632587, 0.09904153354632587, 0.11182108626198083, 0.07348242811501597, 0.09904153354632587, 0.12140575079872204, 0.08945686900958466, 0.11501597444089456, 0.07667731629392971, 0.09904153354632587, 0.20447284345047922, 0.07348242811501597, 0.07692307692307693, 0.11858974358974358, 0.060897435897435896, 0.13782051282051283, 0.0673076923076923, 0.10897435897435898, 0.11538461538461539, 0.08333333333333333, 0.057692307692307696, 0.10256410256410256, 0.10897435897435898, 0.08333333333333333, 0.12179487179487179, 0.25, 0.09615384615384616, 0.09935897435897435]"
38,"[0.09904153354632587, 0.0926517571884984, 0.08626198083067092, 0.10543130990415335, 0.10543130990415335, 0.0926517571884984, 0.09584664536741214, 0.08945686900958466, 0.10862619808306709, 0.09584664536741214, 0.10862619808306709, 0.10543130990415335, 0.09904153354632587, 0.06389776357827476, 0.11182108626198083, 0.10543130990415335, 0.07371794871794872, 0.1346153846153846, 0.12179487179487179, 0.08653846153846154, 0.08974358974358974, 0.08974358974358974, 0.12179487179487179, 0.07051282051282051, 0.12179487179487179, 0.09615384615384616, 0.08974358974358974, 0.10576923076923077, 0.11858974358974358, 0.1282051282051282, 0.22115384615384615, 0.09935897435897435]"
39,"[0.1182108626198083, 0.10862619808306709, 0.14057507987220447, 0.08306709265175719, 0.16613418530351437, 0.09904153354632587, 0.1182108626198083, 0.09584664536741214, 0.16293929712460065, 0.12140575079872204, 0.10543130990415335, 0.10223642172523961, 0.08626198083067092, 0.14696485623003194, 0.10223642172523961, 0.07348242811501597, 0.07371794871794872, 0.11858974358974358, 0.07051282051282051, 0.11538461538461539, 0.09615384615384616, 0.16987179487179488, 0.2403846153846154, 0.08333333333333333, 0.11217948717948718, 0.1891025641025641, 0.12179487179487179, 0.08333333333333333, 0.12179487179487179, 0.266025641025641, 0.09615384615384616, 0.09935897435897435]"
40,"[0.09904153354632587, 0.09584664536741214, 0.08626198083067092, 0.10223642172523961, 0.1182108626198083, 0.09904153354632587, 0.09584664536741214, 0.08945686900958466, 0.10862619808306709, 0.1182108626198083, 0.09584664536741214, 0.10543130990415335, 0.28434504792332266, 0.08626198083067092, 0.11182108626198083, 0.19488817891373802, 0.08333333333333333, 0.09294871794871795, 0.11858974358974358, 0.08653846153846154, 0.11858974358974358, 0.09935897435897435, 0.12179487179487179, 0.15064102564102563, 0.11858974358974358, 0.11538461538461539, 0.09294871794871795, 0.1955128205128205, 0.11858974358974358, 0.28205128205128205, 0.3141025641025641, 0.09935897435897435]"
41,"[0.1182108626198083, 0.134185303514377, 0.10862619808306709, 0.08306709265175719, 0.134185303514377, 0.09904153354632587, 0.1182108626198083, 0.09584664536741214, 0.12460063897763578, 0.12140575079872204, 0.10543130990415335, 0.09584664536741214, 0.08945686900958466, 0.11501597444089456, 0.134185303514377, 0.07348242811501597, 0.060897435897435896, 0.11858974358974358, 0.07051282051282051, 0.11538461538461539, 0.09935897435897435, 0.13782051282051283, 0.1794871794871795, 0.08333333333333333, 0.11217948717948718, 0.14743589743589744, 0.14743589743589744, 0.08333333333333333, 0.1762820512820513, 0.27564102564102566, 0.09615384615384616, 0.09935897435897435]"
42,"[0.08945686900958466, 0.09904153354632587, 0.08626198083067092, 0.1182108626198083, 0.1182108626198083, 0.12140575079872204, 0.12140575079872204, 0.08945686900958466, 0.10862619808306709, 0.1757188498402556, 0.0926517571884984, 0.10543130990415335, 0.12779552715654952, 0.10223642172523961, 0.10223642172523961, 0.11501597444089456, 0.08333333333333333, 0.09294871794871795, 0.2532051282051282, 0.08653846153846154, 0.057692307692307696, 0.09935897435897435, 0.09935897435897435, 0.09615384615384616, 0.08653846153846154, 0.11538461538461539, 0.08333333333333333, 0.11538461538461539, 0.11858974358974358, 0.34615384615384615, 0.28525641025641024, 0.09935897435897435]"
