eigenvector_centrality,[31 30 29]
10,"[0.07348242811501597, 0.10862619808306709, 0.08626198083067092, 0.0926517571884984, 0.08626198083067092, 0.0926517571884984, 0.09584664536741214, 0.08306709265175719, 0.022364217252396165, 0.09584664536741214, 0.08626198083067092, 0.13099041533546327, 0.09904153354632587, 0.10862619808306709, 0.07987220447284345, 0.09904153354632587, 0.028846153846153848, 0.11858974358974358, 0.08653846153846154, 0.10897435897435898, 0.11858974358974358, 0.10897435897435898, 0.08974358974358974, 0.08974358974358974, 0.10256410256410256, 0.07051282051282051, 0.019230769230769232, 0.10897435897435898, 0.09615384615384616, 0.12179487179487179, 0.07371794871794872, 0.08974358974358974]"
11,"[0.12140575079872204, 0.11182108626198083, 0.134185303514377, 0.10862619808306709, 0.11501597444089456, 0.1182108626198083, 0.07348242811501597, 0.07987220447284345, 0.07667731629392971, 0.11182108626198083, 0.10543130990415335, 0.07667731629392971, 0.12460063897763578, 0.08945686900958466, 0.09584664536741214, 0.10223642172523961, 0.13141025641025642, 0.016025641025641024, 0.057692307692307696, 0.10576923076923077, 0.05448717948717949, 0.11538461538461539, 0.10576923076923077, 0.1282051282051282, 0.01282051282051282, 0.10256410256410256, 0.10256410256410256, 0.09935897435897435, 0.09935897435897435, 0.08653846153846154, 0.09615384615384616, 0.10256410256410256]"
12,"[0.07348242811501597, 0.10862619808306709, 0.08626198083067092, 0.0926517571884984, 0.08626198083067092, 0.0926517571884984, 0.09584664536741214, 0.08306709265175719, 0.04472843450479233, 0.09584664536741214, 0.08626198083067092, 0.13099041533546327, 0.09904153354632587, 0.10862619808306709, 0.07987220447284345, 0.09904153354632587, 0.09935897435897435, 0.11858974358974358, 0.08653846153846154, 0.10897435897435898, 0.11858974358974358, 0.10897435897435898, 0.08974358974358974, 0.08974358974358974, 0.10256410256410256, 0.08012820512820513, 0.09935897435897435, 0.10897435897435898, 0.09615384615384616, 0.12179487179487179, 0.07371794871794872, 0.08974358974358974]"
13,"[0.12140575079872204, 0.11182108626198083, 0.134185303514377, 0.10862619808306709, 0.11501597444089456, 0.1182108626198083, 0.07348242811501597, 0.07987220447284345, 0.07667731629392971, 0.11182108626198083, 0.04472843450479233, 0.07667731629392971, 0.12460063897763578, 0.08945686900958466, 0.09584664536741214, 0.10223642172523961, 0.13141025641025642, 0.08974358974358974, 0.125, 0.10576923076923077, 0.05448717948717949, 0.11538461538461539, 0.10576923076923077, 0.1282051282051282, 0.01282051282051282, 0.10256410256410256, 0.10256410256410256, 0.09935897435897435, 0.09935897435897435, 0.08653846153846154, 0.09935897435897435, 0.10256410256410256]"
14,"[0.07348242811501597, 0.10862619808306709, 0.08626198083067092, 0.0926517571884984, 0.08626198083067092, 0.0926517571884984, 0.09584664536741214, 0.08306709265175719, 0.11182108626198083, 0.09584664536741214, 0.08626198083067092, 0.13099041533546327, 0.09904153354632587, 0.10862619808306709, 0.07987220447284345, 0.09904153354632587, 0.05448717948717949, 0.11858974358974358, 0.08653846153846154, 0.10897435897435898, 0.11858974358974358, 0.10897435897435898, 0.08974358974358974, 0.08974358974358974, 0.10256410256410256, 0.08012820512820513, 0.08012820512820513, 0.10897435897435898, 0.09615384615384616, 0.12179487179487179, 0.07371794871794872, 0.08974358974358974]"
15,"[0.12140575079872204, 0.11182108626198083, 0.134185303514377, 0.10862619808306709, 0.11501597444089456, 0.1182108626198083, 0.07348242811501597, 0.07987220447284345, 0.07667731629392971, 0.11182108626198083, 0.09904153354632587, 0.07667731629392971, 0.12460063897763578, 0.08945686900958466, 0.09584664536741214, 0.10223642172523961, 0.13141025641025642, 0.02564102564102564, 0.022435897435897436, 0.10576923076923077, 0.05448717948717949, 0.11538461538461539, 0.10576923076923077, 0.1282051282051282, 0.0, 0.10256410256410256, 0.00641025641025641, 0.09935897435897435, 0.09935897435897435, 0.08653846153846154, 0.09935897435897435, 0.10256410256410256]"
16,"[0.07348242811501597, 0.10862619808306709, 0.07348242811501597, 0.0926517571884984, 0.08626198083067092, 0.0926517571884984, 0.09584664536741214, 0.08306709265175719, 0.10543130990415335, 0.09584664536741214, 0.08626198083067092, 0.13099041533546327, 0.09904153354632587, 0.10862619808306709, 0.07987220447284345, 0.09904153354632587, 0.009615384615384616, 0.11858974358974358, 0.041666666666666664, 0.05448717948717949, 0.11858974358974358, 0.022435897435897436, 0.05128205128205128, 0.08974358974358974, 0.10256410256410256, 0.08012820512820513, 0.028846153846153848, 0.11217948717948718, 0.09615384615384616, 0.035256410256410256, 0.07371794871794872, 0.08974358974358974]"
17,"[0.12140575079872204, 0.11182108626198083, 0.134185303514377, 0.10862619808306709, 0.11501597444089456, 0.1182108626198083, 0.07348242811501597, 0.07987220447284345, 0.07667731629392971, 0.06389776357827476, 0.03194888178913738, 0.07667731629392971, 0.12460063897763578, 0.08945686900958466, 0.09584664536741214, 0.10223642172523961, 0.035256410256410256, 0.003205128205128205, 0.019230769230769232, 0.10576923076923077, 0.01282051282051282, 0.11538461538461539, 0.10576923076923077, 0.10576923076923077, 0.00641025641025641, 0.10256410256410256, 0.07051282051282051, 0.09935897435897435, 0.09935897435897435, 0.038461538461538464, 0.05128205128205128, 0.09935897435897435]"
18,"[0.07348242811501597, 0.025559105431309903, 0.03194888178913738, 0.0926517571884984, 0.08626198083067092, 0.0926517571884984, 0.09584664536741214, 0.08306709265175719, 0.04472843450479233, 0.09584664536741214, 0.08626198083067092, 0.13099041533546327, 0.09904153354632587, 0.06070287539936102, 0.07028753993610223, 0.09904153354632587, 0.01282051282051282, 0.0673076923076923, 0.08012820512820513, 0.028846153846153848, 0.11858974358974358, 0.022435897435897436, 0.009615384615384616, 0.08974358974358974, 0.10256410256410256, 0.022435897435897436, 0.009615384615384616, 0.10897435897435898, 0.028846153846153848, 0.05448717948717949, 0.07371794871794872, 0.035256410256410256]"
19,"[0.10862619808306709, 0.11182108626198083, 0.134185303514377, 0.04792332268370607, 0.11501597444089456, 0.1182108626198083, 0.022364217252396165, 0.07987220447284345, 0.07028753993610223, 0.038338658146964855, 0.012779552715654952, 0.07667731629392971, 0.12460063897763578, 0.08945686900958466, 0.09584664536741214, 0.07987220447284345, 0.13141025641025642, 0.09294871794871795, 0.019230769230769232, 0.11217948717948718, 0.003205128205128205, 0.11538461538461539, 0.10576923076923077, 0.019230769230769232, 0.009615384615384616, 0.11538461538461539, 0.060897435897435896, 0.019230769230769232, 0.09935897435897435, 0.003205128205128205, 0.003205128205128205, 0.10576923076923077]"
20,"[0.07667731629392971, 0.10862619808306709, 0.0670926517571885, 0.0926517571884984, 0.08626198083067092, 0.0926517571884984, 0.09584664536741214, 0.08306709265175719, 0.012779552715654952, 0.10543130990415335, 0.07667731629392971, 0.13099041533546327, 0.09904153354632587, 0.009584664536741214, 0.0670926517571885, 0.09904153354632587, 0.060897435897435896, 0.1282051282051282, 0.08012820512820513, 0.11538461538461539, 0.11858974358974358, 0.10576923076923077, 0.10576923076923077, 0.09294871794871795, 0.08974358974358974, 0.10256410256410256, 0.10897435897435898, 0.041666666666666664, 0.0, 0.041666666666666664, 0.07371794871794872, 0.08012820512820513]"
21,"[0.02875399361022364, 0.11182108626198083, 0.134185303514377, 0.022364217252396165, 0.11501597444089456, 0.1182108626198083, 0.0670926517571885, 0.07987220447284345, 0.0670926517571885, 0.1182108626198083, 0.09584664536741214, 0.07667731629392971, 0.12460063897763578, 0.09904153354632587, 0.10223642172523961, 0.10223642172523961, 0.11217948717948718, 0.09294871794871795, 0.11858974358974358, 0.10576923076923077, 0.08974358974358974, 0.11217948717948718, 0.04807692307692308, 0.07051282051282051, 0.12179487179487179, 0.057692307692307696, 0.0673076923076923, 0.10576923076923077, 0.10256410256410256, 0.08974358974358974, 0.07051282051282051, 0.09615384615384616]"
22,"[0.07667731629392971, 0.10862619808306709, 0.09904153354632587, 0.0926517571884984, 0.08626198083067092, 0.0926517571884984, 0.09584664536741214, 0.08306709265175719, 0.12460063897763578, 0.10543130990415335, 0.07667731629392971, 0.07028753993610223, 0.09904153354632587, 0.09904153354632587, 0.01597444089456869, 0.10223642172523961, 0.060897435897435896, 0.125, 0.0673076923076923, 0.11538461538461539, 0.11858974358974358, 0.10576923076923077, 0.11538461538461539, 0.09294871794871795, 0.09294871794871795, 0.10256410256410256, 0.10897435897435898, 0.04807692307692308, 0.05448717948717949, 0.057692307692307696, 0.07371794871794872, 0.08012820512820513]"
23,"[0.012779552715654952, 0.11182108626198083, 0.13738019169329074, 0.009584664536741214, 0.11501597444089456, 0.1182108626198083, 0.07348242811501597, 0.07987220447284345, 0.07667731629392971, 0.1182108626198083, 0.09584664536741214, 0.07667731629392971, 0.12460063897763578, 0.08945686900958466, 0.09904153354632587, 0.10223642172523961, 0.10897435897435898, 0.09294871794871795, 0.11858974358974358, 0.10576923076923077, 0.08974358974358974, 0.11538461538461539, 0.10256410256410256, 0.07051282051282051, 0.12179487179487179, 0.11858974358974358, 0.10897435897435898, 0.05448717948717949, 0.10576923076923077, 0.08974358974358974, 0.07051282051282051, 0.10576923076923077]"
24,"[0.07348242811501597, 0.10862619808306709, 0.09904153354632587, 0.0926517571884984, 0.08626198083067092, 0.0926517571884984, 0.09584664536741214, 0.08306709265175719, 0.03194888178913738, 0.09904153354632587, 0.08626198083067092, 0.13099041533546327, 0.09904153354632587, 0.09904153354632587, 0.07987220447284345, 0.09904153354632587, 0.060897435897435896, 0.1282051282051282, 0.10256410256410256, 0.11538461538461539, 0.11858974358974358, 0.10576923076923077, 0.11538461538461539, 0.09294871794871795, 0.10576923076923077, 0.10256410256410256, 0.10897435897435898, 0.10576923076923077, 0.00641025641025641, 0.08333333333333333, 0.07692307692307693, 0.08012820512820513]"
25,"[0.12140575079872204, 0.11182108626198083, 0.134185303514377, 0.10862619808306709, 0.11501597444089456, 0.1182108626198083, 0.07348242811501597, 0.07987220447284345, 0.07667731629392971, 0.006389776357827476, 0.09584664536741214, 0.07667731629392971, 0.12460063897763578, 0.08945686900958466, 0.09584664536741214, 0.10223642172523961, 0.13141025641025642, 0.09294871794871795, 0.11858974358974358, 0.10576923076923077, 0.00641025641025641, 0.11538461538461539, 0.10576923076923077, 0.1282051282051282, 0.12179487179487179, 0.10576923076923077, 0.11217948717948718, 0.0, 0.10897435897435898, 0.12179487179487179, 0.07371794871794872, 0.04487179487179487]"
26,"[0.07348242811501597, 0.019169329073482427, 0.08626198083067092, 0.0926517571884984, 0.08626198083067092, 0.0926517571884984, 0.09584664536741214, 0.08306709265175719, 0.11182108626198083, 0.09584664536741214, 0.08626198083067092, 0.13099041533546327, 0.09904153354632587, 0.10862619808306709, 0.07987220447284345, 0.09904153354632587, 0.00641025641025641, 0.11858974358974358, 0.08974358974358974, 0.11538461538461539, 0.11858974358974358, 0.07371794871794872, 0.08974358974358974, 0.08974358974358974, 0.10256410256410256, 0.08012820512820513, 0.09935897435897435, 0.10897435897435898, 0.09615384615384616, 0.12179487179487179, 0.07371794871794872, 0.10256410256410256]"
27,"[0.12140575079872204, 0.11182108626198083, 0.134185303514377, 0.10862619808306709, 0.11501597444089456, 0.1182108626198083, 0.07348242811501597, 0.07987220447284345, 0.07667731629392971, 0.11182108626198083, 0.10543130990415335, 0.07667731629392971, 0.12460063897763578, 0.08945686900958466, 0.09584664536741214, 0.10223642172523961, 0.13141025641025642, 0.09294871794871795, 0.125, 0.10576923076923077, 0.05448717948717949, 0.11538461538461539, 0.10576923076923077, 0.1282051282051282, 0.08333333333333333, 0.10256410256410256, 0.10256410256410256, 0.09935897435897435, 0.09935897435897435, 0.057692307692307696, 0.07371794871794872, 0.08653846153846154]"
28,"[0.07348242811501597, 0.10862619808306709, 0.08626198083067092, 0.0926517571884984, 0.08626198083067092, 0.0926517571884984, 0.09584664536741214, 0.08306709265175719, 0.11182108626198083, 0.09584664536741214, 0.08626198083067092, 0.13099041533546327, 0.09904153354632587, 0.10862619808306709, 0.07987220447284345, 0.09904153354632587, 0.09935897435897435, 0.11858974358974358, 0.08653846153846154, 0.10897435897435898, 0.11858974358974358, 0.10897435897435898, 0.08974358974358974, 0.08974358974358974, 0.10256410256410256, 0.08012820512820513, 0.09935897435897435, 0.10897435897435898, 0.11858974358974358, 0.057692307692307696, 0.07371794871794872, 0.08653846153846154]"
29,"[0.12140575079872204, 0.11182108626198083, 0.134185303514377, 0.10862619808306709, 0.11501597444089456, 0.1182108626198083, 0.07348242811501597, 0.07987220447284345, 0.07667731629392971, 0.11182108626198083, 0.10543130990415335, 0.07667731629392971, 0.12460063897763578, 0.08945686900958466, 0.09584664536741214, 0.10223642172523961, 0.13141025641025642, 0.08974358974358974, 0.125, 0.10576923076923077, 0.05448717948717949, 0.11538461538461539, 0.10576923076923077, 0.1282051282051282, 0.08333333333333333, 0.10256410256410256, 0.10256410256410256, 0.09935897435897435, 0.09935897435897435, 0.041666666666666664, 0.11858974358974358, 0.1346153846153846]"
30,"[0.07348242811501597, 0.10862619808306709, 0.08626198083067092, 0.0926517571884984, 0.08626198083067092, 0.0926517571884984, 0.09584664536741214, 0.08306709265175719, 0.11182108626198083, 0.09584664536741214, 0.08626198083067092, 0.13099041533546327, 0.09904153354632587, 0.10862619808306709, 0.07987220447284345, 0.09904153354632587, 0.09935897435897435, 0.11858974358974358, 0.08653846153846154, 0.10897435897435898, 0.11858974358974358, 0.10897435897435898, 0.08974358974358974, 0.08974358974358974, 0.10256410256410256, 0.08012820512820513, 0.09935897435897435, 0.10897435897435898, 0.11858974358974358, 0.08974358974358974, 0.11858974358974358, 0.08653846153846154]"
31,"[0.12140575079872204, 0.11182108626198083, 0.134185303514377, 0.10862619808306709, 0.11501597444089456, 0.1182108626198083, 0.07348242811501597, 0.07987220447284345, 0.07667731629392971, 0.11182108626198083, 0.10543130990415335, 0.07667731629392971, 0.12460063897763578, 0.08945686900958466, 0.09584664536741214, 0.10223642172523961, 0.13141025641025642, 0.08974358974358974, 0.125, 0.10576923076923077, 0.05448717948717949, 0.11538461538461539, 0.10576923076923077, 0.1282051282051282, 0.08333333333333333, 0.10256410256410256, 0.10256410256410256, 0.09935897435897435, 0.09935897435897435, 0.08974358974358974, 0.11858974358974358, 0.1346153846153846]"
32,"[0.07348242811501597, 0.10862619808306709, 0.08626198083067092, 0.0926517571884984, 0.08626198083067092, 0.0926517571884984, 0.09584664536741214, 0.08306709265175719, 0.11182108626198083, 0.09584664536741214, 0.08626198083067092, 0.13099041533546327, 0.09904153354632587, 0.10862619808306709, 0.07987220447284345, 0.09904153354632587, 0.09935897435897435, 0.11858974358974358, 0.08653846153846154, 0.10897435897435898, 0.11858974358974358, 0.10897435897435898, 0.08974358974358974, 0.08974358974358974, 0.10256410256410256, 0.08012820512820513, 0.09935897435897435, 0.10897435897435898, 0.11858974358974358, 0.08974358974358974, 0.11858974358974358, 0.08653846153846154]"
33,"[0.12140575079872204, 0.11182108626198083, 0.134185303514377, 0.10862619808306709, 0.11501597444089456, 0.1182108626198083, 0.07348242811501597, 0.07987220447284345, 0.07667731629392971, 0.11182108626198083, 0.10543130990415335, 0.07667731629392971, 0.12460063897763578, 0.08945686900958466, 0.09584664536741214, 0.10223642172523961, 0.13141025641025642, 0.08974358974358974, 0.125, 0.10576923076923077, 0.05448717948717949, 0.11538461538461539, 0.10576923076923077, 0.1282051282051282, 0.08333333333333333, 0.10256410256410256, 0.10256410256410256, 0.09935897435897435, 0.09935897435897435, 0.08974358974358974, 0.11858974358974358, 0.13782051282051283]"
34,"[0.07348242811501597, 0.10862619808306709, 0.08626198083067092, 0.0926517571884984, 0.08626198083067092, 0.0926517571884984, 0.09584664536741214, 0.08306709265175719, 0.11182108626198083, 0.09584664536741214, 0.08626198083067092, 0.13099041533546327, 0.09904153354632587, 0.10862619808306709, 0.07987220447284345, 0.09904153354632587, 0.09935897435897435, 0.11858974358974358, 0.08653846153846154, 0.10897435897435898, 0.11858974358974358, 0.11538461538461539, 0.08974358974358974, 0.08974358974358974, 0.10256410256410256, 0.08653846153846154, 0.09935897435897435, 0.10897435897435898, 0.11858974358974358, 0.10576923076923077, 0.11858974358974358, 0.08653846153846154]"
35,"[0.12140575079872204, 0.11182108626198083, 0.134185303514377, 0.10862619808306709, 0.11501597444089456, 0.1182108626198083, 0.07348242811501597, 0.07987220447284345, 0.07667731629392971, 0.11182108626198083, 0.10543130990415335, 0.07667731629392971, 0.12460063897763578, 0.08945686900958466, 0.09584664536741214, 0.10223642172523961, 0.13141025641025642, 0.08974358974358974, 0.125, 0.10576923076923077, 0.05448717948717949, 0.11538461538461539, 0.10576923076923077, 0.1282051282051282, 0.08333333333333333, 0.10256410256410256, 0.10256410256410256, 0.09935897435897435, 0.09935897435897435, 0.08974358974358974, 0.11858974358974358, 0.14743589743589744]"
36,"[0.07348242811501597, 0.10862619808306709, 0.08626198083067092, 0.0926517571884984, 0.08626198083067092, 0.0926517571884984, 0.09584664536741214, 0.08306709265175719, 0.11182108626198083, 0.09584664536741214, 0.08626198083067092, 0.13099041533546327, 0.09904153354632587, 0.1501597444089457, 0.07987220447284345, 0.09904153354632587, 0.09935897435897435, 0.11858974358974358, 0.08653846153846154, 0.10897435897435898, 0.11858974358974358, 0.1346153846153846, 0.08974358974358974, 0.08974358974358974, 0.10256410256410256, 0.1346153846153846, 0.09935897435897435, 0.10897435897435898, 0.11858974358974358, 0.08974358974358974, 0.11858974358974358, 0.15384615384615385]"
37,"[0.12140575079872204, 0.11182108626198083, 0.134185303514377, 0.10862619808306709, 0.11501597444089456, 0.1182108626198083, 0.07348242811501597, 0.07987220447284345, 0.07667731629392971, 0.11182108626198083, 0.10543130990415335, 0.07667731629392971, 0.12460063897763578, 0.08626198083067092, 0.09584664536741214, 0.10223642172523961, 0.13141025641025642, 0.08974358974358974, 0.125, 0.10576923076923077, 0.05448717948717949, 0.10256410256410256, 0.08974358974358974, 0.1282051282051282, 0.08333333333333333, 0.11217948717948718, 0.08974358974358974, 0.09935897435897435, 0.11858974358974358, 0.08974358974358974, 0.11858974358974358, 0.20833333333333334]"
38,"[0.07348242811501597, 0.10862619808306709, 0.08626198083067092, 0.0926517571884984, 0.08626198083067092, 0.0926517571884984, 0.09584664536741214, 0.08306709265175719, 0.11182108626198083, 0.09584664536741214, 0.08626198083067092, 0.13099041533546327, 0.09904153354632587, 0.14057507987220447, 0.07987220447284345, 0.09904153354632587, 0.09935897435897435, 0.11858974358974358, 0.08653846153846154, 0.10897435897435898, 0.14102564102564102, 0.14102564102564102, 0.08974358974358974, 0.08974358974358974, 0.10256410256410256, 0.1346153846153846, 0.09935897435897435, 0.10897435897435898, 0.125, 0.08974358974358974, 0.11858974358974358, 0.08653846153846154]"
39,"[0.12140575079872204, 0.11182108626198083, 0.134185303514377, 0.10862619808306709, 0.11501597444089456, 0.1182108626198083, 0.07348242811501597, 0.07987220447284345, 0.07667731629392971, 0.11182108626198083, 0.10543130990415335, 0.07667731629392971, 0.12460063897763578, 0.10223642172523961, 0.09584664536741214, 0.10223642172523961, 0.13141025641025642, 0.08974358974358974, 0.125, 0.10576923076923077, 0.05448717948717949, 0.10897435897435898, 0.07051282051282051, 0.1282051282051282, 0.08333333333333333, 0.07692307692307693, 0.14423076923076922, 0.09935897435897435, 0.11858974358974358, 0.08974358974358974, 0.11858974358974358, 0.22756410256410256]"
40,"[0.07348242811501597, 0.10862619808306709, 0.08626198083067092, 0.0926517571884984, 0.08626198083067092, 0.11501597444089456, 0.09584664536741214, 0.08306709265175719, 0.11182108626198083, 0.08945686900958466, 0.08626198083067092, 0.13099041533546327, 0.12140575079872204, 0.16293929712460065, 0.09904153354632587, 0.09904153354632587, 0.09935897435897435, 0.10256410256410256, 0.08653846153846154, 0.10897435897435898, 0.10576923076923077, 0.15064102564102563, 0.10897435897435898, 0.08974358974358974, 0.08333333333333333, 0.14102564102564102, 0.09935897435897435, 0.10897435897435898, 0.14743589743589744, 0.08974358974358974, 0.11858974358974358, 0.08653846153846154]"
41,"[0.12140575079872204, 0.11182108626198083, 0.134185303514377, 0.10862619808306709, 0.12140575079872204, 0.1182108626198083, 0.07348242811501597, 0.07987220447284345, 0.07667731629392971, 0.11182108626198083, 0.10543130990415335, 0.07667731629392971, 0.12460063897763578, 0.10223642172523961, 0.09584664536741214, 0.13099041533546327, 0.13141025641025642, 0.08974358974358974, 0.125, 0.10576923076923077, 0.05448717948717949, 0.10576923076923077, 0.10897435897435898, 0.16666666666666666, 0.08333333333333333, 0.07371794871794872, 0.08653846153846154, 0.13782051282051283, 0.11858974358974358, 0.08974358974358974, 0.11858974358974358, 0.27884615384615385]"
42,"[0.07348242811501597, 0.10862619808306709, 0.08626198083067092, 0.0926517571884984, 0.08626198083067092, 0.09904153354632587, 0.09584664536741214, 0.08306709265175719, 0.11182108626198083, 0.10543130990415335, 0.08626198083067092, 0.13099041533546327, 0.10543130990415335, 0.1597444089456869, 0.12779552715654952, 0.09904153354632587, 0.09935897435897435, 0.11858974358974358, 0.08653846153846154, 0.10897435897435898, 0.09615384615384616, 0.15705128205128205, 0.10897435897435898, 0.08974358974358974, 0.10256410256410256, 0.14423076923076922, 0.125, 0.10897435897435898, 0.1858974358974359, 0.08974358974358974, 0.11858974358974358, 0.1891025641025641]"
