eigenvector_centrality,[31 30 29]
12,"[0.09904153354632587, 0.07348242811501597, 0.09904153354632587, 0.10543130990415335, 0.07987220447284345, 0.09584664536741214, 0.06389776357827476, 0.10862619808306709, 0.11501597444089456, 0.08945686900958466, 0.0926517571884984, 0.07348242811501597, 0.10223642172523961, 0.10862619808306709, 0.09904153354632587, 0.12140575079872204, 0.11858974358974358, 0.09935897435897435, 0.10256410256410256, 0.08653846153846154, 0.10576923076923077, 0.09294871794871795, 0.09615384615384616, 0.08974358974358974, 0.08333333333333333, 0.12179487179487179, 0.09935897435897435, 0.10576923076923077, 0.09615384615384616, 0.07051282051282051, 0.12179487179487179, 0.09935897435897435]"
13,"[0.0926517571884984, 0.10862619808306709, 0.14057507987220447, 0.07987220447284345, 0.09904153354632587, 0.0926517571884984, 0.09904153354632587, 0.08306709265175719, 0.09904153354632587, 0.09904153354632587, 0.02875399361022364, 0.12140575079872204, 0.13738019169329074, 0.10223642172523961, 0.1182108626198083, 0.07028753993610223, 0.07692307692307693, 0.07692307692307693, 0.05128205128205128, 0.11217948717948718, 0.10897435897435898, 0.10576923076923077, 0.09615384615384616, 0.08012820512820513, 0.03205128205128205, 0.07371794871794872, 0.07692307692307693, 0.0673076923076923, 0.11858974358974358, 0.10897435897435898, 0.08012820512820513, 0.11858974358974358]"
14,"[0.09904153354632587, 0.07348242811501597, 0.09904153354632587, 0.10543130990415335, 0.07987220447284345, 0.09584664536741214, 0.06389776357827476, 0.10862619808306709, 0.04153354632587859, 0.08945686900958466, 0.0926517571884984, 0.13099041533546327, 0.10223642172523961, 0.10862619808306709, 0.05750798722044728, 0.12140575079872204, 0.07692307692307693, 0.09935897435897435, 0.10256410256410256, 0.028846153846153848, 0.10576923076923077, 0.09294871794871795, 0.0673076923076923, 0.08974358974358974, 0.08333333333333333, 0.12179487179487179, 0.09615384615384616, 0.10576923076923077, 0.09615384615384616, 0.07051282051282051, 0.12179487179487179, 0.08974358974358974]"
15,"[0.0926517571884984, 0.10862619808306709, 0.14057507987220447, 0.03194888178913738, 0.09904153354632587, 0.0926517571884984, 0.10223642172523961, 0.08306709265175719, 0.09904153354632587, 0.10862619808306709, 0.09584664536741214, 0.12140575079872204, 0.12460063897763578, 0.10223642172523961, 0.1182108626198083, 0.051118210862619806, 0.07692307692307693, 0.038461538461538464, 0.0641025641025641, 0.11217948717948718, 0.125, 0.10576923076923077, 0.09615384615384616, 0.07692307692307693, 0.08333333333333333, 0.07371794871794872, 0.07692307692307693, 0.08653846153846154, 0.11858974358974358, 0.08012820512820513, 0.10576923076923077, 0.11858974358974358]"
16,"[0.09904153354632587, 0.054313099041533544, 0.08626198083067092, 0.10543130990415335, 0.07667731629392971, 0.09584664536741214, 0.06389776357827476, 0.13738019169329074, 0.10543130990415335, 0.08945686900958466, 0.0926517571884984, 0.134185303514377, 0.10223642172523961, 0.07028753993610223, 0.038338658146964855, 0.12140575079872204, 0.09935897435897435, 0.09935897435897435, 0.10256410256410256, 0.07051282051282051, 0.10576923076923077, 0.08333333333333333, 0.0673076923076923, 0.08974358974358974, 0.08333333333333333, 0.08012820512820513, 0.1346153846153846, 0.10576923076923077, 0.03205128205128205, 0.07051282051282051, 0.12179487179487179, 0.08974358974358974]"
17,"[0.12140575079872204, 0.10862619808306709, 0.14057507987220447, 0.09584664536741214, 0.09904153354632587, 0.06070287539936102, 0.12779552715654952, 0.08306709265175719, 0.09904153354632587, 0.11182108626198083, 0.08945686900958466, 0.12140575079872204, 0.0670926517571885, 0.10223642172523961, 0.1182108626198083, 0.08306709265175719, 0.07692307692307693, 0.08974358974358974, 0.0673076923076923, 0.11217948717948718, 0.11858974358974358, 0.10576923076923077, 0.09615384615384616, 0.09615384615384616, 0.0641025641025641, 0.07371794871794872, 0.07692307692307693, 0.09294871794871795, 0.11858974358974358, 0.07371794871794872, 0.13141025641025642, 0.11858974358974358]"
18,"[0.09904153354632587, 0.10862619808306709, 0.051118210862619806, 0.10543130990415335, 0.07348242811501597, 0.09584664536741214, 0.06389776357827476, 0.07028753993610223, 0.054313099041533544, 0.08945686900958466, 0.0926517571884984, 0.10862619808306709, 0.10223642172523961, 0.10543130990415335, 0.07028753993610223, 0.12140575079872204, 0.09294871794871795, 0.09935897435897435, 0.10256410256410256, 0.09615384615384616, 0.10576923076923077, 0.09615384615384616, 0.0673076923076923, 0.08974358974358974, 0.08333333333333333, 0.08333333333333333, 0.14743589743589744, 0.10576923076923077, 0.07692307692307693, 0.07051282051282051, 0.12179487179487179, 0.08974358974358974]"
19,"[0.10543130990415335, 0.10862619808306709, 0.14057507987220447, 0.134185303514377, 0.09904153354632587, 0.08306709265175719, 0.13099041533546327, 0.08306709265175719, 0.09904153354632587, 0.07028753993610223, 0.08306709265175719, 0.12140575079872204, 0.05750798722044728, 0.10223642172523961, 0.1182108626198083, 0.0670926517571885, 0.07692307692307693, 0.0641025641025641, 0.08333333333333333, 0.11217948717948718, 0.12179487179487179, 0.10576923076923077, 0.09615384615384616, 0.10897435897435898, 0.1282051282051282, 0.07371794871794872, 0.07692307692307693, 0.10256410256410256, 0.11858974358974358, 0.04807692307692308, 0.13141025641025642, 0.11858974358974358]"
20,"[0.09904153354632587, 0.07667731629392971, 0.054313099041533544, 0.10543130990415335, 0.09904153354632587, 0.09584664536741214, 0.06389776357827476, 0.10223642172523961, 0.10223642172523961, 0.08945686900958466, 0.0926517571884984, 0.134185303514377, 0.10223642172523961, 0.06070287539936102, 0.07028753993610223, 0.12140575079872204, 0.07692307692307693, 0.09935897435897435, 0.10256410256410256, 0.09935897435897435, 0.10576923076923077, 0.060897435897435896, 0.0673076923076923, 0.08974358974358974, 0.08333333333333333, 0.10897435897435898, 0.14743589743589744, 0.10576923076923077, 0.07692307692307693, 0.07051282051282051, 0.12179487179487179, 0.09294871794871795]"
21,"[0.08945686900958466, 0.10862619808306709, 0.14057507987220447, 0.13738019169329074, 0.09904153354632587, 0.10223642172523961, 0.13099041533546327, 0.08306709265175719, 0.09904153354632587, 0.09584664536741214, 0.08306709265175719, 0.12140575079872204, 0.06070287539936102, 0.10223642172523961, 0.1182108626198083, 0.09904153354632587, 0.07692307692307693, 0.09935897435897435, 0.08333333333333333, 0.11217948717948718, 0.12179487179487179, 0.10576923076923077, 0.09615384615384616, 0.10256410256410256, 0.13141025641025642, 0.07371794871794872, 0.07692307692307693, 0.10256410256410256, 0.11858974358974358, 0.08974358974358974, 0.13141025641025642, 0.11858974358974358]"
22,"[0.09904153354632587, 0.08306709265175719, 0.054313099041533544, 0.10543130990415335, 0.09584664536741214, 0.09584664536741214, 0.06389776357827476, 0.12460063897763578, 0.10223642172523961, 0.08945686900958466, 0.0926517571884984, 0.134185303514377, 0.10223642172523961, 0.0926517571884984, 0.07028753993610223, 0.12140575079872204, 0.08333333333333333, 0.09935897435897435, 0.10256410256410256, 0.09935897435897435, 0.10576923076923077, 0.11538461538461539, 0.0673076923076923, 0.08974358974358974, 0.08333333333333333, 0.10576923076923077, 0.14743589743589744, 0.10576923076923077, 0.07692307692307693, 0.07051282051282051, 0.12179487179487179, 0.09294871794871795]"
23,"[0.08945686900958466, 0.10862619808306709, 0.14057507987220447, 0.13738019169329074, 0.09904153354632587, 0.09904153354632587, 0.13099041533546327, 0.08306709265175719, 0.09904153354632587, 0.09584664536741214, 0.08306709265175719, 0.12140575079872204, 0.06070287539936102, 0.10223642172523961, 0.1182108626198083, 0.09904153354632587, 0.07692307692307693, 0.09615384615384616, 0.08333333333333333, 0.11217948717948718, 0.12179487179487179, 0.10576923076923077, 0.09615384615384616, 0.10256410256410256, 0.13141025641025642, 0.07371794871794872, 0.07692307692307693, 0.10256410256410256, 0.11858974358974358, 0.08974358974358974, 0.13141025641025642, 0.11858974358974358]"
24,"[0.09904153354632587, 0.08306709265175719, 0.054313099041533544, 0.10543130990415335, 0.09584664536741214, 0.09584664536741214, 0.06389776357827476, 0.12460063897763578, 0.10223642172523961, 0.08945686900958466, 0.0926517571884984, 0.134185303514377, 0.10223642172523961, 0.0926517571884984, 0.07028753993610223, 0.12140575079872204, 0.08333333333333333, 0.09935897435897435, 0.10256410256410256, 0.09935897435897435, 0.10576923076923077, 0.11538461538461539, 0.0673076923076923, 0.08974358974358974, 0.08333333333333333, 0.10576923076923077, 0.14743589743589744, 0.10576923076923077, 0.07692307692307693, 0.07051282051282051, 0.12179487179487179, 0.09294871794871795]"
25,"[0.08945686900958466, 0.10862619808306709, 0.14057507987220447, 0.13738019169329074, 0.09904153354632587, 0.09904153354632587, 0.13099041533546327, 0.08306709265175719, 0.09904153354632587, 0.09584664536741214, 0.08306709265175719, 0.12140575079872204, 0.06070287539936102, 0.10223642172523961, 0.1182108626198083, 0.09904153354632587, 0.07692307692307693, 0.09615384615384616, 0.08333333333333333, 0.11217948717948718, 0.12179487179487179, 0.10576923076923077, 0.09615384615384616, 0.10256410256410256, 0.13141025641025642, 0.07371794871794872, 0.07692307692307693, 0.10256410256410256, 0.11858974358974358, 0.07051282051282051, 0.12179487179487179, 0.09935897435897435]"
26,"[0.09904153354632587, 0.08306709265175719, 0.054313099041533544, 0.10543130990415335, 0.09584664536741214, 0.09584664536741214, 0.06389776357827476, 0.12460063897763578, 0.10223642172523961, 0.08945686900958466, 0.0926517571884984, 0.134185303514377, 0.10223642172523961, 0.0926517571884984, 0.07028753993610223, 0.12140575079872204, 0.08333333333333333, 0.09935897435897435, 0.10256410256410256, 0.09935897435897435, 0.10576923076923077, 0.1282051282051282, 0.0673076923076923, 0.08974358974358974, 0.08333333333333333, 0.10576923076923077, 0.14743589743589744, 0.10576923076923077, 0.07692307692307693, 0.08974358974358974, 0.07051282051282051, 0.09935897435897435]"
27,"[0.08945686900958466, 0.10862619808306709, 0.14057507987220447, 0.13738019169329074, 0.09904153354632587, 0.09904153354632587, 0.13099041533546327, 0.08306709265175719, 0.09904153354632587, 0.09584664536741214, 0.08306709265175719, 0.12140575079872204, 0.06070287539936102, 0.10223642172523961, 0.1182108626198083, 0.10223642172523961, 0.07692307692307693, 0.09615384615384616, 0.08333333333333333, 0.11217948717948718, 0.12179487179487179, 0.10576923076923077, 0.09615384615384616, 0.10576923076923077, 0.13141025641025642, 0.07371794871794872, 0.07692307692307693, 0.10256410256410256, 0.11858974358974358, 0.08974358974358974, 0.07051282051282051, 0.09935897435897435]"
28,"[0.09904153354632587, 0.08306709265175719, 0.054313099041533544, 0.10543130990415335, 0.09584664536741214, 0.09584664536741214, 0.06389776357827476, 0.12460063897763578, 0.10223642172523961, 0.08945686900958466, 0.0926517571884984, 0.134185303514377, 0.10223642172523961, 0.14376996805111822, 0.12140575079872204, 0.12140575079872204, 0.08333333333333333, 0.09935897435897435, 0.10256410256410256, 0.09935897435897435, 0.10576923076923077, 0.10897435897435898, 0.11538461538461539, 0.08974358974358974, 0.08333333333333333, 0.10256410256410256, 0.14102564102564102, 0.10576923076923077, 0.10256410256410256, 0.08974358974358974, 0.07051282051282051, 0.09935897435897435]"
29,"[0.08945686900958466, 0.10862619808306709, 0.14057507987220447, 0.13738019169329074, 0.09904153354632587, 0.10862619808306709, 0.13099041533546327, 0.08306709265175719, 0.09904153354632587, 0.09584664536741214, 0.08306709265175719, 0.12140575079872204, 0.11182108626198083, 0.10223642172523961, 0.1182108626198083, 0.07028753993610223, 0.07692307692307693, 0.09615384615384616, 0.08333333333333333, 0.11217948717948718, 0.13782051282051283, 0.10576923076923077, 0.09615384615384616, 0.10897435897435898, 0.15064102564102563, 0.07371794871794872, 0.07692307692307693, 0.13141025641025642, 0.11858974358974358, 0.08974358974358974, 0.1282051282051282, 0.09935897435897435]"
30,"[0.09904153354632587, 0.07667731629392971, 0.054313099041533544, 0.10543130990415335, 0.08626198083067092, 0.09584664536741214, 0.06389776357827476, 0.134185303514377, 0.10223642172523961, 0.08945686900958466, 0.0926517571884984, 0.134185303514377, 0.10223642172523961, 0.11501597444089456, 0.10223642172523961, 0.10862619808306709, 0.08333333333333333, 0.09935897435897435, 0.10256410256410256, 0.08974358974358974, 0.10576923076923077, 0.09294871794871795, 0.09935897435897435, 0.08974358974358974, 0.08333333333333333, 0.11538461538461539, 0.13141025641025642, 0.125, 0.10576923076923077, 0.08974358974358974, 0.07051282051282051, 0.1282051282051282]"
31,"[0.08945686900958466, 0.10862619808306709, 0.14057507987220447, 0.12779552715654952, 0.09904153354632587, 0.10223642172523961, 0.11182108626198083, 0.08306709265175719, 0.09904153354632587, 0.09584664536741214, 0.14696485623003194, 0.12140575079872204, 0.14696485623003194, 0.10223642172523961, 0.1182108626198083, 0.07028753993610223, 0.07692307692307693, 0.07692307692307693, 0.09294871794871795, 0.11217948717948718, 0.13141025641025642, 0.10576923076923077, 0.09615384615384616, 0.10897435897435898, 0.1282051282051282, 0.07371794871794872, 0.07692307692307693, 0.11858974358974358, 0.0673076923076923, 0.15705128205128205, 0.17307692307692307, 0.10897435897435898]"
32,"[0.09904153354632587, 0.07028753993610223, 0.09904153354632587, 0.10543130990415335, 0.07987220447284345, 0.09584664536741214, 0.06389776357827476, 0.10862619808306709, 0.11501597444089456, 0.08945686900958466, 0.0926517571884984, 0.07028753993610223, 0.10223642172523961, 0.10543130990415335, 0.10543130990415335, 0.10543130990415335, 0.11858974358974358, 0.09935897435897435, 0.10256410256410256, 0.08012820512820513, 0.10576923076923077, 0.09615384615384616, 0.10256410256410256, 0.08012820512820513, 0.08333333333333333, 0.1282051282051282, 0.11538461538461539, 0.10576923076923077, 0.10576923076923077, 0.18269230769230768, 0.125, 0.09935897435897435]"
33,"[0.09904153354632587, 0.10862619808306709, 0.14057507987220447, 0.08626198083067092, 0.09904153354632587, 0.0926517571884984, 0.10223642172523961, 0.08306709265175719, 0.09904153354632587, 0.09904153354632587, 0.13738019169329074, 0.12140575079872204, 0.14696485623003194, 0.10223642172523961, 0.1182108626198083, 0.07028753993610223, 0.07692307692307693, 0.07692307692307693, 0.10897435897435898, 0.11217948717948718, 0.13782051282051283, 0.10576923076923077, 0.09615384615384616, 0.10897435897435898, 0.1282051282051282, 0.07371794871794872, 0.07692307692307693, 0.11858974358974358, 0.07051282051282051, 0.22115384615384615, 0.21153846153846154, 0.08974358974358974]"
34,"[0.09904153354632587, 0.07348242811501597, 0.09904153354632587, 0.10543130990415335, 0.07667731629392971, 0.09584664536741214, 0.06389776357827476, 0.10862619808306709, 0.11501597444089456, 0.08945686900958466, 0.0926517571884984, 0.07348242811501597, 0.10223642172523961, 0.10862619808306709, 0.13738019169329074, 0.10543130990415335, 0.12179487179487179, 0.09935897435897435, 0.10256410256410256, 0.08653846153846154, 0.10576923076923077, 0.09294871794871795, 0.10576923076923077, 0.10576923076923077, 0.08333333333333333, 0.12179487179487179, 0.11538461538461539, 0.13141025641025642, 0.16025641025641027, 0.1858974358974359, 0.16025641025641027, 0.08974358974358974]"
35,"[0.09584664536741214, 0.10862619808306709, 0.14057507987220447, 0.08626198083067092, 0.09904153354632587, 0.0926517571884984, 0.09904153354632587, 0.08306709265175719, 0.09904153354632587, 0.09904153354632587, 0.13099041533546327, 0.12140575079872204, 0.13738019169329074, 0.10223642172523961, 0.134185303514377, 0.07028753993610223, 0.07692307692307693, 0.07692307692307693, 0.10897435897435898, 0.11217948717948718, 0.10897435897435898, 0.10576923076923077, 0.10897435897435898, 0.10897435897435898, 0.10576923076923077, 0.07371794871794872, 0.07051282051282051, 0.11858974358974358, 0.07371794871794872, 0.358974358974359, 0.2948717948717949, 0.09935897435897435]"
36,"[0.09904153354632587, 0.07348242811501597, 0.09904153354632587, 0.10543130990415335, 0.07987220447284345, 0.09584664536741214, 0.06389776357827476, 0.10862619808306709, 0.11501597444089456, 0.08945686900958466, 0.0926517571884984, 0.07348242811501597, 0.10223642172523961, 0.10862619808306709, 0.12140575079872204, 0.11182108626198083, 0.125, 0.09935897435897435, 0.10256410256410256, 0.08653846153846154, 0.10576923076923077, 0.09294871794871795, 0.125, 0.11858974358974358, 0.08333333333333333, 0.1282051282051282, 0.11858974358974358, 0.1346153846153846, 0.13782051282051283, 0.16346153846153846, 0.16025641025641027, 0.09294871794871795]"
37,"[0.0926517571884984, 0.10862619808306709, 0.14057507987220447, 0.08626198083067092, 0.09904153354632587, 0.0926517571884984, 0.09904153354632587, 0.08306709265175719, 0.09904153354632587, 0.09904153354632587, 0.13099041533546327, 0.12140575079872204, 0.13738019169329074, 0.12140575079872204, 0.10543130990415335, 0.07028753993610223, 0.07692307692307693, 0.07692307692307693, 0.10576923076923077, 0.11217948717948718, 0.10897435897435898, 0.10256410256410256, 0.11538461538461539, 0.10897435897435898, 0.10576923076923077, 0.10576923076923077, 0.10897435897435898, 0.11858974358974358, 0.07371794871794872, 0.3269230769230769, 0.3717948717948718, 0.09935897435897435]"
38,"[0.09904153354632587, 0.07348242811501597, 0.09904153354632587, 0.10543130990415335, 0.07987220447284345, 0.09584664536741214, 0.06389776357827476, 0.10862619808306709, 0.11501597444089456, 0.08945686900958466, 0.0926517571884984, 0.07348242811501597, 0.09584664536741214, 0.10862619808306709, 0.12140575079872204, 0.10543130990415335, 0.125, 0.09935897435897435, 0.10256410256410256, 0.08653846153846154, 0.10897435897435898, 0.09294871794871795, 0.11538461538461539, 0.07692307692307693, 0.13141025641025642, 0.12179487179487179, 0.10576923076923077, 0.125, 0.15705128205128205, 0.1794871794871795, 0.15064102564102563, 0.08974358974358974]"
39,"[0.0926517571884984, 0.10862619808306709, 0.14057507987220447, 0.08626198083067092, 0.09904153354632587, 0.0926517571884984, 0.09904153354632587, 0.08306709265175719, 0.09904153354632587, 0.09904153354632587, 0.13099041533546327, 0.12140575079872204, 0.13738019169329074, 0.09904153354632587, 0.10543130990415335, 0.07028753993610223, 0.07692307692307693, 0.07692307692307693, 0.10576923076923077, 0.11217948717948718, 0.10897435897435898, 0.10576923076923077, 0.11538461538461539, 0.10897435897435898, 0.10256410256410256, 0.10256410256410256, 0.10897435897435898, 0.11858974358974358, 0.07371794871794872, 0.3685897435897436, 0.4230769230769231, 0.08974358974358974]"
40,"[0.09904153354632587, 0.07348242811501597, 0.09904153354632587, 0.10543130990415335, 0.07987220447284345, 0.09584664536741214, 0.10223642172523961, 0.10862619808306709, 0.11501597444089456, 0.08945686900958466, 0.11182108626198083, 0.07348242811501597, 0.09904153354632587, 0.10862619808306709, 0.09904153354632587, 0.10543130990415335, 0.125, 0.09615384615384616, 0.11538461538461539, 0.08653846153846154, 0.08974358974358974, 0.09294871794871795, 0.09935897435897435, 0.07051282051282051, 0.12179487179487179, 0.12179487179487179, 0.09294871794871795, 0.10576923076923077, 0.13782051282051283, 0.1794871794871795, 0.16346153846153846, 0.09294871794871795]"
41,"[0.0926517571884984, 0.10862619808306709, 0.14057507987220447, 0.08626198083067092, 0.11182108626198083, 0.0926517571884984, 0.09904153354632587, 0.0926517571884984, 0.14696485623003194, 0.09904153354632587, 0.13099041533546327, 0.13738019169329074, 0.13738019169329074, 0.09904153354632587, 0.10543130990415335, 0.07028753993610223, 0.0641025641025641, 0.07692307692307693, 0.10576923076923077, 0.11538461538461539, 0.10897435897435898, 0.10576923076923077, 0.11538461538461539, 0.10897435897435898, 0.10256410256410256, 0.10256410256410256, 0.10897435897435898, 0.11858974358974358, 0.08012820512820513, 0.3717948717948718, 0.4230769230769231, 0.08974358974358974]"
42,"[0.09904153354632587, 0.07348242811501597, 0.09904153354632587, 0.10543130990415335, 0.07987220447284345, 0.09904153354632587, 0.09584664536741214, 0.10862619808306709, 0.11501597444089456, 0.1182108626198083, 0.09584664536741214, 0.07348242811501597, 0.09904153354632587, 0.10862619808306709, 0.09904153354632587, 0.10862619808306709, 0.125, 0.09294871794871795, 0.11858974358974358, 0.08653846153846154, 0.08974358974358974, 0.09294871794871795, 0.09615384615384616, 0.09615384615384616, 0.12179487179487179, 0.12179487179487179, 0.08333333333333333, 0.10576923076923077, 0.11858974358974358, 0.1858974358974359, 0.18269230769230768, 0.09935897435897435]"
