none,[]
0,"[0.1157684630738523, 0.082, 0.184, 0.1, 0.13, 0.36, 0.142, 0.11, 0.106, 0.098, 0.148, 0.106, 0.108, 0.126, 0.098, 0.092, 0.102, 0.098, 0.08, 0.1623246492985972]"
1,"[0.14171656686626746, 0.116, 0.144, 0.08, 0.174, 0.102, 0.126, 0.094, 0.106, 0.268, 0.134, 0.09, 0.17, 0.096, 0.096, 0.084, 0.082, 0.16, 0.124, 0.10220440881763528]"
2,"[0.10778443113772455, 0.12, 0.172, 0.1, 0.15, 0.446, 0.124, 0.152, 0.106, 0.182, 0.094, 0.106, 0.106, 0.1, 0.098, 0.092, 0.108, 0.148, 0.138, 0.12224448897795591]"
3,"[0.10778443113772455, 0.134, 0.198, 0.26, 0.078, 0.102, 0.428, 0.112, 0.106, 0.292, 0.194, 0.09, 0.176, 0.27, 0.106, 0.146, 0.082, 0.142, 0.186, 0.10420841683366733]"
4,"[0.10778443113772455, 0.136, 0.338, 0.1, 0.152, 0.406, 0.124, 0.22, 0.194, 0.162, 0.176, 0.108, 0.21, 0.106, 0.108, 0.092, 0.138, 0.17, 0.302, 0.17635270541082165]"
5,"[0.10778443113772455, 0.194, 0.18, 0.138, 0.248, 0.102, 0.36, 0.178, 0.106, 0.338, 0.284, 0.09, 0.176, 0.106, 0.096, 0.152, 0.152, 0.166, 0.206, 0.18637274549098196]"
6,"[0.10778443113772455, 0.198, 0.356, 0.1, 0.09, 0.344, 0.124, 0.314, 0.218, 0.15, 0.354, 0.184, 0.272, 0.214, 0.11, 0.224, 0.192, 0.154, 0.318, 0.14428857715430862]"
7,"[0.1936127744510978, 0.286, 0.186, 0.138, 0.36, 0.156, 0.354, 0.224, 0.172, 0.392, 0.244, 0.094, 0.188, 0.11, 0.096, 0.238, 0.152, 0.144, 0.308, 0.25851703406813625]"
8,"[0.10778443113772455, 0.196, 0.342, 0.192, 0.09, 0.384, 0.174, 0.338, 0.272, 0.156, 0.324, 0.242, 0.328, 0.226, 0.164, 0.204, 0.214, 0.266, 0.24, 0.11022044088176353]"
9,"[0.24151696606786427, 0.35, 0.2, 0.218, 0.45, 0.186, 0.418, 0.228, 0.188, 0.36, 0.24, 0.246, 0.194, 0.106, 0.096, 0.224, 0.14, 0.112, 0.316, 0.2785571142284569]"
10,"[0.10778443113772455, 0.188, 0.354, 0.246, 0.09, 0.444, 0.2, 0.36, 0.294, 0.17, 0.308, 0.232, 0.372, 0.332, 0.302, 0.226, 0.296, 0.336, 0.188, 0.10420841683366733]"
