none,[]
0,"[0.08383233532934131, 0.1, 0.096, 0.188, 0.13, 0.16, 0.086, 0.118, 0.09, 0.126, 0.14, 0.11, 0.08, 0.098, 0.11, 0.122, 0.114, 0.108, 0.126, 0.2124248496993988]"
1,"[0.09580838323353294, 0.084, 0.1, 0.082, 0.094, 0.094, 0.1, 0.108, 0.146, 0.108, 0.096, 0.12, 0.088, 0.098, 0.106, 0.116, 0.102, 0.098, 0.098, 0.12424849699398798]"
2,"[0.10978043912175649, 0.08, 0.108, 0.082, 0.132, 0.1, 0.086, 0.076, 0.09, 0.122, 0.096, 0.108, 0.088, 0.12, 0.11, 0.116, 0.102, 0.108, 0.118, 0.10420841683366733]"
3,"[0.10978043912175649, 0.08, 0.1, 0.082, 0.094, 0.094, 0.098, 0.086, 0.112, 0.076, 0.096, 0.13, 0.088, 0.096, 0.082, 0.116, 0.102, 0.108, 0.098, 0.0781563126252505]"
4,"[0.10978043912175649, 0.08, 0.202, 0.082, 0.142, 0.18, 0.086, 0.176, 0.09, 0.116, 0.096, 0.092, 0.088, 0.098, 0.082, 0.124, 0.102, 0.108, 0.098, 0.09418837675350701]"
5,"[0.10978043912175649, 0.08, 0.1, 0.1, 0.094, 0.092, 0.098, 0.086, 0.112, 0.076, 0.096, 0.13, 0.088, 0.176, 0.082, 0.116, 0.17, 0.108, 0.098, 0.24248496993987975]"
6,"[0.10978043912175649, 0.08, 0.156, 0.082, 0.106, 0.126, 0.086, 0.102, 0.09, 0.116, 0.096, 0.104, 0.088, 0.1, 0.082, 0.08, 0.142, 0.108, 0.098, 0.09418837675350701]"
7,"[0.10978043912175649, 0.08, 0.1, 0.098, 0.094, 0.092, 0.098, 0.086, 0.112, 0.102, 0.134, 0.094, 0.088, 0.084, 0.174, 0.116, 0.092, 0.108, 0.098, 0.14829659318637275]"
8,"[0.10978043912175649, 0.08, 0.174, 0.082, 0.08, 0.118, 0.086, 0.102, 0.09, 0.116, 0.096, 0.092, 0.088, 0.28, 0.082, 0.08, 0.102, 0.108, 0.098, 0.17635270541082165]"
9,"[0.10978043912175649, 0.152, 0.1, 0.098, 0.126, 0.092, 0.098, 0.086, 0.112, 0.078, 0.134, 0.096, 0.088, 0.084, 0.092, 0.116, 0.092, 0.108, 0.098, 0.10220440881763528]"
10,"[0.10978043912175649, 0.08, 0.19, 0.082, 0.128, 0.118, 0.086, 0.102, 0.09, 0.116, 0.264, 0.092, 0.088, 0.206, 0.082, 0.08, 0.102, 0.108, 0.098, 0.09018036072144289]"
11,"[0.10978043912175649, 0.132, 0.1, 0.098, 0.154, 0.092, 0.098, 0.086, 0.112, 0.078, 0.134, 0.208, 0.088, 0.084, 0.092, 0.116, 0.092, 0.108, 0.098, 0.10220440881763528]"
12,"[0.18163672654690619, 0.08, 0.19, 0.082, 0.092, 0.118, 0.086, 0.102, 0.09, 0.116, 0.336, 0.092, 0.088, 0.206, 0.082, 0.08, 0.102, 0.108, 0.098, 0.09018036072144289]"
13,"[0.10978043912175649, 0.132, 0.1, 0.098, 0.112, 0.138, 0.104, 0.086, 0.12, 0.076, 0.188, 0.146, 0.088, 0.086, 0.092, 0.116, 0.092, 0.108, 0.19, 0.10220440881763528]"
14,"[0.07784431137724551, 0.08, 0.182, 0.082, 0.092, 0.118, 0.086, 0.102, 0.09, 0.116, 0.32, 0.092, 0.088, 0.2, 0.082, 0.08, 0.102, 0.108, 0.098, 0.09018036072144289]"
15,"[0.10978043912175649, 0.132, 0.1, 0.098, 0.112, 0.112, 0.096, 0.086, 0.118, 0.076, 0.214, 0.128, 0.132, 0.106, 0.092, 0.116, 0.092, 0.108, 0.176, 0.10220440881763528]"
16,"[0.07784431137724551, 0.08, 0.096, 0.082, 0.092, 0.118, 0.134, 0.102, 0.09, 0.116, 0.396, 0.092, 0.088, 0.162, 0.082, 0.08, 0.102, 0.108, 0.148, 0.09018036072144289]"
17,"[0.10978043912175649, 0.132, 0.1, 0.098, 0.112, 0.09, 0.096, 0.086, 0.092, 0.076, 0.212, 0.118, 0.186, 0.106, 0.092, 0.116, 0.102, 0.108, 0.104, 0.10220440881763528]"
18,"[0.07784431137724551, 0.08, 0.094, 0.082, 0.154, 0.118, 0.094, 0.154, 0.09, 0.116, 0.336, 0.092, 0.088, 0.132, 0.082, 0.082, 0.102, 0.15, 0.11, 0.09018036072144289]"
19,"[0.10978043912175649, 0.132, 0.1, 0.098, 0.112, 0.088, 0.138, 0.086, 0.07, 0.076, 0.226, 0.124, 0.106, 0.086, 0.092, 0.116, 0.102, 0.108, 0.104, 0.10220440881763528]"
20,"[0.07784431137724551, 0.08, 0.094, 0.082, 0.154, 0.118, 0.092, 0.192, 0.128, 0.128, 0.284, 0.092, 0.088, 0.122, 0.082, 0.112, 0.102, 0.204, 0.11, 0.09018036072144289]"
21,"[0.10978043912175649, 0.132, 0.1, 0.098, 0.144, 0.09, 0.098, 0.086, 0.076, 0.076, 0.204, 0.16, 0.106, 0.098, 0.092, 0.116, 0.132, 0.108, 0.104, 0.10220440881763528]"
22,"[0.07784431137724551, 0.08, 0.094, 0.082, 0.154, 0.118, 0.154, 0.194, 0.134, 0.098, 0.282, 0.092, 0.088, 0.122, 0.082, 0.134, 0.102, 0.198, 0.11, 0.09018036072144289]"
23,"[0.10978043912175649, 0.132, 0.212, 0.098, 0.164, 0.11, 0.098, 0.086, 0.106, 0.076, 0.204, 0.13, 0.106, 0.098, 0.092, 0.116, 0.15, 0.108, 0.104, 0.10220440881763528]"
24,"[0.07784431137724551, 0.08, 0.094, 0.082, 0.154, 0.118, 0.16, 0.194, 0.114, 0.098, 0.24, 0.092, 0.088, 0.122, 0.082, 0.144, 0.102, 0.194, 0.13, 0.09018036072144289]"
25,"[0.10978043912175649, 0.132, 0.224, 0.098, 0.182, 0.132, 0.136, 0.086, 0.118, 0.17, 0.202, 0.108, 0.106, 0.098, 0.092, 0.116, 0.146, 0.108, 0.104, 0.10220440881763528]"
26,"[0.07784431137724551, 0.08, 0.094, 0.082, 0.122, 0.122, 0.188, 0.194, 0.09, 0.104, 0.218, 0.098, 0.088, 0.122, 0.082, 0.152, 0.102, 0.256, 0.182, 0.09018036072144289]"
27,"[0.10978043912175649, 0.132, 0.114, 0.098, 0.184, 0.158, 0.116, 0.086, 0.112, 0.184, 0.206, 0.114, 0.106, 0.098, 0.092, 0.116, 0.156, 0.108, 0.106, 0.10220440881763528]"
28,"[0.07784431137724551, 0.08, 0.094, 0.082, 0.126, 0.14, 0.216, 0.192, 0.09, 0.118, 0.224, 0.104, 0.088, 0.126, 0.082, 0.16, 0.102, 0.216, 0.188, 0.09018036072144289]"
29,"[0.10978043912175649, 0.132, 0.128, 0.098, 0.19, 0.174, 0.132, 0.086, 0.112, 0.186, 0.216, 0.102, 0.106, 0.098, 0.094, 0.116, 0.162, 0.108, 0.174, 0.10220440881763528]"
30,"[0.07784431137724551, 0.08, 0.094, 0.082, 0.134, 0.194, 0.214, 0.242, 0.09, 0.204, 0.23, 0.164, 0.088, 0.134, 0.082, 0.168, 0.102, 0.232, 0.188, 0.10020040080160321]"
31,"[0.10978043912175649, 0.132, 0.194, 0.118, 0.194, 0.172, 0.222, 0.086, 0.112, 0.174, 0.156, 0.104, 0.108, 0.098, 0.124, 0.116, 0.166, 0.108, 0.2, 0.10220440881763528]"
32,"[0.07784431137724551, 0.08, 0.096, 0.082, 0.152, 0.202, 0.238, 0.284, 0.09, 0.224, 0.24, 0.22, 0.088, 0.134, 0.082, 0.182, 0.102, 0.258, 0.188, 0.1523046092184369]"
33,"[0.10978043912175649, 0.132, 0.226, 0.13, 0.188, 0.176, 0.184, 0.086, 0.112, 0.174, 0.144, 0.11, 0.144, 0.1, 0.172, 0.116, 0.17, 0.108, 0.208, 0.10821643286573146]"
34,"[0.07984031936127745, 0.08, 0.108, 0.082, 0.158, 0.218, 0.236, 0.286, 0.09, 0.222, 0.312, 0.242, 0.088, 0.14, 0.082, 0.18, 0.102, 0.28, 0.19, 0.1843687374749499]"
35,"[0.10978043912175649, 0.132, 0.226, 0.142, 0.198, 0.178, 0.174, 0.086, 0.112, 0.178, 0.156, 0.128, 0.164, 0.106, 0.186, 0.116, 0.17, 0.108, 0.222, 0.10821643286573146]"
36,"[0.09580838323353294, 0.08, 0.134, 0.082, 0.18, 0.188, 0.24, 0.294, 0.09, 0.208, 0.4, 0.246, 0.088, 0.142, 0.082, 0.18, 0.102, 0.286, 0.19, 0.17635270541082165]"
37,"[0.10978043912175649, 0.136, 0.224, 0.152, 0.214, 0.192, 0.172, 0.104, 0.112, 0.192, 0.158, 0.152, 0.182, 0.116, 0.212, 0.116, 0.17, 0.108, 0.224, 0.12224448897795591]"
38,"[0.12375249500998003, 0.08, 0.158, 0.082, 0.2, 0.176, 0.26, 0.3, 0.09, 0.206, 0.444, 0.252, 0.088, 0.146, 0.082, 0.18, 0.102, 0.284, 0.19, 0.18236472945891782]"
39,"[0.10978043912175649, 0.164, 0.22, 0.154, 0.212, 0.244, 0.172, 0.146, 0.112, 0.192, 0.158, 0.174, 0.2, 0.118, 0.238, 0.116, 0.17, 0.118, 0.226, 0.1523046092184369]"
40,"[0.14171656686626746, 0.08, 0.182, 0.082, 0.184, 0.172, 0.25, 0.294, 0.09, 0.202, 0.474, 0.266, 0.088, 0.15, 0.082, 0.18, 0.102, 0.29, 0.188, 0.1843687374749499]"
41,"[0.10978043912175649, 0.19, 0.22, 0.16, 0.23, 0.266, 0.21, 0.182, 0.122, 0.194, 0.158, 0.198, 0.222, 0.122, 0.256, 0.116, 0.17, 0.144, 0.226, 0.16032064128256512]"
42,"[0.16766467065868262, 0.08, 0.188, 0.082, 0.178, 0.174, 0.26, 0.29, 0.09, 0.202, 0.484, 0.262, 0.088, 0.152, 0.082, 0.18, 0.102, 0.29, 0.188, 0.20641282565130262]"
43,"[0.10978043912175649, 0.214, 0.22, 0.16, 0.234, 0.282, 0.244, 0.22, 0.15, 0.2, 0.16, 0.244, 0.232, 0.172, 0.272, 0.116, 0.172, 0.168, 0.238, 0.17034068136272545]"
44,"[0.19560878243512975, 0.08, 0.216, 0.082, 0.174, 0.184, 0.232, 0.28, 0.132, 0.2, 0.462, 0.262, 0.088, 0.16, 0.082, 0.182, 0.102, 0.292, 0.206, 0.23246492985971945]"
45,"[0.11177644710578842, 0.23, 0.234, 0.172, 0.242, 0.288, 0.258, 0.254, 0.204, 0.204, 0.16, 0.286, 0.244, 0.202, 0.28, 0.116, 0.172, 0.174, 0.214, 0.19839679358717435]"
46,"[0.2155688622754491, 0.082, 0.218, 0.1, 0.176, 0.2, 0.238, 0.274, 0.19, 0.208, 0.416, 0.264, 0.088, 0.166, 0.082, 0.182, 0.102, 0.296, 0.252, 0.25851703406813625]"
47,"[0.13373253493013973, 0.232, 0.248, 0.176, 0.252, 0.29, 0.276, 0.276, 0.214, 0.204, 0.16, 0.314, 0.248, 0.256, 0.286, 0.118, 0.172, 0.182, 0.228, 0.24048096192384769]"
48,"[0.22554890219560877, 0.098, 0.224, 0.112, 0.176, 0.202, 0.24, 0.312, 0.186, 0.216, 0.402, 0.26, 0.09, 0.166, 0.082, 0.182, 0.108, 0.296, 0.262, 0.2605210420841683]"
49,"[0.15768463073852296, 0.236, 0.262, 0.176, 0.266, 0.292, 0.26, 0.278, 0.226, 0.216, 0.22, 0.316, 0.25, 0.298, 0.292, 0.152, 0.168, 0.252, 0.252, 0.24649298597194388]"
50,"[0.24151696606786427, 0.144, 0.258, 0.194, 0.176, 0.212, 0.248, 0.25, 0.172, 0.218, 0.376, 0.26, 0.146, 0.176, 0.084, 0.18, 0.13, 0.3, 0.266, 0.28857715430861725]"
51,"[0.17564870259481039, 0.236, 0.264, 0.176, 0.262, 0.294, 0.288, 0.278, 0.252, 0.23, 0.29, 0.326, 0.254, 0.358, 0.29, 0.212, 0.166, 0.29, 0.238, 0.2605210420841683]"
52,"[0.24151696606786427, 0.166, 0.286, 0.22, 0.184, 0.24, 0.252, 0.222, 0.19, 0.226, 0.358, 0.27, 0.17, 0.178, 0.092, 0.174, 0.182, 0.302, 0.268, 0.3226452905811623]"
53,"[0.20359281437125748, 0.248, 0.266, 0.174, 0.268, 0.294, 0.292, 0.312, 0.304, 0.254, 0.254, 0.32, 0.252, 0.374, 0.292, 0.258, 0.158, 0.302, 0.268, 0.27054108216432865]"
54,"[0.249500998003992, 0.196, 0.306, 0.24, 0.228, 0.288, 0.246, 0.214, 0.228, 0.234, 0.366, 0.296, 0.178, 0.192, 0.096, 0.168, 0.216, 0.332, 0.268, 0.34468937875751504]"
55,"[0.2315369261477046, 0.25, 0.276, 0.168, 0.264, 0.298, 0.332, 0.352, 0.328, 0.282, 0.256, 0.31, 0.258, 0.398, 0.292, 0.274, 0.168, 0.346, 0.294, 0.2725450901803607]"
56,"[0.26746506986027946, 0.224, 0.328, 0.258, 0.298, 0.308, 0.244, 0.218, 0.248, 0.246, 0.36, 0.304, 0.178, 0.208, 0.098, 0.166, 0.246, 0.364, 0.292, 0.374749498997996]"
57,"[0.23353293413173654, 0.258, 0.296, 0.166, 0.262, 0.304, 0.238, 0.354, 0.35, 0.32, 0.252, 0.336, 0.304, 0.424, 0.29, 0.28, 0.202, 0.338, 0.314, 0.2725450901803607]"
58,"[0.2654690618762475, 0.244, 0.356, 0.264, 0.274, 0.314, 0.246, 0.228, 0.266, 0.268, 0.358, 0.31, 0.18, 0.226, 0.098, 0.164, 0.266, 0.368, 0.324, 0.40480961923847697]"
59,"[0.25748502994011974, 0.268, 0.318, 0.166, 0.264, 0.318, 0.236, 0.368, 0.384, 0.354, 0.248, 0.332, 0.28, 0.428, 0.29, 0.284, 0.218, 0.316, 0.34, 0.2725450901803607]"
60,"[0.2654690618762475, 0.276, 0.36, 0.268, 0.262, 0.318, 0.244, 0.244, 0.274, 0.3, 0.354, 0.316, 0.18, 0.232, 0.104, 0.162, 0.27, 0.358, 0.362, 0.4148296593186373]"
61,"[0.281437125748503, 0.29, 0.342, 0.16, 0.264, 0.324, 0.256, 0.396, 0.402, 0.382, 0.248, 0.332, 0.28, 0.422, 0.288, 0.292, 0.224, 0.318, 0.352, 0.2725450901803607]"
62,"[0.2714570858283433, 0.302, 0.368, 0.28, 0.272, 0.318, 0.25, 0.256, 0.282, 0.318, 0.356, 0.316, 0.192, 0.24, 0.128, 0.18, 0.274, 0.356, 0.394, 0.4789579158316633]"
63,"[0.29740518962075846, 0.304, 0.354, 0.178, 0.264, 0.334, 0.346, 0.374, 0.412, 0.384, 0.248, 0.34, 0.28, 0.422, 0.288, 0.3, 0.23, 0.296, 0.36, 0.27054108216432865]"
64,"[0.27345309381237526, 0.306, 0.372, 0.286, 0.294, 0.326, 0.318, 0.266, 0.284, 0.338, 0.402, 0.322, 0.23, 0.252, 0.16, 0.218, 0.278, 0.356, 0.404, 0.44488977955911824]"
65,"[0.3153692614770459, 0.314, 0.362, 0.222, 0.276, 0.338, 0.284, 0.372, 0.418, 0.384, 0.246, 0.344, 0.278, 0.402, 0.29, 0.308, 0.23, 0.286, 0.362, 0.27054108216432865]"
66,"[0.2774451097804391, 0.33, 0.362, 0.276, 0.276, 0.324, 0.302, 0.292, 0.284, 0.358, 0.384, 0.316, 0.246, 0.264, 0.216, 0.268, 0.286, 0.34, 0.402, 0.4228456913827655]"
67,"[0.3153692614770459, 0.328, 0.378, 0.246, 0.254, 0.344, 0.3, 0.362, 0.432, 0.386, 0.246, 0.36, 0.274, 0.414, 0.292, 0.314, 0.234, 0.29, 0.386, 0.2665330661322645]"
68,"[0.2934131736526946, 0.34, 0.334, 0.276, 0.292, 0.344, 0.248, 0.308, 0.298, 0.376, 0.378, 0.314, 0.272, 0.272, 0.262, 0.276, 0.288, 0.34, 0.4, 0.3907815631262525]"
69,"[0.3193612774451098, 0.352, 0.384, 0.27, 0.252, 0.35, 0.376, 0.36, 0.436, 0.394, 0.246, 0.378, 0.278, 0.418, 0.3, 0.316, 0.234, 0.322, 0.414, 0.2665330661322645]"
70,"[0.30538922155688625, 0.352, 0.338, 0.278, 0.3, 0.344, 0.25, 0.338, 0.298, 0.392, 0.376, 0.304, 0.288, 0.278, 0.286, 0.28, 0.292, 0.336, 0.398, 0.3727454909819639]"
71,"[0.32934131736526945, 0.364, 0.406, 0.278, 0.254, 0.346, 0.37, 0.348, 0.446, 0.394, 0.244, 0.374, 0.302, 0.406, 0.3, 0.316, 0.234, 0.352, 0.45, 0.2685370741482966]"
72,"[0.32335329341317365, 0.42, 0.362, 0.28, 0.3, 0.344, 0.252, 0.366, 0.31, 0.402, 0.378, 0.296, 0.294, 0.268, 0.324, 0.284, 0.292, 0.34, 0.39, 0.34468937875751504]"
73,"[0.34331337325349304, 0.372, 0.422, 0.296, 0.254, 0.344, 0.31, 0.35, 0.44, 0.394, 0.24, 0.376, 0.318, 0.406, 0.3, 0.312, 0.238, 0.372, 0.468, 0.2685370741482966]"
74,"[0.33532934131736525, 0.434, 0.376, 0.286, 0.284, 0.354, 0.25, 0.38, 0.31, 0.41, 0.376, 0.296, 0.304, 0.26, 0.342, 0.284, 0.296, 0.338, 0.38, 0.33867735470941884]"
75,"[0.3473053892215569, 0.37, 0.436, 0.302, 0.272, 0.342, 0.364, 0.352, 0.438, 0.402, 0.24, 0.388, 0.318, 0.416, 0.316, 0.316, 0.24, 0.396, 0.478, 0.2685370741482966]"
76,"[0.34930139720558884, 0.438, 0.386, 0.29, 0.308, 0.366, 0.304, 0.39, 0.312, 0.412, 0.364, 0.3, 0.318, 0.252, 0.356, 0.284, 0.294, 0.338, 0.378, 0.3286573146292585]"
77,"[0.3532934131736527, 0.37, 0.438, 0.31, 0.284, 0.338, 0.34, 0.354, 0.448, 0.416, 0.24, 0.386, 0.304, 0.418, 0.332, 0.316, 0.238, 0.42, 0.474, 0.2685370741482966]"
78,"[0.36327345309381237, 0.432, 0.392, 0.294, 0.29, 0.366, 0.276, 0.394, 0.33, 0.414, 0.354, 0.304, 0.326, 0.24, 0.37, 0.286, 0.292, 0.336, 0.376, 0.3246492985971944]"
79,"[0.35728542914171657, 0.386, 0.438, 0.314, 0.272, 0.338, 0.342, 0.364, 0.454, 0.416, 0.242, 0.392, 0.298, 0.408, 0.346, 0.318, 0.244, 0.44, 0.482, 0.2685370741482966]"
80,"[0.37924151696606784, 0.45, 0.396, 0.298, 0.29, 0.368, 0.3, 0.414, 0.322, 0.42, 0.356, 0.302, 0.33, 0.234, 0.374, 0.288, 0.296, 0.338, 0.372, 0.32665330661322645]"
81,"[0.36926147704590817, 0.386, 0.436, 0.32, 0.292, 0.33, 0.35, 0.368, 0.456, 0.432, 0.256, 0.404, 0.32, 0.41, 0.358, 0.318, 0.244, 0.41, 0.492, 0.2685370741482966]"
82,"[0.3972055888223553, 0.45, 0.4, 0.3, 0.298, 0.38, 0.324, 0.416, 0.32, 0.416, 0.354, 0.298, 0.342, 0.238, 0.384, 0.292, 0.298, 0.344, 0.37, 0.31462925851703405]"
83,"[0.37524950099800397, 0.386, 0.44, 0.326, 0.278, 0.328, 0.356, 0.366, 0.478, 0.442, 0.262, 0.404, 0.33, 0.406, 0.368, 0.32, 0.25, 0.404, 0.492, 0.2685370741482966]"
84,"[0.40119760479041916, 0.452, 0.4, 0.304, 0.302, 0.384, 0.326, 0.422, 0.312, 0.416, 0.352, 0.3, 0.344, 0.23, 0.392, 0.296, 0.3, 0.342, 0.368, 0.3186372745490982]"
85,"[0.38922155688622756, 0.39, 0.448, 0.33, 0.286, 0.322, 0.372, 0.368, 0.486, 0.448, 0.278, 0.412, 0.352, 0.392, 0.38, 0.32, 0.25, 0.4, 0.48, 0.2685370741482966]"
86,"[0.405189620758483, 0.458, 0.402, 0.314, 0.312, 0.398, 0.336, 0.422, 0.314, 0.416, 0.364, 0.304, 0.342, 0.238, 0.4, 0.302, 0.3, 0.34, 0.358, 0.3246492985971944]"
87,"[0.405189620758483, 0.392, 0.46, 0.328, 0.286, 0.32, 0.394, 0.368, 0.49, 0.454, 0.288, 0.422, 0.378, 0.402, 0.386, 0.32, 0.256, 0.412, 0.486, 0.2685370741482966]"
