eigenvector_centrality,"[0, 5]"
0,"[0.10972568578553615, 0.1025, 0.1375, 0.0925, 0.0825, 0.085, 0.1275, 0.0925, 0.1225, 0.1275, 0.1, 0.0975, 0.115, 0.0925, 0.1075, 0.155, 0.16, 0.1, 0.08, 0.0875, 0.1025, 0.13, 0.12, 0.1025, 0.09774436090225563]"
1,"[0.08977556109725686, 0.1025, 0.1375, 0.09, 0.0825, 0.1075, 0.095, 0.0775, 0.1225, 0.11, 0.11, 0.1175, 0.1175, 0.0925, 0.1075, 0.1075, 0.0925, 0.095, 0.08, 0.1325, 0.085, 0.1075, 0.12, 0.0875, 0.11278195488721804]"
2,"[0.10972568578553615, 0.1025, 0.1375, 0.09, 0.0825, 0.0825, 0.095, 0.0775, 0.115, 0.11, 0.1, 0.0975, 0.085, 0.0925, 0.1075, 0.1075, 0.0925, 0.095, 0.08, 0.1325, 0.085, 0.1075, 0.09, 0.0875, 0.11278195488721804]"
3,"[0.10972568578553615, 0.1025, 0.1375, 0.09, 0.0825, 0.0825, 0.095, 0.0775, 0.115, 0.11, 0.1, 0.1175, 0.095, 0.0925, 0.1075, 0.1075, 0.0925, 0.095, 0.08, 0.1325, 0.085, 0.1075, 0.09, 0.105, 0.11278195488721804]"
4,"[0.10972568578553615, 0.1025, 0.1575, 0.09, 0.0825, 0.0825, 0.1, 0.1325, 0.115, 0.1525, 0.1, 0.0975, 0.095, 0.0925, 0.1075, 0.1075, 0.0925, 0.095, 0.085, 0.1675, 0.085, 0.1075, 0.09, 0.0875, 0.11278195488721804]"
5,"[0.2344139650872818, 0.1475, 0.225, 0.1975, 0.205, 0.1075, 0.2275, 0.1575, 0.2425, 0.2625, 0.1625, 0.1325, 0.2225, 0.155, 0.145, 0.135, 0.1825, 0.11, 0.1975, 0.165, 0.25, 0.1075, 0.09, 0.1875, 0.11779448621553884]"
6,"[0.16458852867830423, 0.105, 0.175, 0.15, 0.135, 0.135, 0.1725, 0.16, 0.1875, 0.1825, 0.13, 0.12, 0.1475, 0.1475, 0.1625, 0.1525, 0.1625, 0.15, 0.1525, 0.1325, 0.1825, 0.0925, 0.1225, 0.1475, 0.17794486215538846]"
7,"[0.14962593516209477, 0.1025, 0.125, 0.1175, 0.14, 0.1175, 0.13, 0.1825, 0.155, 0.1, 0.11, 0.1075, 0.0875, 0.1775, 0.0825, 0.145, 0.1625, 0.1325, 0.115, 0.115, 0.12, 0.0875, 0.1075, 0.145, 0.13533834586466165]"
8,"[0.12967581047381546, 0.105, 0.175, 0.12, 0.14, 0.1, 0.185, 0.21, 0.1525, 0.135, 0.135, 0.105, 0.1125, 0.1625, 0.12, 0.1425, 0.1675, 0.1175, 0.12, 0.1225, 0.1475, 0.0875, 0.1175, 0.1125, 0.14536340852130325]"
9,"[0.19201995012468828, 0.155, 0.175, 0.1725, 0.17, 0.1525, 0.165, 0.1925, 0.1925, 0.1525, 0.175, 0.145, 0.2425, 0.1875, 0.1325, 0.1625, 0.2075, 0.1925, 0.1425, 0.1525, 0.1775, 0.1325, 0.2275, 0.15, 0.18295739348370926]"
