eigenvector_centrality,[4 7]
37,"[0.3790523690773067, 0.2, 0.25, 0.29, 0.5575, 0.4025, 0.2, 0.575, 0.4125, 0.2075, 0.1975, 0.37, 0.3375, 0.41, 0.3225, 0.3775, 0.2125, 0.4025, 0.295, 0.3225, 0.41, 0.4175, 0.425, 0.195, 0.20551378446115287]"
38,"[0.22194513715710723, 0.3875, 0.3675, 0.3025, 0.39, 0.2175, 0.3725, 0.35, 0.2075, 0.37, 0.415, 0.21, 0.245, 0.2525, 0.2575, 0.225, 0.3775, 0.2275, 0.2625, 0.28, 0.2375, 0.24, 0.2175, 0.42, 0.39097744360902253]"
39,"[0.2743142144638404, 0.1725, 0.2, 0.2325, 0.5525, 0.3825, 0.1625, 0.5875, 0.26, 0.16, 0.175, 0.4025, 0.2625, 0.275, 0.2875, 0.4025, 0.1625, 0.3875, 0.2275, 0.2525, 0.365, 0.31, 0.3075, 0.155, 0.15037593984962405]"
40,"[0.14463840399002495, 0.4275, 0.295, 0.2575, 0.3825, 0.165, 0.2725, 0.35, 0.15, 0.31, 0.42, 0.1525, 0.2, 0.1825, 0.195, 0.1625, 0.3525, 0.1825, 0.1975, 0.24, 0.1775, 0.175, 0.155, 0.3325, 0.2982456140350877]"
41,"[0.2543640897755611, 0.145, 0.1325, 0.18, 0.535, 0.3325, 0.14, 0.5875, 0.21, 0.125, 0.1475, 0.3925, 0.235, 0.24, 0.245, 0.3525, 0.1325, 0.3025, 0.185, 0.25, 0.2725, 0.255, 0.27, 0.1225, 0.13283208020050125]"
42,"[0.1172069825436409, 0.405, 0.25, 0.2425, 0.395, 0.1325, 0.24, 0.3575, 0.135, 0.2725, 0.3775, 0.125, 0.1425, 0.1375, 0.1625, 0.14, 0.3525, 0.165, 0.1225, 0.1625, 0.16, 0.15, 0.115, 0.2675, 0.23809523809523808]"
43,"[0.23940149625935161, 0.125, 0.1225, 0.16, 0.535, 0.2875, 0.14, 0.5775, 0.195, 0.12, 0.1275, 0.3525, 0.1975, 0.175, 0.2275, 0.305, 0.125, 0.2875, 0.13, 0.215, 0.2325, 0.24, 0.245, 0.1175, 0.11027568922305764]"
44,"[0.10972568578553615, 0.37, 0.2275, 0.2, 0.42, 0.115, 0.2, 0.3375, 0.125, 0.2175, 0.33, 0.12, 0.13, 0.1175, 0.1625, 0.135, 0.3275, 0.1575, 0.115, 0.1575, 0.125, 0.135, 0.1075, 0.2325, 0.23057644110275688]"
45,"[0.1596009975062344, 0.125, 0.115, 0.1525, 0.54, 0.27, 0.1375, 0.575, 0.17, 0.115, 0.1275, 0.32, 0.155, 0.1475, 0.2125, 0.2725, 0.125, 0.2775, 0.105, 0.1925, 0.2275, 0.2125, 0.19, 0.11, 0.09273182957393483]"
46,"[0.09725685785536159, 0.3425, 0.1925, 0.18, 0.4225, 0.1075, 0.1825, 0.3275, 0.1125, 0.1975, 0.2875, 0.115, 0.1125, 0.1075, 0.1575, 0.1275, 0.3, 0.1425, 0.105, 0.145, 0.11, 0.1275, 0.1025, 0.1925, 0.20551378446115287]"
47,"[0.13466334164588528, 0.125, 0.115, 0.145, 0.5475, 0.24, 0.14, 0.5525, 0.155, 0.115, 0.125, 0.2875, 0.1375, 0.135, 0.1875, 0.2275, 0.12, 0.2325, 0.0925, 0.1675, 0.1875, 0.185, 0.1625, 0.1, 0.08270676691729323]"
48,"[0.09476309226932668, 0.2975, 0.16, 0.17, 0.405, 0.1, 0.165, 0.345, 0.11, 0.1725, 0.2525, 0.11, 0.11, 0.105, 0.145, 0.125, 0.25, 0.135, 0.095, 0.14, 0.11, 0.1125, 0.095, 0.175, 0.18295739348370926]"
49,"[0.13466334164588528, 0.12, 0.1125, 0.145, 0.53, 0.22, 0.1325, 0.5125, 0.1375, 0.11, 0.1225, 0.2475, 0.1175, 0.1225, 0.18, 0.195, 0.12, 0.22, 0.09, 0.16, 0.1575, 0.16, 0.145, 0.0975, 0.08270676691729323]"
50,"[0.09476309226932668, 0.2675, 0.15, 0.165, 0.4025, 0.1, 0.1625, 0.36, 0.1075, 0.1625, 0.2275, 0.105, 0.11, 0.1025, 0.15, 0.12, 0.23, 0.15, 0.0925, 0.1375, 0.12, 0.1125, 0.085, 0.1675, 0.17543859649122806]"
51,"[0.12718204488778054, 0.12, 0.11, 0.145, 0.49, 0.205, 0.135, 0.5175, 0.1375, 0.11, 0.1175, 0.235, 0.11, 0.12, 0.17, 0.1875, 0.12, 0.195, 0.0875, 0.1575, 0.1475, 0.1425, 0.1225, 0.0975, 0.08020050125313283]"
52,"[0.09226932668329177, 0.2475, 0.135, 0.16, 0.4, 0.105, 0.1625, 0.3575, 0.1025, 0.1575, 0.2175, 0.105, 0.11, 0.105, 0.15, 0.12, 0.2175, 0.155, 0.0925, 0.1375, 0.1325, 0.1125, 0.0825, 0.1575, 0.16290726817042606]"
53,"[0.12219451371571072, 0.12, 0.11, 0.1475, 0.4725, 0.2025, 0.135, 0.5175, 0.135, 0.1125, 0.1175, 0.2125, 0.1075, 0.1175, 0.16, 0.175, 0.1175, 0.1875, 0.0875, 0.155, 0.14, 0.135, 0.11, 0.0975, 0.08020050125313283]"
54,"[0.09226932668329177, 0.235, 0.135, 0.16, 0.3775, 0.105, 0.155, 0.375, 0.115, 0.15, 0.2, 0.105, 0.115, 0.105, 0.1475, 0.12, 0.1925, 0.1525, 0.09, 0.1375, 0.1325, 0.1125, 0.0825, 0.15, 0.16040100250626566]"
55,"[0.1172069825436409, 0.1225, 0.11, 0.1475, 0.4575, 0.1975, 0.135, 0.5325, 0.13, 0.11, 0.1175, 0.1975, 0.105, 0.11, 0.16, 0.1675, 0.12, 0.1775, 0.0875, 0.15, 0.13, 0.135, 0.1075, 0.0975, 0.08020050125313283]"
56,"[0.09226932668329177, 0.225, 0.135, 0.155, 0.32, 0.105, 0.1525, 0.375, 0.1175, 0.145, 0.1825, 0.105, 0.11, 0.11, 0.1475, 0.12, 0.18, 0.15, 0.09, 0.1375, 0.12, 0.11, 0.085, 0.1375, 0.15288220551378445]"
57,"[0.10972568578553615, 0.125, 0.11, 0.1475, 0.445, 0.175, 0.135, 0.54, 0.125, 0.1125, 0.12, 0.1925, 0.1025, 0.105, 0.1575, 0.1575, 0.125, 0.1575, 0.0825, 0.1425, 0.125, 0.1275, 0.105, 0.0975, 0.08020050125313283]"
58,"[0.09226932668329177, 0.21, 0.13, 0.15, 0.275, 0.095, 0.1475, 0.36, 0.1, 0.1325, 0.175, 0.1075, 0.0975, 0.1, 0.1375, 0.12, 0.1825, 0.14, 0.085, 0.135, 0.1025, 0.11, 0.085, 0.1325, 0.14035087719298245]"
59,"[0.09725685785536159, 0.1225, 0.11, 0.145, 0.43, 0.1625, 0.135, 0.4225, 0.125, 0.1175, 0.1175, 0.1825, 0.1, 0.105, 0.1525, 0.145, 0.135, 0.16, 0.0825, 0.1425, 0.13, 0.1225, 0.105, 0.1025, 0.07769423558897243]"
60,"[0.08977556109725686, 0.205, 0.1275, 0.1475, 0.355, 0.0925, 0.1475, 0.3425, 0.0925, 0.1375, 0.165, 0.105, 0.1, 0.0975, 0.14, 0.115, 0.185, 0.145, 0.0875, 0.1325, 0.1, 0.1125, 0.08, 0.1325, 0.13283208020050125]"
61,"[0.10224438902743142, 0.1225, 0.115, 0.145, 0.4325, 0.165, 0.13, 0.32, 0.13, 0.125, 0.1175, 0.185, 0.1, 0.1075, 0.1575, 0.1425, 0.15, 0.1675, 0.0825, 0.14, 0.1325, 0.1275, 0.1025, 0.1025, 0.07769423558897243]"
62,"[0.08977556109725686, 0.205, 0.1325, 0.145, 0.4025, 0.095, 0.1475, 0.355, 0.1025, 0.1325, 0.1625, 0.11, 0.1, 0.0975, 0.1425, 0.1225, 0.1925, 0.1425, 0.09, 0.1375, 0.0975, 0.11, 0.085, 0.1325, 0.13784461152882205]"
63,"[0.10723192019950124, 0.13, 0.12, 0.1475, 0.425, 0.17, 0.135, 0.34, 0.1325, 0.135, 0.12, 0.185, 0.1025, 0.11, 0.1575, 0.1475, 0.15, 0.1675, 0.0825, 0.14, 0.1475, 0.13, 0.1025, 0.1, 0.08270676691729323]"
64,"[0.09226932668329177, 0.2025, 0.1275, 0.145, 0.4225, 0.1, 0.15, 0.34, 0.1125, 0.1325, 0.17, 0.1125, 0.1075, 0.1025, 0.14, 0.1225, 0.185, 0.145, 0.09, 0.1375, 0.0975, 0.11, 0.085, 0.1325, 0.13533834586466165]"
65,"[0.10972568578553615, 0.1275, 0.1175, 0.1475, 0.405, 0.17, 0.14, 0.3075, 0.1325, 0.14, 0.12, 0.185, 0.1, 0.11, 0.15, 0.1475, 0.1425, 0.1675, 0.0825, 0.1375, 0.1525, 0.1275, 0.1025, 0.105, 0.08521303258145363]"
66,"[0.09226932668329177, 0.2075, 0.125, 0.145, 0.485, 0.1, 0.15, 0.365, 0.13, 0.125, 0.1725, 0.12, 0.1125, 0.11, 0.145, 0.13, 0.19, 0.145, 0.1, 0.1375, 0.0975, 0.11, 0.0925, 0.13, 0.13784461152882205]"
67,"[0.10972568578553615, 0.1325, 0.1225, 0.15, 0.365, 0.17, 0.14, 0.315, 0.1325, 0.1475, 0.1275, 0.185, 0.1025, 0.115, 0.15, 0.1475, 0.1375, 0.1625, 0.0925, 0.1375, 0.155, 0.13, 0.1025, 0.105, 0.08771929824561403]"
68,"[0.09226932668329177, 0.21, 0.1275, 0.145, 0.485, 0.1025, 0.1475, 0.3625, 0.135, 0.12, 0.1725, 0.12, 0.12, 0.115, 0.145, 0.135, 0.1975, 0.145, 0.1025, 0.1375, 0.1075, 0.1125, 0.095, 0.1325, 0.13533834586466165]"
69,"[0.10972568578553615, 0.135, 0.125, 0.1475, 0.3625, 0.1625, 0.1425, 0.3025, 0.13, 0.145, 0.135, 0.1825, 0.1025, 0.115, 0.1475, 0.1475, 0.12, 0.1575, 0.0925, 0.1375, 0.155, 0.13, 0.1, 0.1125, 0.09022556390977443]"
70,"[0.09476309226932668, 0.2025, 0.1275, 0.145, 0.515, 0.1, 0.145, 0.4225, 0.1275, 0.1225, 0.17, 0.1225, 0.1175, 0.115, 0.1425, 0.1425, 0.205, 0.14, 0.105, 0.14, 0.1125, 0.115, 0.0975, 0.13, 0.13032581453634084]"
71,"[0.10723192019950124, 0.1375, 0.125, 0.15, 0.35, 0.1625, 0.145, 0.3375, 0.13, 0.1525, 0.135, 0.1775, 0.1075, 0.115, 0.1425, 0.1475, 0.125, 0.1575, 0.09, 0.1375, 0.1525, 0.13, 0.1, 0.115, 0.09774436090225563]"
72,"[0.10224438902743142, 0.215, 0.1275, 0.145, 0.4875, 0.105, 0.145, 0.46, 0.12, 0.12, 0.1625, 0.1225, 0.115, 0.11, 0.1375, 0.1425, 0.1925, 0.1425, 0.1025, 0.1425, 0.11, 0.115, 0.0925, 0.1275, 0.12531328320802004]"
73,"[0.10473815461346633, 0.1425, 0.125, 0.1475, 0.385, 0.1525, 0.145, 0.345, 0.125, 0.135, 0.135, 0.1775, 0.1, 0.105, 0.1425, 0.1475, 0.115, 0.15, 0.0975, 0.1375, 0.145, 0.1275, 0.1, 0.115, 0.10526315789473684]"
74,"[0.10224438902743142, 0.21, 0.1225, 0.145, 0.485, 0.1025, 0.145, 0.48, 0.1025, 0.12, 0.155, 0.13, 0.115, 0.11, 0.135, 0.1475, 0.205, 0.14, 0.0975, 0.1425, 0.11, 0.115, 0.09, 0.125, 0.12030075187969924]"
75,"[0.10473815461346633, 0.145, 0.135, 0.145, 0.44, 0.1425, 0.1375, 0.3425, 0.125, 0.125, 0.135, 0.1825, 0.1025, 0.1025, 0.14, 0.14, 0.115, 0.14, 0.095, 0.1375, 0.14, 0.125, 0.1, 0.115, 0.10526315789473684]"
76,"[0.10224438902743142, 0.21, 0.1225, 0.145, 0.4575, 0.1, 0.1425, 0.45, 0.105, 0.1175, 0.15, 0.125, 0.115, 0.11, 0.14, 0.1475, 0.2025, 0.14, 0.0975, 0.1425, 0.105, 0.115, 0.095, 0.125, 0.12531328320802004]"
77,"[0.10473815461346633, 0.145, 0.135, 0.145, 0.4325, 0.14, 0.1375, 0.335, 0.1225, 0.125, 0.135, 0.1825, 0.1, 0.1025, 0.1375, 0.14, 0.1175, 0.1375, 0.0975, 0.1375, 0.14, 0.12, 0.1, 0.115, 0.10776942355889724]"
78,"[0.10224438902743142, 0.21, 0.1225, 0.145, 0.445, 0.105, 0.14, 0.4625, 0.1075, 0.12, 0.15, 0.1225, 0.1175, 0.11, 0.14, 0.145, 0.2025, 0.14, 0.1025, 0.14, 0.105, 0.115, 0.0975, 0.125, 0.12280701754385964]"
79,"[0.09975062344139651, 0.14, 0.1375, 0.145, 0.415, 0.14, 0.1425, 0.3375, 0.1175, 0.13, 0.135, 0.18, 0.105, 0.1025, 0.1325, 0.14, 0.1225, 0.145, 0.1, 0.1375, 0.1425, 0.12, 0.0975, 0.1125, 0.10526315789473684]"
80,"[0.10473815461346633, 0.2125, 0.1225, 0.145, 0.365, 0.1075, 0.14, 0.475, 0.1075, 0.12, 0.15, 0.125, 0.1175, 0.115, 0.145, 0.145, 0.1975, 0.14, 0.1, 0.14, 0.11, 0.1125, 0.095, 0.12, 0.12280701754385964]"
81,"[0.09975062344139651, 0.14, 0.1375, 0.145, 0.385, 0.145, 0.1375, 0.33, 0.115, 0.1325, 0.135, 0.1725, 0.1075, 0.1025, 0.1375, 0.1375, 0.13, 0.1525, 0.1, 0.1375, 0.145, 0.12, 0.0975, 0.1175, 0.11779448621553884]"
82,"[0.10723192019950124, 0.2075, 0.1225, 0.145, 0.3725, 0.13, 0.1375, 0.49, 0.12, 0.1275, 0.15, 0.1275, 0.125, 0.12, 0.1475, 0.15, 0.2125, 0.1525, 0.1025, 0.145, 0.12, 0.1275, 0.1025, 0.1225, 0.12531328320802004]"
83,"[0.10972568578553615, 0.1475, 0.1575, 0.15, 0.3675, 0.145, 0.14, 0.3425, 0.115, 0.1475, 0.1425, 0.175, 0.12, 0.115, 0.1325, 0.145, 0.1475, 0.1625, 0.11, 0.1375, 0.155, 0.125, 0.105, 0.125, 0.12531328320802004]"
84,"[0.1172069825436409, 0.2125, 0.125, 0.145, 0.505, 0.1325, 0.1425, 0.5, 0.1425, 0.13, 0.155, 0.14, 0.1325, 0.1275, 0.1475, 0.1575, 0.2325, 0.16, 0.105, 0.145, 0.1325, 0.13, 0.1075, 0.1225, 0.12531328320802004]"
85,"[0.11221945137157108, 0.16, 0.1575, 0.155, 0.385, 0.145, 0.1475, 0.36, 0.1225, 0.1525, 0.145, 0.18, 0.1275, 0.1125, 0.13, 0.1425, 0.1475, 0.165, 0.12, 0.1425, 0.16, 0.1225, 0.1075, 0.13, 0.12781954887218044]"
86,"[0.12219451371571072, 0.225, 0.1275, 0.145, 0.4725, 0.1375, 0.145, 0.515, 0.1475, 0.1325, 0.165, 0.145, 0.1375, 0.1325, 0.1475, 0.16, 0.2425, 0.16, 0.105, 0.1475, 0.1375, 0.13, 0.11, 0.1225, 0.12531328320802004]"
87,"[0.11221945137157108, 0.165, 0.16, 0.16, 0.3725, 0.1475, 0.15, 0.375, 0.1175, 0.155, 0.155, 0.1975, 0.1225, 0.1125, 0.1375, 0.1425, 0.1375, 0.16, 0.12, 0.14, 0.1575, 0.1275, 0.1075, 0.13, 0.14285714285714285]"
88,"[0.12468827930174564, 0.22, 0.1275, 0.1475, 0.49, 0.1375, 0.1375, 0.53, 0.1475, 0.13, 0.1675, 0.1575, 0.1375, 0.1325, 0.1525, 0.1625, 0.2375, 0.16, 0.105, 0.15, 0.135, 0.135, 0.115, 0.1225, 0.12531328320802004]"
89,"[0.11221945137157108, 0.1625, 0.16, 0.1625, 0.37, 0.1475, 0.15, 0.37, 0.1175, 0.155, 0.16, 0.2, 0.1275, 0.1125, 0.14, 0.1425, 0.15, 0.1625, 0.1225, 0.1475, 0.1675, 0.125, 0.105, 0.135, 0.13533834586466165]"
90,"[0.12468827930174564, 0.22, 0.1275, 0.1475, 0.5125, 0.1375, 0.1425, 0.455, 0.1475, 0.1325, 0.17, 0.1575, 0.1375, 0.1325, 0.15, 0.165, 0.2425, 0.1575, 0.1, 0.1475, 0.1325, 0.1325, 0.12, 0.125, 0.12531328320802004]"
91,"[0.11221945137157108, 0.1625, 0.165, 0.1625, 0.34, 0.1525, 0.15, 0.3675, 0.125, 0.1575, 0.1625, 0.2025, 0.13, 0.1125, 0.145, 0.1425, 0.1575, 0.1725, 0.12, 0.1475, 0.165, 0.1275, 0.115, 0.135, 0.13283208020050125]"
