eigenvector_centrality,[10 11]
42,"[0.3516209476309227, 0.2675, 0.345, 0.245, 0.325, 0.3475, 0.3025, 0.2475, 0.28, 0.1625, 0.545, 0.425, 0.275, 0.285, 0.405, 0.3375, 0.355, 0.305, 0.315, 0.2625, 0.305, 0.3, 0.4275, 0.3075, 0.2631578947368421]"
43,"[0.2967581047381546, 0.34, 0.315, 0.3025, 0.28, 0.19, 0.27, 0.32, 0.2825, 0.4275, 0.3925, 0.5775, 0.3775, 0.3325, 0.155, 0.2775, 0.245, 0.425, 0.2175, 0.3425, 0.2075, 0.305, 0.2975, 0.285, 0.2706766917293233]"
44,"[0.3491271820448878, 0.2575, 0.36, 0.23, 0.285, 0.325, 0.2575, 0.2425, 0.2925, 0.155, 0.5325, 0.4175, 0.2425, 0.2225, 0.37, 0.295, 0.3125, 0.27, 0.275, 0.245, 0.2875, 0.2825, 0.3975, 0.285, 0.21052631578947367]"
45,"[0.24688279301745636, 0.2975, 0.2775, 0.2775, 0.2475, 0.19, 0.275, 0.3075, 0.2625, 0.3625, 0.3975, 0.585, 0.3, 0.295, 0.1675, 0.2675, 0.235, 0.38, 0.195, 0.305, 0.1725, 0.325, 0.2375, 0.295, 0.23809523809523808]"
46,"[0.3167082294264339, 0.2425, 0.335, 0.235, 0.2425, 0.2875, 0.24, 0.2325, 0.2975, 0.1575, 0.5075, 0.4125, 0.2225, 0.185, 0.315, 0.255, 0.2775, 0.2475, 0.25, 0.2325, 0.31, 0.255, 0.345, 0.25, 0.21303258145363407]"
47,"[0.23690773067331672, 0.295, 0.2625, 0.255, 0.2, 0.19, 0.2775, 0.27, 0.2375, 0.3225, 0.38, 0.5725, 0.26, 0.245, 0.1675, 0.2625, 0.225, 0.3375, 0.2, 0.2625, 0.1525, 0.33, 0.22, 0.2375, 0.23809523809523808]"
48,"[0.2593516209476309, 0.2425, 0.3175, 0.235, 0.235, 0.245, 0.235, 0.21, 0.3025, 0.2075, 0.4775, 0.43, 0.205, 0.165, 0.2525, 0.23, 0.235, 0.2225, 0.2425, 0.2075, 0.2275, 0.24, 0.305, 0.22, 0.20802005012531327]"
49,"[0.2144638403990025, 0.2475, 0.2675, 0.2475, 0.175, 0.1875, 0.2625, 0.2375, 0.1975, 0.28, 0.3875, 0.5775, 0.2275, 0.22, 0.165, 0.255, 0.2025, 0.265, 0.2, 0.2475, 0.1525, 0.2875, 0.2225, 0.2, 0.2556390977443609]"
50,"[0.2593516209476309, 0.2225, 0.305, 0.2475, 0.1625, 0.2425, 0.2375, 0.205, 0.275, 0.21, 0.4775, 0.4175, 0.1925, 0.165, 0.2325, 0.215, 0.2275, 0.2125, 0.2375, 0.17, 0.21, 0.2325, 0.225, 0.195, 0.19799498746867167]"
51,"[0.1770573566084788, 0.245, 0.26, 0.2125, 0.1475, 0.1825, 0.2275, 0.2175, 0.175, 0.2375, 0.3775, 0.535, 0.19, 0.18, 0.1625, 0.2375, 0.1875, 0.2425, 0.175, 0.2475, 0.1525, 0.2825, 0.2125, 0.195, 0.18796992481203006]"
52,"[0.22693266832917705, 0.1775, 0.235, 0.2125, 0.14, 0.25, 0.1825, 0.17, 0.225, 0.175, 0.4825, 0.4175, 0.1775, 0.1625, 0.2275, 0.2525, 0.2375, 0.19, 0.2275, 0.145, 0.1875, 0.235, 0.205, 0.195, 0.20551378446115287]"
53,"[0.16458852867830423, 0.2325, 0.225, 0.2075, 0.1425, 0.1825, 0.2325, 0.2225, 0.175, 0.2275, 0.3575, 0.55, 0.2, 0.1625, 0.1625, 0.215, 0.1725, 0.255, 0.1625, 0.14, 0.155, 0.2775, 0.215, 0.2025, 0.19047619047619047]"
54,"[0.18952618453865336, 0.165, 0.22, 0.2, 0.1425, 0.2575, 0.155, 0.1625, 0.1975, 0.1625, 0.515, 0.4225, 0.18, 0.16, 0.2275, 0.265, 0.25, 0.1525, 0.225, 0.14, 0.1575, 0.2225, 0.2125, 0.205, 0.20551378446115287]"
55,"[0.16957605985037408, 0.235, 0.1875, 0.1525, 0.1375, 0.1825, 0.215, 0.2025, 0.1775, 0.2325, 0.3475, 0.5475, 0.2075, 0.15, 0.165, 0.18, 0.1625, 0.245, 0.1625, 0.1275, 0.155, 0.245, 0.205, 0.2125, 0.19047619047619047]"
56,"[0.16957605985037408, 0.165, 0.195, 0.165, 0.1325, 0.2175, 0.15, 0.1625, 0.1875, 0.16, 0.5325, 0.425, 0.1775, 0.16, 0.2225, 0.265, 0.25, 0.1475, 0.215, 0.14, 0.1525, 0.175, 0.2275, 0.2475, 0.20551378446115287]"
57,"[0.16957605985037408, 0.2325, 0.1875, 0.15, 0.1375, 0.185, 0.1925, 0.1875, 0.1775, 0.2325, 0.4025, 0.57, 0.1925, 0.1475, 0.1675, 0.1825, 0.165, 0.24, 0.1625, 0.1275, 0.1525, 0.2175, 0.18, 0.21, 0.19047619047619047]"
58,"[0.16708229426433915, 0.17, 0.1875, 0.1475, 0.1325, 0.2, 0.15, 0.165, 0.185, 0.1625, 0.5125, 0.42, 0.1725, 0.1575, 0.21, 0.2275, 0.2025, 0.15, 0.185, 0.14, 0.15, 0.1675, 0.2275, 0.2075, 0.20300751879699247]"
59,"[0.16458852867830423, 0.23, 0.19, 0.15, 0.1375, 0.185, 0.175, 0.185, 0.175, 0.22, 0.4175, 0.5575, 0.2075, 0.15, 0.165, 0.1825, 0.1675, 0.1975, 0.1625, 0.1275, 0.1475, 0.21, 0.18, 0.2125, 0.18796992481203006]"
60,"[0.16458852867830423, 0.17, 0.1875, 0.1475, 0.13, 0.19, 0.145, 0.165, 0.1775, 0.1625, 0.5175, 0.42, 0.17, 0.1525, 0.1925, 0.21, 0.1925, 0.1475, 0.1675, 0.14, 0.1525, 0.1675, 0.23, 0.1925, 0.20300751879699247]"
61,"[0.16458852867830423, 0.205, 0.19, 0.15, 0.1375, 0.185, 0.165, 0.1925, 0.175, 0.22, 0.435, 0.5125, 0.2025, 0.145, 0.165, 0.1825, 0.1675, 0.19, 0.1625, 0.135, 0.1475, 0.195, 0.1775, 0.2125, 0.18295739348370926]"
62,"[0.16458852867830423, 0.165, 0.1875, 0.145, 0.14, 0.18, 0.145, 0.1625, 0.1775, 0.16, 0.5075, 0.415, 0.17, 0.1525, 0.18, 0.2075, 0.19, 0.1475, 0.1675, 0.135, 0.15, 0.1675, 0.2475, 0.1825, 0.19799498746867167]"
63,"[0.16209476309226933, 0.2, 0.1925, 0.145, 0.1375, 0.185, 0.16, 0.185, 0.175, 0.2025, 0.44, 0.535, 0.2, 0.1375, 0.1625, 0.1825, 0.1675, 0.18, 0.1675, 0.135, 0.1475, 0.18, 0.1775, 0.2125, 0.18546365914786966]"
64,"[0.16708229426433915, 0.165, 0.1825, 0.1425, 0.14, 0.1775, 0.145, 0.16, 0.1775, 0.16, 0.495, 0.3975, 0.17, 0.1525, 0.18, 0.21, 0.1775, 0.1475, 0.1675, 0.135, 0.145, 0.1675, 0.2475, 0.19, 0.19799498746867167]"
65,"[0.16209476309226933, 0.195, 0.19, 0.1475, 0.1375, 0.185, 0.16, 0.18, 0.175, 0.19, 0.4275, 0.545, 0.1975, 0.1375, 0.1625, 0.18, 0.1675, 0.1725, 0.16, 0.135, 0.15, 0.18, 0.18, 0.21, 0.18796992481203006]"
66,"[0.16458852867830423, 0.165, 0.18, 0.1425, 0.145, 0.175, 0.145, 0.16, 0.1775, 0.1575, 0.485, 0.3925, 0.175, 0.15, 0.1775, 0.21, 0.17, 0.1475, 0.165, 0.1375, 0.15, 0.1675, 0.2525, 0.1975, 0.19548872180451127]"
67,"[0.16209476309226933, 0.1875, 0.1875, 0.1475, 0.14, 0.1825, 0.16, 0.1825, 0.175, 0.1925, 0.4225, 0.555, 0.1925, 0.135, 0.1625, 0.18, 0.17, 0.1725, 0.165, 0.135, 0.1525, 0.1775, 0.18, 0.21, 0.19047619047619047]"
68,"[0.1596009975062344, 0.165, 0.18, 0.1425, 0.145, 0.175, 0.145, 0.155, 0.1775, 0.1575, 0.51, 0.39, 0.1775, 0.15, 0.1775, 0.205, 0.17, 0.145, 0.1625, 0.135, 0.1475, 0.1675, 0.245, 0.225, 0.19799498746867167]"
69,"[0.16209476309226933, 0.19, 0.1875, 0.145, 0.1425, 0.18, 0.16, 0.18, 0.1725, 0.1975, 0.4225, 0.5625, 0.1925, 0.145, 0.16, 0.1775, 0.17, 0.17, 0.1625, 0.135, 0.15, 0.1825, 0.1725, 0.2125, 0.20050125313283207]"
70,"[0.16209476309226933, 0.165, 0.19, 0.1425, 0.14, 0.1775, 0.1525, 0.1575, 0.1775, 0.1575, 0.51, 0.38, 0.1775, 0.15, 0.1775, 0.2, 0.1725, 0.145, 0.1625, 0.135, 0.145, 0.1675, 0.24, 0.2225, 0.20300751879699247]"
71,"[0.16209476309226933, 0.19, 0.1875, 0.145, 0.1425, 0.18, 0.15, 0.1775, 0.175, 0.1975, 0.41, 0.5525, 0.1925, 0.1425, 0.16, 0.1775, 0.1675, 0.165, 0.165, 0.135, 0.15, 0.1825, 0.1725, 0.2075, 0.19799498746867167]"
72,"[0.16708229426433915, 0.165, 0.1925, 0.1425, 0.145, 0.18, 0.1525, 0.1575, 0.1775, 0.1575, 0.4875, 0.385, 0.1775, 0.1525, 0.1775, 0.195, 0.1725, 0.145, 0.1625, 0.1375, 0.145, 0.17, 0.24, 0.2075, 0.20551378446115287]"
73,"[0.16209476309226933, 0.1925, 0.19, 0.145, 0.1425, 0.18, 0.1475, 0.18, 0.175, 0.2, 0.405, 0.535, 0.19, 0.1425, 0.16, 0.1775, 0.1675, 0.165, 0.16, 0.135, 0.15, 0.1775, 0.1725, 0.205, 0.19548872180451127]"
74,"[0.16209476309226933, 0.165, 0.19, 0.1425, 0.1425, 0.185, 0.15, 0.1525, 0.1825, 0.1575, 0.43, 0.385, 0.1775, 0.155, 0.175, 0.195, 0.18, 0.145, 0.1625, 0.14, 0.145, 0.17, 0.2375, 0.2175, 0.20551378446115287]"
75,"[0.16209476309226933, 0.1925, 0.19, 0.145, 0.1425, 0.18, 0.1425, 0.18, 0.175, 0.1975, 0.3925, 0.5225, 0.1925, 0.1475, 0.16, 0.175, 0.17, 0.1625, 0.16, 0.1375, 0.15, 0.1675, 0.17, 0.205, 0.20050125313283207]"
76,"[0.16708229426433915, 0.165, 0.1925, 0.1425, 0.145, 0.185, 0.15, 0.1525, 0.1825, 0.1575, 0.395, 0.37, 0.18, 0.1575, 0.175, 0.1925, 0.1775, 0.145, 0.1625, 0.14, 0.145, 0.1675, 0.2375, 0.23, 0.20551378446115287]"
77,"[0.16209476309226933, 0.1925, 0.19, 0.145, 0.1425, 0.18, 0.1475, 0.1825, 0.175, 0.19, 0.4625, 0.4825, 0.1875, 0.1425, 0.16, 0.175, 0.1675, 0.165, 0.1575, 0.135, 0.15, 0.165, 0.17, 0.205, 0.19799498746867167]"
78,"[0.16708229426433915, 0.165, 0.1925, 0.14, 0.1425, 0.1875, 0.15, 0.155, 0.18, 0.1575, 0.3475, 0.345, 0.18, 0.1575, 0.1725, 0.1925, 0.1775, 0.145, 0.165, 0.14, 0.145, 0.1675, 0.235, 0.2325, 0.20300751879699247]"
79,"[0.1596009975062344, 0.1925, 0.19, 0.145, 0.1425, 0.18, 0.145, 0.18, 0.175, 0.19, 0.4925, 0.445, 0.1875, 0.145, 0.1575, 0.175, 0.165, 0.1625, 0.16, 0.1375, 0.15, 0.1675, 0.17, 0.205, 0.19799498746867167]"
80,"[0.16957605985037408, 0.1625, 0.1925, 0.14, 0.1425, 0.1875, 0.15, 0.155, 0.185, 0.1575, 0.3175, 0.355, 0.18, 0.1625, 0.1725, 0.19, 0.18, 0.1425, 0.165, 0.14, 0.1425, 0.17, 0.24, 0.2375, 0.20551378446115287]"
81,"[0.16209476309226933, 0.1925, 0.19, 0.145, 0.1425, 0.18, 0.1475, 0.1775, 0.175, 0.1925, 0.51, 0.4425, 0.1825, 0.145, 0.16, 0.175, 0.165, 0.1725, 0.16, 0.17, 0.15, 0.17, 0.1725, 0.2025, 0.19799498746867167]"
82,"[0.16708229426433915, 0.1575, 0.19, 0.14, 0.1425, 0.185, 0.15, 0.155, 0.185, 0.1525, 0.3175, 0.365, 0.18, 0.1575, 0.1725, 0.19, 0.1775, 0.1425, 0.165, 0.14, 0.1425, 0.17, 0.245, 0.2325, 0.19799498746867167]"
83,"[0.16209476309226933, 0.1875, 0.19, 0.145, 0.1425, 0.1825, 0.15, 0.1775, 0.175, 0.19, 0.4975, 0.45, 0.1925, 0.1475, 0.1575, 0.175, 0.17, 0.165, 0.16, 0.1825, 0.15, 0.165, 0.175, 0.2025, 0.19799498746867167]"
84,"[0.16708229426433915, 0.1575, 0.19, 0.1425, 0.145, 0.175, 0.15, 0.155, 0.185, 0.1525, 0.3125, 0.365, 0.18, 0.1575, 0.175, 0.19, 0.1775, 0.14, 0.1625, 0.14, 0.1425, 0.17, 0.2425, 0.235, 0.20551378446115287]"
85,"[0.16209476309226933, 0.225, 0.19, 0.145, 0.1425, 0.18, 0.15, 0.1825, 0.175, 0.19, 0.4775, 0.435, 0.1875, 0.1475, 0.1575, 0.175, 0.1675, 0.1725, 0.16, 0.2375, 0.1525, 0.1675, 0.1775, 0.2025, 0.19548872180451127]"
86,"[0.16458852867830423, 0.165, 0.1925, 0.1425, 0.1375, 0.175, 0.15, 0.1575, 0.185, 0.155, 0.31, 0.3625, 0.1775, 0.1575, 0.1725, 0.19, 0.1775, 0.1425, 0.1625, 0.14, 0.1425, 0.165, 0.245, 0.2275, 0.20551378446115287]"
87,"[0.16209476309226933, 0.2675, 0.1925, 0.145, 0.1425, 0.18, 0.15, 0.27, 0.175, 0.24, 0.4775, 0.4025, 0.19, 0.1475, 0.16, 0.175, 0.1675, 0.1725, 0.16, 0.2375, 0.1525, 0.165, 0.18, 0.205, 0.23057644110275688]"
88,"[0.16458852867830423, 0.165, 0.195, 0.1425, 0.1375, 0.2325, 0.15, 0.1575, 0.185, 0.1575, 0.305, 0.3575, 0.18, 0.1575, 0.1775, 0.1925, 0.18, 0.1425, 0.1625, 0.14, 0.1425, 0.165, 0.2375, 0.195, 0.20300751879699247]"
89,"[0.1596009975062344, 0.235, 0.1925, 0.145, 0.14, 0.18, 0.145, 0.2625, 0.175, 0.2075, 0.5175, 0.41, 0.2075, 0.145, 0.1575, 0.175, 0.165, 0.1725, 0.16, 0.2025, 0.1525, 0.1625, 0.18, 0.2075, 0.2581453634085213]"
90,"[0.16708229426433915, 0.165, 0.195, 0.1425, 0.1325, 0.2225, 0.15, 0.1575, 0.1875, 0.1575, 0.2975, 0.34, 0.18, 0.1575, 0.225, 0.1925, 0.1775, 0.1425, 0.1625, 0.1375, 0.1425, 0.165, 0.235, 0.1725, 0.20300751879699247]"
91,"[0.16209476309226933, 0.225, 0.1925, 0.145, 0.14, 0.18, 0.1475, 0.2625, 0.175, 0.205, 0.52, 0.4175, 0.2025, 0.1475, 0.1575, 0.1725, 0.165, 0.175, 0.16, 0.165, 0.1525, 0.165, 0.18, 0.21, 0.2531328320802005]"
