in_deg_centrality,[1.]
76,"[0.912, 0.901, 0.599, 0.526, 0.094, 0.095, 0.87, 0.262, 0.907, 0.91]"
77,"[0.906, 0.898, 0.611, 0.472, 0.118, 0.105, 0.86, 0.403, 0.909, 0.909]"
78,"[0.911, 0.903, 0.594, 0.527, 0.12, 0.095, 0.865, 0.348, 0.909, 0.912]"
79,"[0.906, 0.9, 0.551, 0.568, 0.094, 0.102, 0.876, 0.287, 0.908, 0.904]"
80,"[0.91, 0.902, 0.702, 0.695, 0.114, 0.097, 0.851, 0.449, 0.911, 0.911]"
81,"[0.905, 0.902, 0.674, 0.408, 0.119, 0.102, 0.859, 0.406, 0.91, 0.913]"
82,"[0.913, 0.909, 0.666, 0.557, 0.11, 0.158, 0.865, 0.305, 0.912, 0.908]"
83,"[0.906, 0.904, 0.666, 0.654, 0.199, 0.102, 0.868, 0.335, 0.914, 0.91]"
84,"[0.914, 0.903, 0.642, 0.64, 0.277, 0.095, 0.871, 0.444, 0.911, 0.91]"
85,"[0.914, 0.907, 0.569, 0.628, 0.094, 0.102, 0.883, 0.366, 0.916, 0.916]"
86,"[0.91, 0.908, 0.664, 0.527, 0.112, 0.15, 0.876, 0.268, 0.917, 0.911]"
87,"[0.906, 0.904, 0.525, 0.469, 0.148, 0.192, 0.864, 0.158, 0.909, 0.906]"
88,"[0.913, 0.906, 0.661, 0.552, 0.099, 0.095, 0.869, 0.483, 0.911, 0.916]"
89,"[0.912, 0.901, 0.637, 0.345, 0.094, 0.102, 0.871, 0.259, 0.906, 0.907]"
90,"[0.91, 0.907, 0.637, 0.589, 0.112, 0.098, 0.88, 0.385, 0.912, 0.918]"
91,"[0.909, 0.905, 0.605, 0.371, 0.094, 0.102, 0.887, 0.347, 0.909, 0.916]"
92,"[0.916, 0.91, 0.716, 0.556, 0.112, 0.095, 0.881, 0.351, 0.911, 0.912]"
93,"[0.908, 0.904, 0.631, 0.428, 0.147, 0.102, 0.878, 0.285, 0.917, 0.914]"
94,"[0.913, 0.908, 0.648, 0.497, 0.113, 0.095, 0.873, 0.238, 0.913, 0.918]"
95,"[0.913, 0.906, 0.586, 0.587, 0.115, 0.102, 0.881, 0.437, 0.909, 0.911]"
96,"[0.915, 0.907, 0.615, 0.434, 0.104, 0.095, 0.866, 0.244, 0.915, 0.92]"
97,"[0.913, 0.908, 0.622, 0.644, 0.094, 0.102, 0.884, 0.18, 0.914, 0.917]"
98,"[0.916, 0.909, 0.677, 0.514, 0.094, 0.087, 0.868, 0.353, 0.915, 0.916]"
99,"[0.912, 0.908, 0.569, 0.238, 0.094, 0.102, 0.876, 0.266, 0.912, 0.919]"
out_deg_centrality,[8.]
0,"[0.683, 0.732, 0.693, 0.536, 0.636, 0.47, 0.738, 0.602, 0.72, 0.664]"
1,"[0.7, 0.693, 0.703, 0.686, 0.388, 0.326, 0.747, 0.502, 0.715, 0.722]"
2,"[0.74, 0.758, 0.656, 0.609, 0.103, 0.108, 0.738, 0.196, 0.749, 0.751]"
3,"[0.714, 0.768, 0.704, 0.695, 0.23, 0.102, 0.739, 0.542, 0.77, 0.724]"
4,"[0.763, 0.784, 0.612, 0.596, 0.11, 0.102, 0.772, 0.425, 0.779, 0.746]"
5,"[0.764, 0.79, 0.756, 0.792, 0.215, 0.108, 0.802, 0.483, 0.784, 0.771]"
6,"[0.791, 0.806, 0.65, 0.504, 0.103, 0.102, 0.799, 0.323, 0.788, 0.79]"
7,"[0.811, 0.817, 0.616, 0.61, 0.083, 0.233, 0.825, 0.363, 0.814, 0.807]"
8,"[0.821, 0.831, 0.573, 0.417, 0.173, 0.105, 0.813, 0.335, 0.817, 0.818]"
9,"[0.84, 0.838, 0.701, 0.558, 0.103, 0.135, 0.812, 0.577, 0.831, 0.807]"
10,"[0.847, 0.843, 0.712, 0.591, 0.094, 0.102, 0.812, 0.371, 0.846, 0.83]"
11,"[0.858, 0.847, 0.766, 0.712, 0.284, 0.316, 0.825, 0.551, 0.852, 0.838]"
12,"[0.85, 0.856, 0.65, 0.607, 0.094, 0.102, 0.84, 0.327, 0.842, 0.843]"
13,"[0.86, 0.86, 0.71, 0.6, 0.234, 0.364, 0.833, 0.697, 0.861, 0.844]"
14,"[0.874, 0.857, 0.723, 0.649, 0.094, 0.102, 0.85, 0.262, 0.848, 0.854]"
15,"[0.878, 0.862, 0.715, 0.553, 0.13, 0.268, 0.814, 0.624, 0.866, 0.862]"
16,"[0.876, 0.871, 0.64, 0.676, 0.094, 0.102, 0.844, 0.391, 0.87, 0.868]"
17,"[0.876, 0.868, 0.796, 0.6, 0.173, 0.201, 0.853, 0.607, 0.861, 0.858]"
18,"[0.883, 0.872, 0.653, 0.683, 0.094, 0.102, 0.838, 0.477, 0.876, 0.86]"
19,"[0.883, 0.876, 0.789, 0.744, 0.104, 0.468, 0.841, 0.603, 0.871, 0.859]"
20,"[0.883, 0.874, 0.725, 0.644, 0.069, 0.102, 0.83, 0.485, 0.886, 0.863]"
21,"[0.891, 0.875, 0.762, 0.716, 0.277, 0.334, 0.851, 0.703, 0.878, 0.874]"
22,"[0.892, 0.879, 0.63, 0.653, 0.094, 0.102, 0.856, 0.222, 0.877, 0.874]"
23,"[0.895, 0.886, 0.74, 0.656, 0.103, 0.287, 0.863, 0.277, 0.883, 0.875]"
24,"[0.891, 0.884, 0.642, 0.667, 0.094, 0.102, 0.847, 0.483, 0.887, 0.875]"
25,"[0.892, 0.885, 0.769, 0.736, 0.103, 0.27, 0.87, 0.376, 0.7, 0.877]"
26,"[0.897, 0.885, 0.551, 0.499, 0.094, 0.102, 0.859, 0.421, 0.726, 0.876]"
27,"[0.89, 0.882, 0.597, 0.725, 0.103, 0.108, 0.833, 0.22, 0.74, 0.876]"
28,"[0.891, 0.881, 0.633, 0.618, 0.093, 0.108, 0.856, 0.259, 0.777, 0.879]"
29,"[0.896, 0.886, 0.503, 0.653, 0.103, 0.155, 0.868, 0.094, 0.789, 0.88]"
30,"[0.893, 0.885, 0.541, 0.592, 0.103, 0.108, 0.841, 0.329, 0.794, 0.867]"
31,"[0.897, 0.889, 0.577, 0.651, 0.103, 0.16, 0.865, 0.184, 0.8, 0.877]"
32,"[0.89, 0.887, 0.614, 0.564, 0.094, 0.183, 0.872, 0.367, 0.805, 0.878]"
33,"[0.896, 0.88, 0.732, 0.542, 0.104, 0.257, 0.825, 0.33, 0.81, 0.887]"
34,"[0.896, 0.885, 0.541, 0.594, 0.094, 0.102, 0.845, 0.32, 0.817, 0.874]"
35,"[0.893, 0.889, 0.686, 0.668, 0.104, 0.144, 0.858, 0.138, 0.818, 0.882]"
36,"[0.893, 0.879, 0.588, 0.602, 0.094, 0.104, 0.847, 0.417, 0.819, 0.888]"
37,"[0.891, 0.886, 0.692, 0.646, 0.103, 0.193, 0.833, 0.213, 0.832, 0.885]"
38,"[0.897, 0.889, 0.603, 0.618, 0.094, 0.102, 0.856, 0.356, 0.831, 0.884]"
39,"[0.895, 0.889, 0.719, 0.516, 0.163, 0.24, 0.856, 0.323, 0.841, 0.884]"
40,"[0.9, 0.888, 0.539, 0.68, 0.094, 0.15, 0.849, 0.268, 0.84, 0.882]"
41,"[0.894, 0.888, 0.707, 0.697, 0.104, 0.15, 0.828, 0.362, 0.849, 0.892]"
42,"[0.904, 0.886, 0.587, 0.555, 0.152, 0.2, 0.831, 0.447, 0.846, 0.894]"
43,"[0.897, 0.889, 0.756, 0.646, 0.201, 0.096, 0.854, 0.527, 0.852, 0.887]"
44,"[0.905, 0.888, 0.602, 0.522, 0.094, 0.102, 0.816, 0.281, 0.855, 0.885]"
45,"[0.9, 0.891, 0.699, 0.548, 0.122, 0.145, 0.869, 0.29, 0.86, 0.889]"
46,"[0.909, 0.898, 0.537, 0.568, 0.094, 0.102, 0.842, 0.237, 0.854, 0.889]"
47,"[0.907, 0.9, 0.737, 0.582, 0.162, 0.203, 0.842, 0.502, 0.864, 0.889]"
48,"[0.907, 0.898, 0.592, 0.619, 0.094, 0.166, 0.842, 0.289, 0.852, 0.891]"
49,"[0.904, 0.896, 0.72, 0.672, 0.103, 0.103, 0.866, 0.35, 0.868, 0.894]"
50,"[0.902, 0.894, 0.567, 0.502, 0.094, 0.103, 0.8, 0.207, 0.857, 0.885]"
51,"[0.903, 0.891, 0.741, 0.663, 0.178, 0.148, 0.86, 0.472, 0.866, 0.893]"
52,"[0.909, 0.896, 0.602, 0.457, 0.189, 0.102, 0.839, 0.233, 0.86, 0.887]"
53,"[0.905, 0.893, 0.702, 0.624, 0.199, 0.102, 0.87, 0.627, 0.869, 0.899]"
54,"[0.908, 0.896, 0.556, 0.559, 0.103, 0.201, 0.843, 0.215, 0.864, 0.9]"
55,"[0.905, 0.905, 0.753, 0.708, 0.21, 0.108, 0.873, 0.49, 0.875, 0.901]"
56,"[0.908, 0.898, 0.612, 0.455, 0.103, 0.167, 0.834, 0.188, 0.867, 0.902]"
57,"[0.911, 0.899, 0.736, 0.677, 0.233, 0.108, 0.863, 0.492, 0.88, 0.901]"
58,"[0.907, 0.895, 0.599, 0.499, 0.103, 0.127, 0.838, 0.499, 0.865, 0.896]"
59,"[0.913, 0.896, 0.739, 0.713, 0.094, 0.102, 0.884, 0.598, 0.88, 0.898]"
60,"[0.914, 0.902, 0.573, 0.389, 0.104, 0.21, 0.849, 0.226, 0.861, 0.89]"
61,"[0.903, 0.902, 0.667, 0.633, 0.103, 0.102, 0.869, 0.492, 0.884, 0.894]"
62,"[0.911, 0.9, 0.6, 0.57, 0.103, 0.108, 0.829, 0.332, 0.863, 0.903]"
63,"[0.907, 0.896, 0.724, 0.659, 0.104, 0.102, 0.875, 0.475, 0.885, 0.908]"
64,"[0.915, 0.907, 0.558, 0.426, 0.103, 0.108, 0.858, 0.248, 0.861, 0.901]"
65,"[0.911, 0.902, 0.685, 0.573, 0.103, 0.134, 0.861, 0.458, 0.882, 0.889]"
66,"[0.915, 0.902, 0.665, 0.439, 0.103, 0.108, 0.844, 0.254, 0.864, 0.897]"
67,"[0.904, 0.903, 0.704, 0.704, 0.094, 0.107, 0.884, 0.573, 0.887, 0.894]"
68,"[0.914, 0.912, 0.604, 0.419, 0.103, 0.195, 0.836, 0.274, 0.88, 0.899]"
69,"[0.906, 0.903, 0.66, 0.545, 0.103, 0.166, 0.876, 0.38, 0.879, 0.9]"
70,"[0.912, 0.907, 0.519, 0.524, 0.103, 0.108, 0.846, 0.204, 0.875, 0.895]"
71,"[0.912, 0.898, 0.689, 0.545, 0.103, 0.103, 0.874, 0.486, 0.877, 0.897]"
72,"[0.917, 0.906, 0.577, 0.377, 0.103, 0.108, 0.866, 0.23, 0.877, 0.901]"
73,"[0.911, 0.906, 0.739, 0.571, 0.103, 0.164, 0.87, 0.491, 0.884, 0.909]"
74,"[0.913, 0.91, 0.454, 0.554, 0.103, 0.108, 0.851, 0.284, 0.878, 0.904]"
75,"[0.913, 0.911, 0.723, 0.605, 0.103, 0.143, 0.852, 0.565, 0.884, 0.906]"
76,"[0.914, 0.908, 0.657, 0.529, 0.103, 0.108, 0.875, 0.187, 0.883, 0.917]"
77,"[0.91, 0.903, 0.672, 0.583, 0.112, 0.071, 0.853, 0.381, 0.884, 0.908]"
78,"[0.916, 0.909, 0.577, 0.533, 0.195, 0.179, 0.868, 0.376, 0.886, 0.908]"
79,"[0.916, 0.906, 0.687, 0.579, 0.104, 0.086, 0.852, 0.394, 0.893, 0.905]"
80,"[0.922, 0.91, 0.502, 0.433, 0.103, 0.102, 0.858, 0.297, 0.892, 0.905]"
81,"[0.915, 0.912, 0.741, 0.484, 0.103, 0.095, 0.867, 0.295, 0.884, 0.897]"
82,"[0.918, 0.909, 0.609, 0.499, 0.083, 0.127, 0.854, 0.383, 0.888, 0.907]"
83,"[0.912, 0.904, 0.735, 0.716, 0.214, 0.108, 0.874, 0.348, 0.889, 0.911]"
84,"[0.917, 0.913, 0.573, 0.473, 0.129, 0.102, 0.844, 0.232, 0.889, 0.91]"
85,"[0.918, 0.912, 0.727, 0.558, 0.129, 0.107, 0.876, 0.372, 0.888, 0.898]"
86,"[0.915, 0.913, 0.649, 0.444, 0.094, 0.102, 0.859, 0.343, 0.891, 0.906]"
87,"[0.912, 0.904, 0.652, 0.524, 0.104, 0.085, 0.863, 0.259, 0.888, 0.895]"
88,"[0.918, 0.913, 0.606, 0.461, 0.094, 0.102, 0.857, 0.211, 0.895, 0.911]"
89,"[0.913, 0.912, 0.686, 0.469, 0.165, 0.107, 0.875, 0.371, 0.888, 0.909]"
90,"[0.914, 0.917, 0.513, 0.437, 0.094, 0.102, 0.836, 0.335, 0.891, 0.91]"
91,"[0.916, 0.906, 0.763, 0.496, 0.211, 0.103, 0.882, 0.297, 0.891, 0.9]"
92,"[0.912, 0.915, 0.602, 0.446, 0.094, 0.102, 0.861, 0.425, 0.884, 0.91]"
93,"[0.913, 0.904, 0.691, 0.539, 0.104, 0.107, 0.869, 0.232, 0.893, 0.906]"
94,"[0.911, 0.913, 0.644, 0.471, 0.094, 0.102, 0.867, 0.263, 0.895, 0.913]"
95,"[0.913, 0.912, 0.55, 0.584, 0.104, 0.108, 0.889, 0.33, 0.889, 0.905]"
96,"[0.917, 0.913, 0.597, 0.512, 0.094, 0.102, 0.873, 0.279, 0.894, 0.91]"
97,"[0.915, 0.912, 0.626, 0.514, 0.104, 0.179, 0.86, 0.17, 0.895, 0.913]"
98,"[0.912, 0.918, 0.651, 0.423, 0.094, 0.102, 0.872, 0.306, 0.899, 0.91]"
99,"[0.917, 0.913, 0.757, 0.608, 0.106, 0.107, 0.876, 0.39, 0.895, 0.913]"
closeness_centrality,[1.]
0,"[0.693, 0.721, 0.678, 0.519, 0.438, 0.258, 0.733, 0.329, 0.745, 0.733]"
1,"[0.673, 0.65, 0.679, 0.547, 0.391, 0.271, 0.709, 0.442, 0.727, 0.706]"
2,"[0.748, 0.764, 0.616, 0.555, 0.32, 0.105, 0.757, 0.268, 0.752, 0.74]"
3,"[0.744, 0.764, 0.598, 0.76, 0.094, 0.102, 0.722, 0.607, 0.756, 0.736]"
4,"[0.769, 0.794, 0.677, 0.553, 0.163, 0.2, 0.798, 0.447, 0.777, 0.761]"
5,"[0.774, 0.794, 0.756, 0.686, 0.19, 0.102, 0.82, 0.563, 0.792, 0.775]"
6,"[0.803, 0.808, 0.572, 0.418, 0.11, 0.103, 0.838, 0.308, 0.796, 0.794]"
7,"[0.816, 0.816, 0.649, 0.75, 0.094, 0.102, 0.831, 0.236, 0.802, 0.809]"
8,"[0.832, 0.839, 0.71, 0.526, 0.103, 0.244, 0.847, 0.342, 0.821, 0.812]"
9,"[0.832, 0.831, 0.787, 0.571, 0.094, 0.102, 0.821, 0.137, 0.835, 0.838]"
10,"[0.858, 0.849, 0.722, 0.622, 0.281, 0.327, 0.822, 0.547, 0.843, 0.839]"
11,"[0.849, 0.86, 0.606, 0.563, 0.094, 0.102, 0.84, 0.23, 0.837, 0.827]"
12,"[0.862, 0.861, 0.747, 0.647, 0.23, 0.218, 0.844, 0.463, 0.838, 0.854]"
13,"[0.866, 0.863, 0.609, 0.627, 0.083, 0.086, 0.849, 0.444, 0.846, 0.84]"
14,"[0.873, 0.868, 0.76, 0.666, 0.338, 0.352, 0.812, 0.551, 0.861, 0.86]"
15,"[0.876, 0.87, 0.641, 0.681, 0.094, 0.086, 0.851, 0.449, 0.858, 0.858]"
16,"[0.879, 0.874, 0.822, 0.72, 0.234, 0.43, 0.861, 0.677, 0.869, 0.86]"
17,"[0.882, 0.871, 0.624, 0.695, 0.094, 0.086, 0.85, 0.473, 0.87, 0.872]"
18,"[0.871, 0.875, 0.757, 0.695, 0.13, 0.311, 0.855, 0.45, 0.865, 0.864]"
19,"[0.885, 0.879, 0.689, 0.564, 0.094, 0.086, 0.858, 0.506, 0.876, 0.865]"
20,"[0.887, 0.881, 0.796, 0.759, 0.103, 0.224, 0.859, 0.53, 0.876, 0.86]"
21,"[0.887, 0.887, 0.662, 0.676, 0.104, 0.098, 0.839, 0.51, 0.873, 0.868]"
22,"[0.89, 0.886, 0.685, 0.794, 0.189, 0.324, 0.847, 0.46, 0.865, 0.865]"
23,"[0.888, 0.884, 0.723, 0.67, 0.112, 0.086, 0.851, 0.529, 0.883, 0.873]"
24,"[0.885, 0.887, 0.749, 0.695, 0.172, 0.276, 0.854, 0.361, 0.883, 0.88]"
25,"[0.892, 0.805, 0.708, 0.622, 0.094, 0.108, 0.868, 0.525, 0.876, 0.876]"
26,"[0.89, 0.817, 0.706, 0.732, 0.115, 0.159, 0.858, 0.492, 0.877, 0.878]"
27,"[0.892, 0.817, 0.735, 0.662, 0.083, 0.086, 0.86, 0.577, 0.886, 0.873]"
28,"[0.899, 0.834, 0.68, 0.612, 0.104, 0.166, 0.868, 0.362, 0.887, 0.866]"
29,"[0.887, 0.839, 0.728, 0.691, 0.112, 0.086, 0.853, 0.537, 0.886, 0.879]"
30,"[0.894, 0.85, 0.714, 0.549, 0.212, 0.314, 0.854, 0.39, 0.887, 0.887]"
31,"[0.895, 0.855, 0.668, 0.529, 0.103, 0.109, 0.837, 0.446, 0.89, 0.877]"
32,"[0.902, 0.853, 0.692, 0.704, 0.103, 0.247, 0.865, 0.404, 0.887, 0.886]"
33,"[0.891, 0.864, 0.727, 0.639, 0.112, 0.132, 0.856, 0.283, 0.888, 0.867]"
34,"[0.903, 0.872, 0.727, 0.7, 0.103, 0.209, 0.871, 0.437, 0.888, 0.888]"
35,"[0.901, 0.868, 0.609, 0.664, 0.103, 0.108, 0.868, 0.445, 0.89, 0.886]"
36,"[0.905, 0.873, 0.677, 0.59, 0.16, 0.112, 0.866, 0.433, 0.892, 0.888]"
37,"[0.902, 0.875, 0.685, 0.47, 0.103, 0.154, 0.857, 0.525, 0.889, 0.887]"
38,"[0.904, 0.878, 0.56, 0.529, 0.103, 0.102, 0.867, 0.419, 0.89, 0.884]"
39,"[0.907, 0.88, 0.636, 0.613, 0.157, 0.097, 0.856, 0.503, 0.885, 0.894]"
40,"[0.898, 0.884, 0.522, 0.37, 0.142, 0.209, 0.826, 0.298, 0.892, 0.891]"
41,"[0.91, 0.88, 0.679, 0.647, 0.103, 0.108, 0.863, 0.556, 0.897, 0.888]"
42,"[0.909, 0.887, 0.576, 0.58, 0.146, 0.174, 0.836, 0.245, 0.889, 0.881]"
43,"[0.905, 0.89, 0.706, 0.644, 0.094, 0.108, 0.866, 0.429, 0.893, 0.885]"
44,"[0.904, 0.887, 0.555, 0.48, 0.129, 0.208, 0.852, 0.311, 0.886, 0.888]"
45,"[0.904, 0.886, 0.688, 0.697, 0.121, 0.1, 0.854, 0.145, 0.894, 0.897]"
46,"[0.908, 0.888, 0.606, 0.602, 0.103, 0.108, 0.877, 0.483, 0.897, 0.905]"
47,"[0.907, 0.893, 0.681, 0.657, 0.086, 0.095, 0.81, 0.491, 0.887, 0.897]"
48,"[0.9, 0.891, 0.591, 0.398, 0.103, 0.103, 0.834, 0.442, 0.894, 0.889]"
49,"[0.91, 0.891, 0.699, 0.699, 0.103, 0.175, 0.871, 0.565, 0.901, 0.9]"
50,"[0.899, 0.892, 0.597, 0.463, 0.094, 0.102, 0.845, 0.35, 0.888, 0.904]"
51,"[0.911, 0.897, 0.716, 0.641, 0.199, 0.153, 0.841, 0.468, 0.891, 0.898]"
52,"[0.904, 0.896, 0.571, 0.602, 0.094, 0.102, 0.797, 0.365, 0.896, 0.894]"
