eigenvector_centrality,"[16, 17, 23, 13, 12]"
0,"[0.08977556109725686, 0.1, 0.11, 0.09, 0.1, 0.085, 0.1275, 0.12, 0.12, 0.1175, 0.11, 0.0975, 0.125, 0.1025, 0.11, 0.0775, 0.1, 0.1, 0.1175, 0.1, 0.0825, 0.09, 0.0725, 0.0875, 0.09273182957393483]"
1,"[0.11970074812967581, 0.1825, 0.11, 0.0925, 0.1, 0.115, 0.11, 0.1175, 0.085, 0.09, 0.11, 0.1775, 0.085, 0.0925, 0.12, 0.1225, 0.0925, 0.1, 0.1175, 0.1325, 0.1025, 0.1025, 0.095, 0.0875, 0.07769423558897243]"
2,"[0.08977556109725686, 0.1075, 0.1425, 0.1325, 0.095, 0.13, 0.1275, 0.12, 0.0875, 0.09, 0.11, 0.09, 0.1075, 0.1375, 0.12, 0.1075, 0.1025, 0.1, 0.1275, 0.1325, 0.085, 0.09, 0.15, 0.0875, 0.09774436090225563]"
3,"[0.11221945137157108, 0.1075, 0.1725, 0.22, 0.19, 0.08, 0.215, 0.2325, 0.12, 0.09, 0.215, 0.18, 0.085, 0.1175, 0.11, 0.0775, 0.1475, 0.12, 0.1175, 0.21, 0.105, 0.19, 0.1475, 0.0875, 0.09774436090225563]"
4,"[0.1970074812967581, 0.1075, 0.1775, 0.18, 0.1325, 0.15, 0.11, 0.155, 0.1625, 0.1175, 0.2075, 0.1525, 0.1075, 0.0875, 0.12, 0.1675, 0.13, 0.175, 0.1175, 0.21, 0.175, 0.1525, 0.165, 0.1275, 0.09774436090225563]"
5,"[0.11970074812967581, 0.1, 0.095, 0.165, 0.095, 0.08, 0.1125, 0.1175, 0.1225, 0.1875, 0.11, 0.1325, 0.155, 0.0875, 0.12, 0.0775, 0.09, 0.1, 0.1175, 0.08, 0.1025, 0.1425, 0.1825, 0.0875, 0.09774436090225563]"
6,"[0.16458852867830423, 0.17, 0.2, 0.155, 0.1625, 0.1275, 0.19, 0.1825, 0.1875, 0.175, 0.1825, 0.14, 0.16, 0.1825, 0.175, 0.1675, 0.195, 0.1875, 0.195, 0.1375, 0.195, 0.105, 0.1525, 0.1475, 0.18796992481203006]"
7,"[0.15211970074812967, 0.12, 0.1925, 0.115, 0.1275, 0.1225, 0.16, 0.17, 0.185, 0.1225, 0.205, 0.11, 0.1475, 0.16, 0.125, 0.1925, 0.1475, 0.125, 0.1475, 0.115, 0.155, 0.1075, 0.11, 0.145, 0.15789473684210525]"
8,"[0.3341645885286783, 0.1675, 0.2675, 0.2875, 0.3175, 0.2375, 0.275, 0.275, 0.3475, 0.2675, 0.245, 0.2225, 0.2925, 0.285, 0.1975, 0.3, 0.3475, 0.2425, 0.2575, 0.2975, 0.33, 0.3425, 0.265, 0.2775, 0.3634085213032581]"
9,"[0.38902743142144636, 0.45, 0.43, 0.36, 0.3975, 0.32, 0.37, 0.4275, 0.375, 0.4375, 0.4125, 0.34, 0.3875, 0.415, 0.3475, 0.39, 0.325, 0.35, 0.4075, 0.355, 0.46, 0.375, 0.37, 0.395, 0.38345864661654133]"
10,"[0.4389027431421446, 0.3125, 0.41, 0.495, 0.5075, 0.4675, 0.41, 0.45, 0.5075, 0.5325, 0.325, 0.515, 0.4475, 0.5125, 0.3225, 0.4275, 0.49, 0.4925, 0.4725, 0.4975, 0.495, 0.4825, 0.5025, 0.49, 0.48120300751879697]"
11,"[0.45885286783042395, 0.37, 0.4725, 0.4375, 0.49, 0.265, 0.4775, 0.52, 0.46, 0.5525, 0.4975, 0.4725, 0.4375, 0.5275, 0.4, 0.4425, 0.2075, 0.43, 0.5675, 0.4675, 0.53, 0.4175, 0.495, 0.4875, 0.3533834586466165]"
12,"[0.4164588528678304, 0.2675, 0.275, 0.4475, 0.5375, 0.3925, 0.38, 0.41, 0.4125, 0.435, 0.1825, 0.53, 0.4075, 0.4325, 0.355, 0.32, 0.43, 0.4375, 0.4175, 0.415, 0.435, 0.395, 0.4425, 0.45, 0.39598997493734334]"
13,"[0.4089775561097257, 0.335, 0.4475, 0.2275, 0.4075, 0.28, 0.3575, 0.37, 0.345, 0.405, 0.4125, 0.4825, 0.4075, 0.405, 0.3525, 0.4325, 0.2025, 0.37, 0.33, 0.4125, 0.38, 0.295, 0.255, 0.4475, 0.2932330827067669]"
14,"[0.3266832917705736, 0.3475, 0.2875, 0.3875, 0.4625, 0.385, 0.29, 0.4325, 0.34, 0.4075, 0.2325, 0.43, 0.375, 0.3575, 0.3825, 0.3075, 0.425, 0.4025, 0.38, 0.42, 0.3075, 0.3575, 0.4025, 0.4175, 0.3659147869674185]"
15,"[0.39650872817955113, 0.46, 0.3875, 0.265, 0.2925, 0.32, 0.3125, 0.3075, 0.345, 0.34, 0.38, 0.345, 0.435, 0.3675, 0.3525, 0.4, 0.2825, 0.3875, 0.32, 0.2975, 0.3625, 0.3, 0.2975, 0.3325, 0.3208020050125313]"
16,"[0.2967581047381546, 0.4475, 0.3725, 0.375, 0.3325, 0.4275, 0.3025, 0.435, 0.3175, 0.355, 0.2925, 0.3975, 0.3325, 0.405, 0.3725, 0.3475, 0.42, 0.39, 0.385, 0.4225, 0.3825, 0.3425, 0.3875, 0.305, 0.3433583959899749]"
17,"[0.3765586034912718, 0.3075, 0.355, 0.265, 0.3725, 0.35, 0.325, 0.3075, 0.345, 0.3375, 0.3725, 0.4025, 0.42, 0.3875, 0.3575, 0.3975, 0.3775, 0.41, 0.34, 0.2625, 0.3625, 0.3225, 0.35, 0.33, 0.3358395989974937]"
18,"[0.314214463840399, 0.3525, 0.415, 0.3675, 0.32, 0.455, 0.355, 0.445, 0.3125, 0.33, 0.335, 0.3475, 0.38, 0.4125, 0.3775, 0.3975, 0.4025, 0.4125, 0.3675, 0.3125, 0.3725, 0.365, 0.4, 0.3175, 0.3433583959899749]"
19,"[0.32418952618453867, 0.2075, 0.3625, 0.3, 0.3475, 0.305, 0.3575, 0.325, 0.3325, 0.35, 0.345, 0.35, 0.41, 0.425, 0.355, 0.4, 0.3725, 0.42, 0.375, 0.35, 0.3575, 0.2925, 0.375, 0.3125, 0.3333333333333333]"
20,"[0.32169576059850374, 0.35, 0.4, 0.3725, 0.32, 0.4575, 0.3675, 0.44, 0.31, 0.3625, 0.3375, 0.325, 0.4225, 0.4225, 0.38, 0.415, 0.38, 0.4175, 0.3975, 0.32, 0.385, 0.355, 0.41, 0.325, 0.3508771929824561]"
21,"[0.3192019950124688, 0.2125, 0.36, 0.295, 0.3275, 0.3275, 0.3675, 0.3525, 0.335, 0.3525, 0.3525, 0.3675, 0.4175, 0.465, 0.375, 0.4125, 0.3625, 0.425, 0.385, 0.345, 0.3975, 0.2275, 0.395, 0.3025, 0.38095238095238093]"
22,"[0.3341645885286783, 0.3475, 0.415, 0.4, 0.335, 0.3625, 0.395, 0.4275, 0.3125, 0.375, 0.3275, 0.3525, 0.4075, 0.44, 0.3825, 0.415, 0.365, 0.4375, 0.4125, 0.33, 0.3875, 0.3425, 0.41, 0.34, 0.37092731829573933]"
23,"[0.3192019950124688, 0.2175, 0.37, 0.3075, 0.275, 0.335, 0.375, 0.36, 0.3325, 0.36, 0.3525, 0.405, 0.375, 0.475, 0.3625, 0.4325, 0.3175, 0.4275, 0.38, 0.3625, 0.4, 0.2375, 0.41, 0.2975, 0.40601503759398494]"
24,"[0.3341645885286783, 0.3325, 0.4375, 0.4125, 0.3475, 0.3625, 0.3525, 0.425, 0.32, 0.4, 0.37, 0.37, 0.4075, 0.465, 0.365, 0.37, 0.3725, 0.455, 0.42, 0.3175, 0.385, 0.3325, 0.435, 0.3, 0.37844611528822053]"
25,"[0.32917705735660846, 0.24, 0.3825, 0.3175, 0.2775, 0.32, 0.375, 0.38, 0.34, 0.3625, 0.355, 0.4125, 0.4125, 0.48, 0.3675, 0.45, 0.3425, 0.4275, 0.39, 0.3925, 0.4075, 0.245, 0.4225, 0.295, 0.37844611528822053]"
26,"[0.3266832917705736, 0.3375, 0.4275, 0.4275, 0.345, 0.3325, 0.3625, 0.4225, 0.3325, 0.3875, 0.39, 0.39, 0.4325, 0.4525, 0.37, 0.36, 0.3925, 0.4, 0.44, 0.325, 0.395, 0.34, 0.4375, 0.3425, 0.38345864661654133]"
27,"[0.3491271820448878, 0.26, 0.43, 0.2975, 0.23, 0.34, 0.3975, 0.4125, 0.3525, 0.37, 0.3825, 0.45, 0.385, 0.475, 0.39, 0.495, 0.395, 0.3875, 0.3675, 0.4225, 0.4175, 0.2825, 0.435, 0.345, 0.37593984962406013]"
28,"[0.3690773067331671, 0.345, 0.395, 0.4525, 0.3825, 0.2875, 0.3825, 0.4175, 0.3325, 0.38, 0.4, 0.395, 0.4875, 0.4125, 0.36, 0.3675, 0.395, 0.3525, 0.455, 0.305, 0.405, 0.3375, 0.455, 0.3175, 0.37844611528822053]"
29,"[0.3765586034912718, 0.2725, 0.455, 0.3675, 0.2425, 0.35, 0.3975, 0.45, 0.3725, 0.3975, 0.385, 0.4575, 0.4325, 0.435, 0.4025, 0.48, 0.38, 0.395, 0.3925, 0.4425, 0.3975, 0.3225, 0.455, 0.395, 0.3558897243107769]"
30,"[0.3790523690773067, 0.345, 0.425, 0.495, 0.415, 0.2425, 0.3575, 0.4775, 0.355, 0.395, 0.345, 0.39, 0.52, 0.39, 0.375, 0.385, 0.38, 0.305, 0.475, 0.3475, 0.435, 0.355, 0.4675, 0.3125, 0.38095238095238093]"
31,"[0.40399002493765584, 0.28, 0.465, 0.44, 0.27, 0.38, 0.3875, 0.4075, 0.4125, 0.3925, 0.3725, 0.4575, 0.4675, 0.445, 0.385, 0.455, 0.37, 0.415, 0.4, 0.46, 0.365, 0.34, 0.45, 0.46, 0.37092731829573933]"
32,"[0.42643391521197005, 0.3675, 0.4525, 0.4, 0.4425, 0.27, 0.375, 0.4575, 0.365, 0.41, 0.3275, 0.395, 0.545, 0.4275, 0.41, 0.4275, 0.39, 0.2325, 0.465, 0.415, 0.43, 0.3625, 0.475, 0.39, 0.38095238095238093]"
33,"[0.41895261845386533, 0.3, 0.4475, 0.4025, 0.3075, 0.3725, 0.38, 0.3625, 0.415, 0.39, 0.3625, 0.4475, 0.515, 0.46, 0.4075, 0.46, 0.3725, 0.445, 0.395, 0.455, 0.385, 0.3375, 0.445, 0.5, 0.37343358395989973]"
34,"[0.42144638403990026, 0.37, 0.4625, 0.3775, 0.45, 0.4, 0.4425, 0.385, 0.37, 0.42, 0.3375, 0.41, 0.5375, 0.455, 0.4225, 0.41, 0.3575, 0.2725, 0.4375, 0.44, 0.4375, 0.39, 0.4725, 0.4475, 0.39097744360902253]"
35,"[0.41895261845386533, 0.3375, 0.4325, 0.385, 0.3325, 0.38, 0.3725, 0.4, 0.4175, 0.3825, 0.365, 0.44, 0.5075, 0.47, 0.4225, 0.4575, 0.4, 0.455, 0.42, 0.465, 0.3675, 0.365, 0.4475, 0.475, 0.41604010025062654]"
36,"[0.40648379052369077, 0.405, 0.47, 0.3975, 0.4625, 0.4325, 0.4725, 0.3775, 0.3825, 0.4225, 0.3525, 0.4175, 0.5175, 0.455, 0.4275, 0.4125, 0.3725, 0.32, 0.435, 0.4425, 0.4475, 0.4075, 0.45, 0.4975, 0.40100250626566414]"
37,"[0.4239401496259352, 0.35, 0.4325, 0.4125, 0.3675, 0.3975, 0.39, 0.435, 0.4475, 0.405, 0.375, 0.445, 0.505, 0.485, 0.44, 0.4775, 0.43, 0.4575, 0.4725, 0.475, 0.3625, 0.42, 0.4375, 0.4575, 0.44360902255639095]"
38,"[0.38902743142144636, 0.405, 0.47, 0.4875, 0.4475, 0.4675, 0.4975, 0.3675, 0.3875, 0.49, 0.375, 0.415, 0.51, 0.455, 0.4275, 0.4125, 0.3825, 0.3275, 0.4425, 0.46, 0.45, 0.4075, 0.4725, 0.52, 0.46365914786967416]"
39,"[0.42144638403990026, 0.375, 0.4475, 0.45, 0.385, 0.395, 0.4025, 0.465, 0.4775, 0.4775, 0.4025, 0.47, 0.525, 0.4925, 0.485, 0.4875, 0.4575, 0.4475, 0.4875, 0.4775, 0.41, 0.4425, 0.435, 0.4475, 0.40350877192982454]"
40,"[0.3765586034912718, 0.4125, 0.4725, 0.47, 0.425, 0.485, 0.5475, 0.33, 0.3975, 0.505, 0.3925, 0.425, 0.515, 0.4425, 0.4275, 0.4575, 0.3925, 0.35, 0.44, 0.4875, 0.445, 0.4375, 0.4725, 0.5125, 0.5012531328320802]"
41,"[0.428927680798005, 0.3975, 0.4675, 0.49, 0.3825, 0.3875, 0.4175, 0.4925, 0.48, 0.5, 0.4225, 0.4925, 0.5075, 0.4775, 0.4825, 0.46, 0.45, 0.445, 0.4625, 0.49, 0.455, 0.4625, 0.42, 0.4425, 0.39849624060150374]"
42,"[0.34663341645885287, 0.415, 0.4775, 0.4825, 0.43, 0.455, 0.4875, 0.31, 0.38, 0.495, 0.3775, 0.4575, 0.5225, 0.4525, 0.405, 0.4675, 0.4325, 0.4025, 0.4575, 0.41, 0.45, 0.43, 0.445, 0.53, 0.48621553884711777]"
43,"[0.4314214463840399, 0.425, 0.4675, 0.48, 0.36, 0.375, 0.4125, 0.53, 0.51, 0.505, 0.4275, 0.505, 0.49, 0.5125, 0.4525, 0.45, 0.425, 0.4475, 0.4325, 0.495, 0.4625, 0.455, 0.43, 0.445, 0.42105263157894735]"
44,"[0.341645885286783, 0.415, 0.555, 0.52, 0.44, 0.4575, 0.475, 0.355, 0.3625, 0.4925, 0.3825, 0.4825, 0.5375, 0.435, 0.4175, 0.495, 0.4625, 0.4425, 0.455, 0.4225, 0.44, 0.4225, 0.475, 0.545, 0.45614035087719296]"
45,"[0.4339152119700748, 0.4525, 0.4725, 0.455, 0.37, 0.3775, 0.405, 0.5175, 0.52, 0.4575, 0.4275, 0.495, 0.4775, 0.4675, 0.4175, 0.435, 0.41, 0.42, 0.4625, 0.5225, 0.495, 0.5, 0.44, 0.45, 0.44611528822055135]"
46,"[0.3566084788029925, 0.415, 0.47, 0.545, 0.45, 0.4475, 0.4975, 0.41, 0.3675, 0.49, 0.405, 0.4425, 0.54, 0.4825, 0.4275, 0.53, 0.4625, 0.45, 0.435, 0.4375, 0.46, 0.425, 0.47, 0.545, 0.40350877192982454]"
47,"[0.42144638403990026, 0.455, 0.47, 0.4125, 0.41, 0.3875, 0.3925, 0.515, 0.545, 0.405, 0.415, 0.4625, 0.505, 0.48, 0.4125, 0.425, 0.4225, 0.405, 0.465, 0.565, 0.52, 0.505, 0.465, 0.4475, 0.5162907268170426]"
48,"[0.3516209476309227, 0.41, 0.4325, 0.545, 0.45, 0.4975, 0.5225, 0.4125, 0.38, 0.495, 0.455, 0.43, 0.4775, 0.49, 0.4875, 0.525, 0.4475, 0.4475, 0.4375, 0.46, 0.47, 0.4375, 0.4275, 0.525, 0.3558897243107769]"
49,"[0.428927680798005, 0.415, 0.505, 0.375, 0.3875, 0.3775, 0.3625, 0.5375, 0.5475, 0.38, 0.4325, 0.435, 0.475, 0.49, 0.405, 0.42, 0.45, 0.4025, 0.4425, 0.5325, 0.53, 0.4775, 0.495, 0.4425, 0.5538847117794486]"
50,"[0.36658354114713215, 0.4125, 0.41, 0.5175, 0.465, 0.46, 0.5275, 0.38, 0.3775, 0.5325, 0.4825, 0.46, 0.48, 0.4775, 0.505, 0.5225, 0.4475, 0.4925, 0.45, 0.5125, 0.465, 0.45, 0.4225, 0.45, 0.3458646616541353]"
51,"[0.428927680798005, 0.395, 0.53, 0.36, 0.37, 0.4025, 0.3675, 0.54, 0.535, 0.3775, 0.435, 0.44, 0.4, 0.5025, 0.395, 0.4275, 0.4775, 0.41, 0.45, 0.515, 0.52, 0.435, 0.5175, 0.495, 0.5363408521303258]"
52,"[0.38403990024937656, 0.4025, 0.4225, 0.515, 0.4525, 0.435, 0.48, 0.385, 0.3775, 0.5375, 0.49, 0.51, 0.49, 0.4425, 0.4775, 0.5125, 0.4475, 0.51, 0.455, 0.4675, 0.5025, 0.47, 0.4075, 0.395, 0.3433583959899749]"
53,"[0.4314214463840399, 0.39, 0.535, 0.385, 0.3675, 0.4775, 0.365, 0.515, 0.5, 0.38, 0.45, 0.4425, 0.4225, 0.5425, 0.405, 0.45, 0.4825, 0.4275, 0.435, 0.5075, 0.4775, 0.4075, 0.5825, 0.5075, 0.48621553884711777]"
54,"[0.4089775561097257, 0.415, 0.4775, 0.4575, 0.425, 0.41, 0.48, 0.385, 0.395, 0.5375, 0.4525, 0.495, 0.4825, 0.435, 0.4525, 0.485, 0.4725, 0.545, 0.4925, 0.475, 0.495, 0.4925, 0.385, 0.3875, 0.3634085213032581]"
55,"[0.43640897755610975, 0.38, 0.5075, 0.39, 0.3675, 0.4625, 0.4075, 0.4925, 0.465, 0.4, 0.4375, 0.445, 0.435, 0.5575, 0.41, 0.47, 0.48, 0.475, 0.425, 0.52, 0.445, 0.39, 0.5325, 0.5, 0.47117794486215536]"
56,"[0.4139650872817955, 0.435, 0.4225, 0.435, 0.4325, 0.375, 0.4925, 0.405, 0.4025, 0.5175, 0.44, 0.475, 0.5175, 0.43, 0.445, 0.46, 0.4925, 0.54, 0.5175, 0.44, 0.495, 0.535, 0.3875, 0.4, 0.37343358395989973]"
57,"[0.44139650872817954, 0.38, 0.495, 0.3975, 0.3775, 0.545, 0.43, 0.5025, 0.4625, 0.4, 0.4275, 0.4325, 0.4575, 0.5275, 0.4375, 0.5025, 0.485, 0.4975, 0.415, 0.4675, 0.4475, 0.46, 0.525, 0.485, 0.5137844611528822]"
