in_deg_centrality,[5. 2.]
19,"[tensor(2.2966), tensor(2.2949), tensor(2.2889), tensor(2.2897), tensor(2.2978), tensor(2.2902), tensor(2.2942), tensor(2.2852), tensor(2.2928), tensor(2.2860)]"
20,"[tensor(2.2941), tensor(2.2884), tensor(2.2877), tensor(2.2798), tensor(2.2930), tensor(2.2909), tensor(2.2897), tensor(2.2953), tensor(2.2855), tensor(2.2951)]"
21,"[tensor(2.2944), tensor(2.2937), tensor(2.2865), tensor(2.2885), tensor(2.2969), tensor(2.2870), tensor(2.2921), tensor(2.2823), tensor(2.2904), tensor(2.2835)]"
22,"[tensor(2.2921), tensor(2.2847), tensor(2.2840), tensor(2.2750), tensor(2.2901), tensor(2.2884), tensor(2.2872), tensor(2.2935), tensor(2.2826), tensor(2.2940)]"
23,"[tensor(2.2922), tensor(2.2910), tensor(2.2839), tensor(2.2901), tensor(2.2957), tensor(2.2835), tensor(2.2894), tensor(2.2784), tensor(2.2873), tensor(2.2798)]"
24,"[tensor(2.2901), tensor(2.2817), tensor(2.2803), tensor(2.2727), tensor(2.2863), tensor(2.2873), tensor(2.2837), tensor(2.2920), tensor(2.2787), tensor(2.2924)]"
25,"[tensor(2.2895), tensor(2.2891), tensor(2.2836), tensor(2.2903), tensor(2.2939), tensor(2.2802), tensor(2.2854), tensor(2.2740), tensor(2.2862), tensor(2.2756)]"
26,"[tensor(2.2883), tensor(2.2790), tensor(2.2793), tensor(2.2687), tensor(2.2822), tensor(2.2880), tensor(2.2818), tensor(2.2905), tensor(2.2761), tensor(2.2904)]"
27,"[tensor(2.2869), tensor(2.2878), tensor(2.2842), tensor(2.2897), tensor(2.2912), tensor(2.2785), tensor(2.2846), tensor(2.2735), tensor(2.2864), tensor(2.2717)]"
28,"[tensor(2.2876), tensor(2.2804), tensor(2.2785), tensor(2.2677), tensor(2.2813), tensor(2.2873), tensor(2.2832), tensor(2.2888), tensor(2.2754), tensor(2.2886)]"
29,"[tensor(2.2849), tensor(2.2815), tensor(2.2834), tensor(2.2880), tensor(2.2875), tensor(2.2768), tensor(2.2822), tensor(2.2725), tensor(2.2838), tensor(2.2716)]"
30,"[tensor(2.2860), tensor(2.2808), tensor(2.2743), tensor(2.2666), tensor(2.2827), tensor(2.2855), tensor(2.2820), tensor(2.2864), tensor(2.2725), tensor(2.2813)]"
31,"[tensor(2.2811), tensor(2.2760), tensor(2.2791), tensor(2.2844), tensor(2.2836), tensor(2.2728), tensor(2.2791), tensor(2.2684), tensor(2.2809), tensor(2.2756)]"
32,"[tensor(2.2802), tensor(2.2762), tensor(2.2721), tensor(2.2635), tensor(2.2764), tensor(2.2798), tensor(2.2751), tensor(2.2809), tensor(2.2691), tensor(2.2765)]"
33,"[tensor(2.2753), tensor(2.2704), tensor(2.2730), tensor(2.2769), tensor(2.2795), tensor(2.2666), tensor(2.2720), tensor(2.2623), tensor(2.2690), tensor(2.2669)]"
34,"[tensor(2.2726), tensor(2.2665), tensor(2.2631), tensor(2.2544), tensor(2.2694), tensor(2.2709), tensor(2.2661), tensor(2.2745), tensor(2.2589), tensor(2.2647)]"
35,"[tensor(2.2672), tensor(2.2609), tensor(2.2652), tensor(2.2653), tensor(2.2732), tensor(2.2600), tensor(2.2622), tensor(2.2526), tensor(2.2570), tensor(2.2535)]"
36,"[tensor(2.2658), tensor(2.2597), tensor(2.2526), tensor(2.2413), tensor(2.2605), tensor(2.2568), tensor(2.2584), tensor(2.2666), tensor(2.2535), tensor(2.2537)]"
37,"[tensor(2.2601), tensor(2.2521), tensor(2.2539), tensor(2.2543), tensor(2.2675), tensor(2.2584), tensor(2.2519), tensor(2.2451), tensor(2.2463), tensor(2.2501)]"
38,"[tensor(2.2617), tensor(2.2568), tensor(2.2494), tensor(2.2359), tensor(2.2521), tensor(2.2419), tensor(2.2531), tensor(2.2563), tensor(2.2510), tensor(2.2492)]"
39,"[tensor(2.2569), tensor(2.2462), tensor(2.2429), tensor(2.2508), tensor(2.2646), tensor(2.2574), tensor(2.2455), tensor(2.2416), tensor(2.2397), tensor(2.2515)]"
40,"[tensor(2.2600), tensor(2.2552), tensor(2.2534), tensor(2.2377), tensor(2.2478), tensor(2.2331), tensor(2.2521), tensor(2.2458), tensor(2.2515), tensor(2.2506)]"
41,"[tensor(2.2569), tensor(2.2445), tensor(2.2366), tensor(2.2443), tensor(2.2638), tensor(2.2581), tensor(2.2412), tensor(2.2434), tensor(2.2330), tensor(2.2552)]"
42,"[tensor(2.2609), tensor(2.2554), tensor(2.2543), tensor(2.2414), tensor(2.2463), tensor(2.2290), tensor(2.2530), tensor(2.2328), tensor(2.2515), tensor(2.2492)]"
43,"[tensor(2.2583), tensor(2.2456), tensor(2.2365), tensor(2.2414), tensor(2.2626), tensor(2.2578), tensor(2.2405), tensor(2.2479), tensor(2.2319), tensor(2.2533)]"
44,"[tensor(2.2624), tensor(2.2561), tensor(2.2552), tensor(2.2448), tensor(2.2463), tensor(2.2260), tensor(2.2554), tensor(2.2251), tensor(2.2532), tensor(2.2486)]"
45,"[tensor(2.2590), tensor(2.2458), tensor(2.2383), tensor(2.2306), tensor(2.2622), tensor(2.2590), tensor(2.2399), tensor(2.2536), tensor(2.2303), tensor(2.2546)]"
46,"[tensor(2.2626), tensor(2.2569), tensor(2.2567), tensor(2.2497), tensor(2.2473), tensor(2.2255), tensor(2.2567), tensor(2.2231), tensor(2.2546), tensor(2.2488)]"
47,"[tensor(2.2571), tensor(2.2444), tensor(2.2398), tensor(2.2312), tensor(2.2636), tensor(2.2597), tensor(2.2386), tensor(2.2594), tensor(2.2380), tensor(2.2576)]"
48,"[tensor(2.2649), tensor(2.2608), tensor(2.2604), tensor(2.2566), tensor(2.2517), tensor(2.2267), tensor(2.2600), tensor(2.2270), tensor(2.2581), tensor(2.2502)]"
49,"[tensor(2.2572), tensor(2.2468), tensor(2.2427), tensor(2.2348), tensor(2.2677), tensor(2.2627), tensor(2.2458), tensor(2.2658), tensor(2.2460), tensor(2.2632)]"
50,"[tensor(2.2691), tensor(2.2661), tensor(2.2658), tensor(2.2647), tensor(2.2572), tensor(2.2336), tensor(2.2670), tensor(2.2353), tensor(2.2647), tensor(2.2551)]"
51,"[tensor(2.2598), tensor(2.2540), tensor(2.2532), tensor(2.2457), tensor(2.2722), tensor(2.2688), tensor(2.2545), tensor(2.2725), tensor(2.2540), tensor(2.2703)]"
52,"[tensor(2.2744), tensor(2.2738), tensor(2.2733), tensor(2.2727), tensor(2.2639), tensor(2.2423), tensor(2.2752), tensor(2.2485), tensor(2.2725), tensor(2.2642)]"
53,"[tensor(2.2651), tensor(2.2656), tensor(2.2612), tensor(2.2547), tensor(2.2764), tensor(2.2742), tensor(2.2665), tensor(2.2798), tensor(2.2620), tensor(2.2770)]"
54,"[tensor(2.2778), tensor(2.2793), tensor(2.2753), tensor(2.2784), tensor(2.2658), tensor(2.2542), tensor(2.2819), tensor(2.2584), tensor(2.2784), tensor(2.2752)]"
55,"[tensor(2.2682), tensor(2.2711), tensor(2.2675), tensor(2.2643), tensor(2.2771), tensor(2.2759), tensor(2.2714), tensor(2.2833), tensor(2.2655), tensor(2.2801)]"
56,"[tensor(2.2788), tensor(2.2796), tensor(2.2748), tensor(2.2793), tensor(2.2676), tensor(2.2599), tensor(2.2821), tensor(2.2617), tensor(2.2788), tensor(2.2753)]"
57,"[tensor(2.2648), tensor(2.2654), tensor(2.2702), tensor(2.2697), tensor(2.2739), tensor(2.2642), tensor(2.2654), tensor(2.2785), tensor(2.2691), tensor(2.2770)]"
58,"[tensor(2.2644), tensor(2.2608), tensor(2.2632), tensor(2.2574), tensor(2.2644), tensor(2.2700), tensor(2.2630), tensor(2.2634), tensor(2.2618), tensor(2.2653)]"
59,"[tensor(2.2584), tensor(2.2576), tensor(2.2629), tensor(2.2630), tensor(2.2657), tensor(2.2575), tensor(2.2571), tensor(2.2545), tensor(2.2564), tensor(2.2542)]"
60,"[tensor(2.2617), tensor(2.2472), tensor(2.2533), tensor(2.2469), tensor(2.2556), tensor(2.2580), tensor(2.2577), tensor(2.2637), tensor(2.2558), tensor(2.2516)]"
61,"[tensor(2.2535), tensor(2.2474), tensor(2.2496), tensor(2.2617), tensor(2.2672), tensor(2.2605), tensor(2.2577), tensor(2.2582), tensor(2.2527), tensor(2.2490)]"
62,"[tensor(2.2656), tensor(2.2444), tensor(2.2428), tensor(2.2441), tensor(2.2524), tensor(2.2553), tensor(2.2583), tensor(2.2652), tensor(2.2491), tensor(2.2545)]"
63,"[tensor(2.2497), tensor(2.2484), tensor(2.2540), tensor(2.2566), tensor(2.2665), tensor(2.2624), tensor(2.2541), tensor(2.2618), tensor(2.2522), tensor(2.2501)]"
64,"[tensor(2.2631), tensor(2.2462), tensor(2.2417), tensor(2.2426), tensor(2.2504), tensor(2.2552), tensor(2.2558), tensor(2.2698), tensor(2.2468), tensor(2.2528)]"
65,"[tensor(2.2469), tensor(2.2480), tensor(2.2529), tensor(2.2575), tensor(2.2658), tensor(2.2634), tensor(2.2520), tensor(2.2643), tensor(2.2527), tensor(2.2483)]"
66,"[tensor(2.2667), tensor(2.2508), tensor(2.2400), tensor(2.2422), tensor(2.2478), tensor(2.2500), tensor(2.2592), tensor(2.2702), tensor(2.2465), tensor(2.2511)]"
67,"[tensor(2.2453), tensor(2.2443), tensor(2.2515), tensor(2.2548), tensor(2.2643), tensor(2.2590), tensor(2.2483), tensor(2.2684), tensor(2.2488), tensor(2.2474)]"
68,"[tensor(2.2672), tensor(2.2522), tensor(2.2397), tensor(2.2443), tensor(2.2477), tensor(2.2464), tensor(2.2607), tensor(2.2620), tensor(2.2472), tensor(2.2635)]"
69,"[tensor(2.2458), tensor(2.2407), tensor(2.2512), tensor(2.2513), tensor(2.2711), tensor(2.2553), tensor(2.2477), tensor(2.2727), tensor(2.2468), tensor(2.2497)]"
70,"[tensor(2.2547), tensor(2.2472), tensor(2.2465), tensor(2.2474), tensor(2.2467), tensor(2.2466), tensor(2.2509), tensor(2.2618), tensor(2.2511), tensor(2.2780)]"
71,"[tensor(2.2470), tensor(2.2445), tensor(2.2532), tensor(2.2555), tensor(2.2634), tensor(2.2387), tensor(2.2496), tensor(2.2608), tensor(2.2526), tensor(2.2509)]"
72,"[tensor(2.2462), tensor(2.2525), tensor(2.2423), tensor(2.2364), tensor(2.2462), tensor(2.2477), tensor(2.2446), tensor(2.2586), tensor(2.2430), tensor(2.2751)]"
73,"[tensor(2.2471), tensor(2.2477), tensor(2.2547), tensor(2.2583), tensor(2.2569), tensor(2.2473), tensor(2.2538), tensor(2.2457), tensor(2.2567), tensor(2.2525)]"
74,"[tensor(2.2483), tensor(2.2550), tensor(2.2395), tensor(2.2377), tensor(2.2477), tensor(2.2531), tensor(2.2462), tensor(2.2662), tensor(2.2430), tensor(2.2525)]"
75,"[tensor(2.2497), tensor(2.2390), tensor(2.2557), tensor(2.2628), tensor(2.2517), tensor(2.2457), tensor(2.2589), tensor(2.2463), tensor(2.2605), tensor(2.2549)]"
76,"[tensor(2.2454), tensor(2.2564), tensor(2.2377), tensor(2.2365), tensor(2.2480), tensor(2.2566), tensor(2.2413), tensor(2.2731), tensor(2.2388), tensor(2.2444)]"
77,"[tensor(2.2501), tensor(2.2343), tensor(2.2447), tensor(2.2638), tensor(2.2486), tensor(2.2412), tensor(2.2622), tensor(2.2434), tensor(2.2601), tensor(2.2552)]"
78,"[tensor(2.2433), tensor(2.2504), tensor(2.2341), tensor(2.2349), tensor(2.2429), tensor(2.2274), tensor(2.2391), tensor(2.2706), tensor(2.2358), tensor(2.2390)]"
79,"[tensor(2.2427), tensor(2.2394), tensor(2.2376), tensor(2.2484), tensor(2.2472), tensor(2.2406), tensor(2.2541), tensor(2.2424), tensor(2.2456), tensor(2.2469)]"
80,"[tensor(2.2682), tensor(2.2353), tensor(2.2280), tensor(2.2313), tensor(2.2354), tensor(2.2173), tensor(2.2575), tensor(2.2551), tensor(2.2381), tensor(2.2441)]"
81,"[tensor(2.2333), tensor(2.2471), tensor(2.2585), tensor(2.2355), tensor(2.2582), tensor(2.2504), tensor(2.2382), tensor(2.2550), tensor(2.2330), tensor(2.2391)]"
82,"[tensor(2.2972), tensor(2.2307), tensor(2.2320), tensor(2.2342), tensor(2.2366), tensor(2.2216), tensor(2.2837), tensor(2.2373), tensor(2.2448), tensor(2.2711)]"
83,"[tensor(2.2326), tensor(2.2545), tensor(2.2353), tensor(2.2292), tensor(2.2708), tensor(2.2367), tensor(2.2343), tensor(2.2704), tensor(2.2252), tensor(2.2385)]"
84,"[tensor(2.2801), tensor(2.2249), tensor(2.2288), tensor(2.2272), tensor(2.2303), tensor(2.2239), tensor(2.2700), tensor(2.2344), tensor(2.2435), tensor(2.2929)]"
85,"[tensor(2.2301), tensor(2.2500), tensor(2.2302), tensor(2.2293), tensor(2.2701), tensor(2.2160), tensor(2.2312), tensor(2.2680), tensor(2.2245), tensor(2.2304)]"
86,"[tensor(2.2406), tensor(2.2242), tensor(2.2260), tensor(2.2154), tensor(2.2277), tensor(2.2228), tensor(2.2366), tensor(2.2366), tensor(2.2277), tensor(2.2829)]"
87,"[tensor(2.2273), tensor(2.2451), tensor(2.2302), tensor(2.2291), tensor(2.2558), tensor(2.2036), tensor(2.2293), tensor(2.2435), tensor(2.2265), tensor(2.2305)]"
88,"[tensor(2.2284), tensor(2.2253), tensor(2.2212), tensor(2.2159), tensor(2.2248), tensor(2.2173), tensor(2.2262), tensor(2.2369), tensor(2.2198), tensor(2.2656)]"
89,"[tensor(2.2208), tensor(2.2368), tensor(2.2280), tensor(2.2216), tensor(2.2445), tensor(2.2072), tensor(2.2251), tensor(2.2301), tensor(2.2264), tensor(2.2316)]"
90,"[tensor(2.2205), tensor(2.2273), tensor(2.2162), tensor(2.2446), tensor(2.2205), tensor(2.2101), tensor(2.2206), tensor(2.2335), tensor(2.2136), tensor(2.2570)]"
91,"[tensor(2.2171), tensor(2.2261), tensor(2.2165), tensor(2.2262), tensor(2.2371), tensor(2.1999), tensor(2.2218), tensor(2.2217), tensor(2.2269), tensor(2.2317)]"
92,"[tensor(2.2138), tensor(2.2234), tensor(2.2107), tensor(2.2436), tensor(2.2147), tensor(2.2053), tensor(2.2162), tensor(2.2271), tensor(2.2093), tensor(2.2461)]"
93,"[tensor(2.2150), tensor(2.2215), tensor(2.2024), tensor(2.2237), tensor(2.2328), tensor(2.1835), tensor(2.2214), tensor(2.2222), tensor(2.2198), tensor(2.2244)]"
94,"[tensor(2.2244), tensor(2.2105), tensor(2.2046), tensor(2.2332), tensor(2.2083), tensor(2.1963), tensor(2.2216), tensor(2.2220), tensor(2.2138), tensor(2.2430)]"
95,"[tensor(2.2131), tensor(2.2172), tensor(2.2062), tensor(2.2253), tensor(2.2339), tensor(2.1813), tensor(2.2154), tensor(2.2289), tensor(2.2112), tensor(2.2147)]"
96,"[tensor(2.2725), tensor(2.1990), tensor(2.2060), tensor(2.2218), tensor(2.2075), tensor(2.1883), tensor(2.2583), tensor(2.2156), tensor(2.2249), tensor(2.2436)]"
97,"[tensor(2.2088), tensor(2.2130), tensor(2.2128), tensor(2.2314), tensor(2.2438), tensor(2.1839), tensor(2.2103), tensor(2.2454), tensor(2.2011), tensor(2.2108)]"
98,"[tensor(2.2899), tensor(2.1955), tensor(2.2107), tensor(2.2115), tensor(2.2081), tensor(2.1923), tensor(2.2740), tensor(2.2106), tensor(2.2273), tensor(2.2534)]"
99,"[tensor(2.2057), tensor(2.1946), tensor(2.2149), tensor(2.2364), tensor(2.2241), tensor(2.1855), tensor(2.2077), tensor(2.2368), tensor(2.1972), tensor(2.2105)]"
