in_deg_centrality,[19. 23. 28.]
83,"[0.625748502994012, 0.7275449101796407, 0.7215568862275449, 0.6227544910179641, 0.6047904191616766, 0.6077844311377245, 0.6976047904191617, 0.5688622754491018, 0.6437125748502994, 0.6796407185628742, 0.7297297297297297, 0.6366366366366366, 0.5975975975975976, 0.5255255255255256, 0.6936936936936937, 0.5675675675675675, 0.5705705705705706, 0.6276276276276276, 0.6366366366366366, 0.5885885885885885, 0.5165165165165165, 0.6486486486486487, 0.6006006006006006, 0.6786786786786787, 0.6726726726726727, 0.6186186186186187, 0.7417417417417418, 0.5105105105105106, 0.5615615615615616, 0.5405405405405406]"
84,"[0.6976047904191617, 0.6946107784431138, 0.6826347305389222, 0.5778443113772455, 0.7275449101796407, 0.7365269461077845, 0.5059880239520959, 0.7095808383233533, 0.7005988023952096, 0.6946107784431138, 0.7147147147147147, 0.6966966966966966, 0.6036036036036037, 0.6096096096096096, 0.6246246246246246, 0.5795795795795796, 0.5645645645645646, 0.6276276276276276, 0.6966966966966966, 0.6996996996996997, 0.6546546546546547, 0.6756756756756757, 0.7507507507507507, 0.7237237237237237, 0.6516516516516516, 0.7057057057057057, 0.7747747747747747, 0.5765765765765766, 0.6726726726726727, 0.6846846846846847]"
85,"[0.6407185628742516, 0.7485029940119761, 0.7395209580838323, 0.6137724550898204, 0.5988023952095808, 0.6197604790419161, 0.6736526946107785, 0.5808383233532934, 0.6467065868263473, 0.6736526946107785, 0.7177177177177178, 0.6276276276276276, 0.6126126126126126, 0.5225225225225225, 0.7087087087087087, 0.5495495495495496, 0.6096096096096096, 0.6426426426426426, 0.6546546546546547, 0.5915915915915916, 0.5405405405405406, 0.6666666666666666, 0.6366366366366366, 0.7297297297297297, 0.6786786786786787, 0.6546546546546547, 0.7417417417417418, 0.5285285285285285, 0.5825825825825826, 0.5555555555555556]"
86,"[0.6796407185628742, 0.6676646706586826, 0.6526946107784432, 0.5598802395209581, 0.7155688622754491, 0.7245508982035929, 0.47604790419161674, 0.6976047904191617, 0.6826347305389222, 0.6437125748502994, 0.6876876876876877, 0.6636636636636637, 0.5705705705705706, 0.6276276276276276, 0.5735735735735735, 0.6096096096096096, 0.5645645645645646, 0.6486486486486487, 0.7027027027027027, 0.6666666666666666, 0.6606606606606606, 0.6456456456456456, 0.7477477477477478, 0.7087087087087087, 0.6246246246246246, 0.6756756756756757, 0.7507507507507507, 0.5615615615615616, 0.6636636636636637, 0.6726726726726727]"
87,"[0.6377245508982036, 0.7485029940119761, 0.7335329341317365, 0.6227544910179641, 0.6047904191616766, 0.6167664670658682, 0.6706586826347305, 0.5568862275449101, 0.6377245508982036, 0.6497005988023952, 0.7357357357357357, 0.6276276276276276, 0.6216216216216216, 0.5285285285285285, 0.7057057057057057, 0.5555555555555556, 0.5975975975975976, 0.6306306306306306, 0.6666666666666666, 0.6126126126126126, 0.5285285285285285, 0.6426426426426426, 0.6246246246246246, 0.6966966966966966, 0.6576576576576577, 0.6516516516516516, 0.7327327327327328, 0.5285285285285285, 0.5795795795795796, 0.5525525525525525]"
88,"[0.7035928143712575, 0.7035928143712575, 0.6976047904191617, 0.5988023952095808, 0.7125748502994012, 0.7544910179640718, 0.49101796407185627, 0.7065868263473054, 0.6856287425149701, 0.655688622754491, 0.7087087087087087, 0.6996996996996997, 0.5915915915915916, 0.6096096096096096, 0.5855855855855856, 0.6036036036036037, 0.5615615615615616, 0.6336336336336337, 0.6906906906906907, 0.7117117117117117, 0.6636636636636637, 0.6546546546546547, 0.7447447447447447, 0.7117117117117117, 0.6306306306306306, 0.6666666666666666, 0.7597597597597597, 0.5705705705705706, 0.6816816816816816, 0.7027027027027027]"
89,"[0.6467065868263473, 0.7215568862275449, 0.7365269461077845, 0.6227544910179641, 0.592814371257485, 0.6017964071856288, 0.6706586826347305, 0.5479041916167665, 0.6467065868263473, 0.6706586826347305, 0.7387387387387387, 0.6276276276276276, 0.6096096096096096, 0.5225225225225225, 0.7237237237237237, 0.5555555555555556, 0.5945945945945946, 0.6186186186186187, 0.6456456456456456, 0.5855855855855856, 0.5255255255255256, 0.6816816816816816, 0.6216216216216216, 0.7027027027027027, 0.6846846846846847, 0.6276276276276276, 0.7327327327327328, 0.5135135135135135, 0.5615615615615616, 0.5525525525525525]"
90,"[0.7215568862275449, 0.6916167664670658, 0.7035928143712575, 0.6017964071856288, 0.7125748502994012, 0.7365269461077845, 0.5089820359281437, 0.6976047904191617, 0.7095808383233533, 0.688622754491018, 0.7297297297297297, 0.6906906906906907, 0.6036036036036037, 0.5735735735735735, 0.6246246246246246, 0.5585585585585585, 0.5585585585585585, 0.6726726726726727, 0.6906906906906907, 0.7597597597597597, 0.6276276276276276, 0.6816816816816816, 0.7777777777777778, 0.7477477477477478, 0.6846846846846847, 0.7147147147147147, 0.7537537537537538, 0.5855855855855856, 0.7057057057057057, 0.7147147147147147]"
91,"[0.6347305389221557, 0.7514970059880239, 0.7335329341317365, 0.6077844311377245, 0.5718562874251497, 0.6047904191616766, 0.6916167664670658, 0.5598802395209581, 0.6377245508982036, 0.6706586826347305, 0.7447447447447447, 0.6096096096096096, 0.6006006006006006, 0.5345345345345346, 0.6906906906906907, 0.5645645645645646, 0.6066066066066066, 0.6156156156156156, 0.6486486486486487, 0.5795795795795796, 0.5375375375375375, 0.6726726726726727, 0.6276276276276276, 0.6966966966966966, 0.6726726726726727, 0.6336336336336337, 0.7177177177177178, 0.5225225225225225, 0.5765765765765766, 0.5555555555555556]"
92,"[0.7485029940119761, 0.6706586826347305, 0.6976047904191617, 0.5988023952095808, 0.7604790419161677, 0.7305389221556886, 0.5149700598802395, 0.7275449101796407, 0.7065868263473054, 0.6856287425149701, 0.7087087087087087, 0.6906906906906907, 0.6156156156156156, 0.6006006006006006, 0.6186186186186187, 0.6126126126126126, 0.5075075075075075, 0.6606606606606606, 0.6666666666666666, 0.7447447447447447, 0.6696696696696697, 0.6576576576576577, 0.7777777777777778, 0.7207207207207207, 0.6606606606606606, 0.6906906906906907, 0.7537537537537538, 0.5795795795795796, 0.7057057057057057, 0.7237237237237237]"
93,"[0.6467065868263473, 0.7485029940119761, 0.7335329341317365, 0.6167664670658682, 0.5898203592814372, 0.5898203592814372, 0.7035928143712575, 0.5299401197604791, 0.6227544910179641, 0.6526946107784432, 0.7357357357357357, 0.6306306306306306, 0.6216216216216216, 0.5285285285285285, 0.6966966966966966, 0.5705705705705706, 0.6186186186186187, 0.6456456456456456, 0.6396396396396397, 0.5615615615615616, 0.5255255255255256, 0.6696696696696697, 0.5735735735735735, 0.6756756756756757, 0.6606606606606606, 0.6426426426426426, 0.7177177177177178, 0.5285285285285285, 0.5465465465465466, 0.5495495495495496]"
94,"[0.7215568862275449, 0.688622754491018, 0.6916167664670658, 0.5808383233532934, 0.7724550898203593, 0.7275449101796407, 0.5269461077844312, 0.7245508982035929, 0.6736526946107785, 0.6946107784431138, 0.7117117117117117, 0.6996996996996997, 0.6066066066066066, 0.6036036036036037, 0.6066066066066066, 0.5765765765765766, 0.5735735735735735, 0.6186186186186187, 0.6516516516516516, 0.7387387387387387, 0.6756756756756757, 0.6696696696696697, 0.7837837837837838, 0.7507507507507507, 0.6576576576576577, 0.6786786786786787, 0.7357357357357357, 0.5885885885885885, 0.6996996996996997, 0.6846846846846847]"
95,"[0.6407185628742516, 0.7574850299401198, 0.7425149700598802, 0.5988023952095808, 0.5688622754491018, 0.5958083832335329, 0.7245508982035929, 0.5508982035928144, 0.6407185628742516, 0.6796407185628742, 0.7567567567567568, 0.5945945945945946, 0.6156156156156156, 0.5315315315315315, 0.6576576576576577, 0.5645645645645646, 0.6066066066066066, 0.6336336336336337, 0.6606606606606606, 0.5585585585585585, 0.5405405405405406, 0.7147147147147147, 0.5645645645645646, 0.7087087087087087, 0.6606606606606606, 0.6396396396396397, 0.7417417417417418, 0.5315315315315315, 0.5795795795795796, 0.5615615615615616]"
96,"[0.7275449101796407, 0.6706586826347305, 0.6796407185628742, 0.5778443113772455, 0.7574850299401198, 0.7125748502994012, 0.5209580838323353, 0.7544910179640718, 0.6377245508982036, 0.6287425149700598, 0.7147147147147147, 0.6756756756756757, 0.5675675675675675, 0.6006006006006006, 0.5945945945945946, 0.6156156156156156, 0.5615615615615616, 0.6366366366366366, 0.6546546546546547, 0.7507507507507507, 0.7177177177177178, 0.6636636636636637, 0.7837837837837838, 0.7237237237237237, 0.6336336336336337, 0.6846846846846847, 0.6966966966966966, 0.5825825825825826, 0.6696696696696697, 0.6996996996996997]"
97,"[0.6227544910179641, 0.7095808383233533, 0.7365269461077845, 0.6017964071856288, 0.5748502994011976, 0.5778443113772455, 0.6796407185628742, 0.5359281437125748, 0.6407185628742516, 0.6676646706586826, 0.7597597597597597, 0.5855855855855856, 0.6216216216216216, 0.5315315315315315, 0.6186186186186187, 0.5615615615615616, 0.5795795795795796, 0.6336336336336337, 0.6426426426426426, 0.5615615615615616, 0.5375375375375375, 0.7027027027027027, 0.5705705705705706, 0.6906906906906907, 0.6486486486486487, 0.6246246246246246, 0.7387387387387387, 0.5375375375375375, 0.5705705705705706, 0.5525525525525525]"
98,"[0.7694610778443114, 0.7035928143712575, 0.7245508982035929, 0.6497005988023952, 0.7664670658682635, 0.7544910179640718, 0.5538922155688623, 0.7604790419161677, 0.6526946107784432, 0.6676646706586826, 0.7147147147147147, 0.6966966966966966, 0.6036036036036037, 0.6066066066066066, 0.6486486486486487, 0.5885885885885885, 0.5795795795795796, 0.6516516516516516, 0.6546546546546547, 0.7447447447447447, 0.7507507507507507, 0.6636636636636637, 0.8168168168168168, 0.7297297297297297, 0.6546546546546547, 0.6486486486486487, 0.7147147147147147, 0.5705705705705706, 0.7057057057057057, 0.7327327327327328]"
99,"[0.6437125748502994, 0.7305389221556886, 0.7724550898203593, 0.6047904191616766, 0.5988023952095808, 0.6227544910179641, 0.6766467065868264, 0.5688622754491018, 0.6616766467065869, 0.6856287425149701, 0.7867867867867868, 0.6216216216216216, 0.6246246246246246, 0.5465465465465466, 0.6456456456456456, 0.5555555555555556, 0.6246246246246246, 0.6426426426426426, 0.6606606606606606, 0.5705705705705706, 0.5345345345345346, 0.6846846846846847, 0.6156156156156156, 0.6816816816816816, 0.6576576576576577, 0.6456456456456456, 0.7417417417417418, 0.5345345345345346, 0.5945945945945946, 0.5405405405405406]"
out_deg_centrality,[16.  4. 22.]
0,"[0.09281437125748503, 0.1317365269461078, 0.09880239520958084, 0.08682634730538923, 0.08982035928143713, 0.09580838323353294, 0.0718562874251497, 0.12874251497005987, 0.08982035928143713, 0.1317365269461078, 0.06606606606606606, 0.0990990990990991, 0.07807807807807808, 0.1021021021021021, 0.10510510510510511, 0.08708708708708708, 0.0960960960960961, 0.13813813813813813, 0.12012012012012012, 0.1111111111111111, 0.11411411411411411, 0.09009009009009009, 0.08408408408408409, 0.12912912912912913, 0.08408408408408409, 0.1021021021021021, 0.09309309309309309, 0.1111111111111111, 0.1021021021021021, 0.0990990990990991]"
1,"[0.1497005988023952, 0.23353293413173654, 0.10179640718562874, 0.11976047904191617, 0.36227544910179643, 0.24850299401197604, 0.08982035928143713, 0.17964071856287425, 0.08682634730538923, 0.218562874251497, 0.2972972972972973, 0.18618618618618618, 0.12312312312312312, 0.17417417417417416, 0.1921921921921922, 0.2732732732732733, 0.13513513513513514, 0.1111111111111111, 0.2822822822822823, 0.27927927927927926, 0.2672672672672673, 0.13213213213213212, 0.25225225225225223, 0.2132132132132132, 0.13213213213213212, 0.17417417417417416, 0.12612612612612611, 0.1831831831831832, 0.15315315315315314, 0.21921921921921922]"
2,"[0.16467065868263472, 0.27245508982035926, 0.27844311377245506, 0.37425149700598803, 0.32335329341317365, 0.3473053892215569, 0.2125748502994012, 0.2694610778443114, 0.19461077844311378, 0.38922155688622756, 0.37537537537537535, 0.39039039039039036, 0.22522522522522523, 0.2972972972972973, 0.2042042042042042, 0.3033033033033033, 0.27627627627627627, 0.39039039039039036, 0.35435435435435436, 0.32432432432432434, 0.3063063063063063, 0.24924924924924924, 0.38738738738738737, 0.3303303303303303, 0.23423423423423423, 0.1981981981981982, 0.3123123123123123, 0.24324324324324326, 0.22522522522522523, 0.2702702702702703]"
3,"[0.3383233532934132, 0.36826347305389223, 0.3712574850299401, 0.2694610778443114, 0.32934131736526945, 0.33532934131736525, 0.25149700598802394, 0.2245508982035928, 0.3772455089820359, 0.47005988023952094, 0.3153153153153153, 0.3153153153153153, 0.3033033033033033, 0.3063063063063063, 0.36036036036036034, 0.3033033033033033, 0.36936936936936937, 0.32432432432432434, 0.35435435435435436, 0.34534534534534533, 0.47147147147147145, 0.4804804804804805, 0.1891891891891892, 0.4174174174174174, 0.35135135135135137, 0.33633633633633636, 0.3783783783783784, 0.16216216216216217, 0.3813813813813814, 0.35135135135135137]"
4,"[0.4311377245508982, 0.3772455089820359, 0.3203592814371258, 0.49101796407185627, 0.4221556886227545, 0.4431137724550898, 0.2904191616766467, 0.32335329341317365, 0.2934131736526946, 0.45209580838323354, 0.4924924924924925, 0.4144144144144144, 0.3003003003003003, 0.35135135135135137, 0.33633633633633636, 0.34534534534534533, 0.29429429429429427, 0.45045045045045046, 0.3843843843843844, 0.35135135135135137, 0.46846846846846846, 0.3633633633633634, 0.5225225225225225, 0.35435435435435436, 0.3633633633633634, 0.33633633633633636, 0.35735735735735735, 0.2912912912912913, 0.2702702702702703, 0.46546546546546547]"
5,"[0.40718562874251496, 0.4431137724550898, 0.4820359281437126, 0.33532934131736525, 0.3203592814371258, 0.4041916167664671, 0.39520958083832336, 0.27245508982035926, 0.46407185628742514, 0.5568862275449101, 0.35135135135135137, 0.36936936936936937, 0.30930930930930933, 0.3183183183183183, 0.35135135135135137, 0.3213213213213213, 0.3663663663663664, 0.33633633633633636, 0.3303303303303303, 0.37537537537537535, 0.42042042042042044, 0.5045045045045045, 0.2702702702702703, 0.43243243243243246, 0.43243243243243246, 0.4744744744744745, 0.4774774774774775, 0.16516516516516516, 0.4174174174174174, 0.3963963963963964]"
6,"[0.4820359281437126, 0.437125748502994, 0.38023952095808383, 0.48502994011976047, 0.47604790419161674, 0.44011976047904194, 0.3023952095808383, 0.4880239520958084, 0.37425149700598803, 0.46407185628742514, 0.5675675675675675, 0.45045045045045046, 0.3183183183183183, 0.4444444444444444, 0.3963963963963964, 0.35435435435435436, 0.3663663663663664, 0.46846846846846846, 0.5015015015015015, 0.4294294294294294, 0.4924924924924925, 0.42342342342342343, 0.5135135135135135, 0.3963963963963964, 0.45045045045045046, 0.3783783783783784, 0.3843843843843844, 0.46846846846846846, 0.33933933933933935, 0.5105105105105106]"
7,"[0.4341317365269461, 0.5, 0.5179640718562875, 0.3652694610778443, 0.3323353293413174, 0.4431137724550898, 0.27844311377245506, 0.2964071856287425, 0.49101796407185627, 0.47904191616766467, 0.4744744744744745, 0.37537537537537535, 0.3153153153153153, 0.2882882882882883, 0.33633633633633636, 0.32432432432432434, 0.40540540540540543, 0.35135135135135137, 0.39039039039039036, 0.36936936936936937, 0.4114114114114114, 0.5195195195195195, 0.2972972972972973, 0.43543543543543545, 0.4144144144144144, 0.5345345345345346, 0.4984984984984985, 0.18018018018018017, 0.42042042042042044, 0.4084084084084084]"
8,"[0.4880239520958084, 0.5179640718562875, 0.4341317365269461, 0.5029940119760479, 0.47305389221556887, 0.49101796407185627, 0.3203592814371258, 0.5389221556886228, 0.39520958083832336, 0.47604790419161674, 0.5585585585585585, 0.43543543543543545, 0.3213213213213213, 0.44744744744744747, 0.43543543543543545, 0.3213213213213213, 0.4114114114114114, 0.4624624624624625, 0.5015015015015015, 0.48348348348348347, 0.5225225225225225, 0.46846846846846846, 0.5225225225225225, 0.48348348348348347, 0.4774774774774775, 0.3993993993993994, 0.43543543543543545, 0.4294294294294294, 0.38738738738738737, 0.5165165165165165]"
9,"[0.49700598802395207, 0.5359281437125748, 0.48502994011976047, 0.4281437125748503, 0.41916167664670656, 0.4101796407185629, 0.39520958083832336, 0.38323353293413176, 0.5359281437125748, 0.5329341317365269, 0.5975975975975976, 0.47147147147147145, 0.3183183183183183, 0.33633633633633636, 0.4174174174174174, 0.34234234234234234, 0.40540540540540543, 0.46546546546546547, 0.44744744744744747, 0.43243243243243246, 0.4774774774774775, 0.48348348348348347, 0.35735735735735735, 0.4444444444444444, 0.5195195195195195, 0.5495495495495496, 0.5615615615615616, 0.17717717717717718, 0.4744744744744745, 0.4114114114114114]"
10,"[0.48502994011976047, 0.5209580838323353, 0.4880239520958084, 0.5269461077844312, 0.49700598802395207, 0.5179640718562875, 0.38323353293413176, 0.5389221556886228, 0.41317365269461076, 0.437125748502994, 0.5435435435435435, 0.3993993993993994, 0.3333333333333333, 0.4264264264264264, 0.4984984984984985, 0.3483483483483483, 0.43543543543543545, 0.4804804804804805, 0.46546546546546547, 0.4894894894894895, 0.45645645645645644, 0.4864864864864865, 0.5195195195195195, 0.5195195195195195, 0.5135135135135135, 0.38738738738738737, 0.4294294294294294, 0.42042042042042044, 0.3813813813813814, 0.5195195195195195]"
11,"[0.5029940119760479, 0.5508982035928144, 0.5538922155688623, 0.45209580838323354, 0.47005988023952094, 0.4491017964071856, 0.47005988023952094, 0.4161676646706587, 0.5898203592814372, 0.5329341317365269, 0.5765765765765766, 0.5285285285285285, 0.3183183183183183, 0.37237237237237236, 0.45045045045045046, 0.3303303303303303, 0.36936936936936937, 0.4954954954954955, 0.5045045045045045, 0.4744744744744745, 0.48348348348348347, 0.4804804804804805, 0.4144144144144144, 0.4594594594594595, 0.5465465465465466, 0.5525525525525525, 0.5915915915915916, 0.1921921921921922, 0.5615615615615616, 0.42342342342342343]"
12,"[0.4820359281437126, 0.5778443113772455, 0.5329341317365269, 0.5598802395209581, 0.5389221556886228, 0.5359281437125748, 0.4221556886227545, 0.49700598802395207, 0.4251497005988024, 0.4880239520958084, 0.4954954954954955, 0.3843843843843844, 0.38738738738738737, 0.4744744744744745, 0.5645645645645646, 0.3483483483483483, 0.5375375375375375, 0.4774774774774775, 0.5405405405405406, 0.4954954954954955, 0.4804804804804805, 0.48348348348348347, 0.5375375375375375, 0.5375375375375375, 0.5585585585585585, 0.45645645645645644, 0.43543543543543545, 0.42342342342342343, 0.44144144144144143, 0.5075075075075075]"
13,"[0.5059880239520959, 0.5658682634730539, 0.5299401197604791, 0.47904191616766467, 0.46107784431137727, 0.47604790419161674, 0.4251497005988024, 0.47305389221556887, 0.6107784431137725, 0.5419161676646707, 0.5165165165165165, 0.4984984984984985, 0.3333333333333333, 0.4174174174174174, 0.44144144144144143, 0.35435435435435436, 0.37237237237237236, 0.46546546546546547, 0.5105105105105106, 0.48348348348348347, 0.47147147147147145, 0.4774774774774775, 0.4594594594594595, 0.46846846846846846, 0.5375375375375375, 0.5615615615615616, 0.6576576576576577, 0.3303303303303303, 0.5525525525525525, 0.4624624624624625]"
14,"[0.5, 0.6017964071856288, 0.5508982035928144, 0.5508982035928144, 0.5149700598802395, 0.5449101796407185, 0.4221556886227545, 0.48502994011976047, 0.46407185628742514, 0.47904191616766467, 0.5165165165165165, 0.42342342342342343, 0.40540540540540543, 0.5225225225225225, 0.6246246246246246, 0.3843843843843844, 0.5345345345345346, 0.5255255255255256, 0.5555555555555556, 0.5015015015015015, 0.5105105105105106, 0.5105105105105106, 0.5465465465465466, 0.5645645645645646, 0.6276276276276276, 0.4624624624624625, 0.4864864864864865, 0.4084084084084084, 0.4804804804804805, 0.5285285285285285]"
15,"[0.4940119760479042, 0.5688622754491018, 0.5269461077844312, 0.47604790419161674, 0.5059880239520959, 0.5059880239520959, 0.41916167664670656, 0.5029940119760479, 0.6167664670658682, 0.5359281437125748, 0.5705705705705706, 0.5075075075075075, 0.39039039039039036, 0.45345345345345345, 0.46546546546546547, 0.38738738738738737, 0.4174174174174174, 0.5135135135135135, 0.5255255255255256, 0.4804804804804805, 0.46846846846846846, 0.46846846846846846, 0.4984984984984985, 0.4954954954954955, 0.5345345345345346, 0.5225225225225225, 0.6306306306306306, 0.43843843843843844, 0.5675675675675675, 0.4624624624624625]"
16,"[0.5029940119760479, 0.6497005988023952, 0.562874251497006, 0.5688622754491018, 0.5089820359281437, 0.5568862275449101, 0.4311377245508982, 0.5209580838323353, 0.49700598802395207, 0.5, 0.5255255255255256, 0.4264264264264264, 0.3843843843843844, 0.4594594594594595, 0.5855855855855856, 0.35435435435435436, 0.5375375375375375, 0.5135135135135135, 0.5765765765765766, 0.5255255255255256, 0.5405405405405406, 0.5285285285285285, 0.5375375375375375, 0.5885885885885885, 0.6996996996996997, 0.4924924924924925, 0.5615615615615616, 0.4084084084084084, 0.5255255255255256, 0.5195195195195195]"
17,"[0.5209580838323353, 0.5329341317365269, 0.5119760479041916, 0.49700598802395207, 0.5508982035928144, 0.5329341317365269, 0.39820359281437123, 0.5149700598802395, 0.6317365269461078, 0.5988023952095808, 0.6036036036036037, 0.5345345345345346, 0.42042042042042044, 0.4984984984984985, 0.5405405405405406, 0.4264264264264264, 0.4264264264264264, 0.5375375375375375, 0.5315315315315315, 0.5195195195195195, 0.46846846846846846, 0.4954954954954955, 0.5885885885885885, 0.5135135135135135, 0.5345345345345346, 0.5135135135135135, 0.6306306306306306, 0.43243243243243246, 0.5765765765765766, 0.4804804804804805]"
18,"[0.5479041916167665, 0.6976047904191617, 0.6407185628742516, 0.5239520958083832, 0.5299401197604791, 0.5538922155688623, 0.44610778443113774, 0.5269461077844312, 0.5598802395209581, 0.5299401197604791, 0.5765765765765766, 0.5135135135135135, 0.38738738738738737, 0.46546546546546547, 0.6156156156156156, 0.3663663663663664, 0.5255255255255256, 0.5015015015015015, 0.5915915915915916, 0.5585585585585585, 0.5105105105105106, 0.5375375375375375, 0.5405405405405406, 0.6006006006006006, 0.6936936936936937, 0.5105105105105106, 0.5915915915915916, 0.43243243243243246, 0.5315315315315315, 0.5285285285285285]"
19,"[0.5059880239520959, 0.5239520958083832, 0.5149700598802395, 0.5359281437125748, 0.5778443113772455, 0.5479041916167665, 0.4221556886227545, 0.5419161676646707, 0.6047904191616766, 0.5748502994011976, 0.5795795795795796, 0.5405405405405406, 0.43543543543543545, 0.5165165165165165, 0.5225225225225225, 0.4114114114114114, 0.43843843843843844, 0.5585585585585585, 0.5225225225225225, 0.5645645645645646, 0.46846846846846846, 0.4804804804804805, 0.5975975975975976, 0.5675675675675675, 0.5495495495495496, 0.5045045045045045, 0.6186186186186187, 0.43243243243243246, 0.5975975975975976, 0.5225225225225225]"
20,"[0.5718562874251497, 0.7155688622754491, 0.6317365269461078, 0.5209580838323353, 0.5209580838323353, 0.5568862275449101, 0.49700598802395207, 0.5209580838323353, 0.5718562874251497, 0.5389221556886228, 0.6066066066066066, 0.5525525525525525, 0.4024024024024024, 0.45045045045045046, 0.6036036036036037, 0.3663663663663664, 0.5555555555555556, 0.5285285285285285, 0.6186186186186187, 0.5855855855855856, 0.5045045045045045, 0.5765765765765766, 0.5825825825825826, 0.6126126126126126, 0.6786786786786787, 0.5405405405405406, 0.6366366366366366, 0.4294294294294294, 0.5555555555555556, 0.5405405405405406]"
21,"[0.5239520958083832, 0.5149700598802395, 0.5239520958083832, 0.5568862275449101, 0.6077844311377245, 0.5808383233532934, 0.41916167664670656, 0.5598802395209581, 0.6616766467065869, 0.5598802395209581, 0.6306306306306306, 0.5825825825825826, 0.44744744744744747, 0.5495495495495496, 0.5705705705705706, 0.43543543543543545, 0.44744744744744747, 0.5795795795795796, 0.5165165165165165, 0.5915915915915916, 0.4774774774774775, 0.5165165165165165, 0.5855855855855856, 0.6156156156156156, 0.5555555555555556, 0.5075075075075075, 0.6126126126126126, 0.44744744744744747, 0.5825825825825826, 0.5465465465465466]"
22,"[0.5598802395209581, 0.7215568862275449, 0.6706586826347305, 0.5299401197604791, 0.5598802395209581, 0.5658682634730539, 0.5808383233532934, 0.5299401197604791, 0.5898203592814372, 0.5389221556886228, 0.6486486486486487, 0.5765765765765766, 0.44144144144144143, 0.4924924924924925, 0.6306306306306306, 0.3933933933933934, 0.5705705705705706, 0.5615615615615616, 0.6306306306306306, 0.5855855855855856, 0.5165165165165165, 0.5795795795795796, 0.5975975975975976, 0.6276276276276276, 0.6756756756756757, 0.5525525525525525, 0.6696696696696697, 0.4444444444444444, 0.5465465465465466, 0.5165165165165165]"
23,"[0.5508982035928144, 0.5449101796407185, 0.5568862275449101, 0.5688622754491018, 0.6017964071856288, 0.6047904191616766, 0.4431137724550898, 0.5718562874251497, 0.6377245508982036, 0.5419161676646707, 0.6846846846846847, 0.6126126126126126, 0.45045045045045046, 0.5555555555555556, 0.5825825825825826, 0.4864864864864865, 0.4594594594594595, 0.5885885885885885, 0.5465465465465466, 0.6126126126126126, 0.4894894894894895, 0.5435435435435435, 0.6006006006006006, 0.6156156156156156, 0.5855855855855856, 0.5585585585585585, 0.6726726726726727, 0.45345345345345345, 0.6246246246246246, 0.5225225225225225]"
24,"[0.5838323353293413, 0.7155688622754491, 0.6646706586826348, 0.5359281437125748, 0.5868263473053892, 0.5808383233532934, 0.5838323353293413, 0.5449101796407185, 0.5808383233532934, 0.5479041916167665, 0.6606606606606606, 0.5795795795795796, 0.4924924924924925, 0.4924924924924925, 0.6366366366366366, 0.4144144144144144, 0.5825825825825826, 0.5765765765765766, 0.6336336336336337, 0.6066066066066066, 0.5285285285285285, 0.5765765765765766, 0.5975975975975976, 0.6216216216216216, 0.6876876876876877, 0.5525525525525525, 0.6696696696696697, 0.46546546546546547, 0.5525525525525525, 0.5255255255255256]"
25,"[0.5329341317365269, 0.5149700598802395, 0.47904191616766467, 0.41916167664670656, 0.6317365269461078, 0.6017964071856288, 0.25149700598802394, 0.5419161676646707, 0.5449101796407185, 0.4341317365269461, 0.4894894894894895, 0.4294294294294294, 0.5165165165165165, 0.4294294294294294, 0.3333333333333333, 0.3633633633633634, 0.4624624624624625, 0.45345345345345345, 0.44144144144144143, 0.5225225225225225, 0.4624624624624625, 0.47147147147147145, 0.6426426426426426, 0.5765765765765766, 0.6096096096096096, 0.5165165165165165, 0.5195195195195195, 0.5705705705705706, 0.5345345345345346, 0.4624624624624625]"
26,"[0.48502994011976047, 0.6437125748502994, 0.592814371257485, 0.5269461077844312, 0.562874251497006, 0.47904191616766467, 0.4101796407185629, 0.5299401197604791, 0.44610778443113774, 0.45209580838323354, 0.5105105105105106, 0.3933933933933934, 0.5795795795795796, 0.4624624624624625, 0.5795795795795796, 0.37237237237237236, 0.3843843843843844, 0.4744744744744745, 0.5345345345345346, 0.5795795795795796, 0.4924924924924925, 0.5765765765765766, 0.6096096096096096, 0.6246246246246246, 0.6126126126126126, 0.5645645645645646, 0.5615615615615616, 0.5045045045045045, 0.4954954954954955, 0.4894894894894895]"
27,"[0.6407185628742516, 0.6497005988023952, 0.5419161676646707, 0.5568862275449101, 0.5209580838323353, 0.5718562874251497, 0.4281437125748503, 0.5209580838323353, 0.6317365269461078, 0.6317365269461078, 0.6666666666666666, 0.6426426426426426, 0.5225225225225225, 0.46546546546546547, 0.5345345345345346, 0.5165165165165165, 0.37237237237237236, 0.6156156156156156, 0.5855855855855856, 0.5945945945945946, 0.4894894894894895, 0.5735735735735735, 0.5615615615615616, 0.6636636636636637, 0.6006006006006006, 0.6096096096096096, 0.7057057057057057, 0.5135135135135135, 0.6276276276276276, 0.4744744744744745]"
