eigenvector_centrality,[5]
0,"[0.088, 0.104, 0.096, 0.09, 0.111, 0.112, 0.114, 0.085, 0.1, 0.14]"
1,"[0.105, 0.104, 0.083, 0.117, 0.091, 0.112, 0.092, 0.092, 0.106, 0.103]"
2,"[0.105, 0.104, 0.083, 0.09, 0.091, 0.112, 0.114, 0.092, 0.106, 0.103]"
3,"[0.105, 0.104, 0.083, 0.09, 0.091, 0.112, 0.114, 0.092, 0.106, 0.103]"
4,"[0.105, 0.104, 0.083, 0.09, 0.091, 0.112, 0.114, 0.092, 0.106, 0.103]"
5,"[0.109, 0.104, 0.091, 0.09, 0.091, 0.112, 0.114, 0.092, 0.106, 0.103]"
6,"[0.157, 0.104, 0.154, 0.09, 0.186, 0.209, 0.196, 0.176, 0.278, 0.141]"
7,"[0.191, 0.287, 0.311, 0.273, 0.205, 0.288, 0.314, 0.204, 0.22, 0.298]"
8,"[0.261, 0.227, 0.225, 0.295, 0.267, 0.272, 0.268, 0.254, 0.192, 0.285]"
9,"[0.26, 0.278, 0.198, 0.326, 0.322, 0.208, 0.246, 0.268, 0.235, 0.227]"
10,"[0.213, 0.228, 0.273, 0.339, 0.213, 0.294, 0.285, 0.178, 0.15, 0.323]"
11,"[0.238, 0.223, 0.137, 0.21, 0.318, 0.14, 0.163, 0.232, 0.211, 0.11]"
12,"[0.105, 0.24, 0.265, 0.304, 0.133, 0.297, 0.285, 0.149, 0.093, 0.26]"
13,"[0.254, 0.217, 0.129, 0.189, 0.298, 0.143, 0.159, 0.245, 0.25, 0.105]"
14,"[0.173, 0.264, 0.257, 0.272, 0.17, 0.297, 0.275, 0.189, 0.127, 0.285]"
15,"[0.276, 0.22, 0.184, 0.191, 0.306, 0.166, 0.191, 0.281, 0.267, 0.164]"
16,"[0.183, 0.297, 0.276, 0.286, 0.191, 0.316, 0.294, 0.195, 0.162, 0.299]"
17,"[0.296, 0.227, 0.195, 0.193, 0.313, 0.17, 0.195, 0.306, 0.295, 0.174]"
18,"[0.192, 0.33, 0.3, 0.323, 0.198, 0.34, 0.315, 0.198, 0.167, 0.319]"
19,"[0.321, 0.249, 0.196, 0.209, 0.34, 0.174, 0.198, 0.342, 0.318, 0.175]"
20,"[0.192, 0.34, 0.335, 0.347, 0.207, 0.363, 0.351, 0.21, 0.17, 0.349]"
21,"[0.333, 0.279, 0.197, 0.23, 0.357, 0.175, 0.199, 0.349, 0.331, 0.175]"
22,"[0.193, 0.347, 0.351, 0.365, 0.215, 0.38, 0.361, 0.236, 0.173, 0.361]"
23,"[0.341, 0.282, 0.21, 0.237, 0.361, 0.181, 0.217, 0.358, 0.343, 0.178]"
24,"[0.197, 0.358, 0.355, 0.368, 0.227, 0.385, 0.37, 0.254, 0.176, 0.37]"
25,"[0.35, 0.291, 0.222, 0.242, 0.371, 0.504, 0.255, 0.365, 0.351, 0.182]"
26,"[0.205, 0.348, 0.358, 0.374, 0.333, 0.468, 0.373, 0.413, 0.357, 0.379]"
27,"[0.348, 0.338, 0.236, 0.318, 0.382, 0.522, 0.346, 0.38, 0.354, 0.195]"
28,"[0.229, 0.37, 0.363, 0.38, 0.393, 0.461, 0.371, 0.437, 0.36, 0.386]"
29,"[0.356, 0.353, 0.292, 0.377, 0.412, 0.447, 0.403, 0.418, 0.392, 0.221]"
30,"[0.265, 0.444, 0.372, 0.393, 0.377, 0.454, 0.385, 0.397, 0.304, 0.394]"
31,"[0.379, 0.267, 0.293, 0.412, 0.425, 0.412, 0.245, 0.411, 0.376, 0.196]"
32,"[0.205, 0.393, 0.349, 0.39, 0.245, 0.472, 0.367, 0.279, 0.224, 0.347]"
33,"[0.333, 0.22, 0.202, 0.338, 0.366, 0.407, 0.198, 0.388, 0.327, 0.177]"
34,"[0.193, 0.359, 0.32, 0.385, 0.214, 0.473, 0.336, 0.243, 0.201, 0.318]"
35,"[0.327, 0.217, 0.196, 0.245, 0.322, 0.411, 0.197, 0.362, 0.295, 0.176]"
36,"[0.197, 0.338, 0.318, 0.389, 0.209, 0.509, 0.327, 0.278, 0.213, 0.306]"
37,"[0.324, 0.243, 0.204, 0.235, 0.344, 0.408, 0.213, 0.329, 0.283, 0.177]"
38,"[0.209, 0.321, 0.332, 0.393, 0.23, 0.498, 0.357, 0.304, 0.25, 0.305]"
39,"[0.336, 0.266, 0.223, 0.263, 0.387, 0.412, 0.23, 0.294, 0.302, 0.186]"
40,"[0.21, 0.307, 0.355, 0.428, 0.216, 0.502, 0.38, 0.275, 0.236, 0.31]"
41,"[0.352, 0.237, 0.207, 0.23, 0.391, 0.413, 0.206, 0.239, 0.286, 0.183]"
42,"[0.2, 0.27, 0.364, 0.433, 0.206, 0.522, 0.38, 0.231, 0.201, 0.316]"
43,"[0.362, 0.221, 0.199, 0.203, 0.396, 0.41, 0.196, 0.176, 0.274, 0.178]"
44,"[0.196, 0.216, 0.371, 0.423, 0.198, 0.532, 0.381, 0.222, 0.191, 0.319]"
45,"[0.376, 0.223, 0.197, 0.194, 0.432, 0.409, 0.194, 0.171, 0.269, 0.175]"
46,"[0.197, 0.217, 0.396, 0.447, 0.195, 0.556, 0.42, 0.228, 0.194, 0.363]"
47,"[0.407, 0.223, 0.197, 0.203, 0.491, 0.378, 0.196, 0.196, 0.279, 0.178]"
48,"[0.199, 0.246, 0.436, 0.475, 0.198, 0.544, 0.468, 0.245, 0.202, 0.396]"
49,"[0.449, 0.226, 0.198, 0.2, 0.514, 0.409, 0.2, 0.231, 0.372, 0.176]"
50,"[0.199, 0.337, 0.457, 0.489, 0.198, 0.572, 0.493, 0.245, 0.214, 0.441]"
51,"[0.464, 0.22, 0.198, 0.195, 0.517, 0.314, 0.199, 0.274, 0.457, 0.178]"
52,"[0.197, 0.42, 0.446, 0.485, 0.193, 0.538, 0.498, 0.229, 0.2, 0.454]"
53,"[0.466, 0.217, 0.196, 0.188, 0.507, 0.351, 0.194, 0.302, 0.518, 0.174]"
