eigenvector_centrality,[9]
0,"[0.103, 0.104, 0.116, 0.122, 0.083, 0.107, 0.094, 0.132, 0.13, 0.177]"
1,"[0.102, 0.11, 0.097, 0.122, 0.104, 0.108, 0.168, 0.092, 0.106, 0.103]"
2,"[0.202, 0.104, 0.109, 0.122, 0.085, 0.107, 0.089, 0.124, 0.088, 0.1]"
3,"[0.102, 0.119, 0.097, 0.122, 0.172, 0.105, 0.089, 0.131, 0.114, 0.091]"
4,"[0.104, 0.218, 0.096, 0.122, 0.152, 0.105, 0.089, 0.102, 0.117, 0.177]"
5,"[0.116, 0.189, 0.096, 0.205, 0.14, 0.128, 0.09, 0.155, 0.204, 0.091]"
6,"[0.2, 0.293, 0.096, 0.16, 0.239, 0.141, 0.242, 0.216, 0.205, 0.157]"
7,"[0.195, 0.249, 0.257, 0.279, 0.255, 0.237, 0.146, 0.252, 0.239, 0.207]"
8,"[0.369, 0.224, 0.274, 0.219, 0.235, 0.263, 0.257, 0.217, 0.182, 0.252]"
9,"[0.205, 0.302, 0.242, 0.303, 0.247, 0.223, 0.235, 0.244, 0.282, 0.219]"
10,"[0.47, 0.214, 0.241, 0.216, 0.221, 0.266, 0.257, 0.262, 0.204, 0.247]"
11,"[0.164, 0.236, 0.267, 0.245, 0.25, 0.212, 0.249, 0.262, 0.256, 0.207]"
12,"[0.465, 0.2, 0.238, 0.21, 0.224, 0.242, 0.253, 0.218, 0.196, 0.273]"
13,"[0.159, 0.238, 0.255, 0.278, 0.232, 0.211, 0.236, 0.253, 0.264, 0.204]"
14,"[0.385, 0.166, 0.254, 0.189, 0.232, 0.201, 0.3, 0.22, 0.157, 0.215]"
15,"[0.192, 0.291, 0.251, 0.341, 0.175, 0.243, 0.239, 0.203, 0.298, 0.219]"
16,"[0.352, 0.141, 0.374, 0.178, 0.309, 0.193, 0.401, 0.284, 0.135, 0.199]"
17,"[0.268, 0.35, 0.27, 0.329, 0.161, 0.338, 0.28, 0.203, 0.327, 0.346]"
18,"[0.346, 0.147, 0.344, 0.224, 0.35, 0.208, 0.323, 0.346, 0.171, 0.18]"
19,"[0.317, 0.292, 0.272, 0.281, 0.171, 0.267, 0.288, 0.197, 0.288, 0.285]"
20,"[0.338, 0.286, 0.32, 0.339, 0.279, 0.269, 0.311, 0.28, 0.307, 0.21]"
21,"[0.38, 0.262, 0.259, 0.257, 0.209, 0.251, 0.273, 0.261, 0.25, 0.253]"
22,"[0.394, 0.34, 0.314, 0.366, 0.269, 0.306, 0.305, 0.267, 0.36, 0.271]"
23,"[0.379, 0.258, 0.263, 0.257, 0.266, 0.258, 0.285, 0.29, 0.247, 0.243]"
24,"[0.452, 0.352, 0.308, 0.344, 0.265, 0.31, 0.312, 0.271, 0.357, 0.272]"
25,"[0.389, 0.266, 0.282, 0.274, 0.299, 0.269, 0.313, 0.312, 0.258, 0.332]"
26,"[0.436, 0.337, 0.354, 0.314, 0.314, 0.308, 0.309, 0.329, 0.349, 0.396]"
27,"[0.393, 0.308, 0.277, 0.312, 0.318, 0.324, 0.308, 0.336, 0.312, 0.522]"
28,"[0.436, 0.306, 0.355, 0.272, 0.33, 0.26, 0.324, 0.344, 0.3, 0.41]"
29,"[0.398, 0.316, 0.41, 0.326, 0.254, 0.314, 0.341, 0.295, 0.322, 0.522]"
30,"[0.426, 0.271, 0.349, 0.269, 0.332, 0.27, 0.319, 0.343, 0.267, 0.413]"
31,"[0.392, 0.31, 0.402, 0.318, 0.266, 0.297, 0.407, 0.349, 0.315, 0.545]"
32,"[0.392, 0.256, 0.333, 0.337, 0.304, 0.346, 0.305, 0.332, 0.261, 0.394]"
33,"[0.374, 0.284, 0.375, 0.289, 0.308, 0.269, 0.411, 0.383, 0.282, 0.55]"
34,"[0.34, 0.338, 0.337, 0.369, 0.276, 0.367, 0.285, 0.303, 0.327, 0.438]"
35,"[0.356, 0.252, 0.376, 0.259, 0.36, 0.245, 0.417, 0.405, 0.24, 0.532]"
36,"[0.291, 0.373, 0.307, 0.392, 0.263, 0.354, 0.256, 0.272, 0.353, 0.444]"
37,"[0.366, 0.245, 0.38, 0.243, 0.366, 0.226, 0.403, 0.404, 0.229, 0.561]"
38,"[0.267, 0.373, 0.294, 0.379, 0.25, 0.336, 0.241, 0.255, 0.362, 0.449]"
39,"[0.338, 0.234, 0.333, 0.226, 0.358, 0.211, 0.376, 0.409, 0.218, 0.556]"
40,"[0.254, 0.364, 0.275, 0.361, 0.234, 0.335, 0.215, 0.234, 0.356, 0.32]"
41,"[0.285, 0.22, 0.276, 0.208, 0.36, 0.173, 0.366, 0.375, 0.194, 0.595]"
42,"[0.246, 0.349, 0.257, 0.342, 0.194, 0.31, 0.192, 0.21, 0.352, 0.321]"
43,"[0.27, 0.186, 0.253, 0.184, 0.344, 0.134, 0.333, 0.353, 0.169, 0.533]"
44,"[0.236, 0.334, 0.203, 0.316, 0.151, 0.278, 0.161, 0.161, 0.325, 0.264]"
45,"[0.255, 0.149, 0.228, 0.136, 0.284, 0.101, 0.272, 0.277, 0.133, 0.512]"
46,"[0.225, 0.277, 0.175, 0.269, 0.119, 0.219, 0.129, 0.126, 0.284, 0.209]"
47,"[0.238, 0.127, 0.222, 0.111, 0.237, 0.095, 0.215, 0.24, 0.101, 0.478]"
48,"[0.211, 0.206, 0.134, 0.204, 0.11, 0.2, 0.114, 0.113, 0.193, 0.234]"
49,"[0.216, 0.119, 0.216, 0.099, 0.211, 0.091, 0.193, 0.227, 0.094, 0.496]"
50,"[0.198, 0.197, 0.116, 0.177, 0.109, 0.189, 0.112, 0.107, 0.175, 0.245]"
51,"[0.205, 0.117, 0.208, 0.094, 0.202, 0.09, 0.185, 0.219, 0.091, 0.478]"
52,"[0.174, 0.193, 0.111, 0.175, 0.11, 0.184, 0.109, 0.104, 0.167, 0.336]"
53,"[0.203, 0.114, 0.201, 0.093, 0.201, 0.09, 0.183, 0.217, 0.091, 0.456]"
54,"[0.135, 0.19, 0.11, 0.172, 0.109, 0.183, 0.109, 0.104, 0.165, 0.407]"
55,"[0.197, 0.114, 0.198, 0.093, 0.2, 0.09, 0.18, 0.215, 0.091, 0.437]"
56,"[0.109, 0.186, 0.109, 0.17, 0.109, 0.182, 0.109, 0.104, 0.165, 0.368]"
57,"[0.18, 0.114, 0.192, 0.093, 0.196, 0.09, 0.177, 0.214, 0.091, 0.456]"
58,"[0.102, 0.182, 0.109, 0.168, 0.109, 0.176, 0.109, 0.104, 0.166, 0.385]"
59,"[0.17, 0.114, 0.185, 0.093, 0.193, 0.09, 0.171, 0.214, 0.091, 0.462]"
60,"[0.102, 0.177, 0.109, 0.16, 0.109, 0.173, 0.109, 0.104, 0.16, 0.425]"
