eigenvector_centrality,[0]
0,"[0.08, 0.114, 0.116, 0.18, 0.108, 0.086, 0.109, 0.125, 0.113, 0.149]"
1,"[0.08, 0.109, 0.116, 0.097, 0.091, 0.086, 0.109, 0.104, 0.113, 0.103]"
2,"[0.08, 0.109, 0.105, 0.138, 0.083, 0.086, 0.109, 0.104, 0.113, 0.103]"
3,"[0.08, 0.109, 0.116, 0.097, 0.104, 0.086, 0.109, 0.104, 0.113, 0.103]"
4,"[0.08, 0.11, 0.194, 0.16, 0.083, 0.089, 0.109, 0.104, 0.113, 0.15]"
5,"[0.09, 0.109, 0.116, 0.097, 0.167, 0.086, 0.109, 0.131, 0.121, 0.103]"
6,"[0.147, 0.146, 0.193, 0.158, 0.104, 0.189, 0.172, 0.148, 0.113, 0.195]"
7,"[0.165, 0.246, 0.258, 0.197, 0.188, 0.197, 0.21, 0.243, 0.249, 0.23]"
8,"[0.401, 0.268, 0.238, 0.21, 0.341, 0.31, 0.435, 0.205, 0.174, 0.276]"
9,"[0.251, 0.447, 0.406, 0.492, 0.281, 0.283, 0.274, 0.317, 0.335, 0.418]"
10,"[0.485, 0.267, 0.28, 0.22, 0.374, 0.236, 0.4, 0.141, 0.159, 0.28]"
11,"[0.197, 0.329, 0.495, 0.395, 0.27, 0.249, 0.17, 0.249, 0.241, 0.38]"
12,"[0.413, 0.159, 0.257, 0.199, 0.399, 0.208, 0.388, 0.125, 0.183, 0.228]"
13,"[0.121, 0.386, 0.424, 0.317, 0.214, 0.254, 0.148, 0.31, 0.259, 0.423]"
14,"[0.402, 0.147, 0.214, 0.201, 0.418, 0.276, 0.36, 0.131, 0.194, 0.209]"
15,"[0.119, 0.383, 0.375, 0.379, 0.204, 0.328, 0.137, 0.368, 0.297, 0.428]"
16,"[0.395, 0.155, 0.199, 0.219, 0.416, 0.358, 0.362, 0.172, 0.199, 0.217]"
17,"[0.123, 0.386, 0.379, 0.396, 0.209, 0.376, 0.143, 0.377, 0.344, 0.415]"
18,"[0.402, 0.168, 0.201, 0.237, 0.453, 0.442, 0.368, 0.185, 0.207, 0.24]"
19,"[0.173, 0.377, 0.37, 0.382, 0.217, 0.374, 0.16, 0.377, 0.368, 0.452]"
20,"[0.411, 0.189, 0.207, 0.256, 0.458, 0.498, 0.383, 0.19, 0.192, 0.263]"
21,"[0.211, 0.381, 0.357, 0.381, 0.242, 0.38, 0.185, 0.38, 0.369, 0.458]"
22,"[0.419, 0.217, 0.203, 0.275, 0.46, 0.52, 0.396, 0.177, 0.218, 0.287]"
