eigenvector_centrality,"[1, 5]"
0,"[0.116, 0.099, 0.096, 0.09, 0.091, 0.09, 0.089, 0.098, 0.119, 0.098]"
1,"[0.102, 0.086, 0.181, 0.122, 0.1, 0.112, 0.094, 0.092, 0.103, 0.231]"
2,"[0.095, 0.099, 0.096, 0.286, 0.181, 0.105, 0.089, 0.098, 0.103, 0.091]"
3,"[0.102, 0.156, 0.148, 0.122, 0.15, 0.12, 0.156, 0.18, 0.191, 0.164]"
4,"[0.285, 0.207, 0.096, 0.203, 0.212, 0.171, 0.138, 0.162, 0.184, 0.164]"
5,"[0.178, 0.32, 0.329, 0.218, 0.243, 0.307, 0.289, 0.255, 0.251, 0.39]"
6,"[0.336, 0.276, 0.279, 0.429, 0.398, 0.228, 0.297, 0.214, 0.344, 0.272]"
7,"[0.329, 0.343, 0.349, 0.371, 0.339, 0.295, 0.365, 0.27, 0.458, 0.379]"
8,"[0.338, 0.334, 0.486, 0.278, 0.36, 0.23, 0.276, 0.257, 0.381, 0.356]"
9,"[0.42, 0.356, 0.361, 0.281, 0.299, 0.302, 0.368, 0.272, 0.417, 0.342]"
10,"[0.339, 0.246, 0.319, 0.275, 0.329, 0.195, 0.252, 0.208, 0.335, 0.268]"
11,"[0.298, 0.299, 0.363, 0.225, 0.216, 0.3, 0.302, 0.263, 0.419, 0.326]"
12,"[0.288, 0.216, 0.263, 0.324, 0.32, 0.177, 0.202, 0.18, 0.291, 0.239]"
13,"[0.267, 0.287, 0.37, 0.263, 0.224, 0.313, 0.255, 0.288, 0.361, 0.312]"
14,"[0.309, 0.218, 0.267, 0.332, 0.351, 0.174, 0.209, 0.176, 0.262, 0.242]"
15,"[0.279, 0.324, 0.366, 0.243, 0.234, 0.316, 0.307, 0.312, 0.418, 0.356]"
16,"[0.36, 0.226, 0.292, 0.337, 0.386, 0.179, 0.228, 0.182, 0.198, 0.291]"
17,"[0.289, 0.361, 0.371, 0.234, 0.263, 0.328, 0.353, 0.323, 0.385, 0.383]"
18,"[0.385, 0.239, 0.335, 0.347, 0.396, 0.214, 0.245, 0.195, 0.186, 0.328]"
19,"[0.335, 0.378, 0.405, 0.252, 0.296, 0.347, 0.358, 0.346, 0.378, 0.381]"
20,"[0.404, 0.33, 0.454, 0.349, 0.401, 0.245, 0.371, 0.256, 0.19, 0.406]"
21,"[0.408, 0.379, 0.4, 0.343, 0.407, 0.357, 0.345, 0.355, 0.376, 0.367]"
22,"[0.385, 0.402, 0.491, 0.354, 0.402, 0.329, 0.355, 0.352, 0.205, 0.398]"
23,"[0.413, 0.369, 0.384, 0.377, 0.415, 0.368, 0.339, 0.356, 0.374, 0.364]"
24,"[0.373, 0.416, 0.425, 0.371, 0.401, 0.339, 0.325, 0.379, 0.224, 0.385]"
25,"[0.353, 0.515, 0.386, 0.391, 0.393, 0.447, 0.335, 0.364, 0.368, 0.36]"
26,"[0.458, 0.559, 0.404, 0.471, 0.501, 0.576, 0.334, 0.351, 0.247, 0.368]"
27,"[0.367, 0.572, 0.434, 0.39, 0.461, 0.589, 0.391, 0.464, 0.362, 0.42]"
28,"[0.451, 0.433, 0.362, 0.487, 0.523, 0.538, 0.357, 0.387, 0.339, 0.38]"
29,"[0.363, 0.548, 0.452, 0.406, 0.482, 0.429, 0.371, 0.422, 0.369, 0.432]"
30,"[0.375, 0.391, 0.353, 0.383, 0.445, 0.54, 0.393, 0.39, 0.343, 0.399]"
31,"[0.366, 0.568, 0.356, 0.454, 0.396, 0.467, 0.288, 0.312, 0.366, 0.343]"
32,"[0.289, 0.425, 0.344, 0.262, 0.277, 0.55, 0.38, 0.354, 0.287, 0.421]"
33,"[0.364, 0.538, 0.274, 0.388, 0.341, 0.455, 0.222, 0.188, 0.339, 0.211]"
34,"[0.261, 0.435, 0.332, 0.164, 0.175, 0.57, 0.374, 0.374, 0.256, 0.438]"
35,"[0.305, 0.602, 0.184, 0.366, 0.336, 0.462, 0.19, 0.182, 0.299, 0.186]"
36,"[0.217, 0.436, 0.278, 0.159, 0.169, 0.598, 0.341, 0.378, 0.199, 0.401]"
37,"[0.223, 0.577, 0.168, 0.311, 0.287, 0.452, 0.186, 0.178, 0.22, 0.177]"
38,"[0.193, 0.452, 0.157, 0.141, 0.161, 0.614, 0.337, 0.312, 0.176, 0.353]"
39,"[0.199, 0.608, 0.142, 0.276, 0.269, 0.486, 0.166, 0.16, 0.187, 0.164]"
40,"[0.172, 0.432, 0.142, 0.13, 0.153, 0.561, 0.293, 0.297, 0.148, 0.296]"
41,"[0.218, 0.597, 0.123, 0.261, 0.253, 0.494, 0.147, 0.149, 0.231, 0.145]"
42,"[0.155, 0.42, 0.196, 0.127, 0.146, 0.563, 0.293, 0.292, 0.136, 0.288]"
43,"[0.255, 0.531, 0.118, 0.219, 0.234, 0.492, 0.137, 0.143, 0.229, 0.137]"
44,"[0.152, 0.442, 0.222, 0.125, 0.141, 0.507, 0.291, 0.276, 0.124, 0.28]"
45,"[0.249, 0.517, 0.118, 0.207, 0.216, 0.463, 0.126, 0.141, 0.209, 0.13]"
46,"[0.146, 0.405, 0.207, 0.122, 0.138, 0.506, 0.272, 0.249, 0.12, 0.27]"
47,"[0.232, 0.516, 0.116, 0.195, 0.204, 0.461, 0.119, 0.137, 0.184, 0.125]"
48,"[0.139, 0.385, 0.192, 0.119, 0.134, 0.499, 0.25, 0.232, 0.114, 0.242]"
49,"[0.223, 0.48, 0.113, 0.187, 0.204, 0.465, 0.113, 0.136, 0.173, 0.121]"
50,"[0.136, 0.365, 0.183, 0.114, 0.128, 0.509, 0.24, 0.219, 0.11, 0.217]"
51,"[0.216, 0.478, 0.11, 0.184, 0.203, 0.463, 0.108, 0.132, 0.166, 0.114]"
52,"[0.134, 0.393, 0.183, 0.115, 0.127, 0.511, 0.226, 0.216, 0.107, 0.208]"
53,"[0.212, 0.496, 0.11, 0.181, 0.202, 0.427, 0.107, 0.129, 0.162, 0.111]"
54,"[0.129, 0.34, 0.179, 0.114, 0.123, 0.496, 0.224, 0.21, 0.104, 0.203]"
55,"[0.209, 0.446, 0.11, 0.176, 0.201, 0.407, 0.106, 0.127, 0.157, 0.108]"
56,"[0.125, 0.4, 0.174, 0.113, 0.122, 0.318, 0.216, 0.207, 0.102, 0.2]"
57,"[0.209, 0.447, 0.109, 0.169, 0.199, 0.437, 0.1, 0.125, 0.159, 0.106]"
58,"[0.122, 0.478, 0.171, 0.114, 0.121, 0.34, 0.209, 0.198, 0.1, 0.197]"
59,"[0.203, 0.442, 0.108, 0.166, 0.195, 0.437, 0.1, 0.125, 0.157, 0.105]"
60,"[0.121, 0.489, 0.167, 0.115, 0.119, 0.309, 0.206, 0.196, 0.1, 0.196]"
61,"[0.206, 0.394, 0.105, 0.165, 0.194, 0.476, 0.097, 0.123, 0.158, 0.105]"
62,"[0.122, 0.505, 0.168, 0.115, 0.122, 0.277, 0.202, 0.197, 0.097, 0.196]"
63,"[0.207, 0.361, 0.108, 0.17, 0.197, 0.558, 0.098, 0.125, 0.159, 0.105]"
64,"[0.122, 0.472, 0.168, 0.116, 0.12, 0.276, 0.202, 0.195, 0.097, 0.197]"
65,"[0.206, 0.409, 0.108, 0.168, 0.195, 0.58, 0.098, 0.125, 0.158, 0.105]"
66,"[0.117, 0.47, 0.167, 0.114, 0.117, 0.292, 0.202, 0.195, 0.096, 0.196]"
67,"[0.205, 0.366, 0.106, 0.167, 0.19, 0.539, 0.096, 0.122, 0.156, 0.105]"
