eigenvector_centrality,"[4, 6]"
0,"[0.095, 0.104, 0.108, 0.097, 0.11, 0.103, 0.109, 0.206, 0.103, 0.184]"
1,"[0.095, 0.086, 0.188, 0.09, 0.091, 0.103, 0.114, 0.125, 0.103, 0.103]"
2,"[0.105, 0.104, 0.108, 0.09, 0.173, 0.103, 0.128, 0.092, 0.103, 0.194]"
3,"[0.17, 0.21, 0.186, 0.09, 0.091, 0.171, 0.222, 0.194, 0.201, 0.143]"
4,"[0.175, 0.217, 0.202, 0.183, 0.173, 0.258, 0.213, 0.196, 0.192, 0.277]"
5,"[0.18, 0.215, 0.187, 0.187, 0.169, 0.199, 0.222, 0.196, 0.22, 0.18]"
6,"[0.18, 0.215, 0.192, 0.187, 0.221, 0.198, 0.255, 0.264, 0.268, 0.205]"
7,"[0.252, 0.284, 0.194, 0.255, 0.175, 0.275, 0.322, 0.334, 0.214, 0.325]"
8,"[0.328, 0.35, 0.288, 0.204, 0.336, 0.337, 0.442, 0.374, 0.433, 0.173]"
9,"[0.4, 0.361, 0.185, 0.423, 0.192, 0.359, 0.409, 0.232, 0.243, 0.448]"
10,"[0.238, 0.35, 0.391, 0.243, 0.454, 0.282, 0.457, 0.364, 0.374, 0.115]"
11,"[0.423, 0.454, 0.185, 0.419, 0.161, 0.33, 0.472, 0.213, 0.147, 0.384]"
12,"[0.283, 0.332, 0.426, 0.285, 0.418, 0.349, 0.416, 0.405, 0.327, 0.13]"
13,"[0.38, 0.407, 0.236, 0.378, 0.155, 0.388, 0.38, 0.313, 0.215, 0.336]"
14,"[0.392, 0.318, 0.392, 0.321, 0.371, 0.39, 0.36, 0.376, 0.334, 0.241]"
15,"[0.376, 0.401, 0.297, 0.357, 0.262, 0.4, 0.347, 0.382, 0.256, 0.343]"
16,"[0.449, 0.264, 0.4, 0.343, 0.334, 0.429, 0.375, 0.333, 0.329, 0.366]"
17,"[0.392, 0.408, 0.376, 0.312, 0.335, 0.396, 0.424, 0.393, 0.316, 0.349]"
18,"[0.458, 0.252, 0.395, 0.363, 0.313, 0.431, 0.384, 0.339, 0.3, 0.394]"
19,"[0.407, 0.413, 0.391, 0.332, 0.298, 0.392, 0.395, 0.357, 0.328, 0.365]"
20,"[0.484, 0.246, 0.394, 0.362, 0.327, 0.449, 0.394, 0.349, 0.28, 0.423]"
21,"[0.439, 0.392, 0.417, 0.332, 0.303, 0.396, 0.388, 0.35, 0.335, 0.369]"
22,"[0.499, 0.24, 0.391, 0.365, 0.318, 0.474, 0.403, 0.357, 0.288, 0.425]"
23,"[0.443, 0.397, 0.45, 0.335, 0.339, 0.412, 0.381, 0.375, 0.346, 0.36]"
24,"[0.483, 0.258, 0.419, 0.387, 0.312, 0.503, 0.381, 0.359, 0.297, 0.44]"
25,"[0.44, 0.407, 0.471, 0.364, 0.384, 0.406, 0.418, 0.401, 0.35, 0.358]"
26,"[0.455, 0.36, 0.447, 0.459, 0.432, 0.506, 0.41, 0.457, 0.383, 0.428]"
27,"[0.455, 0.431, 0.43, 0.483, 0.457, 0.428, 0.462, 0.475, 0.324, 0.416]"
28,"[0.362, 0.332, 0.436, 0.293, 0.445, 0.434, 0.416, 0.455, 0.394, 0.426]"
29,"[0.416, 0.368, 0.368, 0.359, 0.454, 0.437, 0.514, 0.462, 0.287, 0.454]"
30,"[0.327, 0.321, 0.412, 0.334, 0.35, 0.39, 0.404, 0.498, 0.429, 0.328]"
31,"[0.39, 0.333, 0.352, 0.281, 0.489, 0.352, 0.497, 0.438, 0.258, 0.467]"
32,"[0.308, 0.265, 0.322, 0.403, 0.349, 0.396, 0.406, 0.455, 0.326, 0.334]"
33,"[0.305, 0.323, 0.342, 0.28, 0.437, 0.203, 0.515, 0.417, 0.262, 0.454]"
34,"[0.298, 0.237, 0.219, 0.412, 0.319, 0.391, 0.434, 0.417, 0.25, 0.307]"
35,"[0.257, 0.298, 0.308, 0.281, 0.464, 0.171, 0.5, 0.356, 0.248, 0.432]"
36,"[0.287, 0.223, 0.178, 0.371, 0.282, 0.357, 0.452, 0.4, 0.176, 0.285]"
37,"[0.249, 0.294, 0.264, 0.29, 0.422, 0.161, 0.445, 0.286, 0.247, 0.363]"
38,"[0.287, 0.219, 0.174, 0.37, 0.259, 0.318, 0.421, 0.383, 0.17, 0.277]"
39,"[0.248, 0.293, 0.254, 0.29, 0.431, 0.174, 0.346, 0.258, 0.255, 0.303]"
40,"[0.289, 0.224, 0.194, 0.368, 0.205, 0.304, 0.406, 0.341, 0.193, 0.266]"
41,"[0.265, 0.308, 0.258, 0.284, 0.368, 0.181, 0.301, 0.252, 0.235, 0.328]"
42,"[0.288, 0.23, 0.202, 0.369, 0.176, 0.29, 0.354, 0.357, 0.198, 0.251]"
43,"[0.257, 0.325, 0.246, 0.268, 0.341, 0.17, 0.272, 0.247, 0.229, 0.29]"
44,"[0.283, 0.231, 0.189, 0.366, 0.171, 0.297, 0.283, 0.353, 0.205, 0.25]"
45,"[0.255, 0.326, 0.253, 0.243, 0.33, 0.156, 0.155, 0.271, 0.202, 0.272]"
46,"[0.251, 0.231, 0.181, 0.355, 0.171, 0.303, 0.216, 0.355, 0.211, 0.218]"
47,"[0.227, 0.323, 0.257, 0.211, 0.319, 0.154, 0.123, 0.28, 0.223, 0.259]"
48,"[0.241, 0.246, 0.173, 0.34, 0.162, 0.321, 0.11, 0.371, 0.22, 0.174]"
49,"[0.209, 0.317, 0.265, 0.173, 0.325, 0.144, 0.103, 0.289, 0.256, 0.256]"
50,"[0.247, 0.268, 0.163, 0.302, 0.151, 0.335, 0.07, 0.383, 0.225, 0.217]"
51,"[0.203, 0.312, 0.295, 0.158, 0.315, 0.145, 0.072, 0.282, 0.318, 0.219]"
52,"[0.251, 0.269, 0.154, 0.263, 0.145, 0.345, 0.074, 0.344, 0.242, 0.201]"
53,"[0.212, 0.302, 0.33, 0.144, 0.245, 0.161, 0.074, 0.281, 0.335, 0.149]"
54,"[0.207, 0.234, 0.161, 0.193, 0.139, 0.352, 0.084, 0.289, 0.241, 0.173]"
55,"[0.228, 0.289, 0.312, 0.173, 0.209, 0.187, 0.088, 0.267, 0.337, 0.142]"
56,"[0.201, 0.23, 0.184, 0.16, 0.134, 0.324, 0.076, 0.243, 0.228, 0.244]"
57,"[0.221, 0.279, 0.294, 0.186, 0.107, 0.211, 0.083, 0.262, 0.305, 0.143]"
58,"[0.197, 0.205, 0.198, 0.162, 0.108, 0.315, 0.086, 0.212, 0.227, 0.2]"
59,"[0.217, 0.271, 0.281, 0.129, 0.118, 0.21, 0.089, 0.258, 0.291, 0.131]"
60,"[0.194, 0.201, 0.195, 0.137, 0.112, 0.302, 0.094, 0.218, 0.23, 0.218]"
61,"[0.199, 0.249, 0.267, 0.13, 0.102, 0.21, 0.105, 0.244, 0.273, 0.114]"
62,"[0.165, 0.186, 0.194, 0.127, 0.102, 0.284, 0.095, 0.228, 0.217, 0.187]"
63,"[0.189, 0.248, 0.253, 0.098, 0.103, 0.2, 0.105, 0.229, 0.259, 0.11]"
64,"[0.161, 0.18, 0.18, 0.1, 0.106, 0.265, 0.096, 0.215, 0.195, 0.162]"
65,"[0.187, 0.22, 0.237, 0.089, 0.102, 0.194, 0.085, 0.226, 0.246, 0.124]"
66,"[0.156, 0.178, 0.172, 0.115, 0.108, 0.249, 0.095, 0.194, 0.185, 0.145]"
67,"[0.188, 0.238, 0.215, 0.104, 0.103, 0.193, 0.081, 0.216, 0.235, 0.123]"
68,"[0.155, 0.18, 0.177, 0.128, 0.119, 0.249, 0.095, 0.197, 0.187, 0.135]"
69,"[0.194, 0.222, 0.223, 0.115, 0.103, 0.201, 0.09, 0.198, 0.219, 0.119]"
70,"[0.144, 0.18, 0.182, 0.132, 0.114, 0.255, 0.095, 0.203, 0.196, 0.15]"
71,"[0.192, 0.217, 0.216, 0.123, 0.102, 0.205, 0.093, 0.186, 0.209, 0.119]"
72,"[0.143, 0.182, 0.194, 0.137, 0.124, 0.254, 0.095, 0.181, 0.209, 0.141]"
73,"[0.199, 0.199, 0.204, 0.126, 0.103, 0.213, 0.096, 0.193, 0.203, 0.124]"
74,"[0.138, 0.181, 0.202, 0.138, 0.126, 0.248, 0.095, 0.186, 0.218, 0.142]"
75,"[0.2, 0.185, 0.204, 0.118, 0.103, 0.22, 0.095, 0.199, 0.189, 0.135]"
76,"[0.137, 0.189, 0.198, 0.141, 0.11, 0.241, 0.095, 0.183, 0.221, 0.136]"
77,"[0.192, 0.166, 0.201, 0.115, 0.106, 0.226, 0.098, 0.199, 0.183, 0.134]"
78,"[0.133, 0.199, 0.199, 0.141, 0.104, 0.233, 0.095, 0.181, 0.222, 0.15]"
79,"[0.191, 0.164, 0.194, 0.11, 0.132, 0.226, 0.096, 0.199, 0.165, 0.133]"
80,"[0.138, 0.212, 0.199, 0.139, 0.103, 0.215, 0.095, 0.178, 0.222, 0.157]"
81,"[0.192, 0.149, 0.181, 0.102, 0.153, 0.226, 0.095, 0.205, 0.157, 0.127]"
82,"[0.14, 0.233, 0.198, 0.149, 0.103, 0.197, 0.095, 0.173, 0.229, 0.152]"
83,"[0.192, 0.15, 0.176, 0.102, 0.162, 0.228, 0.096, 0.212, 0.156, 0.13]"
84,"[0.141, 0.245, 0.202, 0.152, 0.103, 0.179, 0.095, 0.176, 0.24, 0.151]"
85,"[0.196, 0.141, 0.159, 0.102, 0.145, 0.23, 0.096, 0.212, 0.156, 0.132]"
86,"[0.134, 0.244, 0.205, 0.154, 0.105, 0.167, 0.095, 0.176, 0.242, 0.145]"
87,"[0.198, 0.145, 0.151, 0.102, 0.106, 0.235, 0.105, 0.214, 0.149, 0.137]"
88,"[0.132, 0.237, 0.21, 0.154, 0.112, 0.159, 0.094, 0.172, 0.246, 0.132]"
89,"[0.2, 0.14, 0.137, 0.102, 0.103, 0.236, 0.126, 0.212, 0.145, 0.145]"
90,"[0.127, 0.238, 0.209, 0.155, 0.115, 0.15, 0.091, 0.168, 0.25, 0.13]"
91,"[0.2, 0.136, 0.128, 0.102, 0.103, 0.235, 0.11, 0.213, 0.148, 0.15]"
92,"[0.124, 0.229, 0.208, 0.152, 0.124, 0.149, 0.09, 0.17, 0.245, 0.126]"
93,"[0.204, 0.143, 0.123, 0.103, 0.103, 0.232, 0.096, 0.211, 0.158, 0.178]"
94,"[0.12, 0.223, 0.205, 0.146, 0.132, 0.152, 0.103, 0.166, 0.244, 0.117]"
95,"[0.209, 0.148, 0.124, 0.104, 0.103, 0.234, 0.096, 0.214, 0.161, 0.184]"
96,"[0.121, 0.224, 0.206, 0.141, 0.133, 0.153, 0.139, 0.158, 0.245, 0.11]"
97,"[0.208, 0.145, 0.124, 0.104, 0.103, 0.239, 0.095, 0.217, 0.168, 0.187]"
98,"[0.117, 0.219, 0.204, 0.14, 0.126, 0.16, 0.175, 0.148, 0.239, 0.108]"
99,"[0.209, 0.145, 0.124, 0.1, 0.103, 0.24, 0.095, 0.22, 0.197, 0.191]"
