eigenvector_centrality,[5]
0,"[0.116, 0.086, 0.083, 0.13, 0.094, 0.102, 0.092, 0.102, 0.103, 0.12]"
1,"[0.116, 0.085, 0.106, 0.114, 0.113, 0.103, 0.092, 0.089, 0.1, 0.103]"
2,"[0.088, 0.114, 0.115, 0.117, 0.103, 0.102, 0.092, 0.093, 0.1, 0.12]"
3,"[0.103, 0.085, 0.106, 0.12, 0.094, 0.092, 0.102, 0.187, 0.097, 0.103]"
4,"[0.104, 0.107, 0.132, 0.117, 0.094, 0.093, 0.099, 0.138, 0.102, 0.102]"
5,"[0.103, 0.121, 0.105, 0.101, 0.121, 0.092, 0.102, 0.103, 0.093, 0.108]"
6,"[0.103, 0.122, 0.123, 0.16, 0.094, 0.092, 0.135, 0.115, 0.125, 0.102]"
7,"[0.231, 0.19, 0.163, 0.11, 0.203, 0.266, 0.111, 0.132, 0.148, 0.166]"
8,"[0.252, 0.257, 0.339, 0.249, 0.178, 0.24, 0.17, 0.382, 0.338, 0.18]"
9,"[0.51, 0.158, 0.203, 0.283, 0.2, 0.516, 0.225, 0.192, 0.187, 0.185]"
10,"[0.28, 0.315, 0.397, 0.25, 0.3, 0.288, 0.165, 0.314, 0.442, 0.368]"
11,"[0.325, 0.151, 0.126, 0.315, 0.259, 0.374, 0.322, 0.237, 0.191, 0.221]"
12,"[0.196, 0.38, 0.337, 0.255, 0.319, 0.176, 0.237, 0.292, 0.37, 0.346]"
13,"[0.322, 0.164, 0.153, 0.283, 0.288, 0.305, 0.327, 0.219, 0.192, 0.227]"
14,"[0.242, 0.389, 0.339, 0.251, 0.282, 0.171, 0.251, 0.29, 0.34, 0.356]"
15,"[0.371, 0.19, 0.202, 0.265, 0.338, 0.351, 0.293, 0.217, 0.247, 0.212]"
16,"[0.254, 0.419, 0.329, 0.292, 0.244, 0.225, 0.294, 0.339, 0.346, 0.393]"
17,"[0.393, 0.199, 0.222, 0.319, 0.342, 0.375, 0.258, 0.218, 0.281, 0.206]"
18,"[0.293, 0.419, 0.316, 0.337, 0.262, 0.257, 0.33, 0.375, 0.337, 0.394]"
19,"[0.375, 0.264, 0.239, 0.356, 0.349, 0.379, 0.281, 0.222, 0.305, 0.249]"
20,"[0.337, 0.42, 0.295, 0.358, 0.305, 0.305, 0.354, 0.349, 0.309, 0.402]"
21,"[0.371, 0.313, 0.263, 0.383, 0.372, 0.36, 0.326, 0.233, 0.322, 0.3]"
22,"[0.374, 0.422, 0.293, 0.373, 0.352, 0.35, 0.38, 0.341, 0.305, 0.399]"
23,"[0.369, 0.337, 0.281, 0.414, 0.381, 0.361, 0.377, 0.268, 0.33, 0.318]"
24,"[0.383, 0.443, 0.303, 0.375, 0.404, 0.372, 0.383, 0.336, 0.306, 0.409]"
25,"[0.378, 0.348, 0.297, 0.438, 0.382, 0.332, 0.403, 0.304, 0.343, 0.318]"
26,"[0.319, 0.489, 0.369, 0.374, 0.432, 0.517, 0.374, 0.411, 0.404, 0.44]"
27,"[0.424, 0.441, 0.321, 0.428, 0.378, 0.428, 0.429, 0.358, 0.339, 0.374]"
28,"[0.369, 0.462, 0.324, 0.383, 0.458, 0.556, 0.335, 0.399, 0.318, 0.429]"
29,"[0.356, 0.352, 0.415, 0.441, 0.355, 0.422, 0.409, 0.409, 0.475, 0.326]"
30,"[0.487, 0.329, 0.293, 0.323, 0.416, 0.441, 0.319, 0.317, 0.281, 0.33]"
31,"[0.326, 0.342, 0.501, 0.356, 0.318, 0.431, 0.355, 0.35, 0.433, 0.325]"
