network_name,degree_mean,degree_variance,clustering_coef,density,centrality_variance,centrality_mean
WS_graph_c_100_p_05_k_7,12.0,8.771199999999999,0.11341849705849703,0.06060606060606061,0.0008645458994473627,0.09557762879481578
WS_graph_c_100_p_07_k_2,4.0,3.6896,0.0013066666666666665,0.020202020202020204,0.006968783049740032,0.049602391201273986
WS_graph_c_100_p_07_k_4,8.0,7.2544,0.04352412698412698,0.04040404040404041,0.0017782010941649008,0.0906504519272534
WS_graph_c_100_p_07_k_7,12.0,10.803200000000002,0.06703785214785213,0.06060606060606061,0.0010077686346449844,0.09482233663886376
WS_graph_c_10_p_03_k_2,4.0,2.112,0.04966666666666666,0.2222222222222222,0.021115825056630864,0.28031888644723546
WS_graph_c_10_p_03_k_4,8.0,3.904,0.3998095238095239,0.4444444444444444,0.005714798712223801,0.30703275155315546
WS_graph_c_10_p_03_k_7,12.0,4.4,0.6391523809523809,0.6666666666666665,0.00250103968883908,0.31224364008855887
WS_graph_c_10_p_05_k_2,4.0,3.1519999999999992,0.0604,0.2222222222222222,0.023218069769886624,0.27678306838121935
WS_graph_c_10_p_05_k_4,8.0,5.376,0.39919999999999994,0.4444444444444444,0.00690985205814564,0.30508138741185475
WS_graph_c_10_p_05_k_7,12.0,5.5520000000000005,0.6487095238095237,0.6666666666666665,0.0028232055084513622,0.3117274426153984
WS_graph_c_10_p_07_k_2,4.0,3.648,0.05253333333333333,0.2222222222222222,0.022786338546618125,0.27768546385257964
WS_graph_c_10_p_07_k_4,8.0,5.664,0.41371428571428576,0.4444444444444444,0.007019823643960036,0.30490671288562443
WS_graph_c_10_p_07_k_7,12.0,5.488,0.653452380952381,0.6666666666666665,0.0027166136763777673,0.3118996017870843
WS_graph_c_25_p_03_k_2,4.0,2.0736000000000003,0.005680000000000001,0.08333333333333331,0.015960726862660944,0.15436850577158376
WS_graph_c_25_p_03_k_4,8.0,3.8591999999999995,0.24342476190476195,0.16666666666666663,0.004212036615185019,0.18913641280102367
WS_graph_c_25_p_03_k_7,12.0,5.734399999999999,0.3204971428571429,0.25,0.0021592059037706625,0.19451885112101736
WS_graph_c_25_p_05_k_2,4.0,3.0591999999999997,0.01096,0.08333333333333331,0.01628213613728901,0.15348182810114
WS_graph_c_25_p_05_k_4,8.0,5.695999999999999,0.1640152380952381,0.16666666666666663,0.004563982522964897,0.1882036517092559
WS_graph_c_25_p_05_k_7,12.0,8.0832,0.24808929292929294,0.25,0.002514036359420589,0.19360435217891908
WS_graph_c_25_p_07_k_2,4.0,3.6224000000000003,0.01416,0.08333333333333331,0.01621688631139124,0.15374223406156573
WS_graph_c_25_p_07_k_4,8.0,7.071999999999999,0.14990095238095238,0.16666666666666663,0.005510838244426669,0.18567575031928146
WS_graph_c_25_p_07_k_7,12.0,9.7728,0.22789624153624158,0.25,0.0028047455833818064,0.19284902398448922
WS_graph_c_50_p_03_k_2,4.0,2.0672,0.0031066666666666664,0.040816326530612235,0.012509476576204104,0.08284803686567857
WS_graph_c_50_p_03_k_4,8.0,4.048,0.20415809523809525,0.08163265306122447,0.0027631396315645268,0.13123757389607763
WS_graph_c_50_p_03_k_7,12.0,6.147200000000001,0.258666608946609,0.12244897959183673,0.0014217482929839707,0.13629217998302906
WS_graph_c_50_p_05_k_2,4.0,2.9759999999999995,0.005306666666666666,0.040816326530612235,0.01133527227527408,0.08930849542648085
WS_graph_c_50_p_05_k_4,8.0,5.884800000000001,0.1092942857142857,0.08163265306122447,0.003165698424179922,0.12971644773491137
WS_graph_c_50_p_05_k_7,12.0,8.857600000000001,0.1523787878787879,0.12244897959183673,0.0016125541246539666,0.13559345350144722
WS_graph_c_50_p_07_k_2,4.0,3.567999999999999,0.0035733333333333337,0.040816326530612235,0.01166134666962612,0.09068394546011968
WS_graph_c_50_p_07_k_4,8.0,6.992000000000001,0.07174285714285715,0.08163265306122447,0.003169025537396348,0.12969881956807922
WS_graph_c_50_p_07_k_7,12.0,11.071999999999997,0.11159409701409702,0.12244897959183673,0.0018787129568000067,0.1346083703864178
dir_geom_graph_c_100_type_2d_close_nodes,41.084,175.5384,0.6897286800049758,0.20749494949494948,0.0034127405750118906,0.08107358367115511
dir_geom_graph_c_100_type_2d_far_nodes,20.371999999999996,58.0168,0.6476375507877055,0.10288888888888888,0.006454021641086436,0.059385045686348024
dir_geom_graph_c_100_type_2d_r_02,20.6,56.62937600000001,0.6507166532562724,0.10404040404040404,0.005747388404278523,0.06260858780089222
dir_geom_graph_c_100_type_2d_r_04,67.2616,404.638304,0.7261186852135637,0.3397050505050505,0.0016004923118506367,0.09162957579618049
dir_geom_graph_c_100_type_2d_r_06,121.3856,958.5920639999999,0.8061502089380908,0.6130585858585859,0.0006085020115599413,0.09690918817089968
dir_geom_graph_c_100_type_2d_very_close_nodes,93.344,726.32832,0.7649337264030386,0.4714343434343434,0.0010255559708265344,0.09473078751999978
dir_geom_graph_c_10_type_2d_r_02,5.056,4.1696,0.3478761904761905,0.28088888888888885,0.02752974982099732,0.26863244378122153
dir_geom_graph_c_10_type_2d_r_04,6.855999999999999,7.558400000000001,0.5610238095238096,0.3808888888888889,0.021647370501571873,0.27948359615051327
dir_geom_graph_c_10_type_2d_r_06,11.352,11.033600000000002,0.7784126984126984,0.6306666666666667,0.008042782738568342,0.3031581505214995
dir_geom_graph_c_20_type_2d_close_nodes,8.18,10.002400000000002,0.6090293650793651,0.21526315789473685,0.02104749768489513,0.16905355121686547
dir_geom_graph_c_20_type_2d_far_nodes,5.979999999999999,7.170400000000001,0.42323571428571427,0.15736842105263157,0.025334688442003962,0.15626532421560127
dir_geom_graph_c_20_type_2d_very_close_nodes,17.884,32.559200000000004,0.7577037248699012,0.47063157894736846,0.006623140272276864,0.20815072288220693
dir_geom_graph_c_20_type_3d_close_nodes,15.600000000000003,38.86,0.7023920377008614,0.41052631578947374,0.008587703028531072,0.20343763820509517
dir_geom_graph_c_20_type_3d_far_nodes,5.470000000000001,5.602,0.3390714285714286,0.14394736842105266,0.023108833753644135,0.16309353716333067
dir_geom_graph_c_25_type_2d_r_005,10.336000000000002,16.410112,0.6548089466089466,0.21533333333333335,0.016183749236937165,0.15368238071419493
dir_geom_graph_c_25_type_2d_r_01,10.336000000000002,16.410112,0.6548089466089466,0.21533333333333335,0.016183749236937165,0.15368238071419493
dir_geom_graph_c_25_type_2d_r_015,10.336000000000002,16.410112,0.6548089466089466,0.21533333333333335,0.016183749236937165,0.15368238071419493
dir_geom_graph_c_25_type_2d_r_02,6.636800000000001,7.622912,0.4813428571428571,0.13826666666666665,0.023168337490118134,0.1288034727575732
dir_geom_graph_c_25_type_2d_r_04,16.361599999999996,33.446144000000004,0.7171032063224014,0.3408666666666667,0.008713088017507385,0.17666331669018703
dir_geom_graph_c_25_type_2d_r_06,29.3088,63.25811199999999,0.8047844571787526,0.6105999999999999,0.0027924717671875808,0.19288019276223647
dir_geom_graph_c_50_type_2d_r_02,10.24,17.975936,0.602552713952714,0.10448979591836735,0.012862553166386494,0.08364855169737594
dir_geom_graph_c_50_type_2d_r_04,33.6176,114.74175999999997,0.726321441559797,0.3430367346938775,0.003616802126766277,0.12794732273317308
dir_geom_graph_c_50_type_2d_r_06,60.286400000000015,247.51718400000004,0.8085964431974242,0.6151673469387755,0.0012944214238264343,0.13676539148037659
dir_geom_graph_c_75_type_2d_r_02,15.197866666666666,34.648149333333336,0.6469157892239626,0.1026882882882883,0.008434591105020236,0.06951350244114814
dir_geom_graph_c_75_type_2d_r_04,50.32106666666666,237.147392,0.7247412630768302,0.34000720720720723,0.002214954250028035,0.1054151274855122
dir_geom_graph_c_75_type_2d_r_06,90.7904,536.7315057777778,0.8061495627029127,0.6134486486486487,0.000817860395951105,0.11187160000763732
hypercube_graph_c_256_n_dim_8,16.0,0.0,0.0,0.03137254901960784,0.0,0.0625
hypercube_graph_c_32_n_dim_5,10.0,0.0,0.0,0.16129032258064516,0.0,0.17677669529663687
hypercube_graph_c_8_n_dim_3,6.0,0.0,0.0,0.42857142857142855,0.0,0.3535533905932738
k_out_graph_c_100_k_25,40.275999999999996,270.10607999999996,0.2761105815729181,0.2034141414141414,0.00399648312963946,0.07745466895531512
k_out_graph_c_100_k_50,68.11600000000001,536.34312,0.42929293952139025,0.344020202020202,0.003120778829137204,0.08293953721963984
k_out_graph_c_100_k_75,88.19399999999999,695.7954,0.5300711584229667,0.4454242424242424,0.0026401008057993004,0.08578569577589827
k_out_graph_c_20_k_10,13.937999999999999,22.029,0.4404067663494739,0.3667894736842105,0.014591646638454879,0.18805581650741687
k_out_graph_c_20_k_15,18.182,26.601000000000003,0.5484198411164563,0.4784736842105263,0.011728093722282956,0.19554245610210955
k_out_graph_c_20_k_2,3.8960000000000004,1.4387999999999996,0.08050017988650064,0.10252631578947366,0.017818318816921953,0.1786075495590066
k_out_graph_c_20_k_5,8.674,9.5198,0.26193835305394236,0.22826315789473686,0.015732865099756674,0.18490787292666486
pref_attach_graph_c_100_type_dense,11.64,94.81760000000003,0.15619421746710774,0.05878787878787878,0.00368545107210149,0.07945406200272634
pref_attach_graph_c_100_type_dense_2,19.0,169.84,0.18859017740947365,0.09595959595959594,0.002915386012806721,0.08416706840134414
pref_attach_graph_c_100_type_dense_3,22.559999999999995,202.35199999999998,0.209434407866733,0.11393939393939395,0.0026374897161971565,0.0858026413885978
pref_attach_graph_c_100_type_dense_4,26.04,259.71039999999994,0.23929620898765505,0.13151515151515153,0.002529748453030055,0.08642754664439455
pref_attach_graph_c_100_type_medium,7.84,56.2864,0.1244359772570208,0.0395959595959596,0.004495508827121875,0.07416886454800857
pref_attach_graph_c_100_type_sparse,3.9600000000000004,26.156799999999997,0.0,0.02,0.0066554353334309455,0.05770618875249544
pref_attach_graph_c_10_type_dense,8.399999999999999,11.68,0.5155619047619048,0.4666666666666666,0.009165882267007916,0.3013656963556532
pref_attach_graph_c_10_type_dense_3,9.600000000000001,21.839999999999996,0.7361285714285714,0.5333333333333333,0.01062584480917944,0.2989423905280508
pref_attach_graph_c_10_type_medium,6.399999999999999,10.255999999999998,0.45985238095238096,0.3555555555555555,0.011838365267416549,0.2968890365322699
pref_attach_graph_c_10_type_sparse,3.6,7.968000000000002,0.0,0.19999999999999996,0.021828709596827728,0.2795729863702263
pref_attach_graph_c_20_type_dense,10.2,27.727999999999998,0.36402867557279317,0.26842105263157895,0.00785011217631115,0.2052906855995808
pref_attach_graph_c_20_type_dense_2,15.0,39.176,0.5041303542862366,0.3947368421052632,0.0055070517284613605,0.21092574663551478
pref_attach_graph_c_20_type_dense_4,18.200000000000003,50.81600000000001,0.6101355835169303,0.4789473684210527,0.004642257808959686,0.21296736192300084
pref_attach_graph_c_20_type_medium,7.199999999999998,22.660000000000004,0.3475015401265401,0.18947368421052635,0.010508452734568501,0.19868875600482877
pref_attach_graph_c_20_type_sparse,3.7999999999999994,13.1,0.0,0.10000000000000002,0.018059466927603858,0.1786507892517447
pref_attach_graph_c_25_type_dense,10.56,35.9616,0.33430392786436136,0.22000000000000003,0.007359517932634545,0.180655631523546
pref_attach_graph_c_25_type_dense_3,18.24,54.4512,0.47713374214095977,0.37999999999999995,0.0043538937156169565,0.188795464145473
pref_attach_graph_c_25_type_medium,7.360000000000001,26.924800000000005,0.29177052450817154,0.15333333333333332,0.009806762212247144,0.17373637333749936
pref_attach_graph_c_25_type_sparse,3.84,15.449599999999998,0.0,0.08,0.015874406907976747,0.15522642165055595
pref_attach_graph_c_50_type_dense,11.279999999999998,64.6208,0.2441290861397986,0.11510204081632654,0.005511069229341603,0.1203600893259387
pref_attach_graph_c_50_type_dense_3,21.12,117.2192,0.32367760355937913,0.21551020408163268,0.003581893175578128,0.1281297849829461
pref_attach_graph_c_50_type_medium,7.68,40.6272,0.1836313903287103,0.0783673469387755,0.007032328111349355,0.11384867375095845
pref_attach_graph_c_50_type_sparse,3.92,20.771200000000004,0.0,0.04,0.010942213716153185,0.09502471465679316
