eigenvector_centrality,"[21, 6, 16, 1, 6]"
0,"[0.12718204488778054, 0.0975, 0.075, 0.095, 0.085, 0.115, 0.09, 0.0725, 0.095, 0.1125, 0.1125, 0.1025, 0.125, 0.115, 0.085, 0.0875, 0.1, 0.0975, 0.13, 0.1025, 0.08, 0.07, 0.075, 0.1225, 0.08020050125313283]"
1,"[0.12718204488778054, 0.0975, 0.075, 0.095, 0.085, 0.115, 0.09, 0.0725, 0.095, 0.1125, 0.1125, 0.11, 0.105, 0.115, 0.085, 0.0875, 0.1, 0.1125, 0.13, 0.1025, 0.08, 0.07, 0.125, 0.1225, 0.10025062656641603]"
2,"[0.12718204488778054, 0.115, 0.075, 0.095, 0.085, 0.115, 0.09, 0.0725, 0.095, 0.1125, 0.1125, 0.11, 0.125, 0.115, 0.095, 0.0875, 0.1, 0.1125, 0.13, 0.1025, 0.08, 0.07, 0.125, 0.1225, 0.10025062656641603]"
3,"[0.12718204488778054, 0.0975, 0.0975, 0.095, 0.085, 0.115, 0.09, 0.0725, 0.095, 0.1125, 0.1125, 0.11, 0.095, 0.115, 0.0925, 0.0875, 0.1, 0.1125, 0.13, 0.1025, 0.08, 0.07, 0.125, 0.1225, 0.10025062656641603]"
4,"[0.13216957605985039, 0.1, 0.095, 0.095, 0.09, 0.1025, 0.0925, 0.1075, 0.165, 0.1125, 0.11, 0.11, 0.1075, 0.0875, 0.12, 0.0875, 0.09, 0.1, 0.165, 0.1025, 0.08, 0.075, 0.205, 0.1225, 0.13032581453634084]"
5,"[0.14214463840399003, 0.1, 0.095, 0.1025, 0.105, 0.08, 0.16, 0.1275, 0.1125, 0.1425, 0.11, 0.09, 0.1075, 0.0875, 0.12, 0.0775, 0.09, 0.1, 0.1175, 0.15, 0.1375, 0.12, 0.095, 0.0875, 0.09774436090225563]"
6,"[0.16957605985037408, 0.1, 0.095, 0.13, 0.165, 0.08, 0.1525, 0.1225, 0.1125, 0.085, 0.11, 0.15, 0.1075, 0.0875, 0.12, 0.0775, 0.09, 0.1, 0.1175, 0.17, 0.1575, 0.17, 0.095, 0.0875, 0.09774436090225563]"
7,"[0.0798004987531172, 0.1, 0.095, 0.1175, 0.15, 0.0825, 0.1275, 0.1625, 0.1125, 0.125, 0.11, 0.1425, 0.165, 0.0875, 0.12, 0.0775, 0.09, 0.1275, 0.1675, 0.1325, 0.2125, 0.1575, 0.1475, 0.0875, 0.10526315789473684]"
8,"[0.11970074812967581, 0.115, 0.1925, 0.1275, 0.1075, 0.2, 0.1675, 0.1575, 0.12, 0.085, 0.1225, 0.125, 0.1625, 0.1325, 0.18, 0.1675, 0.1125, 0.15, 0.195, 0.125, 0.1825, 0.1275, 0.1325, 0.1125, 0.16290726817042606]"
9,"[0.16209476309226933, 0.155, 0.255, 0.2325, 0.155, 0.15, 0.2425, 0.1975, 0.2375, 0.1725, 0.18, 0.19, 0.1625, 0.155, 0.14, 0.1125, 0.23, 0.1925, 0.13, 0.1375, 0.19, 0.1375, 0.15, 0.2175, 0.17042606516290726]"
10,"[0.3740648379052369, 0.1625, 0.1975, 0.15, 0.365, 0.2175, 0.23, 0.18, 0.1975, 0.35, 0.1975, 0.165, 0.375, 0.4325, 0.1875, 0.3825, 0.23, 0.305, 0.2625, 0.31, 0.285, 0.28, 0.2325, 0.1875, 0.23558897243107768]"
11,"[0.26683291770573564, 0.415, 0.3525, 0.325, 0.205, 0.2, 0.395, 0.42, 0.35, 0.185, 0.4175, 0.3775, 0.295, 0.205, 0.4125, 0.1525, 0.4225, 0.3275, 0.3425, 0.24, 0.4325, 0.205, 0.3275, 0.2575, 0.43358395989974935]"
12,"[0.4164588528678304, 0.1675, 0.3125, 0.1625, 0.2825, 0.2975, 0.23, 0.225, 0.2525, 0.29, 0.19, 0.18, 0.3475, 0.285, 0.21, 0.335, 0.195, 0.3625, 0.37, 0.24, 0.32, 0.35, 0.4125, 0.4325, 0.45363408521303256]"
13,"[0.20947630922693267, 0.3425, 0.37, 0.275, 0.21, 0.155, 0.2775, 0.2175, 0.26, 0.215, 0.305, 0.33, 0.195, 0.2025, 0.28, 0.1575, 0.3325, 0.275, 0.36, 0.265, 0.4225, 0.195, 0.445, 0.2225, 0.44110275689223055]"
14,"[0.33915211970074816, 0.1725, 0.2925, 0.2225, 0.2975, 0.305, 0.205, 0.275, 0.32, 0.305, 0.1875, 0.2125, 0.3725, 0.3275, 0.23, 0.3325, 0.1825, 0.3275, 0.4125, 0.23, 0.3125, 0.265, 0.4825, 0.34, 0.38596491228070173]"
15,"[0.16458852867830423, 0.3625, 0.3625, 0.28, 0.205, 0.24, 0.295, 0.225, 0.2675, 0.2375, 0.3425, 0.365, 0.2, 0.195, 0.2925, 0.2175, 0.35, 0.1775, 0.345, 0.2675, 0.35, 0.2575, 0.335, 0.2025, 0.37844611528822053]"
16,"[0.34663341645885287, 0.175, 0.3175, 0.2375, 0.3225, 0.32, 0.1875, 0.2825, 0.3225, 0.33, 0.17, 0.1975, 0.4175, 0.37, 0.255, 0.33, 0.1825, 0.35, 0.3825, 0.2475, 0.295, 0.2675, 0.395, 0.3925, 0.40350877192982454]"
17,"[0.1770573566084788, 0.405, 0.395, 0.2975, 0.2175, 0.31, 0.3675, 0.24, 0.2675, 0.23, 0.38, 0.3675, 0.205, 0.2, 0.325, 0.2125, 0.4225, 0.155, 0.34, 0.255, 0.415, 0.275, 0.315, 0.2025, 0.39348370927318294]"
18,"[0.4089775561097257, 0.1625, 0.345, 0.22, 0.3775, 0.3025, 0.2975, 0.285, 0.24, 0.3925, 0.155, 0.1975, 0.4325, 0.4225, 0.2475, 0.4025, 0.185, 0.4325, 0.37, 0.265, 0.3125, 0.285, 0.3175, 0.38, 0.40852130325814534]"
