eigenvector_centrality,[0]
0,"[0.096, 0.086, 0.108, 0.098, 0.094, 0.105, 0.115, 0.098, 0.113, 0.12]"
1,"[0.08, 0.11, 0.116, 0.149, 0.083, 0.115, 0.092, 0.104, 0.113, 0.094]"
2,"[0.102, 0.109, 0.116, 0.097, 0.083, 0.086, 0.089, 0.104, 0.098, 0.103]"
3,"[0.08, 0.109, 0.116, 0.097, 0.083, 0.086, 0.109, 0.104, 0.113, 0.103]"
4,"[0.08, 0.109, 0.116, 0.097, 0.083, 0.086, 0.109, 0.104, 0.113, 0.103]"
5,"[0.08, 0.109, 0.116, 0.097, 0.084, 0.086, 0.109, 0.139, 0.113, 0.103]"
6,"[0.177, 0.34, 0.171, 0.275, 0.198, 0.223, 0.241, 0.14, 0.252, 0.109]"
7,"[0.382, 0.193, 0.477, 0.152, 0.415, 0.45, 0.301, 0.477, 0.453, 0.517]"
8,"[0.379, 0.55, 0.356, 0.475, 0.32, 0.467, 0.414, 0.31, 0.457, 0.392]"
9,"[0.495, 0.204, 0.525, 0.13, 0.537, 0.549, 0.307, 0.497, 0.453, 0.541]"
10,"[0.24, 0.39, 0.266, 0.381, 0.347, 0.259, 0.325, 0.27, 0.402, 0.359]"
11,"[0.48, 0.168, 0.538, 0.114, 0.23, 0.483, 0.475, 0.483, 0.414, 0.493]"
12,"[0.228, 0.382, 0.271, 0.425, 0.437, 0.285, 0.258, 0.387, 0.329, 0.376]"
13,"[0.473, 0.229, 0.565, 0.194, 0.154, 0.483, 0.483, 0.466, 0.406, 0.464]"
14,"[0.265, 0.368, 0.391, 0.36, 0.431, 0.308, 0.284, 0.398, 0.318, 0.397]"
15,"[0.426, 0.357, 0.469, 0.342, 0.203, 0.44, 0.418, 0.48, 0.388, 0.46]"
16,"[0.295, 0.463, 0.476, 0.343, 0.381, 0.348, 0.321, 0.483, 0.333, 0.452]"
17,"[0.356, 0.414, 0.342, 0.412, 0.277, 0.386, 0.371, 0.475, 0.362, 0.399]"
18,"[0.319, 0.498, 0.464, 0.445, 0.332, 0.361, 0.333, 0.437, 0.36, 0.435]"
19,"[0.34, 0.472, 0.36, 0.474, 0.301, 0.361, 0.351, 0.357, 0.412, 0.408]"
20,"[0.369, 0.427, 0.414, 0.473, 0.332, 0.397, 0.331, 0.36, 0.398, 0.429]"
21,"[0.379, 0.401, 0.348, 0.415, 0.355, 0.415, 0.364, 0.411, 0.446, 0.422]"
22,"[0.409, 0.407, 0.372, 0.418, 0.386, 0.438, 0.393, 0.419, 0.393, 0.424]"
23,"[0.413, 0.358, 0.362, 0.386, 0.406, 0.418, 0.387, 0.422, 0.392, 0.418]"
24,"[0.421, 0.407, 0.37, 0.407, 0.393, 0.449, 0.41, 0.456, 0.378, 0.431]"
25,"[0.508, 0.377, 0.391, 0.399, 0.422, 0.424, 0.397, 0.432, 0.394, 0.401]"
26,"[0.556, 0.414, 0.409, 0.414, 0.444, 0.491, 0.423, 0.478, 0.407, 0.431]"
27,"[0.526, 0.408, 0.414, 0.418, 0.395, 0.44, 0.438, 0.442, 0.413, 0.417]"
28,"[0.592, 0.432, 0.426, 0.419, 0.327, 0.475, 0.49, 0.487, 0.375, 0.431]"
29,"[0.474, 0.422, 0.494, 0.42, 0.354, 0.382, 0.475, 0.47, 0.414, 0.484]"
30,"[0.56, 0.478, 0.407, 0.427, 0.302, 0.433, 0.534, 0.43, 0.338, 0.432]"
31,"[0.427, 0.403, 0.508, 0.406, 0.318, 0.362, 0.418, 0.522, 0.396, 0.488]"
32,"[0.552, 0.529, 0.397, 0.494, 0.347, 0.411, 0.49, 0.377, 0.318, 0.423]"
33,"[0.41, 0.391, 0.458, 0.372, 0.308, 0.363, 0.352, 0.47, 0.409, 0.48]"
34,"[0.553, 0.512, 0.386, 0.524, 0.403, 0.344, 0.427, 0.259, 0.317, 0.404]"
35,"[0.449, 0.399, 0.422, 0.352, 0.339, 0.397, 0.419, 0.377, 0.441, 0.473]"
36,"[0.551, 0.443, 0.378, 0.449, 0.462, 0.336, 0.396, 0.263, 0.344, 0.391]"
37,"[0.489, 0.371, 0.323, 0.261, 0.407, 0.461, 0.523, 0.312, 0.526, 0.379]"
38,"[0.551, 0.369, 0.379, 0.379, 0.506, 0.34, 0.405, 0.278, 0.341, 0.37]"
39,"[0.522, 0.36, 0.308, 0.24, 0.375, 0.443, 0.453, 0.31, 0.41, 0.358]"
40,"[0.613, 0.311, 0.362, 0.29, 0.371, 0.329, 0.351, 0.459, 0.334, 0.331]"
41,"[0.476, 0.369, 0.316, 0.301, 0.355, 0.349, 0.376, 0.32, 0.297, 0.389]"
42,"[0.615, 0.304, 0.334, 0.283, 0.315, 0.33, 0.332, 0.46, 0.345, 0.314]"
43,"[0.487, 0.376, 0.342, 0.332, 0.369, 0.319, 0.327, 0.315, 0.278, 0.376]"
44,"[0.584, 0.307, 0.312, 0.282, 0.302, 0.34, 0.303, 0.389, 0.355, 0.305]"
45,"[0.496, 0.336, 0.362, 0.343, 0.386, 0.299, 0.324, 0.295, 0.273, 0.35]"
46,"[0.559, 0.336, 0.299, 0.283, 0.276, 0.359, 0.28, 0.327, 0.363, 0.282]"
47,"[0.533, 0.286, 0.366, 0.31, 0.374, 0.269, 0.337, 0.237, 0.227, 0.352]"
48,"[0.551, 0.357, 0.245, 0.303, 0.201, 0.358, 0.222, 0.331, 0.356, 0.234]"
49,"[0.507, 0.207, 0.359, 0.217, 0.398, 0.232, 0.356, 0.199, 0.195, 0.354]"
50,"[0.538, 0.358, 0.186, 0.335, 0.21, 0.359, 0.202, 0.335, 0.352, 0.207]"
51,"[0.425, 0.187, 0.361, 0.181, 0.377, 0.192, 0.37, 0.186, 0.181, 0.344]"
52,"[0.508, 0.354, 0.191, 0.331, 0.211, 0.342, 0.191, 0.341, 0.324, 0.191]"
53,"[0.335, 0.178, 0.349, 0.166, 0.342, 0.178, 0.362, 0.18, 0.18, 0.326]"
54,"[0.517, 0.343, 0.196, 0.321, 0.21, 0.337, 0.185, 0.331, 0.311, 0.184]"
55,"[0.152, 0.175, 0.321, 0.167, 0.331, 0.173, 0.352, 0.176, 0.176, 0.317]"
56,"[0.466, 0.329, 0.189, 0.301, 0.202, 0.323, 0.184, 0.325, 0.3, 0.174]"
57,"[0.109, 0.174, 0.307, 0.165, 0.327, 0.17, 0.337, 0.171, 0.176, 0.306]"
58,"[0.432, 0.315, 0.189, 0.287, 0.2, 0.306, 0.183, 0.307, 0.284, 0.173]"
59,"[0.107, 0.173, 0.287, 0.161, 0.32, 0.164, 0.32, 0.174, 0.174, 0.284]"
60,"[0.415, 0.294, 0.186, 0.277, 0.2, 0.269, 0.183, 0.283, 0.275, 0.172]"
61,"[0.107, 0.172, 0.278, 0.162, 0.301, 0.162, 0.305, 0.175, 0.169, 0.247]"
62,"[0.356, 0.272, 0.186, 0.246, 0.2, 0.246, 0.18, 0.24, 0.264, 0.171]"
63,"[0.107, 0.173, 0.272, 0.161, 0.299, 0.163, 0.289, 0.174, 0.169, 0.224]"
64,"[0.153, 0.247, 0.185, 0.219, 0.199, 0.235, 0.179, 0.222, 0.255, 0.178]"
65,"[0.106, 0.172, 0.268, 0.162, 0.298, 0.161, 0.273, 0.174, 0.171, 0.214]"
