eigenvector_centrality,[5]
0,"[0.106, 0.104, 0.104, 0.08, 0.094, 0.102, 0.103, 0.085, 0.1, 0.101]"
1,"[0.099, 0.112, 0.096, 0.126, 0.103, 0.108, 0.089, 0.092, 0.109, 0.12]"
2,"[0.106, 0.085, 0.096, 0.081, 0.094, 0.121, 0.106, 0.093, 0.142, 0.1]"
3,"[0.103, 0.112, 0.096, 0.11, 0.174, 0.106, 0.093, 0.121, 0.098, 0.101]"
4,"[0.095, 0.085, 0.096, 0.111, 0.094, 0.105, 0.129, 0.098, 0.113, 0.119]"
5,"[0.124, 0.09, 0.096, 0.175, 0.328, 0.102, 0.148, 0.098, 0.098, 0.141]"
6,"[0.088, 0.099, 0.193, 0.099, 0.094, 0.105, 0.14, 0.098, 0.113, 0.168]"
7,"[0.108, 0.101, 0.135, 0.149, 0.228, 0.102, 0.089, 0.098, 0.098, 0.146]"
8,"[0.217, 0.099, 0.253, 0.09, 0.094, 0.105, 0.11, 0.214, 0.113, 0.202]"
9,"[0.127, 0.16, 0.116, 0.124, 0.169, 0.107, 0.089, 0.098, 0.098, 0.198]"
10,"[0.181, 0.099, 0.196, 0.09, 0.094, 0.105, 0.109, 0.207, 0.113, 0.2]"
11,"[0.27, 0.188, 0.116, 0.146, 0.17, 0.112, 0.089, 0.099, 0.103, 0.202]"
12,"[0.162, 0.099, 0.247, 0.09, 0.111, 0.105, 0.109, 0.185, 0.113, 0.2]"
13,"[0.255, 0.125, 0.116, 0.15, 0.153, 0.16, 0.091, 0.099, 0.104, 0.201]"
14,"[0.182, 0.099, 0.329, 0.09, 0.114, 0.105, 0.109, 0.165, 0.113, 0.205]"
15,"[0.27, 0.104, 0.116, 0.175, 0.142, 0.185, 0.241, 0.099, 0.103, 0.202]"
16,"[0.268, 0.099, 0.287, 0.09, 0.164, 0.179, 0.11, 0.22, 0.113, 0.204]"
17,"[0.281, 0.104, 0.122, 0.176, 0.146, 0.202, 0.268, 0.099, 0.103, 0.199]"
18,"[0.277, 0.1, 0.276, 0.09, 0.176, 0.259, 0.113, 0.222, 0.113, 0.204]"
19,"[0.291, 0.12, 0.181, 0.19, 0.196, 0.216, 0.217, 0.098, 0.098, 0.2]"
20,"[0.286, 0.1, 0.291, 0.09, 0.176, 0.284, 0.112, 0.213, 0.131, 0.203]"
21,"[0.305, 0.132, 0.212, 0.193, 0.229, 0.223, 0.206, 0.098, 0.106, 0.201]"
22,"[0.29, 0.105, 0.312, 0.09, 0.164, 0.298, 0.128, 0.194, 0.177, 0.215]"
23,"[0.321, 0.155, 0.268, 0.201, 0.258, 0.215, 0.23, 0.098, 0.143, 0.189]"
24,"[0.303, 0.109, 0.344, 0.13, 0.164, 0.313, 0.124, 0.18, 0.207, 0.273]"
25,"[0.314, 0.16, 0.282, 0.206, 0.275, 0.286, 0.255, 0.098, 0.168, 0.216]"
26,"[0.284, 0.139, 0.338, 0.157, 0.128, 0.111, 0.17, 0.18, 0.263, 0.272]"
27,"[0.224, 0.164, 0.287, 0.223, 0.257, 0.102, 0.2, 0.098, 0.182, 0.136]"
28,"[0.089, 0.225, 0.282, 0.142, 0.101, 0.107, 0.182, 0.23, 0.113, 0.2]"
29,"[0.179, 0.181, 0.136, 0.207, 0.21, 0.102, 0.198, 0.217, 0.11, 0.203]"
30,"[0.098, 0.171, 0.318, 0.23, 0.102, 0.102, 0.185, 0.23, 0.19, 0.189]"
31,"[0.088, 0.186, 0.146, 0.211, 0.185, 0.107, 0.092, 0.232, 0.1, 0.219]"
32,"[0.136, 0.17, 0.168, 0.221, 0.134, 0.107, 0.167, 0.176, 0.203, 0.103]"
33,"[0.093, 0.173, 0.214, 0.097, 0.143, 0.107, 0.092, 0.23, 0.1, 0.19]"
34,"[0.103, 0.091, 0.183, 0.206, 0.133, 0.107, 0.094, 0.113, 0.187, 0.103]"
35,"[0.103, 0.093, 0.192, 0.097, 0.109, 0.107, 0.037, 0.15, 0.088, 0.1]"
36,"[0.103, 0.091, 0.179, 0.182, 0.104, 0.107, 0.094, 0.113, 0.077, 0.091]"
37,"[0.103, 0.094, 0.105, 0.097, 0.115, 0.107, 0.067, 0.119, 0.031, 0.1]"
38,"[0.103, 0.091, 0.111, 0.095, 0.104, 0.107, 0.094, 0.113, 0.066, 0.035]"
39,"[0.103, 0.084, 0.098, 0.097, 0.094, 0.107, 0.094, 0.119, 0.05, 0.1]"
40,"[0.103, 0.091, 0.104, 0.105, 0.104, 0.107, 0.094, 0.113, 0.049, 0.028]"
41,"[0.103, 0.046, 0.097, 0.097, 0.094, 0.107, 0.094, 0.119, 0.082, 0.1]"
42,"[0.103, 0.091, 0.087, 0.039, 0.104, 0.107, 0.094, 0.113, 0.073, 0.021]"
43,"[0.103, 0.019, 0.097, 0.097, 0.094, 0.107, 0.094, 0.119, 0.088, 0.1]"
44,"[0.103, 0.091, 0.053, 0.032, 0.104, 0.107, 0.094, 0.096, 0.061, 0.023]"
45,"[0.103, 0.014, 0.097, 0.097, 0.094, 0.107, 0.094, 0.119, 0.088, 0.1]"
46,"[0.103, 0.091, 0.035, 0.029, 0.104, 0.107, 0.094, 0.079, 0.063, 0.033]"
47,"[0.103, 0.013, 0.097, 0.097, 0.053, 0.107, 0.094, 0.119, 0.088, 0.1]"
48,"[0.103, 0.091, 0.023, 0.01, 0.104, 0.107, 0.094, 0.043, 0.086, 0.098]"
49,"[0.103, 0.063, 0.097, 0.097, 0.015, 0.107, 0.094, 0.119, 0.088, 0.1]"
50,"[0.103, 0.091, 0.094, 0.082, 0.104, 0.107, 0.094, 0.054, 0.081, 0.1]"
51,"[0.103, 0.09, 0.097, 0.097, 0.012, 0.107, 0.094, 0.119, 0.088, 0.1]"
52,"[0.103, 0.091, 0.093, 0.08, 0.104, 0.107, 0.094, 0.099, 0.074, 0.1]"
53,"[0.103, 0.091, 0.097, 0.097, 0.012, 0.107, 0.094, 0.119, 0.088, 0.1]"
54,"[0.103, 0.091, 0.074, 0.057, 0.104, 0.107, 0.094, 0.085, 0.064, 0.1]"
55,"[0.103, 0.089, 0.097, 0.097, 0.016, 0.107, 0.094, 0.119, 0.088, 0.1]"
56,"[0.103, 0.091, 0.075, 0.021, 0.104, 0.107, 0.094, 0.088, 0.053, 0.1]"
57,"[0.103, 0.084, 0.097, 0.097, 0.02, 0.107, 0.094, 0.119, 0.088, 0.1]"
58,"[0.103, 0.091, 0.068, 0.013, 0.104, 0.107, 0.094, 0.1, 0.082, 0.094]"
59,"[0.103, 0.073, 0.097, 0.097, 0.02, 0.107, 0.094, 0.119, 0.088, 0.1]"
60,"[0.103, 0.091, 0.049, 0.014, 0.104, 0.107, 0.094, 0.108, 0.082, 0.093]"
61,"[0.103, 0.071, 0.097, 0.097, 0.022, 0.107, 0.094, 0.119, 0.088, 0.1]"
62,"[0.103, 0.091, 0.042, 0.021, 0.104, 0.107, 0.094, 0.1, 0.071, 0.091]"
63,"[0.103, 0.063, 0.097, 0.097, 0.022, 0.107, 0.094, 0.119, 0.088, 0.1]"
64,"[0.103, 0.091, 0.042, 0.022, 0.104, 0.107, 0.094, 0.1, 0.071, 0.09]"
65,"[0.103, 0.056, 0.097, 0.097, 0.023, 0.107, 0.094, 0.119, 0.088, 0.1]"
66,"[0.103, 0.091, 0.041, 0.013, 0.104, 0.107, 0.094, 0.103, 0.073, 0.098]"
67,"[0.103, 0.071, 0.097, 0.097, 0.016, 0.107, 0.094, 0.119, 0.088, 0.1]"
68,"[0.103, 0.091, 0.055, 0.013, 0.104, 0.107, 0.094, 0.114, 0.08, 0.1]"
69,"[0.103, 0.083, 0.097, 0.097, 0.016, 0.107, 0.094, 0.119, 0.088, 0.1]"
70,"[0.103, 0.091, 0.072, 0.019, 0.104, 0.107, 0.094, 0.116, 0.088, 0.1]"
71,"[0.103, 0.086, 0.097, 0.097, 0.022, 0.107, 0.094, 0.119, 0.088, 0.1]"
72,"[0.103, 0.091, 0.077, 0.026, 0.104, 0.107, 0.094, 0.118, 0.088, 0.1]"
73,"[0.103, 0.089, 0.097, 0.097, 0.029, 0.107, 0.094, 0.119, 0.088, 0.1]"
74,"[0.103, 0.091, 0.085, 0.032, 0.104, 0.107, 0.094, 0.119, 0.088, 0.1]"
75,"[0.103, 0.09, 0.097, 0.097, 0.03, 0.106, 0.094, 0.119, 0.088, 0.1]"
76,"[0.103, 0.091, 0.084, 0.039, 0.104, 0.107, 0.094, 0.119, 0.088, 0.1]"
77,"[0.103, 0.09, 0.097, 0.097, 0.035, 0.107, 0.094, 0.119, 0.088, 0.1]"
78,"[0.103, 0.091, 0.085, 0.041, 0.104, 0.107, 0.094, 0.119, 0.088, 0.1]"
79,"[0.103, 0.09, 0.097, 0.097, 0.036, 0.107, 0.094, 0.119, 0.088, 0.1]"
80,"[0.103, 0.091, 0.088, 0.046, 0.104, 0.107, 0.094, 0.119, 0.088, 0.1]"
81,"[0.103, 0.091, 0.097, 0.097, 0.044, 0.107, 0.094, 0.119, 0.088, 0.1]"
82,"[0.103, 0.091, 0.092, 0.06, 0.104, 0.107, 0.094, 0.119, 0.088, 0.1]"
83,"[0.103, 0.091, 0.097, 0.097, 0.062, 0.107, 0.094, 0.119, 0.088, 0.1]"
84,"[0.103, 0.091, 0.096, 0.066, 0.104, 0.107, 0.094, 0.119, 0.088, 0.1]"
85,"[0.103, 0.091, 0.097, 0.097, 0.074, 0.107, 0.094, 0.119, 0.088, 0.1]"
86,"[0.103, 0.091, 0.097, 0.075, 0.104, 0.107, 0.094, 0.119, 0.088, 0.1]"
87,"[0.103, 0.091, 0.097, 0.097, 0.09, 0.107, 0.094, 0.119, 0.088, 0.1]"
88,"[0.103, 0.091, 0.097, 0.084, 0.104, 0.107, 0.094, 0.119, 0.088, 0.1]"
89,"[0.103, 0.091, 0.097, 0.097, 0.095, 0.107, 0.094, 0.119, 0.088, 0.1]"
90,"[0.103, 0.091, 0.097, 0.09, 0.104, 0.107, 0.094, 0.119, 0.088, 0.1]"
91,"[0.103, 0.091, 0.097, 0.097, 0.101, 0.107, 0.094, 0.119, 0.088, 0.1]"
92,"[0.103, 0.091, 0.097, 0.095, 0.104, 0.107, 0.094, 0.119, 0.088, 0.1]"
93,"[0.103, 0.091, 0.097, 0.097, 0.102, 0.107, 0.094, 0.119, 0.088, 0.1]"
