eigenvector_centrality,[0]
0,"[0.102, 0.107, 0.087, 0.09, 0.091, 0.105, 0.114, 0.119, 0.113, 0.101]"
1,"[0.103, 0.156, 0.097, 0.101, 0.083, 0.117, 0.094, 0.094, 0.106, 0.103]"
2,"[0.106, 0.121, 0.094, 0.081, 0.118, 0.104, 0.114, 0.112, 0.113, 0.1]"
3,"[0.106, 0.112, 0.125, 0.081, 0.109, 0.175, 0.095, 0.105, 0.1, 0.121]"
4,"[0.103, 0.091, 0.139, 0.147, 0.098, 0.107, 0.165, 0.149, 0.1, 0.101]"
5,"[0.139, 0.112, 0.106, 0.103, 0.094, 0.195, 0.136, 0.117, 0.113, 0.157]"
6,"[0.103, 0.173, 0.104, 0.186, 0.083, 0.102, 0.108, 0.113, 0.113, 0.103]"
7,"[0.182, 0.215, 0.106, 0.19, 0.094, 0.172, 0.092, 0.102, 0.15, 0.103]"
8,"[0.099, 0.122, 0.104, 0.134, 0.083, 0.086, 0.092, 0.113, 0.1, 0.174]"
9,"[0.228, 0.107, 0.106, 0.12, 0.094, 0.157, 0.123, 0.102, 0.142, 0.103]"
10,"[0.088, 0.085, 0.104, 0.192, 0.094, 0.086, 0.092, 0.113, 0.172, 0.162]"
11,"[0.218, 0.112, 0.106, 0.101, 0.094, 0.207, 0.169, 0.102, 0.149, 0.103]"
12,"[0.088, 0.085, 0.104, 0.15, 0.094, 0.086, 0.092, 0.113, 0.191, 0.234]"
13,"[0.216, 0.161, 0.106, 0.106, 0.096, 0.236, 0.138, 0.102, 0.151, 0.103]"
14,"[0.088, 0.085, 0.104, 0.213, 0.094, 0.087, 0.092, 0.113, 0.1, 0.153]"
15,"[0.225, 0.206, 0.106, 0.181, 0.096, 0.293, 0.157, 0.102, 0.111, 0.103]"
16,"[0.088, 0.085, 0.104, 0.135, 0.094, 0.086, 0.092, 0.113, 0.132, 0.138]"
17,"[0.202, 0.196, 0.106, 0.203, 0.115, 0.247, 0.172, 0.102, 0.138, 0.103]"
18,"[0.088, 0.085, 0.104, 0.133, 0.094, 0.126, 0.092, 0.118, 0.141, 0.188]"
19,"[0.218, 0.154, 0.106, 0.135, 0.121, 0.288, 0.127, 0.102, 0.153, 0.103]"
20,"[0.088, 0.085, 0.104, 0.191, 0.094, 0.102, 0.092, 0.197, 0.145, 0.189]"
21,"[0.245, 0.154, 0.106, 0.173, 0.131, 0.286, 0.139, 0.102, 0.154, 0.103]"
22,"[0.08, 0.085, 0.104, 0.204, 0.094, 0.088, 0.092, 0.24, 0.113, 0.207]"
23,"[0.229, 0.114, 0.131, 0.206, 0.138, 0.279, 0.178, 0.102, 0.133, 0.103]"
24,"[0.08, 0.085, 0.104, 0.224, 0.095, 0.086, 0.118, 0.252, 0.132, 0.202]"
25,"[0.293, 0.11, 0.198, 0.157, 0.157, 0.284, 0.196, 0.102, 0.168, 0.112]"
26,"[0.139, 0.085, 0.105, 0.207, 0.115, 0.086, 0.11, 0.256, 0.128, 0.239]"
27,"[0.102, 0.112, 0.218, 0.203, 0.199, 0.291, 0.198, 0.111, 0.249, 0.183]"
28,"[0.189, 0.085, 0.145, 0.155, 0.083, 0.145, 0.109, 0.176, 0.215, 0.264]"
29,"[0.102, 0.199, 0.179, 0.122, 0.205, 0.312, 0.173, 0.124, 0.192, 0.201]"
30,"[0.175, 0.165, 0.193, 0.107, 0.311, 0.172, 0.156, 0.133, 0.109, 0.273]"
31,"[0.102, 0.212, 0.094, 0.122, 0.104, 0.41, 0.164, 0.129, 0.112, 0.223]"
32,"[0.16, 0.249, 0.098, 0.081, 0.151, 0.108, 0.262, 0.094, 0.109, 0.195]"
33,"[0.102, 0.199, 0.094, 0.34, 0.103, 0.175, 0.133, 0.329, 0.109, 0.323]"
34,"[0.102, 0.29, 0.229, 0.081, 0.106, 0.108, 0.223, 0.094, 0.109, 0.225]"
35,"[0.102, 0.161, 0.094, 0.191, 0.103, 0.146, 0.108, 0.18, 0.109, 0.171]"
36,"[0.102, 0.245, 0.229, 0.081, 0.103, 0.108, 0.138, 0.094, 0.109, 0.104]"
37,"[0.102, 0.112, 0.094, 0.111, 0.104, 0.15, 0.107, 0.112, 0.109, 0.098]"
38,"[0.033, 0.177, 0.145, 0.082, 0.104, 0.108, 0.095, 0.094, 0.109, 0.102]"
39,"[0.004, 0.112, 0.094, 0.081, 0.119, 0.124, 0.096, 0.134, 0.109, 0.098]"
40,"[0.102, 0.112, 0.107, 0.081, 0.117, 0.108, 0.095, 0.11, 0.109, 0.099]"
41,"[0.01, 0.112, 0.094, 0.081, 0.112, 0.108, 0.095, 0.111, 0.109, 0.098]"
42,"[0.059, 0.112, 0.094, 0.082, 0.103, 0.108, 0.095, 0.12, 0.109, 0.098]"
43,"[0.102, 0.112, 0.095, 0.081, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
44,"[0.102, 0.112, 0.094, 0.081, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
45,"[0.008, 0.112, 0.094, 0.081, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
46,"[0.102, 0.112, 0.094, 0.081, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
47,"[0.01, 0.112, 0.094, 0.081, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
48,"[0.102, 0.112, 0.094, 0.081, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
49,"[0.008, 0.112, 0.094, 0.081, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
50,"[0.012, 0.112, 0.094, 0.081, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
51,"[0.004, 0.112, 0.094, 0.081, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
52,"[0.102, 0.112, 0.094, 0.081, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
53,"[0.062, 0.112, 0.094, 0.081, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
54,"[0.102, 0.112, 0.094, 0.081, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
55,"[0.102, 0.112, 0.094, 0.081, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
56,"[0.102, 0.112, 0.094, 0.081, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
57,"[0.102, 0.112, 0.094, 0.081, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
58,"[0.102, 0.112, 0.094, 0.081, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
59,"[0.102, 0.112, 0.094, 0.081, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
60,"[0.102, 0.112, 0.094, 0.081, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
61,"[0.102, 0.112, 0.094, 0.081, 0.103, 0.108, 0.095, 0.094, 0.109, 0.098]"
