eigenvector_centrality,[0]
0,"[0.103, 0.111, 0.102, 0.094, 0.137, 0.105, 0.089, 0.085, 0.124, 0.081]"
1,"[0.102, 0.099, 0.109, 0.093, 0.091, 0.11, 0.109, 0.104, 0.087, 0.159]"
2,"[0.104, 0.114, 0.083, 0.122, 0.109, 0.09, 0.183, 0.104, 0.091, 0.091]"
3,"[0.102, 0.096, 0.148, 0.122, 0.1, 0.105, 0.109, 0.104, 0.091, 0.079]"
4,"[0.155, 0.109, 0.083, 0.096, 0.109, 0.141, 0.17, 0.131, 0.091, 0.17]"
5,"[0.102, 0.085, 0.109, 0.206, 0.1, 0.11, 0.13, 0.106, 0.171, 0.079]"
6,"[0.095, 0.232, 0.096, 0.097, 0.083, 0.086, 0.109, 0.085, 0.194, 0.103]"
7,"[0.08, 0.085, 0.202, 0.099, 0.083, 0.15, 0.114, 0.254, 0.112, 0.103]"
8,"[0.095, 0.156, 0.112, 0.097, 0.129, 0.106, 0.109, 0.085, 0.113, 0.103]"
9,"[0.08, 0.099, 0.116, 0.1, 0.083, 0.182, 0.093, 0.104, 0.199, 0.203]"
10,"[0.095, 0.126, 0.161, 0.097, 0.155, 0.086, 0.167, 0.085, 0.113, 0.103]"
11,"[0.095, 0.096, 0.123, 0.117, 0.083, 0.15, 0.093, 0.104, 0.104, 0.132]"
12,"[0.095, 0.093, 0.137, 0.097, 0.116, 0.113, 0.127, 0.085, 0.113, 0.103]"
13,"[0.08, 0.16, 0.192, 0.118, 0.094, 0.179, 0.093, 0.104, 0.135, 0.121]"
14,"[0.095, 0.093, 0.204, 0.097, 0.195, 0.162, 0.143, 0.085, 0.113, 0.103]"
15,"[0.08, 0.183, 0.121, 0.117, 0.094, 0.288, 0.093, 0.104, 0.158, 0.123]"
16,"[0.095, 0.096, 0.234, 0.098, 0.176, 0.166, 0.109, 0.094, 0.113, 0.102]"
17,"[0.08, 0.177, 0.127, 0.117, 0.094, 0.289, 0.095, 0.104, 0.264, 0.172]"
18,"[0.097, 0.136, 0.194, 0.097, 0.164, 0.147, 0.109, 0.116, 0.113, 0.103]"
19,"[0.08, 0.173, 0.188, 0.117, 0.091, 0.291, 0.096, 0.104, 0.264, 0.194]"
20,"[0.159, 0.171, 0.182, 0.105, 0.2, 0.173, 0.109, 0.263, 0.113, 0.118]"
21,"[0.08, 0.157, 0.233, 0.12, 0.091, 0.308, 0.132, 0.104, 0.253, 0.183]"
22,"[0.18, 0.18, 0.182, 0.139, 0.204, 0.19, 0.109, 0.211, 0.113, 0.188]"
23,"[0.081, 0.135, 0.256, 0.141, 0.119, 0.311, 0.157, 0.104, 0.248, 0.152]"
24,"[0.189, 0.184, 0.209, 0.126, 0.206, 0.184, 0.109, 0.179, 0.113, 0.279]"
25,"[0.09, 0.12, 0.24, 0.181, 0.152, 0.318, 0.233, 0.104, 0.246, 0.146]"
26,"[0.193, 0.19, 0.232, 0.126, 0.209, 0.182, 0.109, 0.179, 0.115, 0.276]"
27,"[0.08, 0.128, 0.194, 0.179, 0.17, 0.277, 0.201, 0.206, 0.248, 0.146]"
28,"[0.246, 0.228, 0.254, 0.183, 0.229, 0.105, 0.12, 0.248, 0.164, 0.108]"
29,"[0.145, 0.162, 0.184, 0.166, 0.314, 0.309, 0.258, 0.212, 0.243, 0.183]"
30,"[0.218, 0.297, 0.24, 0.271, 0.224, 0.105, 0.306, 0.242, 0.183, 0.19]"
31,"[0.095, 0.243, 0.178, 0.332, 0.265, 0.327, 0.195, 0.271, 0.345, 0.255]"
32,"[0.305, 0.32, 0.254, 0.235, 0.211, 0.136, 0.262, 0.277, 0.191, 0.279]"
33,"[0.095, 0.328, 0.284, 0.301, 0.259, 0.28, 0.264, 0.385, 0.38, 0.306]"
34,"[0.34, 0.255, 0.24, 0.251, 0.277, 0.226, 0.202, 0.27, 0.213, 0.198]"
35,"[0.164, 0.349, 0.269, 0.303, 0.258, 0.209, 0.285, 0.342, 0.372, 0.306]"
36,"[0.323, 0.18, 0.185, 0.163, 0.273, 0.242, 0.295, 0.286, 0.222, 0.263]"
37,"[0.147, 0.34, 0.268, 0.257, 0.249, 0.185, 0.276, 0.246, 0.423, 0.167]"
38,"[0.326, 0.111, 0.208, 0.153, 0.273, 0.255, 0.244, 0.255, 0.121, 0.267]"
39,"[0.189, 0.273, 0.282, 0.269, 0.228, 0.245, 0.288, 0.205, 0.385, 0.165]"
40,"[0.321, 0.109, 0.204, 0.153, 0.265, 0.248, 0.256, 0.213, 0.149, 0.214]"
41,"[0.233, 0.225, 0.284, 0.272, 0.295, 0.283, 0.286, 0.202, 0.314, 0.156]"
42,"[0.327, 0.115, 0.19, 0.167, 0.269, 0.232, 0.298, 0.196, 0.189, 0.266]"
43,"[0.209, 0.264, 0.287, 0.304, 0.27, 0.308, 0.288, 0.196, 0.337, 0.142]"
44,"[0.325, 0.126, 0.174, 0.197, 0.284, 0.269, 0.211, 0.244, 0.232, 0.315]"
45,"[0.155, 0.268, 0.281, 0.299, 0.264, 0.327, 0.303, 0.209, 0.342, 0.118]"
46,"[0.285, 0.111, 0.16, 0.224, 0.278, 0.308, 0.174, 0.27, 0.233, 0.299]"
47,"[0.187, 0.278, 0.318, 0.293, 0.238, 0.33, 0.307, 0.185, 0.337, 0.124]"
48,"[0.275, 0.111, 0.162, 0.23, 0.278, 0.305, 0.188, 0.255, 0.244, 0.29]"
49,"[0.203, 0.283, 0.322, 0.307, 0.234, 0.332, 0.286, 0.224, 0.345, 0.116]"
50,"[0.295, 0.112, 0.166, 0.226, 0.271, 0.276, 0.207, 0.286, 0.255, 0.305]"
51,"[0.217, 0.286, 0.316, 0.275, 0.245, 0.36, 0.299, 0.223, 0.354, 0.112]"
52,"[0.324, 0.12, 0.174, 0.24, 0.278, 0.27, 0.224, 0.291, 0.272, 0.306]"
53,"[0.238, 0.295, 0.292, 0.289, 0.248, 0.366, 0.31, 0.285, 0.367, 0.144]"
54,"[0.368, 0.125, 0.206, 0.286, 0.28, 0.289, 0.248, 0.276, 0.27, 0.27]"
55,"[0.268, 0.299, 0.288, 0.253, 0.273, 0.362, 0.313, 0.284, 0.341, 0.162]"
56,"[0.377, 0.128, 0.215, 0.246, 0.281, 0.302, 0.265, 0.301, 0.274, 0.273]"
57,"[0.275, 0.314, 0.296, 0.29, 0.286, 0.376, 0.325, 0.313, 0.336, 0.163]"
58,"[0.374, 0.134, 0.213, 0.244, 0.277, 0.278, 0.288, 0.304, 0.277, 0.339]"
59,"[0.273, 0.315, 0.302, 0.336, 0.354, 0.393, 0.311, 0.331, 0.34, 0.14]"
60,"[0.371, 0.138, 0.223, 0.238, 0.283, 0.301, 0.352, 0.278, 0.286, 0.335]"
61,"[0.255, 0.349, 0.277, 0.327, 0.363, 0.397, 0.343, 0.327, 0.377, 0.161]"
62,"[0.373, 0.138, 0.246, 0.262, 0.302, 0.303, 0.375, 0.271, 0.301, 0.265]"
63,"[0.255, 0.363, 0.282, 0.323, 0.378, 0.41, 0.344, 0.333, 0.388, 0.214]"
64,"[0.39, 0.143, 0.273, 0.294, 0.284, 0.323, 0.368, 0.306, 0.359, 0.276]"
65,"[0.265, 0.342, 0.289, 0.329, 0.399, 0.41, 0.337, 0.365, 0.359, 0.305]"
66,"[0.371, 0.169, 0.279, 0.284, 0.259, 0.333, 0.339, 0.291, 0.38, 0.25]"
67,"[0.267, 0.31, 0.287, 0.31, 0.417, 0.402, 0.332, 0.358, 0.336, 0.364]"
68,"[0.384, 0.188, 0.286, 0.269, 0.286, 0.336, 0.413, 0.257, 0.37, 0.258]"
69,"[0.27, 0.336, 0.278, 0.32, 0.36, 0.41, 0.334, 0.377, 0.328, 0.262]"
70,"[0.361, 0.176, 0.339, 0.27, 0.286, 0.333, 0.435, 0.252, 0.321, 0.286]"
71,"[0.277, 0.343, 0.273, 0.337, 0.335, 0.386, 0.338, 0.375, 0.333, 0.225]"
72,"[0.339, 0.171, 0.359, 0.273, 0.285, 0.328, 0.422, 0.258, 0.259, 0.344]"
73,"[0.27, 0.368, 0.281, 0.355, 0.32, 0.388, 0.348, 0.319, 0.351, 0.218]"
74,"[0.344, 0.197, 0.395, 0.289, 0.289, 0.333, 0.4, 0.269, 0.26, 0.316]"
75,"[0.283, 0.392, 0.29, 0.354, 0.327, 0.388, 0.363, 0.315, 0.365, 0.246]"
76,"[0.367, 0.23, 0.411, 0.306, 0.269, 0.349, 0.405, 0.295, 0.252, 0.303]"
77,"[0.32, 0.377, 0.271, 0.353, 0.34, 0.412, 0.352, 0.329, 0.299, 0.281]"
78,"[0.34, 0.27, 0.385, 0.35, 0.212, 0.358, 0.422, 0.209, 0.316, 0.254]"
79,"[0.349, 0.365, 0.206, 0.353, 0.348, 0.414, 0.309, 0.363, 0.234, 0.371]"
80,"[0.295, 0.311, 0.399, 0.339, 0.227, 0.355, 0.425, 0.208, 0.336, 0.291]"
81,"[0.333, 0.361, 0.217, 0.344, 0.359, 0.409, 0.35, 0.363, 0.291, 0.361]"
82,"[0.314, 0.319, 0.426, 0.329, 0.224, 0.354, 0.42, 0.226, 0.342, 0.316]"
83,"[0.28, 0.326, 0.269, 0.341, 0.359, 0.398, 0.36, 0.37, 0.34, 0.377]"
84,"[0.283, 0.312, 0.425, 0.324, 0.258, 0.351, 0.426, 0.269, 0.344, 0.352]"
85,"[0.324, 0.254, 0.261, 0.355, 0.327, 0.402, 0.314, 0.335, 0.345, 0.317]"
86,"[0.326, 0.317, 0.351, 0.327, 0.273, 0.377, 0.427, 0.276, 0.416, 0.355]"
87,"[0.394, 0.206, 0.228, 0.395, 0.335, 0.412, 0.283, 0.375, 0.354, 0.287]"
88,"[0.351, 0.347, 0.323, 0.331, 0.289, 0.226, 0.422, 0.301, 0.448, 0.401]"
89,"[0.406, 0.209, 0.215, 0.429, 0.317, 0.419, 0.285, 0.372, 0.351, 0.277]"
