eigenvector_centrality,[2]
0,"[0.103, 0.109, 0.08, 0.094, 0.192, 0.105, 0.109, 0.104, 0.113, 0.12]"
1,"[0.08, 0.13, 0.116, 0.097, 0.083, 0.092, 0.109, 0.116, 0.113, 0.205]"
2,"[0.103, 0.109, 0.116, 0.093, 0.214, 0.086, 0.109, 0.104, 0.113, 0.103]"
3,"[0.08, 0.128, 0.116, 0.097, 0.083, 0.085, 0.109, 0.116, 0.113, 0.181]"
4,"[0.176, 0.193, 0.337, 0.222, 0.214, 0.086, 0.128, 0.121, 0.303, 0.181]"
5,"[0.229, 0.236, 0.227, 0.097, 0.198, 0.212, 0.345, 0.303, 0.208, 0.339]"
6,"[0.304, 0.358, 0.402, 0.285, 0.311, 0.106, 0.212, 0.296, 0.318, 0.209]"
7,"[0.212, 0.256, 0.313, 0.098, 0.276, 0.213, 0.245, 0.374, 0.221, 0.36]"
8,"[0.205, 0.421, 0.25, 0.182, 0.252, 0.099, 0.117, 0.298, 0.44, 0.36]"
9,"[0.217, 0.191, 0.272, 0.232, 0.286, 0.2, 0.223, 0.295, 0.258, 0.246]"
10,"[0.269, 0.387, 0.212, 0.184, 0.215, 0.109, 0.11, 0.351, 0.474, 0.3]"
11,"[0.228, 0.181, 0.35, 0.248, 0.368, 0.301, 0.287, 0.307, 0.288, 0.202]"
12,"[0.45, 0.366, 0.271, 0.285, 0.417, 0.099, 0.128, 0.371, 0.37, 0.304]"
13,"[0.257, 0.29, 0.393, 0.227, 0.397, 0.445, 0.405, 0.377, 0.306, 0.226]"
14,"[0.444, 0.316, 0.439, 0.432, 0.448, 0.126, 0.175, 0.329, 0.355, 0.358]"
15,"[0.301, 0.256, 0.382, 0.201, 0.396, 0.457, 0.432, 0.364, 0.369, 0.292]"
16,"[0.432, 0.389, 0.454, 0.444, 0.428, 0.209, 0.224, 0.347, 0.377, 0.367]"
17,"[0.366, 0.352, 0.383, 0.258, 0.358, 0.454, 0.464, 0.418, 0.364, 0.44]"
18,"[0.471, 0.42, 0.444, 0.452, 0.411, 0.337, 0.306, 0.387, 0.43, 0.355]"
19,"[0.296, 0.37, 0.357, 0.327, 0.291, 0.48, 0.456, 0.412, 0.369, 0.435]"
20,"[0.39, 0.444, 0.399, 0.399, 0.417, 0.415, 0.374, 0.353, 0.475, 0.431]"
21,"[0.372, 0.384, 0.31, 0.354, 0.328, 0.392, 0.404, 0.341, 0.376, 0.363]"
22,"[0.398, 0.376, 0.368, 0.353, 0.404, 0.408, 0.411, 0.409, 0.449, 0.316]"
23,"[0.449, 0.375, 0.38, 0.412, 0.439, 0.335, 0.375, 0.41, 0.409, 0.328]"
24,"[0.354, 0.357, 0.319, 0.325, 0.356, 0.405, 0.428, 0.47, 0.395, 0.319]"
25,"[0.477, 0.371, 0.46, 0.487, 0.509, 0.342, 0.38, 0.402, 0.414, 0.309]"
26,"[0.346, 0.343, 0.514, 0.319, 0.328, 0.414, 0.472, 0.515, 0.392, 0.413]"
27,"[0.429, 0.361, 0.586, 0.438, 0.494, 0.34, 0.375, 0.385, 0.467, 0.318]"
28,"[0.278, 0.35, 0.563, 0.326, 0.368, 0.414, 0.483, 0.508, 0.405, 0.423]"
29,"[0.476, 0.326, 0.448, 0.46, 0.458, 0.311, 0.404, 0.265, 0.463, 0.348]"
30,"[0.345, 0.381, 0.283, 0.286, 0.4, 0.435, 0.459, 0.485, 0.432, 0.35]"
31,"[0.443, 0.297, 0.276, 0.461, 0.429, 0.328, 0.353, 0.383, 0.445, 0.473]"
32,"[0.395, 0.445, 0.266, 0.35, 0.345, 0.399, 0.395, 0.407, 0.359, 0.371]"
33,"[0.387, 0.32, 0.219, 0.421, 0.418, 0.384, 0.346, 0.309, 0.401, 0.364]"
34,"[0.286, 0.429, 0.25, 0.34, 0.276, 0.352, 0.362, 0.404, 0.198, 0.338]"
35,"[0.297, 0.311, 0.394, 0.321, 0.363, 0.362, 0.318, 0.2, 0.363, 0.246]"
36,"[0.248, 0.234, 0.238, 0.32, 0.267, 0.276, 0.3, 0.328, 0.196, 0.331]"
37,"[0.168, 0.332, 0.421, 0.223, 0.205, 0.278, 0.212, 0.221, 0.321, 0.24]"
38,"[0.232, 0.212, 0.215, 0.241, 0.297, 0.231, 0.278, 0.19, 0.194, 0.277]"
39,"[0.17, 0.29, 0.42, 0.172, 0.229, 0.22, 0.166, 0.275, 0.26, 0.229]"
40,"[0.239, 0.186, 0.206, 0.273, 0.404, 0.202, 0.223, 0.232, 0.188, 0.234]"
