eigenvector_centrality,[5]
0,"[0.079, 0.114, 0.106, 0.097, 0.17, 0.105, 0.089, 0.098, 0.128, 0.12]"
1,"[0.102, 0.099, 0.096, 0.124, 0.195, 0.105, 0.089, 0.088, 0.098, 0.091]"
2,"[0.102, 0.099, 0.096, 0.122, 0.1, 0.105, 0.089, 0.098, 0.098, 0.091]"
3,"[0.105, 0.099, 0.096, 0.122, 0.1, 0.105, 0.089, 0.098, 0.098, 0.091]"
4,"[0.102, 0.09, 0.113, 0.122, 0.1, 0.105, 0.089, 0.098, 0.098, 0.091]"
5,"[0.095, 0.099, 0.096, 0.122, 0.1, 0.105, 0.14, 0.098, 0.137, 0.091]"
6,"[0.102, 0.171, 0.106, 0.122, 0.181, 0.105, 0.089, 0.098, 0.098, 0.091]"
7,"[0.102, 0.099, 0.096, 0.117, 0.1, 0.105, 0.116, 0.151, 0.23, 0.121]"
8,"[0.102, 0.104, 0.106, 0.122, 0.159, 0.105, 0.089, 0.113, 0.098, 0.091]"
9,"[0.102, 0.099, 0.096, 0.117, 0.1, 0.105, 0.155, 0.113, 0.157, 0.12]"
10,"[0.102, 0.12, 0.106, 0.124, 0.094, 0.105, 0.157, 0.156, 0.098, 0.091]"
11,"[0.186, 0.099, 0.096, 0.117, 0.1, 0.201, 0.175, 0.113, 0.157, 0.12]"
12,"[0.185, 0.092, 0.106, 0.13, 0.094, 0.175, 0.172, 0.116, 0.098, 0.091]"
13,"[0.169, 0.099, 0.096, 0.117, 0.1, 0.177, 0.169, 0.113, 0.16, 0.12]"
14,"[0.204, 0.12, 0.106, 0.14, 0.094, 0.201, 0.159, 0.115, 0.182, 0.091]"
15,"[0.144, 0.099, 0.117, 0.117, 0.101, 0.165, 0.17, 0.113, 0.16, 0.12]"
16,"[0.183, 0.126, 0.106, 0.166, 0.094, 0.248, 0.16, 0.14, 0.234, 0.091]"
17,"[0.129, 0.099, 0.143, 0.117, 0.107, 0.167, 0.177, 0.187, 0.161, 0.12]"
18,"[0.197, 0.13, 0.106, 0.16, 0.094, 0.256, 0.162, 0.155, 0.335, 0.091]"
19,"[0.141, 0.099, 0.161, 0.117, 0.166, 0.179, 0.175, 0.221, 0.16, 0.12]"
20,"[0.194, 0.133, 0.106, 0.152, 0.095, 0.255, 0.165, 0.162, 0.354, 0.091]"
21,"[0.167, 0.099, 0.164, 0.117, 0.174, 0.237, 0.175, 0.228, 0.16, 0.121]"
22,"[0.214, 0.133, 0.106, 0.154, 0.095, 0.257, 0.168, 0.161, 0.378, 0.091]"
23,"[0.174, 0.102, 0.175, 0.119, 0.207, 0.327, 0.181, 0.23, 0.162, 0.122]"
24,"[0.218, 0.133, 0.119, 0.171, 0.095, 0.257, 0.168, 0.163, 0.397, 0.091]"
25,"[0.185, 0.102, 0.181, 0.127, 0.227, 0.224, 0.263, 0.23, 0.162, 0.123]"
26,"[0.217, 0.131, 0.124, 0.188, 0.099, 0.315, 0.172, 0.169, 0.378, 0.091]"
27,"[0.203, 0.118, 0.196, 0.146, 0.236, 0.199, 0.281, 0.233, 0.161, 0.126]"
28,"[0.214, 0.128, 0.249, 0.193, 0.138, 0.202, 0.264, 0.246, 0.384, 0.091]"
29,"[0.29, 0.144, 0.201, 0.183, 0.308, 0.201, 0.342, 0.26, 0.156, 0.126]"
30,"[0.216, 0.207, 0.282, 0.235, 0.173, 0.3, 0.25, 0.256, 0.37, 0.178]"
31,"[0.315, 0.155, 0.423, 0.183, 0.448, 0.254, 0.397, 0.313, 0.156, 0.184]"
32,"[0.217, 0.275, 0.256, 0.305, 0.317, 0.198, 0.258, 0.27, 0.369, 0.231]"
33,"[0.247, 0.167, 0.325, 0.232, 0.506, 0.269, 0.381, 0.285, 0.16, 0.24]"
34,"[0.19, 0.386, 0.226, 0.339, 0.38, 0.204, 0.32, 0.3, 0.305, 0.239]"
35,"[0.238, 0.209, 0.264, 0.247, 0.456, 0.248, 0.372, 0.296, 0.226, 0.293]"
36,"[0.186, 0.393, 0.206, 0.327, 0.377, 0.203, 0.336, 0.312, 0.252, 0.23]"
37,"[0.316, 0.221, 0.238, 0.255, 0.41, 0.209, 0.364, 0.28, 0.278, 0.309]"
38,"[0.188, 0.349, 0.219, 0.307, 0.343, 0.202, 0.299, 0.304, 0.248, 0.219]"
39,"[0.343, 0.237, 0.215, 0.266, 0.403, 0.199, 0.356, 0.277, 0.328, 0.312]"
40,"[0.274, 0.327, 0.242, 0.3, 0.335, 0.207, 0.283, 0.287, 0.249, 0.211]"
41,"[0.31, 0.248, 0.212, 0.275, 0.416, 0.199, 0.349, 0.274, 0.344, 0.315]"
42,"[0.319, 0.316, 0.254, 0.303, 0.351, 0.24, 0.274, 0.269, 0.277, 0.209]"
43,"[0.305, 0.257, 0.215, 0.289, 0.387, 0.199, 0.346, 0.263, 0.349, 0.32]"
44,"[0.352, 0.314, 0.269, 0.311, 0.384, 0.241, 0.271, 0.267, 0.288, 0.217]"
45,"[0.285, 0.289, 0.218, 0.298, 0.375, 0.199, 0.342, 0.259, 0.348, 0.322]"
