eigenvector_centrality,[0]
0,"[0.096, 0.086, 0.153, 0.115, 0.091, 0.108, 0.093, 0.104, 0.103, 0.153]"
1,"[0.095, 0.086, 0.108, 0.097, 0.11, 0.216, 0.095, 0.094, 0.103, 0.143]"
2,"[0.095, 0.099, 0.114, 0.131, 0.103, 0.103, 0.093, 0.085, 0.15, 0.12]"
3,"[0.206, 0.159, 0.141, 0.097, 0.11, 0.171, 0.1, 0.104, 0.163, 0.173]"
4,"[0.166, 0.186, 0.116, 0.241, 0.241, 0.271, 0.203, 0.233, 0.131, 0.218]"
5,"[0.184, 0.264, 0.242, 0.18, 0.28, 0.278, 0.198, 0.32, 0.266, 0.197]"
6,"[0.292, 0.216, 0.244, 0.352, 0.248, 0.304, 0.245, 0.21, 0.193, 0.275]"
7,"[0.387, 0.365, 0.329, 0.234, 0.366, 0.381, 0.273, 0.276, 0.353, 0.339]"
8,"[0.19, 0.398, 0.208, 0.256, 0.366, 0.458, 0.315, 0.289, 0.257, 0.349]"
9,"[0.295, 0.384, 0.353, 0.234, 0.29, 0.367, 0.325, 0.226, 0.354, 0.301]"
10,"[0.222, 0.379, 0.131, 0.26, 0.347, 0.423, 0.343, 0.294, 0.115, 0.315]"
11,"[0.295, 0.381, 0.355, 0.278, 0.366, 0.349, 0.346, 0.276, 0.341, 0.35]"
12,"[0.233, 0.403, 0.126, 0.26, 0.388, 0.301, 0.345, 0.294, 0.096, 0.486]"
13,"[0.296, 0.37, 0.349, 0.294, 0.377, 0.359, 0.351, 0.25, 0.32, 0.352]"
14,"[0.222, 0.426, 0.181, 0.263, 0.34, 0.301, 0.344, 0.294, 0.099, 0.462]"
15,"[0.318, 0.354, 0.333, 0.293, 0.363, 0.366, 0.354, 0.235, 0.283, 0.281]"
16,"[0.241, 0.427, 0.239, 0.264, 0.348, 0.351, 0.372, 0.298, 0.147, 0.271]"
17,"[0.346, 0.347, 0.318, 0.287, 0.369, 0.437, 0.379, 0.29, 0.265, 0.322]"
18,"[0.344, 0.427, 0.355, 0.264, 0.443, 0.345, 0.38, 0.314, 0.267, 0.272]"
19,"[0.35, 0.357, 0.318, 0.298, 0.375, 0.408, 0.433, 0.339, 0.264, 0.319]"
20,"[0.382, 0.424, 0.412, 0.301, 0.479, 0.347, 0.393, 0.35, 0.307, 0.305]"
21,"[0.35, 0.368, 0.357, 0.305, 0.377, 0.362, 0.431, 0.377, 0.27, 0.387]"
22,"[0.345, 0.427, 0.434, 0.295, 0.502, 0.34, 0.379, 0.346, 0.313, 0.346]"
23,"[0.354, 0.375, 0.402, 0.338, 0.391, 0.374, 0.411, 0.395, 0.302, 0.404]"
24,"[0.314, 0.407, 0.405, 0.282, 0.48, 0.376, 0.345, 0.356, 0.333, 0.362]"
25,"[0.446, 0.375, 0.416, 0.314, 0.407, 0.386, 0.402, 0.363, 0.342, 0.385]"
26,"[0.49, 0.38, 0.379, 0.334, 0.52, 0.477, 0.375, 0.464, 0.343, 0.366]"
27,"[0.493, 0.396, 0.411, 0.321, 0.378, 0.372, 0.418, 0.36, 0.366, 0.488]"
28,"[0.434, 0.39, 0.33, 0.301, 0.488, 0.409, 0.402, 0.372, 0.33, 0.304]"
29,"[0.458, 0.367, 0.405, 0.32, 0.305, 0.389, 0.422, 0.305, 0.336, 0.444]"
30,"[0.474, 0.401, 0.309, 0.305, 0.415, 0.337, 0.44, 0.344, 0.284, 0.217]"
31,"[0.449, 0.345, 0.375, 0.27, 0.27, 0.314, 0.43, 0.422, 0.305, 0.281]"
32,"[0.535, 0.339, 0.389, 0.294, 0.283, 0.233, 0.321, 0.265, 0.294, 0.224]"
33,"[0.445, 0.251, 0.324, 0.399, 0.27, 0.249, 0.307, 0.243, 0.267, 0.197]"
34,"[0.548, 0.311, 0.257, 0.235, 0.217, 0.231, 0.332, 0.282, 0.187, 0.219]"
35,"[0.417, 0.244, 0.324, 0.263, 0.252, 0.237, 0.198, 0.181, 0.25, 0.128]"
36,"[0.53, 0.219, 0.152, 0.221, 0.148, 0.173, 0.328, 0.254, 0.107, 0.183]"
37,"[0.394, 0.18, 0.25, 0.158, 0.232, 0.163, 0.123, 0.122, 0.214, 0.103]"
38,"[0.537, 0.158, 0.12, 0.185, 0.131, 0.137, 0.282, 0.212, 0.096, 0.181]"
39,"[0.352, 0.169, 0.185, 0.116, 0.199, 0.156, 0.111, 0.115, 0.185, 0.095]"
