eigenvector_centrality,[0]
0,"[0.116, 0.23, 0.087, 0.093, 0.187, 0.114, 0.109, 0.104, 0.091, 0.079]"
1,"[0.102, 0.114, 0.109, 0.093, 0.109, 0.095, 0.115, 0.104, 0.091, 0.079]"
2,"[0.183, 0.114, 0.108, 0.093, 0.146, 0.09, 0.109, 0.104, 0.091, 0.079]"
3,"[0.225, 0.114, 0.215, 0.343, 0.131, 0.101, 0.103, 0.195, 0.224, 0.188]"
4,"[0.238, 0.093, 0.266, 0.285, 0.203, 0.255, 0.254, 0.311, 0.308, 0.21]"
5,"[0.236, 0.296, 0.215, 0.293, 0.326, 0.278, 0.348, 0.354, 0.251, 0.125]"
6,"[0.264, 0.406, 0.372, 0.443, 0.223, 0.293, 0.247, 0.385, 0.319, 0.342]"
7,"[0.44, 0.277, 0.466, 0.333, 0.444, 0.228, 0.384, 0.406, 0.476, 0.356]"
8,"[0.34, 0.218, 0.344, 0.466, 0.268, 0.349, 0.258, 0.45, 0.386, 0.435]"
9,"[0.471, 0.186, 0.39, 0.315, 0.449, 0.297, 0.34, 0.271, 0.341, 0.3]"
10,"[0.376, 0.247, 0.398, 0.374, 0.313, 0.363, 0.243, 0.329, 0.334, 0.424]"
11,"[0.406, 0.171, 0.364, 0.333, 0.436, 0.34, 0.336, 0.246, 0.217, 0.304]"
12,"[0.354, 0.322, 0.341, 0.338, 0.353, 0.351, 0.232, 0.344, 0.327, 0.423]"
13,"[0.38, 0.206, 0.398, 0.335, 0.42, 0.355, 0.348, 0.28, 0.166, 0.318]"
14,"[0.377, 0.325, 0.341, 0.359, 0.372, 0.364, 0.238, 0.377, 0.327, 0.456]"
15,"[0.369, 0.23, 0.412, 0.337, 0.401, 0.394, 0.378, 0.297, 0.183, 0.331]"
16,"[0.38, 0.326, 0.371, 0.362, 0.377, 0.371, 0.252, 0.355, 0.325, 0.478]"
17,"[0.364, 0.246, 0.436, 0.363, 0.405, 0.374, 0.373, 0.301, 0.225, 0.344]"
18,"[0.404, 0.305, 0.378, 0.37, 0.358, 0.303, 0.274, 0.31, 0.326, 0.469]"
19,"[0.364, 0.195, 0.46, 0.377, 0.429, 0.353, 0.345, 0.312, 0.313, 0.353]"
20,"[0.413, 0.307, 0.378, 0.372, 0.331, 0.265, 0.28, 0.338, 0.339, 0.457]"
21,"[0.36, 0.183, 0.479, 0.377, 0.437, 0.336, 0.327, 0.324, 0.35, 0.36]"
22,"[0.425, 0.308, 0.382, 0.386, 0.328, 0.276, 0.289, 0.347, 0.344, 0.437]"
23,"[0.364, 0.217, 0.49, 0.371, 0.442, 0.327, 0.327, 0.341, 0.39, 0.379]"
24,"[0.404, 0.31, 0.381, 0.399, 0.39, 0.296, 0.312, 0.361, 0.351, 0.422]"
25,"[0.498, 0.241, 0.496, 0.37, 0.505, 0.326, 0.315, 0.354, 0.385, 0.392]"
26,"[0.486, 0.297, 0.412, 0.419, 0.375, 0.395, 0.322, 0.404, 0.342, 0.457]"
27,"[0.4, 0.273, 0.492, 0.337, 0.554, 0.321, 0.306, 0.413, 0.459, 0.423]"
28,"[0.47, 0.301, 0.437, 0.419, 0.488, 0.444, 0.366, 0.413, 0.385, 0.429]"
29,"[0.443, 0.283, 0.478, 0.348, 0.463, 0.353, 0.328, 0.435, 0.395, 0.457]"
30,"[0.409, 0.327, 0.505, 0.33, 0.459, 0.455, 0.285, 0.459, 0.467, 0.389]"
31,"[0.521, 0.292, 0.367, 0.457, 0.416, 0.378, 0.452, 0.422, 0.309, 0.423]"
32,"[0.314, 0.358, 0.49, 0.296, 0.42, 0.381, 0.249, 0.355, 0.432, 0.307]"
33,"[0.486, 0.23, 0.23, 0.461, 0.336, 0.369, 0.487, 0.386, 0.268, 0.394]"
34,"[0.323, 0.389, 0.449, 0.235, 0.327, 0.276, 0.19, 0.259, 0.414, 0.243]"
35,"[0.485, 0.178, 0.209, 0.458, 0.225, 0.378, 0.458, 0.355, 0.235, 0.341]"
36,"[0.347, 0.403, 0.373, 0.175, 0.343, 0.228, 0.13, 0.243, 0.332, 0.219]"
37,"[0.486, 0.13, 0.169, 0.371, 0.188, 0.382, 0.392, 0.27, 0.206, 0.353]"
38,"[0.352, 0.383, 0.318, 0.159, 0.424, 0.222, 0.113, 0.225, 0.315, 0.192]"
39,"[0.486, 0.117, 0.162, 0.344, 0.176, 0.339, 0.34, 0.167, 0.192, 0.39]"
40,"[0.354, 0.326, 0.239, 0.141, 0.424, 0.19, 0.111, 0.261, 0.279, 0.214]"
41,"[0.506, 0.112, 0.167, 0.328, 0.185, 0.304, 0.308, 0.155, 0.182, 0.354]"
42,"[0.37, 0.286, 0.188, 0.113, 0.379, 0.171, 0.11, 0.332, 0.22, 0.214]"
43,"[0.491, 0.11, 0.185, 0.298, 0.184, 0.253, 0.257, 0.185, 0.172, 0.356]"
44,"[0.372, 0.199, 0.183, 0.103, 0.333, 0.175, 0.11, 0.358, 0.203, 0.196]"
45,"[0.508, 0.11, 0.189, 0.27, 0.181, 0.217, 0.207, 0.185, 0.156, 0.353]"
46,"[0.381, 0.173, 0.184, 0.1, 0.296, 0.184, 0.11, 0.298, 0.205, 0.191]"
47,"[0.471, 0.109, 0.203, 0.235, 0.181, 0.226, 0.188, 0.179, 0.148, 0.316]"
48,"[0.379, 0.16, 0.207, 0.1, 0.283, 0.184, 0.11, 0.253, 0.208, 0.175]"
49,"[0.443, 0.111, 0.208, 0.265, 0.18, 0.253, 0.188, 0.178, 0.145, 0.29]"
50,"[0.366, 0.155, 0.25, 0.1, 0.273, 0.181, 0.11, 0.248, 0.215, 0.153]"
51,"[0.468, 0.11, 0.206, 0.307, 0.18, 0.264, 0.236, 0.175, 0.145, 0.276]"
52,"[0.372, 0.173, 0.269, 0.104, 0.266, 0.179, 0.111, 0.243, 0.242, 0.139]"
53,"[0.425, 0.126, 0.207, 0.338, 0.177, 0.264, 0.333, 0.153, 0.136, 0.277]"
54,"[0.449, 0.308, 0.27, 0.109, 0.263, 0.168, 0.13, 0.24, 0.25, 0.143]"
55,"[0.281, 0.164, 0.193, 0.345, 0.17, 0.261, 0.332, 0.113, 0.128, 0.28]"
56,"[0.499, 0.338, 0.263, 0.106, 0.25, 0.158, 0.142, 0.24, 0.247, 0.136]"
57,"[0.275, 0.162, 0.145, 0.315, 0.147, 0.257, 0.303, 0.122, 0.134, 0.271]"
58,"[0.493, 0.308, 0.26, 0.103, 0.25, 0.126, 0.119, 0.245, 0.246, 0.113]"
59,"[0.282, 0.134, 0.133, 0.271, 0.102, 0.254, 0.28, 0.108, 0.121, 0.264]"
60,"[0.457, 0.267, 0.259, 0.099, 0.253, 0.099, 0.113, 0.245, 0.241, 0.107]"
61,"[0.306, 0.12, 0.129, 0.267, 0.09, 0.247, 0.264, 0.106, 0.117, 0.258]"
62,"[0.421, 0.239, 0.26, 0.1, 0.255, 0.092, 0.113, 0.239, 0.239, 0.104]"
63,"[0.379, 0.116, 0.121, 0.251, 0.087, 0.24, 0.239, 0.107, 0.117, 0.256]"
64,"[0.349, 0.241, 0.26, 0.1, 0.25, 0.091, 0.111, 0.232, 0.236, 0.105]"
65,"[0.488, 0.116, 0.122, 0.243, 0.087, 0.227, 0.241, 0.113, 0.121, 0.256]"
66,"[0.31, 0.23, 0.251, 0.1, 0.231, 0.095, 0.111, 0.217, 0.222, 0.106]"
67,"[0.535, 0.116, 0.126, 0.23, 0.088, 0.231, 0.228, 0.116, 0.124, 0.255]"
68,"[0.31, 0.224, 0.241, 0.101, 0.229, 0.098, 0.112, 0.224, 0.216, 0.109]"
69,"[0.51, 0.115, 0.127, 0.216, 0.088, 0.221, 0.217, 0.115, 0.125, 0.247]"
70,"[0.339, 0.218, 0.24, 0.101, 0.222, 0.101, 0.112, 0.212, 0.21, 0.111]"
71,"[0.481, 0.119, 0.129, 0.217, 0.089, 0.218, 0.217, 0.117, 0.122, 0.241]"
72,"[0.364, 0.223, 0.241, 0.101, 0.217, 0.101, 0.112, 0.212, 0.208, 0.112]"
73,"[0.454, 0.12, 0.128, 0.209, 0.09, 0.216, 0.222, 0.114, 0.121, 0.244]"
74,"[0.403, 0.227, 0.24, 0.101, 0.223, 0.098, 0.112, 0.207, 0.208, 0.11]"
