eigenvector_centrality,[1]
0,"[0.088, 0.132, 0.085, 0.097, 0.094, 0.103, 0.114, 0.092, 0.106, 0.103]"
1,"[0.105, 0.112, 0.083, 0.117, 0.094, 0.156, 0.114, 0.113, 0.106, 0.103]"
2,"[0.105, 0.104, 0.157, 0.117, 0.091, 0.102, 0.183, 0.092, 0.109, 0.103]"
3,"[0.088, 0.131, 0.145, 0.09, 0.094, 0.112, 0.092, 0.113, 0.091, 0.103]"
4,"[0.088, 0.221, 0.109, 0.117, 0.112, 0.102, 0.092, 0.092, 0.1, 0.103]"
5,"[0.088, 0.207, 0.111, 0.188, 0.094, 0.156, 0.092, 0.104, 0.108, 0.114]"
6,"[0.13, 0.112, 0.109, 0.117, 0.169, 0.102, 0.178, 0.098, 0.093, 0.114]"
7,"[0.18, 0.107, 0.146, 0.101, 0.097, 0.092, 0.114, 0.113, 0.091, 0.091]"
8,"[0.17, 0.112, 0.109, 0.117, 0.1, 0.102, 0.222, 0.138, 0.093, 0.079]"
9,"[0.169, 0.107, 0.096, 0.101, 0.109, 0.092, 0.092, 0.104, 0.091, 0.091]"
10,"[0.102, 0.112, 0.109, 0.117, 0.1, 0.113, 0.102, 0.129, 0.093, 0.079]"
11,"[0.102, 0.107, 0.097, 0.19, 0.109, 0.092, 0.187, 0.104, 0.091, 0.091]"
12,"[0.235, 0.129, 0.109, 0.117, 0.1, 0.09, 0.102, 0.149, 0.093, 0.079]"
13,"[0.102, 0.107, 0.107, 0.218, 0.109, 0.092, 0.224, 0.104, 0.091, 0.091]"
14,"[0.105, 0.114, 0.109, 0.101, 0.1, 0.09, 0.138, 0.173, 0.093, 0.079]"
15,"[0.102, 0.107, 0.133, 0.237, 0.128, 0.086, 0.197, 0.104, 0.091, 0.091]"
16,"[0.147, 0.147, 0.109, 0.101, 0.152, 0.09, 0.268, 0.181, 0.12, 0.079]"
17,"[0.102, 0.13, 0.121, 0.192, 0.189, 0.087, 0.187, 0.104, 0.091, 0.091]"
18,"[0.105, 0.216, 0.109, 0.148, 0.119, 0.121, 0.274, 0.18, 0.113, 0.079]"
19,"[0.102, 0.251, 0.129, 0.174, 0.235, 0.103, 0.197, 0.104, 0.154, 0.129]"
20,"[0.105, 0.259, 0.109, 0.181, 0.13, 0.157, 0.238, 0.18, 0.113, 0.079]"
21,"[0.102, 0.251, 0.203, 0.261, 0.231, 0.096, 0.191, 0.104, 0.228, 0.169]"
22,"[0.105, 0.312, 0.109, 0.182, 0.138, 0.173, 0.228, 0.18, 0.113, 0.08]"
23,"[0.102, 0.237, 0.19, 0.233, 0.216, 0.1, 0.194, 0.104, 0.227, 0.174]"
24,"[0.154, 0.317, 0.109, 0.18, 0.142, 0.187, 0.232, 0.182, 0.113, 0.09]"
25,"[0.102, 0.109, 0.229, 0.2, 0.212, 0.155, 0.198, 0.104, 0.247, 0.167]"
26,"[0.112, 0.158, 0.109, 0.12, 0.159, 0.218, 0.219, 0.187, 0.113, 0.175]"
27,"[0.149, 0.183, 0.205, 0.13, 0.199, 0.102, 0.195, 0.104, 0.213, 0.114]"
28,"[0.141, 0.112, 0.12, 0.101, 0.164, 0.229, 0.217, 0.195, 0.132, 0.202]"
29,"[0.19, 0.117, 0.134, 0.117, 0.191, 0.102, 0.189, 0.105, 0.209, 0.138]"
30,"[0.165, 0.112, 0.14, 0.101, 0.142, 0.097, 0.196, 0.26, 0.13, 0.201]"
31,"[0.203, 0.109, 0.255, 0.117, 0.163, 0.102, 0.222, 0.155, 0.223, 0.203]"
32,"[0.122, 0.112, 0.111, 0.101, 0.181, 0.101, 0.189, 0.173, 0.221, 0.186]"
33,"[0.203, 0.109, 0.168, 0.136, 0.172, 0.143, 0.31, 0.128, 0.161, 0.294]"
34,"[0.263, 0.112, 0.114, 0.101, 0.171, 0.115, 0.23, 0.13, 0.233, 0.186]"
35,"[0.237, 0.109, 0.167, 0.181, 0.158, 0.22, 0.303, 0.105, 0.146, 0.238]"
36,"[0.286, 0.112, 0.116, 0.101, 0.211, 0.139, 0.141, 0.092, 0.206, 0.21]"
37,"[0.242, 0.109, 0.165, 0.218, 0.126, 0.199, 0.235, 0.104, 0.155, 0.224]"
38,"[0.283, 0.111, 0.118, 0.101, 0.196, 0.099, 0.093, 0.095, 0.194, 0.192]"
39,"[0.189, 0.109, 0.168, 0.213, 0.094, 0.184, 0.198, 0.104, 0.173, 0.222]"
40,"[0.291, 0.107, 0.153, 0.101, 0.198, 0.092, 0.093, 0.111, 0.192, 0.152]"
41,"[0.103, 0.107, 0.151, 0.19, 0.094, 0.165, 0.102, 0.105, 0.158, 0.22]"
42,"[0.103, 0.109, 0.192, 0.101, 0.2, 0.092, 0.093, 0.113, 0.194, 0.102]"
43,"[0.103, 0.109, 0.173, 0.122, 0.094, 0.192, 0.102, 0.158, 0.093, 0.22]"
44,"[0.103, 0.109, 0.199, 0.101, 0.2, 0.092, 0.093, 0.125, 0.187, 0.102]"
45,"[0.198, 0.109, 0.19, 0.168, 0.094, 0.172, 0.102, 0.184, 0.093, 0.22]"
46,"[0.103, 0.109, 0.134, 0.101, 0.2, 0.092, 0.093, 0.136, 0.183, 0.102]"
47,"[0.232, 0.109, 0.235, 0.153, 0.094, 0.154, 0.102, 0.192, 0.093, 0.217]"
48,"[0.103, 0.113, 0.104, 0.101, 0.2, 0.092, 0.093, 0.127, 0.191, 0.102]"
49,"[0.24, 0.109, 0.239, 0.169, 0.094, 0.149, 0.102, 0.191, 0.093, 0.224]"
50,"[0.103, 0.107, 0.104, 0.101, 0.241, 0.092, 0.093, 0.134, 0.191, 0.102]"
51,"[0.24, 0.109, 0.245, 0.191, 0.094, 0.163, 0.102, 0.216, 0.093, 0.219]"
52,"[0.103, 0.107, 0.104, 0.101, 0.251, 0.092, 0.093, 0.19, 0.192, 0.102]"
53,"[0.179, 0.118, 0.249, 0.104, 0.094, 0.235, 0.102, 0.202, 0.093, 0.22]"
54,"[0.103, 0.107, 0.104, 0.101, 0.265, 0.092, 0.093, 0.208, 0.201, 0.102]"
55,"[0.171, 0.109, 0.236, 0.101, 0.094, 0.264, 0.102, 0.195, 0.093, 0.25]"
56,"[0.103, 0.107, 0.104, 0.101, 0.262, 0.092, 0.093, 0.205, 0.211, 0.102]"
57,"[0.103, 0.107, 0.244, 0.101, 0.094, 0.288, 0.102, 0.123, 0.093, 0.253]"
58,"[0.103, 0.107, 0.104, 0.101, 0.264, 0.092, 0.093, 0.233, 0.23, 0.102]"
59,"[0.103, 0.109, 0.247, 0.101, 0.094, 0.363, 0.102, 0.102, 0.093, 0.245]"
60,"[0.103, 0.109, 0.104, 0.101, 0.277, 0.092, 0.111, 0.265, 0.282, 0.102]"
61,"[0.103, 0.109, 0.237, 0.101, 0.094, 0.374, 0.102, 0.102, 0.093, 0.286]"
62,"[0.103, 0.107, 0.104, 0.101, 0.273, 0.092, 0.159, 0.209, 0.287, 0.102]"
63,"[0.103, 0.136, 0.191, 0.101, 0.094, 0.292, 0.102, 0.102, 0.093, 0.259]"
64,"[0.103, 0.107, 0.104, 0.101, 0.265, 0.092, 0.22, 0.196, 0.244, 0.102]"
65,"[0.103, 0.109, 0.211, 0.101, 0.094, 0.173, 0.102, 0.102, 0.093, 0.177]"
66,"[0.103, 0.107, 0.104, 0.101, 0.232, 0.092, 0.189, 0.202, 0.186, 0.102]"
67,"[0.103, 0.109, 0.227, 0.101, 0.094, 0.154, 0.102, 0.102, 0.093, 0.128]"
68,"[0.103, 0.107, 0.104, 0.101, 0.164, 0.092, 0.187, 0.203, 0.184, 0.102]"
69,"[0.103, 0.109, 0.102, 0.101, 0.094, 0.098, 0.102, 0.102, 0.093, 0.104]"
70,"[0.103, 0.107, 0.104, 0.101, 0.147, 0.092, 0.184, 0.205, 0.162, 0.102]"
71,"[0.103, 0.107, 0.091, 0.101, 0.094, 0.092, 0.102, 0.102, 0.093, 0.104]"
72,"[0.103, 0.109, 0.104, 0.101, 0.15, 0.092, 0.17, 0.169, 0.171, 0.102]"
73,"[0.103, 0.109, 0.087, 0.101, 0.094, 0.092, 0.102, 0.102, 0.093, 0.112]"
