eigenvector_centrality,[0]
0,"[0.164, 0.086, 0.108, 0.151, 0.094, 0.103, 0.093, 0.098, 0.103, 0.079]"
1,"[0.129, 0.086, 0.131, 0.122, 0.11, 0.161, 0.093, 0.086, 0.103, 0.12]"
2,"[0.102, 0.105, 0.135, 0.097, 0.197, 0.106, 0.182, 0.085, 0.181, 0.176]"
3,"[0.095, 0.138, 0.17, 0.122, 0.101, 0.204, 0.089, 0.19, 0.21, 0.226]"
4,"[0.231, 0.165, 0.123, 0.123, 0.217, 0.102, 0.13, 0.18, 0.131, 0.14]"
5,"[0.122, 0.208, 0.252, 0.196, 0.201, 0.183, 0.118, 0.27, 0.226, 0.159]"
6,"[0.18, 0.314, 0.12, 0.246, 0.186, 0.211, 0.341, 0.19, 0.358, 0.202]"
7,"[0.259, 0.359, 0.298, 0.255, 0.208, 0.2, 0.287, 0.38, 0.306, 0.303]"
8,"[0.423, 0.495, 0.202, 0.235, 0.385, 0.347, 0.255, 0.264, 0.452, 0.211]"
9,"[0.179, 0.383, 0.456, 0.351, 0.202, 0.322, 0.28, 0.356, 0.385, 0.423]"
10,"[0.361, 0.345, 0.32, 0.308, 0.396, 0.359, 0.303, 0.125, 0.406, 0.38]"
11,"[0.174, 0.31, 0.391, 0.358, 0.283, 0.254, 0.297, 0.393, 0.405, 0.39]"
12,"[0.378, 0.336, 0.349, 0.296, 0.408, 0.416, 0.396, 0.113, 0.428, 0.364]"
13,"[0.291, 0.367, 0.349, 0.37, 0.317, 0.306, 0.225, 0.413, 0.35, 0.487]"
14,"[0.408, 0.355, 0.378, 0.212, 0.392, 0.393, 0.45, 0.139, 0.344, 0.465]"
15,"[0.206, 0.408, 0.338, 0.371, 0.38, 0.385, 0.264, 0.432, 0.24, 0.494]"
16,"[0.517, 0.376, 0.307, 0.192, 0.342, 0.402, 0.461, 0.231, 0.384, 0.389]"
17,"[0.33, 0.405, 0.481, 0.485, 0.404, 0.418, 0.315, 0.423, 0.249, 0.471]"
18,"[0.447, 0.368, 0.346, 0.278, 0.321, 0.349, 0.445, 0.259, 0.402, 0.41]"
19,"[0.441, 0.423, 0.424, 0.438, 0.436, 0.43, 0.348, 0.432, 0.282, 0.393]"
20,"[0.389, 0.37, 0.401, 0.322, 0.422, 0.331, 0.426, 0.325, 0.373, 0.344]"
21,"[0.474, 0.419, 0.403, 0.373, 0.482, 0.462, 0.371, 0.374, 0.294, 0.369]"
22,"[0.349, 0.38, 0.486, 0.395, 0.493, 0.384, 0.429, 0.378, 0.365, 0.393]"
23,"[0.423, 0.427, 0.367, 0.335, 0.42, 0.479, 0.367, 0.366, 0.344, 0.407]"
24,"[0.329, 0.388, 0.459, 0.434, 0.432, 0.394, 0.465, 0.427, 0.373, 0.433]"
25,"[0.407, 0.427, 0.347, 0.319, 0.42, 0.361, 0.396, 0.334, 0.367, 0.428]"
26,"[0.306, 0.378, 0.436, 0.451, 0.414, 0.35, 0.378, 0.453, 0.398, 0.492]"
27,"[0.434, 0.346, 0.232, 0.239, 0.385, 0.366, 0.343, 0.256, 0.385, 0.462]"
28,"[0.329, 0.473, 0.452, 0.451, 0.351, 0.421, 0.315, 0.485, 0.274, 0.322]"
29,"[0.519, 0.306, 0.313, 0.252, 0.473, 0.404, 0.396, 0.221, 0.408, 0.53]"
30,"[0.333, 0.504, 0.51, 0.465, 0.269, 0.516, 0.325, 0.437, 0.303, 0.342]"
31,"[0.503, 0.306, 0.291, 0.243, 0.474, 0.452, 0.471, 0.217, 0.384, 0.512]"
32,"[0.269, 0.518, 0.496, 0.506, 0.25, 0.529, 0.346, 0.474, 0.248, 0.426]"
33,"[0.454, 0.301, 0.24, 0.231, 0.462, 0.433, 0.424, 0.216, 0.467, 0.495]"
34,"[0.341, 0.495, 0.445, 0.466, 0.236, 0.41, 0.337, 0.489, 0.23, 0.449]"
35,"[0.44, 0.427, 0.427, 0.263, 0.481, 0.544, 0.41, 0.233, 0.507, 0.45]"
36,"[0.472, 0.479, 0.432, 0.434, 0.254, 0.368, 0.532, 0.445, 0.302, 0.572]"
37,"[0.435, 0.595, 0.54, 0.455, 0.515, 0.597, 0.369, 0.351, 0.436, 0.328]"
38,"[0.583, 0.441, 0.403, 0.38, 0.454, 0.41, 0.567, 0.448, 0.452, 0.533]"
39,"[0.426, 0.548, 0.57, 0.563, 0.477, 0.58, 0.376, 0.47, 0.272, 0.413]"
40,"[0.581, 0.429, 0.408, 0.343, 0.514, 0.454, 0.532, 0.313, 0.515, 0.505]"
41,"[0.412, 0.511, 0.561, 0.528, 0.334, 0.564, 0.396, 0.467, 0.298, 0.511]"
42,"[0.54, 0.484, 0.435, 0.36, 0.48, 0.48, 0.458, 0.288, 0.437, 0.526]"
43,"[0.418, 0.556, 0.559, 0.506, 0.331, 0.56, 0.421, 0.463, 0.326, 0.539]"
44,"[0.558, 0.486, 0.491, 0.418, 0.502, 0.487, 0.549, 0.39, 0.449, 0.575]"
45,"[0.447, 0.58, 0.574, 0.558, 0.373, 0.558, 0.429, 0.485, 0.368, 0.518]"
46,"[0.557, 0.475, 0.485, 0.432, 0.539, 0.496, 0.566, 0.348, 0.526, 0.526]"
47,"[0.461, 0.527, 0.555, 0.565, 0.352, 0.403, 0.402, 0.538, 0.389, 0.491]"
48,"[0.482, 0.478, 0.503, 0.436, 0.531, 0.51, 0.563, 0.382, 0.533, 0.356]"
49,"[0.538, 0.364, 0.392, 0.457, 0.411, 0.357, 0.397, 0.485, 0.447, 0.511]"
50,"[0.354, 0.494, 0.525, 0.523, 0.358, 0.534, 0.553, 0.433, 0.334, 0.325]"
51,"[0.532, 0.342, 0.34, 0.307, 0.417, 0.372, 0.421, 0.327, 0.4, 0.521]"
52,"[0.348, 0.455, 0.502, 0.497, 0.337, 0.535, 0.509, 0.383, 0.322, 0.34]"
53,"[0.488, 0.354, 0.346, 0.306, 0.335, 0.389, 0.455, 0.321, 0.333, 0.454]"
54,"[0.349, 0.376, 0.471, 0.421, 0.335, 0.511, 0.461, 0.389, 0.33, 0.4]"
55,"[0.416, 0.384, 0.379, 0.313, 0.325, 0.428, 0.503, 0.319, 0.315, 0.437]"
56,"[0.366, 0.364, 0.417, 0.397, 0.346, 0.493, 0.459, 0.364, 0.336, 0.473]"
57,"[0.35, 0.456, 0.416, 0.341, 0.321, 0.506, 0.546, 0.326, 0.328, 0.479]"
58,"[0.38, 0.381, 0.397, 0.387, 0.366, 0.445, 0.534, 0.359, 0.343, 0.53]"
59,"[0.363, 0.519, 0.453, 0.362, 0.331, 0.553, 0.486, 0.337, 0.342, 0.512]"
60,"[0.454, 0.408, 0.426, 0.397, 0.378, 0.473, 0.565, 0.358, 0.337, 0.589]"
61,"[0.45, 0.509, 0.486, 0.385, 0.38, 0.553, 0.441, 0.335, 0.357, 0.506]"
62,"[0.491, 0.405, 0.472, 0.417, 0.387, 0.523, 0.499, 0.384, 0.337, 0.548]"
63,"[0.515, 0.488, 0.469, 0.388, 0.407, 0.546, 0.43, 0.326, 0.374, 0.51]"
64,"[0.482, 0.458, 0.498, 0.457, 0.402, 0.515, 0.464, 0.398, 0.353, 0.479]"
65,"[0.498, 0.441, 0.428, 0.373, 0.418, 0.503, 0.482, 0.324, 0.374, 0.483]"
66,"[0.446, 0.47, 0.499, 0.459, 0.376, 0.544, 0.424, 0.394, 0.34, 0.455]"
67,"[0.506, 0.423, 0.419, 0.348, 0.439, 0.479, 0.496, 0.321, 0.377, 0.485]"
68,"[0.45, 0.467, 0.5, 0.463, 0.364, 0.546, 0.409, 0.402, 0.336, 0.431]"
69,"[0.5, 0.434, 0.443, 0.367, 0.394, 0.503, 0.456, 0.32, 0.341, 0.485]"
70,"[0.469, 0.43, 0.479, 0.432, 0.381, 0.518, 0.421, 0.366, 0.344, 0.435]"
71,"[0.484, 0.468, 0.469, 0.384, 0.313, 0.557, 0.395, 0.34, 0.289, 0.408]"
72,"[0.511, 0.396, 0.457, 0.426, 0.402, 0.508, 0.451, 0.323, 0.368, 0.479]"
73,"[0.45, 0.536, 0.521, 0.427, 0.334, 0.575, 0.397, 0.378, 0.314, 0.404]"
74,"[0.534, 0.41, 0.459, 0.421, 0.435, 0.527, 0.534, 0.332, 0.408, 0.568]"
75,"[0.453, 0.529, 0.495, 0.425, 0.352, 0.543, 0.42, 0.386, 0.308, 0.483]"
76,"[0.468, 0.466, 0.476, 0.436, 0.423, 0.529, 0.475, 0.329, 0.399, 0.51]"
77,"[0.477, 0.49, 0.46, 0.4, 0.376, 0.481, 0.428, 0.376, 0.319, 0.53]"
78,"[0.431, 0.474, 0.473, 0.414, 0.425, 0.53, 0.467, 0.346, 0.385, 0.467]"
79,"[0.459, 0.443, 0.436, 0.394, 0.373, 0.448, 0.455, 0.359, 0.33, 0.537]"
80,"[0.435, 0.473, 0.449, 0.393, 0.417, 0.531, 0.431, 0.353, 0.369, 0.442]"
81,"[0.433, 0.439, 0.437, 0.394, 0.369, 0.466, 0.398, 0.351, 0.314, 0.501]"
82,"[0.446, 0.415, 0.418, 0.374, 0.41, 0.494, 0.432, 0.337, 0.374, 0.436]"
83,"[0.421, 0.462, 0.435, 0.386, 0.333, 0.49, 0.346, 0.357, 0.298, 0.45]"
84,"[0.445, 0.36, 0.401, 0.359, 0.417, 0.456, 0.445, 0.322, 0.389, 0.44]"
85,"[0.403, 0.449, 0.438, 0.38, 0.315, 0.498, 0.329, 0.363, 0.286, 0.385]"
86,"[0.445, 0.347, 0.398, 0.345, 0.431, 0.477, 0.443, 0.318, 0.402, 0.445]"
87,"[0.409, 0.447, 0.449, 0.386, 0.309, 0.488, 0.326, 0.366, 0.282, 0.396]"
88,"[0.466, 0.388, 0.437, 0.353, 0.437, 0.523, 0.462, 0.317, 0.404, 0.423]"
89,"[0.42, 0.445, 0.429, 0.378, 0.326, 0.475, 0.4, 0.374, 0.287, 0.476]"
90,"[0.431, 0.443, 0.458, 0.385, 0.412, 0.498, 0.464, 0.326, 0.383, 0.416]"
91,"[0.47, 0.437, 0.407, 0.355, 0.358, 0.46, 0.443, 0.335, 0.319, 0.48]"
92,"[0.399, 0.452, 0.454, 0.411, 0.38, 0.494, 0.416, 0.345, 0.356, 0.407]"
