eigenvector_centrality,[3 4]
88,"[0.186, 0.259, 0.196, 0.303, 0.103, 0.108, 0.095, 0.16, 0.109, 0.17]"
89,"[0.206, 0.112, 0.199, 0.215, 0.103, 0.238, 0.095, 0.164, 0.215, 0.177]"
90,"[0.19, 0.256, 0.225, 0.351, 0.103, 0.108, 0.095, 0.166, 0.109, 0.172]"
91,"[0.211, 0.112, 0.195, 0.196, 0.103, 0.228, 0.095, 0.144, 0.22, 0.176]"
92,"[0.203, 0.233, 0.236, 0.308, 0.103, 0.108, 0.095, 0.173, 0.109, 0.175]"
93,"[0.207, 0.112, 0.198, 0.191, 0.103, 0.22, 0.095, 0.128, 0.248, 0.176]"
94,"[0.207, 0.217, 0.233, 0.213, 0.103, 0.108, 0.095, 0.153, 0.109, 0.181]"
95,"[0.209, 0.112, 0.2, 0.197, 0.103, 0.218, 0.095, 0.101, 0.258, 0.176]"
96,"[0.214, 0.21, 0.229, 0.19, 0.103, 0.108, 0.095, 0.142, 0.109, 0.179]"
97,"[0.209, 0.112, 0.2, 0.227, 0.103, 0.217, 0.095, 0.095, 0.239, 0.174]"
98,"[0.215, 0.179, 0.225, 0.322, 0.103, 0.108, 0.095, 0.138, 0.109, 0.175]"
99,"[0.205, 0.112, 0.195, 0.256, 0.103, 0.227, 0.095, 0.104, 0.23, 0.175]"
