eigenvector_centrality,[2 3]
0,"[0.116, 0.093, 0.116, 0.126, 0.091, 0.099, 0.109, 0.094, 0.137, 0.177]"
1,"[0.106, 0.093, 0.083, 0.152, 0.083, 0.108, 0.11, 0.113, 0.148, 0.103]"
2,"[0.164, 0.145, 0.289, 0.114, 0.161, 0.212, 0.163, 0.092, 0.106, 0.103]"
3,"[0.172, 0.199, 0.184, 0.097, 0.227, 0.229, 0.175, 0.092, 0.195, 0.168]"
4,"[0.233, 0.241, 0.201, 0.196, 0.134, 0.199, 0.202, 0.256, 0.293, 0.269]"
5,"[0.29, 0.28, 0.205, 0.219, 0.228, 0.295, 0.344, 0.242, 0.223, 0.31]"
6,"[0.316, 0.328, 0.284, 0.243, 0.2, 0.35, 0.292, 0.395, 0.343, 0.3]"
7,"[0.424, 0.399, 0.323, 0.28, 0.317, 0.392, 0.357, 0.382, 0.336, 0.289]"
8,"[0.383, 0.397, 0.28, 0.199, 0.268, 0.401, 0.378, 0.31, 0.363, 0.253]"
9,"[0.317, 0.415, 0.319, 0.255, 0.295, 0.394, 0.269, 0.397, 0.331, 0.262]"
10,"[0.239, 0.246, 0.37, 0.159, 0.4, 0.361, 0.166, 0.256, 0.376, 0.271]"
11,"[0.326, 0.373, 0.336, 0.358, 0.263, 0.262, 0.338, 0.399, 0.334, 0.314]"
12,"[0.261, 0.286, 0.359, 0.145, 0.454, 0.37, 0.141, 0.224, 0.384, 0.327]"
13,"[0.437, 0.349, 0.421, 0.386, 0.198, 0.303, 0.27, 0.4, 0.33, 0.345]"
14,"[0.353, 0.321, 0.373, 0.198, 0.398, 0.452, 0.317, 0.294, 0.334, 0.469]"
15,"[0.42, 0.351, 0.411, 0.365, 0.238, 0.402, 0.23, 0.403, 0.418, 0.246]"
16,"[0.507, 0.341, 0.435, 0.228, 0.453, 0.458, 0.398, 0.41, 0.318, 0.427]"
17,"[0.341, 0.339, 0.379, 0.375, 0.352, 0.45, 0.226, 0.449, 0.423, 0.361]"
18,"[0.491, 0.372, 0.393, 0.361, 0.479, 0.406, 0.3, 0.401, 0.38, 0.465]"
19,"[0.411, 0.402, 0.354, 0.402, 0.366, 0.419, 0.3, 0.483, 0.457, 0.389]"
20,"[0.458, 0.419, 0.398, 0.399, 0.449, 0.439, 0.434, 0.415, 0.436, 0.487]"
21,"[0.428, 0.47, 0.368, 0.429, 0.403, 0.43, 0.378, 0.506, 0.422, 0.434]"
22,"[0.464, 0.452, 0.398, 0.434, 0.411, 0.42, 0.421, 0.48, 0.462, 0.465]"
23,"[0.438, 0.551, 0.425, 0.433, 0.495, 0.431, 0.396, 0.52, 0.339, 0.47]"
24,"[0.485, 0.462, 0.435, 0.494, 0.351, 0.462, 0.452, 0.469, 0.404, 0.467]"
25,"[0.447, 0.549, 0.444, 0.522, 0.448, 0.476, 0.505, 0.514, 0.354, 0.439]"
26,"[0.507, 0.524, 0.526, 0.522, 0.393, 0.484, 0.43, 0.514, 0.361, 0.475]"
27,"[0.474, 0.54, 0.474, 0.461, 0.563, 0.412, 0.368, 0.369, 0.442, 0.471]"
28,"[0.503, 0.522, 0.295, 0.344, 0.487, 0.4, 0.397, 0.358, 0.456, 0.404]"
29,"[0.437, 0.475, 0.429, 0.497, 0.369, 0.433, 0.349, 0.361, 0.443, 0.397]"
30,"[0.48, 0.46, 0.269, 0.334, 0.405, 0.412, 0.382, 0.285, 0.427, 0.357]"
31,"[0.263, 0.462, 0.405, 0.505, 0.362, 0.478, 0.478, 0.391, 0.404, 0.378]"
32,"[0.445, 0.443, 0.161, 0.335, 0.429, 0.294, 0.423, 0.348, 0.246, 0.394]"
33,"[0.15, 0.45, 0.351, 0.516, 0.373, 0.462, 0.416, 0.34, 0.424, 0.329]"
34,"[0.476, 0.227, 0.129, 0.362, 0.581, 0.228, 0.379, 0.34, 0.272, 0.366]"
35,"[0.126, 0.417, 0.254, 0.524, 0.383, 0.399, 0.28, 0.162, 0.45, 0.269]"
36,"[0.43, 0.196, 0.103, 0.315, 0.304, 0.198, 0.392, 0.324, 0.253, 0.328]"
37,"[0.115, 0.405, 0.217, 0.487, 0.305, 0.385, 0.249, 0.152, 0.259, 0.28]"
38,"[0.389, 0.178, 0.094, 0.34, 0.215, 0.168, 0.408, 0.277, 0.28, 0.133]"
39,"[0.117, 0.332, 0.161, 0.242, 0.23, 0.3, 0.184, 0.145, 0.172, 0.194]"
40,"[0.217, 0.164, 0.094, 0.262, 0.26, 0.173, 0.343, 0.266, 0.299, 0.157]"
41,"[0.141, 0.297, 0.145, 0.177, 0.315, 0.234, 0.164, 0.153, 0.16, 0.149]"
42,"[0.17, 0.14, 0.094, 0.084, 0.264, 0.162, 0.165, 0.25, 0.304, 0.138]"
43,"[0.111, 0.298, 0.113, 0.081, 0.32, 0.145, 0.199, 0.153, 0.165, 0.172]"
44,"[0.162, 0.139, 0.094, 0.081, 0.258, 0.145, 0.182, 0.235, 0.315, 0.132]"
45,"[0.105, 0.283, 0.122, 0.081, 0.263, 0.117, 0.304, 0.149, 0.145, 0.157]"
46,"[0.177, 0.139, 0.094, 0.083, 0.265, 0.142, 0.193, 0.229, 0.323, 0.129]"
47,"[0.1, 0.278, 0.127, 0.081, 0.258, 0.12, 0.324, 0.14, 0.144, 0.19]"
48,"[0.186, 0.137, 0.094, 0.081, 0.335, 0.13, 0.175, 0.222, 0.334, 0.129]"
49,"[0.106, 0.286, 0.113, 0.081, 0.232, 0.138, 0.331, 0.151, 0.144, 0.218]"
50,"[0.223, 0.153, 0.12, 0.081, 0.336, 0.121, 0.131, 0.252, 0.335, 0.148]"
51,"[0.1, 0.287, 0.094, 0.081, 0.204, 0.209, 0.265, 0.141, 0.146, 0.231]"
52,"[0.208, 0.15, 0.149, 0.081, 0.345, 0.116, 0.129, 0.252, 0.324, 0.146]"
53,"[0.095, 0.294, 0.094, 0.081, 0.2, 0.244, 0.229, 0.148, 0.155, 0.235]"
54,"[0.175, 0.148, 0.164, 0.081, 0.29, 0.113, 0.229, 0.241, 0.322, 0.139]"
55,"[0.098, 0.306, 0.094, 0.081, 0.207, 0.199, 0.218, 0.14, 0.136, 0.252]"
56,"[0.154, 0.136, 0.186, 0.081, 0.327, 0.108, 0.263, 0.25, 0.297, 0.147]"
57,"[0.092, 0.296, 0.094, 0.081, 0.223, 0.177, 0.189, 0.126, 0.14, 0.248]"
58,"[0.122, 0.143, 0.166, 0.081, 0.29, 0.112, 0.263, 0.247, 0.288, 0.158]"
59,"[0.094, 0.288, 0.127, 0.081, 0.235, 0.143, 0.173, 0.146, 0.148, 0.266]"
60,"[0.149, 0.136, 0.094, 0.081, 0.327, 0.108, 0.263, 0.255, 0.26, 0.159]"
61,"[0.096, 0.3, 0.199, 0.081, 0.271, 0.184, 0.177, 0.127, 0.133, 0.27]"
62,"[0.139, 0.139, 0.094, 0.081, 0.339, 0.11, 0.259, 0.245, 0.264, 0.156]"
63,"[0.091, 0.309, 0.199, 0.081, 0.271, 0.202, 0.159, 0.144, 0.133, 0.289]"
64,"[0.16, 0.131, 0.094, 0.081, 0.341, 0.103, 0.245, 0.231, 0.27, 0.141]"
65,"[0.09, 0.31, 0.152, 0.081, 0.271, 0.21, 0.197, 0.153, 0.131, 0.295]"
66,"[0.186, 0.132, 0.094, 0.081, 0.336, 0.114, 0.246, 0.265, 0.266, 0.166]"
67,"[0.094, 0.321, 0.098, 0.081, 0.263, 0.241, 0.23, 0.159, 0.136, 0.323]"
68,"[0.203, 0.138, 0.177, 0.081, 0.335, 0.128, 0.206, 0.268, 0.277, 0.181]"
69,"[0.106, 0.32, 0.094, 0.081, 0.269, 0.221, 0.226, 0.161, 0.136, 0.307]"
70,"[0.222, 0.142, 0.257, 0.081, 0.328, 0.14, 0.189, 0.27, 0.292, 0.179]"
71,"[0.109, 0.317, 0.105, 0.081, 0.275, 0.22, 0.211, 0.151, 0.148, 0.3]"
72,"[0.223, 0.141, 0.249, 0.081, 0.311, 0.141, 0.177, 0.263, 0.304, 0.175]"
73,"[0.106, 0.309, 0.116, 0.081, 0.27, 0.225, 0.253, 0.153, 0.149, 0.296]"
74,"[0.251, 0.141, 0.273, 0.081, 0.33, 0.145, 0.174, 0.268, 0.296, 0.18]"
75,"[0.104, 0.31, 0.111, 0.081, 0.263, 0.236, 0.278, 0.151, 0.149, 0.294]"
76,"[0.241, 0.14, 0.313, 0.081, 0.334, 0.146, 0.179, 0.27, 0.294, 0.177]"
77,"[0.1, 0.322, 0.146, 0.081, 0.259, 0.223, 0.211, 0.151, 0.148, 0.289]"
78,"[0.235, 0.141, 0.284, 0.081, 0.326, 0.141, 0.177, 0.265, 0.278, 0.17]"
79,"[0.096, 0.323, 0.156, 0.081, 0.27, 0.21, 0.26, 0.147, 0.146, 0.294]"
80,"[0.234, 0.141, 0.229, 0.081, 0.335, 0.137, 0.178, 0.262, 0.261, 0.168]"
81,"[0.096, 0.325, 0.204, 0.081, 0.267, 0.222, 0.229, 0.148, 0.144, 0.279]"
82,"[0.217, 0.133, 0.197, 0.081, 0.343, 0.132, 0.18, 0.264, 0.262, 0.154]"
83,"[0.093, 0.329, 0.179, 0.081, 0.263, 0.222, 0.204, 0.15, 0.144, 0.305]"
84,"[0.228, 0.134, 0.216, 0.081, 0.342, 0.13, 0.185, 0.272, 0.267, 0.167]"
85,"[0.094, 0.333, 0.123, 0.081, 0.265, 0.195, 0.243, 0.149, 0.148, 0.307]"
86,"[0.216, 0.134, 0.272, 0.081, 0.35, 0.13, 0.199, 0.268, 0.281, 0.17]"
87,"[0.089, 0.33, 0.096, 0.081, 0.266, 0.188, 0.253, 0.148, 0.148, 0.317]"
88,"[0.227, 0.134, 0.277, 0.081, 0.352, 0.128, 0.208, 0.27, 0.287, 0.172]"
89,"[0.088, 0.338, 0.126, 0.081, 0.271, 0.192, 0.212, 0.153, 0.149, 0.301]"
90,"[0.222, 0.135, 0.24, 0.081, 0.344, 0.118, 0.177, 0.266, 0.296, 0.156]"
91,"[0.084, 0.336, 0.124, 0.081, 0.255, 0.198, 0.233, 0.149, 0.143, 0.312]"
92,"[0.219, 0.139, 0.248, 0.081, 0.361, 0.124, 0.183, 0.277, 0.276, 0.173]"
93,"[0.083, 0.33, 0.266, 0.081, 0.252, 0.2, 0.213, 0.148, 0.159, 0.273]"
94,"[0.211, 0.137, 0.131, 0.081, 0.357, 0.12, 0.175, 0.251, 0.287, 0.155]"
95,"[0.082, 0.312, 0.28, 0.081, 0.241, 0.178, 0.22, 0.148, 0.153, 0.277]"
96,"[0.183, 0.137, 0.148, 0.081, 0.35, 0.115, 0.197, 0.263, 0.277, 0.157]"
97,"[0.084, 0.304, 0.239, 0.081, 0.241, 0.171, 0.2, 0.145, 0.148, 0.245]"
98,"[0.17, 0.135, 0.274, 0.081, 0.36, 0.118, 0.205, 0.234, 0.273, 0.166]"
99,"[0.083, 0.302, 0.242, 0.081, 0.252, 0.164, 0.164, 0.148, 0.153, 0.275]"
