eigenvector_centrality,[7 0]
26,"[0.587, 0.36, 0.514, 0.495, 0.43, 0.499, 0.476, 0.534, 0.458, 0.495]"
27,"[0.593, 0.43, 0.431, 0.438, 0.459, 0.492, 0.511, 0.548, 0.444, 0.474]"
28,"[0.52, 0.38, 0.477, 0.418, 0.436, 0.506, 0.4, 0.434, 0.416, 0.421]"
29,"[0.491, 0.349, 0.333, 0.476, 0.329, 0.44, 0.453, 0.466, 0.358, 0.382]"
30,"[0.462, 0.356, 0.431, 0.36, 0.374, 0.47, 0.311, 0.37, 0.381, 0.41]"
31,"[0.45, 0.289, 0.259, 0.354, 0.277, 0.281, 0.322, 0.497, 0.329, 0.319]"
32,"[0.424, 0.296, 0.366, 0.283, 0.276, 0.4, 0.23, 0.344, 0.277, 0.353]"
33,"[0.417, 0.237, 0.222, 0.321, 0.248, 0.211, 0.234, 0.474, 0.273, 0.26]"
34,"[0.431, 0.27, 0.261, 0.223, 0.233, 0.227, 0.221, 0.322, 0.208, 0.267]"
35,"[0.425, 0.241, 0.205, 0.278, 0.23, 0.143, 0.24, 0.502, 0.229, 0.232]"
36,"[0.471, 0.264, 0.252, 0.189, 0.216, 0.205, 0.181, 0.314, 0.225, 0.264]"
37,"[0.34, 0.256, 0.154, 0.284, 0.168, 0.092, 0.235, 0.477, 0.222, 0.219]"
38,"[0.491, 0.255, 0.251, 0.185, 0.209, 0.103, 0.137, 0.322, 0.208, 0.259]"
39,"[0.351, 0.258, 0.132, 0.274, 0.147, 0.09, 0.2, 0.504, 0.204, 0.214]"
40,"[0.506, 0.251, 0.242, 0.178, 0.192, 0.096, 0.131, 0.344, 0.209, 0.26]"
41,"[0.35, 0.259, 0.137, 0.273, 0.144, 0.09, 0.183, 0.513, 0.199, 0.208]"
42,"[0.482, 0.252, 0.229, 0.171, 0.189, 0.098, 0.137, 0.349, 0.215, 0.267]"
43,"[0.326, 0.264, 0.149, 0.276, 0.145, 0.09, 0.172, 0.466, 0.21, 0.203]"
44,"[0.469, 0.251, 0.216, 0.171, 0.197, 0.102, 0.142, 0.376, 0.21, 0.271]"
45,"[0.313, 0.272, 0.159, 0.277, 0.154, 0.09, 0.175, 0.44, 0.224, 0.207]"
46,"[0.456, 0.26, 0.218, 0.179, 0.213, 0.105, 0.166, 0.373, 0.207, 0.266]"
47,"[0.281, 0.274, 0.194, 0.277, 0.166, 0.091, 0.178, 0.443, 0.231, 0.202]"
48,"[0.444, 0.26, 0.2, 0.198, 0.229, 0.115, 0.202, 0.356, 0.227, 0.285]"
49,"[0.283, 0.28, 0.208, 0.277, 0.178, 0.091, 0.176, 0.428, 0.243, 0.216]"
50,"[0.411, 0.273, 0.201, 0.234, 0.23, 0.112, 0.226, 0.339, 0.223, 0.28]"
51,"[0.288, 0.281, 0.236, 0.275, 0.187, 0.091, 0.178, 0.414, 0.242, 0.211]"
52,"[0.384, 0.285, 0.18, 0.258, 0.223, 0.132, 0.243, 0.307, 0.207, 0.285]"
53,"[0.29, 0.293, 0.221, 0.251, 0.192, 0.091, 0.159, 0.404, 0.26, 0.212]"
54,"[0.279, 0.283, 0.172, 0.266, 0.189, 0.135, 0.241, 0.287, 0.182, 0.285]"
55,"[0.312, 0.288, 0.219, 0.201, 0.189, 0.091, 0.142, 0.418, 0.259, 0.237]"
56,"[0.271, 0.293, 0.159, 0.282, 0.157, 0.129, 0.235, 0.345, 0.175, 0.266]"
57,"[0.264, 0.258, 0.217, 0.178, 0.171, 0.09, 0.129, 0.305, 0.261, 0.278]"
58,"[0.244, 0.305, 0.159, 0.278, 0.134, 0.098, 0.204, 0.306, 0.182, 0.265]"
59,"[0.153, 0.257, 0.196, 0.184, 0.159, 0.09, 0.13, 0.226, 0.267, 0.302]"
60,"[0.249, 0.294, 0.166, 0.266, 0.135, 0.098, 0.218, 0.162, 0.18, 0.259]"
61,"[0.13, 0.217, 0.162, 0.176, 0.145, 0.09, 0.136, 0.138, 0.253, 0.283]"
62,"[0.204, 0.289, 0.168, 0.254, 0.13, 0.094, 0.189, 0.196, 0.187, 0.264]"
63,"[0.175, 0.21, 0.147, 0.163, 0.133, 0.09, 0.134, 0.145, 0.23, 0.301]"
64,"[0.197, 0.286, 0.16, 0.249, 0.122, 0.09, 0.157, 0.206, 0.172, 0.265]"
65,"[0.158, 0.198, 0.131, 0.173, 0.118, 0.09, 0.123, 0.112, 0.184, 0.278]"
66,"[0.177, 0.261, 0.143, 0.185, 0.119, 0.09, 0.121, 0.214, 0.142, 0.216]"
67,"[0.149, 0.186, 0.127, 0.18, 0.111, 0.09, 0.116, 0.099, 0.155, 0.225]"
68,"[0.149, 0.243, 0.118, 0.191, 0.118, 0.09, 0.115, 0.29, 0.122, 0.192]"
69,"[0.131, 0.18, 0.121, 0.166, 0.11, 0.09, 0.112, 0.113, 0.137, 0.265]"
70,"[0.132, 0.244, 0.117, 0.168, 0.118, 0.09, 0.114, 0.349, 0.117, 0.168]"
71,"[0.114, 0.156, 0.121, 0.153, 0.11, 0.09, 0.112, 0.178, 0.129, 0.223]"
72,"[0.135, 0.193, 0.111, 0.139, 0.118, 0.09, 0.117, 0.271, 0.103, 0.143]"
73,"[0.115, 0.165, 0.127, 0.151, 0.113, 0.09, 0.11, 0.175, 0.124, 0.142]"
74,"[0.118, 0.168, 0.108, 0.127, 0.116, 0.09, 0.117, 0.248, 0.1, 0.136]"
75,"[0.173, 0.161, 0.131, 0.132, 0.112, 0.09, 0.11, 0.208, 0.122, 0.114]"
76,"[0.116, 0.142, 0.108, 0.113, 0.115, 0.09, 0.116, 0.262, 0.098, 0.12]"
77,"[0.12, 0.149, 0.127, 0.114, 0.112, 0.09, 0.112, 0.164, 0.107, 0.084]"
78,"[0.146, 0.124, 0.109, 0.1, 0.112, 0.09, 0.111, 0.224, 0.093, 0.098]"
79,"[0.218, 0.125, 0.114, 0.097, 0.109, 0.09, 0.111, 0.136, 0.101, 0.084]"
80,"[0.133, 0.131, 0.108, 0.106, 0.11, 0.09, 0.11, 0.224, 0.098, 0.084]"
81,"[0.235, 0.122, 0.116, 0.096, 0.109, 0.09, 0.111, 0.191, 0.102, 0.08]"
82,"[0.127, 0.13, 0.108, 0.1, 0.11, 0.09, 0.11, 0.203, 0.097, 0.083]"
83,"[0.189, 0.117, 0.118, 0.093, 0.109, 0.09, 0.11, 0.296, 0.1, 0.079]"
84,"[0.165, 0.127, 0.108, 0.111, 0.111, 0.09, 0.109, 0.162, 0.093, 0.08]"
85,"[0.144, 0.116, 0.118, 0.093, 0.109, 0.09, 0.109, 0.289, 0.102, 0.079]"
86,"[0.174, 0.124, 0.109, 0.135, 0.109, 0.09, 0.109, 0.149, 0.092, 0.079]"
87,"[0.114, 0.115, 0.124, 0.093, 0.109, 0.09, 0.109, 0.279, 0.108, 0.079]"
88,"[0.316, 0.133, 0.109, 0.138, 0.109, 0.09, 0.11, 0.156, 0.092, 0.079]"
89,"[0.247, 0.114, 0.121, 0.093, 0.109, 0.09, 0.109, 0.245, 0.113, 0.105]"
90,"[0.307, 0.14, 0.109, 0.128, 0.109, 0.09, 0.111, 0.168, 0.092, 0.079]"
91,"[0.244, 0.114, 0.116, 0.093, 0.111, 0.09, 0.109, 0.22, 0.126, 0.112]"
92,"[0.205, 0.128, 0.109, 0.103, 0.109, 0.09, 0.11, 0.272, 0.091, 0.079]"
93,"[0.191, 0.114, 0.153, 0.093, 0.111, 0.09, 0.109, 0.286, 0.142, 0.122]"
94,"[0.182, 0.132, 0.109, 0.155, 0.109, 0.09, 0.11, 0.232, 0.091, 0.079]"
95,"[0.177, 0.114, 0.193, 0.093, 0.114, 0.09, 0.109, 0.199, 0.18, 0.128]"
96,"[0.162, 0.148, 0.109, 0.225, 0.109, 0.09, 0.11, 0.248, 0.091, 0.079]"
97,"[0.249, 0.114, 0.145, 0.093, 0.119, 0.09, 0.109, 0.154, 0.218, 0.221]"
98,"[0.167, 0.161, 0.109, 0.163, 0.109, 0.09, 0.111, 0.218, 0.091, 0.079]"
99,"[0.226, 0.114, 0.147, 0.093, 0.119, 0.09, 0.109, 0.152, 0.15, 0.201]"
