eigenvector_centrality,[4]
0,"[0.103, 0.104, 0.104, 0.101, 0.094, 0.092, 0.103, 0.134, 0.11, 0.1]"
1,"[0.103, 0.107, 0.095, 0.101, 0.094, 0.092, 0.102, 0.115, 0.093, 0.102]"
2,"[0.103, 0.093, 0.104, 0.101, 0.094, 0.092, 0.102, 0.089, 0.07, 0.124]"
3,"[0.103, 0.11, 0.155, 0.101, 0.094, 0.092, 0.102, 0.102, 0.093, 0.102]"
4,"[0.103, 0.107, 0.104, 0.101, 0.094, 0.092, 0.102, 0.102, 0.093, 0.101]"
5,"[0.103, 0.117, 0.112, 0.116, 0.093, 0.099, 0.102, 0.102, 0.093, 0.102]"
6,"[0.103, 0.201, 0.173, 0.116, 0.125, 0.095, 0.132, 0.167, 0.161, 0.115]"
7,"[0.328, 0.297, 0.234, 0.222, 0.113, 0.213, 0.181, 0.165, 0.093, 0.217]"
8,"[0.215, 0.302, 0.331, 0.286, 0.277, 0.351, 0.326, 0.339, 0.407, 0.217]"
9,"[0.533, 0.508, 0.33, 0.492, 0.298, 0.402, 0.386, 0.392, 0.237, 0.452]"
10,"[0.362, 0.443, 0.425, 0.353, 0.423, 0.492, 0.484, 0.452, 0.421, 0.309]"
11,"[0.449, 0.347, 0.332, 0.466, 0.242, 0.549, 0.444, 0.383, 0.216, 0.342]"
12,"[0.369, 0.385, 0.408, 0.337, 0.378, 0.48, 0.483, 0.454, 0.387, 0.299]"
13,"[0.454, 0.372, 0.378, 0.469, 0.318, 0.372, 0.398, 0.387, 0.348, 0.382]"
14,"[0.529, 0.362, 0.368, 0.459, 0.394, 0.423, 0.422, 0.418, 0.374, 0.332]"
15,"[0.477, 0.378, 0.404, 0.456, 0.435, 0.293, 0.429, 0.468, 0.444, 0.365]"
16,"[0.484, 0.401, 0.336, 0.461, 0.389, 0.464, 0.45, 0.42, 0.356, 0.413]"
17,"[0.467, 0.392, 0.366, 0.442, 0.405, 0.324, 0.465, 0.438, 0.39, 0.364]"
18,"[0.451, 0.427, 0.367, 0.443, 0.387, 0.493, 0.461, 0.397, 0.349, 0.386]"
19,"[0.436, 0.377, 0.4, 0.458, 0.347, 0.36, 0.451, 0.411, 0.346, 0.384]"
20,"[0.436, 0.431, 0.321, 0.429, 0.336, 0.516, 0.429, 0.358, 0.318, 0.359]"
21,"[0.437, 0.382, 0.404, 0.465, 0.335, 0.413, 0.408, 0.41, 0.339, 0.352]"
22,"[0.42, 0.425, 0.334, 0.446, 0.304, 0.51, 0.429, 0.38, 0.317, 0.338]"
23,"[0.442, 0.405, 0.391, 0.425, 0.315, 0.467, 0.379, 0.37, 0.349, 0.329]"
24,"[0.44, 0.415, 0.354, 0.495, 0.314, 0.503, 0.415, 0.38, 0.364, 0.302]"
25,"[0.444, 0.427, 0.403, 0.398, 0.367, 0.479, 0.374, 0.377, 0.43, 0.312]"
26,"[0.394, 0.408, 0.372, 0.553, 0.41, 0.487, 0.489, 0.401, 0.368, 0.526]"
27,"[0.479, 0.419, 0.428, 0.388, 0.451, 0.481, 0.387, 0.496, 0.501, 0.331]"
28,"[0.431, 0.386, 0.374, 0.528, 0.429, 0.54, 0.49, 0.464, 0.37, 0.482]"
29,"[0.495, 0.568, 0.401, 0.438, 0.408, 0.396, 0.548, 0.472, 0.466, 0.389]"
30,"[0.416, 0.367, 0.476, 0.426, 0.396, 0.481, 0.395, 0.448, 0.436, 0.435]"
31,"[0.463, 0.439, 0.33, 0.442, 0.337, 0.345, 0.415, 0.393, 0.416, 0.338]"
32,"[0.369, 0.298, 0.414, 0.386, 0.44, 0.356, 0.31, 0.341, 0.404, 0.332]"
33,"[0.341, 0.35, 0.289, 0.358, 0.314, 0.266, 0.375, 0.308, 0.378, 0.252]"
34,"[0.285, 0.239, 0.345, 0.297, 0.467, 0.24, 0.241, 0.302, 0.306, 0.227]"
35,"[0.255, 0.3, 0.24, 0.319, 0.306, 0.23, 0.301, 0.236, 0.275, 0.222]"
36,"[0.235, 0.213, 0.327, 0.237, 0.539, 0.225, 0.208, 0.302, 0.285, 0.188]"
37,"[0.245, 0.284, 0.204, 0.278, 0.302, 0.214, 0.255, 0.219, 0.216, 0.26]"
38,"[0.211, 0.207, 0.308, 0.205, 0.453, 0.224, 0.21, 0.253, 0.263, 0.177]"
39,"[0.248, 0.245, 0.179, 0.255, 0.376, 0.211, 0.242, 0.209, 0.169, 0.247]"
40,"[0.188, 0.189, 0.287, 0.181, 0.375, 0.216, 0.208, 0.239, 0.234, 0.16]"
41,"[0.214, 0.218, 0.118, 0.218, 0.328, 0.202, 0.222, 0.174, 0.123, 0.233]"
