eigenvector_centrality,[5 8]
23,"[0.409, 0.382, 0.447, 0.524, 0.301, 0.499, 0.456, 0.502, 0.319, 0.464]"
24,"[0.331, 0.412, 0.348, 0.505, 0.482, 0.322, 0.473, 0.388, 0.433, 0.355]"
25,"[0.416, 0.384, 0.462, 0.501, 0.335, 0.533, 0.523, 0.494, 0.557, 0.472]"
26,"[0.534, 0.399, 0.501, 0.413, 0.457, 0.495, 0.457, 0.401, 0.487, 0.304]"
27,"[0.441, 0.394, 0.504, 0.48, 0.355, 0.517, 0.499, 0.405, 0.439, 0.401]"
28,"[0.461, 0.348, 0.452, 0.494, 0.396, 0.48, 0.503, 0.365, 0.467, 0.31]"
29,"[0.359, 0.397, 0.462, 0.486, 0.345, 0.57, 0.479, 0.31, 0.416, 0.345]"
30,"[0.436, 0.362, 0.476, 0.447, 0.339, 0.445, 0.433, 0.387, 0.321, 0.288]"
31,"[0.414, 0.396, 0.459, 0.498, 0.398, 0.482, 0.457, 0.327, 0.435, 0.305]"
32,"[0.47, 0.405, 0.48, 0.426, 0.353, 0.475, 0.476, 0.428, 0.307, 0.339]"
33,"[0.427, 0.356, 0.475, 0.514, 0.481, 0.465, 0.496, 0.383, 0.459, 0.305]"
34,"[0.493, 0.37, 0.429, 0.425, 0.446, 0.457, 0.468, 0.446, 0.289, 0.391]"
35,"[0.386, 0.388, 0.53, 0.578, 0.498, 0.418, 0.521, 0.4, 0.432, 0.326]"
36,"[0.418, 0.404, 0.387, 0.426, 0.484, 0.452, 0.406, 0.443, 0.226, 0.49]"
37,"[0.313, 0.383, 0.445, 0.589, 0.511, 0.45, 0.493, 0.41, 0.386, 0.385]"
38,"[0.41, 0.405, 0.405, 0.434, 0.507, 0.439, 0.396, 0.452, 0.168, 0.529]"
39,"[0.265, 0.345, 0.373, 0.548, 0.492, 0.436, 0.406, 0.367, 0.111, 0.41]"
40,"[0.341, 0.344, 0.369, 0.395, 0.469, 0.486, 0.378, 0.391, 0.185, 0.522]"
41,"[0.267, 0.328, 0.362, 0.501, 0.459, 0.419, 0.386, 0.311, 0.109, 0.374]"
42,"[0.28, 0.356, 0.338, 0.364, 0.375, 0.502, 0.383, 0.37, 0.214, 0.469]"
43,"[0.256, 0.345, 0.293, 0.492, 0.457, 0.423, 0.351, 0.292, 0.108, 0.277]"
44,"[0.262, 0.295, 0.328, 0.356, 0.291, 0.398, 0.376, 0.425, 0.286, 0.467]"
45,"[0.266, 0.328, 0.258, 0.432, 0.484, 0.419, 0.292, 0.207, 0.107, 0.225]"
46,"[0.244, 0.206, 0.289, 0.275, 0.228, 0.341, 0.283, 0.381, 0.3, 0.4]"
47,"[0.249, 0.34, 0.23, 0.357, 0.45, 0.378, 0.243, 0.16, 0.107, 0.199]"
48,"[0.227, 0.178, 0.234, 0.211, 0.179, 0.365, 0.234, 0.363, 0.291, 0.336]"
49,"[0.244, 0.301, 0.207, 0.324, 0.406, 0.256, 0.215, 0.158, 0.108, 0.162]"
50,"[0.218, 0.164, 0.218, 0.194, 0.177, 0.329, 0.222, 0.286, 0.33, 0.312]"
51,"[0.227, 0.252, 0.189, 0.242, 0.295, 0.251, 0.207, 0.148, 0.111, 0.131]"
52,"[0.211, 0.147, 0.182, 0.156, 0.16, 0.338, 0.203, 0.256, 0.315, 0.297]"
53,"[0.216, 0.203, 0.17, 0.226, 0.248, 0.226, 0.194, 0.139, 0.117, 0.123]"
54,"[0.211, 0.153, 0.194, 0.163, 0.152, 0.337, 0.2, 0.214, 0.313, 0.326]"
55,"[0.216, 0.223, 0.186, 0.232, 0.217, 0.156, 0.199, 0.129, 0.237, 0.129]"
56,"[0.215, 0.17, 0.182, 0.159, 0.15, 0.348, 0.203, 0.288, 0.33, 0.309]"
57,"[0.216, 0.208, 0.188, 0.227, 0.25, 0.19, 0.195, 0.139, 0.24, 0.138]"
58,"[0.215, 0.17, 0.189, 0.179, 0.159, 0.339, 0.204, 0.243, 0.381, 0.337]"
59,"[0.217, 0.213, 0.195, 0.203, 0.24, 0.297, 0.196, 0.146, 0.205, 0.172]"
60,"[0.214, 0.177, 0.194, 0.168, 0.163, 0.317, 0.211, 0.217, 0.351, 0.349]"
61,"[0.217, 0.223, 0.202, 0.226, 0.206, 0.394, 0.199, 0.16, 0.273, 0.167]"
62,"[0.218, 0.183, 0.189, 0.175, 0.175, 0.314, 0.212, 0.235, 0.338, 0.348]"
63,"[0.22, 0.204, 0.201, 0.191, 0.223, 0.379, 0.2, 0.15, 0.296, 0.169]"
64,"[0.217, 0.178, 0.194, 0.172, 0.163, 0.34, 0.213, 0.201, 0.328, 0.34]"
65,"[0.218, 0.21, 0.198, 0.188, 0.202, 0.351, 0.2, 0.144, 0.313, 0.168]"
66,"[0.22, 0.175, 0.199, 0.166, 0.158, 0.377, 0.207, 0.179, 0.348, 0.316]"
67,"[0.219, 0.215, 0.201, 0.194, 0.197, 0.309, 0.204, 0.153, 0.315, 0.164]"
68,"[0.217, 0.18, 0.193, 0.169, 0.165, 0.368, 0.204, 0.175, 0.35, 0.285]"
69,"[0.218, 0.213, 0.198, 0.199, 0.197, 0.291, 0.201, 0.157, 0.312, 0.177]"
70,"[0.219, 0.182, 0.191, 0.173, 0.166, 0.329, 0.206, 0.183, 0.333, 0.303]"
71,"[0.22, 0.21, 0.201, 0.198, 0.203, 0.275, 0.206, 0.166, 0.29, 0.19]"
72,"[0.222, 0.2, 0.206, 0.177, 0.171, 0.31, 0.212, 0.18, 0.347, 0.288]"
73,"[0.223, 0.215, 0.205, 0.195, 0.188, 0.27, 0.21, 0.177, 0.315, 0.174]"
74,"[0.223, 0.199, 0.198, 0.195, 0.166, 0.325, 0.211, 0.186, 0.333, 0.217]"
75,"[0.226, 0.215, 0.206, 0.198, 0.198, 0.334, 0.209, 0.174, 0.333, 0.164]"
76,"[0.229, 0.203, 0.2, 0.209, 0.188, 0.358, 0.215, 0.215, 0.321, 0.229]"
77,"[0.228, 0.22, 0.215, 0.204, 0.229, 0.391, 0.215, 0.179, 0.306, 0.17]"
78,"[0.239, 0.214, 0.223, 0.228, 0.204, 0.372, 0.226, 0.215, 0.308, 0.27]"
79,"[0.221, 0.228, 0.202, 0.22, 0.243, 0.359, 0.218, 0.182, 0.29, 0.182]"
80,"[0.234, 0.211, 0.222, 0.232, 0.213, 0.372, 0.225, 0.238, 0.321, 0.264]"
81,"[0.237, 0.241, 0.226, 0.226, 0.253, 0.346, 0.226, 0.199, 0.287, 0.229]"
82,"[0.239, 0.225, 0.225, 0.242, 0.223, 0.357, 0.245, 0.25, 0.34, 0.33]"
83,"[0.237, 0.244, 0.222, 0.226, 0.266, 0.348, 0.225, 0.206, 0.291, 0.236]"
84,"[0.237, 0.226, 0.222, 0.237, 0.227, 0.305, 0.246, 0.235, 0.341, 0.3]"
85,"[0.236, 0.232, 0.213, 0.225, 0.25, 0.358, 0.225, 0.206, 0.311, 0.223]"
86,"[0.236, 0.211, 0.226, 0.233, 0.232, 0.285, 0.231, 0.221, 0.332, 0.264]"
87,"[0.231, 0.227, 0.225, 0.219, 0.245, 0.373, 0.224, 0.195, 0.32, 0.224]"
88,"[0.236, 0.217, 0.224, 0.241, 0.23, 0.297, 0.23, 0.223, 0.312, 0.295]"
89,"[0.231, 0.232, 0.22, 0.204, 0.258, 0.382, 0.222, 0.198, 0.342, 0.216]"
90,"[0.239, 0.222, 0.221, 0.238, 0.226, 0.275, 0.229, 0.205, 0.275, 0.29]"
91,"[0.229, 0.22, 0.204, 0.21, 0.234, 0.401, 0.221, 0.192, 0.359, 0.207]"
92,"[0.236, 0.219, 0.221, 0.228, 0.227, 0.289, 0.23, 0.213, 0.287, 0.288]"
93,"[0.234, 0.224, 0.211, 0.205, 0.224, 0.395, 0.226, 0.195, 0.393, 0.179]"
94,"[0.237, 0.214, 0.219, 0.227, 0.219, 0.304, 0.232, 0.203, 0.309, 0.306]"
95,"[0.238, 0.23, 0.206, 0.194, 0.235, 0.361, 0.231, 0.192, 0.369, 0.179]"
96,"[0.236, 0.218, 0.209, 0.215, 0.211, 0.37, 0.23, 0.209, 0.3, 0.297]"
97,"[0.239, 0.233, 0.218, 0.207, 0.229, 0.338, 0.239, 0.199, 0.378, 0.204]"
98,"[0.236, 0.218, 0.214, 0.209, 0.22, 0.37, 0.225, 0.202, 0.295, 0.269]"
99,"[0.231, 0.231, 0.211, 0.222, 0.228, 0.365, 0.236, 0.203, 0.372, 0.209]"
