eigenvector_centrality,[2]
0,"[0.116, 0.093, 0.116, 0.126, 0.091, 0.099, 0.109, 0.094, 0.137, 0.177]"
1,"[0.106, 0.093, 0.083, 0.152, 0.083, 0.108, 0.11, 0.113, 0.148, 0.103]"
2,"[0.164, 0.145, 0.289, 0.114, 0.161, 0.212, 0.163, 0.092, 0.106, 0.103]"
3,"[0.172, 0.199, 0.184, 0.097, 0.227, 0.229, 0.175, 0.092, 0.195, 0.168]"
4,"[0.233, 0.241, 0.201, 0.196, 0.134, 0.199, 0.202, 0.256, 0.293, 0.269]"
5,"[0.29, 0.28, 0.205, 0.219, 0.228, 0.295, 0.344, 0.242, 0.223, 0.31]"
6,"[0.316, 0.328, 0.284, 0.243, 0.2, 0.35, 0.292, 0.395, 0.343, 0.3]"
7,"[0.424, 0.399, 0.323, 0.28, 0.317, 0.392, 0.357, 0.382, 0.336, 0.289]"
8,"[0.383, 0.396, 0.28, 0.199, 0.268, 0.401, 0.378, 0.31, 0.363, 0.253]"
9,"[0.317, 0.415, 0.319, 0.255, 0.295, 0.394, 0.269, 0.397, 0.331, 0.262]"
10,"[0.239, 0.246, 0.37, 0.159, 0.4, 0.361, 0.166, 0.256, 0.376, 0.27]"
11,"[0.326, 0.373, 0.336, 0.358, 0.263, 0.262, 0.338, 0.399, 0.334, 0.314]"
12,"[0.261, 0.286, 0.357, 0.145, 0.454, 0.37, 0.141, 0.224, 0.384, 0.327]"
13,"[0.437, 0.349, 0.421, 0.386, 0.198, 0.303, 0.27, 0.4, 0.33, 0.345]"
14,"[0.353, 0.321, 0.372, 0.198, 0.398, 0.452, 0.317, 0.294, 0.334, 0.47]"
15,"[0.42, 0.351, 0.411, 0.366, 0.238, 0.402, 0.23, 0.403, 0.418, 0.246]"
16,"[0.507, 0.342, 0.435, 0.228, 0.455, 0.458, 0.399, 0.41, 0.318, 0.426]"
17,"[0.341, 0.339, 0.38, 0.375, 0.352, 0.45, 0.226, 0.447, 0.422, 0.361]"
18,"[0.492, 0.372, 0.393, 0.361, 0.479, 0.406, 0.301, 0.401, 0.38, 0.465]"
19,"[0.411, 0.403, 0.353, 0.402, 0.367, 0.418, 0.3, 0.481, 0.456, 0.39]"
20,"[0.459, 0.419, 0.397, 0.399, 0.449, 0.439, 0.434, 0.415, 0.434, 0.488]"
21,"[0.427, 0.469, 0.368, 0.429, 0.402, 0.43, 0.378, 0.505, 0.42, 0.434]"
22,"[0.466, 0.453, 0.399, 0.433, 0.411, 0.419, 0.42, 0.479, 0.462, 0.468]"
23,"[0.438, 0.551, 0.426, 0.433, 0.496, 0.43, 0.396, 0.519, 0.339, 0.469]"
24,"[0.481, 0.462, 0.435, 0.496, 0.351, 0.463, 0.451, 0.466, 0.405, 0.466]"
25,"[0.448, 0.548, 0.443, 0.389, 0.444, 0.476, 0.503, 0.514, 0.354, 0.439]"
26,"[0.508, 0.523, 0.526, 0.417, 0.37, 0.483, 0.346, 0.527, 0.354, 0.481]"
27,"[0.458, 0.522, 0.462, 0.364, 0.492, 0.405, 0.457, 0.367, 0.485, 0.474]"
28,"[0.523, 0.464, 0.298, 0.411, 0.443, 0.4, 0.324, 0.335, 0.501, 0.397]"
29,"[0.432, 0.481, 0.507, 0.404, 0.401, 0.401, 0.454, 0.37, 0.362, 0.406]"
30,"[0.491, 0.367, 0.236, 0.54, 0.474, 0.401, 0.463, 0.26, 0.412, 0.357]"
31,"[0.296, 0.486, 0.45, 0.485, 0.352, 0.38, 0.432, 0.396, 0.348, 0.378]"
32,"[0.443, 0.351, 0.2, 0.359, 0.425, 0.25, 0.534, 0.335, 0.232, 0.392]"
33,"[0.208, 0.436, 0.45, 0.496, 0.295, 0.377, 0.282, 0.391, 0.357, 0.308]"
34,"[0.481, 0.272, 0.148, 0.303, 0.474, 0.234, 0.491, 0.335, 0.281, 0.39]"
35,"[0.229, 0.332, 0.397, 0.513, 0.285, 0.407, 0.161, 0.313, 0.336, 0.282]"
36,"[0.433, 0.209, 0.097, 0.29, 0.336, 0.264, 0.505, 0.293, 0.235, 0.351]"
37,"[0.209, 0.344, 0.313, 0.431, 0.321, 0.337, 0.207, 0.273, 0.183, 0.29]"
38,"[0.317, 0.206, 0.094, 0.276, 0.233, 0.227, 0.462, 0.312, 0.295, 0.251]"
39,"[0.185, 0.306, 0.331, 0.387, 0.367, 0.288, 0.239, 0.229, 0.176, 0.224]"
40,"[0.274, 0.184, 0.094, 0.293, 0.209, 0.245, 0.371, 0.274, 0.336, 0.166]"
41,"[0.188, 0.271, 0.314, 0.277, 0.344, 0.261, 0.254, 0.239, 0.172, 0.191]"
42,"[0.255, 0.177, 0.094, 0.306, 0.169, 0.263, 0.292, 0.233, 0.269, 0.14]"
43,"[0.162, 0.244, 0.326, 0.158, 0.226, 0.158, 0.303, 0.189, 0.173, 0.192]"
44,"[0.216, 0.171, 0.094, 0.246, 0.184, 0.206, 0.136, 0.161, 0.248, 0.157]"
45,"[0.142, 0.237, 0.334, 0.168, 0.225, 0.134, 0.246, 0.186, 0.186, 0.206]"
46,"[0.194, 0.163, 0.094, 0.231, 0.169, 0.202, 0.169, 0.144, 0.232, 0.152]"
47,"[0.128, 0.227, 0.268, 0.172, 0.167, 0.14, 0.227, 0.183, 0.161, 0.176]"
48,"[0.19, 0.17, 0.094, 0.279, 0.199, 0.188, 0.183, 0.151, 0.152, 0.18]"
49,"[0.13, 0.217, 0.232, 0.193, 0.153, 0.152, 0.28, 0.185, 0.212, 0.143]"
50,"[0.177, 0.161, 0.105, 0.162, 0.198, 0.16, 0.186, 0.15, 0.167, 0.177]"
51,"[0.13, 0.207, 0.187, 0.204, 0.161, 0.147, 0.179, 0.186, 0.203, 0.169]"
52,"[0.177, 0.166, 0.281, 0.154, 0.173, 0.123, 0.213, 0.163, 0.181, 0.16]"
53,"[0.135, 0.197, 0.094, 0.159, 0.178, 0.17, 0.115, 0.164, 0.191, 0.152]"
54,"[0.178, 0.163, 0.25, 0.17, 0.171, 0.135, 0.205, 0.151, 0.168, 0.163]"
55,"[0.132, 0.192, 0.099, 0.173, 0.139, 0.158, 0.169, 0.136, 0.186, 0.141]"
56,"[0.152, 0.157, 0.198, 0.156, 0.153, 0.125, 0.21, 0.178, 0.152, 0.168]"
57,"[0.127, 0.191, 0.133, 0.184, 0.142, 0.157, 0.182, 0.141, 0.166, 0.153]"
58,"[0.146, 0.155, 0.143, 0.163, 0.125, 0.121, 0.195, 0.168, 0.147, 0.164]"
59,"[0.122, 0.185, 0.144, 0.157, 0.158, 0.154, 0.165, 0.133, 0.145, 0.172]"
60,"[0.126, 0.136, 0.127, 0.135, 0.111, 0.106, 0.195, 0.174, 0.131, 0.129]"
61,"[0.108, 0.181, 0.161, 0.137, 0.175, 0.14, 0.157, 0.122, 0.142, 0.171]"
62,"[0.101, 0.133, 0.15, 0.147, 0.104, 0.099, 0.146, 0.171, 0.181, 0.126]"
63,"[0.094, 0.181, 0.175, 0.147, 0.174, 0.133, 0.169, 0.122, 0.138, 0.177]"
64,"[0.106, 0.13, 0.185, 0.17, 0.117, 0.123, 0.144, 0.175, 0.179, 0.139]"
65,"[0.092, 0.183, 0.164, 0.151, 0.165, 0.088, 0.175, 0.115, 0.13, 0.169]"
66,"[0.114, 0.122, 0.253, 0.17, 0.131, 0.16, 0.152, 0.172, 0.174, 0.154]"
67,"[0.092, 0.186, 0.143, 0.137, 0.167, 0.091, 0.189, 0.124, 0.136, 0.168]"
68,"[0.134, 0.125, 0.27, 0.165, 0.141, 0.162, 0.153, 0.171, 0.169, 0.169]"
69,"[0.091, 0.187, 0.143, 0.143, 0.158, 0.103, 0.19, 0.134, 0.138, 0.17]"
70,"[0.141, 0.127, 0.217, 0.17, 0.145, 0.16, 0.152, 0.184, 0.17, 0.184]"
71,"[0.094, 0.19, 0.223, 0.143, 0.161, 0.109, 0.191, 0.138, 0.139, 0.17]"
72,"[0.143, 0.135, 0.097, 0.163, 0.144, 0.162, 0.154, 0.193, 0.172, 0.184]"
73,"[0.095, 0.193, 0.273, 0.141, 0.161, 0.116, 0.189, 0.151, 0.14, 0.16]"
74,"[0.153, 0.141, 0.094, 0.154, 0.147, 0.164, 0.149, 0.193, 0.171, 0.18]"
75,"[0.103, 0.193, 0.277, 0.142, 0.172, 0.122, 0.189, 0.148, 0.147, 0.162]"
76,"[0.157, 0.149, 0.1, 0.155, 0.146, 0.17, 0.153, 0.196, 0.186, 0.165]"
77,"[0.107, 0.194, 0.298, 0.151, 0.184, 0.126, 0.176, 0.158, 0.155, 0.178]"
78,"[0.159, 0.137, 0.109, 0.156, 0.144, 0.172, 0.154, 0.187, 0.188, 0.158]"
79,"[0.104, 0.199, 0.253, 0.148, 0.186, 0.117, 0.179, 0.166, 0.149, 0.174]"
80,"[0.173, 0.139, 0.196, 0.156, 0.135, 0.181, 0.156, 0.169, 0.185, 0.166]"
81,"[0.098, 0.201, 0.23, 0.148, 0.196, 0.114, 0.182, 0.194, 0.149, 0.194]"
82,"[0.177, 0.145, 0.277, 0.172, 0.156, 0.183, 0.154, 0.142, 0.183, 0.181]"
83,"[0.097, 0.203, 0.151, 0.157, 0.164, 0.109, 0.182, 0.193, 0.162, 0.184]"
84,"[0.177, 0.136, 0.31, 0.192, 0.179, 0.185, 0.154, 0.13, 0.18, 0.178]"
85,"[0.096, 0.213, 0.125, 0.192, 0.108, 0.132, 0.213, 0.182, 0.203, 0.134]"
86,"[0.151, 0.146, 0.322, 0.189, 0.157, 0.182, 0.193, 0.146, 0.121, 0.14]"
87,"[0.086, 0.209, 0.136, 0.135, 0.118, 0.149, 0.223, 0.174, 0.17, 0.135]"
88,"[0.152, 0.145, 0.319, 0.148, 0.13, 0.141, 0.246, 0.158, 0.138, 0.149]"
89,"[0.086, 0.206, 0.166, 0.135, 0.115, 0.192, 0.135, 0.186, 0.195, 0.144]"
90,"[0.162, 0.137, 0.282, 0.133, 0.165, 0.109, 0.153, 0.164, 0.144, 0.162]"
91,"[0.09, 0.202, 0.228, 0.16, 0.132, 0.181, 0.139, 0.166, 0.183, 0.158]"
92,"[0.169, 0.128, 0.25, 0.128, 0.186, 0.109, 0.157, 0.188, 0.153, 0.166]"
93,"[0.09, 0.2, 0.271, 0.172, 0.164, 0.184, 0.136, 0.136, 0.186, 0.196]"
94,"[0.164, 0.124, 0.176, 0.148, 0.144, 0.108, 0.165, 0.169, 0.162, 0.166]"
95,"[0.095, 0.199, 0.292, 0.192, 0.179, 0.17, 0.138, 0.141, 0.175, 0.162]"
96,"[0.183, 0.133, 0.122, 0.203, 0.104, 0.126, 0.224, 0.166, 0.165, 0.144]"
97,"[0.135, 0.181, 0.265, 0.195, 0.144, 0.192, 0.206, 0.166, 0.121, 0.127]"
98,"[0.202, 0.138, 0.2, 0.154, 0.135, 0.163, 0.233, 0.176, 0.151, 0.169]"
99,"[0.127, 0.192, 0.235, 0.146, 0.132, 0.156, 0.236, 0.162, 0.142, 0.155]"
