eigenvector_centrality,[1]
0,"[0.088, 0.086, 0.108, 0.117, 0.1, 0.11, 0.093, 0.098, 0.113, 0.134]"
1,"[0.102, 0.142, 0.168, 0.097, 0.113, 0.102, 0.092, 0.104, 0.162, 0.102]"
2,"[0.08, 0.085, 0.116, 0.154, 0.083, 0.12, 0.093, 0.104, 0.099, 0.103]"
3,"[0.08, 0.182, 0.121, 0.17, 0.083, 0.114, 0.17, 0.104, 0.144, 0.192]"
4,"[0.08, 0.109, 0.23, 0.097, 0.084, 0.086, 0.109, 0.104, 0.113, 0.103]"
5,"[0.086, 0.109, 0.163, 0.097, 0.173, 0.086, 0.109, 0.108, 0.171, 0.273]"
6,"[0.328, 0.152, 0.158, 0.24, 0.19, 0.329, 0.141, 0.238, 0.313, 0.147]"
7,"[0.348, 0.284, 0.396, 0.271, 0.417, 0.433, 0.496, 0.366, 0.38, 0.384]"
8,"[0.463, 0.502, 0.421, 0.536, 0.333, 0.449, 0.286, 0.562, 0.489, 0.282]"
9,"[0.293, 0.342, 0.467, 0.299, 0.495, 0.469, 0.418, 0.451, 0.309, 0.516]"
10,"[0.371, 0.425, 0.399, 0.386, 0.29, 0.293, 0.215, 0.478, 0.59, 0.259]"
11,"[0.274, 0.237, 0.471, 0.258, 0.517, 0.407, 0.394, 0.342, 0.263, 0.443]"
12,"[0.44, 0.378, 0.427, 0.356, 0.219, 0.251, 0.24, 0.467, 0.533, 0.229]"
13,"[0.357, 0.174, 0.45, 0.35, 0.466, 0.382, 0.374, 0.325, 0.25, 0.406]"
14,"[0.52, 0.371, 0.512, 0.416, 0.192, 0.281, 0.285, 0.443, 0.55, 0.202]"
15,"[0.292, 0.187, 0.359, 0.281, 0.427, 0.374, 0.351, 0.318, 0.266, 0.39]"
16,"[0.482, 0.386, 0.518, 0.416, 0.313, 0.323, 0.321, 0.432, 0.463, 0.201]"
17,"[0.335, 0.275, 0.323, 0.319, 0.411, 0.357, 0.349, 0.362, 0.252, 0.421]"
18,"[0.475, 0.377, 0.519, 0.409, 0.348, 0.308, 0.29, 0.431, 0.407, 0.23]"
19,"[0.393, 0.342, 0.366, 0.377, 0.34, 0.326, 0.324, 0.355, 0.298, 0.386]"
20,"[0.513, 0.371, 0.532, 0.375, 0.349, 0.349, 0.319, 0.401, 0.402, 0.319]"
21,"[0.336, 0.282, 0.383, 0.368, 0.33, 0.295, 0.302, 0.272, 0.28, 0.355]"
22,"[0.495, 0.345, 0.507, 0.352, 0.336, 0.306, 0.286, 0.385, 0.419, 0.365]"
23,"[0.361, 0.3, 0.357, 0.346, 0.303, 0.331, 0.356, 0.206, 0.221, 0.324]"
24,"[0.501, 0.357, 0.394, 0.343, 0.215, 0.221, 0.193, 0.416, 0.378, 0.317]"
25,"[0.403, 0.523, 0.394, 0.291, 0.345, 0.353, 0.37, 0.206, 0.309, 0.359]"
26,"[0.377, 0.548, 0.356, 0.303, 0.343, 0.205, 0.169, 0.391, 0.409, 0.536]"
27,"[0.427, 0.485, 0.341, 0.265, 0.321, 0.348, 0.348, 0.274, 0.43, 0.445]"
28,"[0.392, 0.466, 0.395, 0.303, 0.457, 0.237, 0.196, 0.429, 0.406, 0.419]"
29,"[0.473, 0.478, 0.375, 0.314, 0.392, 0.371, 0.359, 0.388, 0.416, 0.321]"
30,"[0.359, 0.491, 0.414, 0.335, 0.402, 0.291, 0.232, 0.336, 0.273, 0.352]"
31,"[0.344, 0.467, 0.374, 0.297, 0.375, 0.352, 0.362, 0.277, 0.226, 0.252]"
32,"[0.318, 0.538, 0.258, 0.302, 0.35, 0.196, 0.168, 0.266, 0.179, 0.351]"
33,"[0.228, 0.426, 0.196, 0.185, 0.248, 0.242, 0.243, 0.187, 0.243, 0.195]"
34,"[0.322, 0.525, 0.246, 0.26, 0.303, 0.142, 0.124, 0.243, 0.127, 0.353]"
35,"[0.183, 0.431, 0.2, 0.174, 0.231, 0.231, 0.237, 0.17, 0.289, 0.189]"
36,"[0.327, 0.524, 0.245, 0.249, 0.24, 0.139, 0.119, 0.245, 0.128, 0.36]"
37,"[0.197, 0.417, 0.19, 0.19, 0.253, 0.243, 0.235, 0.171, 0.332, 0.163]"
