eigenvector_centrality,[3 4]
32,"[0.246, 0.284, 0.28, 0.251, 0.337, 0.361, 0.279, 0.282, 0.271, 0.27]"
33,"[0.27, 0.368, 0.314, 0.546, 0.394, 0.215, 0.236, 0.28, 0.345, 0.23]"
34,"[0.175, 0.245, 0.245, 0.248, 0.345, 0.313, 0.215, 0.223, 0.255, 0.249]"
35,"[0.206, 0.351, 0.294, 0.42, 0.331, 0.17, 0.169, 0.273, 0.315, 0.234]"
36,"[0.158, 0.121, 0.229, 0.259, 0.291, 0.302, 0.202, 0.2, 0.233, 0.269]"
37,"[0.199, 0.389, 0.277, 0.443, 0.293, 0.162, 0.138, 0.278, 0.269, 0.246]"
38,"[0.147, 0.148, 0.228, 0.243, 0.093, 0.303, 0.184, 0.199, 0.225, 0.274]"
39,"[0.196, 0.163, 0.289, 0.459, 0.149, 0.159, 0.152, 0.275, 0.318, 0.251]"
40,"[0.154, 0.086, 0.246, 0.23, 0.056, 0.283, 0.138, 0.208, 0.253, 0.278]"
41,"[0.2, 0.136, 0.291, 0.449, 0.109, 0.167, 0.154, 0.278, 0.32, 0.268]"
42,"[0.132, 0.085, 0.235, 0.194, 0.061, 0.279, 0.118, 0.21, 0.237, 0.277]"
43,"[0.181, 0.127, 0.292, 0.436, 0.06, 0.155, 0.149, 0.28, 0.317, 0.276]"
44,"[0.119, 0.085, 0.226, 0.275, 0.103, 0.268, 0.096, 0.209, 0.237, 0.282]"
45,"[0.156, 0.147, 0.293, 0.37, 0.039, 0.154, 0.147, 0.264, 0.309, 0.275]"
46,"[0.115, 0.142, 0.244, 0.399, 0.103, 0.278, 0.092, 0.233, 0.255, 0.265]"
47,"[0.11, 0.14, 0.268, 0.311, 0.095, 0.163, 0.147, 0.26, 0.288, 0.265]"
48,"[0.112, 0.162, 0.257, 0.392, 0.103, 0.274, 0.091, 0.236, 0.276, 0.271]"
49,"[0.102, 0.107, 0.247, 0.295, 0.103, 0.15, 0.132, 0.248, 0.254, 0.265]"
50,"[0.114, 0.118, 0.269, 0.396, 0.102, 0.254, 0.092, 0.235, 0.258, 0.244]"
51,"[0.107, 0.1, 0.236, 0.303, 0.103, 0.144, 0.122, 0.228, 0.225, 0.255]"
52,"[0.11, 0.112, 0.271, 0.402, 0.089, 0.196, 0.092, 0.231, 0.231, 0.21]"
53,"[0.123, 0.092, 0.233, 0.315, 0.103, 0.149, 0.113, 0.214, 0.208, 0.246]"
54,"[0.096, 0.112, 0.264, 0.429, 0.099, 0.179, 0.093, 0.221, 0.231, 0.188]"
55,"[0.143, 0.1, 0.222, 0.33, 0.103, 0.131, 0.111, 0.213, 0.206, 0.23]"
56,"[0.091, 0.112, 0.245, 0.464, 0.095, 0.162, 0.1, 0.201, 0.237, 0.195]"
57,"[0.158, 0.095, 0.218, 0.313, 0.103, 0.127, 0.111, 0.212, 0.195, 0.219]"
58,"[0.086, 0.112, 0.219, 0.483, 0.104, 0.152, 0.116, 0.2, 0.245, 0.216]"
59,"[0.17, 0.12, 0.225, 0.373, 0.103, 0.125, 0.111, 0.212, 0.188, 0.207]"
60,"[0.095, 0.112, 0.199, 0.47, 0.062, 0.153, 0.128, 0.182, 0.235, 0.22]"
61,"[0.17, 0.093, 0.245, 0.363, 0.103, 0.124, 0.111, 0.225, 0.197, 0.251]"
62,"[0.1, 0.112, 0.201, 0.449, 0.055, 0.147, 0.133, 0.185, 0.2, 0.221]"
63,"[0.169, 0.095, 0.244, 0.417, 0.101, 0.13, 0.113, 0.237, 0.185, 0.247]"
64,"[0.1, 0.112, 0.181, 0.366, 0.043, 0.147, 0.135, 0.179, 0.185, 0.236]"
65,"[0.174, 0.086, 0.244, 0.418, 0.068, 0.136, 0.113, 0.241, 0.196, 0.253]"
66,"[0.096, 0.112, 0.167, 0.318, 0.033, 0.134, 0.151, 0.167, 0.159, 0.222]"
67,"[0.18, 0.078, 0.241, 0.437, 0.049, 0.134, 0.115, 0.246, 0.202, 0.255]"
68,"[0.098, 0.113, 0.159, 0.367, 0.026, 0.124, 0.167, 0.172, 0.142, 0.208]"
69,"[0.188, 0.086, 0.243, 0.42, 0.068, 0.119, 0.115, 0.24, 0.198, 0.259]"
70,"[0.1, 0.117, 0.153, 0.363, 0.021, 0.123, 0.178, 0.165, 0.136, 0.196]"
71,"[0.195, 0.097, 0.237, 0.418, 0.083, 0.114, 0.117, 0.234, 0.183, 0.251]"
72,"[0.101, 0.134, 0.157, 0.373, 0.023, 0.12, 0.181, 0.152, 0.144, 0.195]"
73,"[0.194, 0.106, 0.234, 0.429, 0.102, 0.11, 0.117, 0.227, 0.181, 0.241]"
74,"[0.102, 0.148, 0.158, 0.38, 0.026, 0.113, 0.189, 0.146, 0.14, 0.202]"
75,"[0.188, 0.131, 0.243, 0.423, 0.095, 0.107, 0.118, 0.233, 0.171, 0.244]"
76,"[0.106, 0.139, 0.157, 0.382, 0.031, 0.121, 0.19, 0.146, 0.146, 0.213]"
77,"[0.21, 0.132, 0.266, 0.44, 0.098, 0.116, 0.117, 0.246, 0.181, 0.244]"
78,"[0.101, 0.135, 0.158, 0.399, 0.031, 0.127, 0.225, 0.145, 0.145, 0.235]"
79,"[0.24, 0.174, 0.297, 0.423, 0.105, 0.12, 0.118, 0.281, 0.206, 0.249]"
80,"[0.101, 0.132, 0.157, 0.433, 0.049, 0.127, 0.245, 0.141, 0.149, 0.268]"
81,"[0.272, 0.207, 0.314, 0.394, 0.106, 0.134, 0.117, 0.304, 0.257, 0.26]"
82,"[0.099, 0.16, 0.154, 0.497, 0.078, 0.142, 0.25, 0.144, 0.152, 0.283]"
83,"[0.266, 0.189, 0.317, 0.35, 0.106, 0.134, 0.118, 0.303, 0.284, 0.257]"
84,"[0.097, 0.146, 0.156, 0.486, 0.077, 0.146, 0.254, 0.152, 0.152, 0.292]"
85,"[0.267, 0.19, 0.313, 0.346, 0.146, 0.129, 0.12, 0.304, 0.271, 0.237]"
86,"[0.099, 0.117, 0.161, 0.494, 0.08, 0.18, 0.26, 0.163, 0.133, 0.296]"
87,"[0.271, 0.153, 0.308, 0.338, 0.157, 0.124, 0.128, 0.304, 0.251, 0.244]"
88,"[0.103, 0.111, 0.157, 0.489, 0.062, 0.175, 0.269, 0.151, 0.125, 0.285]"
89,"[0.271, 0.166, 0.319, 0.312, 0.117, 0.123, 0.136, 0.307, 0.237, 0.218]"
90,"[0.108, 0.19, 0.16, 0.447, 0.067, 0.176, 0.272, 0.156, 0.132, 0.256]"
91,"[0.278, 0.162, 0.317, 0.314, 0.106, 0.12, 0.14, 0.31, 0.229, 0.207]"
92,"[0.109, 0.201, 0.165, 0.448, 0.083, 0.167, 0.273, 0.16, 0.141, 0.239]"
93,"[0.269, 0.163, 0.292, 0.312, 0.084, 0.123, 0.14, 0.309, 0.211, 0.177]"
94,"[0.11, 0.203, 0.174, 0.441, 0.092, 0.171, 0.25, 0.168, 0.162, 0.267]"
95,"[0.272, 0.156, 0.245, 0.331, 0.043, 0.117, 0.138, 0.298, 0.163, 0.162]"
96,"[0.111, 0.204, 0.189, 0.439, 0.085, 0.163, 0.241, 0.165, 0.188, 0.264]"
97,"[0.256, 0.174, 0.229, 0.328, 0.029, 0.115, 0.152, 0.265, 0.152, 0.163]"
98,"[0.111, 0.164, 0.185, 0.439, 0.093, 0.15, 0.235, 0.166, 0.178, 0.26]"
99,"[0.263, 0.183, 0.226, 0.338, 0.029, 0.12, 0.161, 0.261, 0.154, 0.166]"
