eigenvector_centrality,[0 7]
0,"[0.137, 0.087, 0.123, 0.122, 0.094, 0.105, 0.089, 0.102, 0.1, 0.16]"
1,"[0.141, 0.085, 0.116, 0.118, 0.094, 0.092, 0.102, 0.113, 0.146, 0.103]"
2,"[0.088, 0.085, 0.106, 0.141, 0.094, 0.105, 0.131, 0.102, 0.094, 0.103]"
3,"[0.186, 0.085, 0.106, 0.119, 0.104, 0.092, 0.102, 0.113, 0.1, 0.102]"
4,"[0.088, 0.085, 0.106, 0.117, 0.094, 0.114, 0.081, 0.102, 0.093, 0.113]"
5,"[0.088, 0.086, 0.106, 0.13, 0.094, 0.092, 0.102, 0.14, 0.1, 0.102]"
6,"[0.093, 0.126, 0.165, 0.12, 0.177, 0.121, 0.181, 0.102, 0.093, 0.116]"
7,"[0.176, 0.223, 0.128, 0.225, 0.094, 0.092, 0.102, 0.133, 0.192, 0.102]"
8,"[0.106, 0.213, 0.307, 0.102, 0.217, 0.237, 0.121, 0.102, 0.093, 0.223]"
9,"[0.244, 0.22, 0.21, 0.264, 0.094, 0.092, 0.102, 0.151, 0.232, 0.107]"
10,"[0.122, 0.384, 0.293, 0.14, 0.218, 0.227, 0.211, 0.108, 0.207, 0.253]"
11,"[0.245, 0.243, 0.413, 0.268, 0.16, 0.162, 0.166, 0.236, 0.25, 0.352]"
12,"[0.196, 0.414, 0.34, 0.24, 0.24, 0.232, 0.287, 0.189, 0.358, 0.276]"
13,"[0.296, 0.241, 0.511, 0.317, 0.2, 0.242, 0.245, 0.299, 0.306, 0.463]"
14,"[0.31, 0.47, 0.398, 0.333, 0.308, 0.278, 0.345, 0.257, 0.422, 0.324]"
15,"[0.357, 0.273, 0.409, 0.37, 0.294, 0.303, 0.335, 0.313, 0.369, 0.489]"
16,"[0.405, 0.51, 0.391, 0.382, 0.338, 0.344, 0.343, 0.344, 0.462, 0.348]"
17,"[0.352, 0.32, 0.351, 0.363, 0.338, 0.371, 0.357, 0.316, 0.379, 0.405]"
18,"[0.419, 0.517, 0.421, 0.388, 0.3, 0.373, 0.339, 0.34, 0.381, 0.345]"
19,"[0.342, 0.328, 0.357, 0.312, 0.376, 0.403, 0.366, 0.308, 0.346, 0.337]"
20,"[0.373, 0.548, 0.477, 0.296, 0.264, 0.34, 0.33, 0.269, 0.306, 0.383]"
21,"[0.342, 0.346, 0.371, 0.313, 0.303, 0.329, 0.321, 0.308, 0.365, 0.35]"
22,"[0.33, 0.55, 0.48, 0.276, 0.266, 0.348, 0.332, 0.261, 0.31, 0.449]"
23,"[0.367, 0.35, 0.391, 0.39, 0.273, 0.301, 0.315, 0.325, 0.447, 0.369]"
24,"[0.329, 0.508, 0.463, 0.298, 0.296, 0.371, 0.367, 0.282, 0.355, 0.413]"
25,"[0.516, 0.464, 0.403, 0.39, 0.299, 0.283, 0.356, 0.48, 0.41, 0.387]"
26,"[0.567, 0.454, 0.464, 0.315, 0.51, 0.496, 0.588, 0.484, 0.265, 0.509]"
27,"[0.403, 0.504, 0.496, 0.477, 0.41, 0.306, 0.53, 0.388, 0.498, 0.414]"
28,"[0.522, 0.403, 0.484, 0.507, 0.503, 0.525, 0.493, 0.494, 0.41, 0.469]"
29,"[0.454, 0.376, 0.39, 0.372, 0.411, 0.444, 0.385, 0.355, 0.353, 0.354]"
30,"[0.47, 0.274, 0.311, 0.298, 0.386, 0.342, 0.298, 0.503, 0.246, 0.354]"
31,"[0.43, 0.242, 0.286, 0.222, 0.285, 0.29, 0.243, 0.394, 0.207, 0.24]"
32,"[0.399, 0.193, 0.202, 0.231, 0.229, 0.202, 0.17, 0.474, 0.176, 0.197]"
33,"[0.388, 0.17, 0.22, 0.172, 0.258, 0.226, 0.224, 0.382, 0.156, 0.201]"
34,"[0.397, 0.176, 0.2, 0.184, 0.201, 0.163, 0.152, 0.448, 0.164, 0.16]"
35,"[0.47, 0.135, 0.214, 0.149, 0.232, 0.168, 0.215, 0.382, 0.128, 0.174]"
36,"[0.407, 0.163, 0.203, 0.147, 0.188, 0.154, 0.143, 0.473, 0.156, 0.13]"
37,"[0.489, 0.135, 0.196, 0.13, 0.194, 0.148, 0.208, 0.376, 0.124, 0.158]"
38,"[0.41, 0.149, 0.2, 0.127, 0.174, 0.152, 0.149, 0.461, 0.145, 0.132]"
39,"[0.5, 0.138, 0.194, 0.13, 0.181, 0.155, 0.199, 0.384, 0.13, 0.146]"
40,"[0.41, 0.144, 0.191, 0.132, 0.167, 0.157, 0.137, 0.455, 0.14, 0.135]"
41,"[0.498, 0.138, 0.187, 0.13, 0.172, 0.152, 0.175, 0.368, 0.129, 0.142]"
42,"[0.389, 0.142, 0.183, 0.129, 0.165, 0.158, 0.129, 0.468, 0.133, 0.133]"
43,"[0.528, 0.138, 0.18, 0.13, 0.166, 0.149, 0.171, 0.343, 0.127, 0.14]"
44,"[0.385, 0.144, 0.178, 0.128, 0.165, 0.16, 0.128, 0.457, 0.132, 0.133]"
45,"[0.563, 0.136, 0.174, 0.128, 0.158, 0.145, 0.169, 0.349, 0.127, 0.139]"
46,"[0.375, 0.143, 0.178, 0.125, 0.157, 0.157, 0.122, 0.461, 0.133, 0.13]"
47,"[0.565, 0.135, 0.171, 0.13, 0.156, 0.15, 0.16, 0.346, 0.126, 0.138]"
48,"[0.359, 0.143, 0.176, 0.13, 0.154, 0.158, 0.118, 0.476, 0.133, 0.122]"
49,"[0.564, 0.139, 0.179, 0.13, 0.163, 0.149, 0.162, 0.386, 0.124, 0.147]"
50,"[0.36, 0.149, 0.182, 0.132, 0.168, 0.159, 0.135, 0.462, 0.136, 0.129]"
51,"[0.559, 0.142, 0.183, 0.133, 0.166, 0.161, 0.176, 0.414, 0.132, 0.151]"
52,"[0.35, 0.15, 0.19, 0.141, 0.176, 0.178, 0.146, 0.447, 0.138, 0.142]"
53,"[0.498, 0.152, 0.189, 0.144, 0.174, 0.159, 0.18, 0.459, 0.147, 0.155]"
54,"[0.423, 0.14, 0.193, 0.145, 0.174, 0.17, 0.162, 0.428, 0.132, 0.148]"
55,"[0.393, 0.155, 0.202, 0.144, 0.181, 0.158, 0.189, 0.454, 0.156, 0.156]"
56,"[0.442, 0.138, 0.194, 0.146, 0.169, 0.159, 0.163, 0.403, 0.133, 0.152]"
57,"[0.329, 0.157, 0.208, 0.142, 0.189, 0.16, 0.198, 0.46, 0.16, 0.15]"
58,"[0.414, 0.139, 0.198, 0.147, 0.173, 0.163, 0.172, 0.392, 0.139, 0.153]"
59,"[0.326, 0.161, 0.207, 0.143, 0.189, 0.163, 0.202, 0.446, 0.162, 0.148]"
60,"[0.387, 0.143, 0.204, 0.149, 0.183, 0.166, 0.179, 0.41, 0.15, 0.155]"
61,"[0.336, 0.168, 0.2, 0.147, 0.183, 0.166, 0.201, 0.443, 0.163, 0.147]"
62,"[0.394, 0.147, 0.206, 0.15, 0.186, 0.171, 0.177, 0.418, 0.154, 0.16]"
63,"[0.384, 0.165, 0.206, 0.151, 0.189, 0.169, 0.202, 0.433, 0.164, 0.155]"
64,"[0.384, 0.159, 0.2, 0.15, 0.179, 0.164, 0.168, 0.444, 0.159, 0.158]"
65,"[0.424, 0.16, 0.207, 0.149, 0.199, 0.161, 0.207, 0.431, 0.161, 0.162]"
66,"[0.432, 0.162, 0.198, 0.149, 0.177, 0.167, 0.174, 0.417, 0.174, 0.15]"
67,"[0.446, 0.15, 0.207, 0.151, 0.197, 0.167, 0.194, 0.435, 0.161, 0.168]"
68,"[0.422, 0.166, 0.199, 0.152, 0.175, 0.17, 0.169, 0.451, 0.164, 0.15]"
69,"[0.424, 0.161, 0.212, 0.151, 0.201, 0.167, 0.188, 0.433, 0.164, 0.162]"
70,"[0.533, 0.15, 0.201, 0.154, 0.178, 0.166, 0.185, 0.422, 0.147, 0.155]"
71,"[0.391, 0.155, 0.215, 0.149, 0.215, 0.185, 0.181, 0.442, 0.169, 0.163]"
72,"[0.502, 0.144, 0.201, 0.152, 0.177, 0.17, 0.183, 0.419, 0.135, 0.165]"
73,"[0.387, 0.166, 0.218, 0.149, 0.217, 0.195, 0.198, 0.452, 0.17, 0.164]"
74,"[0.478, 0.15, 0.198, 0.156, 0.179, 0.178, 0.179, 0.431, 0.144, 0.166]"
75,"[0.397, 0.167, 0.221, 0.152, 0.222, 0.201, 0.202, 0.451, 0.179, 0.171]"
76,"[0.454, 0.166, 0.199, 0.158, 0.179, 0.178, 0.171, 0.449, 0.168, 0.169]"
77,"[0.406, 0.178, 0.22, 0.156, 0.223, 0.207, 0.206, 0.445, 0.176, 0.178]"
78,"[0.508, 0.169, 0.202, 0.162, 0.181, 0.181, 0.192, 0.419, 0.168, 0.171]"
79,"[0.401, 0.184, 0.22, 0.154, 0.219, 0.21, 0.212, 0.441, 0.177, 0.175]"
80,"[0.545, 0.166, 0.208, 0.16, 0.181, 0.179, 0.202, 0.437, 0.169, 0.172]"
81,"[0.422, 0.174, 0.214, 0.156, 0.207, 0.206, 0.207, 0.39, 0.195, 0.174]"
82,"[0.503, 0.168, 0.207, 0.163, 0.185, 0.189, 0.205, 0.53, 0.168, 0.173]"
83,"[0.42, 0.159, 0.207, 0.157, 0.195, 0.187, 0.21, 0.342, 0.153, 0.176]"
84,"[0.442, 0.169, 0.214, 0.159, 0.189, 0.19, 0.203, 0.51, 0.169, 0.165]"
85,"[0.492, 0.139, 0.196, 0.157, 0.189, 0.178, 0.198, 0.376, 0.132, 0.178]"
86,"[0.427, 0.167, 0.221, 0.157, 0.199, 0.197, 0.199, 0.445, 0.171, 0.152]"
87,"[0.5, 0.14, 0.197, 0.162, 0.188, 0.174, 0.189, 0.424, 0.136, 0.174]"
88,"[0.421, 0.166, 0.217, 0.158, 0.209, 0.197, 0.202, 0.374, 0.173, 0.155]"
89,"[0.508, 0.144, 0.199, 0.159, 0.184, 0.162, 0.186, 0.463, 0.137, 0.177]"
90,"[0.424, 0.167, 0.218, 0.155, 0.213, 0.197, 0.215, 0.37, 0.176, 0.154]"
91,"[0.505, 0.145, 0.192, 0.161, 0.183, 0.165, 0.185, 0.444, 0.147, 0.173]"
92,"[0.431, 0.167, 0.213, 0.154, 0.211, 0.206, 0.203, 0.427, 0.175, 0.15]"
93,"[0.487, 0.141, 0.188, 0.161, 0.178, 0.159, 0.174, 0.42, 0.144, 0.164]"
94,"[0.432, 0.162, 0.214, 0.153, 0.212, 0.204, 0.209, 0.425, 0.173, 0.164]"
95,"[0.466, 0.138, 0.179, 0.161, 0.176, 0.159, 0.156, 0.442, 0.144, 0.174]"
96,"[0.467, 0.166, 0.215, 0.155, 0.211, 0.209, 0.195, 0.417, 0.173, 0.175]"
97,"[0.474, 0.145, 0.178, 0.159, 0.178, 0.161, 0.165, 0.416, 0.146, 0.177]"
98,"[0.466, 0.172, 0.207, 0.153, 0.209, 0.213, 0.179, 0.449, 0.172, 0.161]"
99,"[0.479, 0.145, 0.182, 0.159, 0.181, 0.168, 0.164, 0.508, 0.132, 0.18]"
