eigenvector_centrality,[9 4]
73,"[0.241, 0.133, 0.313, 0.217, 0.249, 0.233, 0.211, 0.356, 0.349, 0.371]"
74,"[0.277, 0.336, 0.163, 0.357, 0.428, 0.35, 0.343, 0.173, 0.156, 0.321]"
75,"[0.237, 0.131, 0.304, 0.213, 0.289, 0.232, 0.218, 0.369, 0.34, 0.316]"
76,"[0.269, 0.322, 0.15, 0.345, 0.294, 0.337, 0.347, 0.167, 0.146, 0.324]"
77,"[0.227, 0.13, 0.318, 0.209, 0.302, 0.233, 0.218, 0.389, 0.323, 0.315]"
78,"[0.266, 0.259, 0.139, 0.348, 0.266, 0.344, 0.34, 0.171, 0.147, 0.335]"
79,"[0.221, 0.134, 0.292, 0.208, 0.335, 0.231, 0.219, 0.364, 0.325, 0.319]"
80,"[0.257, 0.263, 0.133, 0.324, 0.277, 0.343, 0.335, 0.176, 0.147, 0.318]"
81,"[0.209, 0.143, 0.264, 0.201, 0.36, 0.226, 0.218, 0.368, 0.32, 0.303]"
82,"[0.248, 0.326, 0.133, 0.292, 0.287, 0.335, 0.342, 0.181, 0.148, 0.327]"
83,"[0.205, 0.139, 0.301, 0.203, 0.362, 0.214, 0.22, 0.393, 0.309, 0.351]"
84,"[0.248, 0.321, 0.142, 0.289, 0.293, 0.356, 0.34, 0.209, 0.149, 0.323]"
85,"[0.212, 0.132, 0.315, 0.219, 0.374, 0.233, 0.225, 0.396, 0.321, 0.402]"
86,"[0.264, 0.335, 0.144, 0.325, 0.29, 0.367, 0.338, 0.227, 0.164, 0.307]"
87,"[0.226, 0.121, 0.316, 0.229, 0.358, 0.237, 0.22, 0.407, 0.343, 0.385]"
88,"[0.264, 0.374, 0.142, 0.327, 0.306, 0.363, 0.343, 0.228, 0.17, 0.29]"
89,"[0.222, 0.119, 0.292, 0.225, 0.349, 0.238, 0.22, 0.419, 0.348, 0.363]"
90,"[0.253, 0.404, 0.136, 0.328, 0.304, 0.367, 0.354, 0.229, 0.164, 0.302]"
91,"[0.211, 0.115, 0.349, 0.212, 0.346, 0.225, 0.223, 0.427, 0.323, 0.359]"
92,"[0.265, 0.372, 0.143, 0.354, 0.31, 0.391, 0.353, 0.227, 0.159, 0.338]"
93,"[0.231, 0.134, 0.335, 0.21, 0.357, 0.219, 0.231, 0.424, 0.365, 0.339]"
94,"[0.268, 0.35, 0.161, 0.36, 0.303, 0.386, 0.341, 0.257, 0.164, 0.375]"
95,"[0.23, 0.14, 0.314, 0.221, 0.359, 0.235, 0.24, 0.416, 0.374, 0.336]"
96,"[0.27, 0.414, 0.152, 0.333, 0.305, 0.376, 0.357, 0.289, 0.172, 0.323]"
97,"[0.227, 0.138, 0.355, 0.229, 0.348, 0.238, 0.239, 0.424, 0.341, 0.328]"
98,"[0.282, 0.356, 0.175, 0.346, 0.301, 0.38, 0.346, 0.258, 0.177, 0.265]"
99,"[0.232, 0.135, 0.339, 0.222, 0.372, 0.238, 0.248, 0.397, 0.336, 0.316]"
