out_deg_centrality,[7.]
44,"[0.352, 0.436, 0.2, 0.203, 0.173, 0.179, 0.417, 0.169, 0.392, 0.183]"
45,"[0.103, 0.182, 0.36, 0.351, 0.338, 0.429, 0.135, 0.165, 0.244, 0.388]"
46,"[0.311, 0.321, 0.268, 0.189, 0.159, 0.205, 0.319, 0.22, 0.374, 0.2]"
47,"[0.173, 0.241, 0.34, 0.274, 0.26, 0.256, 0.184, 0.306, 0.343, 0.319]"
48,"[0.113, 0.101, 0.34, 0.213, 0.237, 0.24, 0.096, 0.258, 0.159, 0.203]"
49,"[0.257, 0.215, 0.129, 0.209, 0.211, 0.11, 0.216, 0.184, 0.275, 0.16]"
50,"[0.103, 0.091, 0.124, 0.246, 0.255, 0.205, 0.094, 0.235, 0.088, 0.178]"
51,"[0.195, 0.128, 0.142, 0.297, 0.262, 0.107, 0.11, 0.094, 0.139, 0.216]"
52,"[0.103, 0.102, 0.189, 0.201, 0.188, 0.107, 0.094, 0.187, 0.143, 0.094]"
53,"[0.136, 0.112, 0.206, 0.197, 0.176, 0.212, 0.103, 0.094, 0.133, 0.221]"
54,"[0.163, 0.179, 0.133, 0.122, 0.233, 0.136, 0.18, 0.149, 0.208, 0.102]"
55,"[0.15, 0.135, 0.386, 0.209, 0.159, 0.281, 0.134, 0.119, 0.174, 0.351]"
56,"[0.175, 0.147, 0.185, 0.278, 0.144, 0.163, 0.185, 0.169, 0.293, 0.125]"
57,"[0.161, 0.171, 0.329, 0.197, 0.171, 0.283, 0.161, 0.119, 0.168, 0.366]"
58,"[0.239, 0.197, 0.227, 0.239, 0.231, 0.191, 0.247, 0.174, 0.346, 0.168]"
59,"[0.166, 0.195, 0.288, 0.193, 0.175, 0.299, 0.194, 0.189, 0.307, 0.32]"
60,"[0.349, 0.27, 0.23, 0.286, 0.3, 0.21, 0.345, 0.196, 0.349, 0.187]"
61,"[0.168, 0.219, 0.256, 0.207, 0.18, 0.259, 0.17, 0.251, 0.295, 0.294]"
62,"[0.307, 0.231, 0.219, 0.201, 0.281, 0.223, 0.37, 0.179, 0.454, 0.184]"
63,"[0.18, 0.201, 0.27, 0.201, 0.185, 0.276, 0.21, 0.331, 0.335, 0.294]"
64,"[0.337, 0.19, 0.221, 0.169, 0.255, 0.203, 0.36, 0.212, 0.255, 0.185]"
65,"[0.182, 0.202, 0.346, 0.201, 0.185, 0.37, 0.214, 0.274, 0.339, 0.332]"
66,"[0.36, 0.207, 0.223, 0.161, 0.304, 0.204, 0.385, 0.221, 0.21, 0.191]"
67,"[0.199, 0.201, 0.415, 0.208, 0.189, 0.434, 0.221, 0.274, 0.364, 0.39]"
68,"[0.409, 0.308, 0.221, 0.285, 0.368, 0.203, 0.405, 0.229, 0.211, 0.196]"
69,"[0.204, 0.201, 0.378, 0.208, 0.194, 0.405, 0.225, 0.344, 0.342, 0.41]"
70,"[0.361, 0.242, 0.224, 0.234, 0.351, 0.204, 0.36, 0.231, 0.21, 0.191]"
71,"[0.226, 0.203, 0.411, 0.206, 0.197, 0.464, 0.231, 0.271, 0.4, 0.431]"
72,"[0.427, 0.327, 0.236, 0.29, 0.385, 0.206, 0.384, 0.251, 0.211, 0.197]"
73,"[0.282, 0.203, 0.378, 0.207, 0.201, 0.413, 0.246, 0.304, 0.37, 0.406]"
74,"[0.421, 0.37, 0.264, 0.368, 0.403, 0.224, 0.378, 0.274, 0.215, 0.209]"
75,"[0.308, 0.206, 0.375, 0.209, 0.203, 0.405, 0.266, 0.366, 0.377, 0.414]"
76,"[0.435, 0.396, 0.294, 0.372, 0.401, 0.264, 0.411, 0.317, 0.222, 0.227]"
77,"[0.317, 0.208, 0.348, 0.217, 0.208, 0.388, 0.306, 0.382, 0.344, 0.4]"
78,"[0.425, 0.383, 0.309, 0.374, 0.371, 0.3, 0.407, 0.347, 0.23, 0.28]"
79,"[0.312, 0.214, 0.344, 0.223, 0.234, 0.362, 0.338, 0.378, 0.329, 0.36]"
80,"[0.436, 0.402, 0.326, 0.368, 0.415, 0.325, 0.391, 0.343, 0.259, 0.312]"
81,"[0.321, 0.219, 0.343, 0.228, 0.246, 0.393, 0.382, 0.371, 0.352, 0.381]"
82,"[0.382, 0.344, 0.334, 0.32, 0.393, 0.326, 0.374, 0.358, 0.269, 0.318]"
83,"[0.329, 0.221, 0.35, 0.228, 0.251, 0.386, 0.39, 0.381, 0.353, 0.411]"
84,"[0.376, 0.275, 0.327, 0.254, 0.364, 0.304, 0.361, 0.365, 0.248, 0.314]"
85,"[0.335, 0.218, 0.343, 0.225, 0.245, 0.368, 0.391, 0.376, 0.332, 0.438]"
86,"[0.383, 0.259, 0.328, 0.231, 0.361, 0.305, 0.371, 0.366, 0.268, 0.292]"
87,"[0.339, 0.222, 0.353, 0.23, 0.266, 0.378, 0.391, 0.358, 0.347, 0.435]"
88,"[0.452, 0.363, 0.329, 0.325, 0.427, 0.318, 0.433, 0.381, 0.274, 0.301]"
89,"[0.345, 0.244, 0.354, 0.235, 0.292, 0.399, 0.393, 0.351, 0.375, 0.454]"
90,"[0.43, 0.365, 0.331, 0.376, 0.398, 0.317, 0.427, 0.383, 0.276, 0.3]"
91,"[0.341, 0.246, 0.388, 0.235, 0.295, 0.407, 0.378, 0.363, 0.382, 0.451]"
92,"[0.434, 0.398, 0.337, 0.39, 0.407, 0.335, 0.475, 0.369, 0.287, 0.314]"
93,"[0.351, 0.255, 0.404, 0.242, 0.304, 0.414, 0.388, 0.394, 0.394, 0.452]"
94,"[0.485, 0.457, 0.354, 0.409, 0.435, 0.341, 0.482, 0.371, 0.29, 0.317]"
95,"[0.358, 0.252, 0.425, 0.241, 0.3, 0.446, 0.385, 0.455, 0.424, 0.449]"
96,"[0.465, 0.372, 0.353, 0.348, 0.412, 0.327, 0.452, 0.356, 0.269, 0.304]"
97,"[0.344, 0.23, 0.413, 0.237, 0.297, 0.428, 0.381, 0.476, 0.42, 0.428]"
98,"[0.436, 0.343, 0.349, 0.329, 0.397, 0.346, 0.435, 0.366, 0.307, 0.337]"
99,"[0.354, 0.268, 0.408, 0.243, 0.306, 0.417, 0.398, 0.378, 0.41, 0.418]"
