none,[]
0,"[0.08520179372197309, 0.09865470852017937, 0.10762331838565023, 0.06726457399103139, 0.11210762331838565, 0.23318385650224216, 0.08071748878923767, 0.08968609865470852, 0.1210762331838565, 0.1031390134529148, 0.0945945945945946, 0.07207207207207207, 0.08108108108108109, 0.18468468468468469, 0.08558558558558559, 0.11711711711711711, 0.12162162162162163, 0.11711711711711711, 0.09009009009009009, 0.1036036036036036, 0.10810810810810811, 0.11261261261261261, 0.14414414414414414, 0.21171171171171171, 0.0990990990990991, 0.11711711711711711, 0.06306306306306306, 0.12162162162162163, 0.07657657657657657, 0.13513513513513514, 0.06756756756756757, 0.15765765765765766, 0.06756756756756757, 0.1981981981981982, 0.07207207207207207, 0.11261261261261261, 0.14414414414414414, 0.09009009009009009, 0.13513513513513514, 0.11261261261261261, 0.12612612612612611, 0.08558558558558559, 0.0945945945945946, 0.2747747747747748, 0.21621621621621623]"
1,"[0.08520179372197309, 0.07174887892376682, 0.14798206278026907, 0.10762331838565023, 0.11659192825112108, 0.07623318385650224, 0.10762331838565023, 0.13004484304932734, 0.11659192825112108, 0.11659192825112108, 0.0945945945945946, 0.0945945945945946, 0.0990990990990991, 0.07657657657657657, 0.1036036036036036, 0.18018018018018017, 0.12612612612612611, 0.11261261261261261, 0.19369369369369369, 0.08108108108108109, 0.08558558558558559, 0.17567567567567569, 0.0990990990990991, 0.14864864864864866, 0.0990990990990991, 0.11711711711711711, 0.0990990990990991, 0.11261261261261261, 0.1891891891891892, 0.09009009009009009, 0.1036036036036036, 0.17567567567567569, 0.13513513513513514, 0.09009009009009009, 0.11711711711711711, 0.09009009009009009, 0.12612612612612611, 0.08558558558558559, 0.06756756756756757, 0.0990990990990991, 0.18468468468468469, 0.10810810810810811, 0.07207207207207207, 0.17567567567567569, 0.1981981981981982]"
2,"[0.13004484304932734, 0.09865470852017937, 0.09417040358744394, 0.08968609865470852, 0.11210762331838565, 0.07174887892376682, 0.08968609865470852, 0.13452914798206278, 0.05829596412556054, 0.1210762331838565, 0.0945945945945946, 0.0945945945945946, 0.11261261261261261, 0.11711711711711711, 0.1036036036036036, 0.13963963963963963, 0.12612612612612611, 0.11261261261261261, 0.07207207207207207, 0.11711711711711711, 0.11261261261261261, 0.1036036036036036, 0.05855855855855856, 0.11261261261261261, 0.1036036036036036, 0.11711711711711711, 0.08108108108108109, 0.12612612612612611, 0.04954954954954955, 0.09009009009009009, 0.1036036036036036, 0.12612612612612611, 0.06756756756756757, 0.1036036036036036, 0.08558558558558559, 0.07657657657657657, 0.11711711711711711, 0.02252252252252252, 0.1036036036036036, 0.1036036036036036, 0.10810810810810811, 0.11261261261261261, 0.12162162162162163, 0.10810810810810811, 0.13513513513513514]"
3,"[0.28699551569506726, 0.09865470852017937, 0.11659192825112108, 0.17488789237668162, 0.08520179372197309, 0.10762331838565023, 0.07623318385650224, 0.13004484304932734, 0.05829596412556054, 0.08071748878923767, 0.28378378378378377, 0.0945945945945946, 0.11261261261261261, 0.11711711711711711, 0.1036036036036036, 0.13963963963963963, 0.12612612612612611, 0.11261261261261261, 0.08108108108108109, 0.08558558558558559, 0.08558558558558559, 0.1036036036036036, 0.0990990990990991, 0.0945945945945946, 0.0990990990990991, 0.07657657657657657, 0.15315315315315314, 0.11261261261261261, 0.04954954954954955, 0.09009009009009009, 0.1036036036036036, 0.12612612612612611, 0.11711711711711711, 0.1036036036036036, 0.08558558558558559, 0.07657657657657657, 0.11711711711711711, 0.08558558558558559, 0.0990990990990991, 0.1036036036036036, 0.08558558558558559, 0.0945945945945946, 0.09009009009009009, 0.10810810810810811, 0.13513513513513514]"
4,"[0.13004484304932734, 0.23318385650224216, 0.11659192825112108, 0.10762331838565023, 0.15695067264573992, 0.14798206278026907, 0.07623318385650224, 0.13004484304932734, 0.17040358744394618, 0.08071748878923767, 0.0945945945945946, 0.18018018018018017, 0.2072072072072072, 0.1891891891891892, 0.19369369369369369, 0.0990990990990991, 0.21621621621621623, 0.17567567567567569, 0.1036036036036036, 0.08558558558558559, 0.08558558558558559, 0.22972972972972974, 0.1891891891891892, 0.11261261261261261, 0.1891891891891892, 0.17567567567567569, 0.18018018018018017, 0.11261261261261261, 0.13513513513513514, 0.16666666666666666, 0.1036036036036036, 0.16216216216216217, 0.11711711711711711, 0.1981981981981982, 0.08558558558558559, 0.1891891891891892, 0.11711711711711711, 0.0990990990990991, 0.0990990990990991, 0.18018018018018017, 0.08558558558558559, 0.0945945945945946, 0.09009009009009009, 0.20270270270270271, 0.18018018018018017]"
5,"[0.13004484304932734, 0.05829596412556054, 0.06278026905829596, 0.08968609865470852, 0.11210762331838565, 0.11210762331838565, 0.10762331838565023, 0.08968609865470852, 0.11659192825112108, 0.11659192825112108, 0.0945945945945946, 0.07207207207207207, 0.0990990990990991, 0.14864864864864866, 0.08558558558558559, 0.13963963963963963, 0.08558558558558559, 0.12162162162162163, 0.20270270270270271, 0.08108108108108109, 0.12162162162162163, 0.1036036036036036, 0.0990990990990991, 0.09009009009009009, 0.11711711711711711, 0.11711711711711711, 0.18018018018018017, 0.05405405405405406, 0.10810810810810811, 0.09009009009009009, 0.0945945945945946, 0.0990990990990991, 0.13513513513513514, 0.1036036036036036, 0.11261261261261261, 0.06756756756756757, 0.11711711711711711, 0.08558558558558559, 0.06756756756756757, 0.12162162162162163, 0.11261261261261261, 0.10810810810810811, 0.1036036036036036, 0.08558558558558559, 0.0990990990990991]"
6,"[0.13901345291479822, 0.09865470852017937, 0.18385650224215247, 0.242152466367713, 0.08520179372197309, 0.1210762331838565, 0.10762331838565023, 0.13004484304932734, 0.05829596412556054, 0.2062780269058296, 0.22972972972972974, 0.0945945945945946, 0.11261261261261261, 0.11711711711711711, 0.1036036036036036, 0.13963963963963963, 0.12612612612612611, 0.11261261261261261, 0.13063063063063063, 0.17117117117117117, 0.08558558558558559, 0.1036036036036036, 0.0990990990990991, 0.11261261261261261, 0.0990990990990991, 0.07657657657657657, 0.15315315315315314, 0.16216216216216217, 0.04954954954954955, 0.09009009009009009, 0.2882882882882883, 0.0990990990990991, 0.0945945945945946, 0.1036036036036036, 0.12612612612612611, 0.16216216216216217, 0.11711711711711711, 0.18018018018018017, 0.2072072072072072, 0.1036036036036036, 0.1891891891891892, 0.1981981981981982, 0.0945945945945946, 0.08558558558558559, 0.0990990990990991]"
7,"[0.15246636771300448, 0.13901345291479822, 0.004484304932735426, 0.18834080717488788, 0.09865470852017937, 0.08071748878923767, 0.05829596412556054, 0.08520179372197309, 0.07623318385650224, 0.013452914798206279, 0.25675675675675674, 0.1036036036036036, 0.13063063063063063, 0.06306306306306306, 0.09009009009009009, 0.08558558558558559, 0.13513513513513514, 0.09009009009009009, 0.1036036036036036, 0.013513513513513514, 0.12162162162162163, 0.11261261261261261, 0.24324324324324326, 0.11261261261261261, 0.0945945945945946, 0.11261261261261261, 0.07657657657657657, 0.03153153153153153, 0.13513513513513514, 0.08558558558558559, 0.06756756756756757, 0.21171171171171171, 0.0045045045045045045, 0.11711711711711711, 0.04054054054054054, 0.0990990990990991, 0.08108108108108109, 0.08558558558558559, 0.009009009009009009, 0.0990990990990991, 0.05855855855855856, 0.03153153153153153, 0.11261261261261261, 0.13513513513513514, 0.08108108108108109]"
8,"[0.11659192825112108, 0.22869955156950672, 0.06278026905829596, 0.1031390134529148, 0.22869955156950672, 0.34977578475336324, 0.10762331838565023, 0.21076233183856502, 0.25112107623318386, 0.11659192825112108, 0.0990990990990991, 0.28378378378378377, 0.2747747747747748, 0.1981981981981982, 0.2747747747747748, 0.2927927927927928, 0.20270270270270271, 0.26576576576576577, 0.21621621621621623, 0.08108108108108109, 0.12162162162162163, 0.31981981981981983, 0.18018018018018017, 0.22072072072072071, 0.2927927927927928, 0.2747747747747748, 0.22072072072072071, 0.05405405405405406, 0.04954954954954955, 0.27927927927927926, 0.0945945945945946, 0.1981981981981982, 0.13513513513513514, 0.24324324324324326, 0.11261261261261261, 0.1981981981981982, 0.24774774774774774, 0.1891891891891892, 0.06756756756756757, 0.2882882882882883, 0.11261261261261261, 0.10810810810810811, 0.1036036036036036, 0.22072072072072071, 0.25225225225225223]"
9,"[0.11659192825112108, 0.24663677130044842, 0.2825112107623318, 0.1031390134529148, 0.21076233183856502, 0.36771300448430494, 0.2645739910313901, 0.14798206278026907, 0.19730941704035873, 0.2556053811659193, 0.0990990990990991, 0.22522522522522523, 0.17117117117117117, 0.2927927927927928, 0.2702702702702703, 0.31981981981981983, 0.21621621621621623, 0.18018018018018017, 0.23423423423423423, 0.26576576576576577, 0.23873873873873874, 0.2972972972972973, 0.35135135135135137, 0.33783783783783783, 0.22972972972972974, 0.2072072072072072, 0.25675675675675674, 0.2972972972972973, 0.16666666666666666, 0.21171171171171171, 0.24774774774774774, 0.23423423423423423, 0.25225225225225223, 0.23423423423423423, 0.26576576576576577, 0.30180180180180183, 0.27927927927927926, 0.1981981981981982, 0.24774774774774774, 0.3153153153153153, 0.24324324324324326, 0.32432432432432434, 0.22072072072072071, 0.20270270270270271, 0.26576576576576577]"
