in_deg_centrality,[]
24,"[0.252, 0.416, 0.205, 0.276, 0.443, 0.401, 0.296, 0.371, 0.311, 0.279]"
25,"[0.255, 0.398, 0.208, 0.279, 0.255, 0.409, 0.295, 0.378, 0.314, 0.285]"
26,"[0.259, 0.396, 0.227, 0.283, 0.459, 0.448, 0.297, 0.367, 0.312, 0.296]"
27,"[0.259, 0.385, 0.21, 0.275, 0.265, 0.424, 0.296, 0.367, 0.312, 0.292]"
28,"[0.26, 0.419, 0.223, 0.28, 0.461, 0.423, 0.296, 0.336, 0.311, 0.292]"
29,"[0.262, 0.383, 0.212, 0.278, 0.26, 0.408, 0.291, 0.383, 0.312, 0.288]"
30,"[0.26, 0.416, 0.211, 0.278, 0.46, 0.405, 0.296, 0.388, 0.312, 0.281]"
31,"[0.257, 0.413, 0.215, 0.276, 0.267, 0.406, 0.297, 0.355, 0.312, 0.291]"
32,"[0.254, 0.425, 0.216, 0.277, 0.443, 0.43, 0.295, 0.396, 0.312, 0.295]"
33,"[0.262, 0.401, 0.216, 0.276, 0.255, 0.394, 0.295, 0.362, 0.313, 0.281]"
34,"[0.26, 0.367, 0.228, 0.298, 0.389, 0.462, 0.297, 0.428, 0.312, 0.276]"
35,"[0.262, 0.375, 0.223, 0.279, 0.266, 0.442, 0.298, 0.348, 0.311, 0.292]"
36,"[0.261, 0.414, 0.221, 0.281, 0.441, 0.489, 0.295, 0.408, 0.311, 0.288]"
37,"[0.263, 0.411, 0.234, 0.275, 0.266, 0.404, 0.302, 0.39, 0.313, 0.28]"
38,"[0.263, 0.394, 0.207, 0.286, 0.44, 0.417, 0.297, 0.423, 0.313, 0.294]"
39,"[0.264, 0.401, 0.236, 0.279, 0.251, 0.476, 0.295, 0.404, 0.312, 0.288]"
40,"[0.26, 0.426, 0.22, 0.289, 0.402, 0.498, 0.297, 0.366, 0.312, 0.294]"
41,"[0.263, 0.4, 0.221, 0.279, 0.263, 0.446, 0.303, 0.43, 0.312, 0.288]"
42,"[0.257, 0.398, 0.221, 0.346, 0.444, 0.512, 0.295, 0.391, 0.312, 0.289]"
43,"[0.261, 0.382, 0.23, 0.278, 0.259, 0.405, 0.3, 0.45, 0.315, 0.281]"
44,"[0.262, 0.409, 0.207, 0.301, 0.462, 0.513, 0.294, 0.397, 0.312, 0.294]"
45,"[0.264, 0.401, 0.22, 0.278, 0.257, 0.444, 0.297, 0.393, 0.312, 0.289]"
46,"[0.261, 0.416, 0.22, 0.311, 0.335, 0.499, 0.294, 0.387, 0.312, 0.278]"
47,"[0.261, 0.4, 0.217, 0.279, 0.27, 0.419, 0.298, 0.406, 0.312, 0.289]"
48,"[0.26, 0.413, 0.221, 0.327, 0.453, 0.476, 0.297, 0.434, 0.312, 0.295]"
49,"[0.259, 0.389, 0.224, 0.279, 0.264, 0.441, 0.295, 0.406, 0.312, 0.295]"
50,"[0.262, 0.41, 0.227, 0.335, 0.442, 0.522, 0.299, 0.444, 0.311, 0.266]"
51,"[0.264, 0.355, 0.223, 0.279, 0.265, 0.451, 0.3, 0.428, 0.312, 0.29]"
52,"[0.261, 0.4, 0.213, 0.306, 0.43, 0.516, 0.297, 0.422, 0.313, 0.294]"
53,"[0.26, 0.403, 0.222, 0.279, 0.257, 0.483, 0.322, 0.426, 0.312, 0.285]"
54,"[0.262, 0.42, 0.206, 0.301, 0.413, 0.512, 0.294, 0.413, 0.312, 0.295]"
55,"[0.26, 0.371, 0.224, 0.279, 0.263, 0.446, 0.302, 0.432, 0.313, 0.275]"
56,"[0.264, 0.427, 0.251, 0.294, 0.482, 0.53, 0.296, 0.417, 0.312, 0.254]"
57,"[0.262, 0.38, 0.224, 0.279, 0.263, 0.483, 0.296, 0.463, 0.312, 0.284]"
58,"[0.263, 0.401, 0.223, 0.289, 0.486, 0.51, 0.299, 0.417, 0.313, 0.289]"
59,"[0.26, 0.373, 0.218, 0.278, 0.27, 0.467, 0.298, 0.432, 0.312, 0.287]"
60,"[0.263, 0.426, 0.225, 0.325, 0.431, 0.515, 0.301, 0.41, 0.312, 0.298]"
61,"[0.263, 0.409, 0.231, 0.282, 0.279, 0.437, 0.293, 0.438, 0.312, 0.285]"
62,"[0.261, 0.424, 0.215, 0.297, 0.467, 0.514, 0.297, 0.42, 0.312, 0.292]"
63,"[0.264, 0.361, 0.244, 0.279, 0.283, 0.464, 0.297, 0.423, 0.312, 0.286]"
64,"[0.263, 0.416, 0.211, 0.295, 0.47, 0.456, 0.297, 0.391, 0.312, 0.281]"
65,"[0.263, 0.347, 0.237, 0.277, 0.264, 0.478, 0.296, 0.442, 0.312, 0.289]"
66,"[0.26, 0.396, 0.231, 0.316, 0.426, 0.523, 0.295, 0.422, 0.312, 0.291]"
67,"[0.263, 0.389, 0.238, 0.282, 0.282, 0.464, 0.34, 0.394, 0.312, 0.29]"
68,"[0.26, 0.42, 0.221, 0.303, 0.478, 0.458, 0.293, 0.414, 0.312, 0.278]"
69,"[0.26, 0.429, 0.22, 0.282, 0.257, 0.49, 0.315, 0.443, 0.312, 0.277]"
70,"[0.26, 0.438, 0.218, 0.324, 0.479, 0.536, 0.303, 0.447, 0.312, 0.292]"
71,"[0.262, 0.369, 0.228, 0.29, 0.274, 0.517, 0.314, 0.467, 0.312, 0.283]"
72,"[0.259, 0.429, 0.207, 0.316, 0.472, 0.52, 0.296, 0.399, 0.312, 0.291]"
73,"[0.267, 0.42, 0.228, 0.28, 0.267, 0.528, 0.297, 0.458, 0.312, 0.278]"
74,"[0.256, 0.438, 0.212, 0.368, 0.478, 0.561, 0.297, 0.424, 0.312, 0.291]"
75,"[0.266, 0.393, 0.229, 0.319, 0.267, 0.488, 0.316, 0.407, 0.312, 0.284]"
76,"[0.263, 0.4, 0.254, 0.306, 0.456, 0.562, 0.297, 0.441, 0.312, 0.29]"
77,"[0.26, 0.368, 0.249, 0.282, 0.264, 0.484, 0.295, 0.418, 0.312, 0.283]"
78,"[0.262, 0.437, 0.232, 0.315, 0.487, 0.499, 0.298, 0.425, 0.312, 0.272]"
79,"[0.273, 0.397, 0.232, 0.28, 0.271, 0.529, 0.303, 0.448, 0.312, 0.285]"
80,"[0.262, 0.443, 0.222, 0.338, 0.44, 0.56, 0.293, 0.438, 0.312, 0.265]"
81,"[0.263, 0.407, 0.242, 0.302, 0.25, 0.544, 0.297, 0.471, 0.313, 0.298]"
82,"[0.261, 0.404, 0.242, 0.356, 0.449, 0.539, 0.296, 0.448, 0.312, 0.296]"
83,"[0.266, 0.402, 0.254, 0.293, 0.248, 0.496, 0.341, 0.455, 0.313, 0.277]"
84,"[0.262, 0.421, 0.23, 0.328, 0.505, 0.482, 0.301, 0.399, 0.312, 0.292]"
85,"[0.261, 0.399, 0.234, 0.287, 0.256, 0.48, 0.296, 0.44, 0.314, 0.28]"
86,"[0.261, 0.412, 0.252, 0.365, 0.48, 0.584, 0.301, 0.442, 0.314, 0.273]"
87,"[0.278, 0.362, 0.247, 0.322, 0.262, 0.505, 0.297, 0.529, 0.313, 0.284]"
88,"[0.259, 0.401, 0.245, 0.391, 0.451, 0.548, 0.308, 0.429, 0.312, 0.296]"
89,"[0.266, 0.399, 0.256, 0.322, 0.283, 0.492, 0.312, 0.429, 0.312, 0.294]"
90,"[0.269, 0.412, 0.272, 0.375, 0.455, 0.482, 0.294, 0.396, 0.312, 0.291]"
91,"[0.285, 0.413, 0.239, 0.283, 0.31, 0.449, 0.374, 0.437, 0.312, 0.286]"
92,"[0.261, 0.431, 0.218, 0.351, 0.47, 0.568, 0.292, 0.43, 0.312, 0.28]"
93,"[0.293, 0.398, 0.26, 0.296, 0.267, 0.52, 0.345, 0.388, 0.313, 0.294]"
94,"[0.26, 0.428, 0.212, 0.376, 0.487, 0.546, 0.297, 0.421, 0.314, 0.289]"
95,"[0.278, 0.408, 0.256, 0.293, 0.248, 0.533, 0.332, 0.48, 0.312, 0.298]"
96,"[0.261, 0.439, 0.259, 0.33, 0.443, 0.567, 0.312, 0.43, 0.313, 0.295]"
97,"[0.273, 0.434, 0.27, 0.288, 0.25, 0.531, 0.295, 0.454, 0.313, 0.293]"
98,"[0.262, 0.443, 0.22, 0.361, 0.469, 0.494, 0.339, 0.503, 0.312, 0.282]"
99,"[0.286, 0.435, 0.258, 0.284, 0.265, 0.477, 0.328, 0.388, 0.312, 0.283]"
out_deg_centrality,[]
0,"[0.247, 0.29, 0.206, 0.277, 0.198, 0.208, 0.285, 0.28, 0.218, 0.29]"
1,"[0.245, 0.292, 0.213, 0.272, 0.22, 0.206, 0.285, 0.299, 0.309, 0.289]"
2,"[0.248, 0.291, 0.203, 0.275, 0.197, 0.226, 0.281, 0.298, 0.306, 0.29]"
3,"[0.252, 0.294, 0.203, 0.272, 0.207, 0.228, 0.283, 0.304, 0.296, 0.294]"
4,"[0.249, 0.294, 0.248, 0.272, 0.215, 0.236, 0.286, 0.305, 0.309, 0.277]"
5,"[0.249, 0.292, 0.203, 0.275, 0.216, 0.24, 0.283, 0.304, 0.309, 0.293]"
6,"[0.251, 0.294, 0.204, 0.275, 0.247, 0.271, 0.286, 0.307, 0.309, 0.295]"
7,"[0.249, 0.294, 0.203, 0.274, 0.248, 0.291, 0.281, 0.311, 0.309, 0.289]"
8,"[0.248, 0.294, 0.204, 0.273, 0.237, 0.289, 0.281, 0.311, 0.311, 0.291]"
9,"[0.249, 0.309, 0.203, 0.273, 0.261, 0.309, 0.29, 0.33, 0.31, 0.293]"
10,"[0.251, 0.295, 0.204, 0.276, 0.244, 0.332, 0.293, 0.319, 0.31, 0.286]"
11,"[0.253, 0.343, 0.203, 0.275, 0.332, 0.352, 0.292, 0.335, 0.31, 0.291]"
12,"[0.256, 0.31, 0.203, 0.275, 0.254, 0.353, 0.294, 0.322, 0.311, 0.285]"
13,"[0.251, 0.384, 0.203, 0.272, 0.361, 0.352, 0.293, 0.349, 0.311, 0.283]"
14,"[0.254, 0.326, 0.204, 0.276, 0.254, 0.355, 0.292, 0.333, 0.31, 0.295]"
15,"[0.251, 0.391, 0.203, 0.274, 0.449, 0.376, 0.294, 0.349, 0.311, 0.295]"
16,"[0.254, 0.348, 0.204, 0.276, 0.25, 0.372, 0.295, 0.344, 0.31, 0.285]"
17,"[0.256, 0.359, 0.205, 0.274, 0.376, 0.38, 0.296, 0.346, 0.312, 0.291]"
18,"[0.255, 0.37, 0.205, 0.277, 0.259, 0.364, 0.297, 0.34, 0.311, 0.292]"
19,"[0.254, 0.4, 0.204, 0.275, 0.456, 0.386, 0.293, 0.398, 0.312, 0.278]"
20,"[0.253, 0.371, 0.21, 0.275, 0.258, 0.4, 0.295, 0.342, 0.312, 0.278]"
21,"[0.252, 0.394, 0.205, 0.278, 0.398, 0.387, 0.294, 0.364, 0.311, 0.294]"
22,"[0.255, 0.378, 0.209, 0.275, 0.259, 0.393, 0.293, 0.356, 0.312, 0.289]"
23,"[0.257, 0.387, 0.23, 0.276, 0.496, 0.406, 0.296, 0.349, 0.312, 0.286]"
24,"[0.256, 0.347, 0.215, 0.276, 0.25, 0.374, 0.297, 0.38, 0.311, 0.284]"
25,"[0.256, 0.404, 0.204, 0.276, 0.477, 0.436, 0.296, 0.346, 0.312, 0.285]"
26,"[0.259, 0.381, 0.219, 0.276, 0.263, 0.433, 0.29, 0.363, 0.314, 0.283]"
27,"[0.259, 0.411, 0.206, 0.283, 0.474, 0.419, 0.298, 0.374, 0.312, 0.296]"
28,"[0.253, 0.396, 0.225, 0.278, 0.267, 0.37, 0.292, 0.401, 0.312, 0.278]"
29,"[0.26, 0.423, 0.205, 0.283, 0.476, 0.385, 0.297, 0.387, 0.311, 0.293]"
30,"[0.254, 0.378, 0.218, 0.28, 0.268, 0.419, 0.292, 0.403, 0.311, 0.287]"
31,"[0.258, 0.42, 0.211, 0.282, 0.496, 0.459, 0.296, 0.407, 0.312, 0.29]"
32,"[0.261, 0.393, 0.211, 0.278, 0.254, 0.416, 0.296, 0.408, 0.312, 0.274]"
33,"[0.255, 0.41, 0.212, 0.292, 0.511, 0.422, 0.291, 0.339, 0.312, 0.291]"
34,"[0.261, 0.374, 0.212, 0.281, 0.265, 0.43, 0.297, 0.406, 0.312, 0.278]"
35,"[0.255, 0.43, 0.222, 0.281, 0.507, 0.469, 0.299, 0.355, 0.312, 0.282]"
36,"[0.261, 0.359, 0.228, 0.279, 0.253, 0.414, 0.294, 0.386, 0.312, 0.267]"
37,"[0.26, 0.402, 0.207, 0.287, 0.515, 0.457, 0.298, 0.397, 0.312, 0.281]"
38,"[0.256, 0.395, 0.214, 0.28, 0.256, 0.444, 0.303, 0.399, 0.312, 0.279]"
39,"[0.26, 0.421, 0.23, 0.288, 0.476, 0.498, 0.298, 0.419, 0.312, 0.279]"
40,"[0.258, 0.387, 0.225, 0.28, 0.258, 0.427, 0.297, 0.422, 0.312, 0.281]"
41,"[0.259, 0.401, 0.205, 0.327, 0.518, 0.486, 0.298, 0.416, 0.312, 0.278]"
42,"[0.261, 0.409, 0.231, 0.279, 0.275, 0.459, 0.297, 0.404, 0.312, 0.275]"
43,"[0.257, 0.382, 0.205, 0.281, 0.506, 0.494, 0.297, 0.376, 0.312, 0.281]"
44,"[0.258, 0.392, 0.213, 0.28, 0.267, 0.422, 0.298, 0.395, 0.315, 0.262]"
45,"[0.26, 0.411, 0.205, 0.317, 0.526, 0.491, 0.298, 0.429, 0.312, 0.29]"
46,"[0.263, 0.384, 0.219, 0.28, 0.369, 0.454, 0.298, 0.365, 0.312, 0.291]"
47,"[0.261, 0.437, 0.234, 0.295, 0.533, 0.499, 0.304, 0.361, 0.312, 0.272]"
48,"[0.265, 0.405, 0.23, 0.279, 0.264, 0.431, 0.295, 0.435, 0.312, 0.272]"
49,"[0.264, 0.403, 0.207, 0.297, 0.516, 0.533, 0.298, 0.433, 0.312, 0.267]"
50,"[0.264, 0.361, 0.22, 0.279, 0.267, 0.466, 0.301, 0.389, 0.31, 0.281]"
51,"[0.259, 0.417, 0.215, 0.304, 0.501, 0.513, 0.297, 0.426, 0.312, 0.285]"
52,"[0.263, 0.403, 0.236, 0.284, 0.271, 0.441, 0.303, 0.412, 0.312, 0.277]"
53,"[0.256, 0.392, 0.221, 0.318, 0.515, 0.55, 0.299, 0.394, 0.312, 0.28]"
54,"[0.258, 0.373, 0.265, 0.285, 0.265, 0.437, 0.297, 0.422, 0.312, 0.288]"
55,"[0.258, 0.367, 0.208, 0.322, 0.508, 0.491, 0.297, 0.392, 0.315, 0.279]"
56,"[0.263, 0.388, 0.218, 0.289, 0.268, 0.5, 0.32, 0.426, 0.312, 0.293]"
57,"[0.263, 0.413, 0.241, 0.358, 0.508, 0.533, 0.298, 0.431, 0.312, 0.294]"
58,"[0.272, 0.41, 0.227, 0.295, 0.264, 0.536, 0.297, 0.465, 0.314, 0.264]"
59,"[0.259, 0.401, 0.215, 0.299, 0.508, 0.489, 0.297, 0.406, 0.313, 0.286]"
60,"[0.262, 0.39, 0.247, 0.283, 0.266, 0.495, 0.3, 0.428, 0.312, 0.293]"
61,"[0.26, 0.427, 0.238, 0.341, 0.497, 0.532, 0.297, 0.43, 0.312, 0.264]"
62,"[0.262, 0.379, 0.251, 0.288, 0.267, 0.52, 0.297, 0.423, 0.312, 0.286]"
63,"[0.261, 0.426, 0.205, 0.287, 0.493, 0.549, 0.297, 0.46, 0.313, 0.271]"
64,"[0.262, 0.368, 0.235, 0.284, 0.262, 0.487, 0.304, 0.407, 0.312, 0.281]"
65,"[0.264, 0.425, 0.238, 0.344, 0.464, 0.531, 0.297, 0.416, 0.312, 0.268]"
66,"[0.265, 0.359, 0.228, 0.28, 0.269, 0.5, 0.316, 0.406, 0.312, 0.272]"
67,"[0.263, 0.435, 0.228, 0.309, 0.477, 0.529, 0.297, 0.369, 0.312, 0.296]"
68,"[0.263, 0.409, 0.216, 0.296, 0.29, 0.482, 0.297, 0.406, 0.312, 0.272]"
69,"[0.271, 0.42, 0.207, 0.32, 0.479, 0.521, 0.297, 0.397, 0.312, 0.295]"
70,"[0.271, 0.412, 0.225, 0.302, 0.267, 0.498, 0.297, 0.411, 0.313, 0.281]"
71,"[0.264, 0.409, 0.258, 0.332, 0.501, 0.521, 0.296, 0.465, 0.314, 0.283]"
72,"[0.259, 0.391, 0.247, 0.286, 0.268, 0.518, 0.314, 0.453, 0.313, 0.294]"
73,"[0.261, 0.412, 0.211, 0.302, 0.483, 0.579, 0.302, 0.42, 0.312, 0.262]"
74,"[0.265, 0.41, 0.231, 0.289, 0.269, 0.572, 0.312, 0.392, 0.312, 0.282]"
75,"[0.263, 0.451, 0.215, 0.326, 0.501, 0.529, 0.351, 0.419, 0.313, 0.285]"
76,"[0.263, 0.419, 0.224, 0.288, 0.271, 0.536, 0.3, 0.439, 0.312, 0.288]"
77,"[0.261, 0.441, 0.21, 0.358, 0.379, 0.579, 0.312, 0.411, 0.314, 0.267]"
78,"[0.265, 0.396, 0.237, 0.286, 0.259, 0.531, 0.308, 0.451, 0.312, 0.291]"
79,"[0.261, 0.416, 0.206, 0.322, 0.459, 0.552, 0.297, 0.45, 0.314, 0.294]"
80,"[0.266, 0.43, 0.247, 0.299, 0.258, 0.513, 0.35, 0.414, 0.312, 0.266]"
81,"[0.261, 0.436, 0.215, 0.342, 0.454, 0.549, 0.312, 0.441, 0.314, 0.288]"
82,"[0.257, 0.404, 0.224, 0.289, 0.252, 0.528, 0.297, 0.427, 0.313, 0.289]"
83,"[0.266, 0.419, 0.247, 0.336, 0.459, 0.536, 0.295, 0.489, 0.312, 0.288]"
84,"[0.263, 0.375, 0.245, 0.292, 0.268, 0.521, 0.311, 0.465, 0.313, 0.283]"
85,"[0.262, 0.391, 0.224, 0.355, 0.433, 0.544, 0.301, 0.439, 0.312, 0.295]"
86,"[0.263, 0.374, 0.233, 0.28, 0.305, 0.496, 0.297, 0.489, 0.314, 0.259]"
87,"[0.262, 0.398, 0.229, 0.355, 0.411, 0.587, 0.297, 0.429, 0.312, 0.262]"
88,"[0.264, 0.357, 0.245, 0.294, 0.261, 0.475, 0.326, 0.456, 0.312, 0.256]"
89,"[0.261, 0.413, 0.25, 0.318, 0.409, 0.459, 0.297, 0.489, 0.314, 0.28]"
90,"[0.267, 0.399, 0.241, 0.28, 0.291, 0.555, 0.34, 0.468, 0.312, 0.284]"
91,"[0.262, 0.446, 0.24, 0.363, 0.382, 0.516, 0.298, 0.378, 0.312, 0.273]"
92,"[0.264, 0.405, 0.271, 0.294, 0.269, 0.523, 0.297, 0.409, 0.313, 0.289]"
93,"[0.259, 0.445, 0.242, 0.353, 0.442, 0.53, 0.297, 0.447, 0.313, 0.287]"
94,"[0.263, 0.424, 0.271, 0.301, 0.302, 0.53, 0.323, 0.5, 0.312, 0.291]"
95,"[0.263, 0.4, 0.262, 0.341, 0.451, 0.527, 0.299, 0.405, 0.313, 0.284]"
96,"[0.264, 0.416, 0.229, 0.295, 0.271, 0.521, 0.345, 0.468, 0.312, 0.269]"
97,"[0.263, 0.396, 0.274, 0.346, 0.458, 0.501, 0.297, 0.415, 0.312, 0.272]"
98,"[0.263, 0.409, 0.224, 0.317, 0.281, 0.439, 0.297, 0.425, 0.312, 0.29]"
99,"[0.263, 0.397, 0.226, 0.326, 0.477, 0.569, 0.293, 0.462, 0.312, 0.284]"
closeness_centrality,[]
0,"[0.247, 0.29, 0.214, 0.275, 0.215, 0.208, 0.283, 0.291, 0.296, 0.285]"
1,"[0.247, 0.293, 0.203, 0.276, 0.228, 0.213, 0.287, 0.299, 0.31, 0.293]"
2,"[0.248, 0.295, 0.203, 0.266, 0.201, 0.218, 0.292, 0.298, 0.306, 0.29]"
3,"[0.247, 0.294, 0.215, 0.274, 0.212, 0.214, 0.288, 0.299, 0.305, 0.293]"
4,"[0.249, 0.294, 0.26, 0.273, 0.231, 0.217, 0.281, 0.303, 0.303, 0.281]"
5,"[0.25, 0.294, 0.206, 0.273, 0.227, 0.23, 0.281, 0.306, 0.304, 0.291]"
6,"[0.249, 0.294, 0.203, 0.275, 0.242, 0.246, 0.283, 0.306, 0.308, 0.291]"
7,"[0.249, 0.294, 0.203, 0.275, 0.224, 0.264, 0.29, 0.307, 0.309, 0.292]"
8,"[0.247, 0.294, 0.204, 0.271, 0.339, 0.315, 0.277, 0.307, 0.309, 0.291]"
9,"[0.252, 0.294, 0.203, 0.274, 0.255, 0.309, 0.285, 0.311, 0.311, 0.281]"
10,"[0.249, 0.312, 0.203, 0.275, 0.292, 0.326, 0.292, 0.311, 0.311, 0.276]"
11,"[0.252, 0.294, 0.209, 0.276, 0.255, 0.312, 0.296, 0.313, 0.311, 0.29]"
12,"[0.25, 0.345, 0.203, 0.274, 0.352, 0.341, 0.293, 0.325, 0.311, 0.29]"
13,"[0.255, 0.305, 0.207, 0.274, 0.242, 0.343, 0.294, 0.338, 0.312, 0.285]"
14,"[0.25, 0.389, 0.204, 0.274, 0.336, 0.344, 0.296, 0.323, 0.311, 0.285]"
15,"[0.254, 0.338, 0.207, 0.275, 0.252, 0.349, 0.295, 0.337, 0.311, 0.281]"
16,"[0.252, 0.39, 0.204, 0.275, 0.417, 0.356, 0.294, 0.347, 0.311, 0.278]"
17,"[0.25, 0.378, 0.209, 0.275, 0.243, 0.367, 0.296, 0.342, 0.312, 0.281]"
18,"[0.252, 0.385, 0.203, 0.273, 0.398, 0.358, 0.294, 0.34, 0.312, 0.282]"
19,"[0.253, 0.384, 0.209, 0.274, 0.255, 0.369, 0.296, 0.344, 0.312, 0.281]"
20,"[0.251, 0.392, 0.208, 0.276, 0.441, 0.371, 0.291, 0.341, 0.312, 0.293]"
21,"[0.254, 0.326, 0.214, 0.277, 0.258, 0.37, 0.288, 0.392, 0.311, 0.282]"
22,"[0.251, 0.394, 0.211, 0.278, 0.392, 0.395, 0.292, 0.4, 0.311, 0.294]"
23,"[0.251, 0.389, 0.223, 0.276, 0.242, 0.364, 0.298, 0.355, 0.312, 0.286]"
24,"[0.255, 0.398, 0.204, 0.276, 0.435, 0.407, 0.296, 0.398, 0.312, 0.294]"
25,"[0.251, 0.382, 0.217, 0.278, 0.26, 0.383, 0.295, 0.394, 0.312, 0.294]"
26,"[0.254, 0.377, 0.204, 0.279, 0.426, 0.413, 0.296, 0.368, 0.312, 0.286]"
27,"[0.256, 0.38, 0.227, 0.28, 0.262, 0.385, 0.298, 0.389, 0.312, 0.28]"
28,"[0.258, 0.373, 0.21, 0.278, 0.466, 0.432, 0.296, 0.42, 0.311, 0.291]"
29,"[0.254, 0.396, 0.224, 0.279, 0.26, 0.401, 0.298, 0.386, 0.312, 0.293]"
30,"[0.254, 0.398, 0.208, 0.283, 0.437, 0.439, 0.291, 0.418, 0.312, 0.298]"
31,"[0.259, 0.375, 0.22, 0.279, 0.265, 0.418, 0.298, 0.42, 0.312, 0.28]"
32,"[0.259, 0.417, 0.217, 0.287, 0.443, 0.454, 0.294, 0.41, 0.312, 0.291]"
33,"[0.26, 0.368, 0.237, 0.279, 0.256, 0.426, 0.298, 0.368, 0.312, 0.279]"
34,"[0.258, 0.418, 0.222, 0.281, 0.457, 0.461, 0.296, 0.422, 0.312, 0.279]"
35,"[0.256, 0.395, 0.22, 0.281, 0.265, 0.405, 0.296, 0.378, 0.312, 0.289]"
36,"[0.254, 0.377, 0.217, 0.285, 0.359, 0.442, 0.295, 0.391, 0.312, 0.283]"
37,"[0.258, 0.398, 0.22, 0.279, 0.259, 0.448, 0.297, 0.432, 0.312, 0.291]"
38,"[0.259, 0.331, 0.214, 0.309, 0.468, 0.452, 0.297, 0.418, 0.313, 0.286]"
39,"[0.262, 0.37, 0.227, 0.279, 0.271, 0.468, 0.28, 0.434, 0.312, 0.286]"
40,"[0.262, 0.399, 0.225, 0.319, 0.468, 0.458, 0.295, 0.43, 0.313, 0.296]"
41,"[0.26, 0.397, 0.23, 0.28, 0.277, 0.431, 0.295, 0.382, 0.312, 0.282]"
42,"[0.261, 0.388, 0.249, 0.299, 0.461, 0.494, 0.296, 0.432, 0.312, 0.292]"
43,"[0.261, 0.417, 0.251, 0.279, 0.266, 0.409, 0.298, 0.409, 0.312, 0.277]"
44,"[0.258, 0.422, 0.222, 0.31, 0.404, 0.467, 0.296, 0.408, 0.312, 0.295]"
45,"[0.258, 0.398, 0.232, 0.282, 0.265, 0.477, 0.299, 0.441, 0.312, 0.285]"
46,"[0.262, 0.404, 0.25, 0.325, 0.455, 0.461, 0.297, 0.434, 0.312, 0.282]"
47,"[0.26, 0.399, 0.246, 0.282, 0.258, 0.46, 0.296, 0.397, 0.312, 0.281]"
48,"[0.26, 0.423, 0.235, 0.327, 0.476, 0.51, 0.297, 0.437, 0.312, 0.284]"
49,"[0.262, 0.396, 0.254, 0.294, 0.259, 0.461, 0.295, 0.445, 0.312, 0.29]"
50,"[0.261, 0.38, 0.243, 0.326, 0.455, 0.481, 0.298, 0.403, 0.312, 0.294]"
51,"[0.258, 0.415, 0.226, 0.28, 0.259, 0.457, 0.298, 0.394, 0.312, 0.294]"
52,"[0.264, 0.421, 0.243, 0.322, 0.475, 0.482, 0.297, 0.426, 0.312, 0.296]"
