eigenvector_centrality,[1]
0,"[0.095, 0.093, 0.083, 0.122, 0.173, 0.107, 0.097, 0.102, 0.088, 0.179]"
1,"[0.244, 0.086, 0.132, 0.203, 0.1, 0.126, 0.094, 0.112, 0.091, 0.138]"
2,"[0.089, 0.085, 0.241, 0.122, 0.17, 0.102, 0.149, 0.224, 0.144, 0.1]"
3,"[0.28, 0.106, 0.106, 0.117, 0.095, 0.113, 0.186, 0.122, 0.312, 0.249]"
4,"[0.089, 0.149, 0.297, 0.119, 0.322, 0.213, 0.181, 0.254, 0.158, 0.21]"
5,"[0.306, 0.235, 0.16, 0.2, 0.101, 0.328, 0.256, 0.126, 0.332, 0.289]"
6,"[0.155, 0.317, 0.265, 0.162, 0.381, 0.27, 0.178, 0.29, 0.225, 0.352]"
7,"[0.298, 0.278, 0.214, 0.343, 0.282, 0.366, 0.32, 0.153, 0.279, 0.262]"
8,"[0.172, 0.39, 0.256, 0.233, 0.331, 0.256, 0.2, 0.325, 0.22, 0.34]"
9,"[0.34, 0.269, 0.165, 0.354, 0.373, 0.324, 0.358, 0.211, 0.314, 0.262]"
10,"[0.141, 0.427, 0.304, 0.239, 0.272, 0.209, 0.264, 0.316, 0.14, 0.314]"
11,"[0.4, 0.236, 0.157, 0.301, 0.396, 0.279, 0.337, 0.251, 0.354, 0.237]"
12,"[0.121, 0.393, 0.315, 0.244, 0.228, 0.225, 0.294, 0.28, 0.171, 0.306]"
13,"[0.406, 0.263, 0.206, 0.294, 0.343, 0.28, 0.334, 0.266, 0.365, 0.306]"
14,"[0.133, 0.303, 0.312, 0.269, 0.213, 0.289, 0.3, 0.298, 0.207, 0.312]"
15,"[0.397, 0.273, 0.183, 0.314, 0.311, 0.29, 0.353, 0.278, 0.332, 0.349]"
16,"[0.207, 0.292, 0.291, 0.287, 0.207, 0.297, 0.298, 0.317, 0.254, 0.299]"
17,"[0.376, 0.24, 0.233, 0.32, 0.316, 0.285, 0.353, 0.28, 0.352, 0.401]"
18,"[0.26, 0.285, 0.342, 0.282, 0.208, 0.324, 0.316, 0.326, 0.301, 0.291]"
19,"[0.376, 0.209, 0.264, 0.356, 0.326, 0.291, 0.372, 0.274, 0.333, 0.422]"
20,"[0.288, 0.313, 0.333, 0.252, 0.213, 0.354, 0.281, 0.385, 0.298, 0.286]"
21,"[0.363, 0.199, 0.277, 0.354, 0.314, 0.293, 0.398, 0.256, 0.323, 0.434]"
22,"[0.301, 0.308, 0.317, 0.236, 0.234, 0.352, 0.259, 0.346, 0.295, 0.296]"
23,"[0.361, 0.228, 0.274, 0.316, 0.323, 0.296, 0.375, 0.247, 0.321, 0.457]"
24,"[0.326, 0.332, 0.332, 0.261, 0.251, 0.354, 0.253, 0.314, 0.323, 0.302]"
25,"[0.369, 0.393, 0.264, 0.328, 0.345, 0.303, 0.365, 0.229, 0.316, 0.468]"
26,"[0.319, 0.446, 0.296, 0.416, 0.499, 0.386, 0.263, 0.312, 0.306, 0.309]"
27,"[0.457, 0.464, 0.277, 0.399, 0.438, 0.338, 0.388, 0.247, 0.448, 0.471]"
28,"[0.374, 0.256, 0.408, 0.389, 0.434, 0.429, 0.277, 0.347, 0.37, 0.377]"
29,"[0.386, 0.44, 0.337, 0.456, 0.476, 0.367, 0.365, 0.324, 0.344, 0.451]"
30,"[0.283, 0.425, 0.25, 0.375, 0.363, 0.413, 0.392, 0.367, 0.283, 0.392]"
31,"[0.259, 0.348, 0.226, 0.381, 0.425, 0.337, 0.377, 0.338, 0.256, 0.461]"
32,"[0.201, 0.405, 0.19, 0.314, 0.29, 0.408, 0.341, 0.384, 0.203, 0.35]"
33,"[0.228, 0.352, 0.19, 0.362, 0.326, 0.3, 0.408, 0.251, 0.222, 0.478]"
34,"[0.161, 0.411, 0.176, 0.249, 0.272, 0.427, 0.257, 0.423, 0.17, 0.309]"
35,"[0.207, 0.301, 0.152, 0.492, 0.312, 0.29, 0.424, 0.211, 0.203, 0.459]"
36,"[0.132, 0.453, 0.176, 0.223, 0.259, 0.397, 0.223, 0.402, 0.143, 0.281]"
37,"[0.204, 0.298, 0.147, 0.463, 0.244, 0.273, 0.488, 0.195, 0.2, 0.46]"
38,"[0.138, 0.429, 0.172, 0.261, 0.258, 0.346, 0.225, 0.426, 0.133, 0.27]"
39,"[0.202, 0.328, 0.163, 0.418, 0.233, 0.262, 0.473, 0.212, 0.194, 0.383]"
40,"[0.149, 0.441, 0.166, 0.268, 0.252, 0.263, 0.259, 0.435, 0.149, 0.259]"
41,"[0.195, 0.35, 0.208, 0.371, 0.217, 0.246, 0.464, 0.226, 0.19, 0.295]"
42,"[0.151, 0.44, 0.149, 0.254, 0.241, 0.233, 0.273, 0.407, 0.167, 0.234]"
43,"[0.167, 0.351, 0.208, 0.397, 0.192, 0.236, 0.422, 0.217, 0.163, 0.276]"
44,"[0.163, 0.386, 0.134, 0.222, 0.229, 0.2, 0.23, 0.391, 0.178, 0.227]"
45,"[0.124, 0.357, 0.22, 0.416, 0.175, 0.23, 0.395, 0.191, 0.128, 0.256]"
46,"[0.21, 0.369, 0.11, 0.202, 0.226, 0.177, 0.208, 0.366, 0.214, 0.218]"
47,"[0.109, 0.364, 0.27, 0.383, 0.159, 0.224, 0.372, 0.186, 0.111, 0.247]"
48,"[0.217, 0.365, 0.098, 0.187, 0.225, 0.151, 0.208, 0.343, 0.246, 0.212]"
49,"[0.103, 0.341, 0.292, 0.381, 0.148, 0.218, 0.349, 0.185, 0.098, 0.239]"
50,"[0.253, 0.372, 0.096, 0.18, 0.216, 0.143, 0.208, 0.342, 0.273, 0.205]"
51,"[0.102, 0.342, 0.308, 0.387, 0.139, 0.217, 0.343, 0.183, 0.098, 0.224]"
52,"[0.272, 0.365, 0.096, 0.162, 0.201, 0.132, 0.206, 0.331, 0.289, 0.196]"
53,"[0.102, 0.33, 0.312, 0.36, 0.134, 0.217, 0.338, 0.176, 0.098, 0.219]"
54,"[0.284, 0.361, 0.096, 0.137, 0.191, 0.129, 0.201, 0.323, 0.304, 0.193]"
55,"[0.102, 0.308, 0.302, 0.328, 0.122, 0.217, 0.328, 0.161, 0.098, 0.214]"
56,"[0.287, 0.421, 0.096, 0.13, 0.182, 0.132, 0.197, 0.277, 0.316, 0.194]"
57,"[0.102, 0.301, 0.306, 0.328, 0.129, 0.216, 0.3, 0.145, 0.1, 0.212]"
58,"[0.281, 0.461, 0.097, 0.128, 0.177, 0.138, 0.194, 0.262, 0.31, 0.194]"
59,"[0.102, 0.348, 0.316, 0.323, 0.133, 0.213, 0.306, 0.134, 0.1, 0.198]"
60,"[0.267, 0.391, 0.097, 0.125, 0.161, 0.135, 0.185, 0.258, 0.303, 0.191]"
61,"[0.102, 0.34, 0.314, 0.322, 0.136, 0.206, 0.299, 0.131, 0.1, 0.196]"
62,"[0.229, 0.387, 0.097, 0.128, 0.12, 0.149, 0.18, 0.254, 0.264, 0.192]"
63,"[0.102, 0.346, 0.296, 0.314, 0.144, 0.188, 0.294, 0.127, 0.1, 0.21]"
64,"[0.216, 0.389, 0.097, 0.127, 0.112, 0.159, 0.178, 0.258, 0.255, 0.187]"
65,"[0.102, 0.347, 0.286, 0.318, 0.16, 0.174, 0.296, 0.12, 0.101, 0.208]"
66,"[0.216, 0.357, 0.097, 0.126, 0.11, 0.175, 0.163, 0.257, 0.246, 0.183]"
67,"[0.102, 0.351, 0.283, 0.315, 0.192, 0.164, 0.296, 0.11, 0.101, 0.216]"
68,"[0.21, 0.326, 0.097, 0.123, 0.11, 0.198, 0.148, 0.258, 0.242, 0.183]"
69,"[0.102, 0.358, 0.277, 0.312, 0.221, 0.164, 0.298, 0.103, 0.101, 0.221]"
70,"[0.224, 0.322, 0.097, 0.124, 0.117, 0.211, 0.133, 0.257, 0.256, 0.185]"
71,"[0.103, 0.372, 0.274, 0.31, 0.232, 0.166, 0.296, 0.101, 0.101, 0.22]"
72,"[0.221, 0.351, 0.099, 0.124, 0.119, 0.211, 0.134, 0.256, 0.246, 0.19]"
73,"[0.104, 0.438, 0.269, 0.32, 0.253, 0.166, 0.292, 0.101, 0.101, 0.212]"
74,"[0.205, 0.336, 0.101, 0.127, 0.12, 0.214, 0.134, 0.259, 0.245, 0.192]"
75,"[0.104, 0.38, 0.244, 0.318, 0.254, 0.167, 0.292, 0.1, 0.101, 0.212]"
76,"[0.206, 0.342, 0.102, 0.128, 0.125, 0.208, 0.134, 0.267, 0.232, 0.192]"
77,"[0.104, 0.39, 0.205, 0.321, 0.239, 0.161, 0.296, 0.101, 0.102, 0.207]"
78,"[0.179, 0.389, 0.103, 0.129, 0.119, 0.192, 0.134, 0.267, 0.217, 0.185]"
79,"[0.104, 0.388, 0.197, 0.322, 0.218, 0.143, 0.296, 0.101, 0.103, 0.202]"
80,"[0.175, 0.381, 0.103, 0.128, 0.113, 0.186, 0.124, 0.268, 0.205, 0.176]"
81,"[0.104, 0.346, 0.22, 0.313, 0.223, 0.119, 0.297, 0.098, 0.103, 0.209]"
82,"[0.179, 0.381, 0.104, 0.128, 0.112, 0.19, 0.106, 0.265, 0.198, 0.16]"
83,"[0.104, 0.343, 0.227, 0.301, 0.232, 0.112, 0.295, 0.098, 0.103, 0.208]"
84,"[0.16, 0.342, 0.104, 0.128, 0.108, 0.208, 0.103, 0.259, 0.176, 0.151]"
