eigenvector_centrality,[0]
0,"[0.103, 0.185, 0.106, 0.117, 0.094, 0.105, 0.138, 0.113, 0.1, 0.102]"
1,"[0.158, 0.129, 0.105, 0.117, 0.205, 0.092, 0.102, 0.113, 0.228, 0.177]"
2,"[0.103, 0.174, 0.106, 0.117, 0.094, 0.102, 0.152, 0.113, 0.1, 0.102]"
3,"[0.088, 0.092, 0.106, 0.126, 0.165, 0.102, 0.102, 0.113, 0.201, 0.144]"
4,"[0.103, 0.177, 0.106, 0.117, 0.094, 0.102, 0.111, 0.161, 0.1, 0.102]"
5,"[0.122, 0.085, 0.143, 0.241, 0.175, 0.134, 0.102, 0.132, 0.221, 0.171]"
6,"[0.103, 0.348, 0.244, 0.141, 0.094, 0.114, 0.167, 0.347, 0.123, 0.102]"
7,"[0.21, 0.12, 0.14, 0.351, 0.191, 0.233, 0.102, 0.125, 0.376, 0.169]"
8,"[0.103, 0.389, 0.406, 0.119, 0.094, 0.095, 0.185, 0.433, 0.121, 0.102]"
9,"[0.259, 0.127, 0.15, 0.367, 0.184, 0.389, 0.102, 0.11, 0.396, 0.197]"
10,"[0.103, 0.401, 0.389, 0.112, 0.094, 0.134, 0.212, 0.381, 0.117, 0.102]"
11,"[0.271, 0.186, 0.147, 0.402, 0.23, 0.399, 0.102, 0.129, 0.381, 0.238]"
12,"[0.122, 0.41, 0.386, 0.116, 0.095, 0.176, 0.232, 0.385, 0.162, 0.102]"
13,"[0.256, 0.242, 0.145, 0.371, 0.278, 0.399, 0.102, 0.198, 0.342, 0.305]"
14,"[0.225, 0.323, 0.404, 0.151, 0.192, 0.25, 0.243, 0.303, 0.25, 0.179]"
15,"[0.287, 0.277, 0.206, 0.337, 0.353, 0.329, 0.175, 0.26, 0.295, 0.339]"
16,"[0.264, 0.289, 0.409, 0.221, 0.191, 0.278, 0.285, 0.277, 0.299, 0.191]"
17,"[0.316, 0.293, 0.335, 0.318, 0.367, 0.292, 0.226, 0.258, 0.26, 0.386]"
18,"[0.315, 0.294, 0.391, 0.275, 0.253, 0.26, 0.321, 0.259, 0.291, 0.191]"
19,"[0.321, 0.296, 0.319, 0.287, 0.367, 0.285, 0.236, 0.22, 0.263, 0.39]"
20,"[0.328, 0.345, 0.385, 0.303, 0.354, 0.257, 0.293, 0.278, 0.248, 0.322]"
21,"[0.317, 0.28, 0.323, 0.273, 0.326, 0.317, 0.235, 0.196, 0.301, 0.348]"
22,"[0.363, 0.353, 0.397, 0.352, 0.347, 0.317, 0.287, 0.293, 0.227, 0.315]"
23,"[0.312, 0.291, 0.321, 0.274, 0.344, 0.378, 0.255, 0.236, 0.307, 0.361]"
24,"[0.346, 0.329, 0.38, 0.417, 0.369, 0.344, 0.292, 0.339, 0.239, 0.366]"
25,"[0.453, 0.346, 0.315, 0.303, 0.344, 0.408, 0.266, 0.283, 0.312, 0.375]"
26,"[0.44, 0.311, 0.437, 0.432, 0.346, 0.453, 0.415, 0.367, 0.29, 0.372]"
27,"[0.535, 0.362, 0.39, 0.308, 0.397, 0.306, 0.309, 0.341, 0.326, 0.423]"
28,"[0.308, 0.308, 0.332, 0.38, 0.357, 0.379, 0.412, 0.381, 0.312, 0.393]"
29,"[0.386, 0.378, 0.4, 0.319, 0.404, 0.33, 0.335, 0.305, 0.347, 0.422]"
30,"[0.409, 0.331, 0.224, 0.354, 0.448, 0.329, 0.412, 0.433, 0.301, 0.448]"
31,"[0.396, 0.373, 0.359, 0.415, 0.392, 0.35, 0.353, 0.264, 0.406, 0.409]"
32,"[0.425, 0.363, 0.169, 0.28, 0.293, 0.286, 0.335, 0.465, 0.275, 0.304]"
33,"[0.398, 0.35, 0.284, 0.447, 0.308, 0.358, 0.361, 0.255, 0.45, 0.315]"
34,"[0.446, 0.428, 0.184, 0.254, 0.345, 0.263, 0.257, 0.424, 0.259, 0.347]"
35,"[0.393, 0.294, 0.244, 0.411, 0.23, 0.367, 0.399, 0.244, 0.439, 0.232]"
36,"[0.462, 0.463, 0.241, 0.246, 0.333, 0.254, 0.24, 0.401, 0.258, 0.346]"
37,"[0.399, 0.285, 0.239, 0.392, 0.212, 0.366, 0.321, 0.243, 0.379, 0.228]"
38,"[0.454, 0.391, 0.243, 0.243, 0.27, 0.249, 0.209, 0.398, 0.258, 0.273]"
39,"[0.39, 0.273, 0.239, 0.37, 0.198, 0.368, 0.282, 0.245, 0.354, 0.21]"
40,"[0.445, 0.357, 0.226, 0.244, 0.261, 0.25, 0.193, 0.389, 0.255, 0.273]"
41,"[0.375, 0.263, 0.228, 0.36, 0.182, 0.323, 0.272, 0.243, 0.357, 0.187]"
42,"[0.52, 0.338, 0.215, 0.236, 0.255, 0.24, 0.178, 0.376, 0.256, 0.246]"
43,"[0.392, 0.258, 0.222, 0.318, 0.165, 0.301, 0.248, 0.233, 0.371, 0.181]"
44,"[0.567, 0.339, 0.211, 0.209, 0.211, 0.228, 0.162, 0.338, 0.253, 0.213]"
45,"[0.361, 0.257, 0.203, 0.272, 0.155, 0.297, 0.219, 0.221, 0.38, 0.167]"
46,"[0.449, 0.357, 0.208, 0.185, 0.183, 0.215, 0.158, 0.3, 0.251, 0.197]"
47,"[0.332, 0.252, 0.185, 0.244, 0.15, 0.297, 0.215, 0.199, 0.388, 0.164]"
48,"[0.377, 0.364, 0.211, 0.173, 0.191, 0.215, 0.16, 0.276, 0.242, 0.193]"
49,"[0.37, 0.244, 0.175, 0.237, 0.15, 0.288, 0.206, 0.194, 0.37, 0.161]"
50,"[0.373, 0.359, 0.219, 0.168, 0.2, 0.231, 0.165, 0.259, 0.239, 0.187]"
51,"[0.457, 0.236, 0.171, 0.239, 0.151, 0.284, 0.207, 0.194, 0.365, 0.165]"
52,"[0.358, 0.346, 0.226, 0.165, 0.197, 0.23, 0.172, 0.258, 0.226, 0.196]"
53,"[0.485, 0.226, 0.174, 0.232, 0.153, 0.282, 0.197, 0.188, 0.34, 0.168]"
54,"[0.365, 0.327, 0.234, 0.163, 0.187, 0.234, 0.184, 0.255, 0.206, 0.182]"
55,"[0.441, 0.213, 0.163, 0.24, 0.157, 0.27, 0.19, 0.186, 0.294, 0.169]"
56,"[0.406, 0.283, 0.231, 0.161, 0.189, 0.22, 0.193, 0.246, 0.191, 0.183]"
57,"[0.41, 0.201, 0.159, 0.233, 0.161, 0.256, 0.191, 0.183, 0.245, 0.17]"
58,"[0.402, 0.232, 0.226, 0.157, 0.185, 0.207, 0.195, 0.236, 0.176, 0.188]"
59,"[0.388, 0.186, 0.158, 0.221, 0.161, 0.248, 0.189, 0.182, 0.23, 0.174]"
60,"[0.422, 0.223, 0.225, 0.153, 0.191, 0.204, 0.193, 0.231, 0.173, 0.187]"
61,"[0.399, 0.172, 0.153, 0.217, 0.163, 0.243, 0.189, 0.181, 0.221, 0.172]"
62,"[0.394, 0.215, 0.218, 0.15, 0.19, 0.195, 0.189, 0.229, 0.166, 0.19]"
63,"[0.48, 0.165, 0.149, 0.216, 0.165, 0.241, 0.192, 0.174, 0.215, 0.165]"
64,"[0.361, 0.206, 0.222, 0.145, 0.194, 0.184, 0.19, 0.224, 0.161, 0.196]"
65,"[0.472, 0.159, 0.154, 0.21, 0.171, 0.236, 0.19, 0.169, 0.2, 0.163]"
66,"[0.35, 0.197, 0.214, 0.144, 0.198, 0.174, 0.176, 0.221, 0.155, 0.203]"
67,"[0.342, 0.154, 0.161, 0.204, 0.172, 0.239, 0.189, 0.163, 0.192, 0.161]"
68,"[0.381, 0.184, 0.217, 0.139, 0.209, 0.186, 0.182, 0.229, 0.146, 0.215]"
69,"[0.37, 0.149, 0.165, 0.204, 0.18, 0.26, 0.22, 0.163, 0.193, 0.167]"
70,"[0.43, 0.175, 0.213, 0.143, 0.214, 0.189, 0.181, 0.231, 0.145, 0.23]"
71,"[0.355, 0.147, 0.178, 0.206, 0.185, 0.268, 0.234, 0.161, 0.19, 0.178]"
72,"[0.433, 0.169, 0.218, 0.143, 0.228, 0.198, 0.187, 0.234, 0.144, 0.24]"
73,"[0.347, 0.147, 0.179, 0.208, 0.192, 0.266, 0.23, 0.163, 0.184, 0.189]"
74,"[0.444, 0.167, 0.223, 0.144, 0.228, 0.212, 0.197, 0.238, 0.142, 0.237]"
75,"[0.37, 0.148, 0.181, 0.213, 0.198, 0.266, 0.22, 0.167, 0.186, 0.195]"
76,"[0.432, 0.173, 0.228, 0.147, 0.228, 0.221, 0.2, 0.238, 0.144, 0.234]"
77,"[0.392, 0.149, 0.19, 0.214, 0.197, 0.261, 0.211, 0.174, 0.185, 0.196]"
78,"[0.441, 0.169, 0.229, 0.153, 0.216, 0.232, 0.206, 0.237, 0.146, 0.228]"
79,"[0.381, 0.149, 0.186, 0.212, 0.202, 0.261, 0.215, 0.176, 0.188, 0.195]"
80,"[0.439, 0.173, 0.23, 0.156, 0.209, 0.248, 0.211, 0.239, 0.147, 0.216]"
81,"[0.418, 0.149, 0.189, 0.215, 0.205, 0.263, 0.214, 0.182, 0.189, 0.197]"
82,"[0.458, 0.173, 0.23, 0.164, 0.211, 0.251, 0.214, 0.239, 0.147, 0.219]"
83,"[0.5, 0.15, 0.196, 0.219, 0.206, 0.267, 0.228, 0.186, 0.189, 0.196]"
84,"[0.484, 0.169, 0.233, 0.167, 0.213, 0.254, 0.227, 0.239, 0.15, 0.222]"
85,"[0.496, 0.149, 0.203, 0.222, 0.207, 0.268, 0.24, 0.187, 0.189, 0.204]"
86,"[0.466, 0.173, 0.233, 0.176, 0.224, 0.261, 0.229, 0.24, 0.15, 0.219]"
87,"[0.506, 0.151, 0.222, 0.226, 0.213, 0.277, 0.253, 0.196, 0.191, 0.207]"
88,"[0.452, 0.175, 0.235, 0.184, 0.232, 0.269, 0.229, 0.243, 0.153, 0.226]"
89,"[0.495, 0.153, 0.236, 0.23, 0.21, 0.28, 0.261, 0.198, 0.195, 0.204]"
90,"[0.449, 0.18, 0.237, 0.192, 0.238, 0.276, 0.222, 0.249, 0.157, 0.234]"
91,"[0.495, 0.154, 0.241, 0.235, 0.208, 0.283, 0.259, 0.206, 0.2, 0.204]"
92,"[0.408, 0.184, 0.237, 0.207, 0.241, 0.283, 0.222, 0.254, 0.161, 0.239]"
93,"[0.523, 0.157, 0.243, 0.236, 0.208, 0.283, 0.258, 0.215, 0.207, 0.201]"
94,"[0.394, 0.185, 0.239, 0.212, 0.243, 0.288, 0.222, 0.258, 0.167, 0.241]"
95,"[0.453, 0.159, 0.236, 0.239, 0.207, 0.281, 0.25, 0.22, 0.208, 0.202]"
96,"[0.342, 0.187, 0.248, 0.214, 0.245, 0.301, 0.228, 0.25, 0.17, 0.245]"
97,"[0.323, 0.161, 0.235, 0.241, 0.206, 0.273, 0.24, 0.225, 0.207, 0.211]"
98,"[0.391, 0.194, 0.249, 0.222, 0.243, 0.299, 0.226, 0.251, 0.175, 0.247]"
99,"[0.22, 0.169, 0.246, 0.243, 0.208, 0.294, 0.267, 0.229, 0.211, 0.206]"
