eigenvector_centrality,[9]
0,"[0.269, 0.086, 0.116, 0.104, 0.11, 0.102, 0.089, 0.113, 0.132, 0.102]"
1,"[0.12, 0.109, 0.128, 0.117, 0.091, 0.086, 0.114, 0.085, 0.1, 0.091]"
2,"[0.124, 0.109, 0.116, 0.127, 0.094, 0.086, 0.106, 0.113, 0.109, 0.103]"
3,"[0.195, 0.109, 0.108, 0.117, 0.153, 0.086, 0.186, 0.085, 0.098, 0.18]"
4,"[0.168, 0.086, 0.116, 0.178, 0.094, 0.105, 0.15, 0.113, 0.146, 0.103]"
5,"[0.186, 0.109, 0.108, 0.117, 0.091, 0.086, 0.187, 0.085, 0.098, 0.101]"
6,"[0.135, 0.138, 0.116, 0.164, 0.094, 0.105, 0.183, 0.113, 0.106, 0.103]"
7,"[0.163, 0.109, 0.098, 0.117, 0.091, 0.086, 0.188, 0.085, 0.098, 0.101]"
8,"[0.105, 0.167, 0.116, 0.159, 0.109, 0.105, 0.103, 0.113, 0.106, 0.103]"
9,"[0.117, 0.109, 0.096, 0.117, 0.091, 0.112, 0.121, 0.085, 0.098, 0.101]"
10,"[0.105, 0.165, 0.116, 0.168, 0.094, 0.105, 0.105, 0.113, 0.106, 0.103]"
11,"[0.155, 0.109, 0.096, 0.117, 0.091, 0.112, 0.114, 0.173, 0.098, 0.16]"
12,"[0.105, 0.163, 0.19, 0.163, 0.094, 0.105, 0.102, 0.113, 0.106, 0.103]"
13,"[0.169, 0.109, 0.096, 0.117, 0.091, 0.112, 0.114, 0.102, 0.098, 0.102]"
14,"[0.105, 0.251, 0.084, 0.179, 0.094, 0.166, 0.102, 0.113, 0.106, 0.103]"
15,"[0.135, 0.109, 0.119, 0.117, 0.091, 0.112, 0.114, 0.102, 0.124, 0.102]"
16,"[0.105, 0.232, 0.083, 0.189, 0.094, 0.086, 0.102, 0.113, 0.106, 0.103]"
17,"[0.134, 0.109, 0.196, 0.117, 0.091, 0.112, 0.114, 0.102, 0.093, 0.102]"
18,"[0.105, 0.259, 0.083, 0.212, 0.094, 0.156, 0.102, 0.113, 0.106, 0.103]"
19,"[0.115, 0.109, 0.193, 0.117, 0.091, 0.112, 0.114, 0.102, 0.093, 0.102]"
20,"[0.105, 0.262, 0.083, 0.205, 0.094, 0.103, 0.102, 0.113, 0.106, 0.103]"
21,"[0.108, 0.213, 0.195, 0.117, 0.093, 0.112, 0.114, 0.102, 0.093, 0.102]"
22,"[0.105, 0.137, 0.083, 0.202, 0.094, 0.103, 0.102, 0.141, 0.106, 0.103]"
23,"[0.103, 0.137, 0.124, 0.117, 0.113, 0.164, 0.114, 0.102, 0.093, 0.102]"
24,"[0.105, 0.108, 0.083, 0.232, 0.094, 0.103, 0.102, 0.14, 0.106, 0.103]"
25,"[0.103, 0.104, 0.096, 0.117, 0.129, 0.191, 0.114, 0.102, 0.093, 0.103]"
26,"[0.105, 0.102, 0.115, 0.256, 0.094, 0.103, 0.092, 0.128, 0.106, 0.103]"
27,"[0.115, 0.104, 0.099, 0.117, 0.094, 0.192, 0.263, 0.102, 0.093, 0.195]"
28,"[0.105, 0.102, 0.113, 0.13, 0.094, 0.103, 0.102, 0.113, 0.164, 0.103]"
29,"[0.103, 0.104, 0.096, 0.117, 0.094, 0.2, 0.176, 0.102, 0.093, 0.201]"
30,"[0.315, 0.099, 0.155, 0.15, 0.094, 0.103, 0.102, 0.113, 0.224, 0.139]"
31,"[0.103, 0.104, 0.096, 0.117, 0.094, 0.201, 0.102, 0.102, 0.093, 0.103]"
32,"[0.103, 0.099, 0.183, 0.101, 0.094, 0.103, 0.102, 0.113, 0.244, 0.102]"
33,"[0.103, 0.191, 0.096, 0.117, 0.094, 0.202, 0.102, 0.102, 0.093, 0.103]"
34,"[0.103, 0.099, 0.189, 0.101, 0.094, 0.173, 0.102, 0.113, 0.217, 0.102]"
35,"[0.103, 0.211, 0.096, 0.117, 0.094, 0.211, 0.102, 0.102, 0.093, 0.103]"
36,"[0.103, 0.099, 0.189, 0.101, 0.094, 0.1, 0.102, 0.113, 0.228, 0.102]"
37,"[0.102, 0.249, 0.096, 0.117, 0.094, 0.272, 0.102, 0.102, 0.093, 0.103]"
38,"[0.103, 0.099, 0.188, 0.101, 0.094, 0.108, 0.102, 0.113, 0.245, 0.102]"
39,"[0.104, 0.321, 0.096, 0.117, 0.094, 0.292, 0.102, 0.102, 0.093, 0.102]"
40,"[0.103, 0.099, 0.246, 0.101, 0.094, 0.165, 0.102, 0.113, 0.219, 0.125]"
41,"[0.155, 0.39, 0.096, 0.117, 0.094, 0.278, 0.102, 0.102, 0.093, 0.102]"
42,"[0.103, 0.099, 0.333, 0.101, 0.094, 0.182, 0.102, 0.113, 0.234, 0.102]"
43,"[0.103, 0.371, 0.096, 0.116, 0.094, 0.218, 0.102, 0.102, 0.093, 0.102]"
44,"[0.103, 0.099, 0.366, 0.101, 0.094, 0.18, 0.102, 0.113, 0.213, 0.102]"
45,"[0.103, 0.254, 0.096, 0.117, 0.094, 0.205, 0.102, 0.102, 0.093, 0.102]"
46,"[0.103, 0.099, 0.35, 0.101, 0.094, 0.117, 0.102, 0.113, 0.214, 0.102]"
47,"[0.103, 0.282, 0.096, 0.121, 0.094, 0.226, 0.102, 0.102, 0.093, 0.102]"
48,"[0.103, 0.099, 0.314, 0.101, 0.094, 0.11, 0.102, 0.113, 0.208, 0.102]"
49,"[0.103, 0.287, 0.096, 0.101, 0.094, 0.241, 0.102, 0.102, 0.093, 0.102]"
50,"[0.103, 0.153, 0.315, 0.146, 0.094, 0.162, 0.102, 0.116, 0.215, 0.102]"
51,"[0.103, 0.292, 0.096, 0.101, 0.094, 0.26, 0.102, 0.102, 0.093, 0.102]"
52,"[0.103, 0.223, 0.318, 0.105, 0.094, 0.204, 0.102, 0.18, 0.206, 0.102]"
53,"[0.103, 0.293, 0.096, 0.101, 0.093, 0.264, 0.102, 0.102, 0.093, 0.102]"
54,"[0.103, 0.261, 0.33, 0.163, 0.094, 0.242, 0.102, 0.192, 0.22, 0.102]"
55,"[0.103, 0.292, 0.123, 0.101, 0.097, 0.262, 0.102, 0.102, 0.093, 0.102]"
56,"[0.103, 0.264, 0.349, 0.183, 0.094, 0.26, 0.102, 0.17, 0.212, 0.102]"
57,"[0.103, 0.293, 0.18, 0.101, 0.122, 0.259, 0.102, 0.102, 0.093, 0.102]"
58,"[0.103, 0.258, 0.351, 0.225, 0.094, 0.267, 0.102, 0.132, 0.213, 0.102]"
59,"[0.103, 0.293, 0.192, 0.101, 0.109, 0.263, 0.102, 0.102, 0.093, 0.102]"
60,"[0.103, 0.25, 0.347, 0.18, 0.094, 0.263, 0.102, 0.113, 0.208, 0.102]"
61,"[0.103, 0.282, 0.194, 0.101, 0.102, 0.247, 0.102, 0.102, 0.093, 0.102]"
62,"[0.103, 0.227, 0.336, 0.209, 0.094, 0.266, 0.102, 0.168, 0.218, 0.099]"
63,"[0.103, 0.271, 0.191, 0.101, 0.107, 0.252, 0.102, 0.102, 0.093, 0.102]"
64,"[0.103, 0.236, 0.321, 0.184, 0.094, 0.263, 0.102, 0.199, 0.204, 0.102]"
65,"[0.103, 0.216, 0.196, 0.101, 0.094, 0.255, 0.102, 0.102, 0.093, 0.102]"
66,"[0.103, 0.258, 0.306, 0.157, 0.094, 0.256, 0.102, 0.111, 0.201, 0.102]"
67,"[0.103, 0.194, 0.203, 0.101, 0.094, 0.257, 0.102, 0.102, 0.093, 0.102]"
68,"[0.103, 0.23, 0.306, 0.118, 0.094, 0.251, 0.102, 0.143, 0.206, 0.102]"
69,"[0.103, 0.215, 0.203, 0.101, 0.094, 0.255, 0.102, 0.102, 0.093, 0.102]"
70,"[0.103, 0.226, 0.296, 0.093, 0.094, 0.253, 0.102, 0.104, 0.193, 0.102]"
71,"[0.103, 0.212, 0.202, 0.101, 0.094, 0.259, 0.102, 0.102, 0.093, 0.102]"
72,"[0.103, 0.222, 0.293, 0.105, 0.094, 0.251, 0.102, 0.102, 0.205, 0.102]"
73,"[0.103, 0.188, 0.202, 0.101, 0.094, 0.251, 0.102, 0.102, 0.093, 0.102]"
74,"[0.103, 0.207, 0.269, 0.095, 0.094, 0.258, 0.102, 0.102, 0.198, 0.102]"
75,"[0.103, 0.125, 0.202, 0.101, 0.094, 0.258, 0.102, 0.102, 0.093, 0.102]"
76,"[0.103, 0.227, 0.258, 0.104, 0.094, 0.257, 0.102, 0.102, 0.196, 0.102]"
77,"[0.103, 0.116, 0.203, 0.101, 0.094, 0.261, 0.102, 0.102, 0.093, 0.102]"
78,"[0.103, 0.235, 0.262, 0.095, 0.094, 0.25, 0.102, 0.102, 0.188, 0.102]"
79,"[0.103, 0.115, 0.201, 0.101, 0.094, 0.247, 0.102, 0.102, 0.093, 0.102]"
80,"[0.103, 0.234, 0.263, 0.093, 0.094, 0.242, 0.102, 0.102, 0.184, 0.102]"
81,"[0.103, 0.115, 0.199, 0.101, 0.094, 0.259, 0.102, 0.102, 0.093, 0.102]"
82,"[0.103, 0.248, 0.267, 0.103, 0.094, 0.227, 0.102, 0.102, 0.178, 0.102]"
83,"[0.103, 0.115, 0.198, 0.101, 0.094, 0.261, 0.102, 0.102, 0.093, 0.102]"
84,"[0.103, 0.24, 0.266, 0.107, 0.094, 0.197, 0.102, 0.102, 0.18, 0.102]"
85,"[0.103, 0.115, 0.196, 0.101, 0.094, 0.253, 0.102, 0.102, 0.093, 0.102]"
86,"[0.103, 0.246, 0.275, 0.098, 0.094, 0.162, 0.102, 0.102, 0.183, 0.102]"
87,"[0.103, 0.121, 0.193, 0.101, 0.103, 0.241, 0.102, 0.102, 0.093, 0.102]"
88,"[0.103, 0.166, 0.322, 0.095, 0.094, 0.133, 0.102, 0.118, 0.132, 0.102]"
89,"[0.103, 0.114, 0.197, 0.101, 0.114, 0.232, 0.102, 0.102, 0.093, 0.102]"
90,"[0.103, 0.176, 0.293, 0.101, 0.094, 0.127, 0.102, 0.102, 0.132, 0.102]"
91,"[0.103, 0.114, 0.198, 0.101, 0.094, 0.252, 0.102, 0.102, 0.093, 0.102]"
92,"[0.103, 0.219, 0.287, 0.116, 0.094, 0.13, 0.102, 0.102, 0.125, 0.102]"
93,"[0.103, 0.114, 0.199, 0.101, 0.094, 0.258, 0.102, 0.102, 0.093, 0.102]"
94,"[0.103, 0.255, 0.279, 0.147, 0.094, 0.094, 0.102, 0.102, 0.175, 0.102]"
95,"[0.103, 0.114, 0.192, 0.101, 0.094, 0.267, 0.102, 0.102, 0.093, 0.102]"
96,"[0.103, 0.144, 0.294, 0.117, 0.094, 0.09, 0.102, 0.102, 0.195, 0.102]"
97,"[0.103, 0.114, 0.189, 0.101, 0.094, 0.264, 0.102, 0.102, 0.093, 0.102]"
98,"[0.103, 0.271, 0.29, 0.14, 0.094, 0.09, 0.102, 0.102, 0.191, 0.102]"
99,"[0.103, 0.114, 0.185, 0.101, 0.094, 0.271, 0.102, 0.102, 0.093, 0.102]"
