eigenvector_centrality,[0]
0,"[0.103, 0.114, 0.296, 0.101, 0.239, 0.138, 0.102, 0.089, 0.113, 0.102]"
1,"[0.12, 0.091, 0.127, 0.097, 0.297, 0.142, 0.103, 0.125, 0.091, 0.102]"
2,"[0.103, 0.114, 0.286, 0.101, 0.244, 0.095, 0.102, 0.089, 0.188, 0.102]"
3,"[0.103, 0.191, 0.104, 0.116, 0.292, 0.092, 0.103, 0.185, 0.091, 0.102]"
4,"[0.103, 0.235, 0.307, 0.101, 0.242, 0.131, 0.109, 0.089, 0.198, 0.102]"
5,"[0.131, 0.19, 0.164, 0.247, 0.339, 0.092, 0.183, 0.177, 0.204, 0.102]"
6,"[0.103, 0.171, 0.384, 0.101, 0.26, 0.22, 0.109, 0.136, 0.183, 0.141]"
7,"[0.176, 0.143, 0.215, 0.343, 0.374, 0.116, 0.168, 0.134, 0.124, 0.106]"
8,"[0.19, 0.155, 0.412, 0.168, 0.334, 0.307, 0.109, 0.172, 0.175, 0.33]"
9,"[0.444, 0.164, 0.276, 0.478, 0.359, 0.154, 0.312, 0.159, 0.192, 0.215]"
10,"[0.286, 0.324, 0.361, 0.196, 0.333, 0.342, 0.127, 0.281, 0.199, 0.417]"
11,"[0.429, 0.201, 0.334, 0.436, 0.334, 0.206, 0.388, 0.2, 0.313, 0.176]"
12,"[0.234, 0.407, 0.291, 0.268, 0.415, 0.415, 0.167, 0.402, 0.237, 0.338]"
13,"[0.366, 0.246, 0.403, 0.296, 0.289, 0.263, 0.408, 0.26, 0.364, 0.173]"
14,"[0.185, 0.41, 0.235, 0.335, 0.401, 0.45, 0.176, 0.415, 0.295, 0.265]"
15,"[0.329, 0.263, 0.361, 0.256, 0.299, 0.262, 0.347, 0.304, 0.409, 0.19]"
16,"[0.248, 0.42, 0.236, 0.306, 0.369, 0.434, 0.158, 0.417, 0.347, 0.264]"
17,"[0.351, 0.262, 0.303, 0.235, 0.294, 0.232, 0.313, 0.278, 0.41, 0.177]"
18,"[0.271, 0.379, 0.234, 0.292, 0.371, 0.412, 0.148, 0.392, 0.343, 0.289]"
19,"[0.369, 0.208, 0.344, 0.237, 0.331, 0.191, 0.29, 0.215, 0.394, 0.211]"
20,"[0.288, 0.368, 0.251, 0.284, 0.385, 0.361, 0.133, 0.366, 0.274, 0.291]"
21,"[0.34, 0.166, 0.342, 0.253, 0.333, 0.252, 0.292, 0.163, 0.384, 0.263]"
22,"[0.307, 0.346, 0.285, 0.277, 0.383, 0.346, 0.127, 0.35, 0.196, 0.27]"
23,"[0.339, 0.142, 0.347, 0.235, 0.33, 0.256, 0.296, 0.129, 0.376, 0.27]"
24,"[0.366, 0.324, 0.27, 0.284, 0.393, 0.353, 0.185, 0.329, 0.161, 0.244]"
25,"[0.407, 0.199, 0.347, 0.254, 0.314, 0.245, 0.303, 0.191, 0.314, 0.254]"
26,"[0.465, 0.313, 0.271, 0.277, 0.422, 0.359, 0.188, 0.324, 0.22, 0.378]"
27,"[0.498, 0.185, 0.36, 0.304, 0.319, 0.241, 0.326, 0.18, 0.309, 0.262]"
28,"[0.423, 0.328, 0.284, 0.26, 0.415, 0.389, 0.126, 0.323, 0.204, 0.341]"
29,"[0.435, 0.126, 0.346, 0.306, 0.324, 0.252, 0.327, 0.135, 0.315, 0.284]"
30,"[0.398, 0.34, 0.288, 0.288, 0.415, 0.4, 0.103, 0.342, 0.162, 0.312]"
31,"[0.458, 0.12, 0.36, 0.298, 0.33, 0.304, 0.331, 0.129, 0.348, 0.339]"
32,"[0.441, 0.366, 0.297, 0.331, 0.407, 0.433, 0.115, 0.376, 0.162, 0.323]"
33,"[0.465, 0.153, 0.371, 0.3, 0.351, 0.348, 0.32, 0.146, 0.383, 0.388]"
34,"[0.44, 0.369, 0.302, 0.371, 0.409, 0.43, 0.177, 0.386, 0.214, 0.301]"
35,"[0.453, 0.231, 0.384, 0.29, 0.36, 0.379, 0.321, 0.236, 0.385, 0.457]"
36,"[0.445, 0.365, 0.301, 0.432, 0.421, 0.423, 0.262, 0.378, 0.284, 0.287]"
37,"[0.438, 0.309, 0.415, 0.275, 0.366, 0.406, 0.312, 0.312, 0.378, 0.515]"
38,"[0.489, 0.358, 0.295, 0.447, 0.463, 0.418, 0.306, 0.375, 0.328, 0.271]"
39,"[0.388, 0.354, 0.398, 0.263, 0.361, 0.417, 0.299, 0.357, 0.373, 0.534]"
40,"[0.514, 0.346, 0.294, 0.421, 0.441, 0.406, 0.365, 0.358, 0.353, 0.246]"
41,"[0.324, 0.394, 0.359, 0.245, 0.355, 0.441, 0.271, 0.38, 0.365, 0.499]"
42,"[0.487, 0.341, 0.278, 0.378, 0.418, 0.397, 0.397, 0.35, 0.37, 0.231]"
43,"[0.324, 0.406, 0.345, 0.227, 0.346, 0.46, 0.256, 0.396, 0.353, 0.457]"
44,"[0.454, 0.327, 0.265, 0.395, 0.421, 0.388, 0.441, 0.34, 0.383, 0.224]"
45,"[0.332, 0.429, 0.37, 0.223, 0.333, 0.486, 0.244, 0.422, 0.34, 0.451]"
